
[00:00:00.000 --> 00:00:01.860]  每一次我講的時候
[00:00:01.860 --> 00:00:06.000]  我在前言我願意把過去幾週
[00:00:06.000 --> 00:00:08.820]  所講的很簡短的講一下
[00:00:08.820 --> 00:00:12.940]  第一講的時候我用馬太福音的十六章
[00:00:12.940 --> 00:00:16.320]  那裡講到主耶穌問祂的門徒
[00:00:16.320 --> 00:00:19.160]  你們說我是誰
[00:00:19.160 --> 00:00:21.800]  那在那裡彼得回答了
[00:00:21.800 --> 00:00:25.420]  所以彼得回答之後主耶穌怎麼說呢
[00:00:25.420 --> 00:00:29.120]  主說這不是屬血肉的指示
[00:00:29.120 --> 00:00:32.720]  乃是我在天上的副指示
[00:00:32.720 --> 00:00:35.820]  這是很重要的一句話
[00:00:35.820 --> 00:00:39.020]  我們在地上尋找真理
[00:00:39.020 --> 00:00:42.420]  我們在地上我們來追求真理
[00:00:42.420 --> 00:00:46.820]  唯一的途徑是神向我們啟示
[00:00:46.820 --> 00:00:48.520]  我們才能知道
[00:00:48.520 --> 00:00:51.920]  否則你我受造的人
[00:00:51.920 --> 00:00:57.820]  怎麼能去明白一位造天地萬物的主
[00:00:57.820 --> 00:00:59.920]  永不改變的神
[00:00:59.920 --> 00:01:01.920]  怎麼能去明白祂
[00:01:01.920 --> 00:01:04.720]  唯有祂向我們啟示
[00:01:04.720 --> 00:01:07.520]  所以基督教的信仰
[00:01:07.520 --> 00:01:11.420]  跟一切其他宗教信仰是完全的不同
[00:01:11.420 --> 00:01:15.120]  今天當然我們可以說宗教可以包括一切
[00:01:15.120 --> 00:01:17.120]  也把基督教放裡面
[00:01:17.120 --> 00:01:18.720]  當有人問起你
[00:01:18.720 --> 00:01:22.120]  基督教跟其他宗教有最大的差別是什麼
[00:01:22.120 --> 00:01:23.620]  你一定要記得
[00:01:23.620 --> 00:01:27.620]  其他的宗教在歷史中某一段時期
[00:01:27.620 --> 00:01:31.520]  開始有教主
[00:01:31.520 --> 00:01:35.320]  其他的宗教是人去尋找神
[00:01:35.320 --> 00:01:38.220]  基督教沒有教主
[00:01:38.220 --> 00:01:39.520]  各位聽清楚
[00:01:39.520 --> 00:01:41.320]  基督教沒有教主
[00:01:41.320 --> 00:01:43.220]  基督教有什麼
[00:01:43.220 --> 00:01:45.420]  救主
[00:01:45.420 --> 00:01:48.320]  教主是我教你我發現什麼
[00:01:48.320 --> 00:01:51.420]  救主是他親身來到世上
[00:01:51.420 --> 00:01:55.820]  來解決我們人類的問題
[00:01:55.820 --> 00:01:58.820]  所以在十六
[00:01:58.820 --> 00:02:02.020]  我原來是應該一句話講
[00:02:02.020 --> 00:02:06.220]  在馬太福音十六章裡面講到
[00:02:06.220 --> 00:02:07.720]  教會這個字
[00:02:07.720 --> 00:02:12.720]  是在新約裡面第一次出現
[00:02:12.720 --> 00:02:14.120]  所以認識真理
[00:02:14.120 --> 00:02:16.520]  不在乎你的知識
[00:02:16.520 --> 00:02:21.520]  高、低、多、寡
[00:02:21.520 --> 00:02:24.620]  認識真理透過神的啟示
[00:02:24.620 --> 00:02:28.720]  在生活中去經歷神的真理的時候
[00:02:28.720 --> 00:02:33.320]  就算你沒有高深的知識
[00:02:33.320 --> 00:02:35.120]  沒有好的文化
[00:02:35.120 --> 00:02:37.220]  你可以明白這位神
[00:02:37.220 --> 00:02:39.820]  我完全可以見證
[00:02:39.820 --> 00:02:43.320]  我可以完全信靠他
[00:02:43.320 --> 00:02:45.920]  不是說我一定要有幾個防茂
[00:02:45.920 --> 00:02:48.220]  我才能明白這個神
[00:02:48.220 --> 00:02:51.120]  我的外婆
[00:02:51.120 --> 00:02:53.820]  當然早就已經去世了
[00:02:53.820 --> 00:02:55.320]  假如她今天還活的話
[00:02:55.320 --> 00:02:57.220]  大概一百三十幾歲
[00:02:57.220 --> 00:02:58.820]  她是活腳的
[00:02:58.820 --> 00:03:00.520]  那個時候我們小的時候
[00:03:00.520 --> 00:03:05.120]  常常會喜歡作弄她
[00:03:05.120 --> 00:03:06.520]  我們拿她什麼東西
[00:03:06.520 --> 00:03:08.720]  她就跟著跑
[00:03:08.720 --> 00:03:09.720]  跟著跑
[00:03:09.720 --> 00:03:11.520]  我們兩步就跑掉了
[00:03:11.520 --> 00:03:14.020]  她要走十幾步
[00:03:14.020 --> 00:03:16.420]  她看不懂中文
[00:03:16.420 --> 00:03:19.420]  看不懂文字
[00:03:19.420 --> 00:03:23.020]  是用羅馬拼音她讀的
[00:03:23.020 --> 00:03:25.220]  她明白什麼是神
[00:03:25.220 --> 00:03:27.120]  她知道什麼是神
[00:03:27.120 --> 00:03:31.920]  她相信耶穌是誰
[00:03:31.920 --> 00:03:35.020]  所以是啟示的
[00:03:35.020 --> 00:03:39.020]  所以聖經中有一個神學名詞很重要
[00:03:39.020 --> 00:03:41.820]  漸進啟示
[00:03:41.820 --> 00:03:43.520]  漸進啟明
[00:03:43.520 --> 00:03:44.320]  換句話說
[00:03:44.320 --> 00:03:45.420]  整本聖經
[00:03:45.420 --> 00:03:48.420]  神慢慢一步一步
[00:03:48.420 --> 00:03:52.920]  逐漸的把祂的真理向我們啟明
[00:03:52.920 --> 00:03:54.820]  漸進啟示
[00:03:54.820 --> 00:03:55.820]  那上一講
[00:03:55.820 --> 00:03:57.020]  第二講的時候
[00:03:57.020 --> 00:04:00.320]  我講到教會是什麼
[00:04:00.320 --> 00:04:05.420]  是主耶穌用祂寫所買俗的
[00:04:05.420 --> 00:04:06.720]  所以我剛剛說
[00:04:06.720 --> 00:04:09.020]  基督教沒有教主
[00:04:09.020 --> 00:04:11.520]  基督教只有救主
[00:04:11.520 --> 00:04:14.320]  因為祂用祂自己的生命
[00:04:14.320 --> 00:04:16.220]  買俗了我們
[00:04:16.220 --> 00:04:18.920]  這生命是無價之寶
[00:04:18.920 --> 00:04:23.920]  雖然福音是不需要我們花代價
[00:04:23.920 --> 00:04:25.220]  我們相信主
[00:04:25.220 --> 00:04:28.820]  不需要我們任何的
[00:04:28.820 --> 00:04:31.920]  做功德
[00:04:31.920 --> 00:04:33.220]  行善事
[00:04:33.220 --> 00:04:34.920]  只要我們相信
[00:04:34.920 --> 00:04:35.720]  謙卑
[00:04:35.720 --> 00:04:36.820]  接受
[00:04:36.820 --> 00:04:40.020]  祂的赦免
[00:04:40.020 --> 00:04:41.920]  聽起來很容易
[00:04:41.920 --> 00:04:43.320]  做起來
[00:04:43.320 --> 00:04:44.520]  為什麼難
[00:04:44.520 --> 00:04:46.520]  因為人的驕傲
[00:04:46.520 --> 00:04:49.320]  因為人認為我不需要
[00:04:49.320 --> 00:04:50.820]  當你需要的時候
[00:04:50.820 --> 00:04:55.520]  有時候機會已經過去了
[00:04:55.520 --> 00:04:57.120]  所以
[00:04:57.120 --> 00:05:03.820]  教會是耶穌用祂的血所買
[00:05:03.820 --> 00:05:04.920]  我相信
[00:05:04.920 --> 00:05:07.220]  我這幾講講完之後
[00:05:07.220 --> 00:05:08.620]  你對教會
[00:05:08.620 --> 00:05:10.420]  基本真理
[00:05:10.420 --> 00:05:12.520]  可能
[00:05:12.520 --> 00:05:16.320]  可以把重點都可以抓得住
[00:05:16.320 --> 00:05:17.420]  所以今天
[00:05:17.420 --> 00:05:19.220]  我選的經文是在
[00:05:19.220 --> 00:05:22.320]  格林多前書的第六章
[00:05:22.320 --> 00:05:25.420]  也就是剛剛各位所讀的
