
[00:00:00.000 --> 00:00:05.520]  今天早上的經文一開始就提到
[00:00:05.520 --> 00:00:10.640]  余悅節的節氣臨近了
[00:00:10.640 --> 00:00:18.560]  余悅節這個場景三番四次在楊芳那裏出現
[00:00:18.560 --> 00:00:26.000]  約翰福音的敘事者就清楚的明確的表示
[00:00:26.000 --> 00:00:33.280]  他說耶穌知道自己離世歸父的日子即將來到了
[00:00:33.280 --> 00:00:44.880]  換句話說,耶穌即將成為余悅節的最高揚
[00:00:44.880 --> 00:00:49.720]  大家運用你的想像力
[00:00:49.720 --> 00:00:54.000]  你代入耶穌那一刻的心情
[00:00:54.000 --> 00:01:00.360]  百般滋味在心頭
[00:01:00.360 --> 00:01:04.040]  短短三十多年的人生
[00:01:04.040 --> 00:01:07.920]  他也要經歷過生產之苦
[00:01:07.920 --> 00:01:12.880]  童年的回憶是擔驚受怕的
[00:01:12.880 --> 00:01:15.080]  他出生沒多久
[00:01:15.080 --> 00:01:21.920]  他就隨從父母逃亡希律的追殺
[00:01:21.920 --> 00:01:26.120]  他們逃亡寄居在埃及
[00:01:26.120 --> 00:01:29.200]  後來回故鄉
[00:01:29.200 --> 00:01:34.520]  在納沙拉的一個小村莊成長
[00:01:34.520 --> 00:01:42.760]  每天的生活就是協助父親做木匠的工作
[00:01:42.760 --> 00:01:47.800]  短短三十年的人生就這樣度過了
[00:01:47.800 --> 00:01:52.920]  剛出來傳道的時候
[00:01:52.920 --> 00:01:58.360]  呼召一個又一個不認識的門徒
[00:01:58.360 --> 00:02:05.000]  從此以後幾乎是朝夕與共
[00:02:05.000 --> 00:02:07.280]  同甘共苦
[00:02:07.280 --> 00:02:12.760]  同食同住有千多個日子
[00:02:12.760 --> 00:02:17.120]  每一張的臉孔都歷歷在目
[00:02:17.120 --> 00:02:23.560]  每個一起度過的生活的片段
[00:02:23.560 --> 00:02:27.560]  揮之不去在心頭裡
[00:02:27.560 --> 00:02:30.560]  耶穌終於要離開了
[00:02:30.560 --> 00:02:38.120]  這個離開即將要面對十家的死亡
[00:02:38.120 --> 00:02:41.800]  這死亡三年多的日子
[00:02:41.800 --> 00:02:48.160]  門徒真的明白跟隨耶穌的意義嗎
[00:02:48.160 --> 00:02:53.720]  他們真正明白耶穌曾經提到
[00:02:53.720 --> 00:02:58.600]  若有人要跟從我就當社稷
[00:02:58.600 --> 00:03:05.000]  天天背十字架來跟從我的真正意義嗎
[00:03:05.000 --> 00:03:07.280]  我想未必
[00:03:07.280 --> 00:03:11.080]  至少當中的猶大即將為了三十兩銀子出賣耶穌
[00:03:11.080 --> 00:03:15.880]  至少當中的猶大即將為了三十兩銀子出賣耶穌
[00:03:15.880 --> 00:03:21.040]  另一位曾經口口聲聲的
[00:03:21.040 --> 00:03:23.920]  他說縱然跟從耶穌我要為你死
[00:03:23.920 --> 00:03:25.000]  我都願意跟從
[00:03:25.000 --> 00:03:27.880]  他曾經說縱然跟隨耶穌會死的
[00:03:27.880 --> 00:03:29.760]  我也願意跟隨
[00:03:29.760 --> 00:03:32.880]  彼得即將也三次不認耶穌
[00:03:32.880 --> 00:03:37.320]  這位彼得也很快會三次不認耶穌
[00:03:37.320 --> 00:03:39.680]  其他的門徒也各懷鬼胎
[00:03:39.680 --> 00:03:42.040]  其他的門徒也各懷鬼胎
[00:03:42.040 --> 00:03:44.240]  各自心中有自己的盤算
[00:03:44.240 --> 00:03:46.480]  各自心中有自己的盤算
[00:03:46.480 --> 00:03:48.760]  有時候美為其名跟從耶穌
[00:03:48.760 --> 00:03:51.880]  有時候美為其名是說跟隨耶穌
[00:03:51.880 --> 00:03:55.640]  或者大家都想在耶穌的身上沾一些政治的本錢
[00:03:55.640 --> 00:04:00.560]  或許是大家只想在耶穌的身上沾上一點政治的本錢
[00:04:00.560 --> 00:04:03.200]  或者我們所謂撈一些好處
[00:04:03.200 --> 00:04:05.160]  或者是找一些好處
[00:04:05.160 --> 00:04:07.920]  至少我們有一些直直無名的小市民
[00:04:07.920 --> 00:04:10.640]  至少他們從直直無名的小市民
[00:04:10.640 --> 00:04:13.000]  現在搖身一變成為公眾的人物
[00:04:13.000 --> 00:04:14.920]  搖身一變成為公眾的人物
[00:04:14.920 --> 00:04:17.160]  眾人的焦點
[00:04:17.160 --> 00:04:19.320]  要講的教訓也講過了
[00:04:19.320 --> 00:04:21.120]  要講的教訓也講過了
[00:04:21.120 --> 00:04:23.440]  要提醒的也付了婆心勸道
[00:04:23.440 --> 00:04:25.400]  要提醒的也曾經哭口婆心的勸導
[00:04:25.400 --> 00:04:27.920]  要責備的也曾經當面責備
[00:04:27.920 --> 00:04:30.800]  要責備的也曾經當面的提出了
[00:04:30.800 --> 00:04:31.960]  他們聽了多少呢
[00:04:31.960 --> 00:04:33.040]  他們聽了多少呢
[00:04:33.040 --> 00:04:34.040]  明白了多少呢
[00:04:34.040 --> 00:04:35.040]  明白了多少呢
[00:04:35.040 --> 00:04:35.960]  行出來有多少呢
[00:04:35.960 --> 00:04:37.160]  行出來有多少呢
[00:04:37.160 --> 00:04:39.400]  如果真的要思想這些問題呢
[00:04:39.400 --> 00:04:41.360]  如果真的要思想這些問題
[00:04:41.360 --> 00:04:43.240]  其實真的很令人洩氣的
[00:04:43.240 --> 00:04:45.080]  確實令人洩氣的
[00:04:45.080 --> 00:04:47.000]  或者我有得選擇的話呢
[00:04:47.000 --> 00:04:48.560]  如果有選擇的話
[00:04:48.560 --> 00:04:51.800]  沒有人願意面對這班不太長進的門徒
[00:04:51.800 --> 00:04:56.040]  沒有人願意想面對這一群不太長進的門徒
[00:04:56.040 --> 00:04:57.120]  至少我就不會
[00:04:57.120 --> 00:04:58.520]  至少我自己不會
[00:04:58.520 --> 00:05:02.880]  我是一個信奉每個人是一個獨立個體的人
[00:05:02.880 --> 00:05:06.280]  我信奉每一個人都是獨立個體的人
[00:05:06.280 --> 00:05:09.000]  所以我不太喜歡干預別人的生活
[00:05:09.000 --> 00:05:12.280]  所以我不太喜歡干脆別人私生活
[00:05:12.280 --> 00:05:16.880]  有時無奈因為我在某個位置裏面要處理一些事情
[00:05:16.880 --> 00:05:22.240]  有時無奈因為我在我身上我需要處理一些事情
[00:05:22.240 --> 00:05:25.560]  我常說成年人每個人為自己的人生做決定
[00:05:25.560 --> 00:05:29.640]  我常說成年人為自己的人生要負責任
[00:05:29.640 --> 00:05:31.680]  自己選擇你自己的人生
[00:05:31.680 --> 00:05:33.520]  自己選擇自己的人生
[00:05:33.520 --> 00:05:35.840]  每個人為你自己的人生負責任
[00:05:35.840 --> 00:05:38.240]  每個人為自己的人生負責任
[00:05:38.240 --> 00:05:42.200]  我何必要浪費我的生命和時間去干預別人的生活呢
[00:05:42.200 --> 00:05:46.560]  我何必要浪費我的生命時間去干預別人的生活呢
[00:05:46.560 --> 00:05:48.160]  我在美國生活過
[00:05:48.160 --> 00:05:49.440]  我在美國生活過
[00:05:49.440 --> 00:05:51.160]  我們美國常有一句話
[00:05:51.160 --> 00:05:52.840]  在美國常有一句話
[00:05:52.840 --> 00:05:55.640]  你成年人超過十八歲你為自己負責任
[00:05:55.640 --> 00:05:58.600]  你成年人超過十八歲你對自己負責任
[00:05:58.600 --> 00:06:01.480]  以上的聯想是合情合理的
[00:06:01.480 --> 00:06:03.960]  以上的聯想是合情合理的
[00:06:03.960 --> 00:06:07.880]  就是在這個令人難以忍受的時刻
[00:06:07.880 --> 00:06:11.720]  就是在這個令人難以忍受的時刻
[00:06:11.720 --> 00:06:13.320]  聖經的記載是怎樣說的
[00:06:13.320 --> 00:06:14.720]  聖經的記載是怎樣說的
[00:06:14.720 --> 00:06:16.440]  是說愚哲以前
[00:06:16.440 --> 00:06:17.840]  是說愚哲以前
[00:06:17.840 --> 00:06:21.480]  耶穌知道自己離世歸腹的時候到了
[00:06:21.480 --> 00:06:24.600]  耶穌知道自己離世歸腹的時候到了
[00:06:24.600 --> 00:06:26.680]  祂既愛世間屬自己的人
[00:06:26.680 --> 00:06:29.800]  祂既愛世間屬自己的人
[00:06:29.800 --> 00:06:31.720]  就愛他們到底
[00:06:31.720 --> 00:06:33.280]  就愛他們到底
[00:06:33.280 --> 00:06:35.880]  昨天晚上團氣查經也是查這一段經文
[00:06:35.880 --> 00:06:38.480]  昨天晚上團氣查經也是查這一段經文
[00:06:38.480 --> 00:06:41.640]  所以你翻這段經文最後這句是怎樣翻呢
[00:06:41.640 --> 00:06:44.280]  所以你翻這段經文最後這句是怎樣翻呢
[00:06:44.280 --> 00:06:48.360]  祂說耶穌是始終如一去愛祂們的門徒
[00:06:48.360 --> 00:06:51.800]  祂說耶穌是始終如一去愛祂們的門徒
[00:06:51.800 --> 00:06:54.280]  你扮這麼不長進的門徒
[00:06:54.280 --> 00:06:56.360]  你扮這麼不長進的門徒
[00:06:56.360 --> 00:06:57.760]  一個要賣祂
[00:06:57.760 --> 00:06:58.600]  一個要出賣祂
[00:06:58.600 --> 00:07:00.040]  一個三次不認祂
[00:07:00.040 --> 00:07:01.200]  一個三次不認祂
[00:07:01.200 --> 00:07:03.920]  其他的祂們都有自己的盤算
[00:07:03.920 --> 00:07:05.760]  其他的祂們都有自己的盤算
[00:07:05.760 --> 00:07:08.800]  但是耶穌說我始終如一去愛祂們
[00:07:08.800 --> 00:07:11.960]  但是耶穌說我始終如一去愛祂們
[00:07:11.960 --> 00:07:15.920]  你短短幾句話令人感到窒息
[00:07:15.920 --> 00:07:15.960]  你短短幾句話令人感到窒息
[00:07:15.960 --> 00:07:15.960]  你短短幾句話令人感到窒息
[00:07:15.960 --> 00:07:16.000]  你短短幾句話令人感到窒息
[00:07:16.000 --> 00:07:16.000]  你短短幾句話令人感到窒息
[00:07:16.000 --> 00:07:16.040]  你短短幾句話令人感到窒息
[00:07:16.040 --> 00:07:16.080]  你短短幾句話令人感到窒息
[00:07:16.080 --> 00:07:16.160]  你短短幾句話令人感到窒息
[00:07:16.160 --> 00:07:16.200]  你短短幾句話令人感到窒息
[00:07:16.200 --> 00:07:41.200]  你短短幾句話令人感到窒息
[00:07:46.200 --> 00:07:52.200]  他竟然是怎樣向他所愛的人表達他的愛?
[00:07:52.200 --> 00:07:58.200]  這份愛到底是甚麼愛呢?
[00:07:58.200 --> 00:08:06.200]  是一種我們永遠不會明白的,我們沒辦法測度的愛
[00:08:06.200 --> 00:08:12.200]  因為這種愛從來沒有在我們生命裏面出現過
[00:08:12.200 --> 00:08:18.200]  大家都知道我是一個很理性的人
[00:08:18.200 --> 00:08:24.200]  我也承認我是一個很理性的人
[00:08:24.200 --> 00:08:27.200]  我很喜歡講道理
[00:08:27.200 --> 00:08:33.200]  最近我聽到台北市長柯文哲一句話
[00:08:33.200 --> 00:08:42.200]  他說智商高的人是沒有朋友的
[00:08:42.200 --> 00:08:45.200]  因為曲高賀寡
[00:08:45.200 --> 00:08:51.200]  因為柯文哲是一個非常聰明的人
[00:08:51.200 --> 00:08:59.200]  有時候我聽清楚這句話,我也覺得有意思的
[00:08:59.200 --> 00:09:08.200]  有時候所謂智商高的人看的層次跟其他人有點不同
[00:09:08.200 --> 00:09:10.200]  不是驕傲
[00:09:10.200 --> 00:09:15.200]  而是大家都不適合的頻道
[00:09:15.200 --> 00:09:20.200]  我表達的愛是含蓄的
[00:09:20.200 --> 00:09:23.200]  不經意的表達
[00:09:23.200 --> 00:09:27.200]  有時候有需要做了就算了
[00:09:27.200 --> 00:09:30.200]  我不喜歡常掛在嘴邊
[00:09:30.200 --> 00:09:33.200]  我不會強調我做了甚麼
[00:09:33.200 --> 00:09:40.200]  對一個左腦發達的人
[00:09:40.200 --> 00:09:44.200]  喜歡思考理性的人
[00:09:44.200 --> 00:09:51.200]  我怎樣向我所愛的人表達我的愛呢?
[00:09:51.200 --> 00:09:56.200]  我自己寫的時候想一想
[00:09:56.200 --> 00:10:02.200]  除了跟別人吃飯,我沒有其他方法
[00:10:02.200 --> 00:10:06.200]  送一束花
[00:10:06.200 --> 00:10:08.200]  凝視
[00:10:08.200 --> 00:10:10.200]  聆聽
[00:10:10.200 --> 00:10:12.200]  觸摸
