
[00:00:00.000 --> 00:00:01.000]  稍後再慢慢說
[00:00:01.000 --> 00:00:04.680]  不知道大家想到
[00:00:04.680 --> 00:00:06.040]  或者你看到
[00:00:06.040 --> 00:00:08.380]  感恩這兩個字的時候
[00:00:08.380 --> 00:00:10.260]  你會想起什麼
[00:00:10.260 --> 00:00:14.660]  我們通常為什麼感恩呢?
[00:00:14.660 --> 00:00:16.660]  (有東西吃)
[00:00:16.660 --> 00:00:17.400]  哦 有東西吃
[00:00:17.400 --> 00:00:18.800]  要祈禱多謝神
[00:00:18.800 --> 00:00:19.300]  是
[00:00:19.300 --> 00:00:20.580]  是對的
[00:00:20.580 --> 00:00:24.600]  我想當我們有機會升職加薪
[00:00:24.600 --> 00:00:26.140]  我們通常是很感恩的
[00:00:26.140 --> 00:00:29.760]  病得痊癒我們也很感恩的
[00:00:30.440 --> 00:00:33.280]  危轉為機我們也很感恩的
[00:00:33.280 --> 00:00:36.780]  有一次有一個年輕人
[00:00:36.780 --> 00:00:38.080]  他很喜歡自己去旅行
[00:00:38.080 --> 00:00:40.240]  他不喜歡跟朋友去的
[00:00:40.240 --> 00:00:41.600]  也不喜歡跟團
[00:00:41.600 --> 00:00:43.040]  因為他覺得這樣無拘無束
[00:00:43.040 --> 00:00:44.460]  自由自在
[00:00:44.460 --> 00:00:48.080]  有一年他自己一個人出發去沙漠地方旅行
[00:00:48.080 --> 00:00:50.160]  在旅遊過程裡面
[00:00:50.160 --> 00:00:53.600]  他很享受在沙漠支搭帳篷
[00:00:53.600 --> 00:00:54.460]  帳幕吧
[00:00:54.460 --> 00:00:55.360]  不應該叫帳篷
[00:00:55.360 --> 00:00:56.360]  支搭帳幕
[00:00:56.360 --> 00:00:57.880]  來度過一些時間
[00:00:57.880 --> 00:01:01.240]  因為他覺得在晚上欣賞景色
[00:01:01.240 --> 00:01:02.240]  很漂亮很舒服的
[00:01:02.240 --> 00:01:05.600]  有一次他獨自度過了八天的假期
[00:01:05.600 --> 00:01:06.600]  假期結束
[00:01:06.600 --> 00:01:08.280]  他就如常回到家裡
[00:01:08.280 --> 00:01:09.520]  回到香港工作
[00:01:09.520 --> 00:01:11.760]  但是沒多久他就
[00:01:11.760 --> 00:01:14.280]  看到他的頸的一個地方
[00:01:14.280 --> 00:01:16.080]  那個位置慢慢慢慢腫了
[00:01:16.080 --> 00:01:20.680]  不知道大家如果你的頸有一點點腫
[00:01:20.680 --> 00:01:21.720]  你們有什麼感覺
[00:01:21.720 --> 00:01:23.160]  我真的有一個感覺
[00:01:23.160 --> 00:01:24.360]  我不是這個年輕人
[00:01:24.360 --> 00:01:25.640]  不過我真的有一次
[00:01:25.640 --> 00:01:27.400]  我睡醒的時候
[00:01:27.400 --> 00:01:29.320]  我一刷牙就看到我的頸
[00:01:29.320 --> 00:01:31.840]  真的腫起來了
[00:01:31.840 --> 00:01:32.840]  腫起來了這麼多
[00:01:32.840 --> 00:01:34.200]  一粒東西這樣腫起來
[00:01:34.200 --> 00:01:36.080]  那我心想
[00:01:36.080 --> 00:01:36.680]  什麼來的
[00:01:36.680 --> 00:01:37.480]  我就去看醫生
[00:01:37.480 --> 00:01:39.080]  醫生問完
[00:01:39.080 --> 00:01:40.680]  他就說我都猜不到了
[00:01:40.680 --> 00:01:42.960]  你寫字你去醫院照吧
[00:01:42.960 --> 00:01:43.960]  去到醫院
[00:01:43.960 --> 00:01:45.840]  他就說那抽針吧
[00:01:45.840 --> 00:01:50.680]  我那天是白冷又害怕
[00:01:50.680 --> 00:01:54.440]  我記得抽針是很少的麻醉
[00:01:54.440 --> 00:01:56.400]  我感覺到有些東西在我的位置
[00:01:56.400 --> 00:01:57.560]  一粒一粒的
[00:01:57.560 --> 00:01:59.040]  接著醫生就說
[00:01:59.040 --> 00:02:00.240]  你的身體為什麼這麼冷
[00:02:00.240 --> 00:02:01.360]  我說醫生我很害怕
[00:02:01.360 --> 00:02:02.680]  因為我很害怕那些針
[00:02:02.680 --> 00:02:04.680]  你知道有一支針在這裡
[00:02:04.680 --> 00:02:05.960]  一粒一粒的
[00:02:05.960 --> 00:02:07.600]  完了之後
[00:02:07.600 --> 00:02:08.600]  醫生就說
[00:02:08.600 --> 00:02:09.680]  檢查完沒事了
[00:02:09.680 --> 00:02:10.800]  你那裡
[00:02:10.800 --> 00:02:12.320]  我說為什麼會這樣
[00:02:12.320 --> 00:02:13.000]  他說不知道
[00:02:13.000 --> 00:02:13.640]  他說不如這樣吧
[00:02:13.640 --> 00:02:14.600]  你回家
[00:02:14.600 --> 00:02:16.160]  兩個禮拜內都不散
[00:02:16.160 --> 00:02:17.160]  你再回來
[00:02:17.160 --> 00:02:18.680]  很感恩
[00:02:18.680 --> 00:02:20.480]  兩個禮拜後就凹陷了
[00:02:20.480 --> 00:02:22.040]  跟現在這樣沒分別了
[00:02:22.040 --> 00:02:23.480]  我再去覆診
[00:02:23.480 --> 00:02:26.200]  醫生就想來想去
[00:02:26.400 --> 00:02:28.400]  他說你有沒有養寵物
[00:02:28.400 --> 00:02:29.920]  我說我養了一隻貓
[00:02:29.920 --> 00:02:31.040]  他說多數是了
[00:02:31.040 --> 00:02:32.680]  他說你有沒有被貓抓損過
[00:02:32.680 --> 00:02:33.520]  這段時間我有
[00:02:33.520 --> 00:02:35.560]  他說多數是你貓爪有些菌
[00:02:35.560 --> 00:02:36.400]  跑了上去
[00:02:36.400 --> 00:02:37.400]  所以就腫了
[00:02:37.400 --> 00:02:38.400]  不過現在沒事了
[00:02:38.400 --> 00:02:40.600]  但是這個年輕人有一點不同
[00:02:40.600 --> 00:02:41.600]  他見了家庭醫生
[00:02:41.600 --> 00:02:43.600]  轉介他去醫院做了一個檢查
[00:02:43.600 --> 00:02:46.320]  檢查結果就說
[00:02:46.320 --> 00:02:47.320]  就問了他去哪裡
[00:02:47.320 --> 00:02:48.040]  他說去沙漠
[00:02:48.040 --> 00:02:50.040]  於是醫生就判斷
[00:02:50.040 --> 00:02:51.560]  他說他裡面真的有些東西
[00:02:52.000 --> 00:02:58.320]  但是就是一隻好像沒有孵化的昆蟲的卵
[00:02:58.320 --> 00:02:59.520]  很小的
[00:02:59.520 --> 00:03:01.760]  醫生就跟他說
[00:03:01.760 --> 00:03:07.320]  他說看來應該是有一隻動物在這裡產卵
[00:03:07.320 --> 00:03:08.840]  不過不知道為什麼沒有孵化
[00:03:08.840 --> 00:03:12.200]  不過現在你的身體有些反應
[00:03:12.200 --> 00:03:12.880]  所以出來
[00:03:12.880 --> 00:03:15.560]  這個人就問醫生
[00:03:15.560 --> 00:03:16.080]  那怎麼辦
[00:03:16.080 --> 00:03:18.440]  是不是可以手術割掉它
[00:03:18.440 --> 00:03:20.040]  醫生就說不要了
[00:03:20.040 --> 00:03:23.520]  他說因為這個腫的位置太近大動物
[00:03:23.520 --> 00:03:24.880]  不宜做手術
[00:03:24.880 --> 00:03:27.280]  他說不如這樣吧
[00:03:27.280 --> 00:03:31.800]  他說接下來應該慢慢會散掉的
[00:03:31.800 --> 00:03:33.760]  不過他說
[00:03:33.760 --> 00:03:35.040]  沒有什麼變化
[00:03:35.040 --> 00:03:36.080]  不如不要理它了
[00:03:36.080 --> 00:03:38.000]  這個年輕人就說
[00:03:38.000 --> 00:03:38.600]  什麼?
[00:03:38.600 --> 00:03:39.960]  那是怎麼樣的?
[00:03:39.960 --> 00:03:42.120]  醫生就說很簡單
[00:03:42.120 --> 00:03:44.520]  你就是與它同在
[00:03:44.520 --> 00:03:48.000]  如果你是這個人
[00:03:48.000 --> 00:03:49.720]  你面對這樣的處境
[00:03:50.240 --> 00:03:52.920]  你心裡面會埋怨還是感恩呢?
[00:03:52.920 --> 00:03:55.200]  感恩
[00:03:55.200 --> 00:03:55.840]  為什麼呢?
[00:03:55.840 --> 00:03:57.040]  (記者:不需要手術)
[00:03:57.040 --> 00:03:57.680]  好奇
[00:03:57.680 --> 00:03:58.240]  不需要手術
[00:03:58.240 --> 00:03:59.520]  這個又是一個想法
[00:03:59.520 --> 00:04:02.320]  有另外一個年輕人
[00:04:02.320 --> 00:04:05.680]  他有一天在工作裡面覺得頭痛
[00:04:05.680 --> 00:04:09.800]  他就想是不是最近工作做得很辛苦呢?
[00:04:09.800 --> 00:04:12.400]  不過他就去診所見他的家庭醫生
[00:04:12.400 --> 00:04:14.160]  家庭醫生聽到他的頭痛
[00:04:14.160 --> 00:04:14.960]  跟他聽一聽
[00:04:14.960 --> 00:04:15.600]  都沒什麼的
[00:04:15.600 --> 00:04:17.640]  就給他一個止痛藥的處方
[00:04:17.640 --> 00:04:19.360]  不過問題沒有解決
[00:04:20.600 --> 00:04:21.760]  他的頭痛也是痛了幾天
[00:04:21.760 --> 00:04:23.160]  於是他就去醫院檢查
[00:04:23.160 --> 00:04:26.160]  然後醫生就去檢查
[00:04:26.160 --> 00:04:27.480]  就說不如你做這個檢查
[00:04:27.480 --> 00:04:28.160]  做這個檢查
[00:04:28.160 --> 00:04:29.320]  最後就告訴他
[00:04:29.320 --> 00:04:31.320]  他腦子裡面有幾顆血瘤
[00:04:31.320 --> 00:04:33.200]  在他的腦子裡面
[00:04:33.200 --> 00:04:36.400]  不過這些血瘤
[00:04:36.400 --> 00:04:38.360]  跟很多神經線黏在一起
[00:04:38.360 --> 00:04:42.440]  他就說做手術的危險性太大了
[00:04:42.440 --> 00:04:44.240]  因為做手術很容易中風
[00:04:44.240 --> 00:04:45.440]  甚至死亡
[00:04:45.440 --> 00:04:48.000]  他說你能夠做的
[00:04:48.000 --> 00:04:52.920]  就是你這輩子還跟這幾顆血瘤一起生活
[00:04:52.920 --> 00:04:54.560]  不過這樣
[00:04:54.560 --> 00:04:55.840]  他什麼時候爆炸我不知道
[00:04:55.840 --> 00:04:59.120]  那麼這個醫生就說
[00:04:59.120 --> 00:05:02.000]  那麼你及時行樂吧
[00:05:02.000 --> 00:05:03.040]  喜歡吃什麼就吃吧
[00:05:03.040 --> 00:05:04.160]  喜歡做什麼就做吧
