
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹朋友早晨
[00:00:03.000 --> 00:00:05.000]  在現場的
[00:00:05.000 --> 00:00:07.000]  在網上的
[00:00:07.000 --> 00:00:09.000]  今日主生日
[00:00:09.000 --> 00:00:11.000]  會見到多些弟兄姊妹回來
[00:00:11.000 --> 00:00:13.000]  希望陸續弟兄姊妹都會
[00:00:13.000 --> 00:00:16.000]  覺得更加有信心的
[00:00:16.000 --> 00:00:17.000]  放心的
[00:00:17.000 --> 00:00:18.000]  一起在神的家
[00:00:18.000 --> 00:00:19.000]  神的殿裡面
[00:00:19.000 --> 00:00:20.000]  一起傾拜我們的主
[00:00:20.000 --> 00:00:23.000]  今天這個題目
[00:00:23.000 --> 00:00:25.000]  令我都要問一個問題
[00:00:25.000 --> 00:00:28.000]  我們是不是都要受詛咒的呢
[00:00:29.000 --> 00:00:30.000]  當你看到題目說
[00:00:30.000 --> 00:00:33.000]  愛是詛咒別人
[00:00:33.000 --> 00:00:35.000]  你會不會想到
[00:00:35.000 --> 00:00:36.000]  詛咒別人
[00:00:36.000 --> 00:00:37.000]  那我自己
[00:00:37.000 --> 00:00:39.000]  我們是不是都需要詛咒的呢
[00:00:39.000 --> 00:00:42.000]  最近在家裡
[00:00:42.000 --> 00:00:44.000]  收拾一些舊的物件的時候
[00:00:44.000 --> 00:00:45.000]  就找到了
[00:00:45.000 --> 00:00:48.000]  這一串的獎牌
[00:00:48.000 --> 00:00:50.000]  在我生命裡面
[00:00:50.000 --> 00:00:51.000]  我已經忘記了
[00:00:51.000 --> 00:00:52.000]  有這一串的獎牌
[00:00:52.000 --> 00:00:53.000]  那找到這三個獎牌出來
[00:00:53.000 --> 00:00:54.000]  覺得很奇怪
[00:00:54.000 --> 00:00:55.000]  哇
[00:00:55.000 --> 00:00:56.000]  想一想
[00:00:56.000 --> 00:00:58.000]  看著一些生了獸的獎牌的時候
[00:00:58.000 --> 00:00:59.000]  我的回憶
[00:00:59.000 --> 00:01:01.000]  我跟我的子女說
[00:01:01.000 --> 00:01:03.000]  我年輕的時候
[00:01:03.000 --> 00:01:04.000]  很喜歡打橋牌
[00:01:04.000 --> 00:01:06.000]  曾經拿過獎的
[00:01:06.000 --> 00:01:08.000]  終於有證明了出來
[00:01:08.000 --> 00:01:10.000]  不是白說的
[00:01:10.000 --> 00:01:12.000]  但是我自己忘記了
[00:01:12.000 --> 00:01:14.000]  另外兩個銀牌和銅牌
[00:01:14.000 --> 00:01:16.000]  曾幾何時
[00:01:16.000 --> 00:01:19.000]  竟然我曾經跑步拿過銀牌
[00:01:19.000 --> 00:01:22.000]  又接力賽拿過銅牌
[00:01:22.000 --> 00:01:24.000]  哇 我驚訝到
[00:01:24.000 --> 00:01:25.000]  我跟我的兒女說
[00:01:25.000 --> 00:01:26.000]  我有兩個獎牌
[00:01:26.000 --> 00:01:29.000]  證明我曾幾何時曾經拿過跑步的獎牌
[00:01:29.000 --> 00:01:31.000]  兒女說
[00:01:31.000 --> 00:01:32.000]  認識你幾十年
[00:01:32.000 --> 00:01:33.000]  看不出來
[00:01:33.000 --> 00:01:36.000]  連我自己都忘記了
[00:01:36.000 --> 00:01:38.000]  我曾經是跑過步
[00:01:38.000 --> 00:01:39.000]  但是很奇怪
[00:01:39.000 --> 00:01:41.000]  我只是那一年
[00:01:41.000 --> 00:01:43.000]  那一次的學校運動會裡面
[00:01:43.000 --> 00:01:44.000]  曾經拿過獎牌
[00:01:44.000 --> 00:01:46.000]  連我自己都忘記了這件事
[00:01:46.000 --> 00:01:47.000]  但是我就是記得
[00:01:47.000 --> 00:01:48.000]  幾十年來
[00:01:48.000 --> 00:01:49.000]  我就終於打橋牌
[00:01:49.000 --> 00:01:50.000]  終於到一個地步
[00:01:50.000 --> 00:01:51.000]  我都跟子女說
[00:01:51.000 --> 00:01:52.000]  我終於打橋牌
[00:01:52.000 --> 00:01:53.000]  都覺得
[00:01:53.000 --> 00:01:55.000]  覺得自己打得不錯
[00:01:57.000 --> 00:01:59.000]  今天有獎牌來證明
[00:01:59.000 --> 00:02:01.000]  為什麼會這麼奇怪呢
[00:02:01.000 --> 00:02:02.000]  有什麼分別
[00:02:02.000 --> 00:02:04.000]  在我年輕的時候曾幾何時
[00:02:04.000 --> 00:02:06.000]  就是用腦袋打橋牌
[00:02:06.000 --> 00:02:07.000]  用體力跑步
[00:02:07.000 --> 00:02:08.000]  都曾幾何時曾經拿過獎牌
[00:02:08.000 --> 00:02:09.000]  為什麼我只記得一件
[00:02:09.000 --> 00:02:11.000]  不記得其他的兩件呢
[00:02:11.000 --> 00:02:14.000]  其中一個原因就是
[00:02:14.000 --> 00:02:17.000]  自從拿了那兩個獎牌之後
[00:02:17.000 --> 00:02:19.000]  沒有人覺得我應該拿獎牌
[00:02:19.000 --> 00:02:22.000]  所以沒有人去好好的栽培
[00:02:22.000 --> 00:02:25.000]  詛咒我繼續拿獎牌
[00:02:25.000 --> 00:02:26.000]  自此一次之後
[00:02:26.000 --> 00:02:27.000]  第二年我都不記得
[00:02:27.000 --> 00:02:29.000]  有沒有再去跑步了
[00:02:29.000 --> 00:02:31.000]  總之我一定沒有拿過獎牌
[00:02:31.000 --> 00:02:33.000]  但是橋牌就不同了
[00:02:33.000 --> 00:02:34.000]  我中學的時候
[00:02:34.000 --> 00:02:36.000]  跟一班同學打橋牌
[00:02:36.000 --> 00:02:37.000]  打到小時候
[00:02:37.000 --> 00:02:39.000]  躲在學校的角落來繼續打
[00:02:39.000 --> 00:02:40.000]  去到大學的時候
[00:02:40.000 --> 00:02:41.000]  有一個同學
[00:02:41.000 --> 00:02:42.000]  他打橋牌很厲害的
[00:02:42.000 --> 00:02:44.000]  他就想找一個夥伴
[00:02:44.000 --> 00:02:46.000]  找一個隊友
[00:02:46.000 --> 00:02:48.000]  他就邀請我跟他一起打橋牌
[00:02:48.000 --> 00:02:49.000]  參加學校比賽
[00:02:49.000 --> 00:02:51.000]  參加外面那些公開比賽
[00:02:51.000 --> 00:02:53.000]  有沒有拿過獎牌我就不記得
[00:02:53.000 --> 00:02:56.000]  但是我記得我是因為這個同學
[00:02:56.000 --> 00:02:59.000]  悉心地去栽培詛咒我
[00:02:59.000 --> 00:03:01.000]  他打得比我厲害很多很多
[00:03:01.000 --> 00:03:02.000]  我懂得打
[00:03:02.000 --> 00:03:03.000]  但是不厲害
[00:03:03.000 --> 00:03:04.000]  他教我怎麼打
[00:03:04.000 --> 00:03:05.000]  鼓勵我怎麼打
[00:03:05.000 --> 00:03:06.000]  打錯了的時候
[00:03:06.000 --> 00:03:07.000]  幫助我怎麼打得更加好
[00:03:07.000 --> 00:03:09.000]  就在我身邊有一個人
[00:03:09.000 --> 00:03:11.000]  好像一個導師那樣
[00:03:11.000 --> 00:03:13.000]  來做好好的詛咒、栽培
[00:03:13.000 --> 00:03:15.000]  就讓我在生命裡面
[00:03:15.000 --> 00:03:17.000]  記得很清楚的一樣
[00:03:17.000 --> 00:03:20.000]  在神給我的天分裡面
[00:03:20.000 --> 00:03:21.000]  其中一樣就是
[00:03:21.000 --> 00:03:22.000]  可以好好的去打橋牌
[00:03:22.000 --> 00:03:24.000]  發揮用腦的能力
[00:03:24.000 --> 00:03:27.000]  今天的經文裡面其實
[00:03:27.000 --> 00:03:30.000]  今天的經文裡面
[00:03:30.000 --> 00:03:31.000]  之前那三節經文
[00:03:31.000 --> 00:03:32.000]  十一、十二、十三節
[00:03:32.000 --> 00:03:34.000]  是很值得我們留心去看的
[00:03:34.000 --> 00:03:36.000]  三節經文裡面說什麼呢
[00:03:36.000 --> 00:03:38.000]  它就是耶穌基督
[00:03:38.000 --> 00:03:40.000]  所賜給我們的友誼
[00:03:40.000 --> 00:03:41.000]  是這些東西
[00:03:41.000 --> 00:03:45.000]  目的是為了要裝備聖徒
[00:03:45.000 --> 00:03:47.000]  就是我們所有信耶穌的人
[00:03:47.000 --> 00:03:48.000]  裝備教會
[00:03:48.000 --> 00:03:51.000]  去達成一個目標
[00:03:51.000 --> 00:03:53.000]  直到我們眾人
[00:03:53.000 --> 00:03:56.000]  都去到某一個目標
[00:03:56.000 --> 00:03:58.000]  這一句
[00:03:58.000 --> 00:03:59.000]  保羅所說的是什麼呢
[00:03:59.000 --> 00:04:00.000]  他說
[00:04:00.000 --> 00:04:03.000]  他藉著耶穌所書教會的教導
[00:04:03.000 --> 00:04:04.000]  他說
[00:04:04.000 --> 00:04:05.000]  基督所賜我們有使徒
[00:04:05.000 --> 00:04:06.000]  有先知
[00:04:06.000 --> 00:04:07.000]  有全福音的牧師
[00:04:07.000 --> 00:04:08.000]  有教師
[00:04:08.000 --> 00:04:09.000]  有沒有留意
[00:04:09.000 --> 00:04:11.000]  在眾多的恩賜裡面
[00:04:11.000 --> 00:04:13.000]  差不多二十種的恩賜裡面
[00:04:13.000 --> 00:04:14.000]  保羅在這個經文裡面
[00:04:14.000 --> 00:04:16.000]  只是提出其中的五種經文
[00:04:16.000 --> 00:04:17.000]  你看不看到五種經文
[00:04:17.000 --> 00:04:19.000]  五種所謂五種的恩賜
[00:04:19.000 --> 00:04:21.000]  你看不看到這五種的恩賜
[00:04:21.000 --> 00:04:22.000]  有什麼特別的地方
[00:04:22.000 --> 00:04:24.000]  他和教會那些做領導的
[00:04:24.000 --> 00:04:26.000]  做管治的
[00:04:26.000 --> 00:04:28.000]  做接待的
[00:04:28.000 --> 00:04:29.000]  做關顧的
[00:04:29.000 --> 00:04:31.000]  有什麼不同的地方
[00:04:31.000 --> 00:04:38.000]  這幾個都是全真道的恩賜
[00:04:38.000 --> 00:04:40.000]  特別代代相傳
[00:04:40.000 --> 00:04:41.000]  將神的道
[00:04:41.000 --> 00:04:42.000]  耶穌基督所教導
[00:04:42.000 --> 00:04:43.000]  一代一代
[00:04:43.000 --> 00:04:44.000]  十幾個門徒
[00:04:44.000 --> 00:04:45.000]  五百個門徒
[00:04:45.000 --> 00:04:47.000]  保羅一代一代地傳下來
[00:04:47.000 --> 00:04:49.000]  直到今天的教會
[00:04:49.000 --> 00:04:50.000]  傳道
[00:04:50.000 --> 00:04:52.000]  傳真道的恩賜
[00:04:52.000 --> 00:04:54.000]  目的是為了裝備聖徒
[00:04:54.000 --> 00:04:55.000]  裝備教會
[00:04:55.000 --> 00:04:56.000]  去做什麼呢
[00:04:56.000 --> 00:04:58.000]  做侍奉的工作
[00:04:58.000 --> 00:04:59.000]  每個星期
[00:04:59.000 --> 00:05:00.000]  每個月
[00:05:00.000 --> 00:05:01.000]  每個日年
[00:05:01.000 --> 00:05:02.000]  我們教會各位弟兄姊妹
[00:05:02.000 --> 00:05:03.000]  都可以努力的
[00:05:03.000 --> 00:05:05.000]  來侍奉
[00:05:05.000 --> 00:05:07.000]  參與侍奉
[00:05:07.000 --> 00:05:09.000]  為了建立基督的身體
[00:05:09.000 --> 00:05:11.000]  我們就是基督的身體
[00:05:11.000 --> 00:05:13.000]  建立在這裡面所用的字
[00:05:13.000 --> 00:05:16.000]  其實解釋的應該是造就
[00:05:16.000 --> 00:05:20.000]  讓我們有神的道做基礎
[00:05:20.000 --> 00:05:22.000]  在教會裡面好好侍奉
[00:05:22.000 --> 00:05:24.000]  一切來建立教會
[00:05:24.000 --> 00:05:27.000]  彼此去造就
[00:05:27.000 --> 00:05:29.000]  為了達到什麼目的
[00:05:29.000 --> 00:05:31.000]  目標是什麼呢
[00:05:31.000 --> 00:05:33.000]  在我們的信仰上
[00:05:33.000 --> 00:05:35.000]  能夠同歸於一
[00:05:35.000 --> 00:05:36.000]  教會裡面經常面對一個問題
[00:05:36.000 --> 00:05:38.000]  就是對耶穌基督的信仰
[00:05:38.000 --> 00:05:39.000]  很多時候都會
[00:05:39.000 --> 00:05:41.000]  有些假先知假教師出來誤導
[00:05:41.000 --> 00:05:44.000]  教會裡面的弟兄姊妹
[00:05:44.000 --> 00:05:45.000]  他們自己信心不夠
[00:05:45.000 --> 00:05:47.000]  因為他們沒辦法明白
[00:05:47.000 --> 00:05:48.000]  耶穌基督復會的事情
[00:05:48.000 --> 00:05:49.000]  他們不明白
[00:05:49.000 --> 00:05:50.000]  他們又不明白
[00:05:50.000 --> 00:05:52.000]  究竟全神全人
[00:05:52.000 --> 00:05:53.000]  耶穌基督這個
[00:05:53.000 --> 00:05:57.000]  這麼特別的一個主
[00:05:57.000 --> 00:05:58.000]  身份是怎樣
[00:05:58.000 --> 00:05:59.000]  他們也不明白
[00:05:59.000 --> 00:06:01.000]  他們又全講一些假的道理
[00:06:01.000 --> 00:06:03.000]  來誤導教會弟兄姊妹
[00:06:03.000 --> 00:06:04.000]  我提醒耶穌基督
[00:06:04.000 --> 00:06:05.000]  我提醒今天的教會
[00:06:05.000 --> 00:06:07.000]  我們在耶穌基督的信仰上
[00:06:07.000 --> 00:06:09.000]  要同歸於一
[00:06:09.000 --> 00:06:11.000]  耶穌基督是神的意志
[00:06:11.000 --> 00:06:13.000]  耶穌基督是神
[00:06:13.000 --> 00:06:15.000]  耶穌基督是人
[00:06:15.000 --> 00:06:18.000]  在世上為我們罪死了復活了
[00:06:18.000 --> 00:06:23.000]  也是唯一真正復活了的人
[00:06:23.000 --> 00:06:24.000]  保羅教提醒我們
[00:06:24.000 --> 00:06:27.000]  要在信仰上同歸於一
[00:06:27.000 --> 00:06:29.000]  好好地去找找
[00:06:29.000 --> 00:06:32.000]  準確正確關於耶穌基督的信仰
[00:06:32.000 --> 00:06:34.000]  好讓我們一起來長大成人
[00:06:34.000 --> 00:06:35.000]  整個教會就長大成人
[00:06:35.000 --> 00:06:36.000]  好讓我們在耶穌基督的身上
[00:06:36.000 --> 00:06:37.000]  我們越來越認識
[00:06:37.000 --> 00:06:39.000]  我們主耶穌基督
[00:06:39.000 --> 00:06:40.000]  我們越來越懂得
[00:06:40.000 --> 00:06:42.000]  怎樣去跟從主耶穌基督的教訓
[00:06:42.000 --> 00:06:44.000]  去活出我們基督徒的生命
[00:06:44.000 --> 00:06:46.000]  而今天我們的主題
[00:06:46.000 --> 00:06:51.000]  集中是講造就這個課題
[00:06:51.000 --> 00:06:53.000]  保羅在其他的經文都有提到
[00:06:53.000 --> 00:06:55.000]  很多地方都講到
[00:06:55.000 --> 00:06:58.000]  關於教會弟兄姐妹互相造就的經文
[00:06:58.000 --> 00:07:02.000]  保羅說我們無要追求和平
[00:07:02.000 --> 00:07:04.000]  大家彼此之間要和平相處
[00:07:04.000 --> 00:07:07.000]  以及彼此造就的事情
[00:07:07.000 --> 00:07:12.000]  無要 無要即是一定要
[00:07:12.000 --> 00:07:15.000]  必須要 肯定要
[00:07:15.000 --> 00:07:16.000]  不是喜歡的時候就做
[00:07:16.000 --> 00:07:18.000]  不喜歡的時候就不做
[00:07:18.000 --> 00:07:19.000]  不是想做就做
[00:07:19.000 --> 00:07:21.000]  不想做就不想做
[00:07:21.000 --> 00:07:27.000]  不是 無要彼此造就
[00:07:27.000 --> 00:07:30.000]  例如經文接受來家傳書保羅說
[00:07:30.000 --> 00:07:32.000]  彼此要做勸勉的功夫
[00:07:32.000 --> 00:07:34.000]  互相造就
[00:07:34.000 --> 00:07:38.000]  就好像你們素常做的一樣
[00:07:38.000 --> 00:07:40.000]  素常做的
[00:07:40.000 --> 00:07:42.000]  不是一年做一次
[00:07:42.000 --> 00:07:45.000]  是素常 是成為那種習慣
[00:07:45.000 --> 00:07:47.000]  是成為我們基督徒生活的一部份
[00:07:47.000 --> 00:07:50.000]  是成為我們教會生活的一部份
[00:07:50.000 --> 00:07:53.000]  素常的來彼此造就
[00:07:53.000 --> 00:07:55.000]  那麼多傳書
[00:07:55.000 --> 00:07:57.000]  保羅教訓到在教會聚會
[00:07:57.000 --> 00:07:59.000]  特別是在敬拜的時候
[00:07:59.000 --> 00:08:00.000]  各人帶著不同的恩賜
[00:08:00.000 --> 00:08:02.000]  來到敬拜的地方一起敬拜
[00:08:02.000 --> 00:08:04.000]  各人帶著不同的恩賜
[00:08:04.000 --> 00:08:05.000]  在不同的聚會
[00:08:05.000 --> 00:08:06.000]  在小組裏面
[00:08:06.000 --> 00:08:07.000]  在團結裏面
[00:08:07.000 --> 00:08:09.000]  來到去敬拜
[00:08:09.000 --> 00:08:12.000]  各人就要應當
[00:08:12.000 --> 00:08:13.000]  是應當
[00:08:13.000 --> 00:08:17.000]  凡事造就人
[00:08:17.000 --> 00:08:19.000]  不是一部份 不是少少
[00:08:19.000 --> 00:08:20.000]  是凡事
[00:08:20.000 --> 00:08:22.000]  我們無要 常常
[00:08:22.000 --> 00:08:25.000]  凡事來到彼此造就
[00:08:25.000 --> 00:08:28.000]  今天就在講造就的課題
[00:08:28.000 --> 00:08:29.000]  來到今天的經文
[00:08:29.000 --> 00:08:32.000]  保羅提醒我們一個很現實的境況
[00:08:32.000 --> 00:08:34.000]  一個很現實的境況
[00:08:34.000 --> 00:08:36.000]  當我們眾人都嘗試努力學習
[00:08:36.000 --> 00:08:38.000]  去彼此造就的時候
[00:08:38.000 --> 00:08:41.000]  有一個很現實的境況是什麼呢
[00:08:41.000 --> 00:08:42.000]  保羅說
[00:08:42.000 --> 00:08:47.000]  你們不要再好像小孩子那樣
[00:08:47.000 --> 00:08:48.000]  什麼叫好像小孩子
[00:08:48.000 --> 00:08:50.000]  就是說你們其實不是小孩子了
[00:08:50.000 --> 00:08:52.000]  我們都是成人
[00:08:52.000 --> 00:08:54.000]  但不單止我們的肉身是成人
[00:08:54.000 --> 00:08:55.000]  我們的屬靈經生命
[00:08:55.000 --> 00:08:58.000]  都仍然應該是像一個成年人
[00:08:58.000 --> 00:08:59.000]  不應該再像小孩子
[00:08:59.000 --> 00:09:01.000]  做小孩子會怎樣呢
[00:09:01.000 --> 00:09:03.000]  小孩子去玩
[00:09:03.000 --> 00:09:05.000]  去水邊玩的時候
[00:09:05.000 --> 00:09:07.000]  就喜歡玩浪
[00:09:07.000 --> 00:09:09.000]  浪蓋過來的時候
[00:09:09.000 --> 00:09:11.000]  當你浮來浮去
[00:09:11.000 --> 00:09:12.000]  站不穩的時候
[00:09:12.000 --> 00:09:13.000]  原來是很開心的
[00:09:13.000 --> 00:09:16.000]  小孩子就很喜歡去玩
[00:09:16.000 --> 00:09:19.000]  成人就很擔心他們去玩
[00:09:19.000 --> 00:09:21.000]  因為其中是實在很多
[00:09:21.000 --> 00:09:23.000]  有生命的危險
[00:09:23.000 --> 00:09:24.000]  小朋友他們不知道危險
[00:09:24.000 --> 00:09:26.000]  他們只知道玩得開心
[00:09:26.000 --> 00:09:28.000]  跟隨一些波浪去玩的時候
[00:09:28.000 --> 00:09:29.000]  是很開心
[00:09:29.000 --> 00:09:30.000]  很刺激
[00:09:30.000 --> 00:09:32.000]  有危險他們不怕
[00:09:32.000 --> 00:09:34.000]  他們以為他們可以承受得了
[00:09:34.000 --> 00:09:36.000]  那些衝擊
[00:09:36.000 --> 00:09:38.000]  去打鞦韆的時候同樣
[00:09:38.000 --> 00:09:39.000]  小朋友打鞦韆的時候
[00:09:39.000 --> 00:09:41.000]  是仗賴背後那個成人
[00:09:41.000 --> 00:09:42.000]  來推
[00:09:42.000 --> 00:09:43.000]  用力的推
[00:09:43.000 --> 00:09:44.000]  激烈的推
[00:09:44.000 --> 00:09:47.000]  越高越快就越刺激
[00:09:47.000 --> 00:09:49.000]  小朋友他自己
[00:09:49.000 --> 00:09:52.000]  原來喜歡在那些浮來浮去
[00:09:52.000 --> 00:09:53.000]  站不穩
