
[00:00:00.000 --> 00:00:02.000]  各位電影姊妹
[00:00:02.000 --> 00:00:06.000]  今天開始我們會講《仕途行傳》
[00:00:06.000 --> 00:00:08.000]  未來有十次
[00:00:08.000 --> 00:00:09.000]  包括今天
[00:00:09.000 --> 00:00:12.000]  有十次的港島都是環繞著《仕途行傳》
[00:00:12.000 --> 00:00:14.000]  我想問一下大家
[00:00:14.000 --> 00:00:17.000]  有誰曾經看過一次《仕途行傳》?
[00:00:17.000 --> 00:00:20.000]  很多
[00:00:20.000 --> 00:00:22.000]  那你喜不喜歡這本書?
[00:00:22.000 --> 00:00:24.000]  有沒有人很喜歡這本書?
[00:00:24.000 --> 00:00:26.000]  沒有
[00:00:26.000 --> 00:00:28.000]  為什麼?
[00:00:28.000 --> 00:00:29.000]  我曾經聽過有人說
[00:00:29.000 --> 00:00:31.000]  不太喜歡
[00:00:31.000 --> 00:00:32.000]  因為這本書有很多人名
[00:00:32.000 --> 00:00:34.000]  有很多地名
[00:00:34.000 --> 00:00:36.000]  所以讀起來覺得有點困難
[00:00:36.000 --> 00:00:38.000]  但我也聽聞
[00:00:38.000 --> 00:00:39.000]  原來有一個小朋友
[00:00:39.000 --> 00:00:41.000]  很喜歡《仕途行傳》
[00:00:41.000 --> 00:00:42.000]  不過他今天沒有回來
[00:00:42.000 --> 00:00:44.000]  他就是我們姊妹恩的兒子
[00:00:44.000 --> 00:00:46.000]  他很喜歡《仕途行傳》
[00:00:46.000 --> 00:00:49.000]  希望聽完今天之後
[00:00:49.000 --> 00:00:51.000]  你開始喜歡《仕途行傳》
[00:00:51.000 --> 00:00:53.000]  回去好好地讀
[00:00:53.000 --> 00:00:55.000]  開始之前
[00:00:55.000 --> 00:00:57.000]  我想考考大家幾個問題
[00:00:57.000 --> 00:00:59.000]  關於《仕途行傳》
[00:00:59.000 --> 00:01:04.000]  這裡有六條問題
[00:01:04.000 --> 00:01:05.000]  我想考考大家
[00:01:05.000 --> 00:01:07.000]  你們在心裡回答
[00:01:07.000 --> 00:01:09.000]  看看你們回答了多少條
[00:01:09.000 --> 00:01:11.000]  《仕途行傳》為什麼稱為《仕途行傳》?
[00:01:11.000 --> 00:01:14.000]  第二,《仕途行傳》是誰寫的?
[00:01:14.000 --> 00:01:16.000]  又是寫給誰的?
[00:01:16.000 --> 00:01:20.000]  第三,《仕途行傳》和路加福音有什麼關係?
[00:01:20.000 --> 00:01:25.000]  第四,《仕途行傳》在聖經裡有什麼重要性?
[00:01:25.000 --> 00:01:28.000]  第五,《仕途行傳》有什麼特點?
[00:01:28.000 --> 00:01:31.000]  第六,《仕途行傳》的重點是什麼?
[00:01:31.000 --> 00:01:34.000]  不知道大家回答了多少條?
[00:01:34.000 --> 00:01:36.000]  就算你不懂回答
[00:01:36.000 --> 00:01:37.000]  不要緊
[00:01:37.000 --> 00:01:38.000]  我希望接下來的時間
[00:01:38.000 --> 00:01:40.000]  你豎起耳朵聽
[00:01:40.000 --> 00:01:43.000]  因為你聽完這一部分之後
[00:01:43.000 --> 00:01:46.000]  就好像看完《仕途行傳》一次一樣
[00:01:46.000 --> 00:01:48.000]  你接著再看的時候
[00:01:48.000 --> 00:01:49.000]  你就好很多了
[00:01:49.000 --> 00:01:53.000]  因為這些是一些很重要的背景資料
[00:01:53.000 --> 00:01:55.000]  但是我們嘗試逐條來解答
[00:01:55.000 --> 00:01:58.000]  《仕途行傳》為什麼稱為《仕途行傳》呢?
[00:01:58.000 --> 00:01:59.000]  有些人就說
[00:01:59.000 --> 00:02:02.000]  這個名字好像不太妥當
[00:02:02.000 --> 00:02:03.000]  因為這本書
[00:02:03.000 --> 00:02:07.000]  它沒有記載所有使徒的事跡
[00:02:07.000 --> 00:02:10.000]  除了保羅和彼得之外
[00:02:10.000 --> 00:02:12.000]  雅各和約翰都有提及一點點
[00:02:12.000 --> 00:02:14.000]  不過其餘的使徒
[00:02:14.000 --> 00:02:19.000]  譬如馬太、安德烈、馬提亞等等
[00:02:19.000 --> 00:02:22.000]  很多人的事跡都沒有被記載
[00:02:22.000 --> 00:02:25.000]  所以這個名字不太妥當
[00:02:25.000 --> 00:02:29.000]  但是從廣義的使徒這個角度來看
[00:02:29.000 --> 00:02:31.000]  這本書叫做《仕途行傳》
[00:02:31.000 --> 00:02:33.000]  也是很識切的
[00:02:33.000 --> 00:02:35.000]  因為聖經裡面的使徒
[00:02:35.000 --> 00:02:39.000]  並不限於耶穌那十二個使徒
[00:02:39.000 --> 00:02:40.000]  除了他們之外
[00:02:40.000 --> 00:02:43.000]  還有保羅、巴拿巴、提摩泰
[00:02:43.000 --> 00:02:47.000]  西拉、安多尼古、尤利亞
[00:02:47.000 --> 00:02:51.000]  和主的肉身兄弟雅各、阿波羅
[00:02:51.000 --> 00:02:54.000]  還有兩個沒有被記名的使徒
[00:02:54.000 --> 00:02:57.000]  還有很多很多眾使徒
[00:02:57.000 --> 00:03:00.000]  因為使徒這個名稱
[00:03:00.000 --> 00:03:03.000]  原文的意義就是奉差遣者
[00:03:03.000 --> 00:03:08.000]  凡是奉主差遣為主傳道的人
[00:03:08.000 --> 00:03:10.000]  都可以稱為使徒
[00:03:10.000 --> 00:03:13.000]  連耶穌也是一個使徒
[00:03:13.000 --> 00:03:18.000]  因為祂是奉神差遣來到世上
[00:03:18.000 --> 00:03:20.000]  所以這本書裡面提到的
[00:03:20.000 --> 00:03:23.000]  的確是使徒的行傳
[00:03:23.000 --> 00:03:26.000]  也就是復活升天的主
[00:03:26.000 --> 00:03:30.000]  祂藉著聖靈通過眾使徒
[00:03:30.000 --> 00:03:33.000]  在地上的行傳
[00:03:33.000 --> 00:03:40.000]  而這本書其實是一本沒有終結的書
[00:03:40.000 --> 00:03:41.000]  為什麼呢?
[00:03:41.000 --> 00:03:43.000]  因為耶穌的使徒
[00:03:43.000 --> 00:03:47.000]  還包括歷世歷代以來的每一個信祂的人
[00:03:47.000 --> 00:03:49.000]  包括今天的你和我
[00:03:49.000 --> 00:03:51.000]  這本書還沒寫完
[00:03:51.000 --> 00:03:53.000]  祂一直要繼續寫下去
[00:03:53.000 --> 00:03:58.000]  寫到主在來的日子才叫完全
[00:03:58.000 --> 00:04:00.000]  第二個問題
[00:04:00.000 --> 00:04:01.000]  這本書寫給誰呢?
[00:04:01.000 --> 00:04:03.000]  又是誰寫的呢?
[00:04:03.000 --> 00:04:07.000]  根據早期的教會資料顯示
[00:04:07.000 --> 00:04:12.000]  這本書的作者是路加醫生
[00:04:12.000 --> 00:04:13.000]  怎麼看得到呢?
[00:04:13.000 --> 00:04:16.000]  其實有些蛛絲馬跡我們可以看到
[00:04:16.000 --> 00:04:21.000]  首先路加福音和使徒行傳都是第一章第一節
[00:04:21.000 --> 00:04:24.000]  同樣提到一個人
[00:04:24.000 --> 00:04:27.000]  就是提亞飛羅先生
[00:04:27.000 --> 00:04:29.000]  在今天的第一章第一節
[00:04:29.000 --> 00:04:32.000]  提亞飛羅先生已經寫了前書
[00:04:32.000 --> 00:04:35.000]  這個前書就是路加福音
[00:04:35.000 --> 00:04:40.000]  你看到兩本書都是寫給同一個人
[00:04:40.000 --> 00:04:43.000]  很有可能是出自同一個作者的手筆
[00:04:43.000 --> 00:04:47.000]  所以這兩本書就自然連結起來
[00:04:47.000 --> 00:04:54.000]  另外就是使徒行傳第十六章的敘述
[00:04:54.000 --> 00:04:59.000]  因為十六章之前他們一直都在說他們
[00:04:59.000 --> 00:05:04.000]  好像第三身去寫一些技術的事情
[00:05:04.000 --> 00:05:06.000]  但到第十六章之後
[00:05:06.000 --> 00:05:09.000]  突然之間就由他們變成我們
[00:05:09.000 --> 00:05:13.000]  之後都是很多時候用我們代替他們
[00:05:13.000 --> 00:05:16.000]  明顯看到在保羅第二次
[00:05:16.000 --> 00:05:20.000]  去出外旅行傳道的過程裏
