
[00:00:00.000 --> 00:00:06.460]  讓我們首先再次低頭祈禱
[00:00:06.460 --> 00:00:07.680]  聖主多謝祢
[00:00:07.680 --> 00:00:10.760]  多謝祢讓我們能夠聚首
[00:00:10.760 --> 00:00:14.600]  在今天聖主的清晨能夠回到您的殿去敬拜
[00:00:14.600 --> 00:00:15.520]  主我們知道
[00:00:15.520 --> 00:00:18.560]  每一個星期發生在我們身上的很多事情
[00:00:18.560 --> 00:00:21.880]  就像黃牧師剛才的祈禱裡面所說
[00:00:21.880 --> 00:00:24.760]  發生在這個社會裡都有很多很多的事情
[00:00:24.760 --> 00:00:27.640]  我們需要祢成為我們的明燈
[00:00:27.640 --> 00:00:29.480]  成為我們的幫助
[00:00:29.480 --> 00:00:32.080]  讓我們知道在紛亂的事情當中
[00:00:32.080 --> 00:00:34.680]  我們應該怎樣做這個選擇
[00:00:34.680 --> 00:00:36.240]  應該怎樣去認知
[00:00:36.240 --> 00:00:40.880]  讓上帝祢親自的聖靈在當中來指引和帶領我們
[00:00:40.880 --> 00:00:42.640]  也讓世間的講道
[00:00:42.640 --> 00:00:44.480]  無論講的和聽的
[00:00:44.480 --> 00:00:46.520]  都同蒙祢自己的月亮
[00:00:46.520 --> 00:00:48.520]  祈禱奉主耶穌基督的名求
[00:00:48.520 --> 00:00:49.520]  阿門
[00:00:49.520 --> 00:00:53.040]  早幾天報紙有一則新聞
[00:00:53.040 --> 00:00:57.200]  講到有一位很年輕的女工程師
[00:00:57.200 --> 00:01:00.040]  因為情困的緣故去自殺
[00:01:00.040 --> 00:01:01.760]  選擇自殺
[00:01:01.760 --> 00:01:02.880]  專家就建議
[00:01:02.880 --> 00:01:05.840]  一個人不應該將他的情感
[00:01:05.840 --> 00:01:10.120]  將他的感情完全投注在他的伴侶身上
[00:01:10.120 --> 00:01:12.520]  當然我相信他的意思不是叫你
[00:01:12.520 --> 00:01:14.400]  一腳踏三四五六船
[00:01:14.400 --> 00:01:15.520]  不是這個意思
[00:01:15.520 --> 00:01:17.840]  而是將你的精神
[00:01:17.840 --> 00:01:19.800]  來分散注意力
[00:01:19.800 --> 00:01:21.960]  將你的注意力分散
[00:01:21.960 --> 00:01:26.120]  放在工作或者其他的興趣上
[00:01:26.120 --> 00:01:28.520]  要將你的時間和精神
[00:01:28.520 --> 00:01:30.800]  來分散去投資
[00:01:30.800 --> 00:01:32.840]  香港是一個金融的社會
[00:01:32.840 --> 00:01:35.000]  我相信大家不多不少
[00:01:35.000 --> 00:01:36.480]  都將你的金錢
[00:01:36.480 --> 00:01:39.040]  放在不同的投資項目上
[00:01:39.040 --> 00:01:41.240]  原來都要分散
[00:01:41.240 --> 00:01:45.280]  不要將所有的金錢放在同一個籃子上
[00:01:45.280 --> 00:01:47.480]  不要將雞蛋放在籃子上
[00:01:47.480 --> 00:01:52.360]  免得一下子就全部沒有了
[00:01:52.360 --> 00:01:55.720]  金錢的投資都要分散一下
[00:01:55.720 --> 00:01:57.720]  究竟我們的信仰
[00:01:57.720 --> 00:02:00.160]  是要怎樣的呢
[00:02:00.160 --> 00:02:02.720]  今天跟大家分享的經文
[00:02:02.720 --> 00:02:04.400]  剛才黃老師也幫我們讀出了
[00:02:04.400 --> 00:02:07.240]  是兩段可能大家都很熟悉的經文
[00:02:07.240 --> 00:02:11.480]  是分別跟我們說兩件事蹟
[00:02:11.480 --> 00:02:14.280]  我們首先看看耶穌有甚麼想法
[00:02:14.280 --> 00:02:17.240]  耶穌當時的處境是怎樣
[00:02:17.240 --> 00:02:20.440]  經文一開始的時候告訴我們
[00:02:20.440 --> 00:02:22.240]  耶穌從一個地方起身
[00:02:22.240 --> 00:02:25.960]  去到一個推羅景的地方
[00:02:25.960 --> 00:02:29.240]  這個是外邦人比較多聚居的地方
[00:02:29.240 --> 00:02:31.120]  他進了一個家庭
[00:02:31.120 --> 00:02:32.800]  聖經明明告訴我們
[00:02:32.800 --> 00:02:36.960]  他不是很願意別人知道他在這個家庭現身
[00:02:36.960 --> 00:02:40.360]  不過他是隱藏著
[00:02:40.360 --> 00:02:42.400]  我們不知道耶穌是否需要在這段時間
[00:02:42.400 --> 00:02:43.920]  想避一避靜
[00:02:43.920 --> 00:02:46.280]  想自己一個人安安靜靜
[00:02:46.280 --> 00:02:50.120]  但是他的名聲不單止在加利利傳遍
[00:02:50.120 --> 00:02:53.600]  也在外邦的地方
[00:02:53.600 --> 00:02:55.680]  也很有名聲
[00:02:55.680 --> 00:02:58.120]  於是馬上被一個婦人
[00:02:58.120 --> 00:03:00.360]  一個外邦的婦人認出
