
[00:00:00.000 --> 00:00:03.320]  在接下來一季,我們的講道安排
[00:00:03.320 --> 00:00:06.920]  就是由全隊員自己選擇題目來講
[00:00:06.920 --> 00:00:11.020]  而一部分的教務同工就會講
[00:00:11.020 --> 00:00:13.060]  小仙之書
[00:00:13.060 --> 00:00:17.160]  因爲我們很多時候都沒有機會聽小仙之書
[00:00:17.160 --> 00:00:21.760]  我今天都會講一卷小仙之書,就是哈蓋書
[00:00:21.760 --> 00:00:23.300]  或者你會問
[00:00:23.300 --> 00:00:25.860]  什麼仙之都有分大小的嗎?
[00:00:25.860 --> 00:00:28.940]  仙之就沒有分大小的
[00:00:29.180 --> 00:00:30.980]  不過仙之書就有
[00:00:30.980 --> 00:00:34.040]  厚的那些就是大仙之書
[00:00:34.040 --> 00:00:36.860]  薄的那些就是小仙之書
[00:00:36.860 --> 00:00:40.960]  如果以後我出書,就會出一本小小書
[00:00:40.960 --> 00:00:43.000]  但都不敢叫它做仙之書
[00:00:43.000 --> 00:00:47.360]  我們
[00:00:47.360 --> 00:00:51.960]  知不知道有多少卷小仙之書?12卷,就在
[00:00:51.960 --> 00:00:53.760]  《舊日聖經》最後那一段
[00:00:54.280 --> 00:01:00.420]  如果有人叫你填聖經,那時候我會衆最麻煩,就見到全隊員叫我們
[00:01:00.420 --> 00:01:02.720]  填一些聖經,都沒聽過名字的
[00:01:02.720 --> 00:01:04.780]  很可能就是小仙之書
[00:01:04.780 --> 00:01:08.360]  去到《舊日聖經》最後那一段就可以填,通常都找到
[00:01:08.360 --> 00:01:12.960]  但如果你連創世紀都不知道是大仙之書還是小仙之書,或者是什麼書呢?
[00:01:12.960 --> 00:01:14.760]  你最好參觀我們
[00:01:14.760 --> 00:01:16.800]  成人教育部的
[00:01:16.800 --> 00:01:18.080]  舊約概覽
[00:01:18.080 --> 00:01:20.140]  或者新約概覽
[00:01:20.140 --> 00:01:22.180]  會對你有幫助
[00:01:23.200 --> 00:01:26.020]  這卷小仙之書,哈蓋書
[00:01:26.020 --> 00:01:27.560]  我給了它的名字
[00:01:27.560 --> 00:01:32.680]  就是《待從頭收拾舊山河》,劉炳發弟兄剛纔說得對
[00:01:32.680 --> 00:01:36.000]  這是岳飛滿江紅的其中一句
[00:01:36.000 --> 00:01:37.800]  爲什麼我會用這句呢
[00:01:37.800 --> 00:01:39.840]  原來岳飛
[00:01:39.840 --> 00:01:46.500]  和哈蓋仙之有相似的心意,岳飛就希望他的國家
[00:01:46.500 --> 00:01:47.280]  修復河山
[00:01:47.280 --> 00:01:51.620]  哈蓋就勉勵猶太人重建聖殿
[00:01:53.660 --> 00:01:59.800]  這個哈蓋書只有兩張,小仙之書裏面
[00:01:59.800 --> 00:02:02.380]  最小的那捲書是誰,你知不知道
[00:02:02.380 --> 00:02:05.180]  是俄巴底下書,只有一張
[00:02:05.180 --> 00:02:06.720]  哈蓋書有兩張
[00:02:06.720 --> 00:02:10.040]  不如考考大家,大仙之書有多少卷呢
[00:02:10.040 --> 00:02:11.340]  有
[00:02:11.340 --> 00:02:16.700]  以蔡、耶利米、耶利米哀歌、以西傑、彈爾尼
[00:02:16.700 --> 00:02:21.300]  這十七卷書就在舊約的後一部分
[00:02:21.820 --> 00:02:24.120]  我們今天看這個哈蓋書只有兩張
[00:02:24.120 --> 00:02:29.500]  所以你告訴別人我讀完整卷書就很偉大,其實都是1500個字左右
[00:02:29.500 --> 00:02:30.780]  但裏面
[00:02:30.780 --> 00:02:32.820]  我的信息是真的很偉大的
[00:02:32.820 --> 00:02:37.180]  對我們今日的
[00:02:37.180 --> 00:02:40.260]  基督徒有很重要的啓發和提醒
[00:02:40.260 --> 00:02:42.820]  雖然是2500多年前
[00:02:42.820 --> 00:02:43.580]  但是
[00:02:43.580 --> 00:02:46.660]  很重要的一卷書
[00:02:46.660 --> 00:02:48.960]  當時的猶太人
[00:02:48.960 --> 00:02:50.500]  他們其實
[00:02:50.740 --> 00:02:52.020]  不是懶惰
[00:02:52.020 --> 00:02:53.560]  又沒有拜偶像
[00:02:53.560 --> 00:02:55.360]  他們
[00:02:55.360 --> 00:02:59.200]  勤奮工作、行爲端正
[00:02:59.200 --> 00:03:00.980]  良好公民就好像你這樣
[00:03:00.980 --> 00:03:05.340]  他們一直努力建立自己的家園
[00:03:05.340 --> 00:03:06.880]  建屋越來越大
[00:03:06.880 --> 00:03:08.160]  但是
[00:03:08.160 --> 00:03:10.200]  有一件事他們沒有做到
[00:03:10.200 --> 00:03:12.000]  就是他們沒有將上帝
[00:03:12.000 --> 00:03:15.060]  放在他們生命的首位
[00:03:15.060 --> 00:03:17.880]  這個情形
[00:03:17.880 --> 00:03:20.180]  和我們是不是有相似的地方呢
[00:03:20.700 --> 00:03:22.500]  今天我要透過這些蝦蓋書
[00:03:22.500 --> 00:03:23.780]  看看上帝
[00:03:23.780 --> 00:03:25.060]  對你
[00:03:25.060 --> 00:03:26.340]  對我今天
[00:03:26.340 --> 00:03:28.640]  講了些什麼說話和提醒
[00:03:28.640 --> 00:03:31.960]  首先我要跟大家講一下歷史
[00:03:31.960 --> 00:03:34.780]  在公元前587年
[00:03:34.780 --> 00:03:36.320]  即是大約我們
[00:03:36.320 --> 00:03:38.620]  中國的春秋時代
[00:03:38.620 --> 00:03:41.700]  巴比倫王攻陷耶路撒冷
[00:03:41.700 --> 00:03:42.980]  拆了城牆
[00:03:42.980 --> 00:03:44.000]  銷燬聖殿
[00:03:44.000 --> 00:03:46.300]  將大部分人撈到
[00:03:46.300 --> 00:03:47.320]  巴比倫
[00:03:47.320 --> 00:03:50.660]  過了大約50年
[00:03:50.900 --> 00:03:52.180]  巴比倫自己都
[00:03:52.180 --> 00:03:55.000]  被波斯國
[00:03:55.000 --> 00:03:56.280]  佔據了
[00:03:56.280 --> 00:03:57.300]  古列王
[00:03:57.300 --> 00:04:00.120]  進入了巴比倫統一了中東
[00:04:00.120 --> 00:04:01.920]  就建立了一個很大的王國
[00:04:01.920 --> 00:04:03.460]  東邊差不多到印度
[00:04:03.460 --> 00:04:05.500]  西邊就到土耳其
[00:04:05.500 --> 00:04:08.320]  和埃及
[00:04:08.320 --> 00:04:11.640]  這個古列
[00:04:11.640 --> 00:04:13.940]  統一了中東之後
[00:04:13.940 --> 00:04:18.040]  他過了第一年
[00:04:18.040 --> 00:04:20.340]  公元前539年
[00:04:20.600 --> 00:04:22.640]  他下一個命令
[00:04:22.640 --> 00:04:24.440]  准許猶太人
[00:04:24.440 --> 00:04:26.240]  重返聖地
[00:04:26.240 --> 00:04:27.520]  建立耶路撒冷
[00:04:27.520 --> 00:04:29.560]  因爲他敬畏耶和華
[00:04:29.560 --> 00:04:32.380]  但是反應就不是很熱烈
[00:04:32.380 --> 00:04:34.180]  只有四萬多人回去
[00:04:34.180 --> 00:04:36.740]  跟着一個
[00:04:36.740 --> 00:04:39.300]  一個官叫索羅巴伯
[00:04:39.300 --> 00:04:42.620]  他重建聖殿沒多久
[00:04:42.620 --> 00:04:46.460]  就停下來了,因爲周圍的人反對,又上訴給皇帝
[00:04:46.460 --> 00:04:48.500]  他怕麻煩就
[00:04:48.500 --> 00:04:49.540]  停下來了
[00:04:51.320 --> 00:04:52.860]  一停就停了十幾年
[00:04:52.860 --> 00:04:54.900]  16 17年
[00:04:54.900 --> 00:04:58.480]  直到公元前520年
[00:04:58.480 --> 00:05:02.320]  仍然失去了建造聖殿的
[00:05:02.320 --> 00:05:03.340]  決心
[00:05:03.340 --> 00:05:07.180]  連索羅巴伯都沒有了這個憧憬
[00:05:07.180 --> 00:05:08.220]  那些人民
[00:05:08.220 --> 00:05:12.820]  猶太人就最後再將他的眼光聚焦在自己的生活
[00:05:12.820 --> 00:05:14.880]  說時候未到
[00:05:14.880 --> 00:05:16.420]  還未時候未到
[00:05:16.420 --> 00:05:17.440]  起神的聖殿
[00:05:17.440 --> 00:05:20.500]  他們雖然花費了很多的精力
[00:05:20.760 --> 00:05:22.300]  來提升自己的生活
[00:05:22.300 --> 00:05:24.340]  但是他的生活不理想
[00:05:24.340 --> 00:05:25.100]  不成功
[00:05:25.100 --> 00:05:26.640]  剛纔大家讀
[00:05:26.640 --> 00:05:29.220]  哈蓋書第一章都看到
[00:05:29.220 --> 00:05:34.580]  這對我們現代基督徒都是一個提醒,如果我們爲了自己的生活
[00:05:34.580 --> 00:05:38.420]  爲了自己拼搏而忽略了上帝的國度的話
[00:05:38.420 --> 00:05:40.720]  上帝的懷疑都對你說
[00:05:40.720 --> 00:05:43.040]  你的生活都不會快樂
[00:05:43.040 --> 00:05:44.820]  你都不會成功
[00:05:44.820 --> 00:05:48.200]  所以上帝透過哈蓋
[00:05:48.460 --> 00:05:50.760]  呼籲猶太人重建的聖殿
[00:05:50.760 --> 00:05:52.560]  今天我們要從
[00:05:52.560 --> 00:05:56.660]  聖殿的重建過程,這個歷程裏面
[00:05:56.660 --> 00:05:59.980]  去學習到基督徒我們屬靈生命
[00:05:59.980 --> 00:06:01.780]  如何得着復興
[00:06:01.780 --> 00:06:02.540]  今天
[00:06:02.540 --> 00:06:06.380]  就是我要講道的主旨,也是整本哈蓋書
[00:06:06.380 --> 00:06:08.440]  對我們的應用
[00:06:08.440 --> 00:06:13.800]  要從這個聖殿重建的歷程裏面學習到我們的屬靈生命
[00:06:13.800 --> 00:06:15.340]  我們的教會
[00:06:15.340 --> 00:06:17.140]  如何得着復興
[00:06:17.400 --> 00:06:19.440]  如何過一個豐盛成功的人生
[00:06:19.440 --> 00:06:22.260]  是上帝對你的提醒和應許
[00:06:22.260 --> 00:06:26.360]  哈蓋這個先知就傳講上帝的信息
[00:06:26.360 --> 00:06:27.380]  四次
[00:06:27.380 --> 00:06:29.680]  四次都發生在
[00:06:29.680 --> 00:06:31.980]  大利污黃第二年
[00:06:31.980 --> 00:06:33.260]  從六月
[00:06:33.260 --> 00:06:35.060]  頭到九月尾
[00:06:35.060 --> 00:06:37.880]  第一次在六月一號
[00:06:37.880 --> 00:06:40.680]  第一章一至八節剛纔大家讀過
[00:06:40.680 --> 00:06:44.020]  信息的中心就是
[00:06:44.020 --> 00:06:46.580]  重建聖殿是上帝的命令
[00:06:47.080 --> 00:06:49.120]  第二個信息
[00:06:49.120 --> 00:06:51.940]  就在七月二十一號,已經過了差不多兩個月了
[00:06:51.940 --> 00:06:56.040]  那個信息就是莫灰心
[00:06:56.040 --> 00:06:59.880]  鼓勵他們不要灰心,應許上帝的同在
[00:06:59.880 --> 00:07:02.700]  第三個信息就是九月
[00:07:02.700 --> 00:07:04.480]  二十四號,又過了兩個月了
[00:07:04.480 --> 00:07:07.300]  提醒他們要
[00:07:07.300 --> 00:07:10.640]  生活聖潔和應許上帝會賜福給他們
[00:07:10.640 --> 00:07:13.440]  第四個信息
[00:07:13.440 --> 00:07:15.760]  也是記載在九月二十四號同一天
[00:07:16.000 --> 00:07:19.320]  一個特別的,這個信息是被索羅巴伯
[00:07:19.320 --> 00:07:20.860]  就是上帝揀選了來
[00:07:20.860 --> 00:07:24.200]  這個信息有點特別的,我們一會兒會講多一點
[00:07:24.200 --> 00:07:27.520]  我們先看看第一個信息
[00:07:27.520 --> 00:07:29.320]  就是重建聖殿
[00:07:29.320 --> 00:07:32.900]  猶太人被撈之後
[00:07:32.900 --> 00:07:34.940]  他屬靈生命的危機
[00:07:34.940 --> 00:07:37.260]  就是習慣了
[00:07:37.260 --> 00:07:38.780]  沒有
[00:07:38.780 --> 00:07:40.320]  聖殿的生活
[00:07:40.320 --> 00:07:44.160]  以前在耶路撒冷有聖殿有敬拜
[00:07:44.160 --> 00:07:45.700]  去了巴比林之後沒有
[00:07:46.460 --> 00:07:49.020]  習慣了沒有聖殿的生活
[00:07:49.020 --> 00:07:51.320]  沒有敬拜,對神的話語
[00:07:51.320 --> 00:07:52.600]  對神的榮耀
[00:07:52.600 --> 00:07:53.880]  越來越陌生
[00:07:53.880 --> 00:07:55.940]  不覺得上帝
[00:07:55.940 --> 00:07:56.960]  與他們同在
[00:07:56.960 --> 00:08:00.800]  聖殿是象徵上帝的同在
[00:08:00.800 --> 00:08:03.620]  這個同在不是一個靜態的同在
[00:08:03.620 --> 00:08:04.380]  好像
[00:08:04.380 --> 00:08:09.760]  你說羅穆斯我們與你同在,但我覺得你很靜態,個個坐在那裏不動,有些人睡着了,左邊摸一下手
[00:08:09.760 --> 00:08:11.300]  今天似乎沒有
[00:08:11.300 --> 00:08:14.620]  上帝的同在不是一個靜態的同在
[00:08:14.880 --> 00:08:17.440]  上帝的同在包括他的顯然
[00:08:17.440 --> 00:08:19.500]  他與以色列人的互動
[00:08:19.500 --> 00:08:21.800]  對以色列國來說
[00:08:21.800 --> 00:08:22.820]  聖殿
[00:08:22.820 --> 00:08:24.360]  就是民族生活
[00:08:24.360 --> 00:08:25.380]  的重心
[00:08:25.380 --> 00:08:28.960]  他們所有的
[00:08:28.960 --> 00:08:32.560]  言行舉止衣食住人都圍繞着這個聖殿
[00:08:32.560 --> 00:08:34.600]  聖殿是上帝與他們同在
[00:08:34.600 --> 00:08:35.880]  一個象徵
[00:08:35.880 --> 00:08:39.460]  但是被撈了之後這個重心就漸漸失去
[00:08:39.460 --> 00:08:43.040]  重建聖殿就是要糾正他們的心思
[00:08:43.560 --> 00:08:47.140]  要他們恢復以上帝爲中心的生活
[00:08:47.140 --> 00:08:50.220]  上帝透過
[00:08:50.220 --> 00:08:55.840]  哈蓋先知與以色列人說,如果他們忽略了上帝
[00:08:55.840 --> 00:08:58.400]  他們只會自己賺錢
[00:08:58.400 --> 00:09:01.480]  他們的生活都會睏乏
