
[00:00:00.000 --> 00:00:05.880]  提摩泰前後書究竟是講甚麼的呢?
[00:00:05.880 --> 00:00:13.240]  提摩泰前後書表面上是保羅寫信給他的學生
[00:00:13.240 --> 00:00:15.000]  給他的徒弟提摩泰
[00:00:15.000 --> 00:00:18.800]  教他怎樣去牧羊教會
[00:00:18.800 --> 00:00:28.320]  但其實這兩封信是寫給當時在亞細亞
[00:00:28.320 --> 00:00:33.400]  即是現在的土耳其一帶的教會和會友給他們看的
[00:00:33.400 --> 00:00:40.560]  是教他們應該怎樣在教會裡侍奉和相處
[00:00:40.560 --> 00:00:44.600]  當時的伊弗所教會出現很多的問題
[00:00:44.600 --> 00:00:47.840]  亦都是很嚴重的問題
[00:00:47.840 --> 00:00:51.760]  那些問題令到教會的前途非常之黯淡
[00:00:51.760 --> 00:00:54.840]  甚至連生存下去
[00:00:54.840 --> 00:01:01.000]  即是能否繼續運作都是成問題
[00:01:01.000 --> 00:01:07.560]  那些問題其實歷代的教會都出現類似的問題
[00:01:07.560 --> 00:01:13.080]  今日的教會很多亦都會有類似的問題出現
[00:01:13.080 --> 00:01:19.800]  因此我們可以從當年的伊弗所教會裡發生的問題
[00:01:19.800 --> 00:01:25.600]  我們就去學習去防備那些問題的發生
[00:01:25.600 --> 00:01:26.760]  不單止是防備
[00:01:26.760 --> 00:01:32.240]  其實這本書亦都是教導我們信徒在現在的教會裡
[00:01:32.240 --> 00:01:34.760]  服侍和給錢相處的時候
[00:01:34.760 --> 00:01:40.480]  我們正確的態度應該是怎樣的呢?
[00:01:40.480 --> 00:01:45.400]  當我們有正確的態度來侍奉和相處的時候
[00:01:45.400 --> 00:01:54.120]  這亦都是表示我們有基督徒成熟、成長的表現
[00:01:54.120 --> 00:01:58.800]  這可以說是相輔相成、一舉兩得的學習
[00:01:58.800 --> 00:02:01.200]  我們有正確的心態
[00:02:01.200 --> 00:02:06.920]  同時就表示我們是一個成熟的基督徒
[00:02:06.920 --> 00:02:14.200]  第一點我們需要留意的就是我們心裡的感動
[00:02:14.200 --> 00:02:16.840]  我們需要有一個特別的感動
[00:02:16.840 --> 00:02:22.080]  就是感受到神的恩典
[00:02:22.080 --> 00:02:28.880]  我們看提摩泰前書一章二節
[00:02:28.880 --> 00:02:33.440]  保羅說「寫信給那信主作我真兒子的提摩泰
[00:02:33.440 --> 00:02:42.440]  願因慰憐憫平安從父神我們主基督耶穌歸與你」
[00:02:42.440 --> 00:02:46.120]  我對這一節聖經的領受就是說
[00:02:46.120 --> 00:02:48.200]  一個信主的人
[00:02:48.200 --> 00:02:59.320]  他應該會感受到從神、從耶穌而來的那種恩惠、憐憫和平安
[00:02:59.320 --> 00:03:01.720]  我們大部分
[00:03:01.720 --> 00:03:09.040]  我看或者聽我們每一個信徒的得救見證或者平常分享
[00:03:09.040 --> 00:03:11.360]  或多或少聽到他們有這個感覺
[00:03:11.360 --> 00:03:14.960]  在信耶穌的過程裡面
[00:03:14.960 --> 00:03:16.080]  信耶穌之後
[00:03:16.080 --> 00:03:24.480]  他一定感受到耶穌的恩惠、憐憫和平安
[00:03:24.480 --> 00:03:27.640]  想想我們罪得到赦免
[00:03:27.640 --> 00:03:31.600]  從罪得到赦免會帶來平安
[00:03:31.600 --> 00:03:38.560]  而這個正正就是神和耶穌給我們很大的恩惠
[00:03:38.560 --> 00:03:42.280]  是祂的憐憫
[00:03:42.280 --> 00:03:43.640]  我們再進一步來說
[00:03:43.640 --> 00:03:45.440]  說到侍奉的時候
[00:03:45.440 --> 00:03:48.600]  剛才說信主、說信主之後的生活
[00:03:48.600 --> 00:03:51.120]  現在說參與侍奉
[00:03:51.120 --> 00:03:52.800]  當我們參與侍奉的時候
[00:03:52.800 --> 00:03:56.640]  我們應該都同樣有這個感覺
[00:03:56.640 --> 00:03:59.600]  你想想我們是所謂何許人
[00:03:59.600 --> 00:04:05.400]  我們為什麼會有這個恩典能力資格來去侍奉神、侍奉主呢?
[00:04:05.400 --> 00:04:09.720]  這是不是神的恩惠、神的憐憫?
[00:04:09.720 --> 00:04:12.160]  當我們去侍奉的時候
[00:04:12.160 --> 00:04:14.200]  經歷這種喜樂的時候
[00:04:14.200 --> 00:04:18.240]  我們會感受到神竟然容我
[00:04:18.240 --> 00:04:20.440]  竟然閱立我的侍奉
[00:04:20.440 --> 00:04:24.920]  這是給我們心裡面多大的喜樂和平安
[00:04:24.920 --> 00:04:27.320]  所以我們侍奉
[00:04:27.320 --> 00:04:31.800]  最重要的一個首先的心情和感動就是
[00:04:31.800 --> 00:04:36.920]  我們感受到神的恩惠、憐憫和平安
[00:04:36.920 --> 00:04:41.680]  這是給我們能力、智慧來去生活、侍奉
[00:04:41.680 --> 00:04:47.240]  去彼此相處
[00:04:47.240 --> 00:04:49.240]  保羅他自己就是這樣的人
[00:04:49.240 --> 00:04:53.120]  從教後的經文他自己有自白
[00:04:53.120 --> 00:04:54.400]  他就是一個這樣的人
[00:04:54.400 --> 00:04:55.640]  這樣經歷的人
[00:04:55.640 --> 00:05:01.760]  所以他同樣用這些說話來去鼓勵、提醒、提摩擦
[00:05:01.760 --> 00:05:07.640]  我們跳去看第十三節
[00:05:07.640 --> 00:05:08.880]  保羅他說:
[00:05:08.880 --> 00:05:13.480]  「我從前是悉讀神的賢義」
[00:05:13.480 --> 00:05:15.040]  即是現在
[00:05:15.040 --> 00:05:18.160]  「我蒙了憐憫」第十四節
[00:05:18.160 --> 00:05:21.200]  「並且我主的恩」即是恩惠
[00:05:21.200 --> 00:05:22.600]  是同一個字
[00:05:22.600 --> 00:05:26.240]  「並且我主的恩是格外豐盛」
[00:05:26.240 --> 00:05:30.920]  他就是經歷到神的憐憫、神的恩惠
[00:05:30.920 --> 00:05:33.560]  弟兄姊妹,我們參與侍奉
[00:05:33.560 --> 00:05:37.040]  不要因為別人不給你壓力
[00:05:37.040 --> 00:05:38.880]  很多時候是有壓力的
[00:05:38.880 --> 00:05:41.920]  當別人邀請你幫忙侍奉的時候
[00:05:41.920 --> 00:05:43.920]  你真的有很大的掙扎
[00:05:43.920 --> 00:05:46.640]  又不是很願意、又不是很空閒
[00:05:46.640 --> 00:05:48.040]  又不知道行不行
[00:05:48.040 --> 00:05:50.560]  但是又很難推、又想不通
[00:05:50.560 --> 00:05:52.440]  就是這樣
[00:05:52.440 --> 00:05:53.880]  但是我們不要受這些壓力
[00:05:53.880 --> 00:05:55.760]  我們即時應該怎樣?
[00:05:55.760 --> 00:05:56.800]  多數我們會說:
[00:05:56.800 --> 00:06:00.880]  「你回去祈禱,想想看神怎樣指引你」
[00:06:00.880 --> 00:06:01.920]  其實是對的
[00:06:01.920 --> 00:06:06.840]  你那個時候就需要去回想、去反省、去禱告
[00:06:06.840 --> 00:06:11.160]  我在神裏面的感動是甚麼?
[00:06:11.160 --> 00:06:17.440]  是否感動到神的憐憫、神的恩惠、神的平安?
[00:06:17.440 --> 00:06:25.440]  是的時候,你就應該去侍奉
[00:06:25.440 --> 00:06:28.320]  第二點我們要留意的事
[00:06:28.320 --> 00:06:30.400]  就是不要製造紛爭
[00:06:30.400 --> 00:06:35.360]  特別是在聖經知識上的紛爭
[00:06:35.360 --> 00:06:37.400]  很少會聽到教會有人去爭論
[00:06:37.400 --> 00:06:41.920]  某些特別的科技、科學的項目
[00:06:41.920 --> 00:06:43.080]  聽過沒有?
[00:06:43.080 --> 00:06:44.880]  你有沒有試過在教會去爭論
[00:06:44.880 --> 00:06:49.680]  這些特別的知識、科技的知識、某學科的東西?
[00:06:49.680 --> 00:06:52.400]  很少
[00:06:52.400 --> 00:06:55.280]  唯一會爭論甚麼?
[00:06:55.280 --> 00:07:03.440]  爭論聖經的知識或者神學的問題
[00:07:03.440 --> 00:07:08.960]  當時伊弗所教會正正就是這樣的情況
[00:07:08.960 --> 00:07:12.800]  他們有很大神學上、信仰上
[00:07:12.800 --> 00:07:15.880]  或者聖經教導上的爭論
[00:07:15.880 --> 00:07:19.480]  我們回頭看第三節
[00:07:19.480 --> 00:07:21.480]  「我往馬其頓去的時候
[00:07:21.480 --> 00:07:29.000]  曾勸你仍住在伊弗所祝福那幾個人不可傳異教」
[00:07:29.000 --> 00:07:33.160]  「異教」其實是異端的意思
[00:07:33.160 --> 00:07:35.560]  即是The Other Doctrine
[00:07:35.560 --> 00:07:36.840]  在英文的翻譯是
[00:07:36.840 --> 00:07:40.320]  即是他教別的信條
[00:07:40.320 --> 00:07:42.760]  不是聖經以外的信條
[00:07:42.760 --> 00:07:46.840]  這我們叫異端
[00:07:46.840 --> 00:07:49.560]  很多聖經學者都相信保羅
[00:07:49.560 --> 00:07:52.160]  在羅馬被囚
[00:07:52.160 --> 00:07:53.960]  但是有兩次
[00:07:53.960 --> 00:07:57.560]  在兩次中間有一個所謂假釋期
[00:07:57.560 --> 00:08:02.120]  他在這段時間再次去過伊弗所教會
[00:08:02.120 --> 00:08:06.200]  和後來去馬其頓一帶的教會
[00:08:06.200 --> 00:08:09.520]  當他在伊弗所這段時間的時候
[00:08:09.520 --> 00:08:12.240]  他發覺那些異端已經很厲害
[00:08:12.240 --> 00:08:13.120]  教會裏面
[00:08:13.120 --> 00:08:15.160]  他特別指名道姓
[00:08:15.160 --> 00:08:22.320]  有幾個人在傳異端
[00:08:22.320 --> 00:08:26.120]  當時伊弗所裏面這幾個人在散播異端
[00:08:26.120 --> 00:08:29.680]  保羅就駁斥他們
[00:08:29.680 --> 00:08:33.040]  當他要離開伊弗所去馬其頓的時候
[00:08:33.040 --> 00:08:38.960]  他就叫或吩咐提摩太
[00:08:38.960 --> 00:08:41.240]  留在伊弗所繼續募會
[00:08:41.240 --> 00:08:45.240]  主要是去禁止
[00:08:45.240 --> 00:08:46.360]  去跟著這件事
[00:08:46.360 --> 00:08:51.600]  去禁止那班人在講異端
[00:08:51.600 --> 00:08:55.840]  他們究竟是講甚麼異端呢?
[00:08:55.840 --> 00:08:58.240]  我們看第四節
[00:08:58.240 --> 00:09:02.520]  「也不可聽從荒謬無憑的話語
[00:09:02.520 --> 00:09:04.360]  和無窮的家譜
[00:09:04.360 --> 00:09:14.040]  且等是此生辯論 並不發明神在信上所立的章程」
[00:09:14.040 --> 00:09:16.000]  當時主要的異端
[00:09:16.000 --> 00:09:17.280]  其實在其他教會
[00:09:17.280 --> 00:09:18.680]  例如我們看伊弗所書
[00:09:18.680 --> 00:09:21.440]  看哥林多前後書
[00:09:21.440 --> 00:09:22.160]  那裏特別多
[00:09:22.160 --> 00:09:23.280]  羅馬書那裏
[00:09:23.280 --> 00:09:26.640]  其實當時最盛行的異端
[00:09:26.640 --> 00:09:32.400]  是所謂「諾斯底主義」的異端
[00:09:32.400 --> 00:09:40.000]  他們是強調他們擁有聖經以外的神秘啟示
[00:09:40.000 --> 00:09:42.480]  因此他們認為自己擁有
[00:09:42.480 --> 00:09:47.080]  是聖經以外更加神秘的知識
[00:09:47.080 --> 00:09:50.160]  這種神秘的知識令他們認為
[00:09:50.160 --> 00:09:52.360]  他們的知識的權威
[00:09:52.360 --> 00:09:54.640]  是高於聖經的權威
[00:09:54.640 --> 00:10:00.000]  是補聖經的不足
[00:10:00.000 --> 00:10:04.160]  這些主張像不像今天的某些異端
[00:10:04.160 --> 00:10:06.680]  今天的異端
[00:10:06.680 --> 00:10:10.080]  今天很盛行的幾個教派的異端正正就是這樣
[00:10:10.080 --> 00:10:14.960]  他們認為他們的解釋比聖經更加高
[00:10:14.960 --> 00:10:16.920]  當有人向你傳福音的時候
[00:10:16.920 --> 00:10:18.000]  拿一本聖經出來看
[00:10:18.000 --> 00:10:21.320]  他說這本聖經不夠分量
[00:10:21.320 --> 00:10:23.760]  看我們這本吧
[00:10:23.760 --> 00:10:26.040]  這些就是異端
[00:10:26.040 --> 00:10:29.440]  他們認為他們自己的某一本經
[00:10:29.440 --> 00:10:33.280]  是高於聖經的權威
[00:10:33.280 --> 00:10:35.800]  那些就叫異端
[00:10:35.800 --> 00:10:46.040]  今天很猖狂的
[00:10:46.040 --> 00:10:50.760]  所謂荒謬無憑的話語和無窮的家譜
[00:10:50.760 --> 00:10:52.440]  不詳細解釋了
[00:10:52.440 --> 00:10:54.960]  其實主要是那些神秘主義的知識
[00:10:54.960 --> 00:10:56.280]  無窮的家譜就是
[00:10:56.280 --> 00:11:00.280]  譬如你會想像到《創世紀》裏面有很多家譜
[00:11:00.280 --> 00:11:03.800]  你要爭論它的準確性或者年期
[00:11:03.800 --> 00:11:05.800]  是很多的爭論
[00:11:05.800 --> 00:11:09.120]  所以你真的可以有無窮的討論
[00:11:09.120 --> 00:11:11.120]  還有聖經沒有答案
[00:11:11.120 --> 00:11:13.720]  他們所強調的就是
[00:11:13.720 --> 00:11:15.440]  他們知道因為聖經沒有答案
[00:11:15.440 --> 00:11:16.560]  他們有特別啟示
[00:11:16.560 --> 00:11:17.920]  他們解釋聖經
[00:11:17.920 --> 00:11:19.480]  補聖經不足
[00:11:19.480 --> 00:11:20.480]  聖經講不清楚
