
[00:00:00.000 --> 00:00:03.000]  大家好 早晨
[00:00:03.000 --> 00:00:11.000]  今天很高興能夠跟大家分享我的故事
[00:00:11.000 --> 00:00:20.000]  可能大家不太認識我
[00:00:20.000 --> 00:00:24.000]  讓陳牧師自己做一個介紹
[00:00:24.000 --> 00:00:28.000]  我叫做約拿丹
[00:00:28.000 --> 00:00:33.000]  我的爸爸是甲醇
[00:00:33.000 --> 00:00:38.000]  可能大家都不太認識我爸爸
[00:00:38.000 --> 00:00:41.000]  更加不認識我
[00:00:41.000 --> 00:00:47.000]  不過大家應該知道聽過摩西這個名字
[00:00:47.000 --> 00:00:51.000]  摩西是我的爺爺
[00:00:51.000 --> 00:00:56.000]  不要說摩西了 說回我吧
[00:00:56.000 --> 00:01:02.000]  我曾經做過丹之派的祭司
[00:01:02.000 --> 00:01:06.000]  不過現在已經退下來了
[00:01:06.000 --> 00:01:14.000]  我有個兒子繼續去擔當大祭司的工作
[00:01:14.000 --> 00:01:22.000]  回看我過去的侍奉 實在要感謝神的恩典
[00:01:22.000 --> 00:01:27.000]  也算是不過不失
[00:01:27.000 --> 00:01:33.000]  而我和家人有這麼大的成就
[00:01:33.000 --> 00:01:37.000]  我自己實在付出了很多
[00:01:37.000 --> 00:01:44.000]  當然不能不提上帝的保守和帶領
[00:01:44.000 --> 00:01:49.000]  今天感謝大家邀請我
[00:01:49.000 --> 00:01:55.000]  參加林永浩傳道的就職禮
[00:01:55.000 --> 00:02:04.000]  藉此機會把我侍奉的心得跟大家分享
[00:02:04.000 --> 00:02:08.000]  希望大家都得罪一處
[00:02:08.000 --> 00:02:11.000]  而當中侍奉最重要的地方
[00:02:11.000 --> 00:02:18.000]  就是要作出明智的選擇
[00:02:18.000 --> 00:02:22.000]  首先我作出最適當的
[00:02:22.000 --> 00:02:26.000]  是在適當的時候離開我的地方
[00:02:26.000 --> 00:02:35.000]  我原本是住在猶大的伯利恆
[00:02:35.000 --> 00:02:41.000]  那個地方是屬於一個猶大的支派
[00:02:41.000 --> 00:02:48.000]  我那時候只是一個年輕的利命人
[00:02:48.000 --> 00:02:53.000]  我什麼工作都沒有
[00:02:53.000 --> 00:03:00.000]  但我心裡有個想法
[00:03:00.000 --> 00:03:05.000]  就是我要出去闖一闖
[00:03:05.000 --> 00:03:09.000]  因為我認為自己應該有更大的成就
[00:03:09.000 --> 00:03:13.000]  因為我覺得自己應該有更好的成就
[00:03:13.000 --> 00:03:18.000]  你知道吧
[00:03:18.000 --> 00:03:21.000]  不趁著年輕的時候為自己做點事
[00:03:21.000 --> 00:03:23.000]  到老的時候回望
[00:03:23.000 --> 00:03:26.000]  覺得一事無成就真的太可惜了
[00:03:26.000 --> 00:03:28.000]  不趁著年輕出去闖一闖
[00:03:28.000 --> 00:03:31.000]  到老的時候就覺得一事無成就很可惜了
[00:03:31.000 --> 00:03:34.000]  所以我就毅然的離開了
[00:03:34.000 --> 00:03:37.000]  我的故鄉猶大伯利恆
[00:03:37.000 --> 00:03:41.000]  所以我就毅然離開了我的故鄉伯利恆
[00:03:41.000 --> 00:03:44.000]  最初其實我都沒有想過要去哪裡
[00:03:44.000 --> 00:03:46.000]  最初其實我都沒有想過要去哪裡
[00:03:46.000 --> 00:03:49.000]  不過最終神就帶領我去一個地方
[00:03:49.000 --> 00:03:53.000]  叫做以伐連山地
[00:03:53.000 --> 00:03:56.000]  最終神就帶領我來到以伐連山地
[00:03:56.000 --> 00:03:59.000]  我相信這也是上帝的帶領
[00:03:59.000 --> 00:04:01.000]  我相信這也是上帝的帶領
[00:04:01.000 --> 00:04:04.000]  知道這是我第一次去的地方
[00:04:04.000 --> 00:04:07.000]  知道這是我第一次去的地方
[00:04:07.000 --> 00:04:09.000]  所謂人生路不熟
[00:04:09.000 --> 00:04:12.000]  所謂人生路不熟
[00:04:12.000 --> 00:04:16.000]  當然要找一個可以依靠的人家去居住
[00:04:16.000 --> 00:04:19.000]  當然要找一個可靠的人家去居住
[00:04:19.000 --> 00:04:23.000]  無意中我發現那個地方有一個很有錢的家庭
[00:04:23.000 --> 00:04:26.000]  無意中我發現那個地方有一個很有錢的家庭
[00:04:26.000 --> 00:04:29.000]  屋主叫做米家
[00:04:29.000 --> 00:04:31.000]  屋主叫做米家
[00:04:31.000 --> 00:04:34.000]  所以我決定去一個這麼有錢的家庭碰碰運氣
[00:04:34.000 --> 00:04:37.000]  所以我決定去這個富裕的家庭碰碰運氣
[00:04:37.000 --> 00:04:40.000]  所以我決定去這個富裕的家庭碰碰運氣
[00:04:40.000 --> 00:04:42.000]  想不到我真的幸運
[00:04:42.000 --> 00:04:44.000]  想不到我真的幸運
[00:04:44.000 --> 00:04:47.000]  想不到我居然是很幸運
[00:04:47.000 --> 00:04:49.000]  應該說是感謝上帝
[00:04:49.000 --> 00:04:52.000]  當我去到一個這麼大有錢的家庭之前
[00:04:52.000 --> 00:04:55.000]  我遇到米家的主人
[00:04:55.000 --> 00:04:58.000]  我來到這個富裕的家庭遇到米家這個主人
[00:04:58.000 --> 00:05:01.000]  可能我的衣著跟當地人有些不一樣
[00:05:01.000 --> 00:05:04.000]  可能我的衣著跟當地人有些不一樣
[00:05:04.000 --> 00:05:07.000]  所以米家就主動問我
[00:05:07.000 --> 00:05:09.000]  所以米家就主動問我
[00:05:09.000 --> 00:05:11.000]  你在哪裡來的
[00:05:11.000 --> 00:05:12.000]  你從哪裡來的
[00:05:12.000 --> 00:05:14.000]  那我就直接答了
[00:05:14.000 --> 00:05:15.000]  我就直接說
[00:05:15.000 --> 00:05:18.000]  我是從友大的伯利恆來的
[00:05:18.000 --> 00:05:20.000]  我是來自友大的伯利恆
[00:05:20.000 --> 00:05:23.000]  不過我更加在找機會
[00:05:23.000 --> 00:05:25.000]  但是我更加抓緊這個機會
[00:05:25.000 --> 00:05:27.000]  我告訴你我是一個利美人
[00:05:27.000 --> 00:05:29.000]  我說我是一個利美人
[00:05:29.000 --> 00:05:31.000]  我想找一個地方去住下來
[00:05:31.000 --> 00:05:33.000]  我想找一個地方住下來
[00:05:33.000 --> 00:05:36.000]  誰知道當他聽到
[00:05:36.000 --> 00:05:38.000]  我是一個利美人的時候
[00:05:38.000 --> 00:05:41.000]  當他聽到我說我是一個利美人的時候
[00:05:41.000 --> 00:05:43.000]  他就很興奮
[00:05:43.000 --> 00:05:45.000]  他就非常的興奮
[00:05:45.000 --> 00:05:47.000]  他熱情到抓住我的手
[00:05:47.000 --> 00:05:49.000]  他熱情的緊緊抓住我的手
[00:05:49.000 --> 00:05:53.000]  他跟我說你可不可以留下來住
[00:05:53.000 --> 00:05:55.000]  你可以留下來跟我一起住嗎
[00:05:55.000 --> 00:05:58.000]  你可以成為我家的祭司
[00:05:58.000 --> 00:06:00.000]  你可以成為我家的祭師
[00:06:00.000 --> 00:06:03.000]  當時我心情又興奮
[00:06:03.000 --> 00:06:05.000]  但是又有一點疑惑
[00:06:05.000 --> 00:06:07.000]  當時我的心情又興奮
[00:06:07.000 --> 00:06:09.000]  但是也有一點疑惑
[00:06:09.000 --> 00:06:11.000]  我第一次見你
[00:06:11.000 --> 00:06:13.000]  我才第一次見你
[00:06:13.000 --> 00:06:15.000]  所謂素未謀面
[00:06:15.000 --> 00:06:17.000]  正所謂素未謀面
[00:06:17.000 --> 00:06:19.000]  為什麼他這麼熱情呢
[00:06:19.000 --> 00:06:21.000]  為什麼他能這麼熱情呢
[00:06:21.000 --> 00:06:23.000]  他竟然要我留下來在家裡住
[00:06:23.000 --> 00:06:26.000]  他竟然邀請我留下來跟他同住
[00:06:26.000 --> 00:06:29.000]  還邀請我成為他家的祭司
[00:06:29.000 --> 00:06:32.000]  還邀請我成為他家的祭司
[00:06:32.000 --> 00:06:34.000]  喂 祭司呀
[00:06:34.000 --> 00:06:37.000]  祭司是什麼東西呀
