
[00:00:00.000 --> 00:00:03.740]  最近去了歐洲幾個星期旅行
[00:00:03.740 --> 00:00:11.160]  我除了去一些名勝古蹟之外
[00:00:11.160 --> 00:00:12.840]  看風景大家也知道
[00:00:12.840 --> 00:00:15.820]  我很喜歡去一些有人的地方
[00:00:15.820 --> 00:00:19.840]  特別是有人的事蹟的事情
[00:00:19.840 --> 00:00:21.520]  這個是歐洲很富有的
[00:00:21.520 --> 00:00:23.840]  它有很多歷史在裏面
[00:00:23.840 --> 00:00:28.720]  今天美國也是源自於歐洲的人移民過來所發生
[00:00:28.720 --> 00:00:32.960]  我去了日內瓦聯合國總部
[00:00:32.960 --> 00:00:34.640]  它就在歐洲的總部裏面
[00:00:34.640 --> 00:00:39.760]  我沒去之前心裏想
[00:00:39.760 --> 00:00:47.440]  這些這麼嚴肅的地方
[00:00:47.440 --> 00:00:48.880]  應該是重門深鎖
[00:00:48.880 --> 00:00:51.920]  進去的時候有很多人在裏面
[00:00:51.920 --> 00:00:54.240]  你進去之前要小心一點
[00:00:54.240 --> 00:00:56.120]  結果不是的
[00:00:56.600 --> 00:01:00.120]  除了進門口的保安也不是很嚴謹
[00:01:00.120 --> 00:01:01.320]  檢查一下你的袋子
[00:01:01.320 --> 00:01:04.680]  起碼我可以告訴你比上飛機容易
[00:01:04.680 --> 00:01:09.680]  進去之後原來是很開放的
[00:01:09.680 --> 00:01:10.880]  我們跟隨了一個導遊
[00:01:10.880 --> 00:01:12.240]  導遊第一句話跟我們說
[00:01:12.240 --> 00:01:13.480]  他說你要跟着我
[00:01:13.480 --> 00:01:15.840]  因爲這個地方是很大的
[00:01:15.840 --> 00:01:18.080]  大到你一會兒會迷路的
[00:01:18.080 --> 00:01:22.400]  他首先帶我們去到一個大廳裏面
[00:01:22.400 --> 00:01:23.720]  有一個很大的電視
[00:01:23.720 --> 00:01:29.120]  電視裏面不停地運行每天會議的計劃
[00:01:29.120 --> 00:01:30.440]  一路講解給我們聽
[00:01:30.440 --> 00:01:34.760]  其中這個會議室就是一個個這麼大的會議室
[00:01:34.760 --> 00:01:36.000]  你也知道
[00:01:36.000 --> 00:01:39.240]  其實聯合國的成立是因爲二次大戰之後
[00:01:39.240 --> 00:01:44.520]  國家爲了不想再有
[00:01:44.520 --> 00:01:46.920]  防止二次大戰發生的時候
[00:01:46.920 --> 00:01:50.600]  大家就有幾個中英美法梭這五個大國
[00:01:50.600 --> 00:01:55.680]  聯合一起說我們要排除國與國間的矛盾
[00:01:55.680 --> 00:02:00.480]  於是乎大家開始儘量避免有戰爭的發生
[00:02:00.480 --> 00:02:05.400]  所以裏面很多會議都是關於國與國之間的問題
[00:02:05.400 --> 00:02:08.240]  我們去到一個會議好像這個
[00:02:08.240 --> 00:02:10.400]  這個是另外一個
[00:02:10.400 --> 00:02:13.920]  導遊跟我們說你不要進去
[00:02:13.920 --> 00:02:18.520]  這個就是剛剛現在伊拉克裏面
[00:02:18.520 --> 00:02:20.480]  有些很嚴重的會議在裏面討論
[00:02:20.480 --> 00:02:23.600]  這些門全部用鐵鎖着
[00:02:23.600 --> 00:02:25.160]  不能進去我們在門口看
[00:02:25.160 --> 00:02:27.080]  另外一個
[00:02:27.080 --> 00:02:30.080]  來到這個會議室比較出名
[00:02:30.080 --> 00:02:31.240]  這個特別一點
[00:02:31.240 --> 00:02:34.640]  他講了很多在場上的一些話
[00:02:34.640 --> 00:02:35.640]  講他過往
[00:02:35.640 --> 00:02:38.000]  其中一個最大的事蹟
[00:02:38.000 --> 00:02:40.640]  就是你知道現在南北韓已經不再開會了
[00:02:40.640 --> 00:02:43.080]  這個會議室就是
[00:02:43.080 --> 00:02:47.520]  最後一次南北韓在裏面談到雙邊的會議
[00:02:47.520 --> 00:02:48.800]  在當中裏面
[00:02:50.560 --> 00:02:53.160]  裏面有無線網絡
[00:02:53.160 --> 00:02:57.080]  於是我就發短信給我香港的一個朋友
[00:02:57.080 --> 00:02:59.040]  於是他就跟我開玩笑
[00:02:59.040 --> 00:03:02.120]  他說你可不可以跟我提議一個議程
[00:03:02.120 --> 00:03:04.320]  就是講這個環保呢
[00:03:04.320 --> 00:03:06.200]  所以你在裏面
[00:03:06.200 --> 00:03:09.120]  你看到裏面的會議基本上是
[00:03:09.120 --> 00:03:12.000]  是講到關於很多國家裏面
[00:03:12.000 --> 00:03:13.080]  什麼事情都發生
[00:03:13.080 --> 00:03:14.880]  包括你和我如果進去裏面的時候
[00:03:14.880 --> 00:03:18.200]  你發覺其實你在裏面你都是屬於的一份子
[00:03:18.200 --> 00:03:19.520]  因爲這個是聯合國
[00:03:19.520 --> 00:03:21.680]  你屬於幾個國家裏面的一份子
[00:03:21.680 --> 00:03:23.040]  你就會參與
[00:03:23.040 --> 00:03:25.600]  爲什麼要講會議呢
[00:03:25.600 --> 00:03:27.400]  因爲今天的經文
[00:03:27.400 --> 00:03:30.760]  是跟一個會議很有關係的
[00:03:30.760 --> 00:03:34.000]  這個會議就是發生在2000年前
[00:03:34.000 --> 00:03:35.520]  一個地方叫耶路撒冷
[00:03:35.520 --> 00:03:37.120]  叫耶路撒冷會議
[00:03:37.120 --> 00:03:39.640]  我們回頭看看這個經文
[00:03:39.640 --> 00:03:43.600]  這裏有五段
[00:03:43.600 --> 00:03:46.360]  我想和大家慢慢去了解這五段經文
[00:03:46.360 --> 00:03:49.960]  但是我這裏看到有左右
[00:03:49.960 --> 00:03:51.600]  這裏有五段
[00:03:51.600 --> 00:03:56.760]  我就想你右邊的大英姐妹朋友
[00:03:56.760 --> 00:03:58.360]  你就讀第一段
[00:03:58.360 --> 00:04:00.000]  這邊就讀第二段
[00:04:00.000 --> 00:04:01.880]  就是1 2 3 4
[00:04:01.880 --> 00:04:02.840]  我就讀最後一段
[00:04:02.840 --> 00:04:03.640]  行不行?
[00:04:03.640 --> 00:04:04.280]  好嗎?
[00:04:04.280 --> 00:04:05.000]  開始
[00:04:05.000 --> 00:04:07.200]  1 2 3
[00:04:16.360 --> 00:04:42.720]  (國語)
[00:04:42.720 --> 00:04:44.280]  雅各就接着講了
[00:04:44.280 --> 00:05:12.200]  (國語)
[00:05:12.200 --> 00:05:26.200]  (國語)
[00:05:26.200 --> 00:05:28.560]  這個就是整個會議的內容
[00:05:28.560 --> 00:05:31.240]  嘗試一下用圖畫去解釋一下
[00:05:31.240 --> 00:05:38.120]  還記得上一堂講的主題是什麼嗎?
[00:05:38.120 --> 00:05:41.280]  確立個目標
[00:05:41.280 --> 00:05:47.000]  剛剛保羅完成了第一次宣教的旅程
[00:05:47.000 --> 00:05:48.040]  回來
