
[00:00:00.000 --> 00:00:01.560]  大家節目平安
[00:00:01.560 --> 00:00:04.600]  12月份是一個聖誕的日子
[00:00:04.600 --> 00:00:08.320]  讓我們來紀念耶穌基督的誕生
[00:00:08.320 --> 00:00:09.440]  今天是26號
[00:00:09.440 --> 00:00:11.440]  我們過了兩天的聖誕
[00:00:11.440 --> 00:00:13.160]  今天是一個崇拜
[00:00:13.160 --> 00:00:16.880]  但我們仍然要再思考聖誕節的意思
[00:00:16.880 --> 00:00:21.360]  當你問外面的坊間人士
[00:00:21.360 --> 00:00:23.360]  聖誕節的主角是什麼
[00:00:23.360 --> 00:00:25.160]  通常他們的答案都是這樣
[00:00:25.160 --> 00:00:26.360]  聖誕老人
[00:00:26.360 --> 00:00:28.160]  聖誕老人就是主角
[00:00:28.160 --> 00:00:30.560]  但如果你問教會的人
[00:00:30.560 --> 00:00:32.560]  聖誕節的主角是誰
[00:00:32.560 --> 00:00:34.560]  就是耶穌基督
[00:00:34.560 --> 00:00:37.120]  耶穌基督就是聖誕節的主角
[00:00:37.120 --> 00:00:38.640]  紀念祂的誕生
[00:00:38.640 --> 00:00:40.640]  但其實還有一個人物
[00:00:40.640 --> 00:00:41.760]  是很明顯的
[00:00:41.760 --> 00:00:43.360]  我們都會聯想起的
[00:00:43.360 --> 00:00:45.360]  就是祂的媽媽瑪麗亞
[00:00:45.360 --> 00:00:48.320]  因為她特別性靈感人
[00:00:48.320 --> 00:00:51.600]  所以很多畫作裏都畫著
[00:00:51.600 --> 00:00:56.640]  瑪麗亞與寶寶耶穌的畫作
[00:00:56.640 --> 00:00:57.760]  是相當多的
[00:00:57.760 --> 00:01:00.960]  事實上聖經裏面用了不少的篇幅
[00:01:00.960 --> 00:01:02.640]  都記載瑪麗亞
[00:01:02.640 --> 00:01:05.520]  特別是當她蒙上帝
[00:01:05.520 --> 00:01:09.920]  選擇要成為耶穌的母親
[00:01:09.920 --> 00:01:11.920]  是性靈感人的
[00:01:11.920 --> 00:01:15.040]  路加福音的第一第二章裏面
[00:01:15.040 --> 00:01:16.000]  很大的篇幅
[00:01:16.000 --> 00:01:18.000]  先是跟她說
[00:01:18.000 --> 00:01:20.640]  你怎樣性靈懷忍
[00:01:20.640 --> 00:01:23.040]  然後她有一個專注重
[00:01:23.040 --> 00:01:25.440]  一個重贊的詩歌
[00:01:25.440 --> 00:01:29.040]  後來耶穌八天後出生
[00:01:29.040 --> 00:01:31.360]  又帶她上去聖殿潔淨
[00:01:31.360 --> 00:01:32.480]  到十月四日的時候
[00:01:32.480 --> 00:01:35.040]  聖經也記載一起上去過節
[00:01:35.040 --> 00:01:36.480]  耶穌又不見了
[00:01:36.480 --> 00:01:38.000]  於是四處找她
[00:01:38.000 --> 00:01:39.200]  瑪麗亞問她
[00:01:39.200 --> 00:01:41.760]  為什麼我兒為什麼這樣走
[00:01:41.760 --> 00:01:44.000]  我們很傷心來找你
[00:01:44.000 --> 00:01:46.720]  其實聖經裏面有很多篇幅
[00:01:46.720 --> 00:01:49.840]  都講到瑪麗亞與耶穌的關係
[00:01:49.840 --> 00:01:51.520]  甚至在歷史裏面
[00:01:51.520 --> 00:01:52.960]  給她一個特別的名稱
[00:01:52.960 --> 00:01:54.160]  叫聖母
[00:01:54.160 --> 00:01:56.480]  講到她的偉大在裏面
[00:01:56.480 --> 00:01:58.640]  不少畫作都提及到
[00:01:58.640 --> 00:02:01.840]  瑪麗亞與耶穌的畫在裏面
[00:02:01.840 --> 00:02:04.800]  但其實有一個人物也很重要
[00:02:04.800 --> 00:02:07.360]  但他不是很顯眼
[00:02:07.360 --> 00:02:09.600]  就是約瑟 即是耶穌的父親
[00:02:09.600 --> 00:02:11.760]  其實正式來說不是
[00:02:11.760 --> 00:02:12.720]  是性靈感人
[00:02:12.720 --> 00:02:13.920]  但也叫做父親
[00:02:13.920 --> 00:02:15.680]  即是瑪麗亞的丈夫
[00:02:15.680 --> 00:02:17.040]  其實你會想起
[00:02:17.040 --> 00:02:20.400]  有沒有畫作畫約瑟與耶穌
[00:02:20.400 --> 00:02:21.440]  影下耶穌呢
[00:02:21.440 --> 00:02:23.040]  有的 不過不多
[00:02:23.040 --> 00:02:24.320]  這裏有一幅
[00:02:24.320 --> 00:02:26.240]  就是這樣
[00:02:26.240 --> 00:02:27.840]  這幅看起來很薄
[00:02:27.840 --> 00:02:29.600]  好像很老人家
[00:02:29.600 --> 00:02:31.520]  歷史上不是這樣
[00:02:31.520 --> 00:02:32.560]  不是年老山
[00:02:32.560 --> 00:02:33.840]  但我們不是看歷史的畫作
[00:02:33.840 --> 00:02:34.720]  不是看歷史的
[00:02:34.720 --> 00:02:35.840]  只是看他帶出的
[00:02:35.840 --> 00:02:40.000]  我覺得約瑟好像很蒼老
[00:02:40.000 --> 00:02:41.200]  很禿頭
[00:02:41.200 --> 00:02:43.360]  鬍鬚都白了
[00:02:43.360 --> 00:02:44.720]  通常放在畫裏面
[00:02:44.720 --> 00:02:46.240]  一般畫很多時候
[00:02:46.240 --> 00:02:49.040]  約瑟都不是很顯眼的角色在裏面
[00:02:49.040 --> 00:02:51.040]  甚至在聖經裏面
[00:02:51.040 --> 00:02:53.040]  亦都不是很多篇幅
[00:02:53.040 --> 00:02:56.160]  記載關於耶穌的父親約瑟
[00:02:56.160 --> 00:02:58.400]  今天我會看一段
[00:02:58.400 --> 00:03:00.000]  跟大家多述少少
[00:03:00.000 --> 00:03:02.800]  他真的不是一個很顯眼的角色
[00:03:02.800 --> 00:03:05.040]  但其實約瑟又很重要
[00:03:05.040 --> 00:03:07.280]  在聖經裏面
[00:03:07.280 --> 00:03:09.040]  當耶穌出道的時候裏面
[00:03:09.040 --> 00:03:12.800]  有一段經文介紹過耶穌的家人
[00:03:12.800 --> 00:03:14.720]  這裏提及到有瑪麗亞
[00:03:14.720 --> 00:03:16.400]  和她的兒子雅各
[00:03:16.400 --> 00:03:17.600]  即是耶穌的弟弟
[00:03:17.600 --> 00:03:20.480]  雅各約西猶大西門海妹妹
[00:03:20.480 --> 00:03:23.680]  但沒有提及到約瑟
[00:03:23.680 --> 00:03:26.160]  所以解經家解釋
[00:03:26.160 --> 00:03:30.400]  其實約瑟很早就離開了世界
[00:03:30.400 --> 00:03:32.320]  所以就不用提及
[00:03:32.320 --> 00:03:34.560]  所以日後你都看不到很多經文
[00:03:34.560 --> 00:03:36.560]  再提及約瑟的出現
[00:03:36.560 --> 00:03:40.080]  因為約瑟很早離世
[00:03:40.080 --> 00:03:41.760]  耶穌是長子
[00:03:41.760 --> 00:03:43.520]  因為他跟約瑟
[00:03:43.520 --> 00:03:44.800]  約瑟是一個木匠
[00:03:44.800 --> 00:03:46.320]  所以他學到很多手藝
[00:03:46.320 --> 00:03:49.360]  以至耶穌在這段日子裏面
[00:03:49.360 --> 00:03:52.880]  後來他就要承擔家庭的經濟支柱
[00:03:52.880 --> 00:03:56.640]  照顧弟弟妹妹媽媽
[00:03:56.640 --> 00:03:58.320]  之後到三十歲
[00:03:58.320 --> 00:04:00.640]  他才出來傳道
[00:04:00.640 --> 00:04:02.160]  所以比較後的時候
[00:04:02.160 --> 00:04:06.000]  原來約瑟很早就離開了世界
[00:04:06.000 --> 00:04:07.520]  不過回歸正傳
[00:04:07.520 --> 00:04:10.480]  在耶穌出世這件事上
[00:04:10.480 --> 00:04:14.960]  其實約瑟雖然是一個很不顯眼的角色
[00:04:14.960 --> 00:04:18.320]  但他是一個很重要很關鍵的角色
[00:04:18.320 --> 00:04:20.560]  因為他的存在
[00:04:20.560 --> 00:04:22.960]  特別是他拯救了瑪利亞
[00:04:22.960 --> 00:04:26.000]  因為沒有約瑟怎樣拯救瑪利亞呢
[00:04:26.000 --> 00:04:27.680]  如果瑪利亞不存在的話
[00:04:27.680 --> 00:04:29.200]  那麼耶穌也不能出世
[00:04:29.200 --> 00:04:34.160]  那麼約瑟又怎樣拯救瑪利亞呢
[00:04:34.160 --> 00:04:36.560]  想跟大家看一段聖經
[00:04:36.560 --> 00:04:40.560]  《馬太福音》第一章十八至二十五節
[00:04:40.560 --> 00:04:42.880]  我們用一個輪流讀的方式
[00:04:42.880 --> 00:04:44.480]  雙節數由我讀
[00:04:44.480 --> 00:04:46.480]  單節數請回中
[00:04:46.480 --> 00:04:47.760]  第十八節
[00:04:47.760 --> 00:04:50.320]  耶穌基督降生的事記在下面
[00:04:50.320 --> 00:04:53.520]  他母親瑪利亞已經許配了約瑟
[00:04:53.520 --> 00:04:55.120]  還沒有認娶
[00:04:55.120 --> 00:04:58.000]  瑪利亞就從聖靈懷了孕
[00:04:58.000 --> 00:05:08.480]  正思念者事的時候
[00:05:08.480 --> 00:05:12.960]  有著的使者向他夢中顯現
[00:05:12.960 --> 00:05:15.120]  說:大衛的子孫約瑟
[00:05:15.120 --> 00:05:18.800]  不要怕,只管娶過你的妻子瑪利亞來
[00:05:18.800 --> 00:05:21.840]  因她所懷的孕是從聖靈來的
[00:05:21.840 --> 00:05:32.880]  這一切的事
[00:05:32.880 --> 00:05:36.960]  成就照應嚴主席先知所說的話
[00:05:43.280 --> 00:05:45.120]  約瑟醒了起來
[00:05:45.120 --> 00:05:47.120]  就遵著主使者的吩咐
[00:05:47.120 --> 00:05:49.120]  把妻子娶過來
[00:05:49.120 --> 00:06:01.200]  在經文裡約瑟是怎樣來拯救瑪利亞呢
[00:06:01.200 --> 00:06:03.840]  在第十八和第十九節裡
[00:06:03.840 --> 00:06:05.760]  記載了一件事告訴我們
[00:06:05.760 --> 00:06:08.880]  當時約瑟和瑪利亞已經訂婚
[00:06:08.880 --> 00:06:11.120]  只不過還沒到結婚的儀式進行
[00:06:11.120 --> 00:06:15.280]  在一些資料當時的婚嫁習俗裡
[00:06:15.280 --> 00:06:17.840]  約瑟訂婚後已經是夫婦
[00:06:17.840 --> 00:06:19.840]  不過大概等一年的時候
[00:06:19.840 --> 00:06:22.480]  正式走到結婚的儀式
[00:06:22.480 --> 00:06:24.480]  正式就可以住在一起
[00:06:24.480 --> 00:06:27.440]  有防事的進行
[00:06:27.440 --> 00:06:29.440]  如果你是約瑟
[00:06:29.440 --> 00:06:34.160]  你訂婚的對象懷了孕
[00:06:34.160 --> 00:06:36.080]  你還沒結婚
[00:06:36.080 --> 00:06:37.040]  還沒走儀式
[00:06:37.040 --> 00:06:38.080]  又不會同房
[00:06:38.080 --> 00:06:40.400]  你的反應會是怎樣
[00:06:40.400 --> 00:06:42.400]  第一一定會很震驚
[00:06:42.400 --> 00:06:44.960]  第二你認為胎兒是怎樣來的
[00:06:44.960 --> 00:06:48.960]  一定是跟別人來的
[00:06:48.960 --> 00:06:50.960]  你不會想有別的原因
[00:06:50.960 --> 00:06:52.960]  今天他嫁出來
[00:06:52.960 --> 00:06:54.960]  不幸你訂婚
[00:06:54.960 --> 00:06:56.960]  後來男人訂了婚
[00:06:56.960 --> 00:06:58.960]  女人就有了
[00:06:58.960 --> 00:07:00.960]  你就知道不是你自己
[00:07:00.960 --> 00:07:02.960]  你認為是誰來的
[00:07:02.960 --> 00:07:04.960]  你只有一個想法
[00:07:04.960 --> 00:07:06.960]  就是跟別人一起
[00:07:06.960 --> 00:07:08.960]  你不會說聖靈感染
[00:07:08.960 --> 00:07:10.960]  有這樣的想法
[00:07:10.960 --> 00:07:16.960]  假若一個人真的犯了姦淫
[00:07:16.960 --> 00:07:18.960]  懷了孕的時候
[00:07:18.960 --> 00:07:20.960]  犯了姦淫的時候
[00:07:20.960 --> 00:07:22.960]  律法會怎樣處理呢
[00:07:22.960 --> 00:07:28.960]  在生命紀的22章
[00:07:28.960 --> 00:07:30.960]  13到22節
[00:07:30.960 --> 00:07:32.960]  大概是這樣說的
[00:07:32.960 --> 00:07:36.960]  假若丈夫懷疑太太
[00:07:36.960 --> 00:07:40.960]  跟別人犯姦淫的時候
[00:07:40.960 --> 00:07:42.960]  他可以追問父母
[00:07:42.960 --> 00:07:44.960]  有沒有貞潔的憑據
[00:07:44.960 --> 00:07:46.960]  如果有貞潔憑據
[00:07:46.960 --> 00:07:48.960]  就拿出來去長老面前確定
[00:07:48.960 --> 00:07:50.960]  如果有的話
[00:07:50.960 --> 00:07:52.960]  你丈夫懷疑錯了
[00:07:52.960 --> 00:07:54.960]  但如果沒有的話又怎樣
[00:07:54.960 --> 00:07:56.960]  拿不到貞潔憑據的時候
[00:07:56.960 --> 00:07:58.960]  紅色字就這樣說
[00:07:58.960 --> 00:08:00.960]  但這是若是真的
[00:08:00.960 --> 00:08:02.960]  女子沒有貞潔的憑據
[00:08:02.960 --> 00:08:04.960]  就要將女子
[00:08:04.960 --> 00:08:06.960]  帶到她父家的門口
[00:08:06.960 --> 00:08:08.960]  本城的人要用石頭
[00:08:08.960 --> 00:08:10.960]  將她打死
[00:08:10.960 --> 00:08:12.960]  因為她在父家行了淫亂
[00:08:12.960 --> 00:08:14.960]  在以色列中做了醜事
[00:08:14.960 --> 00:08:16.960]  這樣就把那惡
[00:08:16.960 --> 00:08:18.960]  從你們中間除掉
[00:08:18.960 --> 00:08:20.960]  簡單
[00:08:20.960 --> 00:08:22.960]  拿不到貞潔憑據
[00:08:22.960 --> 00:08:24.960]  即是犯了姦淫
[00:08:24.960 --> 00:08:26.960]  犯了姦淫的罪法是怎樣
[00:08:26.960 --> 00:08:28.960]  處以死刑
[00:08:28.960 --> 00:08:30.960]  當時就用石頭來頂死
[00:08:30.960 --> 00:08:32.960]  我們中國人也有
[00:08:32.960 --> 00:08:34.960]  在電視劇也有這樣說
[00:08:34.960 --> 00:08:36.960]  如果捉到姦夫淫婦怎樣做
[00:08:36.960 --> 00:08:38.960]  浸豬籠
[00:08:38.960 --> 00:08:40.960]  不過是另一種形式
[00:08:40.960 --> 00:08:42.960]  當時也是這樣
[00:08:42.960 --> 00:08:44.960]  而聖經告訴我們
[00:08:44.960 --> 00:08:46.960]  弱失是一個義人
[00:08:46.960 --> 00:08:48.960]  一個義人的意思是一個很正直的人
[00:08:48.960 --> 00:08:50.960]  很敬畏上帝的人
[00:08:50.960 --> 00:08:52.960]  他會遵照著律法的事來做
[00:08:52.960 --> 00:08:56.960]  他的未過門的妻子犯姦淫
[00:08:56.960 --> 00:08:58.960]  一個義人又遵照著律法去做
[00:08:58.960 --> 00:09:00.960]  那應該怎樣
[00:09:00.960 --> 00:09:02.960]  把他抓出來審
[00:09:02.960 --> 00:09:04.960]  結果你也預計到
[00:09:04.960 --> 00:09:06.960]  瑪麗亞一定是怎樣
[00:09:06.960 --> 00:09:08.960]  死刑
[00:09:08.960 --> 00:09:10.960]  不可能有第二個原因是懷孕
[00:09:10.960 --> 00:09:12.960]  就算你說第二個原因也沒有人相信
[00:09:12.960 --> 00:09:14.960]  聖靈這樣誰會相信
[00:09:14.960 --> 00:09:16.960]  就算今天我們也不會相信
[00:09:16.960 --> 00:09:18.960]  所以瑪麗亞
[00:09:18.960 --> 00:09:20.960]  必定會死
[00:09:20.960 --> 00:09:22.960]  所以
[00:09:22.960 --> 00:09:24.960]  弱失的計劃是怎樣
[00:09:24.960 --> 00:09:26.960]  第十九節就告訴我們
[00:09:26.960 --> 00:09:28.960]  知道
[00:09:28.960 --> 00:09:30.960]  弱失是一個義人
[00:09:30.960 --> 00:09:32.960]  他不想明明地羞辱她
[00:09:32.960 --> 00:09:34.960]  就暗暗地把她休了
[00:09:34.960 --> 00:09:36.960]  他明明的意思就是
[00:09:36.960 --> 00:09:38.960]  把她帶到工會
[00:09:38.960 --> 00:09:40.960]  去審她是不是犯姦淫
[00:09:40.960 --> 00:09:42.960]  如果是就會把她扔死
[00:09:42.960 --> 00:09:44.960]  他不想明明公開這樣做
[00:09:44.960 --> 00:09:46.960]  就私下暗暗地去做
[00:09:46.960 --> 00:09:48.960]  私下暗暗地去做
[00:09:48.960 --> 00:09:50.960]  不只是兩個人解決
[00:09:50.960 --> 00:09:52.960]  他也需要找一些見證人
[00:09:52.960 --> 00:09:54.960]  一些法律的行為
[00:09:54.960 --> 00:09:56.960]  當時也有見證人
[00:09:56.960 --> 00:09:58.960]  至少有兩個
[00:09:58.960 --> 00:10:00.960]  在當中來決定
[00:10:00.960 --> 00:10:02.960]  就是說弱失想暗暗地找兩個見證人
[00:10:02.960 --> 00:10:04.960]  確定這件事就私下休了她
[00:10:04.960 --> 00:10:06.960]  那就算了
[00:10:06.960 --> 00:10:08.960]  那就不要當眾了
[00:10:08.960 --> 00:10:10.960]  今天我們寫平安紙也要找見證人
[00:10:10.960 --> 00:10:12.960]  一樣是這樣的意思
[00:10:12.960 --> 00:10:16.960]  這個是弱失的想法
[00:10:16.960 --> 00:10:18.960]  但最終弱失
[00:10:18.960 --> 00:10:20.960]  他的選擇是怎樣呢
[00:10:20.960 --> 00:10:22.960]  聖經二十四節就告訴我們
[00:10:22.960 --> 00:10:24.960]  弱失最終選擇
[00:10:24.960 --> 00:10:26.960]  是迎娶瑪利亞
[00:10:26.960 --> 00:10:28.960]  當他真的娶了瑪利亞
[00:10:28.960 --> 00:10:30.960]  那瑪利亞就不用死了
[00:10:30.960 --> 00:10:32.960]  有人擔當了
[00:10:32.960 --> 00:10:34.960]  當然明星未必是好
[00:10:34.960 --> 00:10:36.960]  但起碼保存了生命
[00:10:36.960 --> 00:10:38.960]  保存了瑪利亞之後
[00:10:38.960 --> 00:10:40.960]  自然就保存了耶穌
[00:10:40.960 --> 00:10:42.960]  那耶穌就可以順利出世
[00:10:42.960 --> 00:10:44.960]  所以弱失是一個很重要的角色
[00:10:44.960 --> 00:10:46.960]  他拯救了瑪利亞
[00:10:46.960 --> 00:10:48.960]  以示耶穌也保存
[00:10:48.960 --> 00:10:50.960]  以示今天有聖誕節
[00:10:50.960 --> 00:10:52.960]  來紀念日子
[00:10:52.960 --> 00:10:54.960]  去迎娶瑪利亞
[00:10:54.960 --> 00:10:56.960]  他是一個義人
[00:10:56.960 --> 00:10:58.960]  敬畏上帝的人
[00:10:58.960 --> 00:11:00.960]  但瑪利亞有這樣的行為
[00:11:00.960 --> 00:11:02.960]  表現出來的時候
[00:11:02.960 --> 00:11:04.960]  他竟然也要娶瑪利亞
[00:11:04.960 --> 00:11:06.960]  因為他發了一個夢
[00:11:06.960 --> 00:11:08.960]  這個夢不是普通的
[00:11:08.960 --> 00:11:10.960]  我們再看一次
[00:11:10.960 --> 00:11:12.960]  是二十至二十一至二十三節
[00:11:12.960 --> 00:11:14.960]  正思念舍事的時候
[00:11:14.960 --> 00:11:16.960]  有主的使者
[00:11:16.960 --> 00:11:18.960]  向他夢中顯現說
[00:11:18.960 --> 00:11:20.960]  大衛的子孫弱失
[00:11:20.960 --> 00:11:22.960]  儘管娶過你的妻子瑪利亞來
[00:11:22.960 --> 00:11:24.960]  因她懷的孕
[00:11:24.960 --> 00:11:26.960]  是從聖靈來的
[00:11:26.960 --> 00:11:28.960]  她將要生一個兒子
[00:11:28.960 --> 00:11:30.960]  你要給她起名叫耶穌
[00:11:30.960 --> 00:11:32.960]  因她要將自己的百姓
[00:11:32.960 --> 00:11:34.960]  從罪惡裡拯救出來
[00:11:34.960 --> 00:11:36.960]  這一切事的成就
[00:11:36.960 --> 00:11:38.960]  是要應驗主席
[00:11:38.960 --> 00:11:40.960]  先知所說的話說
[00:11:40.960 --> 00:11:42.960]  必有同女懷孕生子
[00:11:42.960 --> 00:11:44.960]  人要稱她的名為
[00:11:44.960 --> 00:11:46.960]  爾瑪萊莉
[00:11:46.960 --> 00:11:48.960]  爾瑪萊莉翻出來的意思就是
[00:11:48.960 --> 00:11:50.960]  你們同在
[00:11:50.960 --> 00:11:52.960]  這裡說到上帝
[00:11:52.960 --> 00:11:54.960]  一個假日的行動
[00:11:54.960 --> 00:11:56.960]  他有三方面
[00:11:56.960 --> 00:11:58.960]  第一 天使的出現
[00:11:58.960 --> 00:12:00.960]  天使是傳遞
[00:12:00.960 --> 00:12:02.960]  上帝的訊息
[00:12:02.960 --> 00:12:04.960]  天使出現 即是上帝有事要跟你說
[00:12:04.960 --> 00:12:06.960]  很特別 即是上帝要介入
[00:12:06.960 --> 00:12:08.960]  在當中 第二樣東西就是
[00:12:08.960 --> 00:12:10.960]  天使告訴你
[00:12:10.960 --> 00:12:12.960]  神有一個計劃
[00:12:12.960 --> 00:12:14.960]  這個嬰孩你要改一個名字叫
[00:12:14.960 --> 00:12:16.960]  耶穌 耶穌的名字
[00:12:16.960 --> 00:12:18.960]  究竟是什麼意思呢
[00:12:18.960 --> 00:12:20.960]  是將他的百姓從罪惡裡拯救出來
[00:12:20.960 --> 00:12:22.960]  即是說耶穌這個嬰孩將來要拯救
[00:12:22.960 --> 00:12:24.960]  所有人從罪惡裡
[00:12:24.960 --> 00:12:26.960]  第三
[00:12:26.960 --> 00:12:28.960]  這件事發生不是偶然的
[00:12:28.960 --> 00:12:30.960]  其實舊約的先知
[00:12:30.960 --> 00:12:32.960]  在以創雅書第七章第十到第十七節
[00:12:32.960 --> 00:12:34.960]  已經說了
[00:12:34.960 --> 00:12:36.960]  語言了
[00:12:36.960 --> 00:12:38.960]  現在就應驗在你身上
[00:12:38.960 --> 00:12:42.960]  天使出現這樣說的時候
[00:12:42.960 --> 00:12:44.960]  即是說
[00:12:44.960 --> 00:12:46.960]  這個發生的確是出於上帝
[00:12:46.960 --> 00:12:48.960]  瑪利亞是聖靈感人的
[00:12:48.960 --> 00:12:52.960]  約瑟作為一個義人
[00:12:52.960 --> 00:12:54.960]  他會怎樣選擇
[00:12:54.960 --> 00:12:56.960]  他是一個敬畏神的人
[00:12:56.960 --> 00:12:58.960]  是一個遵照律法的人
