
[00:00:00.000 --> 00:00:04.860]  四十日,眨眼睛,嘭一聲,就真的結束了
[00:00:04.860 --> 00:00:11.420]  但是如果大家覺得這個40 days是教會又完成了一個節目
[00:00:11.420 --> 00:00:14.800]  It's a church program, 40 days, it's done!
[00:00:14.800 --> 00:00:19.340]  感謝讚美主,和大家分享過,有54個小組
[00:00:19.340 --> 00:00:24.540]  原先的組上來說,再分開有54個小組,哇!
[00:00:25.080 --> 00:00:32.660]  感謝住啦,好開心啦,overall我相信都應該是positive的經驗多過negative的
[00:00:32.660 --> 00:00:41.820]  但是讓我再講,如果你覺得這個program完了,可能我們還沒了解
[00:00:41.820 --> 00:00:43.900]  到底爲什麼我們要有一個40 days
[00:00:43.900 --> 00:00:48.740]  我們誤會了這個40日的真正意思
[00:00:48.740 --> 00:00:54.760]  其實呢,一直以來我們不斷地和大家講,這個40日是一個開始,一個beginning
[00:00:54.760 --> 00:01:03.640]  我們希望用40日的時間去培養我們去適應,去習慣一個新的小組的模式
[00:01:03.640 --> 00:01:10.340]  Be the light together,平時每次我和大家講,這個不是一個program
[00:01:10.340 --> 00:01:14.020]  40日之後就結束了,就停在那裏
[00:01:14.020 --> 00:01:17.740]  因爲呢,其實,如果你看聖經的時候呢
[00:01:17.740 --> 00:01:23.680]  Be the light together,是我們基督徒終極的使命
[00:01:24.480 --> 00:01:29.600]  要不要我再講一次,Be the light together,是我們基督徒終極的使命
[00:01:29.600 --> 00:01:44.220]  因爲耶穌曾經這樣對他們說,你們在世上的時候,你們是什麼,你們在世上的時候,你們是什麼
[00:01:44.220 --> 00:01:50.820]  世上的光,除非你死了,講得白一點,除非你離開這個世界
[00:01:51.820 --> 00:01:57.920]  如果不是的話,你有一天仍然生存在這個世界上的時候,you are the light of the world
[00:01:57.920 --> 00:02:06.400]  你是世界的光,不單單你是世界的光,你要和其他的基督徒一起去爲主發光
[00:02:06.400 --> 00:02:10.320]  所以我剛纔講,這個是我們基督徒的終極使命來的
[00:02:10.320 --> 00:02:12.160]  Be the light together
[00:02:12.160 --> 00:02:17.040]  耶聖經大家都很熟悉的,《馬達福音》第5章15節那裏說
[00:02:17.040 --> 00:02:21.900]  沒有人點亮了燈放在鬥底下的,以前是點油燈的
[00:02:21.900 --> 00:02:27.420]  一定是放在燈臺上,很照亮全家的人
[00:02:27.420 --> 00:02:32.860]  很明顯,點燈是因爲黑,看不到東西
[00:02:32.860 --> 00:02:39.000]  點燈所以放在燈臺上,就能照亮全家的人,所以應該放在燈臺上
[00:02:39.940 --> 00:02:51.240]  如果四十天之後,我們四周的環境仍然是那麼黑暗,你會不會點燈呢,會不會點燈呢
[00:02:51.240 --> 00:02:57.540]  我本來想叫所有燈臺都點亮,讓大家在黑暗裏聽聽港獨的味道是怎樣呢
[00:02:57.540 --> 00:03:02.940]  不過現在high tech,點亮都是有光的,所以都沒有辦法,算了
[00:03:02.940 --> 00:03:09.340]  不過大家想象一下,這裏沒有窗,所有的燈都沒了
[00:03:10.940 --> 00:03:21.940]  不單單我們自己是活在黑暗當中,我們也沒有辦法將我們應該生髮的那種光帶到世界裏
[00:03:21.940 --> 00:03:27.940]  所以弟兄姐妹求神幫助我們,如果我們的世界仍然是黑暗的話
[00:03:27.940 --> 00:03:33.940]  除非不是,每個人都相信耶穌,這個世界裏面越來越好了
[00:03:33.940 --> 00:03:41.940]  或者你可以點亮那些燈,但是如果不是的話,弟兄姐妹,那些燈是不可以點的
[00:03:41.940 --> 00:03:47.940]  你可以叫耶穌加油,以前是點油燈,現在不用了,插着電就搞定了
[00:03:47.940 --> 00:03:55.940]  不要離開耶穌的基督,讓你能夠不斷的去發光,不斷的能夠一起去發亮
[00:03:55.940 --> 00:04:01.940]  爲什麼我們要繼續這麼做呢,需不需要我再講呢
[00:04:01.940 --> 00:04:06.940]  除非你覺得這個世界真的比明天更加好,比以前更加好
[00:04:06.940 --> 00:04:15.940]  但事實上不是,我們的世界仍然是充滿了問題,我們的世界仍然是充滿了黑暗
[00:04:15.940 --> 00:04:19.940]  大家有沒有留意呢,可能我們自己都不覺,甚至我們自己都有份參與都未定
[00:04:19.940 --> 00:04:24.940]  我們的世界其實是變得越來越冷漠的,大家有沒有留意到
[00:04:24.940 --> 00:04:30.940]  越來越冷漠,越來越灰暗,很多人爲了每天的生活而去生活
[00:04:30.940 --> 00:04:43.940]  活在這樣的情況下,我們對旁邊的人的需要越來越不敏感,甚至可以說是冷漠
[00:04:43.940 --> 00:04:48.940]  特別是中國人,不好意思我也是中國人,所以我不是罵大家的
[00:04:48.940 --> 00:04:54.940]  中國我們說是禮義之邦,這是以前的事,現在都不是了
[00:04:54.940 --> 00:05:01.940]  唯一一樣是什麼呢,幫助人很禮讓,你去幫,不是我,禮義之邦
