
[00:00:00.000 --> 00:00:03.900]  有一段聖經在菲律賓書第三章十三到第十四節
[00:00:03.900 --> 00:00:06.400]  事實上是我們二月份的背經的經文
[00:00:06.400 --> 00:00:09.500]  我們會背的話,一同來背這個經文
[00:00:09.500 --> 00:00:12.600]  弟兄們,我不是以為自己已經得著了
[00:00:12.600 --> 00:00:17.200]  我只有一件事,就是忘記背後努力面前的
[00:00:17.200 --> 00:00:21.000]  向著標竿直跑,要得神在基督耶穌裡
[00:00:21.000 --> 00:00:25.400]  從上面召我來得的獎賞,Amen
[00:00:25.400 --> 00:00:28.100]  馬上這個禮拜要進入農曆新年了
[00:00:28.100 --> 00:00:30.900]  在這裡先再一次恭賀大家
[00:00:30.900 --> 00:00:37.500]  新春快樂,日日蒙福,Amen
[00:00:37.500 --> 00:00:40.000]  你知道我們華人都很注重祝福的
[00:00:40.000 --> 00:00:43.400]  所以過新年一定家家戶戶要掛個春聯
[00:00:43.400 --> 00:00:47.200]  意思就是祝福要臨到這個家庭裡面
[00:00:47.200 --> 00:00:49.900]  在家裡面我們喜歡掛福這個字
[00:00:49.900 --> 00:00:52.300]  不但正的貼,道的貼
[00:00:52.300 --> 00:00:55.200]  Make sure祝福一定要臨到
[00:00:55.200 --> 00:00:58.200]  在拜年的時候大家喜歡說吉祥話
[00:00:58.200 --> 00:01:00.600]  恭喜發財,年年有餘
[00:01:00.600 --> 00:01:05.800]  當然馬年更是金馬迎春,萬馬奔騰
[00:01:05.800 --> 00:01:13.400]  馬年是象徵著一個向著標竿直跑的人生
[00:01:13.400 --> 00:01:15.300]  我就想到在聖經當中
[00:01:15.300 --> 00:01:22.500]  保羅也常常是用奔跑來比喻他自己的生命跟福事
[00:01:22.500 --> 00:01:25.400]  事實上今天我們在菲律賓書的經文
[00:01:25.400 --> 00:01:28.400]  就是我們二月份背經行動的經文
[00:01:28.400 --> 00:01:30.800]  如果你還沒有加入背經行動
[00:01:30.800 --> 00:01:34.600]  我鼓勵你趕快參加背經行列,Amen
[00:01:34.600 --> 00:01:35.500]  感謝神
[00:01:35.500 --> 00:01:39.000]  今年開始我真的感覺神在我們教會
[00:01:39.000 --> 00:01:43.500]  真的有一個屬靈氣氛的一個翻轉在這裡
[00:01:43.500 --> 00:01:45.800]  那我感覺神的聖靈也真的把
[00:01:45.800 --> 00:01:49.100]  深深的渴慕的心放在我們中間
[00:01:49.100 --> 00:01:53.100]  所以我們一定要抓住神所給我們這個時機
[00:01:53.100 --> 00:01:56.200]  好好裝備我們自己,Amen
[00:01:56.200 --> 00:01:59.100]  這個禮拜六我們有裝備日的課程
[00:01:59.100 --> 00:02:03.300]  下禮拜六我們有非常精彩的New Man Conference
[00:02:03.300 --> 00:02:06.900]  我們這次的主題是精兵崛起
[00:02:06.900 --> 00:02:10.100]  我鼓勵大家一定要趕快報名參加
[00:02:10.100 --> 00:02:14.100]  給你們要趕快報名參加
[00:02:14.100 --> 00:02:20.900]  因為讓我們在今年真的是成為一支裝備整齊的屬靈大軍
[00:02:20.900 --> 00:02:23.100]  Amen, Hallelujah
[00:02:23.100 --> 00:02:26.900]  你知道保羅形容他自己的生命跟福祉
[00:02:26.900 --> 00:02:31.200]  就是一個奔向標竿的人生
[00:02:31.200 --> 00:02:33.900]  這為什麼當他離開這個世界之前
[00:02:33.900 --> 00:02:38.000]  他在提摩代後書第四章第七節他也這樣說
[00:02:38.000 --> 00:02:40.400]  那美好的仗我已經打過了
[00:02:40.400 --> 00:02:44.300]  剛跑的路我已經跑盡了
[00:02:44.300 --> 00:02:47.600]  保羅就是形容他自己的生命福祉
[00:02:47.600 --> 00:02:50.800]  就像一個奔跑的路程一樣
[00:02:50.800 --> 00:02:53.200]  但是這種人生的奔跑
[00:02:53.200 --> 00:03:00.000]  可能不像你我所以為是那種百米衝刺的這種奔跑一樣
[00:03:00.000 --> 00:03:04.700]  反而好像是一種馬拉松式的賽跑
[00:03:04.700 --> 00:03:08.600]  你要知道百米衝刺跟馬拉松式的賽跑
[00:03:08.600 --> 00:03:11.500]  是完全不一樣的奔跑方式
[00:03:11.500 --> 00:03:16.300]  百米衝刺就是你一口氣要衝到底就好
[00:03:16.300 --> 00:03:19.200]  但是馬拉松式的奔跑
[00:03:19.200 --> 00:03:22.000]  跑得快固然很重要
[00:03:22.000 --> 00:03:26.000]  但更重要的是能夠堅持到底
[00:03:26.000 --> 00:03:28.900]  因為跑得好並不困難
[00:03:28.900 --> 00:03:31.900]  但要在這個信仰的道路上
[00:03:31.900 --> 00:03:35.600]  人生的道路上堅持到底
[00:03:35.600 --> 00:03:38.300]  卻不是一件容易的事
[00:03:38.300 --> 00:03:43.200]  特別是當我們在面對人生各樣的困境的時候
[00:03:43.200 --> 00:03:46.200]  特別是當我們看見我們的景況
[00:03:46.200 --> 00:03:48.100]  不但沒有好轉
[00:03:48.100 --> 00:03:51.500]  反而每況愈下的時候
[00:03:51.500 --> 00:03:56.800]  我們的心常常就是會灰心失望
[00:03:56.800 --> 00:04:01.500]  而且在信仰的道路上我們停滯不前
[00:04:01.500 --> 00:04:06.100]  那你說我們怎麼樣能夠在這條漫長的人生道路當中
[00:04:06.100 --> 00:04:11.500]  堅持到底我們能夠奔向標竿得著獎賞呢?
[00:04:11.500 --> 00:04:12.700]  我們一同來讀一段聖經
[00:04:12.700 --> 00:04:15.900]  在希伯來書第十二章第一到第二節
[00:04:15.900 --> 00:04:18.500]  兩節的聖經可是非常的寶貴
[00:04:18.500 --> 00:04:20.300]  我們一同來念好不好?
[00:04:20.300 --> 00:04:25.500]  我們既有這許多的見證人如同雲彩圍著我們
[00:04:25.500 --> 00:04:27.900]  就當放下各樣的重擔
[00:04:27.900 --> 00:04:32.200]  脫去容易殘累我們的最純心忍耐
[00:04:32.200 --> 00:04:35.900]  奔那擺在我們前頭的路程
[00:04:35.900 --> 00:04:40.300]  仰望為我們信心創始成中的耶穌
[00:04:40.300 --> 00:04:44.900]  他因那擺在前面的喜樂就輕看羞辱
[00:04:44.900 --> 00:04:47.400]  忍受了十字架的苦難
[00:04:47.400 --> 00:04:50.700]  便坐在神寶座的右邊
[00:04:50.700 --> 00:04:53.600]  從今天這個經文當中我們看見有三方面
[00:04:53.600 --> 00:04:57.700]  怎麼樣能夠讓我們有一個奔向標竿的人生
[00:04:57.700 --> 00:05:01.600]  第一個你一定要明白你不是孤單的
[00:05:01.600 --> 00:05:05.400]  跟你們說你不是孤單的
[00:05:05.400 --> 00:05:07.400]  在西班牙第十二章第一節這裡說
[00:05:07.400 --> 00:05:12.500]  我們既有這許多的見證人如同雲彩圍繞
[00:05:12.500 --> 00:05:14.200]  換句話說
[00:05:14.200 --> 00:05:19.400]  這條信仰的道路不是沒有人跑過
[00:05:19.400 --> 00:05:22.700]  你我所經歷的試煉困境
[00:05:22.700 --> 00:05:26.200]  我們心中的憂悶我們的煩躁
[00:05:26.200 --> 00:05:28.400]  也許形式有所不同
[00:05:28.400 --> 00:05:32.900]  但也不是說沒有人經歷過
[00:05:32.900 --> 00:05:35.700]  如果我們讀過詩篇第四十二篇
[00:05:35.700 --> 00:05:40.500]  第五節你就看見詩篇的作者在這裡對他的心說話
[00:05:40.500 --> 00:05:43.800]  詩篇的作者說我的心你為何憂悶
[00:05:43.800 --> 00:05:46.500]  為何在我裡面怎麼樣煩躁
[00:05:46.500 --> 00:05:54.000]  可見得他也曾經落入到一種憂悶煩躁的光景當中
[00:05:54.000 --> 00:05:56.400]  如果我們讀過以利亞的故事
[00:05:56.400 --> 00:06:01.100]  你還記得以利亞他在羅騰樹下求死的那個禱告
[00:06:01.100 --> 00:06:04.500]  在列王記上十九章第四節裡面
[00:06:04.500 --> 00:06:08.100]  他坐在樹下求死說耶和華罷了
[00:06:08.100 --> 00:06:09.900]  求你取去我的性命
[00:06:09.900 --> 00:06:12.700]  因為我不勝於我的列祖
[00:06:12.700 --> 00:06:15.500]  你也看見這麼一個偉大的先知
[00:06:15.500 --> 00:06:19.500]  他在神面前也有這種絕望的光景
[00:06:19.500 --> 00:06:23.900]  甚至要求神取去他自己的性命
