
[00:00:00.000 --> 00:00:02.000]  好,今日黎大爺去領導世衛醫師
[00:00:02.000 --> 00:00:04.000]  我再一次低頭,我們禱告嗎
[00:00:04.000 --> 00:00:06.000]  希望我多謝你給我們機會黎大爺去學習
[00:00:06.000 --> 00:00:09.000]  多謝你給我們能先有好的敬拜
[00:00:09.000 --> 00:00:11.000]  讓我們剛才的歌頌讚美
[00:00:11.000 --> 00:00:14.000]  你能夠預納我們在你面前誠心的
[00:00:14.000 --> 00:00:16.000]  來獻上這份的讚美
[00:00:16.000 --> 00:00:18.000]  你高梅孩子口中所講的信息
[00:00:18.000 --> 00:00:21.000]  讓我們不只是聽一些理論
[00:00:21.000 --> 00:00:22.000]  也讓我們能夠反思
[00:00:22.000 --> 00:00:25.000]  反思我們今天究竟是愛你
[00:00:25.000 --> 00:00:26.000]  我們是順從你
[00:00:26.000 --> 00:00:28.000]  還是有時候我們是利用你
[00:00:28.000 --> 00:00:30.000]  請求你黎大爺幫助我們
[00:00:30.000 --> 00:00:32.000]  有使用孩子所講的道
[00:00:32.000 --> 00:00:34.000]  祈禱拉奉主德性的名,Amen
[00:00:34.000 --> 00:00:36.000]  有時候作為一個牧者
[00:00:36.000 --> 00:00:38.000]  也有很多的感慨
[00:00:38.000 --> 00:00:40.000]  就是有時候被利用
[00:00:40.000 --> 00:00:42.000]  甚至有時候我們是甘心被利用
[00:00:42.000 --> 00:00:44.000]  特別給一些不信的人
[00:00:44.000 --> 00:00:47.000]  很記得在粉嶺堂一開堂的時候
[00:00:47.000 --> 00:00:49.000]  就有一個人走下來
[00:00:49.000 --> 00:00:51.000]  就說要信耶穌
[00:00:51.000 --> 00:00:53.000]  叫我們幫助他
[00:00:53.000 --> 00:00:58.000]  原來他就偷了一些防處的水渠的鐵
[00:00:58.000 --> 00:01:01.000]  很多的,用小車推被人家抓了
[00:01:01.000 --> 00:01:04.000]  我們也知道他其實是不是真的信了
[00:01:04.000 --> 00:01:06.000]  他就下來
[00:01:06.000 --> 00:01:09.000]  我還記得是張國榮跳樓死那天
[00:01:09.000 --> 00:01:11.000]  4月1號,他是上法庭的
[00:01:11.000 --> 00:01:14.000]  我上午那次很忙
[00:01:14.000 --> 00:01:18.000]  因為其實那天有另外一個人跳樓死
[00:01:18.000 --> 00:01:21.000]  但是因為張國榮太緊要了
[00:01:21.000 --> 00:01:23.000]  所以他就放在內頁
[00:01:23.000 --> 00:01:26.000]  就是馬會的保安總主任
[00:01:26.000 --> 00:01:28.000]  在南塘道跳樓離開世界
[00:01:28.000 --> 00:01:30.000]  那天我還要馬上過去
[00:01:30.000 --> 00:01:31.000]  為什麼呢?
[00:01:31.000 --> 00:01:33.000]  因為我們是一個會友的舅父
[00:01:33.000 --> 00:01:36.000]  然後處理了一件事之後
[00:01:36.000 --> 00:01:39.000]  就去灣仔的法庭陪伴這個人
[00:01:39.000 --> 00:01:41.000]  我也有寫求情信的
[00:01:41.000 --> 00:01:45.000]  終於判他簽保守行為
[00:01:45.000 --> 00:01:48.000]  未判案之前就回教會
[00:01:48.000 --> 00:01:50.000]  但是判完之後就離開教會了
[00:01:50.000 --> 00:01:52.000]  就沒了回來
[00:01:52.000 --> 00:01:54.000]  這次是屢見不鮮的
[00:01:54.000 --> 00:01:57.000]  但是有時候我也會繼續甘心被利用
[00:01:57.000 --> 00:02:01.000]  因為希望這個愛的種子有一天會萌芽
[00:02:01.000 --> 00:02:05.000]  但是有時候更大的無奈和傷害是什麼呢?
[00:02:05.000 --> 00:02:07.000]  就是這些回教會的人
[00:02:07.000 --> 00:02:09.000]  但可能也會利用你
[00:02:09.000 --> 00:02:13.000]  就是近期有一個曾經在我們教會很長時間的人
[00:02:13.000 --> 00:02:15.000]  後來離開了都很久了
[00:02:15.000 --> 00:02:17.000]  可能去了另一間教會
[00:02:17.000 --> 00:02:20.000]  後來WhatsApp我們
[00:02:20.000 --> 00:02:22.000]  就說我現在進了大埔醫院
[00:02:22.000 --> 00:02:24.000]  你可不可以來探望我們
[00:02:24.000 --> 00:02:26.000]  那天好像是禮拜五還是禮拜六
[00:02:26.000 --> 00:02:27.000]  黃昏
[00:02:27.000 --> 00:02:28.000]  我們跟他說
[00:02:28.000 --> 00:02:29.000]  我回他
[00:02:29.000 --> 00:02:31.000]  因為我知道那個不是急症
[00:02:31.000 --> 00:02:34.000]  大家知道重病不會在大埔醫院
[00:02:34.000 --> 00:02:36.000]  我跟他說
[00:02:36.000 --> 00:02:37.000]  我們會來的
[00:02:37.000 --> 00:02:40.000]  但是因為禮拜六禮拜日我們都很忙
[00:02:40.000 --> 00:02:43.000]  所以我們可不可以看禮拜一來
[00:02:43.000 --> 00:02:46.000]  然後就馬上說不用來了
[00:02:46.000 --> 00:02:48.000]  你不關心我們
[00:02:48.000 --> 00:02:49.000]  我有另一間教會
[00:02:49.000 --> 00:02:51.000]  我會叫另一間教會的牧者來
[00:02:51.000 --> 00:02:52.000]  我仍然覺得感恩
[00:02:52.000 --> 00:02:53.000]  他有另一間教會
[00:02:53.000 --> 00:02:55.000]  你明白我的意思嗎?
[00:02:55.000 --> 00:02:57.000]  但是他沒有回教會一段很長時間
[00:02:57.000 --> 00:02:59.000]  但當他有事的時候
[00:02:59.000 --> 00:03:02.000]  他就會要求你帶他去幫忙
[00:03:02.000 --> 00:03:05.000]  正如上個禮拜日我負責的安息禮也是
[00:03:05.000 --> 00:03:10.000]  都是一個女士回到葵涌堂一段很短時間
[00:03:10.000 --> 00:03:12.000]  但這五、六年都沒有回來
[00:03:12.000 --> 00:03:13.000]  但當她離開了世界的時候
[00:03:13.000 --> 00:03:15.000]  她的家人就要求我負責安息禮
[00:03:15.000 --> 00:03:17.000]  但我再說我是樂意的
[00:03:17.000 --> 00:03:19.000]  這些還好
[00:03:19.000 --> 00:03:22.000]  但有時候我覺得基督徒有一個很大的失敗
[00:03:22.000 --> 00:03:26.000]  他是利用神多於愛神
[00:03:26.000 --> 00:03:27.000]  當他有事的時候
[00:03:27.000 --> 00:03:29.000]  他就會去求問神
[00:03:29.000 --> 00:03:32.000]  但接著他就隨自己的心意而行
[00:03:32.000 --> 00:03:35.000]  按自己的喜好去做
[00:03:35.000 --> 00:03:37.000]  會按神的心意而行
[00:03:37.000 --> 00:03:42.000]  甚至明知道一些不合神心意的事
[00:03:42.000 --> 00:03:45.000]  但他都會將它合理化
[00:03:45.000 --> 00:03:50.000]  甚至去掩蓋自己內心那種不安
[00:03:50.000 --> 00:03:55.000]  聖靈的督責去騙神、騙自己
[00:03:55.000 --> 00:03:56.000]  我們會看一個人物
[00:03:56.000 --> 00:03:59.000]  這個人物是一個很厲害的領袖
[00:03:59.000 --> 00:04:02.000]  就是以色列國際北角第一個王
[00:04:02.000 --> 00:04:04.000]  就是耶羅邦安
[00:04:04.000 --> 00:04:08.000]  他怎樣去騙神、騙自己呢?
[00:04:08.000 --> 00:04:15.000]  但耶羅邦安的生命往往很可能成為今天一些基督徒的寫照
[00:04:15.000 --> 00:04:16.000]  所以我們需要反省
[00:04:16.000 --> 00:04:19.000]  第一我們看到耶羅邦安是神的恩典
[00:04:19.000 --> 00:04:21.000]  尼大爺去提拔他
[00:04:21.000 --> 00:04:23.000]  我們要了解背景
[00:04:23.000 --> 00:04:26.000]  神建立了大衛
[00:04:26.000 --> 00:04:27.000]  因為大衛很愛神
