
[00:00:00.000 --> 00:00:06.000]  商務及經濟發展局局長
[00:00:30.000 --> 00:00:36.000]  譚耀宗議員
[00:01:00.000 --> 00:01:06.000]  主席
[00:01:30.000 --> 00:01:36.000]  譚耀宗議員
[00:02:00.000 --> 00:02:06.000]  主席
[00:02:30.000 --> 00:02:36.000]  主席
[00:03:00.000 --> 00:03:06.000]  主席
[00:03:30.000 --> 00:03:36.000]  主席
[00:04:00.000 --> 00:04:06.000]  主席
[00:04:30.000 --> 00:04:36.000]  主席
[00:05:00.000 --> 00:05:06.000]  主席
[00:05:30.000 --> 00:05:36.000]  主席
[00:06:00.000 --> 00:06:06.000]  主席
[00:06:30.000 --> 00:06:36.000]  主席
[00:07:00.000 --> 00:07:06.000]  主席
[00:07:30.000 --> 00:07:36.000]  主席
[00:08:00.000 --> 00:08:06.000]  主席
[00:08:30.000 --> 00:08:36.000]  主席
[00:09:00.000 --> 00:09:06.000]  主席
[00:09:30.000 --> 00:09:36.000]  主席
[00:10:00.000 --> 00:10:06.000]  主席
[00:10:30.000 --> 00:10:36.000]  主席
[00:11:00.000 --> 00:11:06.000]  主席
[00:11:30.000 --> 00:11:36.000]  主席
[00:12:00.000 --> 00:12:06.000]  主席
[00:12:30.000 --> 00:12:36.000]  主席
[00:13:00.000 --> 00:13:06.000]  主席
[00:13:30.000 --> 00:13:36.000]  主席
[00:14:00.000 --> 00:14:06.000]  主席
[00:14:30.000 --> 00:14:36.000]  主席
[00:15:00.000 --> 00:15:06.000]  主席
[00:15:30.000 --> 00:15:36.000]  主席
[00:15:36.000 --> 00:15:56.000]  主席
[00:16:00.000 --> 00:16:06.000]  主席
[00:16:30.000 --> 00:16:36.000]  主席
[00:17:00.000 --> 00:17:06.000]  主席
[00:17:30.000 --> 00:17:36.000]  主席
[00:18:00.000 --> 00:18:06.000]  主席
[00:18:30.000 --> 00:18:36.000]  主席
[00:19:00.000 --> 00:19:06.000]  主席
[00:19:30.000 --> 00:19:36.000]  主席
[00:20:00.000 --> 00:20:06.000]  主席
[00:20:30.000 --> 00:20:36.000]  主席
[00:21:00.000 --> 00:21:06.000]  主席
[00:21:30.000 --> 00:21:36.000]  主席
[00:22:00.000 --> 00:22:06.000]  主席
[00:22:30.000 --> 00:22:36.000]  主席
[00:23:00.000 --> 00:23:06.000]  主席
[00:23:30.000 --> 00:23:36.000]  主席
[00:24:00.000 --> 00:24:06.000]  主席
[00:24:30.000 --> 00:24:36.000]  主席
[00:25:00.000 --> 00:25:06.000]  主席
[00:25:30.000 --> 00:25:36.000]  主席
[00:26:00.000 --> 00:26:06.000]  主席
[00:26:30.000 --> 00:26:36.000]  主席
[00:27:00.000 --> 00:27:06.000]  主席
[00:27:30.000 --> 00:27:36.000]  主席
[00:28:00.000 --> 00:28:06.000]  主席
[00:28:30.000 --> 00:28:36.000]  主席
[00:29:00.000 --> 00:29:06.000]  主席
[00:29:30.000 --> 00:29:36.000]  主席
[00:30:00.000 --> 00:30:06.000]  主席
[00:30:30.000 --> 00:30:36.000]  主席
[00:31:00.000 --> 00:31:06.000]  主席
[00:31:30.000 --> 00:31:36.000]  主席
[00:32:00.000 --> 00:32:06.000]  主席
[00:32:30.000 --> 00:32:36.000]  主席
[00:33:00.000 --> 00:33:06.000]  主席
[00:33:30.000 --> 00:33:36.000]  主席
[00:34:00.000 --> 00:34:06.000]  主席
[00:34:30.000 --> 00:34:36.000]  主席
[00:35:00.000 --> 00:35:06.000]  主席
[00:35:30.000 --> 00:35:36.000]  主席
[00:36:00.000 --> 00:36:06.000]  主席
[00:36:30.000 --> 00:36:36.000]  主席
[00:37:00.000 --> 00:37:06.000]  主席
[00:37:30.000 --> 00:37:36.000]  主席
[00:38:00.000 --> 00:38:06.000]  主席
[00:38:30.000 --> 00:38:36.000]  主席
[00:39:00.000 --> 00:39:06.000]  主席
[00:39:30.000 --> 00:39:36.000]  主席
[00:40:00.000 --> 00:40:06.000]  主席
[00:40:30.000 --> 00:40:36.000]  主席
[00:41:00.000 --> 00:41:06.000]  主席
[00:41:30.000 --> 00:41:36.000]  主席
[00:42:00.000 --> 00:42:06.000]  主席
[00:42:30.000 --> 00:42:36.000]  主席
[00:43:00.000 --> 00:43:06.000]  主席
[00:43:30.000 --> 00:43:36.000]  主席
[00:44:00.000 --> 00:44:06.000]  主席
[00:44:30.000 --> 00:44:36.000]  主席
[00:45:00.000 --> 00:45:06.000]  主席
[00:45:30.000 --> 00:45:36.000]  主席
[00:46:00.000 --> 00:46:06.000]  主席
[00:46:30.000 --> 00:46:36.000]  主席
[00:47:00.000 --> 00:47:06.000]  主席
[00:47:30.000 --> 00:47:36.000]  主席
[00:48:00.000 --> 00:48:06.000]  主席
[00:48:30.000 --> 00:48:36.000]  主席
[00:49:00.000 --> 00:49:06.000]  主席
[00:49:30.000 --> 00:49:36.000]  主席
[00:50:00.000 --> 00:50:06.000]  主席
[00:50:30.000 --> 00:50:36.000]  主席
[00:51:00.000 --> 00:51:06.000]  主席
[00:51:30.000 --> 00:51:36.000]  主席
[00:52:00.000 --> 00:52:06.000]  主席
[00:52:30.000 --> 00:52:36.000]  主席
[00:53:00.000 --> 00:53:06.000]  主席
