
[00:00:00.000 --> 00:00:03.000]  早晨 各位電影姐妹平安
[00:00:03.000 --> 00:00:06.000]  多謝師班帶領我們的禱告
[00:00:06.000 --> 00:00:09.000]  讓我們再一次在主面前獻上禱告
[00:00:09.000 --> 00:00:12.000]  天父上帝我們獻上感恩
[00:00:12.000 --> 00:00:14.000]  是祢的恩典
[00:00:14.000 --> 00:00:18.000]  讓我們由歲首到年終都經歷生命的豐富
[00:00:18.000 --> 00:00:20.000]  求祢繼續帶領賜福
[00:00:20.000 --> 00:00:22.000]  繼續向我們說話
[00:00:22.000 --> 00:00:25.000]  以讓我們生命裏面有祢的話語
[00:00:25.000 --> 00:00:27.000]  成為我們的指引
[00:00:27.000 --> 00:00:28.000]  成為我們的燈
[00:00:28.000 --> 00:00:29.000]  成為我們的光
[00:00:29.000 --> 00:00:31.000]  以證我們每一步都不偏離
[00:00:31.000 --> 00:00:32.000]  看我們的耳朵
[00:00:32.000 --> 00:00:34.000]  讓我們留心聆聽
[00:00:34.000 --> 00:00:35.000]  看我們的眼睛
[00:00:35.000 --> 00:00:36.000]  讓我們見證到祢的榮美
[00:00:36.000 --> 00:00:37.000]  猶如僕人口中的言語
[00:00:37.000 --> 00:00:39.000]  頂姐妹之間的心思意念
[00:00:39.000 --> 00:00:40.000]  蒙聖靈的啟迪
[00:00:40.000 --> 00:00:41.000]  蒙主的月立
[00:00:41.000 --> 00:00:43.000]  禱告奉耶穌基督的名球
[00:00:43.000 --> 00:00:47.000]  頂姐妹今天是大年初六
[00:00:47.000 --> 00:00:49.000]  所以在這裏祝賀每一位
[00:00:49.000 --> 00:00:52.000]  新年一日我們能夠經歷上主更多的恩典
[00:00:52.000 --> 00:00:53.000]  身心靈健壯
[00:00:53.000 --> 00:00:55.000]  能夠不單止龍馬精神
[00:00:55.000 --> 00:00:57.000]  而是在主的恩典當中
[00:00:57.000 --> 00:00:59.000]  我們的靈也是每天這麼精神的
[00:00:59.000 --> 00:01:02.000]  以致能夠領受上主更多的福樂
[00:01:02.000 --> 00:01:04.000]  更多的恩惠
[00:01:04.000 --> 00:01:07.000]  今天同樣都是教會大齋期
[00:01:07.000 --> 00:01:09.000]  第一個主日的開始
[00:01:09.000 --> 00:01:11.000]  大齋期是什麼意思呢
[00:01:11.000 --> 00:01:14.000]  大家可能都開始慢慢要去熟悉多一點了
[00:01:14.000 --> 00:01:16.000]  大齋期當中我們多一點默想
[00:01:16.000 --> 00:01:17.000]  你看到今天的詩歌
[00:01:17.000 --> 00:01:18.000]  土文
[00:01:18.000 --> 00:01:22.000]  我們都是在一個比較靜的時候
[00:01:22.000 --> 00:01:24.000]  多一點學習刻符
[00:01:24.000 --> 00:01:26.000]  學習詩社
[00:01:26.000 --> 00:01:29.000]  學習在一個簡樸的生活當中
[00:01:29.000 --> 00:01:30.000]  每年去到這裏
[00:01:30.000 --> 00:01:33.000]  很多頂姐妹都常常有很大的難處
[00:01:33.000 --> 00:01:35.000]  或者矛盾衝突
[00:01:35.000 --> 00:01:36.000]  明明是新年
[00:01:36.000 --> 00:01:37.000]  要慶祝的
[00:01:37.000 --> 00:01:39.000]  今年的大齋期開始
[00:01:39.000 --> 00:01:41.000]  大家知不知道是年初幾
[00:01:41.000 --> 00:01:42.000]  剛剛禮拜三
[00:01:42.000 --> 00:01:43.000]  初二
[00:01:43.000 --> 00:01:44.000]  初二
[00:01:44.000 --> 00:01:45.000]  中國人說新年了
[00:01:45.000 --> 00:01:46.000]  開年了
[00:01:46.000 --> 00:01:49.000]  就開始要學習獻璧
[00:01:49.000 --> 00:01:51.000]  學習走苦的路
[00:01:51.000 --> 00:01:53.000]  好像很多的衝突很矛盾
[00:01:53.000 --> 00:01:54.000]  每年都是這樣
[00:01:54.000 --> 00:01:56.000]  其實不像是今年
[00:01:56.000 --> 00:01:58.000]  都是大年初幾的日子
[00:01:58.000 --> 00:02:00.000]  差不多就是大齋期開始
[00:02:00.000 --> 00:02:01.000]  明明開始慶祝兩天之後
[00:02:01.000 --> 00:02:02.000]  教會就告訴你
[00:02:02.000 --> 00:02:03.000]  我們不要慶祝了
[00:02:03.000 --> 00:02:06.000]  我們要多一點去學習受苦
[00:02:06.000 --> 00:02:08.000]  我們吃東西要清淡一點
[00:02:08.000 --> 00:02:10.000]  禁食禱告
[00:02:10.000 --> 00:02:14.000]  好像很難拼在一起
[00:02:14.000 --> 00:02:18.000]  其實這個可能是上帝給中國人特別的恩典
[00:02:18.000 --> 00:02:20.000]  讓我們當中更深層的思考
[00:02:20.000 --> 00:02:23.000]  這個好像拼在一起的狀況
[00:02:23.000 --> 00:02:26.000]  其實就是信仰最實際的狀況
[00:02:26.000 --> 00:02:28.000]  信仰從來都不是順順利利
[00:02:28.000 --> 00:02:29.000]  開開心心
[00:02:29.000 --> 00:02:30.000]  快快樂樂
[00:02:30.000 --> 00:02:31.000]  好嘢
[00:02:31.000 --> 00:02:32.000]  感謝主
[00:02:32.000 --> 00:02:33.000]  就過你一世
[00:02:33.000 --> 00:02:34.000]  肯定不是
[00:02:34.000 --> 00:02:36.000]  當中年長的弟兄姊妹
[00:02:36.000 --> 00:02:37.000]  或者信仰經歷得深的弟兄姊妹
[00:02:37.000 --> 00:02:38.000]  你會更明白
[00:02:38.000 --> 00:02:40.000]  一定不是
[00:02:40.000 --> 00:02:43.000]  今日經文正正就是講這件事情
[00:02:43.000 --> 00:02:47.000]  今日經文就是講耶穌受魔鬼的試探
[00:02:47.000 --> 00:02:48.000]  其實你應該很熟的
[00:02:48.000 --> 00:02:49.000]  因為每年去到這個時候
[00:02:49.000 --> 00:02:51.000]  都是講這些經文的
[00:02:51.000 --> 00:02:53.000]  可能我在這裡都講了很多次
[00:02:53.000 --> 00:02:55.000]  耶穌受魔鬼試探
[00:02:55.000 --> 00:02:56.000]  大家都很熟的
[00:02:56.000 --> 00:02:59.000]  這段經文第一個我要問的問題就是
[00:02:59.000 --> 00:03:02.000]  為什麼耶穌要受試探?
[00:03:02.000 --> 00:03:04.000]  你每個禮拜去教會
[00:03:04.000 --> 00:03:06.000]  剛才蘇雪教師帶我們去祈禱
[00:03:06.000 --> 00:03:08.000]  我們背主禱文的
[00:03:08.000 --> 00:03:09.000]  主禱文有一句是什麼?
[00:03:09.000 --> 00:03:11.000]  不叫我們
[00:03:11.000 --> 00:03:12.000]  就是了
[00:03:12.000 --> 00:03:13.000]  我們明明祈禱求上帝
[00:03:13.000 --> 00:03:14.000]  叫我們拿走試探
[00:03:14.000 --> 00:03:16.000]  不要見到
[00:03:16.000 --> 00:03:19.000]  這個是耶穌教我們的
[00:03:19.000 --> 00:03:21.000]  但是耶穌不是空口講白話
[00:03:21.000 --> 00:03:22.000]  你們沒有試探
[00:03:22.000 --> 00:03:24.000]  求上帝拿走試探
[00:03:24.000 --> 00:03:27.000]  是耶穌親自經歷過試探
[00:03:27.000 --> 00:03:29.000]  而祂為我們
[00:03:29.000 --> 00:03:31.000]  也教我們向上帝祈禱
[00:03:31.000 --> 00:03:33.000]  最好不要見到試探
[00:03:33.000 --> 00:03:35.000]  你明不明白那個內容?
[00:03:35.000 --> 00:03:36.000]  就是說
[00:03:36.000 --> 00:03:38.000]  試探是很難搞的
[00:03:38.000 --> 00:03:40.000]  是不容易的
[00:03:40.000 --> 00:03:42.000]  很多人將耶穌受試探這段經文
[00:03:42.000 --> 00:03:43.000]  就會解釋試探
[00:03:43.000 --> 00:03:44.000]  我們有分試探
[00:03:44.000 --> 00:03:45.000]  有分試煉
[00:03:45.000 --> 00:03:46.000]  其實你看看聖經
[00:03:46.000 --> 00:03:47.000]  沒怎麼分的
[00:03:47.000 --> 00:03:49.000]  他偶爾就用試探
[00:03:49.000 --> 00:03:50.000]  偶爾就用試煉
[00:03:50.000 --> 00:03:51.000]  明明同一個原文都是這樣用的
[00:03:51.000 --> 00:03:52.000]  其實告訴我們
[00:03:52.000 --> 00:03:53.000]  就是這樣
[00:03:53.000 --> 00:03:54.000]  人生就會經歷一些
[00:03:54.000 --> 00:03:56.000]  你沒有想過會面對
[00:03:56.000 --> 00:03:58.000]  而是魔鬼撒旦會出現的時候
[00:03:58.000 --> 00:03:59.000]  不要以為你信了耶穌之後
