
[00:00:00.000 --> 00:00:05.000]  大家有沒有看過《創世紀》第二章18至24節?
[00:00:05.000 --> 00:00:07.000]  看過很多次了,是不是?
[00:00:07.000 --> 00:00:09.000]  有沒有三次?請舉手,有三次了
[00:00:09.000 --> 00:00:10.000]  好像有,是不是?
[00:00:10.000 --> 00:00:13.000]  不過不要緊,我們今天繼續看,OK?
[00:00:13.000 --> 00:00:16.000]  我們先進入經文,然後我們祈禱
[00:00:16.000 --> 00:00:18.000]  我們就進入我們的講道,好不好?
[00:00:18.000 --> 00:00:21.000]  請聽我恭敬地讀出今天的經文
[00:00:21.000 --> 00:00:27.000]  在《創世紀》的第二章,18至24節
[00:00:27.000 --> 00:00:33.000]  耶和華說:那人獨居不好,我要為他做一個配偶,幫助他
[00:00:33.000 --> 00:00:40.000]  耶和華神用土所造成的野地各樣走獸和空中各樣飛鳥都
[00:00:40.000 --> 00:00:44.000]  帶到那人面前,看他叫什麼?
[00:00:44.000 --> 00:00:48.000]  那人怎樣叫各樣的動物,那就是他的名字
[00:00:48.000 --> 00:00:53.000]  那人便吸一切生畜和空中飛鳥
[00:00:53.000 --> 00:01:01.000]  野地走獸都起了名,指示那人沒有預見配偶幫助他
[00:01:01.000 --> 00:01:10.000]  耶和華使他沉睡,他就睡了,於是取下他的一條肋骨,又把肉合起來
[00:01:10.000 --> 00:01:17.000]  耶和華神就用那人身上所取的肋骨,造成一個女人,領他到那人跟前
[00:01:17.000 --> 00:01:23.000]  耶和華神說:這是我骨中的骨,肉中的肉,可以稱他為女人
[00:01:23.000 --> 00:01:27.000]  因為他是從男人身上取出來的
[00:01:27.000 --> 00:01:33.000]  因此人要離開父母與妻子聯合,二人成為一體
[00:01:33.000 --> 00:01:47.000]  天父上帝感謝祢,聚集我們一起敬拜祢時,我們可以得著祢話語中的滋潤
[00:01:47.000 --> 00:01:52.000]  主要是這段經文,我們看了很多次,感謝祢活潑的話語,再次提醒我們
[00:01:52.000 --> 00:01:58.000]  祢是活潑的神,祢是復活的神,在裡面,我們可以跟著祢走
[00:01:58.000 --> 00:02:03.000]  讓我們知道,可以從婚姻裡面,如何成為一個合理心意的僕人
[00:02:03.000 --> 00:02:08.000]  以致我們在教會,在這個社會,在這個世界裡面,可以活得更加像祢
[00:02:08.000 --> 00:02:12.000]  感謝祢聽我們的禱告,禱告奉主耶穌基督的祈求,Amen
[00:02:12.000 --> 00:02:17.000]  今天我們的題目是什麼,可不可以讀一讀給我聽
[00:02:17.000 --> 00:02:22.000]  相愛很難,相愛不難
[00:02:22.000 --> 00:02:28.000]  相愛很難,相愛不難,相愛不難
[00:02:28.000 --> 00:02:35.000]  大家同不同意嗎?你們信不信?結了婚,未吵過架,請你舉手給我看看
[00:02:35.000 --> 00:02:43.000]  沒有人舉手了,真的,真的是吵架,為什麼相處的時候一定要吵架呢?
[00:02:43.000 --> 00:02:50.000]  為什麼會這樣呢?其實吵架,一對夫妻吵架,是不是一個危機?
[00:02:50.000 --> 00:02:55.000]  可以是一個很嚴重的危機,但在主裡面,可以是一個很好的契機
[00:02:55.000 --> 00:03:00.000]  令到雙方更加了解對方,可以令到雙方可以更加親密
[00:03:00.000 --> 00:03:04.000]  可以令到對方知道,原來我是這麼需要你的
[00:03:04.000 --> 00:03:10.000]  也可以從婚姻當中,知道我們的purpose,我們在主裡面的目的是什麼
[00:03:10.000 --> 00:03:18.000]  說到這裡,如果有獨生的弟兄姊妹,無論任何原因,你現在是獨生的
[00:03:18.000 --> 00:03:23.000]  那是不是很不公平呢?沒得吵架,沒得吵架怎麼辦?是不是不關我的事呢?
[00:03:23.000 --> 00:03:30.000]  不,絕對關你的事,記不記得保羅在《爾忽所書》第五章說到婚姻
[00:03:30.000 --> 00:03:37.000]  說完之後,他說是指著什麼說的?指著教會說的,同不同意?
[00:03:37.000 --> 00:03:44.000]  這個極大的奧秘,所以今天,無論單身的弟兄姊妹,又或者結了婚的弟兄姊妹
[00:03:44.000 --> 00:03:51.000]  都可以透過婚姻這個關係,令到我們學習為什麼人會吵架
[00:03:51.000 --> 00:03:58.000]  為什麼一對夫妻裡面會吵架,也都學學我們怎樣可以在婚姻裡面
[00:03:58.000 --> 00:04:04.000]  經營到一個更加美滿的關係、寵意,令到我們每一個人在教會裡面
[00:04:04.000 --> 00:04:11.000]  可以活出一個共同的目的,就是叫主、喜悅,以及我們一起去侍奉主
[00:04:11.000 --> 00:04:16.000]  正如在哥倫多前書第七章,保羅怎麼說呢?
[00:04:16.000 --> 00:04:20.000]  我願你們無所掛慮,沒有娶妻的,是為主的事掛慮
[00:04:20.000 --> 00:04:23.000]  想怎樣叫主喜悅,娶了妻的,是為世上的事掛慮
[00:04:23.000 --> 00:04:29.000]  想怎樣叫妻子喜悅,婦人和處女也有分別,沒有出嫁的,是為主的事掛慮
[00:04:29.000 --> 00:04:34.000]  要身體、靈魂都成結,已經出嫁的,是為世上的事掛慮
[00:04:34.000 --> 00:04:41.000]  想怎樣叫丈夫喜悅,我書者說是為你們的益處,不是要籠罩你們
[00:04:41.000 --> 00:04:46.000]  乃是要叫你們行合宜的事,得以...怎樣?一起讀吧
[00:04:46.000 --> 00:04:50.000]  因勤,是奉主沒有分心的事
[00:04:50.000 --> 00:04:54.000]  所以我們每一個基督徒calling,即是我們的呼召是不同的
[00:04:54.000 --> 00:04:59.000]  但我們卻是服侍著同一位主的,Amen?Amen?
[00:04:59.000 --> 00:05:05.000]  所以我們就要拿個心出來,一起看看今天神想跟我們說些什麼
[00:05:05.000 --> 00:05:10.000]  所以我再讀一次今天這句經文,我們一起一二三大聲讀
[00:05:10.000 --> 00:05:19.000]  一二三,因此人要離開父母,與妻子聯合,二人成為一體
[00:05:19.000 --> 00:05:23.000]  我們繼續讀以下這句口號,我們的口號今天是什麼呢?
[00:05:23.000 --> 00:05:30.000]  一二三,二人成為一體,形成三個單位
[00:05:30.000 --> 00:05:33.000]  哪三個單位呢?我們一起看看,好嗎?
[00:05:33.000 --> 00:05:39.000]  這三個單位就是我,你,和我們,不是我和你
[00:05:39.000 --> 00:05:44.000]  即是我就是我,你就是我太太,你明白我什麼意思嗎?
[00:05:44.000 --> 00:05:47.000]  然後我和我太太,就是我們
[00:05:47.000 --> 00:05:55.000]  所以再讀一次,二人成為一體,形成三個單位
[00:05:55.000 --> 00:06:03.000]  哪三個單位呢?我,你,和我們,是的,好嗎?
[00:06:03.000 --> 00:06:05.000]  下一張,可以嗎?是的,好嗎?
