
[00:00:00.000 --> 00:00:01.360]  各位同學好
[00:00:01.360 --> 00:00:04.640]  今天轉了一個大課室
[00:00:04.640 --> 00:00:08.240]  這裏坐了很多同學
[00:00:08.240 --> 00:00:12.060]  我剛才在前面問同學
[00:00:12.060 --> 00:00:13.480]  你幾多年級的?
[00:00:13.480 --> 00:00:16.380]  前面坐的同學很精巧地回答
[00:00:16.380 --> 00:00:17.940]  他四年級的
[00:00:17.940 --> 00:00:24.040]  應該是真少有小高的
[00:00:24.040 --> 00:00:26.140]  四、五、六年級的同學也有
[00:00:26.140 --> 00:00:28.120]  四年級的舉手
[00:00:29.320 --> 00:00:30.320]  五年級的呢?
[00:00:30.320 --> 00:00:34.680]  六年級的最多了
[00:00:34.680 --> 00:00:37.200]  這邊應該是中一級的
[00:00:37.200 --> 00:00:39.360]  中一級的舉手
[00:00:39.360 --> 00:00:42.660]  有沒有中二的?
[00:00:42.660 --> 00:00:46.180]  沒有偷偷地走來嗎?
[00:00:46.180 --> 00:00:51.800]  這是中一至小四級的同學
[00:00:51.800 --> 00:00:57.600]  應該是九歲至十二、三歲之間的同學
[00:00:58.560 --> 00:01:01.420]  我有一個朋友
[00:01:01.420 --> 00:01:11.320]  現在是一個教授
[00:01:11.320 --> 00:01:17.800]  也是在一些大學裏面做校長的
[00:01:17.800 --> 00:01:26.880]  他在英國牛頓讀完書回來之後
[00:01:27.160 --> 00:01:30.400]  開始他的教育工作
[00:01:30.400 --> 00:01:35.080]  我有一次請他來我的教會裏面講見證
[00:01:35.080 --> 00:01:37.980]  他當時還不夠三十歲
[00:01:37.980 --> 00:01:39.440]  三十歲左右
[00:01:39.440 --> 00:01:42.680]  他講了一句說話
[00:01:42.680 --> 00:01:44.360]  我很有印象
[00:01:44.360 --> 00:01:46.120]  好像對我來說
[00:01:46.120 --> 00:01:49.200]  他跟我差不多年紀的
[00:01:49.200 --> 00:01:54.720]  差不多年紀,比我小一點的
[00:01:54.720 --> 00:01:56.640]  應該三十出頭了
[00:01:57.320 --> 00:02:05.880]  他說原來人生有很多很重要的事情
[00:02:05.880 --> 00:02:09.320]  是在我們不知道的時候
[00:02:09.320 --> 00:02:11.440]  已經被別人決定了
[00:02:11.440 --> 00:02:13.440]  聽到嗎?
[00:02:13.440 --> 00:02:16.680]  原來人生有很多很重要的事情
[00:02:16.680 --> 00:02:20.520]  在我們不知道的時候已經被別人決定了
[00:02:20.520 --> 00:02:25.080]  這個不知道未必是我們的疏忽
[00:02:25.920 --> 00:02:27.920]  有可能是我們的限制
[00:02:27.920 --> 00:02:31.480]  因為像你們小學生或者中學生那樣
[00:02:31.480 --> 00:02:33.240]  很多事情你是掌握不了的
[00:02:33.240 --> 00:02:36.560]  你又不知道學校會不會收你
[00:02:36.560 --> 00:02:38.160]  是不是?
[00:02:38.160 --> 00:02:39.520]  學校就收了你
[00:02:39.520 --> 00:02:42.360]  於是你就進了基朗或者到增小
[00:02:42.360 --> 00:02:45.360]  原來人生有很多事情
[00:02:45.360 --> 00:02:51.160]  是在你未曾知道的時候
[00:02:51.160 --> 00:02:53.960]  已經是別人幫你計劃了
[00:02:53.960 --> 00:02:57.320]  譬如你爸爸媽媽或者是社會上其他的事情
[00:02:57.320 --> 00:02:59.120]  給我的啟發
[00:02:59.120 --> 00:03:05.480]  原來我們掌握的事情其實不是很多
[00:03:05.480 --> 00:03:10.280]  但是我們其實要學習要知道多一點
[00:03:10.280 --> 00:03:12.160]  因為我們越知道多一點
[00:03:12.160 --> 00:03:15.880]  我們自己能夠掌握的事情就可以多一點
[00:03:15.880 --> 00:03:18.680]  我們當然不可以全部掌握
[00:03:18.680 --> 00:03:22.960]  就算是校長、老師們、爸爸媽媽
[00:03:23.160 --> 00:03:24.800]  他有些事情是掌握不了的
[00:03:24.800 --> 00:03:28.040]  但是他都會盡量掌握多一點
[00:03:28.040 --> 00:03:29.920]  譬如幫你們找學校的時候
[00:03:29.920 --> 00:03:31.240]  他們會找很多資料
[00:03:31.240 --> 00:03:34.160]  幫你們安排你們的生活的時候
[00:03:34.160 --> 00:03:35.760]  他希望盡量掌握多一點
[00:03:35.760 --> 00:03:37.520]  因為你掌握多一點的時候
[00:03:37.520 --> 00:03:40.760]  你的自主性、你的機會就多一點
[00:03:40.760 --> 00:03:41.640]  所以這個很重要
[00:03:41.640 --> 00:03:44.560]  我們在成長過程當中
[00:03:44.560 --> 00:03:47.880]  一方面要明白有些事情我們掌握不了
[00:03:47.880 --> 00:03:51.120]  另外一方面我們也嘗試掌握多一點
[00:03:52.000 --> 00:03:53.400]  在你們這個年紀
[00:03:53.400 --> 00:03:58.400]  即是十歲左右到十一、二、三歲的時候
[00:03:58.400 --> 00:04:01.240]  其實很多事情都不知道的
[00:04:01.240 --> 00:04:03.760]  是不是?
[00:04:03.760 --> 00:04:06.480]  小朋友而已
[00:04:06.480 --> 00:04:09.000]  但又不是
[00:04:09.000 --> 00:04:11.040]  其實你們很多事情都知道的
[00:04:11.040 --> 00:04:15.440]  你一方面好像很多事情都不知道
[00:04:15.440 --> 00:04:16.920]  這個都要承認
[00:04:16.920 --> 00:04:18.680]  但我們原來又不是什麼都不知道
[00:04:18.680 --> 00:04:20.160]  我們已經在讀書了
[00:04:20.160 --> 00:04:23.600]  小四、小五、小六、中一
[00:04:23.600 --> 00:04:25.200]  其實很多事情都知道的
[00:04:25.200 --> 00:04:27.320]  小學四年級的小朋友
[00:04:27.320 --> 00:04:30.200]  我剛才聽你們讀經文的時候
[00:04:30.200 --> 00:04:31.560]  你們讀得到的
[00:04:31.560 --> 00:04:34.560]  讀到的意思就是那些字你們都懂的
[00:04:34.560 --> 00:04:35.600]  是不是?
[00:04:35.600 --> 00:04:37.720]  那些字都不淺的
[00:04:37.720 --> 00:04:38.800]  你們懂的
[00:04:38.800 --> 00:04:39.800]  讀得出來的
[00:04:39.800 --> 00:04:42.320]  基本上四年級的同學
[00:04:42.320 --> 00:04:44.160]  是懂得看報紙的
[00:04:44.160 --> 00:04:46.240]  懂得看報紙的
[00:04:46.240 --> 00:04:50.120]  一張報紙裡面的字大部分都懂得看的
[00:04:50.640 --> 00:04:52.360]  如果你們留心一點
[00:04:52.360 --> 00:04:54.240]  都會明白他說什麼的
[00:04:54.240 --> 00:04:55.800]  就是說
[00:04:55.800 --> 00:04:58.680]  原來人要學的字
[00:04:58.680 --> 00:04:59.920]  在小學的時候
[00:04:59.920 --> 00:05:02.640]  小學四年級開始
[00:05:02.640 --> 00:05:05.360]  掌握了相當大部分的字
[00:05:05.360 --> 00:05:07.000]  你懂得字
[00:05:07.000 --> 00:05:11.040]  你就可以去閱讀很多消息的東西
[00:05:11.040 --> 00:05:13.000]  中學生更加不用說了
[00:05:13.000 --> 00:05:13.680]  是不是?
[00:05:13.680 --> 00:05:16.760]  你一定會懂得更多的字
[00:05:16.760 --> 00:05:19.000]  所以你是懂得看報紙
[00:05:19.400 --> 00:05:21.120]  也懂得看書
[00:05:21.120 --> 00:05:23.560]  你是可以學習得到的
[00:05:23.560 --> 00:05:25.680]  當然
[00:05:25.680 --> 00:05:27.680]  能力是會有限制的
[00:05:27.680 --> 00:05:31.160]  我自己有一些是參與
[00:05:31.160 --> 00:05:34.400]  幫助中國大陸的學生
[00:05:34.400 --> 00:05:38.640]  那些貧困的學生的參與
[00:05:38.640 --> 00:05:48.280]  我最初在十幾年前幫助那些沒有書讀的小朋友
[00:05:48.480 --> 00:05:52.520]  我參與了一個叫做重返校園的計劃
[00:05:52.520 --> 00:05:57.440]  幫助那些不能夠讀書的小學生
[00:05:57.440 --> 00:06:01.000]  最多數量的時間
[00:06:01.000 --> 00:06:02.680]  是幫助了六萬個
[00:06:02.680 --> 00:06:06.400]  當然我是負責在香港籌錢等等去幫助他們
[00:06:06.400 --> 00:06:10.120]  直到2009年就停止了
[00:06:10.120 --> 00:06:12.040]  因為大陸的經濟發展了
[00:06:12.040 --> 00:06:14.240]  由於幫助他們
[00:06:14.240 --> 00:06:20.520]  我每年都有幾次去最窮的地方去探望那些小學生
[00:06:20.520 --> 00:06:23.920]  了解他們的學習情況
[00:06:23.920 --> 00:06:26.640]  後來我們又發現
[00:06:26.640 --> 00:06:28.360]  原來只是幫助小學生
[00:06:28.360 --> 00:06:30.160]  完成了小學的教育
[00:06:30.160 --> 00:06:31.720]  其實是不太足夠的
[00:06:31.720 --> 00:06:35.640]  因為小學生只是完成小學教育
[00:06:35.640 --> 00:06:37.880]  他的思考能力
