
[00:00:00.000 --> 00:00:05.000]  今天我預備了一段經文,是我其實很喜歡的經文。
[00:00:05.000 --> 00:00:08.000]  今天我和大家預備的經文是我非常喜愛的。
[00:00:08.000 --> 00:00:15.000]  不過原來我發覺在不同時間去讀這段經文,我有自己不同的領袖。
[00:00:15.000 --> 00:00:19.000]  就發現不同時間去讀這段經文,我發現我有不同的領袖。
[00:00:19.000 --> 00:00:24.000]  剛才和大家讀的是《生命記》第八章。
[00:00:24.000 --> 00:00:27.000]  剛才和大家讀的是《生命記》第八章。
[00:00:27.000 --> 00:00:33.000]  我希望大家都打開你的聖經,因為我也會經常去引用聖經。
[00:00:33.000 --> 00:00:37.000]  我希望大家打開聖經,因為我會經常引用聖經。
[00:00:37.000 --> 00:00:42.000]  在這裡其實如果你有留意的,剛才有好幾個詞句的出現。
[00:00:42.000 --> 00:00:44.000]  你會留意這個詞句的出現嗎?
[00:00:44.000 --> 00:00:50.000]  不知道有沒有我們叫eye-catching,即是好捉。
[00:00:50.000 --> 00:00:53.000]  你是可以好留心到這些字的。
[00:00:53.000 --> 00:00:58.000]  我現在先不問你,不過你自己想一想。
[00:00:58.000 --> 00:01:01.000]  我先不問你,你自己先去想一想。
[00:01:01.000 --> 00:01:08.000]  這裡其實是講一個講題,他們將要進入加拿美地。
[00:01:08.000 --> 00:01:13.000]  這裡的主題是他們將要進入加拿美地。
[00:01:13.000 --> 00:01:16.000]  聖地是一個很特別的地方。
[00:01:16.000 --> 00:01:18.000]  聖地是一個非常特別的地方。
[00:01:18.000 --> 00:01:23.000]  是神賜給亞伯拉罕和他的後裔的地方。
[00:01:23.000 --> 00:01:26.000]  是神賜給亞伯拉罕和他的後裔的地方。
[00:01:26.000 --> 00:01:29.000]  其實我自己很喜歡去以色列這個地方。
[00:01:29.000 --> 00:01:32.000]  其實我自己很喜歡去以色列這個地方。
[00:01:32.000 --> 00:01:39.000]  差不多二十年前,我錯失了兩次去聖地的機會。
[00:01:39.000 --> 00:01:43.000]  差不多二十年前,我錯失了兩次去聖地的機會。
[00:01:43.000 --> 00:01:49.000]  那時因為有讀書或其他事,以致我不能參加那次的安排。
[00:01:49.000 --> 00:01:55.000]  當時我是讀書或其他事,不能參加當時的安排。
[00:01:55.000 --> 00:01:57.000]  我以為我沒有什麼機會去。
[00:01:57.000 --> 00:02:00.000]  我以為我沒有什麼機會去。
[00:02:00.000 --> 00:02:10.000]  但神很奇妙地給我十多年前,我開始在聖主的侍奉時間,我有機會參與聖地侍奉。
[00:02:10.000 --> 00:02:19.000]  但神很奇妙地給我十多年前,我開始在聖主的侍奉時間,我有機會參與聖地的侍奉。
[00:02:19.000 --> 00:02:25.000]  到今年為止,我大概去過十幾次聖地。
[00:02:25.000 --> 00:02:28.000]  到今年為止,我去過聖地十幾次。
[00:02:28.000 --> 00:02:32.000]  每一次去的時間,我都是和一班弟兄姊妹一起去。
[00:02:32.000 --> 00:02:36.000]  每一次都和同一班弟兄姊妹一起去。
[00:02:36.000 --> 00:02:40.000]  我作為一個領隊和一個講師。
[00:02:40.000 --> 00:02:42.000]  我作為一個領隊和一個講師。
[00:02:42.000 --> 00:02:44.000]  我作為一個領隊和一個講師。
[00:02:44.000 --> 00:02:46.000]  我作為一個領隊和一個講師。
[00:02:46.000 --> 00:02:48.000]  我作為一個領隊和一個講師。
[00:02:48.000 --> 00:02:49.000]  我作為一個領隊和一個講師。
[00:02:49.000 --> 00:02:50.000]  我作為一個領隊和一個講師。
[00:02:50.000 --> 00:02:51.000]  我作為一個領隊和一個講師。
[00:02:51.000 --> 00:02:52.000]  我作為一個領隊和一個講師。
[00:02:52.000 --> 00:02:53.000]  我作為一個領隊和一個講師。
[00:02:53.000 --> 00:02:54.000]  我作為一個領隊和一個講師。
[00:02:54.000 --> 00:02:55.000]  我作為一個領隊和一個講師。
[00:02:55.000 --> 00:02:56.000]  我作為一個領隊和一個講師。
[00:02:56.000 --> 00:02:57.000]  我作為一個領隊和一個講師。
[00:02:57.000 --> 00:02:58.000]  我作為一個領隊和一個講師。
[00:02:58.000 --> 00:03:06.000]  我作為一個領隊和一個講師。
[00:03:06.000 --> 00:03:07.000]  我作為一個領隊和一個講師。
[00:03:07.000 --> 00:03:08.000]  我作為一個領隊和一個講師。
[00:03:08.000 --> 00:03:09.000]  我作為一個領隊和一個講師。
[00:03:09.000 --> 00:03:10.000]  我作為一個領隊和一個講師。
[00:03:10.000 --> 00:03:11.000]  我作為一個領隊和一個講師。
[00:03:11.000 --> 00:03:12.000]  我作為一個領隊和一個講師。
[00:03:12.000 --> 00:03:13.000]  我作為一個領隊和一個講師。
[00:03:13.000 --> 00:03:14.000]  我作為一個領隊和一個講師。
[00:03:14.000 --> 00:03:15.000]  我作為一個領隊和一個講師。
[00:03:15.000 --> 00:03:16.000]  我作為一個領隊和一個講師。
[00:03:16.000 --> 00:03:17.000]  我作為一個領隊和一個講師。
[00:03:17.000 --> 00:03:18.000]  我作為一個領隊和一個講師。
[00:03:18.000 --> 00:03:19.000]  我作為一個領隊和一個講師。
[00:03:19.000 --> 00:03:20.000]  我作為一個領隊和一個講師。
[00:03:20.000 --> 00:03:32.000]  我作為一個領隊和一個講師。
[00:03:32.000 --> 00:03:33.000]  我作為一個領隊和一個講師。
[00:03:33.000 --> 00:03:34.000]  我作為一個領隊和一個講師。
[00:03:34.000 --> 00:03:35.000]  我作為一個領隊和一個講師。
[00:03:35.000 --> 00:03:36.000]  我作為一個領隊和一個講師。
[00:03:36.000 --> 00:03:37.000]  我作為一個領隊和一個講師。
[00:03:37.000 --> 00:03:38.000]  我作為一個領隊和一個講師。
[00:03:38.000 --> 00:03:39.000]  我作為一個領隊和一個講師。
[00:03:39.000 --> 00:03:40.000]  我作為一個領隊和一個講師。
[00:03:40.000 --> 00:03:41.000]  我作為一個領隊和一個講師。
[00:03:41.000 --> 00:03:42.000]  我作為一個領隊和一個講師。
[00:03:42.000 --> 00:03:43.000]  我作為一個領隊和一個講師。
[00:03:43.000 --> 00:03:44.000]  我作為一個領隊和一個講師。
[00:03:44.000 --> 00:03:45.000]  我作為一個領隊和一個講師。
[00:03:45.000 --> 00:03:46.000]  我作為一個領隊和一個講師。
[00:03:46.000 --> 00:03:50.000]  我作為一個領隊和一個講師。
[00:03:50.000 --> 00:03:51.000]  我作為一個領隊和一個講師。
[00:03:51.000 --> 00:03:52.000]  我作為一個領隊和一個講師。
[00:03:52.000 --> 00:03:53.000]  我作為一個領隊和一個講師。
[00:03:53.000 --> 00:03:54.000]  我作為一個領隊和一個講師。
[00:03:54.000 --> 00:03:55.000]  我作為一個領隊和一個講師。
[00:03:55.000 --> 00:03:56.000]  我作為一個領隊和一個講師。
[00:03:56.000 --> 00:03:57.000]  我作為一個領隊和一個講師。
[00:03:57.000 --> 00:03:58.000]  我作為一個領隊和一個講師。
[00:03:58.000 --> 00:03:59.000]  我作為一個領隊和一個講師。
[00:03:59.000 --> 00:04:00.000]  我作為一個領隊和一個講師。
[00:04:00.000 --> 00:04:01.000]  我作為一個領隊和一個講師。
[00:04:01.000 --> 00:04:02.000]  我作為一個領隊和一個講師。
[00:04:02.000 --> 00:04:03.000]  我作為一個領隊和一個講師。
[00:04:03.000 --> 00:04:04.000]  我作為一個領隊和一個講師。
[00:04:04.000 --> 00:04:17.000]  我作為一個領隊和一個講師。
[00:04:17.000 --> 00:04:18.000]  我作為一個領隊和一個講師。
[00:04:18.000 --> 00:04:19.000]  我作為一個領隊和一個講師。
[00:04:19.000 --> 00:04:20.000]  我作為一個領隊和一個講師。
[00:04:20.000 --> 00:04:21.000]  我作為一個領隊和一個講師。
[00:04:21.000 --> 00:04:22.000]  我作為一個領隊和一個講師。
[00:04:22.000 --> 00:04:23.000]  我作為一個領隊和一個講師。
[00:04:23.000 --> 00:04:24.000]  我作為一個領隊和一個講師。
[00:04:24.000 --> 00:04:25.000]  我作為一個領隊和一個講師。
[00:04:25.000 --> 00:04:26.000]  我作為一個領隊和一個講師。
[00:04:26.000 --> 00:04:27.000]  我作為一個領隊和一個講師。
[00:04:27.000 --> 00:04:28.000]  我作為一個領隊和一個講師。
[00:04:28.000 --> 00:04:29.000]  我作為一個領隊和一個講師。
[00:04:29.000 --> 00:04:30.000]  我作為一個領隊和一個講師。
[00:04:30.000 --> 00:04:31.000]  我作為一個領隊和一個講師。
[00:04:31.000 --> 00:04:39.000]  我作為一個領隊和一個講師。
[00:04:39.000 --> 00:04:40.000]  我作為一個領隊和一個講師。
[00:04:40.000 --> 00:04:41.000]  我作為一個領隊和一個講師。
[00:04:41.000 --> 00:04:42.000]  我作為一個領隊和一個講師。
[00:04:42.000 --> 00:04:43.000]  我作為一個領隊和一個講師。
[00:04:43.000 --> 00:04:44.000]  我作為一個領隊和一個講師。
[00:04:44.000 --> 00:04:45.000]  我作為一個領隊和一個講師。
[00:04:45.000 --> 00:04:46.000]  我作為一個領隊和一個講師。
[00:04:46.000 --> 00:04:47.000]  我作為一個領隊和一個講師。
[00:04:47.000 --> 00:04:48.000]  我作為一個領隊和一個講師。
[00:04:48.000 --> 00:04:49.000]  我作為一個領隊和一個講師。
[00:04:49.000 --> 00:04:50.000]  我作為一個領隊和一個講師。
[00:04:50.000 --> 00:04:51.000]  我作為一個領隊和一個講師。
