
[00:00:00.000 --> 00:00:01.400]  各位頂姐妹午安
[00:00:01.400 --> 00:00:01.900]  午安
[00:00:01.900 --> 00:00:05.200]  非常感恩今天和大家繼續去看《肥立比書》
[00:00:05.200 --> 00:00:10.000]  今天是這個港島系列的第十一篇
[00:00:10.000 --> 00:00:12.000]  如果有需要重溫之前的港島
[00:00:12.000 --> 00:00:14.200]  大家可以用右下角這個QR Code
[00:00:14.200 --> 00:00:16.200]  可以取得相關的連結
[00:00:16.200 --> 00:00:20.400]  我們是跟著這個線型結構去看《肥立比書》的
[00:00:20.400 --> 00:00:24.200]  線型結構是為了突出中間的部分
[00:00:24.200 --> 00:00:26.400]  所以整本《肥立比書》最重要的
[00:00:26.400 --> 00:00:29.000]  就是中間那個尼塞亞之師
[00:00:29.000 --> 00:00:31.000]  亦都叫做《基督之歌》
[00:00:31.000 --> 00:00:33.400]  剛才宣召的經文我們讀過一遍了
[00:00:33.400 --> 00:00:36.200]  現在我們已經來到第三章了
[00:00:36.200 --> 00:00:37.800]  也就是C'這一段
[00:00:37.800 --> 00:00:39.400]  是保羅的見證
[00:00:39.400 --> 00:00:45.000]  今天我們會看三章十七至四章一節的
[00:00:45.000 --> 00:00:48.000]  但是所以我們先簡單重溫一下
[00:00:48.000 --> 00:00:49.800]  之前我們看過第三章的內容
[00:00:49.800 --> 00:00:54.400]  一開始保羅說你們要靠主起落
[00:00:54.400 --> 00:00:56.000]  靠主起落妥當
[00:00:56.000 --> 00:00:57.800]  妥當是save guard的意思
[00:00:58.200 --> 00:01:00.400]  防備妄自行割
[00:01:00.400 --> 00:01:04.000]  因為保羅吩咐《肥立比信徒》
[00:01:04.000 --> 00:01:08.400]  雖然他們會遭遇跟保羅一樣的屬靈爭戰
[00:01:08.400 --> 00:01:12.000]  但是保羅希望他們能夠好像自己一樣
[00:01:12.000 --> 00:01:13.400]  去靠主起落
[00:01:13.400 --> 00:01:16.600]  靠主起落對他們來說是一個保護
[00:01:16.600 --> 00:01:18.800]  妥當是save guard的意思
[00:01:18.800 --> 00:01:22.200]  另外保羅也吩咐《肥立比信徒》
[00:01:22.200 --> 00:01:24.800]  要防備割禮派的假教導
[00:01:24.800 --> 00:01:27.400]  這些割禮派的人他主張一件事
[00:01:27.400 --> 00:01:29.800]  就是說人除了要信耶穌之外
[00:01:29.800 --> 00:01:32.400]  也都必須要接受割禮才可以得救
[00:01:32.400 --> 00:01:36.200]  接著接下來的三節到六節
[00:01:36.200 --> 00:01:39.800]  保羅很簡略地去回應了割禮派的主張
[00:01:39.800 --> 00:01:42.400]  真割禮只誇基督
[00:01:42.400 --> 00:01:44.600]  靠肉體誰及他
[00:01:44.600 --> 00:01:47.600]  保羅說我們真受割禮的人
[00:01:47.600 --> 00:01:51.200]  是他們那些藉著上帝的靈去敬拜
[00:01:51.200 --> 00:01:53.200]  以基督耶穌為誇耀
[00:01:53.200 --> 00:01:54.800]  不依靠肉體的人
[00:01:55.800 --> 00:02:00.000]  保羅說如果別人以為自己可以依靠肉體
[00:02:00.000 --> 00:02:02.000]  他自己保羅更加可以
[00:02:02.000 --> 00:02:07.000]  他的血統、他的背景、職業地位、道德操守等等
[00:02:07.000 --> 00:02:09.800]  按猶太人的標準都是出類拔萃的
[00:02:09.800 --> 00:02:14.000]  接著保羅就說
[00:02:14.000 --> 00:02:16.400]  我先前以為對我是有益的
[00:02:16.400 --> 00:02:19.800]  我現在因基督的緣故當作是有損的
[00:02:19.800 --> 00:02:23.400]  所以我們簡稱就是前有益、今有損了
[00:02:23.800 --> 00:02:25.800]  接著繼續說不但如此
[00:02:25.800 --> 00:02:27.800]  我以把萬事當作是有損的
[00:02:27.800 --> 00:02:31.000]  因我已認識我主耶穌基督為至寶
[00:02:31.000 --> 00:02:33.200]  我為他已經丟棄萬事
[00:02:33.200 --> 00:02:34.400]  看作糞土
[00:02:34.400 --> 00:02:36.200]  為要贏得基督
[00:02:36.200 --> 00:02:38.800]  所以棄萬事贏基督
[00:02:38.800 --> 00:02:41.600]  之前我都請大家去記一記
[00:02:41.600 --> 00:02:43.000]  什麼是贏得基督
[00:02:43.000 --> 00:02:44.200]  為什麼用贏得基督
[00:02:44.200 --> 00:02:48.200]  因為那個認識在舊約的希伯來文
[00:02:48.200 --> 00:02:50.000]  是叫做日
[00:02:50.000 --> 00:02:53.200]  贏得基督我們就分了有五個細點
[00:02:53.200 --> 00:02:56.800]  就是贏得基督、認識基督、也得基督
[00:02:56.800 --> 00:02:57.600]  第一
[00:02:57.600 --> 00:03:00.600]  第二就是經歷
[00:03:00.600 --> 00:03:05.800]  第一是因信基督而得稱為義
[00:03:05.800 --> 00:03:08.600]  第二是認識基督、也得基督
[00:03:08.600 --> 00:03:10.800]  第三是繼續去也得
[00:03:10.800 --> 00:03:13.400]  認識、經歷基督復活的大能
[00:03:13.400 --> 00:03:17.000]  第四是與基督的受苦有份
[00:03:17.000 --> 00:03:20.800]  最後就是與基督有同死的形則
[00:03:21.400 --> 00:03:24.400]  我之前去請大家特別記住同形則這個字
[00:03:24.400 --> 00:03:26.200]  我們稍後會再講這個字
[00:03:26.200 --> 00:03:30.000]  接著去到十二節、十四節
[00:03:30.000 --> 00:03:31.800]  為了要贏得基督
