
[00:00:00.000 --> 00:00:02.000]  各位女士,午安!
[00:00:02.000 --> 00:00:06.000]  這個禮拜你過得怎樣?
[00:00:06.000 --> 00:00:10.000]  放假?休息?比往日更加累?
[00:00:10.000 --> 00:00:14.000]  因為很忙去玩?還是怎樣呢?
[00:00:14.000 --> 00:00:18.000]  在這個禮拜裏面,我不斷想到今天的經文
[00:00:18.000 --> 00:00:22.000]  先讀聖經,《瑪達芬》第21章33到46節
[00:00:22.000 --> 00:00:26.000]  你可以在投影上見到,或者打開你手上的聖經
[00:00:26.000 --> 00:00:34.000]  堂容的聖經是《新約聖經》第36節
[00:00:34.000 --> 00:00:37.000]  33到46節
[00:00:37.000 --> 00:00:40.000]  我們慢慢讀完這段聖經
[00:00:40.000 --> 00:00:44.000]  預備起,你們再聽一個比喻
[00:00:44.000 --> 00:00:48.000]  有一個家的主人開墾了一個葡萄園
[00:00:48.000 --> 00:00:50.000]  四周圍上泥巴
[00:00:50.000 --> 00:00:53.000]  裏面挖了一個榨酒池
[00:00:53.000 --> 00:00:55.000]  蓋了一座守望樓
[00:00:55.000 --> 00:00:57.000]  租給玄戶
[00:00:57.000 --> 00:00:59.000]  就出外遠行去了
[00:00:59.000 --> 00:01:02.000]  收果子的時候快到了
[00:01:02.000 --> 00:01:06.000]  他打發僕人到玄戶那裏去收果子
[00:01:06.000 --> 00:01:09.000]  玄戶拿著僕人打了一個
[00:01:09.000 --> 00:01:10.000]  殺了一個
[00:01:10.000 --> 00:01:12.000]  用石頭打死了一個
[00:01:12.000 --> 00:01:15.000]  主人又打發別的僕人去
[00:01:15.000 --> 00:01:16.000]  比先前更多
[00:01:16.000 --> 00:01:20.000]  玄戶還是照樣對待他們
[00:01:20.000 --> 00:01:23.000]  最後他打發自己的兒子到他們那裏去
[00:01:23.000 --> 00:01:26.000]  說:他們會尊敬我的兒子
[00:01:26.000 --> 00:01:29.000]  那時,玄戶看見他兒子
[00:01:29.000 --> 00:01:33.000]  彼此說:這是承受產業的奈
[00:01:33.000 --> 00:01:36.000]  我們殺了他,佔他的產業
[00:01:36.000 --> 00:01:38.000]  於是他們拿著他
[00:01:38.000 --> 00:01:41.000]  把他拎出葡萄園內殺了
[00:01:41.000 --> 00:01:43.000]  葡萄園的主人來的時候
[00:01:43.000 --> 00:01:46.000]  要怎樣處理那些玄戶呢?
[00:01:46.000 --> 00:01:50.000]  他們說:要狠狠地除滅那些惡人
[00:01:50.000 --> 00:01:53.000]  將葡萄園轉租給那些
[00:01:53.000 --> 00:01:55.000]  按時候交果子的玄戶
[00:01:55.000 --> 00:01:57.000]  耶穌對他們說:
[00:01:57.000 --> 00:01:59.000]  像人所丟起的石頭
[00:01:59.000 --> 00:02:01.000]  已作了房國的頭塊石頭
[00:02:01.000 --> 00:02:03.000]  這是主所做的
[00:02:03.000 --> 00:02:05.000]  在我們眼中看為奇妙
[00:02:05.000 --> 00:02:08.000]  這段經文你們從來沒有念過嗎?
[00:02:08.000 --> 00:02:10.000]  所以我告訴你們
[00:02:10.000 --> 00:02:13.000]  上帝的國必從你們奪去
[00:02:13.000 --> 00:02:15.000]  此給那能結果子的民
[00:02:15.000 --> 00:02:20.000]  誰掉在這石頭上一定會跌得粉碎
[00:02:20.000 --> 00:02:22.000]  這石頭掉在誰的身上
[00:02:22.000 --> 00:02:25.000]  就要把誰壓得稀爛
[00:02:25.000 --> 00:02:28.000]  祭司長和法利賽人聽見他的比喻
[00:02:28.000 --> 00:02:31.000]  就看出他是指著他們說的
[00:02:31.000 --> 00:02:33.000]  他們想要捉拿他
[00:02:33.000 --> 00:02:35.000]  但是懼怕眾人
[00:02:35.000 --> 00:02:38.000]  因為眾人認為他是先知
[00:02:38.000 --> 00:02:41.000]  大家有沒有看過這段比喻?
[00:02:41.000 --> 00:02:46.000]  有一次正在說葡萄園的比喻
[00:02:46.000 --> 00:02:48.000]  如果大家記得前幾個星期
[00:02:48.000 --> 00:02:50.000]  跟大家分享過一個葡萄園的比喻
[00:02:50.000 --> 00:02:51.000]  記不記得?
[00:02:51.000 --> 00:02:52.000]  有沒有回來崇拜?
[00:02:52.000 --> 00:02:53.000]  有,感謝主
[00:02:53.000 --> 00:02:55.000]  每天拿一個工錢
[00:02:55.000 --> 00:02:57.000]  最後一個和最前一個拿一樣
[00:02:57.000 --> 00:02:59.000]  耶穌繼續說比喻
[00:02:59.000 --> 00:03:02.000]  又說一個跟葡萄園有關的比喻
[00:03:02.000 --> 00:03:04.000]  這個比喻很有趣
[00:03:04.000 --> 00:03:06.000]  首先你發現這個比喻有兩個很大的特點
[00:03:06.000 --> 00:03:07.000]  第一個特點是
[00:03:07.000 --> 00:03:08.000]  如果看聖經
[00:03:08.000 --> 00:03:12.000]  在《馬太·馬可·路加福音》也有這個比喻
[00:03:12.000 --> 00:03:13.000]  在三卷福音書
[00:03:13.000 --> 00:03:14.000]  我們知道
[00:03:14.000 --> 00:03:15.000]  《馬太·馬可·路加福音》
[00:03:15.000 --> 00:03:17.000]  三卷是符類或共觀福音
[00:03:17.000 --> 00:03:18.000]  《路加福音》
[00:03:18.000 --> 00:03:19.000]  《約翰福音》比較特別
[00:03:19.000 --> 00:03:22.000]  《約翰福音》記載這些福音書沒有記載的事
[00:03:22.000 --> 00:03:23.000]  或者其他的事
[00:03:23.000 --> 00:03:24.000]  但是這三卷福音書
[00:03:24.000 --> 00:03:26.000]  很多時候有些重複或不同角度
[00:03:26.000 --> 00:03:28.000]  去記載同一件事
[00:03:28.000 --> 00:03:30.000]  有些事件會兩個福音書記載
[00:03:30.000 --> 00:03:31.000]  有些可能單獨一個
[00:03:31.000 --> 00:03:32.000]  有些很特別的事件
[00:03:32.000 --> 00:03:34.000]  會三卷福音書記載
[00:03:34.000 --> 00:03:35.000]  其實不是很多
[00:03:35.000 --> 00:03:37.000]  這個比喻就是其中一個
[00:03:37.000 --> 00:03:39.000]  《馬太·馬可·路加福音》也有記載的比喻
[00:03:39.000 --> 00:03:40.000]  第二就是這個比喻
[00:03:40.000 --> 00:03:41.000]  有兩部分
[00:03:41.000 --> 00:03:43.000]  一個部分是耶穌說完這個比喻
[00:03:43.000 --> 00:03:45.000]  然後祂問事
[00:03:45.000 --> 00:03:47.000]  你會留意中間
[00:03:47.000 --> 00:03:51.000]  中間去到第38節
[00:03:51.000 --> 00:03:52.000]  說完之後
[00:03:52.000 --> 00:03:54.000]  然後耶穌在40節就問
[00:03:54.000 --> 00:03:57.000]  要怎樣處理那個緣故呢?
[00:03:57.000 --> 00:03:58.000]  故事是互動的
[00:03:58.000 --> 00:04:00.000]  不只是耶穌說故事
[00:04:00.000 --> 00:04:02.000]  是說到一半就問門徒
[00:04:02.000 --> 00:04:03.000]  問身邊的人
[00:04:03.000 --> 00:04:05.000]  你覺得應該要怎樣做呢?
[00:04:05.000 --> 00:04:06.000]  我們先回到這個故事
[00:04:06.000 --> 00:04:08.000]  耶穌開始說這個比喻
[00:04:08.000 --> 00:04:10.000]  主人開墾了一塊農地
[00:04:10.000 --> 00:04:12.000]  一個葡萄園的園地
[00:04:12.000 --> 00:04:14.000]  都是當時他們文化裡常常見的
[00:04:14.000 --> 00:04:16.000]  因為他們那地方
[00:04:16.000 --> 00:04:18.000]  流奶與物種很多很美的
[00:04:18.000 --> 00:04:20.000]  今時今日以色列有一塊地
[00:04:20.000 --> 00:04:21.000]  還有出產葡萄酒
[00:04:21.000 --> 00:04:23.000]  葡萄或者一些很美的水果
[00:04:23.000 --> 00:04:25.000]  所以當時他們都是種很多葡萄
[00:04:25.000 --> 00:04:27.000]  然後釀酒
[00:04:27.000 --> 00:04:28.000]  這也是他們的習慣
[00:04:28.000 --> 00:04:30.000]  所以這個葡萄園的園主
[00:04:30.000 --> 00:04:31.000]  這個主人
[00:04:31.000 --> 00:04:32.000]  他怎樣呢?
[00:04:32.000 --> 00:04:33.000]  他建了一個葡萄園
[00:04:33.000 --> 00:04:36.000]  他不是隨便挖一塊地拿出去租
[00:04:36.000 --> 00:04:38.000]  他還要圍著欄巴
[00:04:38.000 --> 00:04:40.000]  然後挖了一個榨酒池
[00:04:40.000 --> 00:04:42.000]  建了一個守望樓
[00:04:42.000 --> 00:04:43.000]  什麼意思呢?
[00:04:43.000 --> 00:04:46.000]  就是整個農地都預備好了
[00:04:46.000 --> 00:04:48.000]  包括種樹的地方
[00:04:48.000 --> 00:04:50.000]  包括葡萄收成之後
[00:04:50.000 --> 00:04:52.000]  榨酒的地方
[00:04:52.000 --> 00:04:54.000]  包括圍著泥巴
[00:04:54.000 --> 00:04:56.000]  以致知道這個範圍有多大
[00:04:56.000 --> 00:04:57.000]  又有一個城樓
[00:04:57.000 --> 00:04:58.000]  有一個望樓
[00:04:58.000 --> 00:05:00.000]  讓他可以做一些觀察
[00:05:00.000 --> 00:05:01.000]  不會讓外面的人
[00:05:01.000 --> 00:05:03.000]  或者野獸來到那個地方
[00:05:03.000 --> 00:05:05.000]  所以這個園主
[00:05:05.000 --> 00:05:06.000]  這個葡萄園的園主
[00:05:06.000 --> 00:05:08.000]  預備好了所有東西
[00:05:08.000 --> 00:05:09.000]  然後租出去了
[00:05:09.000 --> 00:05:10.000]  很正常
[00:05:10.000 --> 00:05:12.000]  好像我們有房子收租
[00:05:12.000 --> 00:05:14.000]  有沒有頂住有房子收租?
[00:05:14.000 --> 00:05:15.000]  這個問題很難回答
