
[00:00:00.000 --> 00:00:03.940]  感謝主可以和你們一起分享今天的訊息
[00:00:03.940 --> 00:00:05.940]  題目是回歸聖言
[00:00:05.940 --> 00:00:09.940]  感謝主可以今天和大家一起分享
[00:00:09.940 --> 00:00:14.820]  題目叫做回歸聖言
[00:00:14.820 --> 00:00:20.580]  有一次我吃飯的時候
[00:00:20.580 --> 00:00:22.720]  那裏是可以搭枱的
[00:00:22.720 --> 00:00:26.160]  那裏可以大家聘臺坐在一起的
[00:00:26.160 --> 00:00:28.160]  我首先坐在一個位置那裏
[00:00:28.160 --> 00:00:30.160]  我先坐在一個位置那裏
[00:00:30.160 --> 00:00:32.800]  很開心喝杯茶吃點東西
[00:00:32.800 --> 00:00:37.100]  我正很開心喝茶吃點心的時候
[00:00:37.100 --> 00:00:39.940]  也在看報紙
[00:00:39.940 --> 00:00:41.940]  都在那裏看報紙的時候
[00:00:41.940 --> 00:00:43.940]  忽然之間有一個人坐下來
[00:00:43.940 --> 00:00:45.940]  突然間有一個人坐過來
[00:00:45.940 --> 00:00:49.160]  沒所謂啦因為茶樓可以搭枱的
[00:00:49.160 --> 00:00:53.560]  那沒關係啦茶樓大家可以聘臺的
[00:00:53.560 --> 00:00:55.560]  但當他坐下來沒多久的時候
[00:00:55.560 --> 00:00:57.560]  忽然之間陣陣的味道
[00:00:57.560 --> 00:01:00.860]  很大陣的汗味就向我吹過來
[00:01:00.860 --> 00:01:02.860]  但是可惜當他坐過來的時候
[00:01:02.860 --> 00:01:06.240]  就有一陣陣的汗味就向我吹過來了
[00:01:06.240 --> 00:01:08.240]  因為那個風向的緣故
[00:01:08.240 --> 00:01:10.240]  他將這個搭枱的茶客
[00:01:10.240 --> 00:01:13.440]  他身上那陣很大的汗味就吹過來了
[00:01:13.440 --> 00:01:15.440]  因為那個風向的緣故
[00:01:15.440 --> 00:01:21.320]  他身上那個很大陣的汗味就吹向我了
[00:01:21.320 --> 00:01:23.320]  你知道當時我有過什麼感受
[00:01:23.320 --> 00:01:29.460]  你知道當時我有過什麼感受
[00:01:29.460 --> 00:01:31.460]  我想換位
[00:01:31.460 --> 00:01:34.840]  我就說我想換位置
[00:01:34.840 --> 00:01:37.960]  但是忽然之間有個說話出來了
[00:01:37.960 --> 00:01:41.680]  但是忽然間有一句話出來了
[00:01:41.680 --> 00:01:49.860]  他本有神的形象
[00:01:49.860 --> 00:01:51.860]  如果我馬上換位
[00:01:51.860 --> 00:01:53.860]  如果我馬上換位置的話
[00:01:53.860 --> 00:01:55.860]  他會有什麼感受
[00:01:55.860 --> 00:01:57.860]  那對方會有什麼感受呢
[00:01:57.860 --> 00:02:01.600]  其實他知道自己有很大陣汗味
[00:02:01.600 --> 00:02:04.840]  其實他應該知道他自己有很大陣的汗味
[00:02:04.840 --> 00:02:07.840]  他坐在那裏
[00:02:07.840 --> 00:02:09.840]  他只是想休息喝一杯茶
[00:02:09.840 --> 00:02:11.840]  他只是想休息喝一杯茶
[00:02:11.840 --> 00:02:13.840]  他不想被人排斥
[00:02:13.840 --> 00:02:15.840]  他不想被人排斥
[00:02:15.840 --> 00:02:17.840]  所以我繼續坐在那裏
[00:02:17.840 --> 00:02:19.840]  所以我就繼續在那裏坐著
[00:02:19.840 --> 00:02:21.840]  直到我真的要走的時候
[00:02:21.840 --> 00:02:23.840]  我就走了
[00:02:23.840 --> 00:02:25.840]  直到我真的要走的時候我就走了
[00:02:25.840 --> 00:02:31.840]  但是上帝真的考驗我的學習和包容度
[00:02:31.840 --> 00:02:35.840]  但是上帝真是在考驗我的學習和包容度
[00:02:35.840 --> 00:02:39.840]  第二次我又是在同一間的茶樓
[00:02:39.840 --> 00:02:42.840]  第二次我又再去同一間的茶樓
[00:02:42.840 --> 00:02:44.840]  我又一個人坐在桌子上
[00:02:44.840 --> 00:02:46.840]  很專心的去看報紙
[00:02:46.840 --> 00:02:48.840]  回覆WhatsApp
[00:02:48.840 --> 00:02:50.840]  我又還是一個人坐在那裏
[00:02:50.840 --> 00:02:52.840]  很專注的在那裏
[00:02:52.840 --> 00:02:55.840]  看報紙和回覆手機的手信
[00:02:55.840 --> 00:02:57.840]  但又來了一個茶客
[00:02:57.840 --> 00:02:59.840]  又坐在同一張桌子上
[00:02:59.840 --> 00:03:00.840]  又來了一個茶客
[00:03:00.840 --> 00:03:02.840]  又坐在同一張桌子上
[00:03:02.840 --> 00:03:05.840]  他的身上變得很污糟
[00:03:05.840 --> 00:03:07.840]  他的身上變得很髒
[00:03:07.840 --> 00:03:09.840]  你知道我當時又有什麼感受
[00:03:09.840 --> 00:03:12.840]  那大家知道我當時又有什麼感受
[00:03:12.840 --> 00:03:13.840]  他是不是露宿者來的
[00:03:13.840 --> 00:03:16.840]  他是不是露宿者來的
[00:03:16.840 --> 00:03:21.840]  神的話又再一次提醒我
[00:03:21.840 --> 00:03:23.840]  神的話又再一次提醒我
[00:03:23.840 --> 00:03:24.840]  都是那句話
[00:03:24.840 --> 00:03:26.840]  他本有神的形象
[00:03:26.840 --> 00:03:27.840]  還是那句話
[00:03:27.840 --> 00:03:29.840]  他本有神的形象
[00:03:29.840 --> 00:03:33.840]  於是我又繼續坐在那裏
[00:03:33.840 --> 00:03:36.840]  很自然地完成我要做的事情
[00:03:36.840 --> 00:03:39.840]  很自然地完成我要做的事情
[00:03:39.840 --> 00:03:40.840]  之後離開
[00:03:40.840 --> 00:03:43.840]  上帝的話是我們隨時提醒
[00:03:43.840 --> 00:03:45.840]  上帝的話是我們隨時提醒
[00:03:45.840 --> 00:03:46.840]  上帝的話是我們隨時提醒
[00:03:46.840 --> 00:03:47.840]  上帝的話是我們隨時提醒
[00:03:47.840 --> 00:03:48.840]  上帝的話是我們隨時提醒
[00:03:48.840 --> 00:03:49.840]  上帝的話是我們隨時提醒
[00:03:49.840 --> 00:03:50.840]  上帝的話是我們隨時提醒
[00:03:50.840 --> 00:03:51.840]  稍後會繼續跟你們分享
[00:03:51.840 --> 00:03:52.840]  稍後會繼續跟你們分享
[00:03:52.840 --> 00:03:54.840]  前天我有另外一個神說話的領受
[00:03:54.840 --> 00:03:55.840]  前天我有另外一個神說話的領受
[00:03:55.840 --> 00:03:56.840]  等一下會再跟大家分享
[00:03:56.840 --> 00:03:57.840]  等一下會再跟大家分享
[00:03:57.840 --> 00:03:59.840]  前幾天我又另外一句神話語的領受
[00:03:59.840 --> 00:04:00.840]  前幾天我又另外一句神話語的領受
[00:04:00.840 --> 00:04:02.840]  尼西米記第八章一至十二節
[00:04:02.840 --> 00:04:05.840]  尼西米記第八章一至十二節
[00:04:05.840 --> 00:04:08.840]  第八章之前是說什麼呢
[00:04:08.840 --> 00:04:10.840]  第八章之前是說什麼呢
[00:04:10.840 --> 00:04:15.840]  是說到尼西米帶領回歸的猶太人
[00:04:15.840 --> 00:04:18.840]  是說到尼西米帶領回歸的猶太人
[00:04:18.840 --> 00:04:20.840]  他們重建耶路撒冷的城牆
[00:04:20.840 --> 00:04:22.840]  他們重建耶路撒冷的城牆
[00:04:22.840 --> 00:04:24.840]  幾經辛苦終於完成了
[00:04:24.840 --> 00:04:26.840]  幾經辛苦終於完成了
[00:04:26.840 --> 00:04:27.840]  大功告成了
[00:04:27.840 --> 00:04:29.840]  是不是完成了尼西米的責任呢
[00:04:29.840 --> 00:04:30.840]  大功告成了
[00:04:30.840 --> 00:04:33.840]  是不是完成了尼西米的責任呢
[00:04:33.840 --> 00:04:34.840]  尼西米不是
[00:04:34.840 --> 00:04:35.840]  尼西米不是
[00:04:35.840 --> 00:04:37.840]  尼西米知道硬件完成
[00:04:37.840 --> 00:04:39.840]  尼西米知道硬件完成
[00:04:39.840 --> 00:04:41.840]  但是軟件還沒完成
[00:04:41.840 --> 00:04:43.840]  但是軟件還沒完成
[00:04:43.840 --> 00:04:44.840]  軟件就是人的心靈
[00:04:44.840 --> 00:04:46.840]  軟件就是人的心靈
[00:04:46.840 --> 00:04:48.840]  人心靈對上帝說話那種的追求
[00:04:48.840 --> 00:04:51.840]  人心靈對上帝說話那種的追求
[00:04:51.840 --> 00:04:53.840]  人心靈對神說話那種的認真
[00:04:53.840 --> 00:04:56.840]  人心是對神的話語那種的認真
[00:04:56.840 --> 00:04:58.840]  所以
[00:04:58.840 --> 00:05:00.840]  誰幫我按的好厲害
[00:05:00.840 --> 00:05:02.840]  誰幫我按的好厲害
[00:05:02.840 --> 00:05:04.840]  對不起我顧著說
[00:05:04.840 --> 00:05:06.840]  有時候真的忘記按這個
[00:05:06.840 --> 00:05:08.840]  我專心講
[00:05:08.840 --> 00:05:10.840]  多謝你
[00:05:10.840 --> 00:05:12.840]  實聖經裏面
[00:05:12.840 --> 00:05:14.840]  對不起再看一看
[00:05:14.840 --> 00:05:18.840]  尼西米除了修建以色列人的城牆和家園之外
[00:05:18.840 --> 00:05:23.840]  尼西米除了修建以色列的城牆和家園之外
[00:05:23.840 --> 00:05:26.840]  他還修建以色列人那個屬靈的生活
[00:05:26.840 --> 00:05:30.840]  他還修建以色列人那個屬靈的生活
[00:05:30.840 --> 00:05:32.840]  他不單止修補城牆的破口
[00:05:32.840 --> 00:05:35.840]  他不單止修補城牆的破口
[00:05:35.840 --> 00:05:38.840]  也都修補了以色列人那個屬靈的破口
[00:05:38.840 --> 00:05:42.840]  也都修補了以色列人的屬靈的破口
[00:05:42.840 --> 00:05:43.840]  大家看一下
[00:05:43.840 --> 00:05:46.840]  聖經表達神聖言的一些名稱
[00:05:46.840 --> 00:05:49.840]  大家看一下聖經中表達神聖言的名稱
[00:05:49.840 --> 00:05:50.840]  其實是很豐富的
[00:05:50.840 --> 00:05:51.840]  其實是非常豐富的
[00:05:51.840 --> 00:05:52.840]  有律法
[00:05:52.840 --> 00:05:53.840]  有律法
[00:05:53.840 --> 00:05:54.840]  法度
[00:05:54.840 --> 00:05:55.840]  分詞
[00:05:55.840 --> 00:05:56.840]  訓詞
[00:05:56.840 --> 00:05:57.840]  命令
[00:05:57.840 --> 00:05:58.840]  道理
[00:05:58.840 --> 00:05:59.840]  短章
[00:05:59.840 --> 00:06:00.840]  你的言語
[00:06:00.840 --> 00:06:01.840]  你的言語
[00:06:01.840 --> 00:06:02.840]  你的話
[00:06:02.840 --> 00:06:03.840]  你的話
[00:06:03.840 --> 00:06:04.840]  律例
[00:06:04.840 --> 00:06:06.840]  最後就是聖經
[00:06:06.840 --> 00:06:11.840]  基督徒只有一個權威
[00:06:11.840 --> 00:06:13.840]  基督徒只有一個權威
[00:06:13.840 --> 00:06:15.840]  我們浸信會有一個六大精神
[00:06:15.840 --> 00:06:17.840]  其中一個精神很重要的就是
[00:06:17.840 --> 00:06:19.840]  聖經是終極的權威
[00:06:19.840 --> 00:06:24.840]  我們浸信會只有一個指南針
[00:06:24.840 --> 00:06:26.840]  浸信會精神
[00:06:26.840 --> 00:06:30.840]  只有一個就是聖經的權威
[00:06:30.840 --> 00:06:31.840]  有六個權威
[00:06:31.840 --> 00:06:32.840]  有六個權威
[00:06:32.840 --> 00:06:33.840]  有六個精神
[00:06:33.840 --> 00:06:34.840]  有六個精神
[00:06:34.840 --> 00:06:36.840]  其中一個精神就是
[00:06:36.840 --> 00:06:38.840]  聖經是終極的權威
[00:06:38.840 --> 00:06:40.840]  聖經就是終極的權威
[00:06:40.840 --> 00:06:41.840]  對不起我講得快
[00:06:41.840 --> 00:06:42.840]  沒關係
[00:06:42.840 --> 00:06:43.840]  對不起
[00:06:43.840 --> 00:06:45.840]  只有一個指南針
[00:06:45.840 --> 00:06:46.840]  只有一個指南針
[00:06:46.840 --> 00:06:47.840]  就是聖經
[00:06:47.840 --> 00:06:48.840]  就是聖經
[00:06:48.840 --> 00:06:50.840]  所以我們作為基督徒
[00:06:50.840 --> 00:06:51.840]  所以我們作為基督徒
[00:06:51.840 --> 00:06:54.840]  需要在神的話裏面好好學習
[00:06:54.840 --> 00:06:57.840]  我們需要在神的話語當中好好學習
[00:07:00.840 --> 00:07:07.840]  尼西米邀請以斯拉文士
[00:07:07.840 --> 00:07:12.840]  來向猶太人宣讀摩西的說話
[00:07:12.840 --> 00:07:16.840]  來到猶太人面前宣讀摩西的律法
[00:07:16.840 --> 00:07:20.840]  所以尼西米召集了所有的猶太人
[00:07:20.840 --> 00:07:23.840]  所以尼西米召集了所有的猶太人
[00:07:23.840 --> 00:07:25.840]  在水門前一個地方
[00:07:25.840 --> 00:07:27.840]  那裏有一個很大的廣場
[00:07:27.840 --> 00:07:29.840]  那個地方叫水門
[00:07:29.840 --> 00:07:31.840]  在水門前一個地方
[00:07:31.840 --> 00:07:33.840]  有一個很大的廣場叫水門
[00:07:33.840 --> 00:07:37.840]  在那裏宣讀上帝的律法書
[00:07:37.840 --> 00:07:40.840]  在那裏宣讀上帝的律法書
[00:07:40.840 --> 00:07:45.840]  以斯拉就將律法書打開
[00:07:45.840 --> 00:07:48.840]  以斯拉就將律法書打開
[00:07:48.840 --> 00:07:50.840]  當他一打開的時候
[00:07:50.840 --> 00:07:52.840]  當他一打開的時候
[00:07:52.840 --> 00:07:56.840]  他們對上帝的說話充滿了敬畏
[00:07:56.840 --> 00:07:58.840]  他們對上帝的話語充滿了敬畏
[00:07:58.840 --> 00:08:00.840]  他們對上帝的話語充滿了敬畏
[00:08:00.840 --> 00:08:04.840]  因為他們已經很久沒有領受上帝的話語
[00:08:04.840 --> 00:08:06.840]  因為他們已經很久沒有領受上帝的話語
[00:08:06.840 --> 00:08:08.840]  因為他們已經很久沒有領受上帝的話語
[00:08:08.840 --> 00:08:10.840]  所以第一點要敬畏聖言
[00:08:10.840 --> 00:08:12.840]  所以第一點要敬畏聖言
[00:08:12.840 --> 00:08:14.840]  你看他們如同一人
[00:08:14.840 --> 00:08:17.840]  你看他們如同一人
[00:08:17.840 --> 00:08:19.840]  你看他們執耳而聽第三節
[00:08:19.840 --> 00:08:21.840]  你看他們執耳而聽第三節
[00:08:21.840 --> 00:08:23.840]  你看他們執耳而聽第三節
[00:08:23.840 --> 00:08:25.840]  還有他們恭敬站立起來
[00:08:25.840 --> 00:08:27.840]  還有他們恭敬站立起來
[00:08:27.840 --> 00:08:29.840]  就在第五節那裡說
[00:08:29.840 --> 00:08:30.840]  就在第五節那裡說
[00:08:30.840 --> 00:08:32.840]  然後他們舉手應聲
[00:08:32.840 --> 00:08:34.840]  然後他們舉手應聲
[00:08:34.840 --> 00:08:38.840]  還有他們低頭俯伏敬拜
[00:08:38.840 --> 00:08:40.840]  還有他們低頭俯伏敬拜
[00:08:40.840 --> 00:08:43.840]  最重要的是他們慚愧痛哭
[00:08:43.840 --> 00:08:45.840]  最重要的是他們慚愧痛哭
[00:08:45.840 --> 00:08:47.840]  他們聽到上帝的話
[00:08:47.840 --> 00:08:48.840]  他們聽到上帝的話
[00:08:48.840 --> 00:08:50.840]  他們的反應就是這樣
[00:08:50.840 --> 00:08:52.840]  他們的反應就是這樣
[00:08:52.840 --> 00:08:53.840]  因為他們知道
[00:08:53.840 --> 00:08:54.840]  因為他們知道
[00:08:54.840 --> 00:08:56.840]  他們曾經得罪了神
[00:08:56.840 --> 00:08:58.840]  他們曾經得罪了神
