
[00:00:00.000 --> 00:00:01.760]  我們再次低頭禱告
[00:00:01.760 --> 00:00:03.640]  我們再次低頭祈禱
[00:00:03.640 --> 00:00:08.120]  天父上帝謝謝你如此愛我們
[00:00:08.120 --> 00:00:11.320]  天父上帝感謝你愛我們
[00:00:11.320 --> 00:00:15.240]  你藉著你的愛子耶穌基督為我們受苦而死
[00:00:15.240 --> 00:00:19.280]  你藉著你的兒子耶穌基督為我們受苦而死
[00:00:19.280 --> 00:00:22.200]  然後祂復活進入到榮耀當中
[00:00:22.200 --> 00:00:25.040]  然後祂復活進入到榮耀當中
[00:00:25.040 --> 00:00:28.600]  所以基督受苦和基督進入榮耀
[00:00:28.600 --> 00:00:30.600]  這是我們要思想的主題
[00:00:30.600 --> 00:00:33.280]  所以基督受苦基督進入榮耀
[00:00:33.280 --> 00:00:35.200]  是我們要思想的主題
[00:00:35.200 --> 00:00:39.280]  我們活在世上也必然會經歷各種的苦難
[00:00:39.280 --> 00:00:42.560]  我們活在世上必然會經歷各種的苦難
[00:00:42.560 --> 00:00:47.040]  所以我們也盼望將來進入基督的榮耀
[00:00:47.040 --> 00:00:50.320]  所以我們也盼望將來進入基督的榮耀
[00:00:50.320 --> 00:00:53.680]  求主的聖靈此時此刻感動我們的心
[00:00:53.680 --> 00:00:56.720]  求主的聖靈此時此刻感動我們的心
[00:00:56.720 --> 00:00:59.280]  藉著這一段的經文來教導我們
[00:00:59.280 --> 00:01:01.480]  藉著這一段經文來教導我們
[00:01:01.480 --> 00:01:04.360]  讓我們講的聽的都被聖靈感動
[00:01:04.360 --> 00:01:07.480]  讓我們講的聽的都被聖靈感動
[00:01:07.480 --> 00:01:11.160]  讓我們能夠正確的認識受苦的價值
[00:01:11.160 --> 00:01:14.400]  讓我們能夠正確的認識受苦的價值
[00:01:14.400 --> 00:01:17.840]  讓我們也活潑的盼望基督的榮耀
[00:01:17.840 --> 00:01:21.040]  讓我們也活潑的盼望基督的榮耀
[00:01:21.040 --> 00:01:22.840]  以下的時間求主帶領
[00:01:22.840 --> 00:01:24.680]  以下的時間求主帶領
[00:01:24.680 --> 00:01:27.520]  請我們禱告奉靠耶穌基督聖名求
[00:01:27.520 --> 00:01:30.680]  請我們禱告奉靠耶穌基督聖名
[00:01:30.680 --> 00:01:33.440]  阿們
[00:01:33.440 --> 00:01:36.280]  今天我們要一起來探討
[00:01:36.280 --> 00:01:40.320]  彼得前書第五章中的受苦跟榮耀
[00:01:40.320 --> 00:01:42.000]  這兩個重要的概念
[00:01:42.000 --> 00:01:47.280]  今天我們要一起探討彼得前書受苦和榮耀這兩個概念
[00:01:47.280 --> 00:01:51.120]  我們知道彼得前書主要是講盼望的
[00:01:51.120 --> 00:01:54.160]  我們知道彼得前書主要是講盼望
[00:01:54.160 --> 00:01:55.960]  那什麼樣的人需要盼望?
[00:01:55.960 --> 00:01:57.280]  什麼人需要盼望?
[00:01:57.280 --> 00:01:58.880]  當然是絕望中的人
[00:01:58.880 --> 00:02:00.240]  當然是絕望中的人
[00:02:00.240 --> 00:02:01.240]  逆境中的人
[00:02:01.240 --> 00:02:02.280]  逆境中的人
[00:02:02.280 --> 00:02:03.240]  苦難中的人
[00:02:03.240 --> 00:02:04.240]  苦難中的人
[00:02:04.240 --> 00:02:08.160]  所以苦難就是彼得前書要討論的一個話題
[00:02:08.160 --> 00:02:11.560]  所以苦難就是彼得前書要討論的一個話題
[00:02:11.560 --> 00:02:13.360]  但是苦難是避免不了的
[00:02:13.360 --> 00:02:15.000]  但是苦難是避免不了的
[00:02:15.000 --> 00:02:16.480]  那如何來面對苦難呢?
[00:02:16.480 --> 00:02:17.840]  那如何來面對苦難呢?
[00:02:17.840 --> 00:02:20.760]  那受了苦之後有什麼盼望呢?
[00:02:20.760 --> 00:02:22.400]  那受了苦之後有什麼盼望呢?
[00:02:22.400 --> 00:02:24.520]  在受苦之中的盼望在哪裡呢?
[00:02:24.520 --> 00:02:26.880]  在受苦之中的盼望是什麼呢?
[00:02:26.880 --> 00:02:28.480]  那就引出另外一個話題
[00:02:28.480 --> 00:02:30.320]  那就引出另外一個話題
[00:02:30.320 --> 00:02:31.440]  那就是榮耀
[00:02:31.440 --> 00:02:32.680]  那就是榮耀
[00:02:32.680 --> 00:02:35.920]  所以彼得並不是到了第五章才講榮耀
[00:02:35.920 --> 00:02:38.640]  所以彼得並不是到了第五章才講榮耀
[00:02:38.640 --> 00:02:40.680]  他在第一章就提到了榮耀
[00:02:40.680 --> 00:02:43.160]  他在第一章就提到了榮耀
[00:02:43.160 --> 00:02:47.840]  所以不單是受苦這個主題貫穿整個彼得前書
[00:02:47.840 --> 00:02:51.920]  連榮耀這個主題也是貫穿整個彼得前書的
[00:02:51.920 --> 00:02:56.280]  所以不單是受苦這個主題貫穿整個彼得前書
[00:02:56.280 --> 00:03:00.920]  連榮耀這個主題也是貫穿整個彼得前書的
[00:03:00.920 --> 00:03:04.120]  那我們今天來思想這兩個主題之間的關係
[00:03:04.120 --> 00:03:07.480]  那我們今天來思想這兩個主題之間的關係
[00:03:07.480 --> 00:03:11.840]  希望能夠幫助我們在今天的環境中
[00:03:11.840 --> 00:03:11.840]  希望能夠幫助我們在今天的環境中
[00:03:11.840 --> 00:03:11.840]  希望能夠幫助我們在今天的環境中
[00:03:11.840 --> 00:03:11.840]  希望能夠幫助我們在今天的環境中
[00:03:11.840 --> 00:03:11.840]  希望能夠幫助我們在今天的環境中
[00:03:11.840 --> 00:03:11.840]  希望能夠幫助我們在今天的環境中
[00:03:11.840 --> 00:03:11.840]  希望能夠幫助我們在今天的環境中
[00:03:11.840 --> 00:03:11.840]  希望能夠幫助我們在今天的環境中
[00:03:11.840 --> 00:03:11.880]  希望能夠幫助我們在今天的環境中
