
[00:00:00.000 --> 00:00:01.560]  各位頂主會早晨
[00:00:01.560 --> 00:00:06.040]  今日揀選了出埃及記第十二章
[00:00:06.040 --> 00:00:10.600]  請了我們的領會鏡輝幫我們讀十四至二十八節
[00:00:10.600 --> 00:00:12.960]  其實我們要看完一至十二節
[00:00:12.960 --> 00:00:16.200]  不過我都想大家一起重溫一下
[00:00:16.200 --> 00:00:18.440]  上個星期記不記得誰來港島
[00:00:18.440 --> 00:00:23.560]  網上那個就答不到我
[00:00:23.560 --> 00:00:25.280]  應該在這裏也答得到
[00:00:25.280 --> 00:00:26.280]  是誰
[00:00:26.280 --> 00:00:27.800]  曹院長
[00:00:27.800 --> 00:00:31.800]  對了 不知道曹院長在港島今天還有多少
[00:00:31.800 --> 00:00:35.600]  有些人說一出了禮堂門口也只剩下一半
[00:00:35.600 --> 00:00:37.480]  過了一個星期不知道還有多少
[00:00:37.480 --> 00:00:40.640]  不過我們現在網上都可以重溫一個星期
[00:00:40.640 --> 00:00:42.160]  不過現在已經沒有了
[00:00:42.160 --> 00:00:46.320]  我最記得曹院長說了最後一句話
[00:00:46.320 --> 00:00:50.000]  就是教會是最有盼望的地方
[00:00:50.000 --> 00:00:53.080]  大家這句話有沒有什麼印象
[00:00:53.080 --> 00:00:56.560]  曹院長都說你們聽完會覺得很奇怪
[00:00:56.560 --> 00:00:59.960]  我都重溫說這句話的時候
[00:00:59.960 --> 00:01:01.560]  前文後理說了什麼
[00:01:01.560 --> 00:01:03.520]  他說有兩個原因
[00:01:03.520 --> 00:01:04.960]  第一個原因就是
[00:01:04.960 --> 00:01:07.880]  教會是一個與神同行的群體
[00:01:07.880 --> 00:01:10.880]  正如我們後面這句連題
[00:01:10.880 --> 00:01:13.640]  與神同行這位神是主耶穌基督
[00:01:13.640 --> 00:01:16.880]  他是昔日今日明日的主
[00:01:16.880 --> 00:01:19.920]  第二個原因為什麼教會是最有盼望的地方
[00:01:19.920 --> 00:01:24.840]  因為教會是與一班弟兄姊妹同行的群體
[00:01:24.840 --> 00:01:26.280]  在曹院長的港島裏面
[00:01:26.280 --> 00:01:28.280]  你看到他有連長的
[00:01:28.280 --> 00:01:31.280]  曾經做過神學院的一些很資深的牧者
[00:01:31.280 --> 00:01:32.760]  為曹院長祈禱
[00:01:32.760 --> 00:01:34.440]  曹院長也要承傳
[00:01:34.440 --> 00:01:37.720]  將一班年輕的在他學院畢業底下的
[00:01:37.720 --> 00:01:40.560]  一班青少年傳導去關心他們
[00:01:40.560 --> 00:01:44.440]  教會就是一班由連長年輕的群體
[00:01:44.440 --> 00:01:46.280]  一起與神同行的
[00:01:46.280 --> 00:01:48.480]  我們一起同尋盼望
[00:01:48.480 --> 00:01:52.920]  這個就是教會是一個最有盼望的地方
[00:01:52.920 --> 00:01:55.200]  為什麼我會有這個印象呢
[00:01:55.200 --> 00:01:57.800]  因為我相信曹院長也可能會知道
[00:01:57.800 --> 00:01:59.360]  我們教會今年的連題
[00:01:59.360 --> 00:02:00.560]  我們的連題就是這裏
[00:02:00.560 --> 00:02:01.920]  剛才重複了
[00:02:01.920 --> 00:02:03.560]  我們也有一個標題
[00:02:03.560 --> 00:02:04.240]  不知道大家有沒有留意
[00:02:04.240 --> 00:02:06.840]  在崇拜你們的周刊面前
[00:02:06.840 --> 00:02:09.440]  有一個標題是三四十二個字
[00:02:09.440 --> 00:02:10.440]  十二個字
[00:02:10.440 --> 00:02:15.640]  回望感恩 深化關係 同尋盼望
[00:02:15.640 --> 00:02:18.120]  我就特地在今天這個時候
[00:02:18.120 --> 00:02:21.640]  和大家再去重溫今天的連題和標題
[00:02:21.640 --> 00:02:24.040]  就是今天的港島是做一個連結
[00:02:24.040 --> 00:02:25.240]  我想過這篇港島
[00:02:25.240 --> 00:02:28.800]  一是在教會不知道多少十週年裏面
[00:02:28.800 --> 00:02:30.200]  是去周年紀念港的
[00:02:30.200 --> 00:02:31.880]  那麼十一月
[00:02:31.880 --> 00:02:32.520]  如果不是的話
[00:02:32.520 --> 00:02:34.840]  我會覺得在煮餐禮的時候說
[00:02:34.840 --> 00:02:36.040]  是很適合的
[00:02:36.040 --> 00:02:37.480]  所以我就這樣揀選
[00:02:37.480 --> 00:02:40.400]  我忘記出這個了
[00:02:40.400 --> 00:02:41.680]  這裏是有的
[00:02:41.680 --> 00:02:43.280]  好 那就不要緊了
[00:02:43.280 --> 00:02:44.280]  好
[00:02:44.280 --> 00:02:46.400]  其實在這幾天
[00:02:46.400 --> 00:02:49.800]  香港人也有很多集體回憶回來
[00:02:49.800 --> 00:02:53.720]  我最記得當我和兒子吃飯
[00:02:53.720 --> 00:02:55.800]  他會說「爬龍舟啊 爬龍舟啊」
[00:02:55.800 --> 00:02:56.680]  怎麼這麼神奇
[00:02:56.680 --> 00:02:58.760]  他只是年紀小而已
[00:02:58.760 --> 00:03:00.200]  因為他也沒見過爬龍舟
[00:03:00.200 --> 00:03:02.400]  這兩年香港沒得爬龍舟
[00:03:02.400 --> 00:03:04.880]  端午節都是香港人的集體回憶
[00:03:04.880 --> 00:03:08.080]  吃粽 爬龍舟
[00:03:08.080 --> 00:03:12.000]  可能拿著燭光在一個場地集合
[00:03:12.000 --> 00:03:14.720]  都是香港人的一個集體回憶
[00:03:14.720 --> 00:03:16.840]  其實我們就是透過一些行動
[00:03:16.840 --> 00:03:19.920]  每年定期去守節
[00:03:19.920 --> 00:03:21.520]  或者做一些運動
[00:03:21.520 --> 00:03:24.680]  一些行動去作為一個集體回憶
[00:03:24.680 --> 00:03:29.320]  將一些有意義的價值觀去承傳下去
[00:03:29.320 --> 00:03:30.800]  而在我們基督教裏面
[00:03:30.800 --> 00:03:33.720]  我覺得最重要的節
[00:03:33.720 --> 00:03:35.680]  或者最重要最重要的禮儀
[00:03:35.680 --> 00:03:36.960]  就是主餐禮
[00:03:36.960 --> 00:03:39.040]  稍後我們也會遵行
[00:03:39.040 --> 00:03:40.200]  耶穌基督這個主餐禮
[00:03:40.200 --> 00:03:43.520]  真的很神妙和很重要
[00:03:43.520 --> 00:03:47.840]  祂將整個聖經
[00:03:47.840 --> 00:03:54.040]  由出埃及記到將來天國聯繫下來
[00:03:54.040 --> 00:03:56.200]  稍後你聽完我講到你就會明白
[00:03:56.200 --> 00:03:58.120]  耶穌怎樣將整個
[00:03:58.120 --> 00:04:02.240]  由出埃及記御節的晚餐
[00:04:02.240 --> 00:04:04.440]  到天國的筵席聯繫下來
[00:04:04.440 --> 00:04:06.040]  這個就是主餐禮
[00:04:06.040 --> 00:04:07.800]  我們都藉著主餐
[00:04:07.800 --> 00:04:11.840]  每一個禮拜去遵守傳統禮儀
[00:04:11.840 --> 00:04:13.840]  去將我們基督教很重要
[00:04:13.840 --> 00:04:17.560]  最核心的信仰價值去承傳下去
[00:04:17.560 --> 00:04:20.040]  而今天我們會先集中看
[00:04:20.040 --> 00:04:22.280]  起源於如月節
[00:04:22.280 --> 00:04:24.200]  我找了一個卡通片
[00:04:24.200 --> 00:04:26.560]  雖然都長長的有四至五分鐘
[00:04:26.560 --> 00:04:28.440]  但真是將整個出埃及記
[00:04:28.440 --> 00:04:31.480]  或者整個很核心的一個理念
[00:04:31.480 --> 00:04:34.480]  在短短幾分鐘的片段裏面播出來
[00:04:34.480 --> 00:04:36.640]  所以我都想大家一起看
[00:04:36.640 --> 00:04:38.560]  當中是講普通話的
[00:04:38.560 --> 00:04:43.160]  但有中文字幕在裏面
[00:04:43.160 --> 00:04:45.320]  好 麻煩播音響可以
[00:04:45.320 --> 00:04:47.080]  有聲音的
[00:04:47.080 --> 00:04:49.080]  可以出聲了
[00:04:49.080 --> 00:04:50.680]  故事是從以色列人
[00:04:50.680 --> 00:04:52.600]  寄居埃及做奴隸的時候開始
[00:04:52.600 --> 00:04:55.280]  由以色列人在埃及做奴隸
[00:04:55.280 --> 00:04:58.400]  起尊被埃及法奴王逼迫開始
[00:04:58.400 --> 00:05:00.400]  都是刀短的 很快看完
[00:05:00.400 --> 00:05:02.400]  背景是這樣的
[00:05:02.400 --> 00:05:04.600]  何等悲慘
[00:05:04.600 --> 00:05:06.160]  而他們正是這樣
[00:05:06.160 --> 00:05:09.160]  儘管如此 使得家人越來越多
[00:05:09.160 --> 00:05:10.360]  但以色列人越來越多
[00:05:10.360 --> 00:05:13.240]  原來法奴王就像皇帝一樣
[00:05:13.240 --> 00:05:14.440]  奴役著以色列人
[00:05:14.440 --> 00:05:15.800]  法奴就讓他們多做苦工
[00:05:15.800 --> 00:05:17.760]  顯示他才是老闆
[00:05:17.760 --> 00:05:20.240]  以色列人越來越苦
[00:05:20.240 --> 00:05:21.560]  法奴當自己老闆
[00:05:21.560 --> 00:05:24.840]  以色列人就祈求上帝幫助他們
[00:05:24.840 --> 00:05:27.720]  對他家人的所作所為非常生氣
[00:05:27.720 --> 00:05:29.400]  他開始了拯救計劃
[00:05:29.400 --> 00:05:31.120]  他派一個人名叫摩西
[00:05:31.120 --> 00:05:33.080]  去帶領神的家人出埃及
[00:05:33.080 --> 00:05:35.000]  進入一個全新的美麗家園
[00:05:35.000 --> 00:05:36.440]  叫應選之地
[00:05:36.440 --> 00:05:38.040]  但是當摩西告訴法奴
[00:05:38.040 --> 00:05:39.480]  讓神的家人離開時
[00:05:39.480 --> 00:05:40.720]  法奴說過
[00:05:40.720 --> 00:05:43.520]  你要帶領以色列人離開埃及
[00:05:43.520 --> 00:05:46.120]  要敬拜我們的上主
[00:05:46.120 --> 00:05:49.960]  甚至國家的統治者也要順服他
[00:05:49.960 --> 00:05:51.360]  所以埃及王罵
[00:05:51.360 --> 00:05:52.680]  所以就有十災
[00:05:52.680 --> 00:05:54.920]  這災害就是對埃及人的懲罰
[00:05:54.920 --> 00:05:57.080]  因他們逼迫神的家人做奴隸
[00:05:57.080 --> 00:05:58.200]  每個災害之後
[00:05:58.200 --> 00:06:00.400]  摩西請求法奴讓神的家人離開
[00:06:00.400 --> 00:06:02.880]  但是法奴總是說不
[00:06:02.880 --> 00:06:04.400]  接著摩西告訴法奴
[00:06:04.400 --> 00:06:05.720]  神愛他的家人
[00:06:05.720 --> 00:06:07.920]  不管法奴多少次拒絕順服神
[00:06:07.920 --> 00:06:08.960]  上帝都會拯救他
[00:06:08.960 --> 00:06:11.520]  每一次埃及王都拒絕
[00:06:11.520 --> 00:06:14.160]  所以上帝就要用最後第十災
[00:06:14.160 --> 00:06:19.200]  去完結了這個爭鬥
[00:06:19.200 --> 00:06:23.600]  第三掌沙之災
[00:06:23.600 --> 00:06:25.520]  就要用一隻羔羊
[00:06:25.520 --> 00:06:27.560]  以色列要用羔羊去代替
[00:06:27.560 --> 00:06:30.400]  要手吃毛膠餅
[00:06:30.400 --> 00:06:35.760]  用羔羊的血滑在盆栽上
[00:06:35.760 --> 00:06:38.240]  以色列要穿著鞋
[00:06:38.240 --> 00:06:46.480]  拿著杖去吃毛膠餅
[00:06:46.480 --> 00:06:47.880]  到晚上
[00:06:47.880 --> 00:06:50.680]  上帝就使用滅命絕詞去擊殺
[00:06:50.680 --> 00:06:53.200]  所有存在埃及的長子
[00:06:53.200 --> 00:06:58.000]  或者生畜的第一隻都要被殺
[00:06:58.000 --> 00:06:59.560]  終於法奴王不服了
[00:06:59.560 --> 00:07:04.000]  容讓以色列人離開
[00:07:04.000 --> 00:07:05.240]  世世代代
[00:07:05.240 --> 00:07:08.360]  他們都是手捲去紀念這個晚上
[00:07:08.360 --> 00:07:11.440]  上帝預約了以色列家
[00:07:11.440 --> 00:07:16.160]  去擊殺埃及的長子
[00:07:16.160 --> 00:07:18.040]  這個意義對我們來說
[00:07:18.040 --> 00:07:20.120]  是什麼意思在這裡引用呢
[00:07:20.120 --> 00:07:28.040]  我們今時今日對我們的關係
[00:07:28.040 --> 00:07:30.160]  我們都在罪的捆綁當中
[00:07:30.160 --> 00:07:33.920]  我們都好像被罪奴役
[00:07:33.920 --> 00:07:38.440]  上帝就猜耶穌基督
[00:07:38.440 --> 00:07:52.160]  我們寫十字架 上帝
[00:07:52.160 --> 00:07:55.360]  耶穌祭那隻羊羔
[00:07:55.360 --> 00:07:58.040]  祂用祂的血遮蓋我們一腿
[00:07:58.040 --> 00:08:00.960]  有一天祂會為我們再造一個完美的家
[00:08:00.960 --> 00:08:03.160]  比應許之地好多了
[00:08:03.160 --> 00:08:05.160]  這就是餘月節的故事
[00:08:05.160 --> 00:08:06.560]  好啦 時間關係
[00:08:06.560 --> 00:08:07.880]  我們去了總結
[00:08:07.880 --> 00:08:09.880]  不過那裡不去了
[00:08:09.880 --> 00:08:14.560]  我們其實要知道整個的上文下理
[00:08:14.560 --> 00:08:15.320]  是不容易的
[00:08:15.320 --> 00:08:17.320]  我用很快的方法
[00:08:17.320 --> 00:08:19.120]  我們都多看一點
[00:08:19.120 --> 00:08:20.720]  看完一至十二節
[00:08:20.720 --> 00:08:21.560]  不過我們不讀了
[00:08:21.560 --> 00:08:24.360]  我們將黃色的字 highest(高度)給大家看
[00:08:24.360 --> 00:08:26.560]  出一究竟第十二章一至廿八節
[00:08:26.560 --> 00:08:29.800]  就將餘月節和除教節的條例和起源
[00:08:29.800 --> 00:08:30.800]  說了出來
[00:08:30.800 --> 00:08:33.040]  剛才的鏡輝幫我們讀
[00:08:33.040 --> 00:08:36.720]  是集中了說除教節和以色列人
[00:08:36.720 --> 00:08:40.120]  怎樣去行洗第一次的餘節這個禮儀
[00:08:40.120 --> 00:08:45.520]  但是起源於他們埃及王拒絕
[00:08:45.520 --> 00:08:48.320]  所以摩西就向埃及王宣告
[00:08:48.320 --> 00:08:51.480]  我要行最後一災 殺長子之災
[00:08:51.480 --> 00:08:53.760]  然後耶穌就吩咐摩西和亞倫
[00:08:53.760 --> 00:08:56.160]  怎樣去吩咐以色列人去遵行
[00:08:56.160 --> 00:08:57.720]  第二節很重要
[00:08:57.720 --> 00:08:59.720]  你們要以本月為正月
[00:08:59.720 --> 00:09:01.200]  為一年之首
[00:09:01.200 --> 00:09:03.560]  以後這個餘月節就成為了
[00:09:03.560 --> 00:09:07.520]  以色列人世世代代每一年的首第一個月
[00:09:07.520 --> 00:09:10.440]  就好像以後的新年就由餘月節開始
[00:09:10.440 --> 00:09:13.000]  是一個新的設立 一個新的開始
[00:09:13.000 --> 00:09:15.560]  而每一個家庭都預備一隻羊羔
[00:09:15.560 --> 00:09:17.200]  預備一隻羔羊
[00:09:17.200 --> 00:09:18.200]  在大陸節就說
[00:09:18.200 --> 00:09:20.640]  去到正月 就是一月的十四日
[00:09:20.640 --> 00:09:22.160]  黃昏的時候
[00:09:22.160 --> 00:09:24.400]  他們就要一起宰殺一隻羊羔
