
[00:00:00.000 --> 00:00:02.000]  今天是福音主日
[00:00:02.000 --> 00:00:05.880]  亦是我們一齊思想聖經最寶貴
[00:00:05.880 --> 00:00:08.200]  核心的重要訊息
[00:00:08.200 --> 00:00:11.400]  就是耶穌基督帶給人的救恩
[00:00:11.400 --> 00:00:14.400]  我們大家很想再次來到這裡思想
[00:00:14.400 --> 00:00:16.360]  一起去再次認識
[00:00:16.360 --> 00:00:19.000]  我們請大家再次和心仙祈禱
[00:00:19.000 --> 00:00:21.000]  我們將時間再交給主
[00:00:21.000 --> 00:00:28.280]  創造天地的主
[00:00:28.280 --> 00:00:30.280]  我們感謝祢
[00:00:30.280 --> 00:00:34.280]  因為祢的確是那位滿有慈愛的上帝
[00:00:34.280 --> 00:00:37.280]  祢樂意來拯救我們
[00:00:37.280 --> 00:00:41.280]  當你體會到人在罪當中
[00:00:41.280 --> 00:00:44.280]  被罪捆綁、被罪壓傷
[00:00:44.280 --> 00:00:47.280]  祢不願意我們在罪中死亡
[00:00:47.280 --> 00:00:51.280]  因此祢很願意賜下祢自己的拯救
[00:00:51.280 --> 00:00:53.280]  叫我們因為信靠祢
[00:00:53.280 --> 00:00:56.280]  我們得著真正的平安
[00:00:56.280 --> 00:00:58.280]  得著祢給我們的釋放
[00:00:58.280 --> 00:01:01.280]  我們今天願意在祢面前
[00:01:01.280 --> 00:01:03.280]  祈求天上的主
[00:01:03.280 --> 00:01:05.280]  祢藉著聖經的說話
[00:01:05.280 --> 00:01:07.280]  要再次指教我們的心
[00:01:07.280 --> 00:01:09.280]  讓我們認識祢
[00:01:09.280 --> 00:01:12.280]  由於得著祢給我們的福音
[00:01:12.280 --> 00:01:16.280]  我們得著真正心裡的快樂和滿足
[00:01:16.280 --> 00:01:18.280]  這段時間願祢帶領我們
[00:01:18.280 --> 00:01:21.280]  親自賜下祢的同在
[00:01:21.280 --> 00:01:24.280]  我們祈禱仰望奉耶穌聖名求
[00:01:24.280 --> 00:01:26.280]  阿們
[00:01:26.280 --> 00:01:28.280]  今天我們來思想一個題目
[00:01:28.280 --> 00:01:30.280]  就是放下重擔
[00:01:30.280 --> 00:01:32.280]  與主伴行
[00:01:32.280 --> 00:01:35.280]  因為上帝是樂以與人同行
[00:01:35.280 --> 00:01:37.280]  同在的上帝
[00:01:37.280 --> 00:01:39.280]  我想先說一件事情
[00:01:39.280 --> 00:01:42.280]  有一次有一位弟兄
[00:01:42.280 --> 00:01:45.280]  講述他自己信耶穌的經過
[00:01:45.280 --> 00:01:48.280]  他本來自己是一位佛教徒
[00:01:48.280 --> 00:01:50.280]  他有兩個很特別的朋友
[00:01:50.280 --> 00:01:53.280]  這兩個朋友都是曾經吸毒的
[00:01:53.280 --> 00:01:55.280]  後來這兩位朋友
[00:01:55.280 --> 00:01:57.280]  很奇妙地信了耶穌
[00:01:57.280 --> 00:01:59.280]  信了耶穌之後
[00:01:59.280 --> 00:02:02.280]  他見到他們兩個有很大的轉變
[00:02:02.280 --> 00:02:04.280]  以前脾氣很暴躁
[00:02:04.280 --> 00:02:07.280]  但現在變得很和善
[00:02:07.280 --> 00:02:09.280]  而且很有愛心
[00:02:09.280 --> 00:02:10.280]  所以覺得很奇怪
[00:02:10.280 --> 00:02:12.280]  他們兩個有這麼大的轉變
[00:02:12.280 --> 00:02:15.280]  後來這兩位信了主的教徒
[00:02:15.280 --> 00:02:18.280]  邀請這位佛教朋友去教會
[00:02:18.280 --> 00:02:21.280]  去聽教會的信息
[00:02:21.280 --> 00:02:24.280]  他說:好啊,見到你們這麼大的轉變
[00:02:24.280 --> 00:02:27.280]  讓我又聽聽你們平時說什麼
[00:02:27.280 --> 00:02:30.280]  這位朋友去到教會的時候
[00:02:30.280 --> 00:02:31.280]  一聽信息的時候
[00:02:31.280 --> 00:02:33.280]  覺得很詫異
[00:02:33.280 --> 00:02:36.280]  因為當時的講員就說
[00:02:36.280 --> 00:02:40.280]  在聖經裡面講述一位上帝
[00:02:40.280 --> 00:02:43.280]  這位上帝是會赦免人的罪
[00:02:43.280 --> 00:02:46.280]  同時是會願意與人同行
[00:02:46.280 --> 00:02:48.280]  人生的路
[00:02:48.280 --> 00:02:51.280]  他聽的時候覺得好像很難去理解
[00:02:51.280 --> 00:02:53.280]  因為他一直有的觀念
[00:02:53.280 --> 00:02:56.280]  佛教的觀念就是因果的關係
[00:02:56.280 --> 00:02:58.280]  你做錯的事情
[00:02:58.280 --> 00:03:00.280]  你不可以抹走它
[00:03:00.280 --> 00:03:05.280]  你要自己承擔之後很多的後果
[00:03:05.280 --> 00:03:08.280]  他說竟然有一位神願意赦免人
[00:03:08.280 --> 00:03:11.280]  願意抹去那些過犯
[00:03:11.280 --> 00:03:13.280]  怎麼可能呢?
[00:03:13.280 --> 00:03:16.280]  不單止赦免人的罪
[00:03:16.280 --> 00:03:20.280]  而這位神竟然能夠與人同行
[00:03:20.280 --> 00:03:23.280]  是一件什麼回事呢?
[00:03:23.280 --> 00:03:27.280]  一個信息帶給他很大的一種吸引
[00:03:27.280 --> 00:03:31.280]  然後他就開始慢慢去追求認識耶穌
[00:03:31.280 --> 00:03:34.280]  他自己也開始去尋求
[00:03:34.280 --> 00:03:38.280]  他就經歷到內心很多的罪疚
[00:03:38.280 --> 00:03:41.280]  是經歷上帝給他的赦免
[00:03:41.280 --> 00:03:44.280]  而現在他就信了耶穌
[00:03:44.280 --> 00:03:46.280]  當我聽到這個故事的時候
[00:03:46.280 --> 00:03:47.280]  再做一次體會
[00:03:47.280 --> 00:03:49.280]  很多時候教徒可能已經聽慣了
[00:03:49.280 --> 00:03:51.280]  上帝赦免人的罪
[00:03:51.280 --> 00:03:54.280]  但小心去思想的時候就會察覺
[00:03:54.280 --> 00:03:57.280]  是一件絕對不簡單的事情
[00:03:57.280 --> 00:04:01.280]  我們常常說人生不可以take two的
[00:04:01.280 --> 00:04:03.280]  做了一次的事情
[00:04:03.280 --> 00:04:05.280]  你不可以去改變了它
[00:04:05.280 --> 00:04:08.280]  因為它已經發生了
[00:04:08.280 --> 00:04:11.280]  但是上帝竟然給人有新生的機會
[00:04:11.280 --> 00:04:15.280]  赦免人的罪也是與人有同行
[00:04:15.280 --> 00:04:16.280]  人生的路
[00:04:16.280 --> 00:04:20.280]  而今天我們在我們所認識的朋友當中
[00:04:20.280 --> 00:04:21.280]  包括我們自己
[00:04:21.280 --> 00:04:24.280]  有些時候認識神的時候
[00:04:24.280 --> 00:04:25.280]  都有一些感覺
[00:04:25.280 --> 00:04:26.280]  好像有一些障礙
[00:04:26.280 --> 00:04:29.280]  好像不太能夠去接受
[00:04:29.280 --> 00:04:32.280]  有時覺得好像很難去悔改
[00:04:32.280 --> 00:04:34.280]  怎樣去改變自己
[00:04:34.280 --> 00:04:36.280]  那些障礙是什麼呢?
[00:04:36.280 --> 00:04:38.280]  今天我們讀聖經
[00:04:38.280 --> 00:04:41.280]  主耶穌就提出這些障礙
[00:04:41.280 --> 00:04:44.280]  又勉勵我們放下那些障礙
[00:04:44.280 --> 00:04:45.280]  來去認識祂
[00:04:45.280 --> 00:04:48.280]  剛才大家讀過的《馬太福音》第十一章
[00:04:48.280 --> 00:04:52.280]  大家可以再翻開前面的聖經
[00:04:52.280 --> 00:04:57.280]  我們再看一段經文
[00:04:57.280 --> 00:05:04.280]  在聖經《馬太福音》第十一章第二十五節
[00:05:04.280 --> 00:05:05.280]  聖經這樣說
[00:05:05.280 --> 00:05:08.280]  「就在那時候耶穌說
[00:05:08.280 --> 00:05:11.280]  父啊天地的主我讚美你
[00:05:11.280 --> 00:05:12.280]  因為你把這些事
[00:05:12.280 --> 00:05:17.280]  向智慧和聰明的人就隱藏起來
[00:05:17.280 --> 00:05:20.280]  卻向鷹孩顯明出來」
[00:05:20.280 --> 00:05:24.280]  鷹孩很明顯是代表著一些謙虛的人
[00:05:24.280 --> 00:05:25.280]  這些謙虛的人
[00:05:25.280 --> 00:05:28.280]  上帝願意將福音的真理
[00:05:28.280 --> 00:05:31.280]  向他顯明出來
[00:05:31.280 --> 00:05:32.280]  一開始的時候
[00:05:32.280 --> 00:05:35.280]  就說「就在那時候」
[00:05:35.280 --> 00:05:37.280]  耶穌好像有一些感觸
[00:05:37.280 --> 00:05:39.280]  祂就說出這一段話
[00:05:39.280 --> 00:05:41.280]  究竟是什麼時候
[00:05:41.280 --> 00:05:43.280]  祂們當時在談論什麼呢?
[00:05:43.280 --> 00:05:45.280]  如果大家看聖經上面
[00:05:45.280 --> 00:05:49.280]  就會留意到第二十節
[00:05:49.280 --> 00:05:51.280]  「那時耶穌開始責備那些
[00:05:51.280 --> 00:05:55.280]  他曾在那裡行過許多神蹟的誠
[00:05:55.280 --> 00:05:58.280]  因為他們不肯悔改」
[00:05:58.280 --> 00:06:00.280]  當耶穌在世上的時候
[00:06:00.280 --> 00:06:02.280]  祂有許多對人的教導
[00:06:02.280 --> 00:06:04.280]  也都行過神蹟歧視
[00:06:04.280 --> 00:06:07.280]  顯明出祂是從上帝而來的
[00:06:07.280 --> 00:06:10.280]  但是當時的人仍然不願意去接受
[00:06:10.280 --> 00:06:13.280]  不願意去悔改
[00:06:13.280 --> 00:06:16.280]  主耶穌這個時候要責備他們
[00:06:16.280 --> 00:06:18.280]  然後接著祂提出一件事
[00:06:18.280 --> 00:06:22.280]  大家看下去下第二十三節
[00:06:22.280 --> 00:06:23.280]  「加伯隆啊
[00:06:23.280 --> 00:06:26.280]  你會被高舉到天上嗎?
[00:06:26.280 --> 00:06:28.280]  你必降到陰間
[00:06:28.280 --> 00:06:30.280]  而你那裡行過的神蹟
[00:06:30.280 --> 00:06:32.280]  如果行在所多瑪雅城
[00:06:32.280 --> 00:06:36.280]  還會存留到今天」
[00:06:36.280 --> 00:06:39.280]  主耶穌提出這個城市加伯隆
[00:06:39.280 --> 00:06:42.280]  加伯隆當時在這個地區
[00:06:42.280 --> 00:06:44.280]  是一個很繁榮的城市
[00:06:44.280 --> 00:06:49.280]  是一個很重要的交通樞紐的地方
[00:06:49.280 --> 00:06:51.280]  這個城市很富裕
[00:06:51.280 --> 00:06:53.280]  因此很多人在裡面居住的時候
[00:06:53.280 --> 00:06:55.280]  感覺生活很安穩
[00:06:55.280 --> 00:06:56.280]  很滿足
[00:06:56.280 --> 00:06:58.280]  自己一切所需要的
[00:06:58.280 --> 00:07:02.280]  都可以自己去爭取得到
[00:07:02.280 --> 00:07:05.280]  是一種很滿足的情緒
[00:07:05.280 --> 00:07:08.280]  所以他們甚至有時候會有這樣的表達
[00:07:08.280 --> 00:07:11.280]  我們會高舉到天上
[00:07:11.280 --> 00:07:14.280]  主耶穌用一句話描述他們的心態
[00:07:14.280 --> 00:07:17.280]  他們會覺得自己是被人幽怨
[00:07:17.280 --> 00:07:20.280]  自以為是
[00:07:20.280 --> 00:07:21.280]  主耶穌就告訴他們
[00:07:21.280 --> 00:07:24.280]  你們這樣的自以為是
[00:07:24.280 --> 00:07:27.280]  必降到陰間
[00:07:27.280 --> 00:07:28.280]  相反
[00:07:28.280 --> 00:07:31.280]  其實你們要跌到陰間
[00:07:31.280 --> 00:07:34.280]  然後跟著剛才我們讀二十三節中間說
[00:07:34.280 --> 00:07:36.280]  在你那裡所行過的神蹟
[00:07:36.280 --> 00:07:39.280]  如果行在所多瑪
[00:07:39.280 --> 00:07:40.280]  不知道大家有沒有印象
[00:07:40.280 --> 00:07:44.280]  所多瑪是在說哪個城市
[00:07:44.280 --> 00:07:45.280]  在舊的聖經裡面提及
[00:07:45.280 --> 00:07:48.280]  這個城市也是一個繁榮的城市
[00:07:48.280 --> 00:07:52.280]  但因為裡面有很多各樣不同的罪惡
[00:07:52.280 --> 00:07:55.280]  所以上帝要作公義的審判
[00:07:55.280 --> 00:07:58.280]  容許火在天上降臨
[00:07:58.280 --> 00:08:00.280]  焚燒整個城市
[00:08:00.280 --> 00:08:03.280]  所以今天很多人提到所多瑪的時候
[00:08:03.280 --> 00:08:06.280]  就馬上知道是在說罪惡之城
[00:08:06.280 --> 00:08:07.280]  但主就說
[00:08:07.280 --> 00:08:10.280]  如果今天所行的神蹟奇事
[00:08:10.280 --> 00:08:13.280]  在所多瑪行出來
[00:08:13.280 --> 00:08:14.280]  他們都會察覺
[00:08:14.280 --> 00:08:17.280]  有一位奇妙的上帝
[00:08:17.280 --> 00:08:20.280]  有一位掌權的上帝
[00:08:20.280 --> 00:08:25.280]  他們都會知道悔改去轉變
[00:08:25.280 --> 00:08:28.280]  如果他們經歷到耶穌所行的神蹟
[00:08:28.280 --> 00:08:29.280]  他們會悔改
[00:08:29.280 --> 00:08:32.280]  所以不會有當時的審判
[00:08:32.280 --> 00:08:35.280]  甚至可以存留到今天
[00:08:35.280 --> 00:08:36.280]  聖經就說
[00:08:36.280 --> 00:08:38.280]  他們可以存留到今天
[00:08:38.280 --> 00:08:41.280]  但竟然加伯隆的人
[00:08:41.280 --> 00:08:42.280]  這裡的居民
[00:08:42.280 --> 00:08:44.280]  聽到這麼多
[00:08:44.280 --> 00:08:46.280]  但竟然仍然驕傲
[00:08:46.280 --> 00:08:48.280]  不肯相信
[00:08:48.280 --> 00:08:51.280]  什麼阻礙人去接受
[00:08:51.280 --> 00:08:55.280]  天上的福音呢?
[00:08:55.280 --> 00:08:56.280]  很明顯
[00:08:56.280 --> 00:08:58.280]  聖經說的一件事情就是
[00:08:58.280 --> 00:09:00.280]  當人內心有驕傲
[00:09:00.280 --> 00:09:04.280]  是會阻擋自己去承認自己的需要
[00:09:04.280 --> 00:09:06.280]  亦都不願意去接受
[00:09:06.280 --> 00:09:10.280]  這位上帝給人的福音
[00:09:10.280 --> 00:09:12.280]  我記得在很多年前
[00:09:12.280 --> 00:09:14.280]  當我在大學期間
[00:09:14.280 --> 00:09:15.280]  認識一位同學
[00:09:15.280 --> 00:09:18.280]  這位同學非常聰明
[00:09:18.280 --> 00:09:19.280]  口才很好
[00:09:19.280 --> 00:09:21.280]  思想很快楚
[00:09:21.280 --> 00:09:24.280]  很多時候他和一些基督徒聊天
