
[00:00:00.000 --> 00:00:03.200]  很快有一天我們又看聖經《仁與士》
[00:00:03.200 --> 00:00:08.320]  然後記得生命樹為你呈獻經文
[00:00:08.320 --> 00:00:10.760]  認識背後的上帝
[00:00:10.760 --> 00:00:12.600]  果然是雙生
[00:00:12.600 --> 00:00:13.800]  昨天就說
[00:00:13.800 --> 00:00:16.360]  怎麼我的肚子裡面壓得這麼厲害
[00:00:16.360 --> 00:00:17.200]  神就說
[00:00:17.200 --> 00:00:18.680]  是兩個來的
[00:00:18.680 --> 00:00:20.680]  兒子們
[00:00:20.680 --> 00:00:22.320]  是兩個國來的
[00:00:22.320 --> 00:00:24.160]  裡面將來
[00:00:24.160 --> 00:00:26.320]  大的伺小的
[00:00:26.320 --> 00:00:27.840]  不是小的伺大的嗎?
[00:00:27.840 --> 00:00:30.640]  通常以前是小的伺大的
[00:00:30.640 --> 00:00:32.720]  是對的
[00:00:32.720 --> 00:00:34.440]  在那裡應該是這樣
[00:00:34.440 --> 00:00:35.160]  但是
[00:00:35.160 --> 00:00:37.560]  大的伺小的
[00:00:37.560 --> 00:00:38.640]  我命定了
[00:00:38.640 --> 00:00:40.440]  果然是雙生
[00:00:40.440 --> 00:00:41.640]  今天的題目
[00:00:41.640 --> 00:00:44.120]  生產的日子到了
[00:00:44.120 --> 00:00:46.520]  《創世紀》五章二十四字
[00:00:46.520 --> 00:00:48.960]  福中果然是雙子
[00:00:48.960 --> 00:00:49.880]  嘩
[00:00:49.880 --> 00:00:51.600]  兩個的
[00:00:51.600 --> 00:00:52.760]  這裡好笑
[00:00:52.760 --> 00:00:53.480]  留意一下
[00:00:53.480 --> 00:00:54.440]  我們以前
[00:00:54.440 --> 00:00:57.160]  都聽過耳掃、啞角
[00:00:57.160 --> 00:00:58.560]  留意一下這段經文
[00:00:58.560 --> 00:01:00.560]  我研究裡面的字
[00:01:00.560 --> 00:01:01.960]  希伯來文的字
[00:01:01.960 --> 00:01:06.240]  原來有少少跟我們讀到的中文有些不同
[00:01:06.240 --> 00:01:08.480]  「先產的」即是哥哥
[00:01:08.480 --> 00:01:11.520]  哥哥是身體發紅
[00:01:11.520 --> 00:01:17.520]  通常我們說哥哥出來身體是紅的
[00:01:17.520 --> 00:01:21.240]  其實留意一下這個字是「發紅」
[00:01:21.240 --> 00:01:23.200]  發紅不是出來紅色
[00:01:23.200 --> 00:01:24.000]  嘩好紅
[00:01:24.000 --> 00:01:25.720]  是身體發紅
[00:01:25.720 --> 00:01:28.920]  Edmond Lee
[00:01:28.920 --> 00:01:32.920]  Edmond Lee是紅色
[00:01:32.920 --> 00:01:34.400]  但這個紅色
[00:01:34.400 --> 00:01:37.960]  不是紅色那種紅
[00:01:37.960 --> 00:01:39.720]  不是英文red那種紅
[00:01:39.720 --> 00:01:40.920]  不是紅色那種紅
[00:01:40.920 --> 00:01:42.240]  都可以說是紅色的
[00:01:42.240 --> 00:01:43.360]  但這種紅就是
[00:01:43.360 --> 00:01:46.960]  哎呀,你的臉怎麼這麼紅
[00:01:46.960 --> 00:01:47.880]  可以嗎?
[00:01:47.880 --> 00:01:50.840]  是膚色很紅潤
[00:01:50.840 --> 00:01:53.560]  是膚色紅潤的意思
[00:01:53.560 --> 00:01:55.920]  這個長者出來
[00:01:55.920 --> 00:02:01.200]  整個嬰兒的膚色很紅潤
[00:02:01.200 --> 00:02:03.120]  血氣很足
[00:02:03.120 --> 00:02:06.600]  看起來是個很健康的小朋友
[00:02:06.600 --> 00:02:08.160]  我相信耳掃也是
[00:02:08.160 --> 00:02:10.400]  很強健的
[00:02:10.400 --> 00:02:12.560]  嘩紅的
[00:02:12.560 --> 00:02:14.560]  很紅潤
[00:02:14.560 --> 00:02:16.080]  膚色很好
[00:02:16.080 --> 00:02:17.960]  血色很好
[00:02:17.960 --> 00:02:24.920]  另外「渾身有毛」
[00:02:24.920 --> 00:02:31.080]  「渾身有毛,如同皮衣」
[00:02:31.080 --> 00:02:33.480]  「貪污就給得起名叫耳掃」
[00:02:33.480 --> 00:02:36.280]  我解釋了這些字有點亂
[00:02:36.280 --> 00:02:43.720]  「身體發紅,渾身有毛,如同皮衣」
[00:02:43.720 --> 00:02:45.960]  「貪污就給得起名叫耳掃」
[00:02:45.960 --> 00:02:48.360]  「渾身有毛,如同皮衣」
[00:02:48.360 --> 00:02:51.440]  是聖經中文的話本
[00:02:51.440 --> 00:02:53.960]  原來在這裡
[00:02:53.960 --> 00:02:57.080]  「渾身有毛,如同皮衣」
[00:02:57.080 --> 00:02:59.640]  這個開頭的「有」
[00:02:59.640 --> 00:03:02.120]  藍色字有括號
[00:03:02.120 --> 00:03:04.400]  是表示中文字有
[00:03:04.400 --> 00:03:06.280]  但是原文
[00:03:06.280 --> 00:03:07.520]  希伯來文
[00:03:07.520 --> 00:03:08.720]  如果身上有希臘文
[00:03:08.720 --> 00:03:09.840]  是沒有的
[00:03:09.840 --> 00:03:14.800]  因此「渾身都是皮衣」
[00:03:14.800 --> 00:03:16.320]  這裡有括號
[00:03:16.320 --> 00:03:18.640]  「渾身皮衣」
[00:03:18.640 --> 00:03:21.360]  「衣」字應該是紅色的
[00:03:21.360 --> 00:03:22.800]  留意一下
[00:03:22.800 --> 00:03:28.480]  「渾身有毛,如同皮衣」
[00:03:28.480 --> 00:03:31.240]  是「渾身都是皮」
[00:03:31.240 --> 00:03:33.640]  「皮」和「衣」是分開的
[00:03:33.640 --> 00:03:34.960]  我們叫「皮衣皮衣」
[00:03:34.960 --> 00:03:36.440]  「皮衣褸」是一件
[00:03:36.440 --> 00:03:42.000]  原來用的字是「渾身皮」和「衣」
[00:03:42.000 --> 00:03:45.080]  不過,真是慘了
[00:03:45.080 --> 00:03:48.480]  這個「皮」字是譯得不對的
[00:03:48.480 --> 00:03:53.760]  「皮」其實不是「皮」
[00:03:53.760 --> 00:03:55.360]  是「毛」
[00:03:55.360 --> 00:03:59.400]  「渾身都是毛」
[00:03:59.400 --> 00:04:01.760]  不過用了「皮」這個字
[00:04:01.760 --> 00:04:05.560]  可能是「皮毛皮毛」
[00:04:05.560 --> 00:04:08.400]  其實是「渾身都是毛」
[00:04:08.400 --> 00:04:13.000]  「渾身都是毛」
[00:04:13.000 --> 00:04:16.560]  「皮衣」就是「毛衣」
[00:04:16.560 --> 00:04:23.960]  「衣」字是「榮耀」
[00:04:23.960 --> 00:04:26.120]  或者是外袍
[00:04:26.120 --> 00:04:30.040]  外袍、斗篷等等
[00:04:30.040 --> 00:04:31.640]  全身包著
[00:04:31.640 --> 00:04:34.720]  耳掃是怎樣的呢?
[00:04:34.720 --> 00:04:38.680]  「身體膚色十分紅潤」
[00:04:38.680 --> 00:04:44.080]  「而且渾身是全身都是毛」
[00:04:44.080 --> 00:04:46.120]  不過中文寫了「皮」字
[00:04:46.120 --> 00:04:49.480]  其實是「毛」
[00:04:49.480 --> 00:04:52.320]  「魚瞳」就在這裡出現了
[00:04:52.320 --> 00:04:56.920]  不過在這裡沒有提及
[00:04:56.920 --> 00:05:00.200]  其實是「魚瞳一件衣」
[00:05:00.200 --> 00:05:06.520]  「魚瞳是類似一件榮耀的外袍」
[00:05:06.520 --> 00:05:12.120]  即是說「毛好靚」
[00:05:12.120 --> 00:05:14.920]  好像穿了一件「毛衣」
