
[00:00:00.000 --> 00:00:07.000]  隨著感恩節的過去,我們上一個感恩節的講道系列就已經告一段落。
[00:00:07.000 --> 00:00:10.000]  那麼今天我們會進入一個新的系列。
[00:00:10.000 --> 00:00:16.000]  我們今天新的系列我們來看一個的主題,我們會看有關信心的主題。
[00:00:16.000 --> 00:00:20.000]  在上一個主題我們講到感恩,我們講到為什麼要感恩。
[00:00:20.000 --> 00:00:27.000]  因為感恩使我們生活更健康,使我們的人際關係更好,也能夠使你跟神的關係也更加的好。
[00:00:27.000 --> 00:00:32.000]  然後第二堂我們講到如何能夠幫助你過一個很感恩的生活。
[00:00:32.000 --> 00:00:41.000]  你知道,如果你懂得感恩,每天都感恩的話,你生活比較有動力,你生活比較有創意,你生活比較有興趣。
[00:00:41.000 --> 00:00:48.000]  你就不會,不懂得感恩的人,慢慢你就會越來越麻木,越來越很多的抱怨。
[00:00:48.000 --> 00:00:53.000]  人要抱怨起來就什麼事情都可以抱怨,要學會感恩就過得很快樂。
[00:00:53.000 --> 00:00:58.000]  那我們隨著感恩接得過去,我們就結束了那個的系列,來到一個新的系列。
[00:00:58.000 --> 00:01:03.000]  所以今天我們需要看一段的聖經,因為沒有powerpoint,所以我就可以讀給你們聽。
[00:01:03.000 --> 00:01:08.000]  我們今天會看西伯來書的第十一章一到六節。
[00:01:08.000 --> 00:01:12.000]  我們來從這段的經文我們來學習什麼是信心。
[00:01:12.000 --> 00:01:16.000]  那我先讀第一節給你們聽。
[00:01:16.000 --> 00:01:22.000]  第一節,西伯來書的第一節是聖經裡面的一卷書叫西伯來書,它的十一章第一節。
[00:01:22.000 --> 00:01:27.000]  講到對信心一個的定義,告訴我們什麼叫信心。
[00:01:27.000 --> 00:01:30.000]  它是那樣說的,它說那麼信心是什麼呢?
[00:01:30.000 --> 00:01:37.000]  信心是對所盼望的事有把握,對不能看見的事能夠肯定。
[00:01:37.000 --> 00:01:41.000]  我再讀一次,它那邊說那麼信心是什麼呢?
[00:01:41.000 --> 00:01:47.000]  信心是對所盼望的事有把握,對不能看見的事能肯定。
[00:01:47.000 --> 00:01:52.000]  所以從這些經文我們首先來學習我們對信心的定義是什麼。
[00:01:52.000 --> 00:01:55.000]  我們來學習對信心一個的定義。
[00:01:55.000 --> 00:02:01.000]  那麼從剛剛我們讀到的那些經文,那些經文對信心給了兩個定義很重要。
[00:02:01.000 --> 00:02:09.000]  第一個定義就是原來信心是指那些你看不見的東西,你對那些看不見的有信心。
[00:02:09.000 --> 00:02:14.000]  看得見的不叫信心,看得見的,已經看見的那叫知道。
[00:02:14.000 --> 00:02:19.000]  比方說今天Steve沒有來聚會,你可以問他說,我今天有來聚會,你信嗎?
[00:02:19.000 --> 00:02:25.000]  那如果你問我這句話,你就是白問了,我看到你在啊,那畢竟你信我在這聚會嗎?
[00:02:25.000 --> 00:02:27.000]  不用問我,我看見,我已經知道。
[00:02:27.000 --> 00:02:31.000]  所以已經看見的東西,那叫做你知道。
[00:02:31.000 --> 00:02:35.000]  什麼叫做我信,就是我看不到,所以我信。
[00:02:35.000 --> 00:02:41.000]  所以信心本身的第一個定義是對一些你看不見的東西,你選擇去相信它。
[00:02:41.000 --> 00:02:50.000]  你發現雖然信心是因為你看不見你相信,可是信心在我們日常生活中,它扮演了一個非常重要的角色。
[00:02:50.000 --> 00:02:59.000]  你發現沒有信心很難活,你從中國大陸坐飛機過來,你有親自去檢查它的引擎,有沒有壞嗎?
[00:02:59.000 --> 00:03:04.000]  沒有啊,你沒有看到對不對?你假設它有引擎,所以你敢坐上去。
[00:03:04.000 --> 00:03:14.000]  你有去親身問一下那個機長,那個pilot,你昨天有喝酒嗎?你昨天有睡夠嗎?你怎麼知道它開著開著不會睡著呢?
[00:03:14.000 --> 00:03:18.000]  你都是憑信心,你沒有看見,你沒有看見,你都是憑信心。
[00:03:18.000 --> 00:03:22.000]  那如果你沒有這種信心,沒有,你就很難生存。
[00:03:22.000 --> 00:03:30.000]  在美國很多有錢人,很多有錢人有一種病,叫做被迫害妄想症,paranoia。
[00:03:30.000 --> 00:03:45.000]  不知道為什麼是不是錢多了就覺得一定有很多人害我,所以很多很出名的富豪甚至連家裡每一個房間都要裝那個空氣的檢測器,因為他們總是覺得有人會害他。
[00:03:45.000 --> 00:03:55.000]  我們就很簡單,你醒來就呼吸,其實你沒有看到空氣中是不是有毒,你不知道,你是憑信心覺得,應該沒事,那我呼吸吧。
[00:03:55.000 --> 00:04:05.000]  但是有些富豪就不一定了,他以前的皇帝有些特別是為幫他喝酒的,吃東西的,任何的酒菜都要他們先試過,沒事才給皇帝。
[00:04:05.000 --> 00:04:14.000]  那現在有錢人也是,有些是他所有他喝的水,他飲用的水,所有的水都要經過檢測,因為他一直覺得有人會害他。
[00:04:14.000 --> 00:04:27.000]  所以你發現如果有精神分裂的人,有那些被迫害妄想症的人是很辛苦的,你沒有辦法信任任何的東西,所有東西你都要看得見,摸得著,你才相信。
[00:04:27.000 --> 00:04:44.000]  信心給我們一個定義,原來信心,真正的信心,是你信那個你看不見的,神是我們看不見的,但是我們相信,就像羅馬蘇所說的,你們看不見神,但是借著祂所造的,你們就能夠知道祂存在。
[00:04:44.000 --> 00:05:01.000]  所以雖然看不見,可是也有一些根據,也是合乎邏輯。當你去一個森林看到一支筆,看到一支手錶,你沒有看到人,但是你知道有人來過,因為手錶不會突然間就出現,一定有人,有一個有生物的人特別設計的,所以有人來過。
[00:05:01.000 --> 00:05:20.000]  當以前的蘇聯的科學家第一次上到太空的時候,上到月球,轉了一圈下來,很囂張地說,我去地球轉了一圈,沒有看到神,所以神應該不存在,雖然講得很得意,可是這個一點邏輯都沒有,就像你圍著椅子繞一圈,然後就看不到木匠,就是木匠不存在一樣。
[00:05:20.000 --> 00:05:36.000]  所以其實當你想一想,你就知道雖然你看不見上帝,可是上帝確實是可以讓你去相信的。所以信心的第一步是,你看不見,可是你相信,你相信,這是第一個。
[00:05:36.000 --> 00:05:52.000]  第二個定義信心就是,他說信心是對所盼望的事有把握,所以希伯來書對信心的第一個定義就是,原來信心跟我們所盼望的有關,所以信心是往前看的。
[00:05:52.000 --> 00:06:11.000]  就是說,如果你爸今天告訴你說,明年的感恩節,我買一台奔馳給你,或者一台寶馬,那你就知道說,我爸通常都是說話算話的人,所以我就有個盼望,爸爸答應了我一件事,明年感恩節我就能夠有一台奔馳了。
[00:06:11.000 --> 00:06:22.000]  所以你就懷著那個盼望,你就相信說,雖然還沒有得到,可是你相信明年你就可以得到,所以這就是信心。所以信心是往前看,而不是往後看。
[00:06:22.000 --> 00:06:45.000]  你知道我們人很奇怪,人活著活著就會一直往後看,我們都很害怕前面的,我們一直往後看,比方說身體上的事情,你會一直往後看,你會一直每年那個叫什麼,肉毒桿菌,就是那種針打上去的時候讓你皺紋少一點的那個。
[00:06:45.000 --> 00:06:57.000]  我們一直嚮往我們二十歲的時候,十八歲二十歲的時候,那個身體是最perfect的,我們活著活著就不斷往回看,就覺得我們所有的希望都在過去。
[00:06:57.000 --> 00:07:23.000]  二十歲的時候,那時候我多帥啊,你知道在二零一二年大概有三百萬的人去打那個肉毒桿菌,然後花了兩百多億的美金,所以這是個很大的生意。很多人對他們的容貌,年紀越大越不滿意,我們把盼望放在過去,我們都喜歡說,哇,如果我們的身體能夠回到二十歲的時候多好啊。
[00:07:23.000 --> 00:07:51.000]  那時候我們愛吃什麼就吃什麼,也不會胖,我以前也曾經瘦過,信不信有理,反正我就信了,所以我們對身體是這樣,我們希望說,年紀大了你發現,哎呀,糟糕,吃多一點東西,血壓又高,然後吃個ice cream,又說要糖尿病,所以活著活著你就發現我所有希望都在二十歲的時候,所有都是往回看。
[00:07:51.000 --> 00:08:20.000]  可是聖經給我們一個信心的定義,他說原來信心是往前看的,原來神給我們真正的盼望是在前面,不是過去,我們因為從我們始祖開始離開了神,所以我們這些跟神的脫離關係,沒有了神生命的人,我們的身體會衰壞,這是我們其中的一個咒詛,我們離開神就是這樣,我們活著活著不知不覺就會三高,不知不覺咒文就會開始多,
[00:08:20.000 --> 00:08:37.000]  以前有的容貌也沒有了,以前有的精神體力也不像從前,可是神說不要一直往回看,神給我們一個很大的盼望是凡是信他的兒女,神說有一天在天國,我給你們一個全新的身體,
[00:08:37.000 --> 00:09:00.000]  那個身體是充滿榮光,不會有三高,不會有肥胖,不會有你覺得很不滿意的地方,什麼罪惡,都不會有白頭髮,那個是基督徒最大的盼望,所以基督徒而言我們的信心不是一直往回看,我好想花很多的錢,好想回到過去,我想回到我十八歲的時候,
[00:09:00.000 --> 00:09:20.000]  神說信心是跟對盼望的事有把握,你真的相信說神答應過有一天,他給我一個全新的身體,那個身體是我最榮耀的時候的那個身體,是沒有罪惡的,那個身體是最棒的,這個就是我們基督徒的信心,最大的盼望,
[00:09:20.000 --> 00:09:42.000]  有這樣盼望的人會活得很開心,沒有這盼望的人就會活著活著就會一直很悲哀,因為覺得你最年輕的時候已經過了,其實不應該這樣想,有盼望很好,第二個是我們不但隻身體一直往回看,我們在心情上面,我們的心靈生活,內心生活其實也一直往回看,
[00:09:42.000 --> 00:10:08.000]  我認識很多的人都拒絕長大,就我們都很希望說如果能夠回到童年就好了,回到那一段不用愁,不用煩惱太多事情,不用煩惱人事,什麼都不用煩,飯來就張開口就有得吃,我爸媽幫我處理所有的事情,回到那個童年多好,我們都想回到童年,
[00:10:08.000 --> 00:10:33.000]  以前我的Roommate跟我們去Grey America玩的時候,他花了40塊的錢買張門票就一直玩旋轉木馬,他除了旋轉木馬什麼都不玩,都30歲的人了,一直玩旋轉木馬,我問他為什麼一直玩,他說沒辦法,童年沒過好,所以我們都想一直回到童年重新再過一次,不斷地過童年,Michael Jackson也是拒絕長大,一直想要過童年,
[00:10:33.000 --> 00:10:59.000]  但是當我們長大的時候你發現,當你慢慢長大,你要越來越面對很多的壓力,你們過來美國以前在國內可能你任何事情都是你父母已經幫你處理了,可是來美國就所有事情你要處理,你要worry about選客,你要擔心你未來的職業,慢慢結婚了,又要擔心跟丈夫跟妻子怎麼去相處,
[00:10:59.000 --> 00:11:24.000]  要處理婆媳關係,有了孩子,又要擔心孩子的未來,很多很多的事情很煩惱,壓力很大,所以因此很多人很嚮往,如果回到那個中學時期,小學,那個沒什麼壓力,那個很好,我們一直往回看,可是你發現信心,神告訴我們說不要往回看,往前看,
[00:11:24.000 --> 00:11:44.000]  有一天神給我們的盼望,到了天國的時候,你活在一個沒有罪的狀態之中,那種才是你真正要的,那個真正的盼望是在前面,所以神給我們一個很大的盼望,是每一個有信心的人都需要相信說,神給我們的盼望不在後面,是在前面,在你未來,
[00:11:44.000 --> 00:12:08.000]  讓我們懷著信心,有勇敢去過我們前面的生活,不要拒絕長大,因為沒有人可以繼續活在童年,不如靠著神去面對神所給你的這些難處,經過這些難處你會長大,你會更加堅強,你會學會什麼叫愛,你會學會什麼叫信心,你憑著這些你會過得總比一直往回看會好很多,
[00:12:08.000 --> 00:12:34.000]  所以第一部分我們透過這段經文,信心是什麼,信心就是對所盼望的事情有把握,對不能看見的事情能肯定,希伯來書教導我們對信心有一個很好的定義,信心是對看不見的事情,你選擇相信,很多事情真的你看不見,其實看不見的事情比看得見的重要,房子你能夠看得見,家你看不見,
[00:12:34.000 --> 00:12:57.000]  但是你知道當家存在的時候,你知道它存在,愛你也看不見,可是你知道愛很重要,沒有了愛就沒有家,你能夠看得見房子,可是你看不見愛,愛是你要去感受,神也是一樣,很多事情你跟神相處,你不一定看得到他,可是你可以感受他對你的愛,你能夠感受,
[00:12:57.000 --> 00:13:12.000]  那第二個,在希伯來書繼續我們看下去的時候,他就告訴我們不單止信心的定義,他給了我們一些信心的榜樣,就是那些有信心的人,他們是怎麼樣生活的呢,他有些榜樣告訴我們,
[00:13:12.000 --> 00:13:29.000]  那麼我就讀給你們聽,在希伯來書十一章第二節,延續,他說古人,就是以前的人,能夠得到上帝的贊許,就是由於他們相信上帝,所以他們得到了神的贊許,因為他們相信上帝,
[00:13:29.000 --> 00:13:45.000]  然後我就跳過了,我跳到第五節,因為從前面我們今天會,他舉了很多的例子,但是我們今天會放在一個很特別的人身上,那個人叫做以諾,其中一個很有信心的人,我們從他身上學一些功課,
[00:13:45.000 --> 00:14:08.000]  在希伯來書十一章第五節,聖經提了一個例子說以諾,他說由於信心以諾得以不死,他被提升到上帝那裡,沒有人能找到他,因為上帝接了他去,聖經上說他被提升以前,已經得到了上帝的歡心,這是其中一個人,一個很特別的人,
[00:14:08.000 --> 00:14:27.000]  希伯來書舉了很多的例子,其中一個是以諾,以諾這個很特別是因為他是世界上唯一第三個沒有死的人,第二個,主耶穌不算,就是他死但是他復活,除了他就是以利亞,但是其中一個聖經記載他沒有經過死亡的人,
[00:14:27.000 --> 00:14:48.000]  他的信心達到一種程度,神說這個人很不錯,這麼信任我,所以神就把他接走了,直接接走,所以人就找不到他,所以他並沒有死,他並沒有死,每個人都會死,只有他一個沒有死,所以我們大概的死亡率是99.99,除了這兩個,其他全部都死,只有他沒有死,
[00:14:48.000 --> 00:15:14.000]  所以我們就來看說到底以諾有什麼我們可以相信的地方,能夠學習的地方,以諾的故事記載在創世紀的五章21到24節,那邊對以諾是這樣記載的,他說以諾活到65歲,生了馬吐沙拉,以諾生馬吐沙拉之後,與神同行300年,並且生兒養女,
[00:15:14.000 --> 00:15:43.000]  以諾共活了365歲,以諾與神同行,神將他取去,他就不在世了,根據他們的無論考古還是聖經的記載,洪水前的人的壽命都很長,洪水之後神縮短了人的壽命,所以洪水之後人的壽命最多不會超過大概120歲,大概你去參考日本,最長壽大概就是120歲左右,
[00:15:43.000 --> 00:16:03.000]  但是洪水前人的壽命都通常比較長,所以以諾活到65歲,生了馬吐沙拉,以諾生馬吐沙拉之後,與神同行300年,然後從這封經文我們學習,以諾對神的信心有兩個的表現,第一個表現是他到底信什麼呢?
[00:16:03.000 --> 00:16:29.000]  他信一樣東西,他是透過幫他的兒子起名叫馬吐沙拉,而表示了他第一個信心,你知道馬吐沙拉的意思是什麼,就是不是吃那個沙拉,不是土豆沙拉那個沙拉,馬吐沙拉的意思是希伯來文的名字的意思就是說,他死後會有大事發生,他死後會有大事發生,
[00:16:29.000 --> 00:16:54.000]  所以如果你參考創世紀第五章的家譜,你去參考後來他的馬吐沙拉死的年齡,跟後來馬吐沙拉死的那一年剛好是羅亞的600歲那一年,你就知道羅亞600歲發生了一件大事,什麼大事,神派洪水去淹沒了整個世界,進行審判,
[00:16:54.000 --> 00:17:15.000]  所以你可見以諾的第一個信心表現說,他相信有一天神的審判真的會來到,所以他生了他兒子之後,他就命他的兒子的名字叫做馬吐沙拉,就是說這個兒子死的時候就是神的審判來的時候,他是因為這樣表現了他第一個信心,
[00:17:15.000 --> 00:17:37.000]  所以果真後來等他的兒子馬吐沙拉死的那一年,也剛好是他的孫子以諾的600歲那一年,也剛好是洪水來的那一年,所以以諾的信心表現在說,他啓明給他的兒子就相信他真的確定神的審判有一天會來到,這是他第一個信心。
[00:17:37.000 --> 00:17:54.000]  第二個信心他的表現是,既然他知道人生短暫,有一天神的審判會來到,那他就與神同行了300年,他就選擇了另外一種生活的方式,是與神同行的方式,與神同行了300年。
[00:17:54.000 --> 00:18:23.000]  你知道與神同行三天或者三年是很簡單的事情,與神同行三天是很簡單,你去一個retreat你就很high,你的屬靈生命非常的高昂,就覺得我蠻愛做的,與神同行三天很簡單,與神同行三個月也還可以,與神同行三年很難,與神同行300年不簡單。
[00:18:23.000 --> 00:18:52.000]  不簡單,不簡單,這是我們需要向以諾學習的地方,他既然相信有一天神的審判會來到,而且神給我們一個盼望,祂為我們預備一個很好的家鄉,在那邊我們有個全新的身體,我們有一個沒有罪的身體,既然我們知道這些應許,如果你真的相信這些應許是真的,那麼他就完全改變了整個的生活態度。
[00:18:52.000 --> 00:19:08.000]  他就堅持這一生300年風雨不改,每一天就是與神同行的一生。這樣的生活是很不容易的,你知道我們屬靈生活一兩天容易,要堅持很不容易。
[00:19:08.000 --> 00:19:28.000]  求主幫助我們,如果你真的相信,你真的相信聖經所講的是真的,神有一天審判來到,神給你的盼望也是真的,求神幫助我們從今天開始,我們可以立志過一個跟神很密切的生活,我們會斷斷續續,可是盡量不要讓它停。
[00:19:28.000 --> 00:19:57.000]  每天起來還是要有感恩的時間,還是有讀經的時間,還是有一些安靜思考你人生的時間,能夠重新來調整一下,每天都調整一下你對人生的那些的priority,那些的優先次序要排排,你怎麼用你的時間,你怎麼用你的金錢,怎麼用神賜給你的恩賜,能夠好好做一些更有意義的事情。
[00:19:57.000 --> 00:20:20.000]  與神同行不簡單的生活,但是很值得我們學習,然後在希伯來書的十二章一到二節,那邊有一段的經文給我們有個很好的提醒,就是當我們看到很多很多這樣的經文,告訴我們古人以前的人得到很多的信心的榜樣之後,我們也應該有一些的回應,
[00:20:20.000 --> 00:20:34.000]  他說既然我們有這許多的見證人,像雲彩一樣圍繞著我們,就應該排除一切的障礙和跟我們糾纏不休的罪,堅忍地奔跑我們前面的路程。
[00:20:34.000 --> 00:20:55.000]  我們要注視耶穌,因為他是我們信心的創始者和完成者,他不在十字架前退縮,相反的,為了那等待著他的喜樂,他不把死在十字架上的羞辱當作一回事,現在他已經坐在上帝寶座的右邊。
[00:20:55.000 --> 00:21:11.000]  既然我們知道我們身邊其實有很多信心的人給我們很多的榜樣,我們就要學習怎麼樣不要讓那些的障礙,那些纏繞我們的罪,困擾我們,讓我們沒有辦法奔跑這條鎖麟的路。
[00:21:11.000 --> 00:21:39.000]  其實希伯來書是寫給一群很灰心的人,那群的人他們領受了神的應許,知道神的審判會來,有一天神會接他們走,可是他們眼睛所看到的不一樣,他們眼睛所看到的是說,我明天還要處理很多的事情,我的生活還有很多的重擔,我還要面臨我找不到工作的困難,我要面臨我跟我妻子剛剛吵完架,我要怎麼收場,我要面臨很多很多的東西,
[00:21:39.000 --> 00:22:02.000]  我過去犯了很多的錯誤,每一樣的錯誤我都要承受那些的後果,我要面臨身體上的痛苦,他們所看到的是這些問題,所以他們很失望,有些甚至失望到說有些已經停止了聚會,他們說我不再來到神面前想要相信他,因為雖然我知道這個應許是真的,可是我看到的並不是這麼好。
[00:22:02.000 --> 00:22:27.000]  所以希伯來書就是提醒那些領受了神的應許,可是在現實生活中,因為現實的壓力跟困難,使他們已經很失望,失望到說已經停止了聚會,所以第十章的時候他們說已經停止了聚會,那麼希伯來書就是鼓勵他們說不要停止,因為雖然你們是有信心,可是信心本來就是看不見的,你看不見只是你相信。
[00:22:27.000 --> 00:22:55.000]  我很感謝神在侍奉的過程當中讓我看到說原來信心真的很重要,信心真的很重要,如果你憑你看得見的東西來決定你的信心的話,我侍奉應該會一直吐血的,但是我侍奉覺得很開心,其中一樣是因為我雖然看不見很多東西,可是我相信神在那邊做工。
[00:22:55.000 --> 00:23:10.000]  有時候你做很多的事情真的是一年兩年三年,你沒有看到任何的果效,可是你就是憑信相信說我今天所做的是有價值的事情,我所做的真的是有價值。
[00:23:10.000 --> 00:23:34.000]  以前我記得在侍奉參觀團紀的時候,也有一段時間是很失落的,因為我侍奉那些很複雜的人,就是那些真的很複雜,然後有很多他們真的是來了教會我幫他們很多,就是無論是政治庇護啊,翻譯啊,找律師啊,各樣的事情,可是這些東西弄好之後他就不來教會,就很多這種。
[00:23:34.000 --> 00:23:56.000]  那有一段時間我也是很沮喪,就覺得好像花很多時間為神做很多的事,可是我又看不到那些人的生命的改變,又看不到,後來有一次我讀經的時候,神就特別鼓勵我,告訴我說不要灰心,只要你繼續做,你會看到你要的果效。
[00:23:56.000 --> 00:24:18.000]  直到有一天我去商場買東西,然後我就碰到一個朋友,那個朋友是我很多年前,他剛來美國的時候,我帶他去找工作,帶他去找律師申請政治庇護,各樣的東西,那後來他就沒有來教會,沒有來教會,好不容易碰到他三年了,好像三四年沒見,碰到他。
[00:24:18.000 --> 00:24:46.000]  他突然間跟我說,你知道其實我沒有來你們教會,可是我一直沒有停過去教會,因為我搬的地方,所以我沒有來你們教會,可是我沒有停止過教會,他告訴我一件事,他說現在我身邊認識很多剛剛從大陸過來的人,他說我現在他們每一個過來的人,我就幫他們在這邊找房子,幫他們找律師,帶他們進教會,他說當初你怎麼幫我的,今天我也怎麼幫他們。
[00:24:46.000 --> 00:25:09.000]  在那一刻我才發現原來以前所做的並不是白費,只是我眼睛未曾看到,所以我一直以為我所做的是白費,後來神提醒我說不是,憑信心所做的,你相信神,你看不見不要灰心,可是你所做的每一樣為神所做的事情,神都會紀念,神到時候的時候就會結出果子。
[00:25:09.000 --> 00:25:37.000]  所以當我們走這條路的時候,可能我們有時候也會像希伯來書裡面的那些聽眾,因為各種的壓力,我們可能走著走著對神會很失望,我禱告工作很久就是神沒開路,我禱告要一個配偶很久,神也沒開路,我有婚姻禱告很久,神也沒開路,很多東西都沒看到,可是信心告訴我們說看不見不要緊,你要對你的盼望有一個確實的把握,繼續相信,
[00:25:37.000 --> 00:26:03.000]  有一天你會看到神獎賞你,所以第三個我就要告訴你們神的獎賞,信心是有獎賞的,信心的獎賞非常的棒,在希伯來書的十一章六節,他繼續講下去,他說人沒有信心就不能得到上帝的歡心,凡是到上帝面前來的人都必須信上帝的存在,而且信他是要報賞尋求他的人,
