
[00:00:00.000 --> 00:00:02.080]  讓我們今天一起去慰藉
[00:00:02.080 --> 00:00:07.400]  我們聽到和說到的福事去有禱告
[00:00:07.400 --> 00:00:09.460]  主我們感謝祢
[00:00:09.460 --> 00:00:13.340]  因為祢讓我們今天去藉著哈該書
[00:00:13.340 --> 00:00:16.280]  我們有一些反省
[00:00:16.280 --> 00:00:20.140]  讓我們有一個深刻的時間
[00:00:20.140 --> 00:00:22.800]  願主祢都帶領我們和會眾
[00:00:22.800 --> 00:00:27.240]  一起好好去思考這段經文
[00:00:27.240 --> 00:00:32.420]  讓我們可以藉著聖靈能夠明白上帝的話語
[00:00:32.420 --> 00:00:35.100]  願主祢都與我們同在
[00:00:35.100 --> 00:00:37.200]  因為我們都是這樣敬畏祢
[00:00:37.200 --> 00:00:38.380]  馴服祢
[00:00:38.380 --> 00:00:40.280]  奉主耶穌基督的聖名祈求
[00:00:40.280 --> 00:00:43.000]  阿門
[00:00:43.000 --> 00:00:45.040]  不知道大家
[00:00:45.040 --> 00:00:46.280]  疫情這麼久
[00:00:46.280 --> 00:00:49.720]  會不會都很期待可以快點去旅行呢?
[00:00:49.720 --> 00:00:51.000]  即將開關了
[00:00:51.000 --> 00:00:52.040]  不知道你會去哪裏呢?
[00:00:52.040 --> 00:00:55.540]  還是原來你已經回到香港了?
[00:00:55.540 --> 00:00:57.780]  可能我們都有很多期待
[00:00:57.780 --> 00:01:01.440]  今天希望我講關於去旅行的故事
[00:01:01.440 --> 00:01:05.340]  不會勾起你對旅行的期待
[00:01:05.340 --> 00:01:08.800]  我曾經在我臨畢業的時候
[00:01:08.800 --> 00:01:10.200]  大學畢業的時候
[00:01:10.200 --> 00:01:12.440]  我有一個很好的朋友
[00:01:12.440 --> 00:01:14.320]  我和他一起約定
[00:01:14.320 --> 00:01:18.600]  不如我們畢業之後一起去旅行
[00:01:18.600 --> 00:01:19.980]  為了這個畢業旅行
[00:01:19.980 --> 00:01:22.480]  我們很努力地存錢
[00:01:22.480 --> 00:01:24.340]  很多時候吃少一點
[00:01:24.340 --> 00:01:26.520]  而希望存大一點的錢
[00:01:26.520 --> 00:01:28.840]  目的是去哪裏呢?
[00:01:28.840 --> 00:01:31.920]  就是去很多人都說很好玩的東京
[00:01:31.920 --> 00:01:34.280]  這次是我第一次去旅行
[00:01:34.280 --> 00:01:36.400]  即是說不同家人的時候
[00:01:36.400 --> 00:01:37.440]  第一次去旅行
[00:01:37.440 --> 00:01:40.320]  亦都是第一次去到東京這個地方
[00:01:40.320 --> 00:01:41.300]  他也一樣
[00:01:41.300 --> 00:01:45.560]  所以我們都很期待這個旅程出現
[00:01:45.560 --> 00:01:46.060]  好了
[00:01:46.060 --> 00:01:49.040]  到我們真的可以去到東京的時候
[00:01:49.040 --> 00:01:50.240]  我們突然發覺
[00:01:50.240 --> 00:01:52.660]  因為可能是我們人生第一次去
[00:01:52.660 --> 00:01:55.740]  我們大家都有自己很多的看法
[00:01:55.740 --> 00:01:56.840]  很多的想法
[00:01:56.840 --> 00:01:58.540]  很多我們想做的事
[00:01:58.540 --> 00:02:00.700]  但可能未必是對方想做
[00:02:00.700 --> 00:02:02.000]  例如我的朋友
[00:02:02.000 --> 00:02:03.800]  他很想去買模型
[00:02:03.800 --> 00:02:05.880]  所以他經常去秋葉原
[00:02:05.880 --> 00:02:10.000]  然後又很想買那些日本限定的球鞋
[00:02:10.000 --> 00:02:10.720]  我呢
[00:02:10.720 --> 00:02:13.660]  你一看就知道我很喜歡吃
[00:02:13.660 --> 00:02:16.920]  就不斷地在搜索很多很好吃的東西
[00:02:16.920 --> 00:02:19.620]  然後就去找那些餐廳出來
[00:02:19.620 --> 00:02:22.700]  希望吃盡在東京的美食
[00:02:22.700 --> 00:02:24.500]  另外我很喜歡夾娃娃
[00:02:24.500 --> 00:02:27.200]  很喜歡留念在夾娃娃的店舖
[00:02:27.200 --> 00:02:28.680]  研究哪個比較容易夾
[00:02:28.680 --> 00:02:30.120]  想夾哪一個
[00:02:30.120 --> 00:02:33.480]  所以當時其實就是一個這樣的環境
[00:02:33.480 --> 00:02:34.680]  又很想
[00:02:34.680 --> 00:02:37.220]  大家都有各自想做的事
[00:02:37.220 --> 00:02:39.100]  頭幾天都想你陪我
[00:02:39.100 --> 00:02:40.100]  我陪你
[00:02:40.100 --> 00:02:42.840]  不過我真的在秋葉原陪著他的時候
[00:02:42.840 --> 00:02:44.180]  都覺得很悶
[00:02:44.180 --> 00:02:45.420]  你要多久?
[00:02:45.420 --> 00:02:46.760]  這隻和那隻不一樣
[00:02:46.760 --> 00:02:48.800]  你買就買吧
[00:02:48.800 --> 00:02:49.840]  我又會覺得
[00:02:49.840 --> 00:02:50.800]  又糟糕
[00:02:50.800 --> 00:02:52.200]  剛剛才吃完午餐
[00:02:52.200 --> 00:02:53.640]  現在又說吃下午茶
[00:02:53.640 --> 00:02:55.440]  下午茶之後還有下午茶
[00:02:55.440 --> 00:02:57.500]  那究竟有多少餐要吃?
[00:02:57.500 --> 00:02:59.040]  在大家頭幾天
[00:02:59.040 --> 00:02:59.660]  你陪我
[00:02:59.660 --> 00:03:01.860]  我陪你
[00:03:01.860 --> 00:03:03.920]  其實大家都有一點點不開心
[00:03:03.920 --> 00:03:06.280]  覺得好像很奇怪
[00:03:06.280 --> 00:03:09.380]  你想做的事和我想做的事原來那麼不一樣
[00:03:09.380 --> 00:03:12.840]  原來一起去旅行都不好玩的
[00:03:12.840 --> 00:03:15.620]  然後我們慢慢就開始分開走
[00:03:15.620 --> 00:03:17.340]  你有你自己的生活
[00:03:17.340 --> 00:03:21.260]  我有我自己去追趕我想看的東西
[00:03:21.260 --> 00:03:23.680]  各自有自己的景點要去
[00:03:23.680 --> 00:03:27.720]  搞到最後好像一個人去旅行
[00:03:27.720 --> 00:03:30.460]  本來是一段很開心的旅程
[00:03:30.460 --> 00:03:32.620]  但是因為各自有自己的目標
[00:03:32.620 --> 00:03:34.060]  有自己的想法
[00:03:34.060 --> 00:03:37.560]  最終其實都有一點不歡而散
[00:03:37.560 --> 00:03:39.460]  今天的經文講到
[00:03:39.460 --> 00:03:45.340]  猶太人和上帝似乎都有些目標和想法上的不一致
[00:03:45.340 --> 00:03:47.340]  大家都有些不同
[00:03:47.340 --> 00:03:49.880]  先知哈該提醒猶太人
[00:03:49.880 --> 00:03:52.400]  不應該只顧自己的事
[00:03:52.400 --> 00:03:54.800]  而忘記了上帝的電
[00:03:54.800 --> 00:03:57.340]  到底當時發生了什麼事呢?
[00:03:57.340 --> 00:04:02.820]  有什麼讓耶和華要那麼嚴厲地警告猶太人呢?
[00:04:02.820 --> 00:04:05.800]  又會不會好像我當時那次旅行
[00:04:05.800 --> 00:04:09.080]  上帝和猶太人都不歡而散呢?
[00:04:09.080 --> 00:04:10.940]  或者我們又會問
[00:04:10.940 --> 00:04:18.420]  這次嚴厲的警告對今天的我們又有什麼提醒呢?
[00:04:18.420 --> 00:04:20.500]  先講講當時的處境
[00:04:20.500 --> 00:04:23.920]  當時是主前536年
[00:04:23.920 --> 00:04:26.200]  我們如果有看《以色列記》
[00:04:26.200 --> 00:04:27.520]  我們就會知道
[00:04:27.520 --> 00:04:31.240]  在波斯王、居路士王的批准下
[00:04:31.240 --> 00:04:36.100]  切巴薩、約書亞和所羅巴伯領導的第一批
[00:04:36.100 --> 00:04:38.060]  大概五萬個猶太人
[00:04:38.060 --> 00:04:40.200]  一起回到耶路撒冷
[00:04:40.200 --> 00:04:44.800]  他們的目標是重建當時的房屋和聖殿
[00:04:44.800 --> 00:04:46.980]  第一批回歸的選民
[00:04:46.980 --> 00:04:49.920]  相信都是懷著很興奮的心情
[00:04:49.920 --> 00:04:52.240]  因為這是他們日夜期盼
[00:04:52.240 --> 00:04:55.620]  終於可以回到自己的故鄉裏面
[00:04:55.620 --> 00:04:59.240]  所以他們馬上在耶路撒冷重建聖殿
[00:04:59.240 --> 00:05:00.840]  在上面獻祭
[00:05:00.840 --> 00:05:06.980]  有按照律法的規定守好國節和駐盤節
[00:05:06.980 --> 00:05:09.840]  如果以為這一切就一勞永逸
[00:05:09.840 --> 00:05:13.040]  之後猶太人從此就過著幸福的生活
[00:05:13.040 --> 00:05:14.560]  那就太天真了
[00:05:14.560 --> 00:05:16.300]  因為七個月之後
[00:05:16.300 --> 00:05:18.560]  開始重建聖殿的工程
[00:05:18.560 --> 00:05:21.260]  當群眾剛剛為著
[00:05:21.260 --> 00:05:24.220]  殿的根基立定而開心
[00:05:24.220 --> 00:05:25.960]  在歡呼的時候
[00:05:25.960 --> 00:05:28.400]  反對的聲音隨之而來
[00:05:28.400 --> 00:05:33.480]  居路士即是批准他們回到耶路撒冷的王
[00:05:33.480 --> 00:05:35.820]  他的兒子亞達斯西王
[00:05:35.820 --> 00:05:39.480]  竟然出來禁止他們興建聖殿
[00:05:39.480 --> 00:05:44.920]  結果建殿的工程被迫停頓了十五年那麼久
[00:05:44.920 --> 00:05:48.760]  而在這十五年裏都不是風調雨順
[00:05:48.760 --> 00:05:53.220]  這十五年裏波斯的王朝都出現過一些動盪
[00:05:53.220 --> 00:05:56.360]  就是剛剛說的亞達斯西王
[00:05:56.360 --> 00:05:58.840]  即是居路士王的兒子
[00:05:58.840 --> 00:06:03.160]  他登基了不久的時候竟然出現了政變
[00:06:03.160 --> 00:06:08.060]  一些政變之後他的王朝就倒沒了
[00:06:08.060 --> 00:06:10.800]  兩年之後哈格斯的開始
[00:06:10.800 --> 00:06:12.920]  就是大流士王的出現
[00:06:12.920 --> 00:06:15.740]  大流士王就承繼著亞達斯西
[00:06:15.740 --> 00:06:18.460]  這個波斯的王朝再度興起
[00:06:18.460 --> 00:06:20.360]  他打敗了叛軍
[00:06:20.360 --> 00:06:22.260]  重新的執政
[00:06:22.260 --> 00:06:24.180]  但歷史告訴我們
[00:06:24.180 --> 00:06:28.220]  雖然大流士王他已經重新執政
[00:06:28.220 --> 00:06:30.700]  但因為他剛剛上任
[00:06:30.700 --> 00:06:33.740]  你想想一個新的皇帝上任
[00:06:33.740 --> 00:06:35.580]  可能他有很多事情要掌握
[00:06:35.580 --> 00:06:37.860]  波斯是一個那麼大的國家
[00:06:37.860 --> 00:06:40.540]  很多地方就開始有叛亂
[00:06:40.540 --> 00:06:42.760]  因為都希望爭取這個時間
[00:06:42.760 --> 00:06:44.960]  可能可以爭取到獨立
[00:06:44.960 --> 00:06:50.000]  所以其實戰爭的呼聲從來都沒有停止過
[00:06:50.000 --> 00:06:52.300]  雖然身處耶路撒冷城
[00:06:52.300 --> 00:06:54.520]  是一個遠一點的城市
[00:06:54.520 --> 00:06:56.000]  對這班猶太人來說
[00:06:56.000 --> 00:06:58.640]  可能他們的影響不是太大
[00:06:58.640 --> 00:07:03.980]  但相信他們都會感覺到很多的不確定性
[00:07:03.980 --> 00:07:05.780]  就好像今天在疫情裏面
[00:07:05.780 --> 00:07:08.860]  我問你: 接下來你有什麼計劃?
[00:07:08.860 --> 00:07:11.400]  可能你都說: 我都答不實
[00:07:11.400 --> 00:07:13.580]  我都不知道什麼時候可以回香港
[00:07:13.580 --> 00:07:16.340]  又不知道公司會不會裁員
[00:07:16.340 --> 00:07:19.160]  也不知道之後還會不會封鎖
[00:07:19.160 --> 00:07:21.220]  更加不知道打了疫苗
[00:07:21.220 --> 00:07:24.400]  是否真的可以恢復正常的生活
[00:07:24.400 --> 00:07:27.400]  就正如當時的猶太人都會問
[00:07:27.400 --> 00:07:29.020]  什麼時候打到來呢?
[00:07:29.020 --> 00:07:32.460]  在巴比倫的家人是否安好呢?
[00:07:32.460 --> 00:07:36.820]  新上任的王會不會繼續讓我們興建聖殿呢?
[00:07:36.820 --> 00:07:40.860]  還是會像亞達斯西那樣阻止我們呢?
[00:07:40.860 --> 00:07:42.840]  又會不會因為打仗
[00:07:42.840 --> 00:07:45.320]  波斯的軍費多了
[00:07:45.320 --> 00:07:48.720]  所以其實波斯都不會願意付錢
[00:07:48.720 --> 00:07:52.180]  讓我們興建聖殿呢?
[00:07:52.180 --> 00:07:54.580]  面對著很多不如意的事
[00:07:54.580 --> 00:07:55.820]  在這個時候
[00:07:55.820 --> 00:07:58.260]  哈該就出場了
[00:07:58.260 --> 00:08:00.680]  《一章節》是這樣說的
[00:08:00.680 --> 00:08:04.120]  大劉氏王第二年六月初一
[00:08:04.120 --> 00:08:08.000]  耶和華的華臨到藉著哈該先知
[00:08:08.000 --> 00:08:10.660]  向撒拉鐵的兒子
[00:08:10.660 --> 00:08:12.800]  猶大省長所羅巴伯
[00:08:12.800 --> 00:08:18.980]  和約撒達的兒子約書亞大祭司去傳講
[00:08:18.980 --> 00:08:21.320]  哈該先知傳講耶和華的華
[00:08:21.320 --> 00:08:23.820]  給所羅巴伯和約書亞
[00:08:23.820 --> 00:08:25.580]  原因是因為所羅巴伯
[00:08:25.580 --> 00:08:28.240]  我們知道他是大衛的後裔
[00:08:28.240 --> 00:08:30.260]  就好像王的繼承人一樣
[00:08:30.260 --> 00:08:33.500]  有一個身份在猶太人的心裏面
[00:08:33.500 --> 00:08:35.540]  也有約書亞
[00:08:35.540 --> 00:08:37.540]  他是一個大祭司
[00:08:37.540 --> 00:08:41.340]  他們就能夠代表著整個猶太民族
[00:08:41.340 --> 00:08:44.140]  一起去領受上帝的華
[00:08:44.140 --> 00:08:46.300]  而上帝其實要有些什麼
[00:08:46.300 --> 00:08:48.820]  跟這群猶太人講呢?
[00:08:48.820 --> 00:08:50.780]  在《一章二節》
[00:08:50.780 --> 00:08:53.940]  他說耶和華首先提出的是
[00:08:53.940 --> 00:08:56.340]  當時猶太人的決定
[00:08:56.340 --> 00:09:01.060]  就是他們說建造耶和華的電時候仍然未到
[00:09:01.060 --> 00:09:03.260]  的確好像剛剛那樣說
[00:09:03.260 --> 00:09:06.960]  一開始建電的計劃有受到阻礙
[00:09:06.960 --> 00:09:09.700]  建電的工程都被迫停止
[00:09:09.700 --> 00:09:10.940]  可能因為這樣
[00:09:10.940 --> 00:09:14.420]  猶太人就開始放下這個計劃
[00:09:14.420 --> 00:09:16.620]  儘管重建聖殿
[00:09:16.620 --> 00:09:19.380]  是他們由巴比倫回到耶路撒冷
[00:09:19.380 --> 00:09:21.500]  一個最重要的原因
[00:09:21.500 --> 00:09:23.500]  也是他們的心願
[00:09:23.500 --> 00:09:27.340]  不過既然亞達斯西王都立令要停工
[00:09:27.340 --> 00:09:30.300]  那也無奈一切要停止了
[00:09:30.300 --> 00:09:32.060]  雖然工程停了
[00:09:32.060 --> 00:09:33.780]  聖殿的工程停止
[00:09:33.780 --> 00:09:36.100]  但生活還是要過的
[00:09:36.100 --> 00:09:39.100]  所以百姓就開始為自己興建房屋
