
[00:00:00.000 --> 00:00:02.440]  讓我們開始崇拜以先
[00:00:02.440 --> 00:00:04.140]  讓我們一起低頭禱告
[00:00:04.140 --> 00:00:05.840]  仰望我們主我們的神
[00:00:05.840 --> 00:00:09.200]  讓我們一起同心低頭禱告
[00:00:09.200 --> 00:00:10.340]  慈悲的父神 多謝祢
[00:00:10.340 --> 00:00:13.580]  讓我們再次回到祢寶貴說話的面前
[00:00:13.580 --> 00:00:16.240]  一同學習 求祢的幫助
[00:00:16.240 --> 00:00:17.740]  讓我們眾大兄姊妹
[00:00:17.740 --> 00:00:19.920]  能夠在今天整個敬拜的裏面
[00:00:19.920 --> 00:00:22.800]  都能夠再次看到
[00:00:22.800 --> 00:00:26.700]  上帝如何彰顯祢 讓我們認識祢
[00:00:26.700 --> 00:00:30.400]  要讓我們能夠知道如何行在主的道理當中
[00:00:30.400 --> 00:00:32.040]  求祢與我們同在
[00:00:32.040 --> 00:00:33.540]  我們同心的禱告
[00:00:33.540 --> 00:00:36.160]  奉靠主耶穌 得聖名致救
[00:00:36.160 --> 00:00:37.560]  阿門
[00:00:37.560 --> 00:00:39.700]  好 今天和大家一起分享的經文
[00:00:39.700 --> 00:00:45.900]  是出自《馬太福音》第五章第十七節至第二十節
[00:00:45.900 --> 00:00:47.300]  今天的講題是
[00:00:47.300 --> 00:00:51.500]  「講得出 做得到的天國主人」
[00:00:51.500 --> 00:00:56.700]  今天的經文是從《馬太福音》第五章第十七節至第二十節
[00:00:56.700 --> 00:00:58.300]  禱告的名字是
[00:00:58.300 --> 00:01:03.400]  「講得出 做得到的天國主人」
[00:01:03.400 --> 00:01:05.400]  我相信大家弟兄姊妹
[00:01:05.400 --> 00:01:07.600]  在你平日的生活裏面
[00:01:07.600 --> 00:01:10.200]  都不多不少會見到一些
[00:01:10.200 --> 00:01:13.400]  凡事都是和你唱反調的人
[00:01:13.400 --> 00:01:16.400]  甚麼他都是和你唱反調的
[00:01:16.400 --> 00:01:18.600]  我們在英語世界裏面
[00:01:18.600 --> 00:01:22.800]  會稱這種人為「Contrarian」
[00:01:22.800 --> 00:01:24.900]  這種人有一種特色
[00:01:24.900 --> 00:01:27.500]  他是不理任何情況
[00:01:27.500 --> 00:01:30.000]  只要你說任何意見
[00:01:30.000 --> 00:01:31.900]  他都會反對
[00:01:31.900 --> 00:01:37.800]  但至於你問他有甚麼可行的行動或建議
[00:01:37.800 --> 00:01:39.800]  通常他都很少建議
[00:01:39.800 --> 00:01:42.500]  他只會反對你
[00:01:42.500 --> 00:01:45.300]  這種人為何要這樣做
[00:01:45.300 --> 00:01:48.500]  因為他要故意在眾人面前
[00:01:48.500 --> 00:01:52.700]  將自己塑造成與別不同的一個人
[00:01:52.700 --> 00:01:56.400]  他這樣才覺得自己能夠更加特別
[00:01:56.400 --> 00:01:58.700]  亦都能夠這樣可以吸引一些
[00:01:58.700 --> 00:02:01.400]  和他有同類性情的人
[00:02:01.400 --> 00:02:04.200]  或者喜歡反對人的人
[00:02:04.200 --> 00:02:07.200]  成為他的跟隨者
[00:02:07.200 --> 00:02:09.200]  事實上這種人
[00:02:09.200 --> 00:02:10.700]  在我們平日生活裏面
[00:02:10.700 --> 00:02:13.900]  如果細心去看真的不少
[00:02:13.900 --> 00:02:16.300]  甚至可以說是非常之多
[00:02:16.300 --> 00:02:18.200]  好像香港的便利店一樣
[00:02:18.200 --> 00:02:21.000]  一定有一間在你附近
[00:02:21.000 --> 00:02:23.000]  我們就去問一下
[00:02:23.000 --> 00:02:25.800]  為何會有這麼多人
[00:02:25.800 --> 00:02:30.200]  都喜歡做一個凡事都可以反對的人
[00:02:30.200 --> 00:02:32.000]  反對是很容易的
[00:02:32.000 --> 00:02:34.400]  總之別人說甚麼你都反對
[00:02:34.400 --> 00:02:36.400]  但為何這類人
[00:02:36.400 --> 00:02:38.400]  是這麼普遍的呢
[00:02:38.400 --> 00:02:41.000]  如果我們作為基督徒
[00:02:41.000 --> 00:02:42.500]  究其原因的話
[00:02:42.500 --> 00:02:45.500]  我們其實很容易就可以解答這個問題
[00:02:45.500 --> 00:02:49.500]  其實這個就是出自於人犯罪的結果
[00:02:49.500 --> 00:02:53.300]  當人在依戀完犯罪之後
[00:02:53.300 --> 00:02:56.500]  人就開始認賊作父
[00:02:56.500 --> 00:02:58.300]  認了別人做他的父親
[00:02:58.300 --> 00:02:59.800]  那個是誰呢
[00:02:59.800 --> 00:03:01.800]  那個就是撒旦
[00:03:01.800 --> 00:03:03.500]  那條蛇
[00:03:03.500 --> 00:03:05.200]  用新約的說法
[00:03:05.200 --> 00:03:07.200]  這個就是魔鬼
[00:03:07.200 --> 00:03:09.800]  如果我們去查考
[00:03:09.800 --> 00:03:13.800]  魔鬼或者撒旦本身的名稱
[00:03:13.800 --> 00:03:16.400]  那個本身的意義的話
[00:03:16.400 --> 00:03:20.000]  這個字本身是說到一個說方者
[00:03:20.000 --> 00:03:21.200]  或者可以這樣說
[00:03:21.200 --> 00:03:23.000]  他是一個反對者
[00:03:23.000 --> 00:03:25.000]  英文叫adversaries
[00:03:25.000 --> 00:03:28.600]  所以他通常甚麼都喜歡反
[00:03:28.600 --> 00:03:32.200]  上帝說的話他更加尤其要反對
[00:03:32.200 --> 00:03:34.400]  而人自從犯了罪之後
[00:03:34.400 --> 00:03:35.800]  這種性情
[00:03:35.800 --> 00:03:37.400]  亦都久而久之
[00:03:37.400 --> 00:03:40.200]  是在人的生命裏面去落實
[00:03:40.200 --> 00:03:45.000]  並且牢牢捆綁每一個世界上的人
[00:03:45.000 --> 00:03:50.000]  這種人的性情就是凡事都要反
[00:03:50.000 --> 00:03:52.400]  無論你說對的話他都要反
[00:03:52.400 --> 00:03:54.600]  你說錯的話他都要反
[00:03:54.600 --> 00:03:59.200]  因為他覺得這樣才顯得出自己與別不同
[00:03:59.200 --> 00:04:00.200]  而事實上
[00:04:00.200 --> 00:04:02.200]  在今天我們所遇見的
[00:04:02.200 --> 00:04:06.400]  在這個社會上不同的異端邪教
[00:04:06.400 --> 00:04:10.400]  其實他們的出現、他們的成立
[00:04:10.400 --> 00:04:12.400]  以至於他們的壯大
[00:04:12.400 --> 00:04:15.200]  其實都同樣是用這種手段
[00:04:15.200 --> 00:04:16.800]  以反對
[00:04:16.800 --> 00:04:19.400]  以一種與別不同的態度
[00:04:19.400 --> 00:04:24.400]  去營造出自己一個被人超脫的感覺
[00:04:24.400 --> 00:04:26.400]  但是至於是真是假
[00:04:26.400 --> 00:04:27.800]  是對與錯
[00:04:27.800 --> 00:04:31.200]  這個已經變成了很多人不理會的事情
[00:04:31.200 --> 00:04:34.600]  今天我們來看這段聖經
[00:04:34.600 --> 00:04:39.600]  我們知道耶穌基督開始出來去傳道的日子了
[00:04:39.600 --> 00:04:41.800]  在祂傳道的過程當中
[00:04:41.800 --> 00:04:46.800]  耶穌是不是也要耍兩道這種類似的伎倆
[00:04:46.800 --> 00:04:49.200]  而去鞏固祂的群眾
[00:04:49.200 --> 00:04:53.400]  去鞏固祂的跟隨者的
[00:04:53.400 --> 00:04:56.200]  維繫對祂的信賴之心呢?
[00:04:56.200 --> 00:04:59.200]  今天我們開始去看登山補訓
[00:04:59.200 --> 00:05:01.600]  其實就是一個很重要的訊息
[00:05:01.600 --> 00:05:05.400]  在這裡一開始我們要首先弄個明白
[00:05:05.400 --> 00:05:08.800]  也都藉著耶穌基督這番的講道
[00:05:08.800 --> 00:05:10.800]  讓我們去首先明白
[00:05:10.800 --> 00:05:15.800]  如何去理解整個耶穌基督的侍奉
[00:05:15.800 --> 00:05:17.400]  祂的過程是怎麼樣
[00:05:17.400 --> 00:05:19.200]  而祂的動機又是怎麼樣
[00:05:19.200 --> 00:05:21.200]  而這一篇的登山補訓
[00:05:21.200 --> 00:05:23.800]  也是帶著一個什麼樣的心態
[00:05:23.800 --> 00:05:26.000]  我們準確地去了解
[00:05:26.000 --> 00:05:28.200]  耶穌基督的教導呢?
[00:05:28.200 --> 00:05:31.000]  所以今天我們去看的這段經文
[00:05:31.000 --> 00:05:34.000]  《馬太福音》第五章十七至二十節
[00:05:34.000 --> 00:05:37.400]  我相信也都給我們有不少的亮光
[00:05:37.400 --> 00:05:40.400]  讓我們再一次打開這段聖經
[00:05:40.400 --> 00:05:43.200]  我們一起去讀一下這段經文
[00:05:43.200 --> 00:05:46.600]  我們會先以和合本的版本去讀一次
[00:05:46.600 --> 00:05:48.600]  讓我們先去了解
[00:05:48.600 --> 00:05:50.000]  經文當中的內容
[00:05:50.000 --> 00:05:53.400]  這一段也是我們非常熟悉的經文
[00:05:53.400 --> 00:05:58.800]  我們一起打開《馬太福音》第五章十七至二十節
[00:06:00.000 --> 00:06:01.200]  好,我們開始讀
[00:06:01.200 --> 00:06:05.000]  「莫想我來要廢掉律法和先知
[00:06:05.000 --> 00:06:09.000]  我來不是要廢掉乃是要成全
[00:06:09.000 --> 00:06:10.800]  我實在告訴你們
[00:06:10.800 --> 00:06:13.800]  就是道天地都廢去了
[00:06:13.800 --> 00:06:17.600]  律法的一點一劃也不能廢去
[00:06:17.600 --> 00:06:19.200]  都要成全
[00:06:19.200 --> 00:06:24.200]  所以無論何人廢掉這誡命中最小的一條
[00:06:24.200 --> 00:06:26.400]  又教訓人這樣做
[00:06:26.400 --> 00:06:29.600]  他在天國要稱為最小的
[00:06:29.600 --> 00:06:32.800]  但無論何人遵行這誡命
[00:06:32.800 --> 00:06:34.800]  又教訓人遵行
[00:06:34.800 --> 00:06:38.000]  他在天國要稱為大的
[00:06:38.000 --> 00:06:39.800]  我告訴你們
[00:06:39.800 --> 00:06:45.400]  你們的義若不勝於民事和法利賽人的義
[00:06:45.400 --> 00:06:48.800]  斷不能進天國」
[00:06:48.800 --> 00:06:52.200]  其實在這段經文裡
[00:06:52.200 --> 00:06:55.000]  我們已經在前文看到
[00:06:55.000 --> 00:06:58.600]  耶穌很明白跟隨著祂的人
[00:06:58.600 --> 00:07:00.400]  他們的心路歷程
[00:07:00.400 --> 00:07:02.600]  或者他們的心態是怎樣
[00:07:02.600 --> 00:07:04.200]  說回前文
[00:07:04.200 --> 00:07:08.000]  其實耶穌經過了傳道、講道
[00:07:08.000 --> 00:07:11.800]  甚至醫病、講鬼等等的侍奉之後
[00:07:11.800 --> 00:07:15.400]  不少的人都跟隨著耶穌基督
[00:07:15.400 --> 00:07:17.600]  並且來到這個地方
[00:07:17.600 --> 00:07:20.200]  不斷去聆聽主的教訓
[00:07:20.200 --> 00:07:22.600]  這是一個好的開始
[00:07:22.600 --> 00:07:27.600]  當這群群眾跟隨著耶穌基督的時候
[00:07:27.600 --> 00:07:33.400]  他們看到耶穌有這麼獨特的魅力
[00:07:33.400 --> 00:07:38.800]  他們的想法就像其他人一樣
[00:07:38.800 --> 00:07:42.000]  耶穌一定是來別處一次
[00:07:42.000 --> 00:07:44.600]  做出與別不同的教導
[00:07:44.600 --> 00:07:49.400]  才能造成自己一個信仰的群體
[00:07:49.400 --> 00:07:53.200]  於是當他們聆聽耶穌基督的教導的時候
[00:07:53.200 --> 00:07:57.200]  他說的原來都是猶太人的律法
[00:07:57.200 --> 00:07:59.400]  於是他們就會這樣想
[00:07:59.400 --> 00:08:03.200]  既然耶穌基督也是傳猶太人的律法
[00:08:03.200 --> 00:08:05.200]  不難理解的就是說
[00:08:05.200 --> 00:08:08.600]  他傳的一定要跟其他的當時
[00:08:08.600 --> 00:08:10.600]  在巴勒斯坦地區上面
[00:08:10.600 --> 00:08:15.000]  猶太教他們所傳的信息
[00:08:15.000 --> 00:08:17.200]  應該是與別不同才行
[00:08:17.200 --> 00:08:23.200]  所以既然這群在耶路撒冷為中心的宗教力量
[00:08:23.200 --> 00:08:25.400]  包括文士和祭司
[00:08:25.400 --> 00:08:28.000]  他們都是傳講聖經
[00:08:28.000 --> 00:08:31.000]  或者用今天我們作為基督徒所說的
[00:08:31.000 --> 00:08:33.400]  舊約的聖經的時候
[00:08:33.400 --> 00:08:37.600]  那麼耶穌一定就是要與舊約的聖經自然不同
[00:08:37.600 --> 00:08:42.200]  才能夠做出祂很獨特的一派別
[00:08:42.200 --> 00:08:45.200]  所以這群人就很自然地想
[00:08:45.200 --> 00:08:49.600]  耶穌當然要與他們有相反的看法
[00:08:49.600 --> 00:08:56.200]  對於舊約聖經或者當時的Torah聖經
[00:08:56.200 --> 00:09:01.800]  他們一定覺得耶穌是與他們唱相反的態度
[00:09:01.800 --> 00:09:04.000]  這樣才值得跟隨
[00:09:04.000 --> 00:09:06.600]  所以他們就有一種想法
[00:09:06.600 --> 00:09:09.400]  就覺得耶穌來到這個世界
[00:09:09.400 --> 00:09:13.000]  去帶領他們要組織一個新的派系
[00:09:13.000 --> 00:09:15.400]  其實是不是意思就是說
[00:09:15.400 --> 00:09:18.400]  要廢掉舊約的聖經呢?
[00:09:18.400 --> 00:09:21.600]  而要傳新的一派的思維呢?
[00:09:21.600 --> 00:09:24.400]  於是乎在一開始
[00:09:24.400 --> 00:09:29.200]  耶穌因為明白到這些人有這種思維
[00:09:29.200 --> 00:09:31.600]  所以祂就開張明義
[00:09:31.600 --> 00:09:34.600]  在今天我們所看的這段經文裏面
[00:09:34.600 --> 00:09:37.000]  作出一個清楚的申論
[00:09:37.000 --> 00:09:39.400]  指出祂是不會這樣做的
[00:09:39.400 --> 00:09:41.000]  怎樣樣不會做?
[00:09:41.000 --> 00:09:42.200]  怎樣陳述?
[00:09:42.200 --> 00:09:45.200]  我們就要看回這段經文的內容了
[00:09:45.200 --> 00:09:47.200]  第一部分我們會看一下
[00:09:47.200 --> 00:09:49.800]  原來耶穌介紹給我們知道
[00:09:49.800 --> 00:09:51.400]  天國的主人
[00:09:51.400 --> 00:09:53.000]  原來祂的聖情是
[00:09:53.000 --> 00:09:55.600]  講得出就做得到
[00:09:55.600 --> 00:09:59.000]  我們從第五章第十七至十八節裏面
[00:09:59.000 --> 00:10:00.200]  就會看到這一點了
[00:10:00.200 --> 00:10:04.600]  The owner of the heaven say it and live it
[00:10:04.600 --> 00:10:08.000]  從第五章第十七至十八節
[00:10:08.000 --> 00:10:10.400]  我們再讀一下這兩節經文
[00:10:10.400 --> 00:10:13.600]  好使我們更加熟悉這段經文的內容
[00:10:13.600 --> 00:10:16.000]  第十七節和十八節是這樣說的
[00:10:16.000 --> 00:10:20.400]  莫想我來要廢掉律法和先知
[00:10:20.400 --> 00:10:23.600]  我來不是要廢掉
[00:10:23.600 --> 00:10:25.600]  乃是要成全
[00:10:25.600 --> 00:10:28.000]  我實在告訴你們
[00:10:28.000 --> 00:10:31.600]  就是道天地都廢去了
[00:10:31.600 --> 00:10:34.000]  律法的一點一劃
[00:10:34.000 --> 00:10:36.000]  也不能廢去
[00:10:36.000 --> 00:10:38.800]  都要成全
[00:10:38.800 --> 00:10:44.800]  首先耶穌在這裏讓我們去明白一個很重要的道理
[00:10:44.800 --> 00:10:46.800]  祂用了一種轉接的說法
[00:10:46.800 --> 00:10:48.400]  其實就是介紹給我們知道
[00:10:48.400 --> 00:10:52.200]  原來我們在天上的這位上主
[00:10:52.200 --> 00:10:54.600]  祂是一個講得出
[00:10:54.600 --> 00:10:58.600]  也必然做得到的這位上主
[00:10:58.600 --> 00:11:01.400]  這個和前文我們去看
[00:11:01.400 --> 00:11:05.400]  炎和光這個Double Parable
[00:11:05.400 --> 00:11:09.000]  雙重比喻裏面的主旨其實是很銜接的
[00:11:09.000 --> 00:11:10.600]  因為前文講到
[00:11:10.600 --> 00:11:15.000]  原來我們今天要作為神的天國的子民
[00:11:15.000 --> 00:11:18.200]  要好像這位天國的主人一樣
[00:11:18.200 --> 00:11:19.600]  我們是要怎樣?
[00:11:19.600 --> 00:11:24.000]  展示出要有聖潔有義的生命
[00:11:24.000 --> 00:11:29.000]  我們才能夠配活在這個天國裏面
[00:11:29.000 --> 00:11:30.600]  既然如此
[00:11:30.600 --> 00:11:33.600]  我們要在地上都這樣活
[00:11:33.600 --> 00:11:38.000]  我們的父親同樣他們在天上都是這樣活的
[00:11:38.000 --> 00:11:44.600]  所以上帝要怎樣幫助人在地上活出有意義的生命呢?
[00:11:44.600 --> 00:11:46.600]  祂就其中一個方法
[00:11:46.600 --> 00:11:48.600]  就是頒佈了律法
[00:11:48.600 --> 00:11:50.600]  在聖經裏面
[00:11:50.600 --> 00:11:52.600]  律法是有什麼作用呢?
[00:11:52.600 --> 00:11:55.600]  律法其實是分為兩部分的
[00:11:55.600 --> 00:11:57.000]  如果簡單地說
[00:11:57.000 --> 00:11:59.000]  可以說是一些口傳的律法
[00:11:59.000 --> 00:12:02.000]  或者甚至可以說是寫下來的律法
[00:12:02.000 --> 00:12:04.600]  當然到後期的
[00:12:04.600 --> 00:12:09.200]  我們所知的聖經就完全是一個寫下來的律法
[00:12:09.200 --> 00:12:10.600]  讓我們明白到
[00:12:10.600 --> 00:12:13.000]  比如摩西五經就是一個典型例子
[00:12:13.000 --> 00:12:15.000]  神的說話
[00:12:15.000 --> 00:12:20.200]  就透過律法去將祂演繹出來
[00:12:20.200 --> 00:12:23.000]  從不同的生活環節
[00:12:23.000 --> 00:12:27.000]  甚至與上帝的關係而去表達出來
[00:12:27.000 --> 00:12:29.000]  所以神的說話
[00:12:29.000 --> 00:12:35.000]  其實是幫助人、讓人學曉怎樣盡量進行
[00:12:35.000 --> 00:12:41.000]  而活出這個合乎神天國子民應有的生命生活
[00:12:41.000 --> 00:12:46.000]  律法絕對不是上帝要提供一個機會
[00:12:46.000 --> 00:12:48.000]  讓人去廢除
[00:12:48.000 --> 00:12:52.000]  或者讓人盡量去破除律法
[00:12:52.000 --> 00:12:55.000]  違背律法這個原意
[00:12:55.000 --> 00:12:59.000]  其實律法是幫助我們更活出聖潔的生命
[00:12:59.000 --> 00:13:03.000]  而不是要我們去顯出罪惡的生命
[00:13:03.000 --> 00:13:05.000]  當然律法另一個層面就是說
[00:13:05.000 --> 00:13:08.000]  要顯明人的罪讓人可以悔改
[00:13:08.000 --> 00:13:09.000]  這是另一個層面
[00:13:09.000 --> 00:13:12.000]  但是上帝的目的並非要設立律法
[00:13:12.000 --> 00:13:14.000]  而是要讓人去破除
[00:13:14.000 --> 00:13:18.000]  或者我們可以更簡單地說
[00:13:18.000 --> 00:13:21.000]  設立律法讓屬神的子民在裡面
[00:13:21.000 --> 00:13:26.000]  能夠顯出神的天國子民的樣式
[00:13:26.000 --> 00:13:30.000]  如果對於一些沒有上帝生命的人
[00:13:30.000 --> 00:13:32.000]  願意存留在罪惡裡面的人
[00:13:32.000 --> 00:13:34.000]  這類的人
[00:13:34.000 --> 00:13:37.000]  律法就顯明他們的罪惡
[00:13:37.000 --> 00:13:39.000]  既然如此
[00:13:39.000 --> 00:13:43.000]  耶穌明白到跟隨他的群眾當中的人
[00:13:43.000 --> 00:13:47.000]  極有可能是誤會他
[00:13:47.000 --> 00:13:51.000]  為了自己傳道的動機
[00:13:51.000 --> 00:13:55.000]  以為他是要廢除上帝的律法
[00:13:55.000 --> 00:13:59.000]  因為文士和祭司都說要傳上帝的律法
[00:13:59.000 --> 00:14:00.000]  那麼耶穌既然是這樣
[00:14:00.000 --> 00:14:01.000]  那不如廢除了他
[00:14:01.000 --> 00:14:03.000]  由頭立過身
[00:14:03.000 --> 00:14:04.000]  他們以為是這樣想
[00:14:04.000 --> 00:14:06.000]  這種想法
[00:14:06.000 --> 00:14:08.000]  原來耶穌看穿了他們
[00:14:08.000 --> 00:14:10.000]  耶穌於是乎
[00:14:10.000 --> 00:14:15.000]  在他要進一步去幫助當時的門徒
[00:14:15.000 --> 00:14:16.000]  或者這群群眾
[00:14:16.000 --> 00:14:18.000]  願意跟隨耶穌的人
[00:14:18.000 --> 00:14:21.000]  願意聽從耶穌基督道理的人
[00:14:21.000 --> 00:14:26.000]  他們能夠進一步正確地了解聖經的意思
[00:14:26.000 --> 00:14:29.000]  並且如何行出律法之前
[00:14:29.000 --> 00:14:33.000]  所以耶穌必須要表明自己的來意
[00:14:33.000 --> 00:14:37.000]  我們並不是要去廢除律法
[00:14:37.000 --> 00:14:38.000]  相反
[00:14:38.000 --> 00:14:43.000]  我們是要來履行律法和先知的道理
[00:14:43.000 --> 00:14:46.000]  所以馬上在第十七節就說
[00:14:46.000 --> 00:14:51.000]  莫想我來要廢掉律法和先知
[00:14:51.000 --> 00:14:53.000]  我來不是廢掉
[00:14:53.000 --> 00:14:55.000]  乃是要承傳
[00:14:55.000 --> 00:14:59.000]  何謂律法和先知呢?
[00:14:59.000 --> 00:15:02.000]  其實在舊約的聖經裡
[00:15:02.000 --> 00:15:04.000]  我們可以簡單地統稱
[00:15:04.000 --> 00:15:08.000]  其實是包括律法和先知書
[00:15:08.000 --> 00:15:09.000]  這兩大部分
[00:15:09.000 --> 00:15:11.000]  有些弟兄姐妹心水清華
[00:15:11.000 --> 00:15:13.000]  不是啊 牧師
[00:15:13.000 --> 00:15:15.000]  舊約聖經按照猶太人的律法
[00:15:15.000 --> 00:15:20.000]  是分為律法、先知書和寫作
[00:15:20.000 --> 00:15:24.000]  但是當我們回顧猶太人的傳統的時候
[00:15:24.000 --> 00:15:30.000]  其實寫作某程度上歸入於先知書的部分
[00:15:30.000 --> 00:15:32.000]  他將它統稱在一起
[00:15:32.000 --> 00:15:34.000]  律法和先知
[00:15:34.000 --> 00:15:37.000]  於是就統稱為舊約的聖經
[00:15:37.000 --> 00:15:39.000]  就是我們的舊約聖經
[00:15:39.000 --> 00:15:42.000]  而他們原本就只有本聖經
[00:15:42.000 --> 00:15:43.000]  就是舊約
[00:15:43.000 --> 00:15:47.000]  在這個陳述裡
[00:15:47.000 --> 00:15:49.000]  耶穌刻意地指出
[00:15:49.000 --> 00:15:53.000]  我來到不是要廢掉律法和先知
[00:15:53.000 --> 00:15:55.000]  這個律法和先知
[00:15:55.000 --> 00:16:01.000]  在原文聖經裡還加上了一個指定式的定貫詞
[00:16:01.000 --> 00:16:03.000]  definite article
[00:16:03.000 --> 00:16:07.000]  而這個definite article的意思是什麼呢?
[00:16:07.000 --> 00:16:10.000]  就是指哪一個律法和先知
[00:16:10.000 --> 00:16:12.000]  所以換言之
[00:16:12.000 --> 00:16:13.000]  這裡所說的
[00:16:13.000 --> 00:16:16.000]  是指到神的說話
[00:16:16.000 --> 00:16:19.000]  神藉著他直接向摩西的陳述
[00:16:19.000 --> 00:16:22.000]  或者向其他眾先知
[00:16:22.000 --> 00:16:24.000]  或者其他人士
[00:16:24.000 --> 00:16:27.000]  所要啟示出上帝的意思
[00:16:27.000 --> 00:16:29.000]  那些的內文
[00:16:29.000 --> 00:16:33.000]  這些的內容全部是上帝的說話
[00:16:33.000 --> 00:16:38.000]  而不是任何一個街坊的其中一個說話
[00:16:38.000 --> 00:16:40.000]  於是怎麼樣呢?
[00:16:40.000 --> 00:16:43.000]  這個陳述就告訴我們
[00:16:43.000 --> 00:16:47.000]  原來耶穌基督要告訴當時的群眾
[00:16:47.000 --> 00:16:51.000]  我們要作為天國子民的一份子
[00:16:51.000 --> 00:16:56.000]  我們必須要遵從律法和先知
[00:16:56.000 --> 00:16:58.000]  就是神的說話的內容
[00:16:58.000 --> 00:17:00.000]  而在登山補訓裡
[00:17:00.000 --> 00:17:05.000]  除了第五章第十七節說到律法和先知之外
[00:17:05.000 --> 00:17:09.000]  到了登山補訓的最後第七章十二節
[00:17:09.000 --> 00:17:14.000]  又同樣出現了律法和先知這個陳述
[00:17:14.000 --> 00:17:17.000]  可以涵蓋聖經的內容
[00:17:17.000 --> 00:17:19.000]  或者神說話的內容
[00:17:19.000 --> 00:17:22.000]  這個這樣的括弧式的結構
[00:17:22.000 --> 00:17:23.000]  就告訴我們
[00:17:23.000 --> 00:17:26.000]  耶穌將整個登山補訓的內容
[00:17:26.000 --> 00:17:33.000]  其實告訴我們是植根於舊約聖經
[00:17:33.000 --> 00:17:35.000]  猶太人的聖經
[00:17:35.000 --> 00:17:39.000]  律法和先知這兩個部分
[00:17:39.000 --> 00:17:42.000]  留意的是除了我們知道
[00:17:42.000 --> 00:17:46.000]  律法和先知是指舊約聖經的內文之外
[00:17:46.000 --> 00:17:49.000]  這段聖經在第十七節裡
[00:17:49.000 --> 00:17:53.000]  還用了兩個雙重的否定語
[00:17:53.000 --> 00:17:58.000]  來重複刻意的幫助聽眾
[00:17:58.000 --> 00:18:02.000]  明白到耶穌不是來廢掉律法和先知的
[00:18:02.000 --> 00:18:04.000]  不是廢掉神的說話
[00:18:04.000 --> 00:18:06.000]  相反是要承傳的
[00:18:06.000 --> 00:18:07.000]  怎麼說呢?
[00:18:07.000 --> 00:18:09.000]  耶穌用了第一個的否定語
[00:18:09.000 --> 00:18:13.000]  「莫想我來廢掉律法和先知」
[00:18:13.000 --> 00:18:17.000]  這個首先幫助聽的人
[00:18:17.000 --> 00:18:19.000]  你們不要想錯了
[00:18:19.000 --> 00:18:27.000]  這種是耶穌首要幫助聽眾排除誤解的目的
[00:18:27.000 --> 00:18:29.000]  第二部分的否定語
[00:18:29.000 --> 00:18:33.000]  耶穌直接「我來不是要廢掉」
[00:18:33.000 --> 00:18:40.000]  耶穌直接將被人誤會的可能性完全抹殺
[00:18:40.000 --> 00:18:44.000]  耶穌根本不是來廢掉律法
[00:18:44.000 --> 00:18:49.000]  而在這個說法中,耶穌同時配以一個
[00:18:49.000 --> 00:18:53.000]  祂來到傳道的重要目的
[00:18:53.000 --> 00:18:54.000]  是什麼呢?
[00:18:54.000 --> 00:18:58.000]  就是「承傳律法和先知」
[00:18:58.000 --> 00:19:02.000]  這個所謂「承傳」這個字眼
[00:19:02.000 --> 00:19:04.000]  Palero這個字眼
[00:19:04.000 --> 00:19:08.000]  這個字眼有很多信徒以為
[00:19:08.000 --> 00:19:10.000]  哦,就是做完它了
[00:19:10.000 --> 00:19:13.000]  其實這個字眼有一個更深層的意思
[00:19:13.000 --> 00:19:14.000]  就是指到
[00:19:14.000 --> 00:19:19.000]  其實有些已經定了目標和一些做法
[00:19:19.000 --> 00:19:20.000]  簡單來說
[00:19:20.000 --> 00:19:24.000]  那個計劃,那個流程表
[00:19:24.000 --> 00:19:27.000]  怎樣運作已經做好了
[00:19:27.000 --> 00:19:32.000]  問題就是這個流程表在推行的過程當中
[00:19:32.000 --> 00:19:34.000]  現在還沒完
[00:19:34.000 --> 00:19:36.000]  現在到這一刻是要怎樣
[00:19:36.000 --> 00:19:40.000]  要將它完美地去完成所有的部分
[00:19:40.000 --> 00:19:45.000]  所以這個所謂的「Fulfill」
