
[00:00:00.000 --> 00:00:02.000]  丁姐妹早安
[00:00:02.000 --> 00:00:04.000]  9月2日的時候
[00:00:04.000 --> 00:00:06.000]  9月2日的時候
[00:00:06.000 --> 00:00:08.000]  是一個史醫生提到
[00:00:08.000 --> 00:00:10.000]  那個史醫生提到
[00:00:10.000 --> 00:00:12.000]  因為自由家庭經濟困難
[00:00:12.000 --> 00:00:14.000]  因為自小她家裏經濟困難
[00:00:14.000 --> 00:00:16.000]  所以她做了醫生之後
[00:00:16.000 --> 00:00:18.000]  她就拼命賺錢
[00:00:18.000 --> 00:00:20.000]  所以她做了醫生之後
[00:00:20.000 --> 00:00:22.000]  她拼命賺錢
[00:00:22.000 --> 00:00:24.000]  因為太辛苦了
[00:00:24.000 --> 00:00:26.000]  幾乎弄壞了身體
[00:00:26.000 --> 00:00:28.000]  幾乎弄壞了身體
[00:00:28.000 --> 00:00:30.000]  十分是具爭議性的
[00:00:30.000 --> 00:00:32.000]  十分是具爭議性的
[00:00:32.000 --> 00:00:34.000]  錢是十分具有爭議性的
[00:00:34.000 --> 00:00:36.000]  錢可以行善
[00:00:36.000 --> 00:00:38.000]  錢可以行善
[00:00:38.000 --> 00:00:40.000]  也可以救人
[00:00:40.000 --> 00:00:42.000]  錢也可以行惡
[00:00:42.000 --> 00:00:44.000]  錢也可以行惡
[00:00:44.000 --> 00:00:46.000]  又可以買起人
[00:00:46.000 --> 00:00:48.000]  又可以
[00:00:48.000 --> 00:00:50.000]  可以嚇人
[00:00:50.000 --> 00:00:52.000]  我們看到羅馬帝國
[00:00:52.000 --> 00:00:54.000]  我們看到羅馬帝國
[00:00:54.000 --> 00:00:56.000]  因為善用貨幣而繁榮
[00:00:56.000 --> 00:00:58.000]  因為善用貨幣而繁榮
[00:00:58.000 --> 00:01:00.000]  也看到貪婪的帝王
[00:01:00.000 --> 00:01:02.000]  也看到貪婪的帝王
[00:01:02.000 --> 00:01:04.000]  因為胡亂的鑄幣
[00:01:04.000 --> 00:01:06.000]  引發信用崩潰而亡國
[00:01:06.000 --> 00:01:08.000]  也看到貪婪的帝王
[00:01:08.000 --> 00:01:10.000]  因為濫賺貨幣
[00:01:10.000 --> 00:01:12.000]  因為濫賺貨幣
[00:01:12.000 --> 00:01:14.000]  使整個貨幣的信用崩潰
[00:01:14.000 --> 00:01:16.000]  1974年
[00:01:16.000 --> 00:01:18.000]  諾貝爾經濟學得主
[00:01:18.000 --> 00:01:20.000]  凱耶克
[00:01:20.000 --> 00:01:22.000]  1974年諾貝爾經濟學得主
[00:01:22.000 --> 00:01:24.000]  凱耶克
[00:01:24.000 --> 00:01:26.000]  認為貨幣是所有事物中最難理解的東西
[00:01:26.000 --> 00:01:28.000]  認為貨幣是所有事物中最難理解的東西
[00:01:28.000 --> 00:01:30.000]  認為貨幣是所有事物中最難理解的東西
[00:01:30.000 --> 00:01:32.000]  是人類最不可理喻的幻想投資對象
[00:01:32.000 --> 00:01:34.000]  是人類最不可理喻的幻想投資對象
[00:01:34.000 --> 00:01:36.000]  是人類最不可理喻的幻想投資對象
[00:01:36.000 --> 00:01:38.000]  是人類最不可理喻的幻想投資對象
[00:01:38.000 --> 00:01:40.000]  金錢確實可以令人陶醉
[00:01:40.000 --> 00:01:42.000]  金錢確實可以令人陶醉
[00:01:42.000 --> 00:01:44.000]  也可以令人迷茫
[00:01:44.000 --> 00:01:46.000]  也可以令人迷茫
[00:01:46.000 --> 00:01:48.000]  金錢界定了權力
[00:01:48.000 --> 00:01:50.000]  金錢界定了權力
[00:01:50.000 --> 00:01:52.000]  地位
[00:01:52.000 --> 00:01:54.000]  自由度和人際關係
[00:01:54.000 --> 00:01:56.000]  自由度和人際關係
[00:01:56.000 --> 00:01:58.000]  也表達了意識形態和價值的觀念
[00:01:58.000 --> 00:02:00.000]  也表達了意識形態和價值觀念
[00:02:00.000 --> 00:02:02.000]  也表達了意識形態和價值觀念
[00:02:02.000 --> 00:02:04.000]  中國人經常說
[00:02:04.000 --> 00:02:06.000]  見錢開眼
[00:02:06.000 --> 00:02:08.000]  有錢能使鬼推磨
[00:02:08.000 --> 00:02:10.000]  有錢能使鬼推磨
[00:02:10.000 --> 00:02:12.000]  人為財死
[00:02:12.000 --> 00:02:14.000]  人為財死
[00:02:14.000 --> 00:02:16.000]  企圖裡面說
[00:02:16.000 --> 00:02:18.000]  世人對錢的重視
[00:02:18.000 --> 00:02:20.000]  世人對錢的重視
[00:02:20.000 --> 00:02:22.000]  世人對錢的重視
[00:02:22.000 --> 00:02:24.000]  德國民間流行一句話
[00:02:24.000 --> 00:02:26.000]  德國民間流行一句話
[00:02:26.000 --> 00:02:28.000]  他說金錢統御世界
[00:02:28.000 --> 00:02:30.000]  金錢統御世界
[00:02:30.000 --> 00:02:32.000]  他將錢的影響力表達出來
[00:02:32.000 --> 00:02:34.000]  他將錢的影響力表達出來
[00:02:34.000 --> 00:02:36.000]  西方一句流行的說話
[00:02:36.000 --> 00:02:38.000]  西方一句流行的話
[00:02:38.000 --> 00:02:40.000]  他說錢是我們全能的神
[00:02:40.000 --> 00:02:42.000]  錢是我們全能的神
[00:02:42.000 --> 00:02:44.000]  喬治蕭伯納就這麼說
[00:02:44.000 --> 00:02:46.000]  喬治蕭伯納就這麼說
[00:02:46.000 --> 00:02:48.000]  他說最壞的惡魔
[00:02:48.000 --> 00:02:50.000]  最壞的惡魔
[00:02:50.000 --> 00:02:52.000]  和最大的罪惡是貧窮
[00:02:52.000 --> 00:02:54.000]  和最大的罪惡是貧窮
[00:02:54.000 --> 00:02:56.000]  他說金錢的重要性
[00:02:56.000 --> 00:02:58.000]  不斷被誇大和渲染
[00:02:58.000 --> 00:03:00.000]  金錢的重要性
[00:03:00.000 --> 00:03:02.000]  被不斷誇大和渲染
[00:03:02.000 --> 00:03:04.000]  難怪歷世歷代的人
[00:03:04.000 --> 00:03:06.000]  都拼命賺錢
[00:03:06.000 --> 00:03:08.000]  難怪歷世歷代的人
[00:03:08.000 --> 00:03:10.000]  都拼命賺錢
[00:03:10.000 --> 00:03:12.000]  追尋財富
[00:03:12.000 --> 00:03:14.000]  甚至犧牲性命都在所不辭
[00:03:14.000 --> 00:03:16.000]  甚至犧牲性命都在所不辭
[00:03:16.000 --> 00:03:18.000]  最近大家有買股票的人呢
[00:03:18.000 --> 00:03:20.000]  最近大家有買股票的人呢
[00:03:20.000 --> 00:03:22.000]  你看到股票上上下下
[00:03:22.000 --> 00:03:24.000]  很多人都驚心動魄
[00:03:24.000 --> 00:03:26.000]  很多人都驚心動魄
[00:03:26.000 --> 00:03:28.000]  好像在美國一有動靜的時候
[00:03:28.000 --> 00:03:30.000]  好像美國一有動靜的時候
[00:03:30.000 --> 00:03:32.000]  股票就會上上跳跳動動
[00:03:32.000 --> 00:03:34.000]  股票就會上上跳跳動動
[00:03:34.000 --> 00:03:36.000]  這個時候就更加體會到
[00:03:36.000 --> 00:03:38.000]  這個時候就更加體會到
[00:03:38.000 --> 00:03:40.000]  定征在無定的錢財上的真實感
[00:03:40.000 --> 00:03:42.000]  定征在無定的錢財上的真實感
[00:03:42.000 --> 00:03:44.000]  定征在無定的錢財上的真實感
[00:03:44.000 --> 00:03:46.000]  尤其是俄烏開戰之後
[00:03:46.000 --> 00:03:48.000]  尤其是俄烏開戰之後
[00:03:48.000 --> 00:03:50.000]  全球都受影響
[00:03:50.000 --> 00:03:52.000]  全球都受影響
[00:03:52.000 --> 00:03:54.000]  你看著物價、油價天天向上跳
[00:03:54.000 --> 00:03:56.000]  我們看到油價、物價天天向上跳
[00:03:56.000 --> 00:03:58.000]  我們看到油價、物價天天向上跳
[00:03:58.000 --> 00:04:00.000]  我們眼睛根本來不及看著它
[00:04:00.000 --> 00:04:02.000]  我們眼睛根本來不及看著它
[00:04:02.000 --> 00:04:04.000]  我們看不到那個經常好像長了翅膀的錢
[00:04:04.000 --> 00:04:06.000]  我們看不到那個經常好像長了翅膀的錢
[00:04:06.000 --> 00:04:08.000]  我們看不到那個經常好像長了翅膀的錢
[00:04:08.000 --> 00:04:10.000]  我們看不到那個經常好像長了翅膀的錢
[00:04:10.000 --> 00:04:12.000]  今天的分享最重要目標
[00:04:12.000 --> 00:04:14.000]  今天的分享最重要目標
[00:04:14.000 --> 00:04:16.000]  想跟大家一起思想
[00:04:16.000 --> 00:04:18.000]  基督徒的財富觀
[00:04:18.000 --> 00:04:20.000]  基督徒不應該太過勞碌去追求財富
[00:04:20.000 --> 00:04:22.000]  基督徒不應該太過勞碌去追求財富
[00:04:22.000 --> 00:04:24.000]  基督徒不應該太過勞碌去追求財富
[00:04:24.000 --> 00:04:26.000]  不應該依靠自己的聰明去尋找財富
[00:04:26.000 --> 00:04:28.000]  不應該依靠自己的聰明去尋找財富
[00:04:28.000 --> 00:04:30.000]  不應該依靠自己的聰明去尋找財富
[00:04:30.000 --> 00:04:32.000]  更加不應該太過專注追求財富
[00:04:32.000 --> 00:04:34.000]  更加不應該太過專注追求財富
[00:04:34.000 --> 00:04:36.000]  而忽略了追求永恆的價值
[00:04:36.000 --> 00:04:42.000]  而忽略了追求永恆的價值
[00:04:42.000 --> 00:04:44.000]  是聖經中重要的道德訓誨
[00:04:44.000 --> 00:04:46.000]  是聖經中重要的道德訓誨
[00:04:46.000 --> 00:04:48.000]  目的是循循善誘
[00:04:48.000 --> 00:04:50.000]  目的是循循善誘
[00:04:50.000 --> 00:04:52.000]  目的是循循善誘
[00:04:52.000 --> 00:04:54.000]  目的是循循善誘
[00:04:54.000 --> 00:04:56.000]  目的是循循善誘
[00:04:56.000 --> 00:04:58.000]  目的是循循善誘
[00:04:58.000 --> 00:05:00.000]  使得偏離正道的人返回正路
[00:05:00.000 --> 00:05:02.000]  使得偏離正道的人返回正路
[00:05:02.000 --> 00:05:06.000]  真言成為實踐真理和修身最重要的道理
[00:05:06.000 --> 00:05:10.000]  真言成為尋求道理和修身最重要的道理
[00:05:10.000 --> 00:05:12.000]  也成為世人處事的指南針
[00:05:12.000 --> 00:05:14.000]  也成為世人處事的指南針
[00:05:14.000 --> 00:05:16.000]  也成為世人處事的指南針
[00:05:16.000 --> 00:05:18.000]  真言具有規格言語的特質
[00:05:18.000 --> 00:05:20.000]  真言具有規格言語的特質
[00:05:20.000 --> 00:05:22.000]  有人說你如果每天讀一章
[00:05:22.000 --> 00:05:24.000]  有人說你如果每天讀一章
[00:05:24.000 --> 00:05:26.000]  一個月之後你的智慧就增加不少
[00:05:26.000 --> 00:05:28.000]  一個月之後你的智慧就增加不少
[00:05:28.000 --> 00:05:32.000]  有沒有人曾經將整卷的真言讀過一次
[00:05:32.000 --> 00:05:34.000]  有沒有人曾經將整卷的真言讀過一次
[00:05:34.000 --> 00:05:36.000]  有沒有人曾經將整卷的真言讀過一次
[00:05:36.000 --> 00:05:38.000]  有沒有人曾經將整卷的真言讀過一次
[00:05:38.000 --> 00:05:40.000]  真言
[00:05:40.000 --> 00:05:42.000]  希伯來人的真言具有兩重意義
[00:05:42.000 --> 00:05:44.000]  希伯來人的真言具有兩重意義
[00:05:44.000 --> 00:05:46.000]  希伯來人的真言具有兩重意義
[00:05:46.000 --> 00:05:48.000]  希伯來人的真言具有兩重意義
[00:05:48.000 --> 00:05:50.000]  第一是比喻
[00:05:50.000 --> 00:05:52.000]  第一是比喻
[00:05:52.000 --> 00:05:54.000]  透過人的生活表達真理的奧秘
[00:05:54.000 --> 00:05:56.000]  透過真言表達真理的奧秘
[00:05:56.000 --> 00:05:58.000]  第二個講到的是統治
[00:05:58.000 --> 00:06:00.000]  目的是顯示教訓的權威
[00:06:00.000 --> 00:06:02.000]  目的是顯示教訓的權威
[00:06:02.000 --> 00:06:04.000]  真言可以用不同的格式出現
[00:06:04.000 --> 00:06:06.000]  真言可以用不同的形式出現
[00:06:06.000 --> 00:06:08.000]  例如格言
[00:06:08.000 --> 00:06:10.000]  例如格言 比喻
[00:06:10.000 --> 00:06:12.000]  例如格言 比喻 成語
[00:06:12.000 --> 00:06:14.000]  例如格言 比喻 成語 成語 黎語
[00:06:14.000 --> 00:06:16.000]  例如格言 比喻 比喻 成語 成語 黎語 宋語
[00:06:16.000 --> 00:06:18.000]  例如格言 比喻 比喻 成語 宋語 宋語 語言等等
[00:06:18.000 --> 00:06:20.000]  例如格言 比喻 比喻 成語 宋語 語言等等
[00:06:20.000 --> 00:06:22.000]  例如格言 比喻 比喻 成語 語言等等
[00:06:22.000 --> 00:06:26.000]  例如真言 比喻 成語
[00:06:26.000 --> 00:06:28.000]  例如真言 比喻 成語
[00:06:28.000 --> 00:06:30.000]  例如真言 比喻 成語
[00:06:30.000 --> 00:06:32.000]  例如真言 比喻 成語
[00:06:32.000 --> 00:06:34.000]  例如真言 比喻 成語
[00:06:34.000 --> 00:06:36.000]  例如真言 比喻 成語
[00:06:36.000 --> 00:06:38.000]  例如真言 比喻 成語
[00:06:38.000 --> 00:06:40.000]  例如真言 比喻 成語
[00:06:40.000 --> 00:06:42.000]  例如真言 比喻 成語
[00:06:42.000 --> 00:06:44.000]  例如真言 比喻 成語
[00:06:44.000 --> 00:06:46.000]  例如真言 比喻 成語
[00:06:46.000 --> 00:06:48.000]  例如真言 比喻 成語
[00:06:48.000 --> 00:06:50.000]  例如真言 比喻 成語
[00:06:50.000 --> 00:06:52.000]  例如真言 比喻 成語
[00:06:52.000 --> 00:06:54.000]  例如真言 比喻 成語
[00:06:54.000 --> 00:06:56.000]  例如真言 比喻 成語
[00:06:56.000 --> 00:06:58.000]  例如真言 比喻 成語
[00:06:58.000 --> 00:07:00.000]  例如真言 比喻 成語
[00:07:00.000 --> 00:07:02.000]  例如真言 比喻 成語
[00:07:02.000 --> 00:07:04.000]  例如真言 比喻 成語
[00:07:04.000 --> 00:07:06.000]  例如真言 比喻 成語
[00:07:06.000 --> 00:07:08.000]  例如真言 比喻 成語
[00:07:08.000 --> 00:07:10.000]  例如真言 比喻 成語
[00:07:10.000 --> 00:07:12.000]  例如真言 比喻 成語
[00:07:12.000 --> 00:07:14.000]  例如真言 比喻 成語
[00:07:14.000 --> 00:07:16.000]  例如真言 比喻 成語
[00:07:16.000 --> 00:07:18.000]  例如真言 比喻 成語
[00:07:18.000 --> 00:07:20.000]  例如真言 比喻 成語
[00:07:20.000 --> 00:07:22.000]  例如真言 比喻 成語
[00:07:22.000 --> 00:07:24.000]  例如真言 比喻 成語
[00:07:24.000 --> 00:07:26.000]  例如真言 比喻 成語
[00:07:26.000 --> 00:07:28.000]  例如真言 比喻 成語
[00:07:28.000 --> 00:07:30.000]  例如真言 比喻 成語
[00:07:30.000 --> 00:07:32.000]  例如真言 比喻 成語
[00:07:32.000 --> 00:07:34.000]  例如真言 比喻 成語
[00:07:34.000 --> 00:07:36.000]  例如真言 比喻 成語
[00:07:36.000 --> 00:07:38.000]  例如真言 比喻 成語
[00:07:38.000 --> 00:07:40.000]  例如真言 比喻 成語
[00:07:40.000 --> 00:07:42.000]  例如真言 比喻 成語
[00:07:42.000 --> 00:07:44.000]  例如真言 比喻 成語
[00:07:44.000 --> 00:07:46.000]  例如真言 比喻 成語
[00:07:46.000 --> 00:07:48.000]  真言這本書的開頭就講明
[00:07:48.000 --> 00:07:50.000]  它是以色列王大衛的兒子
[00:07:50.000 --> 00:07:52.000]  所羅門的真言
[00:07:52.000 --> 00:07:54.000]  它是以色列王大衛兒子
[00:07:54.000 --> 00:07:56.000]  所羅門的真言
[00:07:56.000 --> 00:07:58.000]  但也包括了其他的作者
[00:07:58.000 --> 00:08:00.000]  但也包括了其他的作者
[00:08:00.000 --> 00:08:02.000]  例如智慧人
[00:08:02.000 --> 00:08:04.000]  你可以看中言二十二章十七節
[00:08:04.000 --> 00:08:06.000]  可以看真言二十二章十七節
[00:08:06.000 --> 00:08:08.000]  二十四章二十三節
[00:08:08.000 --> 00:08:10.000]  二十四章二十三節
[00:08:10.000 --> 00:08:12.000]  都是智慧人所寫的
[00:08:12.000 --> 00:08:14.000]  阿古爾
[00:08:14.000 --> 00:08:16.000]  真言三十章一節
[00:08:16.000 --> 00:08:18.000]  真言三十章一節
[00:08:18.000 --> 00:08:20.000]  還有利美伊勒王
[00:08:20.000 --> 00:08:22.000]  和利木伊勒王
[00:08:22.000 --> 00:08:24.000]  都是真言三十一章一節
[00:08:24.000 --> 00:08:26.000]  都是他們寫的
[00:08:26.000 --> 00:08:28.000]  早期教會多數稱真言是智慧書
[00:08:28.000 --> 00:08:30.000]  早期教會多數稱真言為智慧書
[00:08:30.000 --> 00:08:32.000]  早期教會多數稱真言為智慧書
[00:08:32.000 --> 00:08:34.000]  而真言是天上的智慧
[00:08:34.000 --> 00:08:36.000]  因為它認為真言是天上的智慧
[00:08:36.000 --> 00:08:38.000]  規勸告誡信徒在地上的行為
[00:08:38.000 --> 00:08:40.000]  規勸告誡信徒在地上的行為
[00:08:40.000 --> 00:08:42.000]  規勸告誡信徒在地上的行為
[00:08:42.000 --> 00:08:44.000]  二十三章四到五節
[00:08:44.000 --> 00:08:46.000]  真言二十三章四到五節
[00:08:46.000 --> 00:08:48.000]  是屬於智慧人的真言
[00:08:48.000 --> 00:08:50.000]  是屬於智慧人的真言
[00:08:50.000 --> 00:08:52.000]  這兩節經文裏面探討財富的觀念
[00:08:52.000 --> 00:08:54.000]  這兩節就探討了財富的觀念
[00:08:54.000 --> 00:08:56.000]  這兩節就探討了財富的觀念
[00:08:56.000 --> 00:08:58.000]  忠言勸誡信徒
[00:08:58.000 --> 00:09:00.000]  忠言勸誡信徒
[00:09:00.000 --> 00:09:02.000]  不要牢牢碌碌去求財富
[00:09:02.000 --> 00:09:04.000]  不要牢牢碌碌去求財富
[00:09:04.000 --> 00:09:06.000]  不要依靠聰明去尋求財富
[00:09:06.000 --> 00:09:08.000]  不要專注定徵財富
[00:09:08.000 --> 00:09:10.000]  不要專注定徵財富
[00:09:10.000 --> 00:09:12.000]  然後更一針見血
[00:09:12.000 --> 00:09:14.000]  更一針見血
[00:09:14.000 --> 00:09:16.000]  指出金錢是虛無的
[00:09:16.000 --> 00:09:18.000]  指出金錢是虛無的
[00:09:18.000 --> 00:09:20.000]  不能夠永久持有的
[00:09:20.000 --> 00:09:22.000]  不能夠永久持有的
[00:09:22.000 --> 00:09:24.000]  暗示人應該更加去追求永恆價值的東西
[00:09:24.000 --> 00:09:26.000]  暗示人應該更加去追求永恆價值的東西
[00:09:26.000 --> 00:09:28.000]  人都喜歡牢牢碌碌去尋找財富
[00:09:28.000 --> 00:09:30.000]  人都喜歡牢牢碌碌去尋找財富
[00:09:30.000 --> 00:09:32.000]  人都喜歡牢牢碌碌去尋找財富
[00:09:32.000 --> 00:09:34.000]  是可以理解的
[00:09:34.000 --> 00:09:36.000]  因為財富可以帶來影響力
[00:09:36.000 --> 00:09:38.000]  因為財富可以帶來影響力
[00:09:38.000 --> 00:09:40.000]  權利和安全感
[00:09:40.000 --> 00:09:42.000]  有些人你會發覺他少些錢
[00:09:42.000 --> 00:09:44.000]  有些人你會發覺他少些錢
[00:09:44.000 --> 00:09:46.000]  或者他那月賺少些錢
[00:09:46.000 --> 00:09:48.000]  他就已經很不安
[00:09:48.000 --> 00:09:50.000]  所以也可以透過財富
[00:09:50.000 --> 00:09:52.000]  去滿足自己的慾望
[00:09:52.000 --> 00:09:54.000]  也可以透過賺的財富
[00:09:54.000 --> 00:09:56.000]  去滿足自己的慾望
[00:09:56.000 --> 00:09:58.000]  《真言》二十三章四節上半節
[00:09:58.000 --> 00:10:00.000]  《真言》二十三章四節上半節
[00:10:00.000 --> 00:10:02.000]  提醒信徒
[00:10:02.000 --> 00:10:04.000]  提醒信徒
[00:10:04.000 --> 00:10:06.000]  不要牢牢碌碌去追求財富
[00:10:06.000 --> 00:10:08.000]  不要牢牢碌碌去追求財富
[00:10:08.000 --> 00:10:10.000]  不要浪費一生的力量去尋找財富
