
[00:00:00.000 --> 00:00:03.600]  有一次我去超級市場買東西的時候
[00:00:03.600 --> 00:00:08.200]  聽到遠處一把很大聲的女人的聲音
[00:00:08.200 --> 00:00:11.400]  很大聲地叫
[00:00:11.400 --> 00:00:16.400]  就說「你放不放手啊?」
[00:00:16.400 --> 00:00:17.800]  再聽一下
[00:00:17.800 --> 00:00:21.000]  接著有一把小朋友的聲音
[00:00:21.000 --> 00:00:22.800]  大哭了
[00:00:22.800 --> 00:00:27.400]  原來往往是小朋友拿著糖果
[00:00:27.400 --> 00:00:30.000]  很想要媽媽去買
[00:00:30.000 --> 00:00:32.400]  媽媽不讓他買糖果
[00:00:32.400 --> 00:00:33.200]  叫他放手
[00:00:33.200 --> 00:00:35.400]  放下不可以拿走
[00:00:35.400 --> 00:00:37.400]  後來再聽清楚
[00:00:37.400 --> 00:00:40.400]  媽媽覺得這個小朋友
[00:00:40.400 --> 00:00:43.200]  好像有點病、咳嗽等等
[00:00:43.200 --> 00:00:44.600]  不應該吃糖果
[00:00:44.600 --> 00:00:47.200]  不應該這個時候吃
[00:00:47.200 --> 00:00:48.400]  其實很多時候
[00:00:48.400 --> 00:00:51.800]  我們都會聽過類似這樣的說法
[00:00:51.800 --> 00:00:54.600]  「你放不放手啊?」
[00:00:54.600 --> 00:00:56.600]  在人生裡面實際上都是
[00:00:56.600 --> 00:00:58.800]  我們很多時候都會面對
[00:00:58.800 --> 00:01:00.400]  有些東西我們要放手
[00:01:00.400 --> 00:01:02.600]  有些東西我們不肯放手
[00:01:02.600 --> 00:01:06.400]  記得之前都說過類似一些的題目
[00:01:06.400 --> 00:01:08.800]  說到我們怎樣要放手
[00:01:08.800 --> 00:01:10.400]  譬如讓我們的年輕人
[00:01:10.400 --> 00:01:13.200]  讓我們的孩子成長
[00:01:13.200 --> 00:01:18.200]  今天就和大家去看一段經文
[00:01:18.200 --> 00:01:19.600]  大家都很熟悉了
[00:01:19.600 --> 00:01:23.600]  就是剛才陳怡見執事同學讀了一段
[00:01:23.600 --> 00:01:24.800]  《創世紀》三十二章
[00:01:24.800 --> 00:01:27.200]  其實應該是看整章的經文
[00:01:27.200 --> 00:01:29.400]  裡面的一個片段
[00:01:29.400 --> 00:01:32.000]  就是這個人叫做雅各
[00:01:32.000 --> 00:01:35.400]  雅各這個人就是人如其名
[00:01:35.400 --> 00:01:37.400]  那個名字的意思
[00:01:37.400 --> 00:01:42.000]  就是好像要拿著東西不放手的意思
[00:01:42.000 --> 00:01:46.200]  有一點點是好像用一些
[00:01:46.200 --> 00:01:49.800]  小計謀取一些東西的情況
[00:01:49.800 --> 00:01:53.800]  所以其實他一生裡面
[00:01:53.800 --> 00:01:56.600]  就像三十二章之前裡面說
[00:01:56.600 --> 00:01:59.200]  他前半生的時候
[00:01:59.200 --> 00:02:05.200]  很多時候都是好勝堪強
[00:02:05.200 --> 00:02:11.000]  又是經常做一些事情
[00:02:11.000 --> 00:02:13.000]  好像猜猜畫畫那樣
[00:02:13.000 --> 00:02:19.400]  好像又騙取一些想爭取的東西
[00:02:19.400 --> 00:02:24.000]  當然如果我們今天在教會裡面
[00:02:24.000 --> 00:02:28.800]  就不會覺得這是一個信徒的模範
[00:02:28.800 --> 00:02:32.400]  總是好像有些麻煩招惹回來
[00:02:32.400 --> 00:02:36.400]  接著解決一些麻煩又有其他麻煩出現
[00:02:36.400 --> 00:02:37.800]  如果我們教導弟兄姊妹
[00:02:37.800 --> 00:02:40.800]  要活出以神為中心的生命
[00:02:40.800 --> 00:02:42.600]  大概都不會用他
[00:02:42.600 --> 00:02:46.600]  成為我們一個榜樣去教導
[00:02:46.600 --> 00:02:50.800]  但是我覺得在經文裡面也看到
[00:02:50.800 --> 00:02:55.000]  雅各當然有他可取的地方
[00:02:55.000 --> 00:02:56.800]  因為實際上在經文裡面
[00:02:56.800 --> 00:02:59.600]  當然我們剛剛讀那一段
[00:02:59.600 --> 00:03:03.400]  裡面二十二到三十二節裡面提及
[00:03:03.400 --> 00:03:05.200]  如果一看這段經文就想到
[00:03:05.200 --> 00:03:08.600]  雅各就是和一個神的使者摔交
[00:03:08.600 --> 00:03:09.600]  另外一件事就是說
[00:03:09.600 --> 00:03:15.000]  他是要祝福才可以讓一個使者離去
[00:03:15.000 --> 00:03:18.600]  可能會覺得雅各和天使出交
[00:03:18.600 --> 00:03:20.600]  或者是要爭取祝福
[00:03:20.600 --> 00:03:22.800]  但是他在人生裡面實在是的
[00:03:22.800 --> 00:03:26.000]  他要為自己裡面爭取很多福氣
[00:03:26.000 --> 00:03:29.000]  很盼望自己的人生充滿了福氣
[00:03:29.000 --> 00:03:31.400]  但是他當知道這是來自神的福氣的時候
[00:03:31.400 --> 00:03:34.400]  他更加捉住不放手
[00:03:34.400 --> 00:03:36.800]  一定是神要給他福氣
[00:03:36.800 --> 00:03:45.600]  所以雅各對神的賜福也是很渴求的
[00:03:45.600 --> 00:03:52.200]  這段經文講到他準備回到自己的家園裡面
[00:03:52.200 --> 00:03:53.200]  為什麼回到家園呢?
[00:03:53.200 --> 00:03:58.400]  因為他已經離開了一個舅父的地方拉班
[00:03:58.400 --> 00:04:02.400]  其實已經在那個地方有二十年的時間
[00:04:02.400 --> 00:04:04.400]  被他有很多的剝削
[00:04:04.400 --> 00:04:07.400]  這種生活已經過去了,自己也成家立室了
[00:04:07.400 --> 00:04:12.400]  以致他第二個妻子生了第一個孩子的時候
[00:04:12.400 --> 00:04:14.400]  他覺得應該的時候
[00:04:14.400 --> 00:04:19.400]  自己有新的一天,新的一頁展開人生
[00:04:19.400 --> 00:04:24.400]  去回到自己的家園裡面
[00:04:24.400 --> 00:04:28.400]  當然如果我們知道雅各的生平的時候
[00:04:28.400 --> 00:04:32.400]  雅各他要回到自己的家鄉
[00:04:32.400 --> 00:04:34.400]  他希望能夠從自己開始
[00:04:34.400 --> 00:04:38.400]  從家庭開始重歸正軌
[00:04:38.400 --> 00:04:40.400]  一個重新的生活
[00:04:40.400 --> 00:04:45.400]  但是他首先需要回歸自己的家園
[00:04:45.400 --> 00:04:49.400]  原來他離開了家有二十年的時間
[00:04:49.400 --> 00:04:52.400]  可以說現在要重返那個地方的時候
[00:04:52.400 --> 00:04:57.400]  他必須要面對一個問題
[00:04:57.400 --> 00:04:59.400]  大家知道是什麼問題嗎?
[00:04:59.400 --> 00:05:03.400]  就是他為什麼要離開家庭呢?
[00:05:03.400 --> 00:05:07.400]  就是當日他兩次欺騙了哥哥
[00:05:07.400 --> 00:05:10.400]  欺騙了哥哥用紅豆湯換取長子名分
[00:05:10.400 --> 00:05:15.400]  又是用哥哥的名義欺騙了爸爸得到祝福
[00:05:15.400 --> 00:05:20.400]  但是哥哥知道之後當然很生氣
[00:05:20.400 --> 00:05:22.400]  甚至要殺他
[00:05:22.400 --> 00:05:26.400]  媽媽獻計之後就讓他去到舅父的地方
[00:05:26.400 --> 00:05:28.400]  經過二十年了
[00:05:28.400 --> 00:05:30.400]  他短短時間就回來了
[00:05:30.400 --> 00:05:32.400]  等哥哥的氣消了就回來
[00:05:32.400 --> 00:05:34.400]  誰知道一去就二十年了
[00:05:34.400 --> 00:05:38.400]  爸爸媽媽都已經先後離世
[00:05:38.400 --> 00:05:42.400]  他回去的時候要面對哥哥
[00:05:42.400 --> 00:05:47.400]  或者他要扭轉跟哥哥的關係
[00:05:47.400 --> 00:05:48.400]  需要處理
[00:05:48.400 --> 00:05:50.400]  但問題就是
[00:05:50.400 --> 00:05:52.400]  你猜猜他的心情是怎樣呢?
[00:05:52.400 --> 00:05:54.400]  要回到家園
[00:05:54.400 --> 00:05:56.400]  剛才我說他為什麼要回到家園呢?
[00:05:56.400 --> 00:05:59.400]  事實上他從那個地方出來
[00:05:59.400 --> 00:06:01.400]  帶著很多人很多的遺憾
[00:06:01.400 --> 00:06:04.400]  帶著很多以前的欺騙
[00:06:04.400 --> 00:06:07.400]  帶著一些很想現在自己已經成長
[00:06:07.400 --> 00:06:09.400]  已經成家立室
[00:06:09.400 --> 00:06:13.400]  真的要能夠繼續勇敢地向前走的時候
[00:06:13.400 --> 00:06:17.400]  都要將過往的一些事情去處理妥當
[00:06:17.400 --> 00:06:20.400]  特別是這個跟哥哥的關係
[00:06:20.400 --> 00:06:22.400]  他要回到家園裡邊
[00:06:22.400 --> 00:06:26.400]  特別是在家園附近的地方去開展
[00:06:26.400 --> 00:06:31.400]  他自己新的一個家庭的開始
[00:06:31.400 --> 00:06:33.400]  或者那裡的定居
[00:06:33.400 --> 00:06:35.400]  他都會很容易再面對哥哥
[00:06:35.400 --> 00:06:40.400]  但他都知道他都要去面對這件事情
[00:06:40.400 --> 00:06:43.400]  當然他面對這件事情裡面
[00:06:43.400 --> 00:06:45.400]  他帶著怎樣的心情呢?
[00:06:45.400 --> 00:06:48.400]  聖經就形容他什麼心情呢?
[00:06:48.400 --> 00:06:50.400]  大家有沒有看到?
[00:06:50.400 --> 00:06:51.400]  是很害怕的心情
[00:06:51.400 --> 00:06:53.400]  是很懼怕的心情
[00:06:53.400 --> 00:06:55.400]  因為當天哥哥要追殺他
[00:06:55.400 --> 00:06:56.400]  今天會不會呢?
[00:06:56.400 --> 00:06:57.400]  一聽他回來
[00:06:57.400 --> 00:07:00.400]  都是要解決他呢?
[00:07:00.400 --> 00:07:02.400]  所以他帶著很懼怕
[00:07:02.400 --> 00:07:05.400]  但懼怕之餘他又很激動
[00:07:05.400 --> 00:07:06.400]  能夠幾十年
[00:07:06.400 --> 00:07:08.400]  二十年之後又回到這個家鄉
[00:07:08.400 --> 00:07:10.400]  是一個沉根也好
[00:07:10.400 --> 00:07:14.400]  是一個自己心裡面安定也好
[00:07:14.400 --> 00:07:16.400]  都需要這樣的情況
[00:07:16.400 --> 00:07:20.400]  有一次我就跟一些內地的大學生去分享
[00:07:20.400 --> 00:07:24.400]  原來他們有時都會有這樣的心情
[00:07:24.400 --> 00:07:25.400]  為什麼這樣說呢?
[00:07:25.400 --> 00:07:29.400]  就是說他們原來在外面讀書
[00:07:29.400 --> 00:07:32.400]  讀書就回家放假
[00:07:32.400 --> 00:07:34.400]  回家放假的時候
[00:07:34.400 --> 00:07:37.400]  有時候就會跟家人吵架
[00:07:37.400 --> 00:07:39.400]  特別是跟父母
[00:07:39.400 --> 00:07:41.400]  是沒有想過的
[00:07:41.400 --> 00:07:43.400]  回家的時候大家團聚
[00:07:43.400 --> 00:07:45.400]  開心過一段短暫的假期
[00:07:45.400 --> 00:07:46.400]  但是有些吵架
