
[00:00:00.000 --> 00:00:05.520]  今日我們藉著去聆聽神的話語,去敬拜主
[00:00:05.520 --> 00:00:15.120]  五歲,即是其實五年前,十月二號,我們開始聚會
[00:00:15.120 --> 00:00:23.040]  很快就來了五年,哪個你覺得很快的,你拍下手,一二三
[00:00:23.040 --> 00:00:26.000]  覺得不快的,你拍下手
[00:00:26.000 --> 00:00:36.000]  以前有個行公司做個比賽,就問怎樣由倫敦去利物浦,即是曼徹斯特
[00:00:36.000 --> 00:00:40.960]  是令你覺得最快,怎樣最快去到
[00:00:40.960 --> 00:00:50.000]  最後有一個贏了,可能大家都聽過,怎樣可以最快由倫敦去到曼徹斯特
[00:00:50.000 --> 00:01:05.360]  答案贏了冠軍的,跟你一起可以很相交莫逆,很投契,很開心的親人或朋友一起
[00:01:05.360 --> 00:01:13.360]  旅程就覺得很快,所以有句說話快樂不知甚麼,時日過
[00:01:13.360 --> 00:01:22.320]  我不是,但我知道有些人說崇拜完了,過幾鐘了,你看電影很快就過了
[00:01:22.320 --> 00:01:29.360]  這套戲好看,兩小時了,有些戲就看看錶
[00:01:29.360 --> 00:01:33.360]  但在我這個講義面前,你看錶是沒用的
[00:01:33.360 --> 00:01:47.360]  今天我們五年,我們數算主因的同時,我們今天特別講未來,我們今天嘉會,崇拜完了有嘉會,我們都會講未來
[00:01:47.360 --> 00:01:55.360]  今日我揀個講題,在五周年,我想了一陣子,我就想講有甚麼我們很重要呢
[00:01:55.360 --> 00:02:05.360]  在我們信仰裏面有信望愛,剛才唱詩都有提到,憑著信望愛,我們踏上我們的信仰旅程
[00:02:05.360 --> 00:02:17.360]  愛很重要,我們要經歷神的愛,亦都在教會,在頂姐妹裏面經歷肢體的愛
[00:02:17.360 --> 00:02:33.360]  你沒經歷愛你的生命,沒那份豐富,你捱不到來,盼望就更加,你對未來沒把握,對未來沒盼望,你不會有力量
[00:02:33.360 --> 00:02:45.360]  所以有愛有盼望很重要,我們經常講信仰的底線,對很多人來說,你千萬不要懷疑任何事都好,千萬不要懷疑神的愛
[00:02:45.360 --> 00:02:54.360]  因為神的愛是一清二楚,很確確作作,何時你懷疑神的愛,你和神的關係就會搖動,你的信心就會搖動
[00:02:54.360 --> 00:03:01.360]  當然如果你失去了盼望,你生命就沒力量,你沒把握,你會很驚青
[00:03:01.360 --> 00:03:11.360]  所以有愛有盼望很重要,但今日我講題叫頂級信心,就不是鮑魚,頂級信心的示範
[00:03:11.360 --> 00:03:24.360]  信心是一件很有趣的事,或者我今日五週年,在堂會裏我都想頂姐妹,你作為教會的一份子,無論是啟福堂的也好,不是啟福堂的也好
[00:03:24.360 --> 00:03:37.360]  我們對主的信心有多大呢?你望一望在輔佐經文,我列舉了兩句經文,耶穌對教會宣告時提過的
[00:03:37.360 --> 00:03:47.360]  耶穌進前來說天上地下所有的權柄都給了我,所以你們要去洗萬民作主的門徒
[00:03:47.360 --> 00:04:00.360]  你有多相信耶穌講天上地下所有的權柄都在祂那裏呢?包括將死帶給生命,將生命帶給所有死的人
[00:04:00.360 --> 00:04:12.360]  耶穌基督上了十字架之後,祂就有了這個權柄,可以賜永生給所有信的人,所有罪人都可以蒙恩得救
[00:04:12.360 --> 00:04:22.360]  憑一個耶穌的權柄,信的人就可以,第二個我們一起讀馬太方十六章十八和十九節,這句都很特別的
[00:04:22.360 --> 00:04:34.360]  馬太方十六章十八和十九節,預備起,很厲害的,祂說要將教會建立在盤石上面
[00:04:34.360 --> 00:04:44.360]  陰間的權勢勝過不了的,死亡都勝過不了教會,因為教會是永生神的家,永生就是永活有生命
[00:04:44.360 --> 00:04:56.360]  方子的女兒叫蘇儀,蘇儀就是生命的意思,希臘文,所以一個有蘇儀的教會,雖然他不是我們當中,都是我們一份子
[00:04:56.360 --> 00:05:02.360]  永生神的教會有生命,因為陰間的權勢勝過不了他
[00:05:02.360 --> 00:05:18.360]  靖姐妹,你對耶穌說這兩個權柄有多相信,這就決定了教會可以為他做多少事,因為你現在信心軟弱,你沒有這個信心,你走不遠的
[00:05:18.360 --> 00:05:31.360]  有信有望有愛,今天我們一起讀路加福音第七章第二到第九節,我請姐妹先讀二到五節
[00:05:31.360 --> 00:05:38.360]  第二到五,然後弟兄讀六到九,我請姐妹先讀,預備起
[00:05:38.360 --> 00:05:48.360]  對不起,請Daisy拿咪高峰幫我讀出來,因為要直播,讀完經文,預備起
[00:05:48.360 --> 00:06:02.360]  一言,我夫長托幾個朋友去見耶穌,對他說,主啊,不必教,因你對社下來,我不敢當
[00:06:02.360 --> 00:06:10.360]  我也自以為不配去見祢,只要祢說一句話,就會讓我的同步完喻
[00:06:10.360 --> 00:06:22.360]  因為我被派在人的權下,也有兵在我之下,我對那個說去,他就去,對那個說來,他就來
[00:06:22.360 --> 00:06:32.360]  對我的部人說,做這事,他就去做,就很驚訝,轉身跟人說
[00:06:32.360 --> 00:06:40.360]  我告訴你們,這麼大的信心,就是在以色列,我有沒有見過
[00:06:40.360 --> 00:06:49.360]  讀完第十節,一起預備起,那猜我的人,遇到伯夫長家裡,發現僕人已經好了
[00:06:49.360 --> 00:06:59.360]  第九節,耶穌說,他很驚訝,他對跟他一起行路的猶太人,跟從他的人說
[00:06:59.360 --> 00:07:06.360]  他在整個以色列,也沒有見過一個人這麼有信心,但這是一個外邦人
[00:07:06.360 --> 00:07:15.360]  有信心的人,聖經裡有記載,在舊約有個乃曼,以前以利亞,以利沙的年代
[00:07:15.360 --> 00:07:25.360]  在猶太人,在以色列族,也沒有一個麻瘋病人康復,唯一有一個外邦人叫乃曼
[00:07:25.360 --> 00:07:36.360]  就先知醫好他,都是對照這裡,很特別的,一個外邦人竟然有信心比信主猶太人的以色列人還大
[00:07:36.360 --> 00:07:47.360]  所以他的信心是很厲害,厲害到,你讀了經文,他有個僕人,他很愛的僕人病了
[00:07:47.360 --> 00:07:53.360]  他找耶穌去醫,耶穌來,他就跟耶穌說,你不用來,你講一聲就行了
[00:07:53.360 --> 00:08:03.360]  耶穌在去的途中,聽到他這樣說,他就跟周圍的人說,嘩,多大的信心,多厲害
[00:08:03.360 --> 00:08:13.360]  所以我想了一輪,偉大的信心,你知道什麼字都被人用過,我就叫頂級,很香港feel,頂級
[00:08:13.360 --> 00:08:22.360]  但問題是,這個信心的表達和示範,對我們今天有什麼學習呢?
[00:08:22.360 --> 00:08:31.360]  我們看一看經文,第二到第三節,第一節我沒有刊登出來,耶穌在教導完他的平原講章之後
[00:08:31.360 --> 00:08:37.360]  在六九分之六章,第七章,他就回到加伯隆這個地方
[00:08:37.360 --> 00:08:47.360]  第二節那裡說,有一個白夫長,一個羅馬軍隊的白夫長,他有一個很看重,很愛的僕人,患了重病,快要死
[00:08:47.360 --> 00:09:01.360]  第三節那裡說,他風聞耶穌,他就請人去,請猶太人的長老去幫他找耶穌,請他來救他的僕人
[00:09:01.360 --> 00:09:06.360]  這個風聞很有意思,為什麼這個白夫長這麼有信心呢?
[00:09:06.360 --> 00:09:19.360]  我們要看一看輔導經文,在約翰福音第四章,四十六,讀到五十節,到這四節,預備起
[00:09:19.360 --> 00:09:27.360]  有一個大臣,他的兒子在加伯隆病了,他聽見耶穌從猶太到了加利利
