
[00:00:00.000 --> 00:00:01.500]  屏松姐妹平安
[00:00:01.500 --> 00:00:04.000]  長姊妹平安
[00:00:04.000 --> 00:00:08.000]  首先講一個預言故事給大家聽
[00:00:08.000 --> 00:00:14.000]  首先講一個預言故事給大家聽
[00:00:14.000 --> 00:00:16.000]  有一隻小猴子
[00:00:16.000 --> 00:00:18.000]  有一個馬騮仔
[00:00:18.000 --> 00:00:22.000]  看到對岸的果子很好吃的樣子
[00:00:22.000 --> 00:00:25.500]  看到對岸的果實很好吃
[00:00:25.500 --> 00:00:27.500]  那就想渡過河
[00:00:27.500 --> 00:00:29.000]  所以就想過河
[00:00:29.000 --> 00:00:30.500]  但他不太會游泳
[00:00:30.500 --> 00:00:31.500]  但他不懂游水
[00:00:31.500 --> 00:00:33.000]  就在這個時候
[00:00:33.000 --> 00:00:36.000]  他看到一個老虎在游來游去
[00:00:36.000 --> 00:00:38.000]  他看到一隻老虎游來游去
[00:00:38.000 --> 00:00:41.000]  那小猴子就記得媽媽長過
[00:00:41.000 --> 00:00:43.000]  那這個馬騮仔就記得媽媽說過
[00:00:43.000 --> 00:00:45.000]  見到老虎就走了
[00:00:45.000 --> 00:00:47.000]  你見到老虎就快點走
[00:00:47.000 --> 00:00:48.000]  就掉頭走了
[00:00:48.000 --> 00:00:50.000]  不要給老虎看見你
[00:00:50.000 --> 00:00:52.000]  就要馬上掉頭走
[00:00:52.000 --> 00:00:53.000]  不要讓老虎看見你
[00:00:53.000 --> 00:00:57.000]  但是小猴子就想了
[00:00:57.000 --> 00:00:59.000]  但這個小猴子就心想
[00:00:59.000 --> 00:01:01.000]  或者老虎可以幫我渡河
[00:01:01.000 --> 00:01:03.000]  或者這隻老虎可以幫我渡河
[00:01:03.000 --> 00:01:06.000]  只要我坐在他近尾巴的地方
[00:01:06.000 --> 00:01:09.000]  只要我坐在他近尾巴的地方
[00:01:09.000 --> 00:01:10.000]  就不用怕了
[00:01:10.000 --> 00:01:15.000]  因為他不可能掉頭來襲擊他
[00:01:15.000 --> 00:01:16.000]  那我就不用怕了
[00:01:16.000 --> 00:01:19.000]  因為他不會掉頭來襲擊我的
[00:01:19.000 --> 00:01:23.000]  那差不多都對岸可以跳過去樹上
[00:01:23.000 --> 00:01:27.000]  那差不多都對岸可以跳過去樹上
[00:01:27.000 --> 00:01:30.000]  那做了對岸他就可以摘那些果實來吃
[00:01:30.000 --> 00:01:33.000]  那做了對岸他就可以摘那些果實來吃
[00:01:33.000 --> 00:01:35.000]  那互相幫助不是蠻好嗎
[00:01:35.000 --> 00:01:37.000]  那這個不是很好嗎
[00:01:37.000 --> 00:01:40.000]  於是他就大叫這個老虎
[00:01:40.000 --> 00:01:43.000]  所以他就向老虎大叫了
[00:01:43.000 --> 00:01:45.000]  就跟老虎說
[00:01:45.000 --> 00:01:47.000]  你幫我渡河
[00:01:47.000 --> 00:01:49.000]  我就摘一些好吃的果子給你吃
[00:01:49.000 --> 00:01:50.000]  你幫我渡河
[00:01:50.000 --> 00:01:53.000]  我就摘一些好吃的果子給你吃
[00:01:53.000 --> 00:01:54.000]  互相幫助一下
[00:01:54.000 --> 00:01:56.000]  互相幫助一下
[00:01:56.000 --> 00:01:59.000]  那老虎當然會接受
[00:01:59.000 --> 00:02:01.000]  那老虎當然會答應
[00:02:01.000 --> 00:02:03.000]  那在渡河的時候
[00:02:03.000 --> 00:02:05.000]  在渡河的時候
[00:02:05.000 --> 00:02:09.000]  那老虎將他的身體往下沉一點點
[00:02:09.000 --> 00:02:13.000]  那老虎就將他的身體往水裏面沉下去
[00:02:13.000 --> 00:02:15.000]  那老虎就將他的身體往水裏面沉下去
[00:02:15.000 --> 00:02:16.000]  那叫猴子坐近一點
[00:02:16.000 --> 00:02:17.000]  那叫猴子坐近一點
[00:02:17.000 --> 00:02:20.000]  然後跟小猴子說我要游快一點
[00:02:20.000 --> 00:02:21.000]  然後跟小猴子說我要游快一點
[00:02:21.000 --> 00:02:22.000]  這樣身體再沉下去
[00:02:22.000 --> 00:02:23.000]  我要游快一點
[00:02:23.000 --> 00:02:27.000]  所以我就再落一些水裏
[00:02:27.000 --> 00:02:28.000]  那你坐近一點
[00:02:28.000 --> 00:02:29.000]  坐近我的頭部了
[00:02:29.000 --> 00:02:30.000]  你坐近一點
[00:02:30.000 --> 00:02:32.000]  坐近我的頭吧
[00:02:32.000 --> 00:02:34.000]  那猴子就越坐越近了
[00:02:34.000 --> 00:02:37.000]  那這個猴子就越坐越近了
[00:02:37.000 --> 00:02:39.000]  那也沒有留意到
[00:02:39.000 --> 00:02:42.000]  差不多近那個老虎的頭了
[00:02:42.000 --> 00:02:43.000]  那也沒有留意到
[00:02:43.000 --> 00:02:46.000]  自己越來越近那個老虎的頭
[00:02:46.000 --> 00:02:48.000]  那這樣進岸的時候
[00:02:48.000 --> 00:02:50.000]  老虎突然就轉頭
[00:02:50.000 --> 00:02:51.000]  那差不多到岸的時候
[00:02:51.000 --> 00:02:53.000]  這個老虎立刻轉過頭
[00:02:53.000 --> 00:02:56.000]  那這樣小猴子就很輕易的切掉了
[00:02:56.000 --> 00:02:58.000]  那就吃掉這隻猴子了
[00:02:58.000 --> 00:03:01.000]  你覺得我今天要表達什麼嗎
[00:03:01.000 --> 00:03:04.000]  那你知不知道我今天要說些什麼呢
[00:03:04.000 --> 00:03:06.000]  那我看完這段經文
[00:03:06.000 --> 00:03:10.000]  我就創作了一個預言故事
[00:03:10.000 --> 00:03:11.000]  我看完這段經文之後
[00:03:11.000 --> 00:03:13.000]  我就創作了這個預言故事了
[00:03:13.000 --> 00:03:15.000]  可能有一點改編的成分吧
[00:03:15.000 --> 00:03:18.000]  可能有一點改編的成分
[00:03:18.000 --> 00:03:22.000]  但這個故事要講什麼我想不重要
[00:03:22.000 --> 00:03:25.000]  但這個故事要講什麼並不重要
[00:03:25.000 --> 00:03:28.000]  因為在後現代的社會呢
[00:03:28.000 --> 00:03:30.000]  感覺最重要
[00:03:30.000 --> 00:03:32.000]  因為在後現代的社會
[00:03:32.000 --> 00:03:33.000]  感覺是最重要
[00:03:33.000 --> 00:03:35.000]  所以我表達什麼不重要
[00:03:35.000 --> 00:03:37.000]  所以我要表達什麼是不重要的
[00:03:37.000 --> 00:03:39.000]  你覺得這個故事講什麼比較重要
[00:03:39.000 --> 00:03:41.000]  你覺得這個故事
[00:03:41.000 --> 00:03:43.000]  是想表達什麼是比較重要的
[00:03:43.000 --> 00:03:45.000]  因為會影響你的選擇
[00:03:45.000 --> 00:03:47.000]  因為會影響你的選擇
[00:03:47.000 --> 00:03:49.000]  那我給大家慢慢想一想
[00:03:49.000 --> 00:03:51.000]  那大家可以慢慢想一下這個故事
[00:03:51.000 --> 00:03:52.000]  那今天呢
[00:03:52.000 --> 00:03:55.000]  我繼續講約書雅之第六章
[00:03:55.000 --> 00:03:57.000]  來到二十三章
[00:03:57.000 --> 00:04:00.000]  那今天是來到約書雅第六章講的
[00:04:00.000 --> 00:04:02.000]  第二十三章
[00:04:02.000 --> 00:04:04.000]  那我們先看一到三節
[00:04:04.000 --> 00:04:06.000]  我們看一到三節
[00:04:06.000 --> 00:04:08.000]  那一到三節講到
[00:04:08.000 --> 00:04:10.000]  耶和華使一些人安靜
[00:04:10.000 --> 00:04:12.000]  那經文講到耶和華
[00:04:12.000 --> 00:04:14.000]  使以色列人安靜
[00:04:14.000 --> 00:04:17.000]  沒有與世衛的敵人爭戰
[00:04:17.000 --> 00:04:19.000]  已經一段日子了
[00:04:19.000 --> 00:04:21.000]  沒有與周圍的敵人爭戰
[00:04:21.000 --> 00:04:23.000]  已經有一段日子了
[00:04:23.000 --> 00:04:25.000]  而且以色列的雞派
[00:04:25.000 --> 00:04:27.000]  十二雞派都已經分地
[00:04:27.000 --> 00:04:29.000]  安居在迦南地了
[00:04:29.000 --> 00:04:31.000]  而且以色列十二雞派已經分地
[00:04:31.000 --> 00:04:33.000]  安居在迦南地
[00:04:33.000 --> 00:04:34.000]  那個時候呢
[00:04:34.000 --> 00:04:36.000]  約書雅開始老賣了
[00:04:36.000 --> 00:04:37.000]  那這個時候
[00:04:37.000 --> 00:04:39.000]  約書雅開始練老
[00:04:39.000 --> 00:04:41.000]  準備在年中前
[00:04:41.000 --> 00:04:45.000]  給以色列領袖一些臨別的證言
[00:04:45.000 --> 00:04:47.000]  她想在自己臨終之前
[00:04:47.000 --> 00:04:50.000]  給以色列的領袖一些臨別的證言
[00:04:50.000 --> 00:04:52.000]  那約書雅一開始就提到
[00:04:52.000 --> 00:04:54.000]  約書雅一開始就講到
[00:04:54.000 --> 00:04:56.000]  她說以色列人已經親眼看見
[00:04:56.000 --> 00:04:59.000]  耶和華如何為他們爭戰
[00:04:59.000 --> 00:05:02.000]  她講到以色列人已經親眼看到耶和華
[00:05:02.000 --> 00:05:04.000]  怎樣為他們爭戰
[00:05:04.000 --> 00:05:06.000]  那他們親眼看見了什麼呢
[00:05:06.000 --> 00:05:08.000]  他們親眼看過什麼呢
[00:05:08.000 --> 00:05:10.000]  那我們也回顧一下
[00:05:10.000 --> 00:05:12.000]  首先
[00:05:12.000 --> 00:05:14.000]  約書雅
[00:05:14.000 --> 00:05:16.000]  第三章一開始就講到
[00:05:16.000 --> 00:05:18.000]  要過約旦河
[00:05:18.000 --> 00:05:20.000]  約書雅的第三章講到
[00:05:20.000 --> 00:05:22.000]  他們要去過約旦河
[00:05:22.000 --> 00:05:24.000]  趙牧師已經講過這個道了
[00:05:24.000 --> 00:05:26.000]  趙牧師已經是之前講過了
[00:05:26.000 --> 00:05:28.000]  那情況就好像早年
[00:05:28.000 --> 00:05:30.000]  摩西帶領以色列人
[00:05:30.000 --> 00:05:32.000]  出鴻海差不多
[00:05:32.000 --> 00:05:34.000]  那情況就和摩西之前帶領
[00:05:34.000 --> 00:05:36.000]  以色列人過鴻海的情況差不多
[00:05:36.000 --> 00:05:40.000]  趙牧師就抬著約跪
[00:05:40.000 --> 00:05:42.000]  就在前頭走
[00:05:42.000 --> 00:05:44.000]  趙牧師就抬著約跪在前面走
[00:05:44.000 --> 00:05:46.000]  當腳一入水了
[00:05:46.000 --> 00:05:50.000]  在上面往下流的水就停住了
[00:05:50.000 --> 00:05:52.000]  當我們腳一踏入水的時候
[00:05:52.000 --> 00:05:56.000]  往下流的水就往上流就停住了
[00:05:56.000 --> 00:06:00.000]  就是本來是往這邊流的水
[00:06:00.000 --> 00:06:02.000]  就兩邊都停住了
[00:06:02.000 --> 00:06:04.000]  本來是往前面流的水
[00:06:04.000 --> 00:06:06.000]  然後就在兩邊停住了
[00:06:06.000 --> 00:06:08.000]  以色列人就可以安全地
[00:06:08.000 --> 00:06:10.000]  走過甘地過約旦河了
[00:06:10.000 --> 00:06:12.000]  以色列人就可以安全地
[00:06:12.000 --> 00:06:14.000]  走過約旦河
[00:06:14.000 --> 00:06:16.000]  所以這個神蹟
[00:06:16.000 --> 00:06:18.000]  以色列人是看見的
[00:06:18.000 --> 00:06:20.000]  這個神蹟是以色列人親眼看到的
[00:06:20.000 --> 00:06:24.000]  然後都要打耶利歌城的時候第六章
[00:06:24.000 --> 00:06:25.000]  到了第六章
[00:06:25.000 --> 00:06:27.000]  以色列人要打耶利歌城的時候
[00:06:27.000 --> 00:06:29.000]  神不需要他們打仗
[00:06:29.000 --> 00:06:31.000]  神不是要他們去打仗
[00:06:31.000 --> 00:06:35.000]  神吩咐他們圍繞這個耶利歌城
[00:06:35.000 --> 00:06:38.000]  神是叫他們圍住這個耶利歌城
[00:06:38.000 --> 00:06:40.000]  我也已經講過這個道了
[00:06:40.000 --> 00:06:42.000]  我也都講過了
[00:06:42.000 --> 00:06:44.000]  當他們回城回了七天之後
[00:06:44.000 --> 00:06:46.000]  城城就倒塌了
[00:06:46.000 --> 00:06:48.000]  他們圍住這個城七天之後
[00:06:48.000 --> 00:06:50.000]  這個城就自己倒塌了
[00:06:50.000 --> 00:06:55.000]  以色列人就很輕易地攻取這個耶利歌城
[00:06:55.000 --> 00:06:58.000]  以色列人就很輕易地攻取了耶利歌城
[00:06:58.000 --> 00:07:00.000]  到第七第八章
[00:07:00.000 --> 00:07:04.000]  他們以為攻埃城的時候很容易
[00:07:04.000 --> 00:07:08.000]  以色列人以為攻埃城其實很容易
[00:07:08.000 --> 00:07:11.000]  因為這個是一個小城鎮
[00:07:11.000 --> 00:07:13.000]  但是因為雅干一個人犯罪
[00:07:13.000 --> 00:07:16.000]  不聽神的吩咐除了當滅之惑
[00:07:16.000 --> 00:07:19.000]  但是因為雅干犯罪
[00:07:19.000 --> 00:07:21.000]  他拿了當滅之脈
[00:07:21.000 --> 00:07:24.000]  那就連累全軍覆沒
[00:07:24.000 --> 00:07:26.000]  那就連累全軍覆沒
[00:07:26.000 --> 00:07:28.000]  因為神不在他們當中
[00:07:28.000 --> 00:07:33.000]  因為神不在他們當中
[00:07:33.000 --> 00:07:34.000]  因為神是聖潔的
[00:07:34.000 --> 00:07:36.000]  祂不會在犯罪的人當中
[00:07:36.000 --> 00:07:40.000]  後來約書雅除了罪的問題之後
[00:07:40.000 --> 00:07:43.000]  當約書雅處理了罪這個問題之後
[00:07:43.000 --> 00:07:46.000]  他們就順利攻取這個埃城
[00:07:46.000 --> 00:07:49.000]  他們就順利攻陷了埃城
[00:07:49.000 --> 00:07:51.000]  去到第十章
[00:07:51.000 --> 00:08:05.000]  去到第十章他們要去攻打亞利摩城的時候
[00:08:05.000 --> 00:08:09.000]  亞摩利人
[00:08:09.000 --> 00:08:13.000]  這個時候他們的大軍就很長的
[00:08:13.000 --> 00:08:15.000]  他們的軍隊是很強的
[00:08:15.000 --> 00:08:16.000]  那個時候很特別
[00:08:16.000 --> 00:08:19.000]  耶和華從天降下大兵伯
[00:08:19.000 --> 00:08:22.000]  神在天上降下兵伯
[00:08:22.000 --> 00:08:23.000]  打死敵人
[00:08:23.000 --> 00:08:24.000]  打死敵人
[00:08:24.000 --> 00:08:29.000]  被兵伯打死的比以色列人用刀殺死的還多
[00:08:29.000 --> 00:08:34.000]  被兵伯打死的人是比以色列人用刀劍打死更加多
[00:08:34.000 --> 00:08:37.000]  今天我們也看過兵伯了
[00:08:37.000 --> 00:08:38.000]  我們今天也看過兵伯
[00:08:38.000 --> 00:08:40.000]  沒有打死人
[00:08:40.000 --> 00:08:41.000]  幸好沒有打死人
[00:08:41.000 --> 00:08:45.000]  所以那個時候神就是這樣子幫助以色列人
[00:08:45.000 --> 00:08:49.000]  神就是這樣子幫助以色列人
[00:08:49.000 --> 00:08:50.000]  當約書亞看到這個情形
[00:08:50.000 --> 00:08:53.000]  他就禱告神要御頭挺著
[00:08:53.000 --> 00:08:56.000]  當約書亞看到這個情況
[00:08:56.000 --> 00:08:59.000]  他就禱告神希望日頭是停住
[00:08:59.000 --> 00:09:00.000]  因為御頭挺著
[00:09:00.000 --> 00:09:04.000]  當中他們就可以繼續打勝仗了
[00:09:04.000 --> 00:09:06.000]  當日頭停在空中的話
[00:09:06.000 --> 00:09:08.000]  他們就有機會打勝仗
[00:09:08.000 --> 00:09:09.000]  神聽他的禱告
[00:09:09.000 --> 00:09:13.000]  當天就御頭挺在當中就停了
[00:09:13.000 --> 00:09:16.000]  然後有一天之久人就沒有御路
[00:09:16.000 --> 00:09:18.000]  神就聽他們的禱告
[00:09:18.000 --> 00:09:23.000]  讓太陽在空中停留了一天
[00:09:23.000 --> 00:09:25.000]  那以色列人就大大得勝
[00:09:25.000 --> 00:09:26.000]  抓了五個王
[00:09:26.000 --> 00:09:30.000]  那以色列人就大大得勝抓了那個王
[00:09:30.000 --> 00:09:31.000]  這個神蹟也很特別
[00:09:31.000 --> 00:09:35.000]  因為有一些專家、計算真的
[00:09:35.000 --> 00:09:41.000]  這個地球運行的時候
[00:09:41.000 --> 00:09:45.000]  你就發現算起來就慢了一天
[00:09:45.000 --> 00:09:47.000]  專家就有分析過
[00:09:47.000 --> 00:09:51.000]  計算起來我們是少了一天的
[00:09:51.000 --> 00:09:55.000]  所以你會發現很特別
[00:09:55.000 --> 00:09:57.000]  你看到這些神蹟的時候
[00:09:57.000 --> 00:09:59.000]  如果是你
[00:09:59.000 --> 00:10:02.000]  你也親眼看到了
[00:10:02.000 --> 00:10:03.000]  你會信服神嗎?
[00:10:03.000 --> 00:10:04.000]  如果是你
[00:10:04.000 --> 00:10:05.000]  你親眼看到這些神蹟
[00:10:05.000 --> 00:10:07.000]  你會不會信服神呢?
[00:10:07.000 --> 00:10:11.000]  這些神蹟以色列人都親眼看見的
[00:10:11.000 --> 00:10:14.000]  這些神蹟以色列人都親眼看見
[00:10:14.000 --> 00:10:16.000]  都現在安居樂業的時候
[00:10:16.000 --> 00:10:19.000]  但是到現在安居樂業的時候
[00:10:19.000 --> 00:10:21.000]  他們知道是神的氣福
[00:10:21.000 --> 00:10:23.000]  他們知道這些是神賜給他們的福氣
[00:10:23.000 --> 00:10:26.000]  他們也經歷過神的大能
[00:10:26.000 --> 00:10:28.000]  他們也經歷過神的大能
[00:10:28.000 --> 00:10:31.000]  那當中最重要的訊息是什麼呢?
[00:10:31.000 --> 00:10:34.000]  那當中最重要的訊息是什麼呢?
[00:10:34.000 --> 00:10:37.000]  剛才讀的第三節講到
[00:10:37.000 --> 00:10:39.000]  剛才讀的第三節講到
[00:10:39.000 --> 00:10:43.000]  為你們征戰的是耶和華你們的神
[00:10:43.000 --> 00:10:46.000]  為你們征戰的是耶和華你們的神
[00:10:46.000 --> 00:10:49.000]  所以最重要是要他們看見
[00:10:49.000 --> 00:10:52.000]  耶和華神是為他們征戰的
[00:10:52.000 --> 00:10:56.000]  最重要是他們看到神是為他們征戰的
[00:10:56.000 --> 00:10:59.000]  然後耶穌也知道一個很重要的訊息
[00:10:59.000 --> 00:11:03.000]  就是看到耶和華為你們征戰
[00:11:03.000 --> 00:11:06.000]  耶穌也想要表達一個重要的訊息
[00:11:06.000 --> 00:11:08.000]  就是耶和華為他們征戰
[00:11:08.000 --> 00:11:12.000]  不是我們自己獨自在征戰
[00:11:12.000 --> 00:11:14.000]  不是我們自己獨自在征戰
[00:11:14.000 --> 00:11:17.000]  是神陪你、帶領你
[00:11:17.000 --> 00:11:19.000]  經過淑靈的征戰
[00:11:19.000 --> 00:11:21.000]  是神陪你、帶領你
[00:11:21.000 --> 00:11:23.000]  去勝過這些淑靈的征戰
[00:11:23.000 --> 00:11:25.000]  你們覺得好不好?
[00:11:25.000 --> 00:11:27.000]  你們覺得好不好呢?
[00:11:27.000 --> 00:11:29.000]  你喜歡自己在征戰
[00:11:29.000 --> 00:11:32.000]  還是願意神介入你的征戰當中呢?
[00:11:32.000 --> 00:11:34.000]  你喜歡自己在征戰
[00:11:34.000 --> 00:11:37.000]  還是願意神介入你的征戰當中呢?
[00:11:37.000 --> 00:11:39.000]  其實我們信主這麼久
