
[00:00:00.000 --> 00:00:02.000]  親愛的阿巴乎
[00:00:02.000 --> 00:00:04.000]  我們知道
[00:00:04.000 --> 00:00:06.000]  你是一個行其事
[00:00:06.000 --> 00:00:08.000]  做新事的神
[00:00:08.000 --> 00:00:10.000]  求你開我們的眼睛
[00:00:10.000 --> 00:00:12.000]  開我們的耳朵
[00:00:12.000 --> 00:00:14.000]  讓我們看到新的意象
[00:00:14.000 --> 00:00:16.000]  新的方向
[00:00:16.000 --> 00:00:18.000]  而且不單止看到
[00:00:18.000 --> 00:00:20.000]  我們還要行出來
[00:00:20.000 --> 00:00:22.000]  求你與我們同在
[00:00:22.000 --> 00:00:24.000]  我們禱告教堂仰望
[00:00:24.000 --> 00:00:26.000]  奉救主耶穌基督
[00:00:26.000 --> 00:00:28.000]  得勝的明哲求
[00:00:28.000 --> 00:00:30.000]  謝謝
[00:00:30.000 --> 00:00:32.000]  請坐
[00:00:32.000 --> 00:00:36.000]  我想
[00:00:36.000 --> 00:00:38.000]  我是一個挺喜歡計劃的人
[00:00:38.000 --> 00:00:40.000]  可能你們有些人就像我一樣
[00:00:40.000 --> 00:00:42.000]  有新年計劃
[00:00:42.000 --> 00:00:44.000]  是不是
[00:00:44.000 --> 00:00:46.000]  我又上網找了一下
[00:00:46.000 --> 00:00:48.000]  原來新年計劃
[00:00:48.000 --> 00:00:50.000]  很多時候就只有三個月
[00:00:50.000 --> 00:00:52.000]  小課而已
[00:00:52.000 --> 00:00:54.000]  由一月到三月就差不多了
[00:00:54.000 --> 00:00:56.000]  接著就沒有了
[00:00:56.000 --> 00:00:58.000]  有兩個原因
[00:00:58.000 --> 00:01:00.000]  第一動機不足
[00:01:00.000 --> 00:01:02.000]  即是好像
[00:01:02.000 --> 00:01:04.000]  老婆叫老公減肥
[00:01:04.000 --> 00:01:06.000]  就不是老公真的想減
[00:01:06.000 --> 00:01:08.000]  繼續想吃的
[00:01:08.000 --> 00:01:10.000]  動機不足
[00:01:10.000 --> 00:01:12.000]  目標不當太偉大了
[00:01:12.000 --> 00:01:14.000]  我的新年的目標就是
[00:01:14.000 --> 00:01:16.000]  世界和平
[00:01:16.000 --> 00:01:18.000]  又或者缺乏策略
[00:01:18.000 --> 00:01:20.000]  講過但沒有去實行
[00:01:20.000 --> 00:01:22.000]  又或者是
[00:01:22.000 --> 00:01:24.000]  情緒影響
[00:01:24.000 --> 00:01:26.000]  我不開心就不做
[00:01:26.000 --> 00:01:28.000]  開心才做
[00:01:28.000 --> 00:01:30.000]  今天這些就扔掉
[00:01:30.000 --> 00:01:32.000]  不要想這些
[00:01:32.000 --> 00:01:34.000]  跟隔壁說我們扔掉
[00:01:34.000 --> 00:01:36.000]  好我們看什麼
[00:01:36.000 --> 00:01:38.000]  今天
[00:01:38.000 --> 00:01:40.000]  其實我還沒講過新年的度
[00:01:40.000 --> 00:01:42.000]  我通常都是講什麼母親節
[00:01:42.000 --> 00:01:44.000]  婦女節
[00:01:44.000 --> 00:01:46.000]  第一次看下個星期新年
[00:01:46.000 --> 00:01:48.000]  想想新意思
[00:01:48.000 --> 00:01:50.000]  跟大家講三點
[00:01:50.000 --> 00:01:52.000]  隨舊迎新
[00:01:52.000 --> 00:01:54.000]  為主
[00:01:54.000 --> 00:01:56.000]  夢想創新
[00:01:56.000 --> 00:01:58.000]  第一點
[00:01:58.000 --> 00:02:00.000]  隨舊迎新
[00:02:00.000 --> 00:02:02.000]  你要記住是隨舊迎新
[00:02:02.000 --> 00:02:04.000]  不是什麼呢
[00:02:04.000 --> 00:02:06.000]  我們最喜歡
[00:02:06.000 --> 00:02:08.000]  人的本性是
[00:02:08.000 --> 00:02:10.000]  貪新忘舊
[00:02:10.000 --> 00:02:12.000]  詩篇一百零三篇
[00:02:12.000 --> 00:02:14.000]  第二節我們一起讀
[00:02:14.000 --> 00:02:16.000]  一二三
[00:02:16.000 --> 00:02:18.000]  我的心啊
[00:02:18.000 --> 00:02:20.000]  你要青頌夜和啊
[00:02:20.000 --> 00:02:22.000]  忘記他的一切
[00:02:22.000 --> 00:02:24.000]  人為
[00:02:24.000 --> 00:02:26.000]  上帝在我們生命裡所有的恩惠
[00:02:26.000 --> 00:02:28.000]  所以我現在有時候寫下來
[00:02:28.000 --> 00:02:30.000]  上帝依著我什麼呢
[00:02:30.000 --> 00:02:32.000]  記住他
[00:02:32.000 --> 00:02:34.000]  因為這些就是我們一路向前行的
[00:02:34.000 --> 00:02:36.000]  很好的支撐
[00:02:36.000 --> 00:02:40.000]  一會第三堂我堂哥會出現
[00:02:40.000 --> 00:02:42.000]  信耶穌的堂哥
[00:02:42.000 --> 00:02:44.000]  他剛才打電話給我
[00:02:44.000 --> 00:02:46.000]  他說有個見證要告訴你
[00:02:46.000 --> 00:02:48.000]  你有空間就說
[00:02:48.000 --> 00:02:50.000]  好吧我說什麼事
[00:02:50.000 --> 00:02:52.000]  他說在
[00:02:52.000 --> 00:02:54.000]  內地我有兩個
[00:02:54.000 --> 00:02:56.000]  總之堂哥有兩個堂哥
[00:02:56.000 --> 00:02:58.000]  他們都確診了
[00:02:58.000 --> 00:03:00.000]  他們靠著祈禱他們醫好了
[00:03:00.000 --> 00:03:02.000]  我說是嗎
[00:03:02.000 --> 00:03:04.000]  他說很神奇啊
[00:03:04.000 --> 00:03:06.000]  不可忘記他的一切
[00:03:06.000 --> 00:03:08.000]  人為
[00:03:08.000 --> 00:03:10.000]  我們相信的不是貪新忘舊
[00:03:10.000 --> 00:03:12.000]  我們相信的是隨舊迎新
[00:03:12.000 --> 00:03:14.000]  讀一讀
[00:03:14.000 --> 00:03:16.000]  這兩節經文一起讀
[00:03:16.000 --> 00:03:18.000]  一二三
[00:03:44.000 --> 00:03:46.000]  新做的人
[00:03:46.000 --> 00:03:48.000]  新的
[00:03:48.000 --> 00:03:50.000]  衣服
[00:03:50.000 --> 00:03:52.000]  現在你看我今天因為應景
[00:03:52.000 --> 00:03:54.000]  穿紅衣
[00:03:54.000 --> 00:03:56.000]  穿了新的衣服
[00:03:56.000 --> 00:03:58.000]  脫去舊人但是
[00:03:58.000 --> 00:04:00.000]  舊有很多東西
[00:04:00.000 --> 00:04:02.000]  有些人說舊的習慣我們舊的罪性
[00:04:02.000 --> 00:04:04.000]  不過我自己覺得
[00:04:04.000 --> 00:04:06.000]  有很多時候因為我做家庭工作
[00:04:06.000 --> 00:04:08.000]  我覺得最難脫離的是原生家庭
[00:04:08.000 --> 00:04:12.000]  不知道有沒有人有這樣的感覺
[00:04:12.000 --> 00:04:14.000]  其實都和上一代
[00:04:14.000 --> 00:04:16.000]  怎樣對它有關
[00:04:16.000 --> 00:04:18.000]  所以我舉了這個例子叫藥室
[00:04:18.000 --> 00:04:20.000]  藥室就不是馬尼亞那個
[00:04:20.000 --> 00:04:22.000]  是舊藥的藥室
[00:04:22.000 --> 00:04:24.000]  你看他原生家庭真的很精彩
[00:04:24.000 --> 00:04:26.000]  他的人生是
[00:04:26.000 --> 00:04:28.000]  起 跌 起 跌
[00:04:28.000 --> 00:04:30.000]  我很喜歡 因為有時候自己的人生都是這樣
[00:04:30.000 --> 00:04:32.000]  起起跌跌
[00:04:32.000 --> 00:04:34.000]  爸爸給了他一件彩衣
[00:04:34.000 --> 00:04:36.000]  得寵了
[00:04:36.000 --> 00:04:38.000]  誰知道
[00:04:40.000 --> 00:04:42.000]  哥哥jealous
[00:04:42.000 --> 00:04:44.000]  將他
[00:04:44.000 --> 00:04:46.000]  賣去埃及圍爐
[00:04:46.000 --> 00:04:48.000]  誰知道去到埃及又得到主人的信任
[00:04:48.000 --> 00:04:50.000]  但是主人阿太
[00:04:50.000 --> 00:04:52.000]  就看中了他帥哥
[00:04:52.000 --> 00:04:54.000]  他又不受 結果就坐牢
[00:04:54.000 --> 00:04:56.000]  但是坐牢他又得到
[00:04:56.000 --> 00:04:58.000]  私慾 即是當時的獄長的信任
[00:04:58.000 --> 00:05:00.000]  然後他想著
[00:05:00.000 --> 00:05:02.000]  有盼望幫走正解夢
[00:05:02.000 --> 00:05:04.000]  你記住告訴法老聽
[00:05:04.000 --> 00:05:06.000]  他又不記得他 到後來
[00:05:06.000 --> 00:05:08.000]  才慢慢慢慢一步一步
[00:05:08.000 --> 00:05:10.000]  他的生命發光
[00:05:10.000 --> 00:05:12.000]  下面一節經文我們讀一讀
[00:05:12.000 --> 00:05:14.000]  一二三
[00:05:14.000 --> 00:05:16.000]  二人的路好象黎明的光
[00:05:16.000 --> 00:05:18.000]  月照月明
[00:05:18.000 --> 00:05:20.000]  直到日午
[00:05:20.000 --> 00:05:22.000]  像不像藥室的生平
[00:05:22.000 --> 00:05:24.000]  最初很慘的 起起跌跌
[00:05:24.000 --> 00:05:26.000]  但是如果你看他的生平
[00:05:26.000 --> 00:05:28.000]  在起跌當中 他依然沒有放棄
[00:05:28.000 --> 00:05:30.000]  他盡心盡力
[00:05:30.000 --> 00:05:32.000]  每一個崗位都去做
[00:05:32.000 --> 00:05:34.000]  在監獄有盡力做
[00:05:34.000 --> 00:05:36.000]  在位有盡力做 從來沒有
[00:05:36.000 --> 00:05:38.000]  放棄
[00:05:38.000 --> 00:05:40.000]  到他見到他哥哥
[00:05:40.000 --> 00:05:42.000]  這兩節經文
[00:05:42.000 --> 00:05:44.000]  我很喜歡 我經常都背
[00:05:44.000 --> 00:05:46.000]  我們一起讀一讀
[00:05:46.000 --> 00:05:48.000]  一二三
[00:05:48.000 --> 00:05:50.000]  從前 你們的意思
[00:05:50.000 --> 00:05:52.000]  是要害我
[00:05:52.000 --> 00:05:54.000]  但神的意思原是
[00:05:54.000 --> 00:05:56.000]  好的 要保存
[00:05:56.000 --> 00:05:58.000]  許多人的性命
[00:05:58.000 --> 00:06:00.000]  成就今日的光景
[00:06:00.000 --> 00:06:02.000]  大家覺不覺得
[00:06:02.000 --> 00:06:04.000]  很有安慰
[00:06:04.000 --> 00:06:06.000]  有人要害我們
[00:06:06.000 --> 00:06:08.000]  但上帝的心意是好的
[00:06:08.000 --> 00:06:10.000]  就攔阻不了上帝的心意
[00:06:10.000 --> 00:06:12.000]  旁邊那幅圖畫叫
[00:06:12.000 --> 00:06:14.000]  Why me
[00:06:14.000 --> 00:06:16.000]  Why not me
[00:06:16.000 --> 00:06:18.000]  阿摩爸爸
[00:06:18.000 --> 00:06:20.000]  李牧師
[00:06:20.000 --> 00:06:22.000]  跟他都很多的
[00:06:22.000 --> 00:06:24.000]  分享溝通 可能因為我要做信鴿
[00:06:24.000 --> 00:06:26.000]  幫他傳遞他的
[00:06:26.000 --> 00:06:28.000]  代討信 我很記得有一次
[00:06:28.000 --> 00:06:30.000]  他就寫 甚至他在訪問
[00:06:30.000 --> 00:06:32.000]  如果你有看過 他會問
[00:06:32.000 --> 00:06:34.000]  Why not me
[00:06:34.000 --> 00:06:36.000]  我們就問 Why me
[00:06:36.000 --> 00:06:38.000]  為何一個牧師他這麼專心
[00:06:38.000 --> 00:06:40.000]  服侍 你要讓他的兒子遇到這些
[00:06:40.000 --> 00:06:42.000]  但他問 Why not me
[00:06:42.000 --> 00:06:44.000]  為何不是我
[00:06:44.000 --> 00:06:46.000]  如果是他
[00:06:46.000 --> 00:06:48.000]  可能是絕望了
[00:06:48.000 --> 00:06:50.000]  如果你看他上一封祈禱信
[00:06:50.000 --> 00:06:52.000]  他甚麼叫絕望和希望
[00:06:52.000 --> 00:06:54.000]  絕望是沒有盼望 甚麼都沒有
[00:06:54.000 --> 00:06:56.000]  但他的盼望是在上帝
[00:06:56.000 --> 00:06:58.000]  他的盼望是當醫生告訴他
[00:06:58.000 --> 00:07:00.000]  你的兒子只有5%
[00:07:00.000 --> 00:07:02.000]  有機會的
[00:07:02.000 --> 00:07:04.000]  95%沒有
[00:07:04.000 --> 00:07:06.000]  他說他就信靠
[00:07:06.000 --> 00:07:08.000]  仰望順服 繼續
[00:07:08.000 --> 00:07:10.000]  等候
[00:07:10.000 --> 00:07:12.000]  我也問過
[00:07:12.000 --> 00:07:14.000]  我也問過 Why me
[00:07:14.000 --> 00:07:16.000]  1993年
[00:07:16.000 --> 00:07:18.000]  我家遭遇連環災劫
[00:07:18.000 --> 00:07:20.000]  不說前面那些了
[00:07:20.000 --> 00:07:22.000]  最近那樣是
[00:07:22.000 --> 00:07:24.000]  我父母的家 三級
[00:07:24.000 --> 00:07:26.000]  大房
[00:07:26.000 --> 00:07:28.000]  全都燒了
[00:07:28.000 --> 00:07:30.000]  我還記得去到的時候
[00:07:30.000 --> 00:07:32.000]  父母穿著睡衣 頭髮都燒了
[00:07:32.000 --> 00:07:34.000]  坐在街上
[00:07:34.000 --> 00:07:36.000]  我當時覺得每個星期六
[00:07:36.000 --> 00:07:38.000]  都有事發生 都是不好的
[00:07:38.000 --> 00:07:40.000]  我很害怕 我跟上帝說
[00:07:40.000 --> 00:07:42.000]  Why me
[00:07:42.000 --> 00:07:44.000]  為何要在我父母身上
[00:07:44.000 --> 00:07:46.000]  有甚麼心意呢
[00:07:46.000 --> 00:07:48.000]  若干年後
[00:07:48.000 --> 00:07:50.000]  我接到一個電話
[00:07:50.000 --> 00:07:52.000]  師母 你可否去這間學校
[00:07:52.000 --> 00:07:54.000]  安慰一下老師
[00:07:54.000 --> 00:07:56.000]  我問這間學校發生甚麼事
[00:07:56.000 --> 00:07:58.000]  她說他們學校的
[00:07:58.000 --> 00:08:00.000]  其中一個老師的家遭遇火災
[00:08:00.000 --> 00:08:02.000]  然後他對
[00:08:02.000 --> 00:08:04.000]  小貓 如果沒有記錯
[00:08:04.000 --> 00:08:06.000]  燒死了
[00:08:06.000 --> 00:08:08.000]  她說想你去安慰一下他們
[00:08:08.000 --> 00:08:10.000]  我說那你為何找我
[00:08:10.000 --> 00:08:12.000]  我又不是甚麼博士 又不是甚麼專家
[00:08:12.000 --> 00:08:14.000]  她說聽說你苦難多一點
[00:08:14.000 --> 00:08:16.000]  我有去嗎
[00:08:16.000 --> 00:08:18.000]  我有
[00:08:18.000 --> 00:08:20.000]  不是一間有信仰的學校
[00:08:20.000 --> 00:08:22.000]  我開車去
[00:08:22.000 --> 00:08:24.000]  去到我坐下
[00:08:24.000 --> 00:08:26.000]  那些老師維持我
[00:08:26.000 --> 00:08:28.000]  最初我拋棄了
[00:08:28.000 --> 00:08:30.000]  我說各位親愛的老師
[00:08:30.000 --> 00:08:32.000]  我不是專家
[00:08:32.000 --> 00:08:34.000]  我又不是甚麼博士
[00:08:34.000 --> 00:08:36.000]  不過
[00:08:36.000 --> 00:08:38.000]  我家裏經歷過火災
[00:08:38.000 --> 00:08:40.000]  我見到你們一手放下
[00:08:40.000 --> 00:08:42.000]  I just come to listen
[00:08:42.000 --> 00:08:44.000]  然後每個人
[00:08:44.000 --> 00:08:46.000]  講他們心底的感受
[00:08:46.000 --> 00:08:48.000]  完了的時候
[00:08:48.000 --> 00:08:50.000]  我問校長
[00:08:50.000 --> 00:08:52.000]  我知道你們沒有信仰
[00:08:52.000 --> 00:08:54.000]  但你可否給我那個角落
[00:08:54.000 --> 00:08:56.000]  如果老師需要
[00:08:56.000 --> 00:08:58.000]  有人給他一個盒
[00:08:58.000 --> 00:09:00.000]  一個擁抱
[00:09:00.000 --> 00:09:02.000]  為他祈禱
[00:09:02.000 --> 00:09:04.000]  給他們來可以嗎
[00:09:04.000 --> 00:09:06.000]  他說可以 我都忘記了甚麼老師
[00:09:06.000 --> 00:09:08.000]  總之為他們祈禱
[00:09:08.000 --> 00:09:10.000]  若果年後我見到不同的老師
[00:09:10.000 --> 00:09:12.000]  他說那天
[00:09:12.000 --> 00:09:14.000]  他們真的有安慰
[00:09:14.000 --> 00:09:16.000]  Why me
