
[00:00:00.000 --> 00:00:03.820]  今天我們繼續思想神的話語
[00:00:03.820 --> 00:00:09.160]  我們繼續在《約翰一書》經文裏面
[00:00:09.160 --> 00:00:12.180]  今天我們來到三章四至十節
[00:00:12.180 --> 00:00:16.240]  大家如果手上有程序表的時候
[00:00:16.240 --> 00:00:19.040]  又或者在家裏的弟兄姊妹有聖經
[00:00:19.040 --> 00:00:21.840]  請你們可以翻開或者看PowerPoint
[00:00:21.840 --> 00:00:27.080]  讓我們一起大聲重讀上帝的話語 好嗎?
[00:00:27.080 --> 00:00:29.840]  《約翰一書》三章四至十節
[00:00:29.840 --> 00:00:31.120]  1、2、3
[00:01:00.800 --> 00:01:03.400]  犯罪的是出於魔鬼
[00:01:03.400 --> 00:01:06.440]  因為魔鬼從起初就犯罪
[00:01:06.440 --> 00:01:08.800]  神的義子顯現出來
[00:01:08.800 --> 00:01:12.200]  是為了要毀滅魔鬼的作為
[00:01:12.200 --> 00:01:14.920]  凡從神生的不犯罪
[00:01:14.920 --> 00:01:17.640]  因神的道存在他裏面
[00:01:17.640 --> 00:01:19.440]  他也不能犯罪
[00:01:19.440 --> 00:01:21.960]  因為他是由神所生的
[00:01:21.960 --> 00:01:24.920]  這就顯明誰是神的兒女
[00:01:24.920 --> 00:01:27.160]  誰是魔鬼的兒女了
[00:01:27.160 --> 00:01:30.360]  凡不行義的,不是出於神
[00:01:30.360 --> 00:01:33.680]  不愛他弟兄的,也是如此
[00:01:33.680 --> 00:01:35.800]  讓我們再一次低頭禱告
[00:01:35.800 --> 00:01:39.080]  求神帶領我們去明白祂自己的說話
[00:01:39.080 --> 00:01:42.240]  聖靈求祢在這一刻的裏面
[00:01:42.240 --> 00:01:44.240]  來安靜我們的心
[00:01:44.240 --> 00:01:49.400]  求祢讓我們在心靈裏面能夠騰出空間
[00:01:49.400 --> 00:01:52.760]  讓我們能夠承載得下祢自己的說話
[00:01:52.760 --> 00:01:57.080]  懇求祢的聖靈去指教我們進入真理
[00:01:57.840 --> 00:02:00.560]  讓我們的生命被祢的話去塗做
[00:02:00.560 --> 00:02:02.560]  更新、改變
[00:02:02.560 --> 00:02:07.280]  祢要督責、提醒、安慰的
[00:02:07.280 --> 00:02:11.000]  求主祢親自去做祢自己得救的功夫
[00:02:11.000 --> 00:02:15.400]  求主幫助我們有謙卑受教的靈
[00:02:15.400 --> 00:02:18.240]  在裏面去領受祢自己的道
[00:02:18.240 --> 00:02:20.280]  多謝主聽我們祈禱
[00:02:20.280 --> 00:02:21.400]  奉耶穌的名
[00:02:21.400 --> 00:02:22.400]  阿們
[00:02:23.600 --> 00:02:28.320]  我想說在2019年反修例運動的時候
[00:02:28.320 --> 00:02:32.800]  現在回顧當時在香港的教會
[00:02:32.800 --> 00:02:34.280]  或者基督教界
[00:02:34.280 --> 00:02:37.080]  我看到有兩個很不同的回應
[00:02:37.080 --> 00:02:39.800]  當時對於這個反修例運動
[00:02:39.800 --> 00:02:42.200]  我不敢說這兩個回應
[00:02:42.200 --> 00:02:45.640]  涵蓋了所有當時教會的回應
[00:02:45.640 --> 00:02:49.120]  但我看到是兩個很不同的回應
[00:02:49.120 --> 00:02:51.160]  第一種回應就是
[00:02:51.160 --> 00:02:53.560]  當時有些信徒認為
[00:02:53.560 --> 00:02:56.400]  其實我們已經信了耶穌得救
[00:02:56.400 --> 00:02:58.680]  我們已經有永生的禮物
[00:02:58.680 --> 00:03:01.400]  就不需要再顧念地上的事
[00:03:01.400 --> 00:03:04.200]  我們只需要顧念天上的事
[00:03:04.200 --> 00:03:07.240]  我們是天上有永恆的家鄉
[00:03:07.240 --> 00:03:09.360]  只要繼續領人歸主
[00:03:09.360 --> 00:03:11.680]  得救上天堂就可以了
[00:03:11.680 --> 00:03:14.200]  政治的事就不需要理那麼多
[00:03:14.200 --> 00:03:15.600]  也不要參與
[00:03:15.600 --> 00:03:16.840]  也不要過問
[00:03:16.840 --> 00:03:19.480]  因為那些事是會過去的
[00:03:21.040 --> 00:03:25.960]  所以教會裡就禁止討論任何政治的議題
[00:03:25.960 --> 00:03:30.600]  有些人當時就會批評這種想法很「堅離地」
[00:03:30.600 --> 00:03:31.280]  為什麼呢?
[00:03:31.280 --> 00:03:35.520]  就覺得好像信仰好像很抽離現實那樣
[00:03:35.520 --> 00:03:37.600]  但是有另一個極端
[00:03:37.600 --> 00:03:40.280]  有另一些信徒就持相反的意見
[00:03:40.280 --> 00:03:41.600]  就覺得不是
[00:03:41.600 --> 00:03:46.920]  我們作為信徒應該積極地為公義發聲
[00:03:46.920 --> 00:03:49.560]  因為這個是上帝給我們的吩咐
[00:03:49.560 --> 00:03:53.960]  要行公義、好憐憫、全謙卑的心與神同行
[00:03:53.960 --> 00:03:57.360]  但是在行公義的過程裡
[00:03:57.360 --> 00:04:01.200]  就用了自己所定義的公義
[00:04:01.200 --> 00:04:04.880]  就自己理解的公義
[00:04:04.880 --> 00:04:10.280]  於是就用了一些不太合信徒體統的言語、行為
[00:04:10.280 --> 00:04:12.160]  來行公義
[00:04:12.160 --> 00:04:17.080]  甚至在網上展開一些罵戰
[00:04:17.080 --> 00:04:19.880]  也有暴力的行為
[00:04:19.880 --> 00:04:23.880]  結果也有人批評這些基督徒
[00:04:23.880 --> 00:04:26.600]  究竟他們所行出來的行為
[00:04:26.600 --> 00:04:29.680]  是不是基督教所講的公義呢?
[00:04:29.680 --> 00:04:32.080]  又會不會是太貼地到一個地步
[00:04:32.080 --> 00:04:35.240]  跟未信的人沒什麼分別呢?
[00:04:35.240 --> 00:04:39.520]  當我去看回這兩種不同的反應的時候
[00:04:39.520 --> 00:04:41.640]  我就會得出一個結論
[00:04:41.640 --> 00:04:46.320]  我覺得是我們香港教會的信徒
[00:04:46.320 --> 00:04:49.960]  在神學上出了一些問題
[00:04:49.960 --> 00:04:52.400]  我講的神學好像有理論一樣
[00:04:52.400 --> 00:04:56.200]  其實神學就是你信什麼
[00:04:56.200 --> 00:05:00.080]  所以今天我們要看回福音是什麼
[00:05:00.080 --> 00:05:02.840]  麻煩PowerPoint第一章
[00:05:02.840 --> 00:05:03.920]  福音
[00:05:03.920 --> 00:05:05.640]  我們必須要承認
[00:05:05.640 --> 00:05:08.920]  福音不單是著重信徒
[00:05:08.920 --> 00:05:12.280]  在天國裡的新身份和地位
[00:05:12.280 --> 00:05:16.760]  即是說我們信了耶穌之後又永生
[00:05:16.760 --> 00:05:22.120]  和將來在上帝的裡面
[00:05:22.120 --> 00:05:25.080]  這是說我們終極的狀態
[00:05:25.080 --> 00:05:26.600]  但是
[00:05:26.600 --> 00:05:29.280]  福音同樣也教導我們
[00:05:29.280 --> 00:05:33.440]  要重視在地上實踐天國的教導
[00:05:33.440 --> 00:05:36.360]  也就是行出神的義
[00:05:36.360 --> 00:05:41.600]  這是預備終極的狀態
[00:05:41.600 --> 00:05:43.760]  為什麼我會這樣說呢?
[00:05:43.760 --> 00:05:47.680]  當中的平衡點又是怎樣呢?
[00:05:47.680 --> 00:05:50.760]  如果我們說基督徒在地上要行事為人
[00:05:50.760 --> 00:05:53.600]  要行出神的義的時候
[00:05:53.600 --> 00:05:57.120]  有什麼藍本可以跟著呢?
[00:05:57.120 --> 00:05:59.360]  今天想透過這一段
[00:05:59.360 --> 00:06:03.680]  《約翰一書》三章四至十節的經文
[00:06:03.680 --> 00:06:08.760]  和大家探討一個非常重要的神學問題
[00:06:08.760 --> 00:06:13.440]  我希望今天我說的能夠大家聽得明白
[00:06:13.440 --> 00:06:16.960]  求主幫助我能夠解得清楚
[00:06:16.960 --> 00:06:18.560]  這個神學問題是什麼呢?
[00:06:18.560 --> 00:06:20.280]  基督的顯現
[00:06:20.280 --> 00:06:22.760]  基督的顯現
[00:06:22.760 --> 00:06:25.440]  如果我們看回三章四至十節
[00:06:25.440 --> 00:06:27.680]  我們必須看回上一次的福特
[00:06:27.680 --> 00:06:30.040]  和我們分享過一段經文
[00:06:30.040 --> 00:06:33.000]  在其中二章二十九節
[00:06:33.000 --> 00:06:35.040]  下一張powerpoint 請
[00:06:35.040 --> 00:06:38.440]  我們一起讀這一節的經文好嗎?
[00:06:38.440 --> 00:06:42.280]  「一而三 你們若知道他是公義的
[00:06:42.280 --> 00:06:47.480]  就知道凡行公義的人都是他所生的」
[00:06:47.480 --> 00:06:51.600]  《約翰》在這裡正式將一個認識神的人
[00:06:51.600 --> 00:06:55.920]  和他行義的行事為人扯上關係
[00:06:55.920 --> 00:06:58.280]  即是說今天如果我們測試一個人
[00:06:58.280 --> 00:07:00.160]  他是否真的認識神呢?
[00:07:00.160 --> 00:07:04.640]  就是看他在地上有沒有實踐行義
[00:07:04.640 --> 00:07:08.480]  我講行義我想在這裡澄清一點
[00:07:08.480 --> 00:07:11.200]  社會上對於行公義這東西
[00:07:11.200 --> 00:07:13.760]  現在是很濫用了
[00:07:13.760 --> 00:07:15.280]  所以我必須澄清
[00:07:15.280 --> 00:07:17.440]  今天我想講的行義
[00:07:17.440 --> 00:07:20.720]  是在講行神的公義
[00:07:20.720 --> 00:07:24.640]  不是我們自己理解的公義
[00:07:24.640 --> 00:07:29.320]  《約翰》講了二章二十九節這一節的命題之後
[00:07:29.320 --> 00:07:33.960]  它就在三章一至三節有少許拆開了
[00:07:33.960 --> 00:07:37.800]  因為當《約翰》講到「都是他所生的」
[00:07:37.800 --> 00:07:39.160]  「他」就是神
[00:07:39.160 --> 00:07:42.560]  它就想到我們作為神的兒女
[00:07:42.560 --> 00:07:46.400]  身份是多麼的尊貴和獨特
[00:07:46.400 --> 00:07:47.960]  於是它就讚嘆
[00:07:47.960 --> 00:07:51.920]  「你們看父賜給我們是何等的慈愛
[00:07:51.920 --> 00:07:55.760]  讓我們得以稱為神的兒女」
[00:07:55.760 --> 00:07:59.160]  接著它就講到基督第二次的顯現
[00:07:59.160 --> 00:08:00.800]  讓我們有盼望
[00:08:00.800 --> 00:08:04.880]  這就是福特傳道上一次和我們分享的訊息
[00:08:04.880 --> 00:08:07.720]  但今天來到三章四至十節
[00:08:07.720 --> 00:08:09.800]  也是在講基督的顯現
[00:08:09.800 --> 00:08:12.040]  不過這次講的基督顯現
[00:08:12.040 --> 00:08:15.760]  是在講祂第一次顯現
[00:08:15.760 --> 00:08:18.000]  如果我們研究這一段經文
[00:08:18.000 --> 00:08:21.920]  剛才大家讀的三章四至十節的時候
[00:08:21.920 --> 00:08:27.600]  其實很多解經家都會把它分成兩段對稱的經文
[00:08:27.600 --> 00:08:32.840]  下一章,那兩段對稱的經文
