
[00:00:00.000 --> 00:00:03.300]  今天要跟大家所思想的其實有很多
[00:00:03.300 --> 00:00:06.000]  因為我們看這個約翰福音
[00:00:06.000 --> 00:00:08.700]  其實是去到第三章
[00:00:08.700 --> 00:00:12.400]  講到耶穌基督和尼哥底姆談道
[00:00:12.400 --> 00:00:14.500]  接著去到第四章
[00:00:14.500 --> 00:00:20.500]  就是講到耶穌基督和一個撒瑪利亞的婦人去談道
[00:00:20.500 --> 00:00:23.400]  這兩段的經文
[00:00:23.400 --> 00:00:27.000]  其實是一個很大的連接
[00:00:27.000 --> 00:00:28.500]  OK 正確的
[00:00:28.500 --> 00:00:29.900]  現在先不要這麼快動
[00:00:29.900 --> 00:00:31.000]  正確的
[00:00:31.000 --> 00:00:33.000]  我先把自己的紙翻出來
[00:00:33.000 --> 00:00:34.200]  在這裡 OK
[00:00:34.200 --> 00:00:38.200]  時間關係
[00:00:38.200 --> 00:00:40.000]  今天還有主餐
[00:00:40.000 --> 00:00:42.000]  真的講多少就多少
[00:00:42.000 --> 00:00:45.000]  這兩個人物
[00:00:45.000 --> 00:00:49.000]  其實可以說天淵之別
[00:00:49.000 --> 00:00:50.400]  一個好像是天
[00:00:50.400 --> 00:00:51.800]  一個好像是地
[00:00:51.800 --> 00:00:52.900]  一個好像是東
[00:00:52.900 --> 00:00:54.500]  一個好像是西
[00:00:54.500 --> 00:00:56.200]  這兩個人物
[00:00:56.200 --> 00:00:57.900]  我們中國人有一句話
[00:00:57.900 --> 00:01:01.000]  就是大難都拉不起來的人
[00:01:01.000 --> 00:01:02.800]  是不可能的
[00:01:02.800 --> 00:01:04.800]  如果以今時今日
[00:01:04.800 --> 00:01:06.600]  或者我們中國人有一句話
[00:01:06.600 --> 00:01:09.000]  是門當戶對
[00:01:09.000 --> 00:01:12.000]  他們簡直就是門當戶不對
[00:01:12.000 --> 00:01:13.900]  人家說什麼竹門對竹門
[00:01:13.900 --> 00:01:15.200]  木門對木門
[00:01:15.200 --> 00:01:18.200]  他們簡直是不可能合得來
[00:01:18.200 --> 00:01:19.000]  當然
[00:01:19.000 --> 00:01:20.400]  我不是告訴你
[00:01:20.400 --> 00:01:22.300]  他們的結局是會結婚
[00:01:22.300 --> 00:01:23.200]  不是
[00:01:23.200 --> 00:01:27.300]  只不過我今天跟大家去思想這兩個人物的時候
[00:01:27.300 --> 00:01:29.100]  我們會看看這兩個人物
[00:01:29.100 --> 00:01:32.700]  他們有一個很大很大很大的分別
[00:01:32.700 --> 00:01:36.400]  但是他們也有一個很相同的地方
[00:01:36.400 --> 00:01:39.400]  當我去思考這兩個人物的時候
[00:01:39.400 --> 00:01:44.000]  特別當我去想到這個撒瑪利亞婦人的時候
[00:01:44.000 --> 00:01:47.800]  我有很多很多的去思考的時間
[00:01:47.800 --> 00:01:49.400]  去沉思的時間
[00:01:49.400 --> 00:01:51.100]  去體驗那段經文
[00:01:51.100 --> 00:01:53.600]  去坐在那裡默想的時間
[00:01:54.600 --> 00:01:57.600]  還有最近我曾經歷了一些事情
[00:01:57.600 --> 00:02:02.200]  經歷到是因為接觸不同的人的時候
[00:02:02.200 --> 00:02:06.900]  讓我去經歷了一些事情
[00:02:06.900 --> 00:02:10.700]  經歷了一些事情是和撒瑪利亞
[00:02:10.700 --> 00:02:12.500]  特別是和撒瑪利亞婦人
[00:02:12.500 --> 00:02:17.500]  和尼哥底姆是很有關係的
[00:02:17.500 --> 00:02:19.000]  特別是撒瑪利亞婦人
[00:02:19.000 --> 00:02:21.500]  給我的感受是非常深刻的
[00:02:21.500 --> 00:02:24.100]  原來在表面來看
[00:02:24.100 --> 00:02:26.300]  我們今天在座的當中
[00:02:26.300 --> 00:02:28.300]  坐在這裡的人
[00:02:28.300 --> 00:02:32.300]  我們每一個來到教會
[00:02:32.300 --> 00:02:35.800]  我相信大家都是有了準備才回來教會
[00:02:35.800 --> 00:02:37.800]  起碼當你回來教會的時候
[00:02:37.800 --> 00:02:40.800]  你不會說頭髮又不撓一下
[00:02:40.800 --> 00:02:42.800]  臉又不洗一下
[00:02:42.800 --> 00:02:44.800]  昨天打完電話回來
[00:02:44.800 --> 00:02:47.800]  你不會說頭髮又不撓一下
[00:02:47.800 --> 00:02:49.800]  臉又不洗一下
[00:02:49.800 --> 00:02:56.800]  去拿昨天打完球的衣服穿上去回來教會
[00:02:56.800 --> 00:03:02.800]  不是的,大家一定會說會去休息一下才回來
[00:03:02.800 --> 00:03:05.800]  但是在我們大家當中
[00:03:05.800 --> 00:03:09.800]  我們每一個人內心的深處裡面
[00:03:09.800 --> 00:03:13.800]  是別人看不到的內心的深處裡面
[00:03:16.800 --> 00:03:19.800]  原來我們都有不同的需要
[00:03:19.800 --> 00:03:21.800]  不同的追求
[00:03:21.800 --> 00:03:23.800]  不同的渴望
[00:03:23.800 --> 00:03:27.800]  甚至有些人在我過去的日子裡接觸
[00:03:27.800 --> 00:03:30.800]  甚至在我最近的日子裡接觸
[00:03:30.800 --> 00:03:36.800]  他們會有很多不同的心態
[00:03:36.800 --> 00:03:39.800]  我去探望過一個老人家
[00:03:39.800 --> 00:03:45.800]  他請兩個工人在家裡看著他
[00:03:45.800 --> 00:03:47.800]  看著他
[00:03:47.800 --> 00:03:49.800]  因為他已經睡在那裡
[00:03:49.800 --> 00:03:51.800]  眼睛又不能張開
[00:03:51.800 --> 00:03:52.800]  張開嘴巴
[00:03:52.800 --> 00:03:54.800]  要用一個氧氣機
[00:03:54.800 --> 00:03:55.800]  不是呼吸機
[00:03:55.800 --> 00:03:57.800]  牧師很熟悉這一行
[00:03:57.800 --> 00:03:59.800]  因為我有睡眠窒息症
[00:03:59.800 --> 00:04:05.800]  所以我知道什麼叫做空氣機
[00:04:05.800 --> 00:04:06.800]  我不知道怎麼叫它
[00:04:06.800 --> 00:04:07.800]  一個機器
[00:04:07.800 --> 00:04:10.800]  我睡覺就要戴著三角形的
[00:04:10.800 --> 00:04:11.800]  在我嘴裡
[00:04:11.800 --> 00:04:12.800]  是二合一
[00:04:12.800 --> 00:04:14.800]  我已經跟他二合為一
[00:04:14.800 --> 00:04:19.800]  完全是很舒暢地吸空氣
[00:04:19.800 --> 00:04:23.800]  但是當你去到患病的時候
[00:04:23.800 --> 00:04:25.800]  可能吸空氣已經是不夠了
[00:04:25.800 --> 00:04:27.800]  你要吸氧氣
[00:04:27.800 --> 00:04:28.800]  氧氣還有很多度
[00:04:28.800 --> 00:04:29.800]  所以我對這些很熟悉
[00:04:29.800 --> 00:04:31.800]  現在我家裡還有一個氧氣機
[00:04:31.800 --> 00:04:33.800]  我不是去到一個這樣的狀態
[00:04:33.800 --> 00:04:35.800]  不過種種因素
[00:04:35.800 --> 00:04:38.800]  令到我又買了一部氧氣機
[00:04:38.800 --> 00:04:40.800]  偶爾吸一下氧氣
[00:04:40.800 --> 00:04:41.800]  是氧氣
[00:04:41.800 --> 00:04:43.800]  由空氣到氧氣
[00:04:43.800 --> 00:04:45.800]  我去看一個老人家
[00:04:45.800 --> 00:04:47.800]  他已經吃不了東西
[00:04:47.800 --> 00:04:49.800]  是要靠一條喉
[00:04:49.800 --> 00:04:51.800]  在我印象中
[00:04:51.800 --> 00:04:53.800]  我的腦好像不太記得
[00:04:53.800 --> 00:04:54.800]  在鼻子還是口裡
[00:04:54.800 --> 00:04:55.800]  總之一條喉
[00:04:55.800 --> 00:04:56.800]  就要
[00:04:56.800 --> 00:04:58.800]  差不多就要
[00:04:58.800 --> 00:04:59.800]  一條很矮的喉
[00:04:59.800 --> 00:05:00.800]  那些工人
[00:05:00.800 --> 00:05:02.800]  姐姐就會去倒一些東西給他
[00:05:02.800 --> 00:05:04.800]  這個就是他吊著
[00:05:04.800 --> 00:05:05.800]  說得難聽一點
[00:05:05.800 --> 00:05:08.800]  吊著他的命的一些營養素
[00:05:12.800 --> 00:05:14.800]  他的家人
[00:05:14.800 --> 00:05:16.800]  內心的深處
[00:05:16.800 --> 00:05:17.800]  很想什麼呢
[00:05:17.800 --> 00:05:19.800]  很想這個老人家
[00:05:19.800 --> 00:05:21.800]  是接受耶穌成為
[00:05:21.800 --> 00:05:22.800]  他的救主
[00:05:22.800 --> 00:05:24.800]  因為他家人有信主的
[00:05:24.800 --> 00:05:26.800]  經過很多很多的掙扎
[00:05:26.800 --> 00:05:28.800]  找不找牧師好呢
[00:05:28.800 --> 00:05:29.800]  找好還是不找好呢
[00:05:29.800 --> 00:05:30.800]  他又不懂得反應
[00:05:30.800 --> 00:05:32.800]  那牧師去到會不會覺得
[00:05:32.800 --> 00:05:33.800]  牧師很浪費時間呢
[00:05:33.800 --> 00:05:34.800]  去好還是不去好呢
[00:05:34.800 --> 00:05:36.800]  現在他又不是來我們這裡聚會
[00:05:36.800 --> 00:05:38.800]  所以更加有一個掙扎
[00:05:38.800 --> 00:05:40.800]  結果我也去了
[00:05:41.800 --> 00:05:43.800]  在這些人的內心深處
[00:05:43.800 --> 00:05:44.800]  有一個need
[00:05:44.800 --> 00:05:45.800]  有一個需要
[00:05:45.800 --> 00:05:46.800]  就是很希望能夠
[00:05:46.800 --> 00:05:48.800]  他的媽媽能夠可以
[00:05:48.800 --> 00:05:50.800]  現在老人家
[00:05:50.800 --> 00:05:52.800]  差一歲就九十歲了已經
[00:05:52.800 --> 00:05:54.800]  都相當之大年紀了
[00:05:54.800 --> 00:05:58.800]  在他們的
[00:05:58.800 --> 00:06:00.800]  在他們的生命裡面
[00:06:00.800 --> 00:06:02.800]  他們住的地方好好
[00:06:02.800 --> 00:06:06.800]  他不需要安置他在一個老人院那裡
[00:06:06.800 --> 00:06:07.800]  他能夠有能力
[00:06:07.800 --> 00:06:09.800]  讓他在自己家裡住
[00:06:09.800 --> 00:06:11.800]  請兩個傭人來看著他
[00:06:11.800 --> 00:06:14.800]  照顧他
[00:06:14.800 --> 00:06:17.800]  但在他們的心裡面
[00:06:17.800 --> 00:06:18.800]  他仍然有一樣東西
[00:06:18.800 --> 00:06:20.800]  他很想能夠得到
[00:06:20.800 --> 00:06:22.800]  就是很希望能夠
[00:06:22.800 --> 00:06:23.800]  自己的婆婆
[00:06:23.800 --> 00:06:24.800]  自己的媽媽
[00:06:24.800 --> 00:06:27.800]  能夠接受耶穌成為他的救主
[00:06:27.800 --> 00:06:30.800]  我又有些人來找我
[00:06:30.800 --> 00:06:31.800]  牧師
[00:06:31.800 --> 00:06:33.800]  我四十歲了
[00:06:33.800 --> 00:06:36.800]  大家明白我想跟著我說什麼嗎
[00:06:37.800 --> 00:06:39.800]  我真的很想結婚
[00:06:39.800 --> 00:06:41.800]  牧師
[00:06:41.800 --> 00:06:43.800]  有沒有好介紹
[00:06:43.800 --> 00:06:46.800]  就是來找我去廣告出口的
[00:06:46.800 --> 00:06:47.800]  弟兄姊妹
[00:06:47.800 --> 00:06:48.800]  你說他心裡面
[00:06:48.800 --> 00:06:50.800]  是不是有一個很大的需要呢
[00:06:50.800 --> 00:06:52.800]  這些人你不要說
[00:06:52.800 --> 00:06:53.800]  哦
[00:06:53.800 --> 00:06:55.800]  一定是男生吧
[00:06:55.800 --> 00:06:56.800]  走來找你
[00:06:56.800 --> 00:06:57.800]  不是的
[00:06:57.800 --> 00:06:58.800]  有男的有女的
[00:06:58.800 --> 00:07:00.800]  他們真的心裡面
[00:07:00.800 --> 00:07:01.800]  是
[00:07:01.800 --> 00:07:03.800]  找我
[00:07:03.800 --> 00:07:05.800]  是很想我能夠去幫他
[00:07:05.800 --> 00:07:08.800]  能夠找到一個基督徒
[00:07:08.800 --> 00:07:12.800]  如果他不是要找基督徒
[00:07:12.800 --> 00:07:13.800]  到處都有了
[00:07:13.800 --> 00:07:14.800]  是不是
[00:07:14.800 --> 00:07:16.800]  去婚姻介紹所
[00:07:16.800 --> 00:07:17.800]  去商體
[00:07:17.800 --> 00:07:19.800]  去國內國外
[00:07:19.800 --> 00:07:20.800]  唉
[00:07:20.800 --> 00:07:22.800]  應有盡有
[00:07:22.800 --> 00:07:24.800]  但他們仍然心裡面
[00:07:24.800 --> 00:07:25.800]  很希望
[00:07:25.800 --> 00:07:26.800]  很想
[00:07:26.800 --> 00:07:27.800]  是
[00:07:27.800 --> 00:07:28.800]  持守
[00:07:28.800 --> 00:07:29.800]  要是信主的
[00:07:29.800 --> 00:07:32.800]  但是
[00:07:32.800 --> 00:07:33.800]  難度高一點了
[00:07:33.800 --> 00:07:34.800]  是不是
[00:07:35.800 --> 00:07:37.800]  這是他內心深處
[00:07:37.800 --> 00:07:39.800]  是他所學悟的
[00:07:39.800 --> 00:07:43.800]  尼哥底姆是一個什麼人呢
[00:07:43.800 --> 00:07:45.800]  尼哥底姆是一個表面看來
[00:07:45.800 --> 00:07:46.800]  他有錢
[00:07:46.800 --> 00:07:50.800]  記得我上一次和大家說尼哥底姆的時候
[00:07:50.800 --> 00:07:53.800]  或者我們聖經譯他為尼哥德姆
[00:07:53.800 --> 00:07:54.800]  英文就沒問題
[00:07:54.800 --> 00:07:55.800]  Nicodemus
[00:07:55.800 --> 00:07:58.800]  他是一個有錢的人
[00:07:58.800 --> 00:07:59.800]  當耶穌去安葬的時候
[00:07:59.800 --> 00:08:01.800]  他能夠買一百斤的
[00:08:01.800 --> 00:08:03.800]  我又忘記了是沉香還是活藥
[00:08:03.800 --> 00:08:05.800]  總之是貴的東西
[00:08:05.800 --> 00:08:06.800]  一百斤
[00:08:06.800 --> 00:08:09.800]  不是開玩笑
[00:08:09.800 --> 00:08:12.800]  他也是一個法利塞人的官
[00:08:12.800 --> 00:08:16.800]  甚至他是以色列人的老師
[00:08:16.800 --> 00:08:18.800]  在原文是說
[00:08:18.800 --> 00:08:20.800]  The teacher of Israel
[00:08:20.800 --> 00:08:23.800]  他是一個很有身份地位的人
[00:08:23.800 --> 00:08:24.800]  有名
[00:08:24.800 --> 00:08:25.800]  有望
[00:08:25.800 --> 00:08:26.800]  有身份
[00:08:26.800 --> 00:08:27.800]  他是一個
[00:08:27.800 --> 00:08:30.800]  甚至我們相信他
[00:08:30.800 --> 00:08:32.800]  起碼在他的行為裡面
[00:08:32.800 --> 00:08:34.800]  他是一個道德家
[00:08:34.800 --> 00:08:38.800]  他為什麼要來找耶穌呢
[00:08:38.800 --> 00:08:41.800]  他為什麼要來找耶穌呢
[00:08:41.800 --> 00:08:45.800]  就是因為這個人
[00:08:45.800 --> 00:08:47.800]  雖然人看來他已經是
[00:08:47.800 --> 00:08:49.800]  嘩 千知嬌止
