
[00:00:00.000 --> 00:00:05.900]  粉絲們,不知你對於賄送禮物的時候的感覺是怎樣呢?
[00:00:05.900 --> 00:00:14.120]  或者當你收到人家送一份禮物給你的時候,你又有什麼心態呢?
[00:00:14.120 --> 00:00:20.640]  我們中國人傳統有一種光景
[00:00:20.640 --> 00:00:26.680]  就是人家送禮物給我,總是我們不要隨便接收的
[00:00:26.680 --> 00:00:32.980]  尤其是我從小到大,我父母都教我不要貪心
[00:00:32.980 --> 00:00:36.400]  我從小到大,我父母教我不要貪心
[00:00:36.400 --> 00:00:40.340]  人家送禮物給你,你要問過我才決定收不收
[00:00:40.340 --> 00:00:44.140]  當別人送禮物給你的時候,你要先問過我,做父母的
[00:00:44.140 --> 00:00:45.340]  然後決定收不收
[00:00:45.340 --> 00:00:48.300]  於是乎,中國人的文化裏面是很有趣的
[00:00:48.300 --> 00:00:51.020]  當人家送禮物給你的時候,你就經常退讓的
[00:00:51.020 --> 00:00:55.180]  中國文化裏面,當別人送禮物給你的時候,你總是先退讓
[00:00:55.180 --> 00:01:01.040]  有些人就覺得,送禮物給我,真是多多益善
[00:01:01.040 --> 00:01:04.400]  有人就說,送禮物給我當然好,多多益善
[00:01:04.400 --> 00:01:08.700]  希望多些禮物之手,多收一點
[00:01:08.700 --> 00:01:11.940]  這個是有些人對收禮物的看法
[00:01:11.940 --> 00:01:13.800]  這是一個人對收禮物的看法
[00:01:13.800 --> 00:01:16.140]  送禮物又有另一個情況
[00:01:16.140 --> 00:01:17.960]  收禮物又是另外一種事情
[00:01:17.960 --> 00:01:20.700]  有些人真的很真誠,他想去幫人的
[00:01:20.700 --> 00:01:23.220]  有啊,很真誠,真的想去幫助別人
[00:01:23.220 --> 00:01:28.860]  希望他所送出的禮物,或者他的力量
[00:01:28.860 --> 00:01:33.780]  真的可以幫助別人,對方可以更容易生活
[00:01:33.780 --> 00:01:38.100]  沒有其他動機的
[00:01:38.100 --> 00:01:42.860]  不過有些人去送禮物的時候
[00:01:42.860 --> 00:01:46.860]  會去看看,我送了這份禮物之後
[00:01:46.860 --> 00:01:49.940]  會有些什麼有形無形的利益收回來
[00:01:49.940 --> 00:01:56.740]  為什麼我問大家這些問題呢?
[00:01:56.740 --> 00:01:58.620]  我為什麼會問大家這些問題呢?
[00:01:58.620 --> 00:02:02.260]  就是和大家看看我們的文化,和我們有時的反應如何呢?
[00:02:02.260 --> 00:02:05.060]  就是看我們的文化和我們的反應如何
[00:02:05.060 --> 00:02:10.700]  因為收禮物和送禮物這一個觀念
[00:02:10.700 --> 00:02:13.260]  因為收禮物和送禮物這個觀念
[00:02:13.260 --> 00:02:16.780]  是一個很重要的觀念
[00:02:16.780 --> 00:02:20.060]  是今天我們基督徒要學習的一個很重要的功課
[00:02:20.060 --> 00:02:23.580]  是我們作為基督徒要學習的一個很重要的功課
[00:02:23.580 --> 00:02:25.780]  為什麼這麼重要?牧師
[00:02:25.780 --> 00:02:27.500]  為什麼這麼重要?牧師
[00:02:27.500 --> 00:02:32.140]  因為我們今天能夠繼續活在神的裏面
[00:02:32.140 --> 00:02:34.500]  因為我們今天能夠活在神的裏面
[00:02:34.500 --> 00:02:36.220]  也都因為上帝
[00:02:36.220 --> 00:02:40.060]  也因為上帝祂賜一個祂的獨生兒子
[00:02:40.060 --> 00:02:43.900]  祂賜祂獨生兒子給我們
[00:02:43.900 --> 00:02:46.380]  幫助我們能夠脫離我們的罪
[00:02:46.380 --> 00:02:48.100]  幫助我們能夠脫離我們的罪
[00:02:48.100 --> 00:02:50.820]  我們在罪裏面搞不定自己
[00:02:50.820 --> 00:02:53.300]  但我們自己在罪裏面解決不了問題
[00:02:53.300 --> 00:02:54.460]  罪有一個特色
[00:02:54.460 --> 00:02:55.220]  罪有一個特色
[00:02:55.220 --> 00:02:56.500]  不到你控制的
[00:02:56.500 --> 00:02:57.380]  不由你控制
[00:02:57.380 --> 00:02:58.660]  你失去控制
[00:02:58.660 --> 00:03:00.260]  如果你在罪裏面的時候
[00:03:00.260 --> 00:03:02.300]  在罪裏面失去了控制
[00:03:02.300 --> 00:03:03.580]  保羅都講過了
[00:03:03.580 --> 00:03:04.260]  保羅都講過了
[00:03:04.260 --> 00:03:05.780]  我想作得好的時候
[00:03:05.780 --> 00:03:06.700]  我想作得好的時候
[00:03:06.700 --> 00:03:07.940]  我反而不去作
[00:03:07.940 --> 00:03:09.180]  我反而不去作
[00:03:09.180 --> 00:03:12.140]  我越知道那些不好的東西呢
[00:03:12.140 --> 00:03:13.620]  我知道那些不好的東西
[00:03:13.620 --> 00:03:14.780]  我反而去作了
[00:03:14.780 --> 00:03:16.100]  我反而去作了
[00:03:16.100 --> 00:03:18.380]  所以我們有這樣一位恩主
[00:03:18.380 --> 00:03:20.100]  所以我們有這樣一位恩主
[00:03:20.100 --> 00:03:24.020]  祂賜送給我們祂的獨生兒子
[00:03:24.020 --> 00:03:26.260]  祂賜送給我們祂的獨生兒子
[00:03:26.260 --> 00:03:27.700]  處理我們的罪
[00:03:27.700 --> 00:03:28.860]  處理我們的罪
[00:03:28.860 --> 00:03:30.620]  幫助我們脫離這個罪
[00:03:30.620 --> 00:03:32.220]  保羅我們脫離這個罪
[00:03:32.220 --> 00:03:35.260]  在授予與接受的關係
[00:03:35.260 --> 00:03:37.220]  在授予與接受的關係
[00:03:37.220 --> 00:03:38.300]  給了彼蘇
[00:03:38.300 --> 00:03:38.900]  給了彼蘇
[00:03:38.900 --> 00:03:39.860]  一來我們聽
[00:03:39.860 --> 00:03:41.340]  保羅都很有滿足
[00:03:41.340 --> 00:03:42.300]  很喜樂
[00:03:42.300 --> 00:03:43.980]  保羅都很滿足
[00:03:43.980 --> 00:03:44.700]  很有喜樂
[00:03:44.700 --> 00:03:47.420]  就因為他在這個關係上建立得很準確
[00:03:47.420 --> 00:03:53.140]  他知道這個關係如果在教會裏面建立得很準確的話
[00:03:53.140 --> 00:03:55.700]  他知道這個關係如果在教會裏面建立得很準確的話
[00:03:55.700 --> 00:03:57.820]  我們將來會有永恆的裏面
[00:03:57.820 --> 00:03:59.020]  我們將來會有永恆的裏面
[00:03:59.020 --> 00:04:01.060]  和上帝一起同住的時候
[00:04:01.060 --> 00:04:03.140]  和上帝一起同住的時候
[00:04:03.140 --> 00:04:04.180]  我們的生命
[00:04:04.180 --> 00:04:05.220]  我們的生命
[00:04:05.220 --> 00:04:07.740]  就能夠有一個準確的基礎
[00:04:07.740 --> 00:04:10.380]  就會有一個準確的基礎
[00:04:10.380 --> 00:04:11.860]  所以大英姐妹
[00:04:11.860 --> 00:04:14.140]  來到彼蘇的第四章
[00:04:14.140 --> 00:04:16.340]  所以弟子們來到彼蘇的第四章
[00:04:16.340 --> 00:04:18.140]  聖經要告訴我們
[00:04:18.140 --> 00:04:19.100]  聖經要告訴我們
[00:04:19.100 --> 00:04:21.420]  我們要準確去拿捏準確
[00:04:21.420 --> 00:04:22.980]  我們要拿捏準確
[00:04:22.980 --> 00:04:24.980]  怎樣去送禮
[00:04:24.980 --> 00:04:26.060]  怎樣去送禮
[00:04:26.060 --> 00:04:29.100]  和接受這個關係的建立
[00:04:29.100 --> 00:04:30.540]  和接受這個關係的建立
[00:04:30.540 --> 00:04:33.780]  對於傳道人來說比較容易一些
[00:04:33.780 --> 00:04:35.820]  對於傳道人來說比較容易一些
[00:04:35.820 --> 00:04:38.340]  一般在教會的慣例裏面
[00:04:38.340 --> 00:04:39.780]  一般在教會的慣例裏面
[00:04:39.780 --> 00:04:44.220]  如果傳道人有任何的金銀收到的利益的話
[00:04:44.220 --> 00:04:47.260]  如果傳道人有任何的金銀收到的利益的話
[00:04:47.260 --> 00:04:48.260]  譬如我這樣
[00:04:48.260 --> 00:04:51.180]  譬如我會去別的教會講道的
[00:04:51.180 --> 00:04:53.620]  譬如我去別的教會講道
[00:04:53.620 --> 00:04:55.460]  通常我去講道
[00:04:55.460 --> 00:04:57.900]  因為請我的教會都很遠的
[00:04:57.900 --> 00:05:00.940]  請我講道的教會通常都很遠
[00:05:00.940 --> 00:05:02.300]  他會給港元費
[00:05:02.300 --> 00:05:03.540]  他會給我港元費
[00:05:03.540 --> 00:05:04.900]  那我通常會怎麽做呢
[00:05:04.900 --> 00:05:05.820]  我通常會怎麽做呢
[00:05:05.820 --> 00:05:06.860]  如果近的
[00:05:06.860 --> 00:05:07.380]  如果近的
[00:05:07.380 --> 00:05:09.100]  那我全數就奉獻回教會
[00:05:09.100 --> 00:05:12.060]  那我全數就奉獻回教會
[00:05:12.060 --> 00:05:13.460]  如果遠的話呢
[00:05:13.460 --> 00:05:14.540]  如果遠的話
[00:05:14.540 --> 00:05:16.700]  那我就扣電油費理數
[00:05:16.700 --> 00:05:18.900]  我就扣掉理成數
[00:05:18.900 --> 00:05:21.100]  剩下的數目就全部奉獻回教會
[00:05:21.100 --> 00:05:22.980]  剩下的我奉獻給教會
[00:05:22.980 --> 00:05:24.420]  如果有些兄弟妹妹說
[00:05:24.420 --> 00:05:24.900]  如果有些兄弟妹妹說
[00:05:24.900 --> 00:05:28.620]  牧師我看到你的電腦壞了
[00:05:28.620 --> 00:05:30.700]  那我送電腦給你
[00:05:30.700 --> 00:05:34.380]  有人說摩斯火你的電腦壞了
[00:05:34.380 --> 00:05:35.500]  我送電腦給你
[00:05:35.500 --> 00:05:39.860]  那我就說這個只給做教會侍工使用
[00:05:39.860 --> 00:05:42.260]  那我就直接做教會侍工來用
[00:05:42.260 --> 00:05:44.580]  那我不可以說奉獻電腦給教會
[00:05:44.580 --> 00:05:48.260]  那我不能說奉獻電腦給教會
[00:05:48.260 --> 00:05:49.940]  我們就比較容易處理
[00:05:49.940 --> 00:05:51.420]  我們就比較容易處理
[00:05:51.420 --> 00:05:55.380]  但是對於其他一般弟兄姊妹之間的關係
[00:05:55.380 --> 00:05:57.940]  對其他弟兄姊妹之間的關係
[00:05:57.940 --> 00:06:00.060]  我們就不是這麽簡單的
[00:06:00.060 --> 00:06:01.300]  我們就不會這麽簡單
[00:06:01.300 --> 00:06:03.620]  但是這位弟兄見到他的姊妹
[00:06:03.620 --> 00:06:05.140]  表示弟兄姊妹
[00:06:05.140 --> 00:06:07.060]  或者這位姊妹見到另一位姊妹
[00:06:07.060 --> 00:06:09.860]  這位弟兄又見到另一位弟兄
[00:06:09.860 --> 00:06:11.180]  他有特別的需要
[00:06:11.180 --> 00:06:14.900]  他有困難
[00:06:14.900 --> 00:06:18.620]  而我又有能力
[00:06:18.620 --> 00:06:20.940]  我想幫助他
[00:06:20.940 --> 00:06:23.660]  這個過程我們怎麽去學習呢?
[00:06:23.660 --> 00:06:25.780]  這個過程怎麽去學習呢?
[00:06:25.780 --> 00:06:27.140]  學習分兩邊
[00:06:27.140 --> 00:06:28.060]  學習分成兩個方面
[00:06:28.060 --> 00:06:29.580]  給的那個
[00:06:29.580 --> 00:06:30.300]  給的那個
[00:06:30.300 --> 00:06:31.260]  和接收的那個
[00:06:31.260 --> 00:06:32.780]  和接收的那個
[00:06:32.780 --> 00:06:35.900]  兩者在這個過程裏面就會學習
[00:06:35.900 --> 00:06:37.780]  怎樣能夠有一個更緊密
[00:06:37.780 --> 00:06:39.500]  合神心意的關係建立出來
[00:06:39.500 --> 00:06:44.620]  所以當弟兄姊妹
[00:06:44.620 --> 00:06:48.180]  如果我們在這方面能夠學好的話
[00:06:48.180 --> 00:06:49.700]  即是我們能夠學巧的話
[00:06:49.700 --> 00:06:51.980]  將來當我們回到神國裏面的時候
[00:06:51.980 --> 00:06:54.060]  將來當我們回到神國裏面的時候
[00:06:54.060 --> 00:06:55.660]  記不記得我剛才講過
[00:06:55.660 --> 00:06:56.740]  記不記得我剛才講過
[00:06:56.740 --> 00:06:58.300]  我們和神的關係
[00:06:58.300 --> 00:06:59.420]  我們和神的關係
[00:06:59.420 --> 00:07:00.700]  能夠得以修和
[00:07:00.700 --> 00:07:01.460]  能夠得以修和
[00:07:01.460 --> 00:07:04.860]  也都因為上帝賜下耶穌給我們
[00:07:04.860 --> 00:07:07.420]  也都因為上帝賜下耶穌給我們
[00:07:07.420 --> 00:07:08.820]  我們變成了一個接收者
[00:07:08.820 --> 00:07:10.340]  我們變成了一個接收者
[00:07:10.340 --> 00:07:11.620]  上帝是一個授予
[00:07:11.620 --> 00:07:12.580]  上帝是一個施予者
[00:07:12.580 --> 00:07:14.100]  上帝是一個施予者
[00:07:14.100 --> 00:07:14.900]  怎樣這份
[00:07:14.900 --> 00:07:16.700]  今天我們在教會學習的關係
[00:07:16.700 --> 00:07:18.300]  我們就會學習這種關係
[00:07:18.300 --> 00:07:19.500]  就會幫助我們
[00:07:19.500 --> 00:07:21.860]  將來怎樣和神一起在永恆裏面
[00:07:21.860 --> 00:07:23.700]  生活這份關係
[00:07:23.700 --> 00:07:25.860]  包括我們將來在永恆裏面
[00:07:25.860 --> 00:07:27.620]  和神生活的這種關係
[00:07:27.620 --> 00:07:28.860]  所以菲拉比書
[00:07:28.860 --> 00:07:30.700]  所以菲拉比書第四章
[00:07:30.700 --> 00:07:31.420]  所以菲拉比書第四章
[00:07:31.420 --> 00:07:34.140]  可以說是整卷書的高潮
[00:07:34.140 --> 00:07:35.980]  可以說是整卷書的高潮
[00:07:35.980 --> 00:07:37.580]  是整卷書的核心
[00:07:37.580 --> 00:07:39.260]  可以說是整卷書的核心
[00:07:39.260 --> 00:07:42.420]  菲拉比書不是只講基督徒怎樣喜樂
[00:07:42.420 --> 00:07:46.020]  菲拉比書不光是講基督徒怎樣喜樂
[00:07:46.020 --> 00:07:49.100]  而是要將我們看到這份建立起的喜樂
[00:07:49.100 --> 00:07:51.620]  而是要將我們看到這份建立起的喜樂
[00:07:51.620 --> 00:07:54.300]  顯化到我們將來和耶和華神之間
[00:07:54.300 --> 00:07:56.100]  這份永恆的喜樂
[00:07:56.100 --> 00:08:01.100]  顯化到我們將來和耶和華神之間這份永恆的喜樂
[00:08:01.100 --> 00:08:02.820]  就讓我們去看看好不好
[00:08:02.820 --> 00:08:05.900]  看看保羅怎樣教我們去學習
[00:08:05.900 --> 00:08:08.780]  我們看保羅怎樣教我們去學習
[00:08:08.780 --> 00:08:11.740]  首先第一部分從第十節至第十六節裏面
[00:08:11.740 --> 00:08:13.540]  在第十到第十六節裏面
[00:08:13.540 --> 00:08:15.900]  保羅先給我們看見一點
[00:08:15.900 --> 00:08:17.620]  保羅先讓我們看見
[00:08:17.620 --> 00:08:20.620]  原來接受饋贈的這個人
