
[00:00:00.000 --> 00:00:02.000]  各位電影師妹,願你平安
[00:00:02.000 --> 00:00:05.000]  今日是家庭牧養主日
[00:00:05.000 --> 00:00:10.000]  想和大家思想一個對家庭非常重要的夫妻關係
[00:00:10.000 --> 00:00:15.000]  聖經在夫妻關係的教導是甚麼呢?
[00:00:15.000 --> 00:00:22.000]  很簡單,妻子要馴服丈夫,丈夫要愛妻子
[00:00:22.000 --> 00:00:26.000]  我想丈夫愛妻子,沒有人會反對的
[00:00:27.000 --> 00:00:30.000]  但是馴服丈夫呢?
[00:00:30.000 --> 00:00:33.000]  這很可能是很大膽的講題
[00:00:33.000 --> 00:00:38.000]  特別是我太太也會看到這篇講章
[00:00:38.000 --> 00:00:43.000]  和她剛才九時崇拜的時候,她也坐著聽著我說
[00:00:43.000 --> 00:00:47.000]  還記得我以前在教會有一個姐妹
[00:00:47.000 --> 00:00:53.000]  當其他人提起馴服丈夫這四個字之後就很不高興
[00:00:54.000 --> 00:00:59.000]  我們也不敢在她面前說這個題目
[00:00:59.000 --> 00:01:06.000]  由於是很大膽的講題,我也想問一些大膽的問題
[00:01:06.000 --> 00:01:09.000]  第一,我會問兩個問題
[00:01:09.000 --> 00:01:16.000]  第一,想問一下這裡有多少人是結了婚的弟兄,請舉手
[00:01:16.000 --> 00:01:19.000]  結了婚的弟兄,都不知道吧?
[00:01:20.000 --> 00:01:26.000]  第二個問題,就是問丈夫
[00:01:26.000 --> 00:01:31.000]  有哪些人認為自己太太馴服你?請不要舉手
[00:01:31.000 --> 00:01:36.000]  因為這條是一個很難回答的問題
[00:01:36.000 --> 00:01:41.000]  如果你不舉手,即是說你太太不馴服你
[00:01:41.000 --> 00:01:45.000]  即是說你太太不聽聖經的教訓
[00:01:46.000 --> 00:01:51.000]  但是如果你舉手,即是說你太太馴服你
[00:01:51.000 --> 00:01:55.000]  無論是你怎樣回答
[00:01:55.000 --> 00:02:01.000]  你和你太太都可能在崇拜完之後有些分享的時候
[00:02:01.000 --> 00:02:04.000]  好了,準備好了嗎?
[00:02:04.000 --> 00:02:08.000]  如果你覺得你太太馴服你,請舉手
[00:02:08.000 --> 00:02:11.000]  哇,都不少啊
[00:02:11.000 --> 00:02:15.000]  舉手的弟兄,我真的佩服你,你很勇敢
[00:02:16.000 --> 00:02:18.000]  給他們掌聲
[00:02:18.000 --> 00:02:26.000]  關於馴服丈夫,我們看看聖經怎樣說
[00:02:26.000 --> 00:02:30.000]  這個馴服丈夫的經文,在聖經裡面一共有六節
[00:02:30.000 --> 00:02:35.000]  保羅提過四節,仕途彼得已經提過兩次
[00:02:35.000 --> 00:02:39.000]  可見得馴服丈夫是非常重要的
[00:02:40.000 --> 00:02:46.000]  但是從另一個觀點來看,為什麼這兩位仕途要提這麼多次呢?
[00:02:46.000 --> 00:02:52.000]  可能因為很多太太都有馴服丈夫的困難
[00:02:52.000 --> 00:02:58.000]  在兩千年前的新約時代,這是一個問題
[00:02:58.000 --> 00:03:02.000]  在現在,也是一個意見分歧的問題
[00:03:02.000 --> 00:03:09.000]  在今天的基督徒裡面,馴服丈夫這個問題可以分為贊成和反對
[00:03:10.000 --> 00:03:15.000]  贊成那方面認為馴服丈夫是聖經的教導
[00:03:15.000 --> 00:03:20.000]  創世紀裡面說,男人是比女人先做的
[00:03:20.000 --> 00:03:25.000]  哥倫多前書11章曾經說過,起初男人不是由女人而出
[00:03:25.000 --> 00:03:29.000]  女人乃是由男人而出,並且男人不是為女人而做的
[00:03:29.000 --> 00:03:32.000]  女人乃是為男人做的
[00:03:32.000 --> 00:03:38.000]  傑弗所書第五章也說過,丈夫是妻子的頭,如同基督是教會的頭
[00:03:39.000 --> 00:03:44.000]  這些經文都可能會使人覺得,丈夫的地位比妻子高
[00:03:44.000 --> 00:03:47.000]  所以馴服丈夫是理所當然的
[00:03:47.000 --> 00:03:49.000]  反對那方面怎麼說呢?
[00:03:49.000 --> 00:03:54.000]  反對那方面認為,馴服丈夫是一個過時的教導
[00:03:54.000 --> 00:03:58.000]  在新約時代,只有男人有教育
[00:03:58.000 --> 00:04:02.000]  他們的知識水準一般都比女人高
[00:04:02.000 --> 00:04:07.000]  而丈夫的年紀一般都比妻子大十幾年
[00:04:08.000 --> 00:04:10.000]  他們的見識也比妻子廣
[00:04:10.000 --> 00:04:19.000]  當時女人的主要責任是生養下一代和管理家庭的事務
[00:04:19.000 --> 00:04:24.000]  當時的社會一般都認為,妻子是丈夫的產業
[00:04:24.000 --> 00:04:34.000]  好像二女奴隸一樣,當時的羅馬法律也指明,丈夫的權力在妻子之上
[00:04:35.000 --> 00:04:39.000]  但在今天,這個世界是男女平等
[00:04:39.000 --> 00:04:46.000]  加上妻子的教育水平和工作職位,很多時和丈夫同等,甚至高過
[00:04:46.000 --> 00:04:52.000]  所以馴服丈夫已經不合時宜,不切實際,也不合公義
[00:04:52.000 --> 00:04:56.000]  特別是當丈夫虐待妻子和孩子的時候
[00:04:56.000 --> 00:05:00.000]  難道那些太太還要馴服丈夫嗎?
[00:05:01.000 --> 00:05:07.000]  由於馴服丈夫這四個字使人反感,有些聖經的譯本
[00:05:07.000 --> 00:05:12.000]  甚至將馴服丈夫這四個字改為「跟隨丈夫的帶領」
[00:05:12.000 --> 00:05:19.000]  將馴服應該是submit,改為敬重或尊重respect
[00:05:19.000 --> 00:05:24.000]  另一方面,當聖經說到妻子馴服丈夫的時候
[00:05:24.000 --> 00:05:27.000]  很多時都告訴丈夫要愛妻子
[00:05:28.000 --> 00:05:31.000]  那麼,妻子馴服丈夫是否有條件呢?
[00:05:31.000 --> 00:05:34.000]  是否先要求丈夫要愛妻子呢?
[00:05:34.000 --> 00:05:40.000]  就讓我們今天在一會兒會到的經文去明白神的心意,我們一起讀
[00:05:40.000 --> 00:05:47.000]  你們作妻子的,當馴服自己的丈夫,這在主裡面是相宜的
[00:05:47.000 --> 00:05:52.000]  你們作丈夫的,要愛你們的妻子,不可輔待他們
[00:05:52.000 --> 00:05:56.000]  你們作兒女的,要凡事聽從父母
[00:05:57.000 --> 00:05:59.000]  因為這是主所起語的
[00:05:59.000 --> 00:06:05.000]  你們作父親的,不要惹兒女的氣,恐怕他們失了志氣
[00:06:05.000 --> 00:06:10.000]  你們作僕人的,要凡事聽從你肉身的主人
[00:06:10.000 --> 00:06:15.000]  不要只在眼前侍奉,像是土人喜歡的
[00:06:15.000 --> 00:06:21.000]  總要全心誠實敬畏主,無論作什麼,都要從心裡作
[00:06:21.000 --> 00:06:24.000]  像是給主作的,不是給人作的
[00:06:25.000 --> 00:06:29.000]  因為你知道從主那裡,必得著積業為賞賜
[00:06:29.000 --> 00:06:35.000]  你們所侍奉的乃是主基督,那行不義的,必受不義的報應
[00:06:35.000 --> 00:06:38.000]  主並不偏待人
[00:06:38.000 --> 00:06:42.000]  你們作主人的,要公公平平地待僕人
[00:06:42.000 --> 00:06:46.000]  因為知道你們有一位主在天上
[00:06:46.000 --> 00:06:49.000]  讓我們同心同告
[00:06:52.000 --> 00:06:55.000]  聖潔公義又滿有憐憫的父神
[00:06:55.000 --> 00:06:58.000]  感謝你,施下你的話語
[00:06:58.000 --> 00:07:01.000]  讓我們有機會去明白你的心意
[00:07:01.000 --> 00:07:05.000]  你知道孩子不配,也沒有能力宣講你的道
[00:07:05.000 --> 00:07:09.000]  求你潔淨孩子的心,幫助孩子的口
[00:07:09.000 --> 00:07:13.000]  世外宣講的時候,只有一個目的,就是歸榮耀給你
[00:07:13.000 --> 00:07:16.000]  求你垂聽我們的禱告
[00:07:16.000 --> 00:07:19.000]  禱告是奉我們的主耶穌基督保佑的名字
[00:07:20.000 --> 00:07:24.000]  在我們查考剛才讀的經文之前
[00:07:24.000 --> 00:07:27.000]  讓我們先看看這段經文的背景
[00:07:27.000 --> 00:07:30.000]  為什麼會有哥羅西書
[00:07:30.000 --> 00:07:35.000]  現在的哥羅西是土耳其西部內陸的一個地方
[00:07:35.000 --> 00:07:38.000]  是一片荒蕪之地
[00:07:38.000 --> 00:07:42.000]  在新約的時代,哥羅西也不是一個很大的城市
[00:07:42.000 --> 00:07:45.000]  基督徒的人數也不是很多
[00:07:46.000 --> 00:07:53.000]  為什麼寫這封書呢?因為有異端的教導已經傳入了哥羅西教會
[00:07:53.000 --> 00:08:00.000]  這個異端的教導說,基督不是神,只是另外的一個受眾物
[00:08:00.000 --> 00:08:05.000]  所以基督在十字架上的死,不能使人的罪在那裡赦免
[00:08:05.000 --> 00:08:08.000]  人也不能和神和好
[00:08:08.000 --> 00:08:13.000]  如果信徒要和神親近,就需要有其他的德行
[00:08:14.000 --> 00:08:20.000]  那這些德行是什麼呢?就是通過苦修,將靈魂從肉體中洗淨
[00:08:20.000 --> 00:08:26.000]  為什麼呢?因為這些異端認為,肉體的本質上是邪惡的
[00:08:26.000 --> 00:08:28.000]  也是罪的源頭
[00:08:28.000 --> 00:08:33.000]  人如果要接觸神的話,一定要克苦既生
[00:08:33.000 --> 00:08:36.000]  將屬於肉體的東西除去
[00:08:36.000 --> 00:08:42.000]  這個異端也認為,神是絕對超越人的
[00:08:43.000 --> 00:08:47.000]  如果要自己親近神,人需要天使作媒介
[00:08:47.000 --> 00:08:54.000]  需要敬拜天使,靠他們去轉達對神的求告
[00:08:54.000 --> 00:09:00.000]  這個異端主要的錯誤,是不承認耶穌基督是神
[00:09:00.000 --> 00:09:06.000]  不承認耶穌是與聖父、聖靈同等,三位一體的真神
[00:09:06.000 --> 00:09:11.000]  這些異端不單止在二千年前的新約那裡有
[00:09:12.000 --> 00:09:17.000]  現在如果你在灣仔或者金鐘的地鐵站出面
[00:09:17.000 --> 00:09:23.000]  有些時候你會看到一些派發守望台、看密的人
[00:09:23.000 --> 00:09:25.000]  他們是耶和華的見證人
[00:09:25.000 --> 00:09:28.000]  他們不承認耶穌基督是神
[00:09:28.000 --> 00:09:32.000]  甚至會刪改聖經去否定耶穌基督的神聖
[00:09:32.000 --> 00:09:36.000]  這些異端邪說會誤導使人會認為
[00:09:36.000 --> 00:09:40.000]  不是憑著相信主耶穌在十字架上的救贖
[00:09:41.000 --> 00:09:43.000]  而是憑著自己的行為才可以得救
[00:09:43.000 --> 00:09:47.000]  保羅為了要保護哥羅西和當時不同地方的教會
[00:09:47.000 --> 00:09:49.000]  就寫了這封書信
[00:09:49.000 --> 00:09:55.000]  這封書信的主題是「基督是神,祂與神同等」
[00:09:55.000 --> 00:10:00.000]  在第一章十五到二十節就開宗明義地宣告這個主題
[00:10:00.000 --> 00:10:02.000]  讓我們一起讀
[00:10:03.000 --> 00:10:16.000]  天下不能看見之神的像,是受生的,所以一切被做的而先,因為萬有都是靠祂做的,無論是天上的、地上的、能看見的、不能看見的
[00:10:16.000 --> 00:10:24.000]  或是有為的、主席的、執政的、掌權的,一切都是藉著祂做的,又是為祂做的
[00:10:25.000 --> 00:10:38.000]  祂在萬有之先,萬有又靠祂而立,祂也是教會全體之首,祂是原始,是從死裡首先復生的,使祂可以在凡事上居首位
[00:10:39.000 --> 00:10:55.000]  因為父喜歡叫一切風聖在祂裡面居住,既然藉著祂在十字架上所流的血,成就了和平,便藉著祂叫萬有,無論是地上的、天上的,都與自己和好了
[00:10:55.000 --> 00:11:03.000]  這段經文就是宣告耶穌基督是神,其中最重要的一段經文
[00:11:04.000 --> 00:11:15.000]  經文清楚地講到耶穌是神的愛子,祂是神的像,耶穌將人所不能體現的神表明給我們看
[00:11:15.000 --> 00:11:27.000]  耶穌超越一切被造的創造萬物,祂是萬物的創造者,萬物也是靠著耶穌的能力才可以繼續存在和運作
[00:11:27.000 --> 00:11:32.000]  因為耶穌在十字架上所流的血,萬物就可以與神和好
[00:11:33.000 --> 00:11:41.000]  這些經文粉碎了耶穌不是神的異端教導,也告訴我們萬物是藉著主耶穌而造的
[00:11:41.000 --> 00:11:54.000]  萬物存在的原因就是為了彰顯耶穌的榮耀,所以每個信徒應該按著耶穌的旨意來生活
[00:11:55.000 --> 00:12:06.000]  這是哥羅西書的大綱,前面兩章首先宣告耶穌是神,萬有的主,祂的地位和工作
[00:12:06.000 --> 00:12:16.000]  第三章開始教導信徒,因為耶穌是萬有的主,他們應該有在真理之下相應的生活
[00:12:17.000 --> 00:12:26.000]  書上的前一半是說基督為信徒已經成就的事,後一半是說信徒應做的事
[00:12:26.000 --> 00:12:33.000]  信徒要思念復活的主,致死自己過去的舊人和成為新造的人
[00:12:33.000 --> 00:12:41.000]  怎樣才是新造的人呢?保羅最後教導信徒如何在家庭和社會按著耶穌的旨意來生活
[00:12:42.000 --> 00:12:47.000]  所以今天的經文說的是在耶穌是萬有的主的大前提之下
[00:12:47.000 --> 00:13:01.000]  信徒在日常生活中應有的生活操守,包括了信服丈夫,愛妻子,聽從父母,不惹兒女的氣,聽從主人和公平的待服人
[00:13:01.000 --> 00:13:07.000]  在這短短的九節經文中,「主」這個字出現了八次
[00:13:08.000 --> 00:13:16.000]  當信徒能夠信服丈夫,聽從父母,聽從主人,公平的待服人的時候
[00:13:16.000 --> 00:13:21.000]  結果就是得到主的喜悅和主得到人的敬畏
[00:13:21.000 --> 00:13:32.000]  可見在這些信徒要做的事,最終的對象不是丈夫、妻子、父母、主人或是服人,而是主耶穌
[00:13:33.000 --> 00:13:43.000]  在23-24節,保羅總括這段經文:「無論作什麼,都要從心裡作,將是給主作的,不是給人作的
[00:13:43.000 --> 00:13:51.000]  因你們知道從主那裡,必得著基業為賞賜,你們所侍奉的乃是主基督」
[00:13:51.000 --> 00:13:59.000]  所以當經文說到妻子信服丈夫,丈夫愛妻子的時候,最終的侍奉對象就是主耶穌
[00:14:00.000 --> 00:14:04.000]  我將這些關係總結在這個圖中
[00:14:04.000 --> 00:14:12.000]  丈夫是透過愛妻子侍奉主耶穌,妻子是透過信服丈夫侍奉主耶穌
[00:14:12.000 --> 00:14:19.000]  所以愛妻子信服丈夫是方法,侍奉主是目的
[00:14:20.000 --> 00:14:30.000]  另外一點,當經文提到妻子信服丈夫,丈夫愛妻子的時候,是用「當」和「要」這些助語詞
[00:14:30.000 --> 00:14:37.000]  在希臘原文,這是命令式,就是說這是妻子和丈夫必須要做的事
[00:14:37.000 --> 00:14:45.000]  也就是說無論妻子是否信服丈夫,丈夫也要愛妻子
[00:14:46.000 --> 00:14:51.000]  無論丈夫是否愛妻子,妻子也要信服丈夫
[00:14:51.000 --> 00:14:57.000]  所以信服丈夫愛妻子是無條件的付出,不是交易
[00:14:57.000 --> 00:15:03.000]  弟兄姊妹,難不難?難吧?
[00:15:03.000 --> 00:15:09.000]  但其實這種無條件的付出,是我們可以做得到的
[00:15:10.000 --> 00:15:19.000]  如果你是一個反叛年齡的兒女,你會知道他們可以激他們半死
[00:15:19.000 --> 00:15:24.000]  但是你愛不愛他們?愛嘛,是不是?
[00:15:24.000 --> 00:15:33.000]  如果可以無條件地愛自己的兒女,為什麼不可以無條件地去愛或者信服自己的配偶呢?
[00:15:34.000 --> 00:15:42.000]  你可能會問,如果丈夫要做一些違背神的事,難道太太還要信服丈夫嗎?
[00:15:42.000 --> 00:15:49.000]  請大家留意,侍奉主耶穌是信服丈夫最終的目的
[00:15:49.000 --> 00:15:55.000]  如果是違背神的事,太太就不應該聽丈夫的話
[00:15:55.000 --> 00:15:59.000]  因為這樣不是服事主
[00:16:00.000 --> 00:16:06.000]  同樣,丈夫也不可以做違背神的事,去愛太太
[00:16:06.000 --> 00:16:11.000]  那怎樣才算是信服丈夫呢?
[00:16:11.000 --> 00:16:21.000]  在希臘語文,信服是自願聽從、合作和願意負上責任
[00:16:21.000 --> 00:16:24.000]  重點是自願這兩個字
[00:16:25.000 --> 00:16:32.000]  這個不是被動或者消極的服從,而是主動地願意將自己的意願和主權放下
[00:16:32.000 --> 00:16:41.000]  所以保羅在這裡告訴妻子應該藏在內心願意信服丈夫,而不是在丈夫的命令之下服從
[00:16:41.000 --> 00:16:46.000]  而是甘心樂意將自己的主權放下,聽從丈夫
[00:16:46.000 --> 00:16:50.000]  就好像耶穌基督對父神的信服一樣
[00:16:51.000 --> 00:16:55.000]  我們一起讀,第二章,6-8節
[00:16:55.000 --> 00:17:00.000]  他本有神的形象,不以自己與神同等為強奪的
[00:17:00.000 --> 00:17:05.000]  反倒虛己,取了奴僕的形象,成為人的樣式
[00:17:05.000 --> 00:17:13.000]  既有人的樣子,就自己的卑微,全心信服,以至於死,且死在十字架上
[00:17:13.000 --> 00:17:17.000]  主耶穌雖然自己是神,與神同等
[00:17:18.000 --> 00:17:21.000]  但是他主動放棄了自己的權柄
[00:17:21.000 --> 00:17:28.000]  信服這個原文就是聽從父神的旨意,為我們的罪死在十字架上
[00:17:28.000 --> 00:17:36.000]  因為耶穌與神同等,所以當他信服神的時候,不是因為他自己的地位比神低
[00:17:36.000 --> 00:17:42.000]  所以當聖經說到信服的時候,不是因為自己的地位的問題
[00:17:43.000 --> 00:17:50.000]  而是在神面前,其實在神的面前,妻子與丈夫的地位是完全平等的
[00:17:50.000 --> 00:17:55.000]  在彼得前書第三章第一和第七節說
[00:17:55.000 --> 00:17:58.000]  「你們作妻子的,要信服自己的丈夫」
[00:17:58.000 --> 00:18:00.000]  在第七節彼得繼續說
[00:18:00.000 --> 00:18:04.000]  「你們作丈夫的,又要按情理和妻子同住
[00:18:04.000 --> 00:18:08.000]  因他比你軟弱,願你一同承受生命之隱的」
[00:18:08.000 --> 00:18:11.000]  所以要敬重或尊敬他
[00:18:12.000 --> 00:18:14.000]  這段經文除了要妻子信服丈夫之外
[00:18:14.000 --> 00:18:19.000]  丈夫也需要去敬重和尊敬自己的妻子
[00:18:19.000 --> 00:18:25.000]  如果妻子的地位是低於丈夫的話,為何丈夫要尊敬妻子呢?
[00:18:25.000 --> 00:18:32.000]  另外,因為妻子與丈夫一同承受神所賜予的生命之恩
[00:18:32.000 --> 00:18:36.000]  妻子與丈夫就沒有高低之分
[00:18:37.000 --> 00:18:44.000]  在二弗所書第五章當使徒保羅在二十二節告訴妻子要信服丈夫之前
[00:18:44.000 --> 00:18:49.000]  在第二十一節他告訴所有信徒要彼此信服
[00:18:49.000 --> 00:18:54.000]  亦即夫妻之間要彼此信服
[00:18:54.000 --> 00:18:57.000]  彼此信服是一個完全平等的關係
[00:18:57.000 --> 00:19:02.000]  在關係之下,妻子要信服丈夫
[00:19:03.000 --> 00:19:08.000]  這段經文讓我們看到在神的眼中,丈夫與妻子是完全平等的
[00:19:08.000 --> 00:19:15.000]  妻子要信服丈夫不是因為他的地位比丈夫低,而是妻子要做的事
[00:19:15.000 --> 00:19:20.000]  你可能會問,聖經不是說丈夫是妻子的頭嗎?
[00:19:20.000 --> 00:19:24.000]  這樣,丈夫的地位不是比妻子高嗎?
