
[00:00:00.000 --> 00:00:01.560]  大兄姊妹 平安日
[00:00:01.560 --> 00:00:05.460]  我們都要一齊同心禱告
[00:00:05.460 --> 00:00:08.640]  都會上帝很多的限制
[00:00:08.640 --> 00:00:10.000]  不過祢仍然無阻
[00:00:10.000 --> 00:00:13.180]  我們願意敬拜 讚美祢的心
[00:00:13.180 --> 00:00:16.060]  願祢閱立我們所獻情的
[00:00:16.060 --> 00:00:16.960]  又感謝祢
[00:00:16.960 --> 00:00:19.280]  因為祢賜下祢自己的話語
[00:00:19.280 --> 00:00:21.040]  向我們啟示祢自己
[00:00:21.040 --> 00:00:24.360]  以致我們可以更多更深的認識祢
[00:00:24.360 --> 00:00:25.460]  願祢祝福
[00:00:25.460 --> 00:00:27.140]  用我們無論聽的 講的
[00:00:27.140 --> 00:00:30.400]  祢自己的話語 祝福 造就和幫助
[00:00:30.400 --> 00:00:31.420]  隨聽我們祈禱
[00:00:31.420 --> 00:00:33.600]  奉耶穌基督的名禱
[00:00:33.600 --> 00:00:34.600]  阿們
[00:00:57.140 --> 00:00:59.140]  (字幕:梁美芬)
[00:01:27.140 --> 00:01:29.140]  (字幕:梁美芬)
[00:01:57.140 --> 00:02:02.020]  我們今日藉著希伯來書經文十章的一至十節
[00:02:02.020 --> 00:02:09.660]  我們一齊去看看怎樣去回答這個問題
[00:02:09.660 --> 00:02:12.160]  在這個經文的一至四節那裡
[00:02:12.160 --> 00:02:13.920]  其實是解釋了給我們聽
[00:02:13.920 --> 00:02:19.800]  為什麼舊有的制治制度是一個不完全的制度
[00:02:19.800 --> 00:02:22.280]  在舊約律法所規定的憲制
[00:02:22.280 --> 00:02:26.140]  包括了那些制治的儀式 禮制
[00:02:26.140 --> 00:02:31.460]  作者就用了影子和真相來做一個對比
[00:02:31.460 --> 00:02:35.420]  對比出舊約憲制的禮制
[00:02:35.420 --> 00:02:39.100]  和新約耶穌基督和我們所獻上的永恆
[00:02:39.100 --> 00:02:42.580]  完全是制治之間的分別
[00:02:42.580 --> 00:02:44.980]  舊約的年代
[00:02:44.980 --> 00:02:49.440]  人透過獻祭能夠來到上帝面前
[00:02:49.440 --> 00:02:53.140]  不過叫人和神的距離其實還很遠
[00:02:53.140 --> 00:02:57.780]  因為不是一次獻上能夠永恆有效的祭
[00:02:57.780 --> 00:03:00.700]  而反而要按年按日
[00:03:00.700 --> 00:03:04.660]  按摩西五經所規定的去獻祭
[00:03:04.660 --> 00:03:07.420]  舊約那個制治的禮制
[00:03:07.420 --> 00:03:13.420]  只能夠提供一個外表的短暫的禮儀上的潔淨
[00:03:13.420 --> 00:03:17.180]  但不能夠叫人的良心得到潔淨
[00:03:17.180 --> 00:03:23.180]  因此人不能夠直以坦然無懼地來到施恩寶座之前
[00:03:23.180 --> 00:03:30.420]  律法和獻祭只是在耶穌基督完成永恆
[00:03:30.420 --> 00:03:35.940]  贖罪制的一個形象 一個形容 一個影義
[00:03:35.940 --> 00:03:38.540]  靠人所獻的祭
[00:03:38.540 --> 00:03:45.180]  並不能夠讓良心變得潔淨 變得合資格來到神面前
[00:03:45.180 --> 00:03:47.260]  人應該在獻祭之後
[00:03:47.260 --> 00:03:49.860]  因為這樣的話 如果已經獻祭了
[00:03:49.860 --> 00:03:53.420]  然後我們已經合格了 潔淨了
[00:03:53.420 --> 00:03:54.820]  人應該在獻祭之後
[00:03:54.820 --> 00:03:58.940]  就不會感覺到自己仍然有罪和不聖潔
[00:03:58.940 --> 00:04:02.060]  亦都不需要年復年 日復日
[00:04:02.060 --> 00:04:06.620]  一次又一次重覆的獻祭
[00:04:06.620 --> 00:04:10.540]  而經文所指未來美好事物
[00:04:10.540 --> 00:04:15.700]  形容藉著耶穌基督所獻上的帶來了新的
[00:04:15.700 --> 00:04:20.300]  完美的 令人得意永恆的救贖
[00:04:20.300 --> 00:04:24.540]  經文四節提到公牛和沙人的血
[00:04:24.540 --> 00:04:28.020]  當然是說舊約整個律法裏面
[00:04:28.020 --> 00:04:31.660]  贖罪制和贖獻祭所獻上的祭品
[00:04:31.660 --> 00:04:35.380]  他們的血不能夠完全的除罪
[00:04:35.380 --> 00:04:37.780]  說的是舊有的獻祭
[00:04:37.780 --> 00:04:41.700]  沒有辦法讓人永恆的 不受阻礙的
[00:04:41.700 --> 00:04:45.580]  來到神面前
[00:04:45.580 --> 00:04:49.700]  當人在舊約的年代進行獻祭
[00:04:49.700 --> 00:04:54.460]  只是可以初步的領會到耶穌基督
[00:04:54.460 --> 00:04:59.740]  這位永恆的大祭師為我們獻上永恆有效的祭
[00:04:59.740 --> 00:05:02.460]  是何等的榮耀
[00:05:02.460 --> 00:05:08.140]  是叫人和神的距離變成零的距離
[00:05:08.140 --> 00:05:14.140]  罪惡和死亡是藉著耶穌基督所獻上的
[00:05:14.140 --> 00:05:17.820]  能夠讓我們不再受阻隔
[00:05:17.820 --> 00:05:21.020]  而人憑藉這個這麼寶貴的恩典
[00:05:21.020 --> 00:05:24.220]  就可以良心不覺有罪
[00:05:24.220 --> 00:05:26.060]  不是我們沒有罪
[00:05:26.060 --> 00:05:27.860]  而是耶穌基督的恩典
[00:05:27.860 --> 00:05:31.860]  讓我們的罪被除去 被遮蓋
[00:05:31.860 --> 00:05:36.860]  因為耶穌基督所獻上的效用是永遠生效的
[00:05:36.860 --> 00:05:40.820]  而且是讓人完全的被除罪 不潔淨
[00:05:40.820 --> 00:05:47.140]  這是舊有的禮祭所無法滿足的
[00:05:47.140 --> 00:05:51.060]  人靠自己的能力獻上的祭
[00:05:51.060 --> 00:05:57.380]  叫人和神仍然只能夠遠距離的接觸
[00:05:57.380 --> 00:06:02.420]  這是對應當時希伯來書的讀者他們的處境
[00:06:02.420 --> 00:06:04.740]  因為當時有一些猶太的信徒
[00:06:04.740 --> 00:06:11.100]  仍舊是按照舊約律法所規定的去獻上祭
[00:06:11.100 --> 00:06:14.340]  以為這樣罪就可以得以赦免
[00:06:14.340 --> 00:06:18.020]  讓他們保持和神仍然同在的狀態
[00:06:18.020 --> 00:06:20.100]  他們堅持自己的獻祭
[00:06:20.100 --> 00:06:23.460]  是因為他們還未可以完全體會到
[00:06:23.460 --> 00:06:30.060]  耶穌基督所帶來的永恆贖罪祭的真理
[00:06:30.060 --> 00:06:34.420]  今天當我們能夠可以周而復始的
[00:06:34.420 --> 00:06:39.820]  恆常的來到上帝面前敬拜甚至侍奉
[00:06:39.820 --> 00:06:42.420]  同樣都不是一個形式來的
[00:06:42.420 --> 00:06:44.700]  因為單靠來到敬拜的行為
[00:06:44.700 --> 00:06:47.820]  並不是可以叫我們被稱為儀
[00:06:47.820 --> 00:06:50.860]  因為我們敬拜的對象是聖潔的神
[00:06:50.860 --> 00:06:52.780]  如果我們不是領受了恩典
[00:06:52.780 --> 00:06:57.540]  藉著耶穌基督永遠的祭登蒙救贖
[00:06:57.540 --> 00:07:01.380]  其實我們做什麼都不可能
[00:07:01.380 --> 00:07:05.100]  就算我們真的做了或者獻了
[00:07:05.100 --> 00:07:09.220]  也因為不潔淨不被神所閱立
[00:07:09.220 --> 00:07:11.580]  所以如果我們不是蒙了這位
[00:07:11.580 --> 00:07:14.100]  基督大祭司所帶來的救贖
[00:07:14.100 --> 00:07:15.260]  我們其實沒有一個人
[00:07:15.260 --> 00:07:19.060]  可以站在上帝的面前去敬拜祂
[00:07:19.060 --> 00:07:22.100]  也不可能有被赦罪的平安
[00:07:22.100 --> 00:07:25.620]  也不可能有力量會出神聖的生命
[00:07:25.620 --> 00:07:28.700]  不可能參與服侍
[00:07:28.700 --> 00:07:34.540]  不可能獻上神所閱立金錢的祭
[00:07:34.540 --> 00:07:38.300]  可不可以幫我把POWER POINT拿下來
[00:07:38.300 --> 00:07:39.780]  我按
[00:07:39.780 --> 00:07:42.500]  可能要再拿下來 麻煩你
[00:07:42.500 --> 00:07:46.060]  再拿下來
[00:07:46.060 --> 00:07:48.380]  是 麻煩你
[00:07:48.380 --> 00:07:51.700]  今天可能我們都已經參與了
[00:07:51.700 --> 00:07:55.340]  團契 聚會 崇拜很多年
[00:07:55.340 --> 00:07:59.420]  甚至可能我們都有參與很多不同崗位的服侍
[00:07:59.420 --> 00:08:01.740]  不過經文這裡再次提醒我們
[00:08:01.740 --> 00:08:05.780]  其實我們都是原是不配
[00:08:05.780 --> 00:08:07.820]  完全不合資格
[00:08:07.820 --> 00:08:10.020]  今天我們在聚會
[00:08:10.020 --> 00:08:12.100]  或者在承擔每一個事件的時候
[00:08:12.100 --> 00:08:13.540]  我們都要留心
[00:08:13.540 --> 00:08:15.860]  不要因為耶穌基督的救贖
[00:08:15.860 --> 00:08:17.860]  讓我們已經被輕易
[00:08:17.860 --> 00:08:23.860]  令我們忘記了 忘卻了感激神的救贖的恩情
[00:08:23.860 --> 00:08:27.700]  因為我們完全是靠賴這份恩情
[00:08:27.700 --> 00:08:30.180]  才能夠可以親近祂
[00:08:30.180 --> 00:08:35.780]  畢竟我們其實都不過是一個蒙恩的罪人
[00:08:35.780 --> 00:08:38.780]  人所獻上的不能夠令我們輕易
[00:08:38.780 --> 00:08:41.100]  律法所定下來的禮制
[00:08:41.100 --> 00:08:43.660]  不能夠使人完全的除罪
[00:08:43.660 --> 00:08:45.380]  不過感謝上帝
[00:08:45.380 --> 00:08:51.060]  因為祂的心願不是要和我們保持那個距離
[00:08:51.060 --> 00:08:55.740]  祂仍是願意我們能夠可以零距離的
[00:08:55.740 --> 00:08:58.180]  可以接觸祂 親近祂
[00:08:58.180 --> 00:09:00.580]  和祂一起同在
[00:09:00.580 --> 00:09:04.580]  因此神甘願犧牲祂自己獨身的愛子耶穌基督
[00:09:04.580 --> 00:09:08.380]  讓祂成為真正完全的祭物
[00:09:08.380 --> 00:09:12.340]  一個零距離的祭
[00:09:12.340 --> 00:09:14.860]  經文五至九節
[00:09:14.860 --> 00:09:17.140]  繼續告訴我們
[00:09:17.140 --> 00:09:19.500]  耶穌基督所獻上的祭
[00:09:19.500 --> 00:09:21.140]  祂獻上的生命
[00:09:21.140 --> 00:09:24.540]  為何父神是月辣
[00:09:24.540 --> 00:09:27.740]  這個可能要再落一落power point
[00:09:27.740 --> 00:09:31.260]  去到詩篇四十篇的power point
[00:09:31.260 --> 00:09:32.820]  麻煩了
[00:09:32.820 --> 00:09:36.620]  希伯來斯的作者在詩篇四十篇的六至八節
[00:09:36.620 --> 00:09:41.380]  看到在基督身上應驗了的預言
[00:09:41.380 --> 00:09:47.020]  於是他將這個詩篇引據的話放在耶穌基督當中
[00:09:47.020 --> 00:09:48.940]  這個預言預告了神
[00:09:48.940 --> 00:09:50.500]  將會用一個人的身體
[00:09:50.500 --> 00:09:52.540]  而不是律法所規定的祭身
[00:09:52.540 --> 00:09:55.620]  來完成祂的旨意
[00:09:55.620 --> 00:09:58.060]  希伯來斯的作者的目的
[00:09:58.060 --> 00:10:01.060]  其實是很想預備去解釋
[00:10:01.060 --> 00:10:03.900]  這個六至九節的經文的意思
[00:10:03.900 --> 00:10:05.620]  當中有四個的重點
[00:10:05.620 --> 00:10:07.340]  我們都要用心去了解
[00:10:07.340 --> 00:10:09.500]  以致我們能夠明白
[00:10:09.500 --> 00:10:12.900]  學習以致可以實踐
[00:10:12.900 --> 00:10:15.020]  第一個是五節那裏
[00:10:15.020 --> 00:10:17.740]  我們留意到詩篇四十篇
[00:10:17.740 --> 00:10:19.420]  第六節所講
[00:10:19.420 --> 00:10:21.540]  「你已經開通我的耳朵
[00:10:21.540 --> 00:10:27.260]  被改為你曾為我預備了身體」
[00:10:27.260 --> 00:10:29.020]  這裏原來是講耶穌基督
