
[00:00:00.000 --> 00:00:04.000]  第 5 節
[00:00:04.000 --> 00:00:07.000]  各位親愛的大英姊妹、主內平安
[00:00:07.000 --> 00:00:09.500]  神時時都向我們講說話
[00:00:09.500 --> 00:00:13.500]  當我們見到一件抗世巨作的時候
[00:00:13.500 --> 00:00:15.000]  我們會很讚嘆
[00:00:15.000 --> 00:00:20.500]  為何那位藝術家能夠創造出一個傑作出來
[00:00:20.500 --> 00:00:24.500]  Michael Angelo 米開蘭基羅
[00:00:24.500 --> 00:00:28.000]  是一位令舉世震驚的藝術家
[00:00:28.000 --> 00:00:31.500]  他有一件很出名的雕刻品
[00:00:31.500 --> 00:00:34.000]  就是大衛的雕像
[00:00:34.000 --> 00:00:37.000]  原來有一天他走過一個地方
[00:00:37.000 --> 00:00:45.000]  見到一大條荒廢了的白色的大理石柱
[00:00:45.000 --> 00:00:47.000]  他心裏面就覺得
[00:00:47.000 --> 00:00:50.000]  這條石柱很有用
[00:00:50.000 --> 00:00:55.000]  我可以雕刻出一件藝術品出來
[00:00:55.000 --> 00:00:58.000]  於是他就找了一批年輕人
[00:00:58.000 --> 00:01:05.000]  用了很多功夫搬搬搬搬回他的工作坊
[00:01:05.000 --> 00:01:10.000]  然後他望著這條大理石柱思想
[00:01:10.000 --> 00:01:13.000]  他裏面有一個感動
[00:01:13.000 --> 00:01:18.000]  他好像說要將那些不對的地方削去
[00:01:18.000 --> 00:01:23.000]  然後一個像就會在裏面浮出來
[00:01:23.000 --> 00:01:27.000]  於是他一共用了三四年的時間
[00:01:27.000 --> 00:01:30.000]  是日以繼夜地在這裏工作
[00:01:30.000 --> 00:01:32.000]  據一些歷史說
[00:01:32.000 --> 00:01:34.000]  他晚上甚至不回家
[00:01:34.000 --> 00:01:40.000]  就在工場裏面穿著普通工作的衣服睡覺
[00:01:40.000 --> 00:01:46.000]  他真的將全部的心思精神放在這個雕像上
[00:01:46.000 --> 00:01:49.000]  結果經過四年之後
[00:01:49.000 --> 00:01:55.000]  一座舉世震驚的大衛雕像就出現了
[00:01:55.000 --> 00:01:59.000]  這個大衛是少年時候的大衛
[00:01:59.000 --> 00:02:02.000]  他的身體非常之有力量
[00:02:02.000 --> 00:02:04.000]  他的腳踏前一點點
[00:02:04.000 --> 00:02:11.000]  好像手裏面拿著雕石的器具
[00:02:11.000 --> 00:02:14.000]  來面對巨人哥利亞
[00:02:14.000 --> 00:02:18.000]  他好像要挑戰哥利亞一樣
[00:02:18.000 --> 00:02:21.000]  因此當這件作品面世的時候
[00:02:21.000 --> 00:02:24.000]  所有的人都驚歎
[00:02:24.000 --> 00:02:27.000]  他的神情很吸引人
[00:02:27.000 --> 00:02:31.000]  他將他那種力量肌肉的表達
[00:02:31.000 --> 00:02:34.000]  全部流露出來
[00:02:34.000 --> 00:02:37.000]  這就是一件作品
[00:02:37.000 --> 00:02:39.000]  今天我很想跟大家說
[00:02:39.000 --> 00:02:44.000]  原來你和我都是神的傑作
[00:02:44.000 --> 00:02:47.000]  我們是神的作品
[00:02:47.000 --> 00:02:52.000]  在《爾忽所書》第二章第十節說
[00:02:52.000 --> 00:02:55.000]  我們原是他的工作
[00:02:55.000 --> 00:02:59.000]  在基督耶穌裏造成的
[00:02:59.000 --> 00:03:01.000]  叫我們去行善
[00:03:01.000 --> 00:03:06.000]  就是他老早預備了叫我們去行的
[00:03:06.000 --> 00:03:07.000]  有不同的聖經
[00:03:07.000 --> 00:03:09.000]  有不同的翻譯
[00:03:09.000 --> 00:03:13.000]  我很想將一些翻譯本讀給大家聽
[00:03:13.000 --> 00:03:16.000]  《環球聖經》的翻譯是這樣的
[00:03:16.000 --> 00:03:22.000]  事實上 我們是神的作品
[00:03:22.000 --> 00:03:26.000]  作品這個字其實就是指一篇詩
[00:03:26.000 --> 00:03:30.000]  而且是指那些很有名的詩作
[00:03:30.000 --> 00:03:34.000]  一個詩人他一定費盡心血
[00:03:34.000 --> 00:03:39.000]  嘔心瀝血來寫出一篇詩
[00:03:39.000 --> 00:03:41.000]  當你讀這篇詩的時候
[00:03:41.000 --> 00:03:44.000]  這篇詩很觸動你的心靈
[00:03:44.000 --> 00:03:47.000]  這篇詩引起你很多的聯想
[00:03:47.000 --> 00:03:49.000]  我們就會讚嘆
[00:03:49.000 --> 00:03:53.000]  這是詩人的一篇大作
[00:03:53.000 --> 00:03:56.000]  原來聖經裏面用的這個字
[00:03:56.000 --> 00:03:59.000]  我們是神的作品
[00:03:59.000 --> 00:04:02.000]  有英文聖經這樣翻譯
[00:04:02.000 --> 00:04:05.000]  For we are his workmanship
[00:04:05.000 --> 00:04:07.000]  很多聖經英文都是說
[00:04:07.000 --> 00:04:09.000]  我們是他的 workmanship
[00:04:09.000 --> 00:04:13.000]  但也都有New Living Translation那裏說
[00:04:13.000 --> 00:04:16.000]  For we are God's masterpiece
[00:04:16.000 --> 00:04:20.000]  我們是神的抗世傑作
[00:04:20.000 --> 00:04:23.000]  這件傑作一出現
[00:04:23.000 --> 00:04:26.000]  震驚所有的人
[00:04:26.000 --> 00:04:29.000]  在現代中文譯本裏說
[00:04:29.000 --> 00:04:33.000]  上帝就是我們的創造者
[00:04:33.000 --> 00:04:38.000]  他藉著耶穌基督改造了我們
[00:04:38.000 --> 00:04:42.000]  一個藝術家當他在雕刻的時候
[00:04:42.000 --> 00:04:45.000]  他不太想有人參觀他的作品
[00:04:45.000 --> 00:04:49.000]  他說我還沒有做好
[00:04:49.000 --> 00:04:52.000]  有時候我們經過一些地盤
[00:04:52.000 --> 00:04:57.000]  會掛著牌寫著 施工中
[00:04:57.000 --> 00:05:00.000]  在進行當中
[00:05:00.000 --> 00:05:01.000]  就是說你不要進去
[00:05:01.000 --> 00:05:03.000]  你不要搞亂當
[00:05:03.000 --> 00:05:05.000]  這裏是工地
[00:05:05.000 --> 00:05:07.000]  很混亂的
[00:05:07.000 --> 00:05:12.000]  原來今天神都繼續在我們的生命
[00:05:12.000 --> 00:05:13.000]  要雕琢我們
[00:05:13.000 --> 00:05:17.000]  將我們身上一些不合神心意的東西
[00:05:17.000 --> 00:05:18.000]  他要削掉它
[00:05:18.000 --> 00:05:20.000]  他要批掉它
