
[00:00:00.000 --> 00:00:02.000]  請指名早晨
[00:00:02.000 --> 00:00:04.000]  這幾天最大的新聞是甚麼
[00:00:04.000 --> 00:00:06.000]  Donald Trump
[00:00:06.000 --> 00:00:08.000]  閉上眼
[00:00:08.000 --> 00:00:10.000]  形象都走出來
[00:00:10.000 --> 00:00:12.000]  我見到一個最誇張的形象
[00:00:12.000 --> 00:00:14.000]  就是叫拔絲Donald Trump
[00:00:14.000 --> 00:00:16.000]  拔絲
[00:00:16.000 --> 00:00:18.000]  整個頭髮好像Donald Trump的形象
[00:00:18.000 --> 00:00:20.000]  即是說
[00:00:20.000 --> 00:00:22.000]  有些人說Donald Trump上場
[00:00:22.000 --> 00:00:24.000]  世界就會更加亂
[00:00:24.000 --> 00:00:26.000]  其實他上不上場都是這麼亂
[00:00:26.000 --> 00:00:28.000]  我現在不是要說
[00:00:28.000 --> 00:00:30.000]  我們是
[00:00:30.000 --> 00:00:32.000]  喜不喜歡他
[00:00:32.000 --> 00:00:34.000]  我們即刻已經看到很多新聞
[00:00:34.000 --> 00:00:36.000]  就說Donald Trump上場
[00:00:36.000 --> 00:00:38.000]  然後美國的人就
[00:00:38.000 --> 00:00:40.000]  去搜尋
[00:00:40.000 --> 00:00:42.000]  究竟移民去哪裏
[00:00:42.000 --> 00:00:44.000]  其中一個最多的就是澳洲
[00:00:44.000 --> 00:00:46.000]  所以你會遇到很多美國的移民
[00:00:46.000 --> 00:00:48.000]  會來到澳洲
[00:00:48.000 --> 00:00:50.000]  是不是被Donald Trump我不知道
[00:00:50.000 --> 00:00:52.000]  但是真的緊得很緊要
[00:00:52.000 --> 00:00:54.000]  在祈禱會
[00:00:54.000 --> 00:00:56.000]  剛剛我都有分享
[00:00:56.000 --> 00:00:58.000]  十月的時候
[00:00:58.000 --> 00:01:00.000]  十月頭有個新聞
[00:01:00.000 --> 00:01:02.000]  就是英國陸軍前總參謀長
[00:01:02.000 --> 00:01:04.000]  他就說
[00:01:04.000 --> 00:01:06.000]  即是如果再不採取行動
[00:01:06.000 --> 00:01:08.000]  你說誰採取行動
[00:01:08.000 --> 00:01:10.000]  自己看一下
[00:01:10.000 --> 00:01:12.000]  他說第三次世界大戰可能在未來五年內爆發
[00:01:12.000 --> 00:01:14.000]  不知道有沒有看這個新聞
[00:01:14.000 --> 00:01:16.000]  然後十月中
[00:01:16.000 --> 00:01:18.000]  就有人報導了
[00:01:18.000 --> 00:01:20.000]  北韓參與俄烏的戰爭
[00:01:20.000 --> 00:01:22.000]  就說這樣就開了個
[00:01:22.000 --> 00:01:24.000]  Pandora Box
[00:01:24.000 --> 00:01:26.000]  即是你有個外國勢力進入了
[00:01:26.000 --> 00:01:28.000]  戰場裏面
[00:01:28.000 --> 00:01:30.000]  即是說有很多國家可能會參與
[00:01:30.000 --> 00:01:32.000]  這個報導就說
[00:01:32.000 --> 00:01:34.000]  這樣就有可能
[00:01:34.000 --> 00:01:36.000]  變成第三次世界大戰
[00:01:36.000 --> 00:01:38.000]  然後十月尾
[00:01:38.000 --> 00:01:40.000]  其實不知為何
[00:01:40.000 --> 00:01:42.000]  那個人會說這件事好像不關他的事
[00:01:42.000 --> 00:01:44.000]  摩根大通銀行首席執行官
[00:01:44.000 --> 00:01:46.000]  這個Jamie
[00:01:46.000 --> 00:01:48.000]  他就說他在演講裏說
[00:01:48.000 --> 00:01:50.000]  第三次世界大戰
[00:01:50.000 --> 00:01:52.000]  已經開始了
[00:01:52.000 --> 00:01:54.000]  然後這個報導之後
[00:01:54.000 --> 00:01:56.000]  就有人反駁
[00:01:56.000 --> 00:01:58.000]  說不是的
[00:01:58.000 --> 00:02:00.000]  可能而已
[00:02:00.000 --> 00:02:02.000]  大家怎樣看
[00:02:02.000 --> 00:02:04.000]  是否已經開始了世界大戰
[00:02:04.000 --> 00:02:06.000]  即是如果開始了
[00:02:06.000 --> 00:02:08.000]  他是一個廣義的意思
[00:02:08.000 --> 00:02:10.000]  即是說其實
[00:02:10.000 --> 00:02:12.000]  一個國家兩個國家
[00:02:12.000 --> 00:02:14.000]  打仗
[00:02:14.000 --> 00:02:16.000]  越來越大
[00:02:16.000 --> 00:02:18.000]  其實第一次第二次世界大戰
[00:02:18.000 --> 00:02:20.000]  情況都是一樣
[00:02:20.000 --> 00:02:22.000]  沒有水晶球
[00:02:22.000 --> 00:02:24.000]  但是看到這個趨勢
[00:02:24.000 --> 00:02:26.000]  都很令人害怕
[00:02:26.000 --> 00:02:28.000]  究竟大家有沒有想過
[00:02:28.000 --> 00:02:30.000]  我們作為基督徒
[00:02:30.000 --> 00:02:32.000]  應該怎樣去面對這個世代
[00:02:32.000 --> 00:02:34.000]  這幾年經常都在想這個問題
[00:02:34.000 --> 00:02:36.000]  小時候經常祈禱
[00:02:36.000 --> 00:02:38.000]  說神啊現在很安逸
[00:02:38.000 --> 00:02:40.000]  讓我經歷大時代
[00:02:40.000 --> 00:02:42.000]  現在死了即是大時代來了
[00:02:42.000 --> 00:02:44.000]  那我們怎樣去面對呢
[00:02:44.000 --> 00:02:46.000]  那為甚麼要去講耶利米呢
[00:02:46.000 --> 00:02:48.000]  為甚麼要認識耶利米
[00:02:48.000 --> 00:02:50.000]  先知讀耶利米書
[00:02:50.000 --> 00:02:52.000]  和耶利米哀歌
[00:02:52.000 --> 00:02:54.000]  或者這個信息呢
[00:02:54.000 --> 00:02:56.000]  因為在聖經裏面
[00:02:56.000 --> 00:02:58.000]  講到最差的一個傳道的環境
[00:02:58.000 --> 00:03:00.000]  或者這個世局
[00:03:00.000 --> 00:03:02.000]  一個很大的挑戰
[00:03:02.000 --> 00:03:04.000]  我想其實
[00:03:04.000 --> 00:03:06.000]  每一個時代在聖經記載的
[00:03:06.000 --> 00:03:08.000]  都是很不簡單
[00:03:08.000 --> 00:03:10.000]  譬如摩西那個
[00:03:10.000 --> 00:03:12.000]  不簡單是吧
[00:03:12.000 --> 00:03:14.000]  但是如果你說講一個很黑暗的環境
[00:03:14.000 --> 00:03:16.000]  我想耶利米
[00:03:16.000 --> 00:03:18.000]  是表表者
[00:03:18.000 --> 00:03:20.000]  最差的一個環境的表表者
[00:03:20.000 --> 00:03:22.000]  那祂是甚麼的時代
[00:03:22.000 --> 00:03:24.000]  祂要面對甚麼
