
[00:00:00.000 --> 00:00:04.280]  我不知道有多少人相信「人死如燈滅」
[00:00:04.280 --> 00:00:07.520]  還有很多人覺得「人死如燈滅」
[00:00:07.520 --> 00:00:11.840]  我希望所有基督徒都相信人是有靈魂的
[00:00:11.840 --> 00:00:14.960]  並且靈魂是不會死的
[00:00:14.960 --> 00:00:17.800]  靈魂是怎樣的呢?我們不知道
[00:00:17.800 --> 00:00:21.720]  所有有關人的靈魂和死後的事
[00:00:21.720 --> 00:00:26.040]  我們只能夠從聖經的啟示去知道
[00:00:26.040 --> 00:00:29.760]  今天我所說的金句是希伯來書九章二十七節
[00:00:29.760 --> 00:00:32.840]  這節經文是很簡單的告訴我們
[00:00:32.840 --> 00:00:36.600]  人死後不是一了百了
[00:00:36.600 --> 00:00:38.600]  而是有審判的
[00:00:38.600 --> 00:00:41.440]  審判官自然就是上帝
[00:00:41.440 --> 00:00:46.520]  而祂將審判的權力交給主耶穌基督
[00:00:46.520 --> 00:00:49.280]  今天啟示錄第二十章的經文
[00:00:49.280 --> 00:00:52.880]  也是用審判作為結束的
[00:00:52.880 --> 00:00:58.520]  不過我們先看看十九章和二十章的經文結構
[00:00:58.520 --> 00:01:01.560]  這裡是啟示錄裡面的第六個七
[00:01:01.560 --> 00:01:04.760]  啟示錄裡面有很多七
[00:01:04.760 --> 00:01:06.960]  有些經文是有數字的
[00:01:06.960 --> 00:01:08.400]  有些經文是沒有數字的
[00:01:08.400 --> 00:01:11.600]  但是我們可以從結構裡面看得出來
[00:01:11.600 --> 00:01:14.560]  第一個是十九章一至十節
[00:01:14.560 --> 00:01:15.880]  天上的讚美
[00:01:15.880 --> 00:01:19.880]  然後十一至十六節是主耶穌的審判和增節
[00:01:19.880 --> 00:01:23.880]  十七至十八節是天上飛鳥呼喊
[00:01:23.880 --> 00:01:27.520]  十九至二十一節是受和假先知被審判
[00:01:27.520 --> 00:01:30.520]  然後二十章一至三節
[00:01:30.520 --> 00:01:33.400]  魔鬼被捆綁一千年
[00:01:33.400 --> 00:01:38.640]  四到十節是魔鬼被釋放和最後被審判
[00:01:38.640 --> 00:01:43.440]  最後一段是二十章十一節至十五節
[00:01:43.440 --> 00:01:46.080]  白色大寶座的審判
[00:01:46.080 --> 00:01:48.280]  在這七個景象裡面
[00:01:48.280 --> 00:01:50.680]  嚴格來說第一封不是一個景象
[00:01:50.680 --> 00:01:55.000]  因為約翰只是聽到天上的讚美詩歌
[00:01:55.000 --> 00:01:57.960]  和一大群人在歡呼
[00:01:57.960 --> 00:01:59.040]  他們大聲說
[00:01:59.040 --> 00:02:01.120]  Hallelujah 讚美上主
[00:02:01.120 --> 00:02:05.840]  因為我們的主全能的上帝作王了
[00:02:05.840 --> 00:02:08.000]  然後在十九章十一節開始
[00:02:08.000 --> 00:02:10.000]  就是第二個景象
[00:02:10.000 --> 00:02:12.880]  約翰真的看見
[00:02:12.880 --> 00:02:16.560]  接下來每一段其實都有這個字
[00:02:16.560 --> 00:02:20.960]  讓我們看到他是看見或者又看見
[00:02:20.960 --> 00:02:22.960]  在第四封的景象裡面
[00:02:22.960 --> 00:02:25.520]  十九章二十節我們看見
[00:02:25.520 --> 00:02:28.200]  那獸和賈先知被活生生的
[00:02:28.200 --> 00:02:32.440]  瘟在燒著的硫磺火壺裡面
[00:02:32.440 --> 00:02:35.240]  獸和賈先知是魔鬼的爪牙
[00:02:35.240 --> 00:02:37.480]  燃燒著的硫磺火壺
[00:02:37.480 --> 00:02:40.320]  我們就知道是地獄了
[00:02:40.320 --> 00:02:44.960]  獸和賈先知都是在《啟示錄》第十三章提到的
[00:02:44.960 --> 00:02:49.320]  獸就是象徵地上的政權
[00:02:49.320 --> 00:02:54.480]  賈先知就是象徵其他的宗教和邪教
[00:02:54.480 --> 00:03:01.320]  不過他們最後是會被主耶穌活生生地扔進地獄
[00:03:01.320 --> 00:03:05.240]  這就代表一切敵對上帝的勢力
[00:03:05.240 --> 00:03:08.600]  最後都會被扔進地獄
[00:03:08.600 --> 00:03:12.640]  然後就有白色大寶座的審判
[00:03:12.640 --> 00:03:17.160]  這些意象其實都是比較簡單容易明白的
[00:03:17.160 --> 00:03:18.960]  所有敵對上帝的勢力
[00:03:18.960 --> 00:03:22.680]  最後都會被上帝扔進地獄
[00:03:22.680 --> 00:03:25.360]  我想花多一點時間
[00:03:25.360 --> 00:03:29.960]  跟大家思想第二十章一至十節的經文
[00:03:29.960 --> 00:03:35.360]  因為這段經文是教會最多爭論的經文
[00:03:35.360 --> 00:03:38.200]  一般華人教會對這段經文
[00:03:38.200 --> 00:03:42.680]  都是採取錢千禧的立場
[00:03:42.680 --> 00:03:45.800]  所以讓我先介紹一下錢千禧
[00:03:45.800 --> 00:03:48.760]  和另外一個立場叫做毛千禧
[00:03:48.760 --> 00:03:50.080]  有什麼分別?
[00:03:50.080 --> 00:03:52.560]  為了不想大家太混亂
[00:03:52.560 --> 00:03:53.840]  我不說後千禧了
[00:03:53.840 --> 00:03:54.640]  其實還有的
[00:03:54.640 --> 00:03:56.320]  不過我不說了
[00:03:56.320 --> 00:04:00.400]  事實上後千禧的看法是很接近毛千禧的
[00:04:00.400 --> 00:04:02.640]  我先說一說千禧
[00:04:02.640 --> 00:04:04.320]  千禧是什麼意思呢?
[00:04:04.320 --> 00:04:08.680]  原來千禧就在今天的經文二十章第二節到第七節
[00:04:08.680 --> 00:04:10.680]  每一節經文都提到一次的
[00:04:10.680 --> 00:04:12.000]  一千年
[00:04:12.000 --> 00:04:15.600]  這個就是千禧這個詞的來源
[00:04:15.600 --> 00:04:20.040]  錢千禧的人認為基督要作王一千年
[00:04:20.040 --> 00:04:23.560]  是按著字面的意義去理解的
[00:04:23.560 --> 00:04:26.640]  其實所有基督徒無論你是前千還是後千
[00:04:26.640 --> 00:04:30.440]  我們都會相信主耶穌會第二次再來
[00:04:30.440 --> 00:04:32.800]  錢千禧的看法
[00:04:32.800 --> 00:04:36.360]  就是主耶穌基督的再回來分為兩次
[00:04:36.360 --> 00:04:37.560]  有兩次
[00:04:37.560 --> 00:04:39.400]  第一次是再來
[00:04:39.400 --> 00:04:42.480]  祂要在地上作王一千年
