
[00:00:00.000 --> 00:00:07.380]  我們先讀出拉及記三十四章六節
[00:00:07.380 --> 00:00:08.720]  我們一起讀
[00:00:08.720 --> 00:00:11.840]  耶和華在他面前宣告說
[00:00:11.840 --> 00:00:13.640]  耶和華 耶和華
[00:00:13.640 --> 00:00:16.320]  是有憐憫 有恩典的神
[00:00:16.320 --> 00:00:18.040]  不輕易發怒
[00:00:18.040 --> 00:00:21.480]  並有豐盛的慈愛和誠實
[00:00:21.480 --> 00:00:23.280]  我們剛剛讀完出拉及記
[00:00:23.280 --> 00:00:25.880]  這一段的經文其實是講到
[00:00:25.880 --> 00:00:27.760]  神向摩西宣告
[00:00:27.760 --> 00:00:29.320]  祂自己是一個怎樣的神
[00:00:30.120 --> 00:00:32.440]  第一句祂是講到什麼
[00:00:32.440 --> 00:00:34.040]  祂是講到祂是一位
[00:00:34.040 --> 00:00:37.760]  有憐憫 有恩典的神
[00:00:37.760 --> 00:00:40.240]  我們看回舊約聖經綜合
[00:00:40.240 --> 00:00:42.280]  我們看到有三個希伯來文
[00:00:42.280 --> 00:00:44.920]  是來表達憐憫的
[00:00:44.920 --> 00:00:47.160]  在這裡有三個字
[00:00:47.160 --> 00:00:48.840]  Hesed, Hanan, Raham
[00:00:48.840 --> 00:00:49.600]  這三個字
[00:00:49.600 --> 00:00:53.360]  如果我們看回和合本聖經
[00:00:53.360 --> 00:00:55.600]  King James 英文版本聖經
[00:00:55.600 --> 00:00:56.680]  其實在說的是
[00:00:56.680 --> 00:00:59.720]  翻譯成「慈愛」
[00:00:59.960 --> 00:01:06.960]  「仁慈 恩典 憐恤 憐憫 私恩 慈悲 憐憫」
[00:01:06.960 --> 00:01:10.080]  英文是「mercy and compassion」
[00:01:10.080 --> 00:01:12.960]  這些字當你在聖經裡看到
[00:01:12.960 --> 00:01:16.600]  都是講到神的憐憫
[00:01:16.600 --> 00:01:19.640]  意思其實是什麼是憐憫呢
[00:01:19.640 --> 00:01:20.680]  什麼是慈愛呢
[00:01:20.680 --> 00:01:25.320]  就是講到神不計較人的過犯
[00:01:25.320 --> 00:01:27.680]  神不計較人的過犯
[00:01:27.680 --> 00:01:30.760]  並且堅定繼續向人
[00:01:30.760 --> 00:01:32.800]  繼續祂的盟約
[00:01:32.800 --> 00:01:37.360]  另外是講到神那種歡宏厚愛
[00:01:37.360 --> 00:01:40.600]  而這份愛是人不配的
[00:01:40.600 --> 00:01:43.680]  人做了些事是不配的
[00:01:43.680 --> 00:01:45.920]  是這樣的愛
[00:01:45.920 --> 00:01:48.400]  另外這個字
[00:01:48.400 --> 00:01:51.120]  在聖經裡說「憨」這個字更是講到
[00:01:51.120 --> 00:01:53.920]  我們的神是一個充滿著情感的神
[00:01:53.920 --> 00:01:55.280]  是一個很有情感
[00:01:55.280 --> 00:01:56.640]  是一個很憐恤的人
[00:01:56.640 --> 00:01:59.920]  是一個很憐憫的人的神
[00:01:59.920 --> 00:02:02.920]  我們剛剛看完出埃及記
[00:02:02.920 --> 00:02:05.520]  大家有沒有想到
[00:02:05.520 --> 00:02:07.640]  哪個例子是特別感受到
[00:02:07.640 --> 00:02:10.640]  神對以色列民的憐憫呢
[00:02:10.640 --> 00:02:12.320]  我想就是
[00:02:12.320 --> 00:02:17.280]  神這樣一邊聽以色列民的呼求
[00:02:17.280 --> 00:02:21.320]  即是警察在摩西帶他們出埃及
[00:02:21.320 --> 00:02:23.560]  但是到最後的時候
[00:02:23.560 --> 00:02:24.320]  摩西一走開
[00:02:24.320 --> 00:02:26.240]  他們做了一隻什麼出來呢
[00:02:26.240 --> 00:02:28.120]  一隻金牛
[00:02:28.120 --> 00:02:31.480]  我們不會說是上帝
[00:02:31.480 --> 00:02:32.920]  不過有些角色代入
[00:02:32.920 --> 00:02:36.960]  如果有人一邊聽以色列民的呼求
[00:02:36.960 --> 00:02:38.960]  然後忽然間這樣對你
[00:02:38.960 --> 00:02:41.920]  還做一隻金牛來代替你
[00:02:41.920 --> 00:02:43.400]  你會怎樣呢
[00:02:43.400 --> 00:02:44.440]  當然會很生氣
[00:02:44.440 --> 00:02:45.600]  你會怎樣做呢
[00:02:45.600 --> 00:02:47.200]  我不會再理你了
[00:02:47.200 --> 00:02:48.920]  通常我們的反應都是這樣
[00:02:48.920 --> 00:02:50.920]  不要指望我再理你
[00:02:50.920 --> 00:02:52.840]  但是上帝的憐憫
[00:02:52.840 --> 00:02:54.400]  祂不計較人的過犯
[00:02:54.400 --> 00:02:59.200]  讓祂能夠一直延續祂對人的愛
[00:02:59.200 --> 00:03:01.720]  然後將我們拯救到底
[00:03:01.720 --> 00:03:04.520]  這就是在《初一》及《舊約》中
[00:03:04.520 --> 00:03:06.520]  一個憐憫的例子
[00:03:06.520 --> 00:03:08.000]  在《新約》中
[00:03:08.000 --> 00:03:09.960]  通常都會看見這個字
[00:03:09.960 --> 00:03:10.800]  Kyris
[00:03:10.800 --> 00:03:11.880]  在希臘文中
[00:03:11.880 --> 00:03:13.720]  說的是「恩典」
[00:03:13.720 --> 00:03:14.800]  我們經常暢思
[00:03:14.800 --> 00:03:16.040]  我們說到「恩典」
[00:03:16.040 --> 00:03:17.040]  其實「恩典」
[00:03:17.040 --> 00:03:19.880]  如果去發一個核心的意義
[00:03:19.880 --> 00:03:21.160]  其實都是在說
[00:03:21.160 --> 00:03:24.160]  神不計較人的犯罪
[00:03:24.160 --> 00:03:25.880]  不計較人的過犯
[00:03:25.880 --> 00:03:28.040]  而更加有個意思是
[00:03:28.040 --> 00:03:30.560]  這個「恩典」是超越人所得的
[00:03:30.560 --> 00:03:31.400]  應得的
[00:03:31.400 --> 00:03:32.920]  所以才叫做「恩典」
[00:03:32.920 --> 00:03:34.920]  而就是神白白的
[00:03:34.920 --> 00:03:37.800]  將祂一份禮物送給人
[00:03:37.800 --> 00:03:39.520]  欣賞祂對人的憐憫
[00:03:39.520 --> 00:03:42.400]  而這份禮物是超乎人的意外
[00:03:42.400 --> 00:03:44.680]  而且是人不配得的
[00:03:44.680 --> 00:03:47.600]  這就是在說「恩典」
[00:03:47.600 --> 00:03:50.680]  其實頂著我們這樣看的時候
[00:03:50.680 --> 00:03:51.160]  你會發覺
[00:03:51.160 --> 00:03:53.240]  其實在神在說「憐憫」之中
[00:03:53.240 --> 00:03:54.400]  很多時候我們都以為「憐憫」
[00:03:54.400 --> 00:03:58.560]  只是說神叫我們去憐憫一些貧窮人
[00:03:58.560 --> 00:04:00.480]  憐憫一些孤兒寡婦
[00:04:00.480 --> 00:04:01.200]  這些都是「憐憫」
[00:04:01.200 --> 00:04:02.440]  我們在聖經中看到
[00:04:02.440 --> 00:04:04.320]  耶穌也有很多這些舉動
[00:04:04.320 --> 00:04:06.960]  但是如果說最大最深的
[00:04:06.960 --> 00:04:09.080]  那個核心意義在說「憐憫」
[00:04:09.080 --> 00:04:10.600]  其實就是在說
[00:04:10.600 --> 00:04:12.760]  神將祂的兒子
[00:04:12.760 --> 00:04:16.120]  神對罪人那份的「憐憫」
[00:04:16.120 --> 00:04:18.520]  我們讀一下
[00:04:18.520 --> 00:04:19.920]  我們很熟悉這句聖經
[00:04:19.920 --> 00:04:22.080]  約翰福音三章十六節
[00:04:22.080 --> 00:04:23.280]  我們一起讀
[00:04:23.280 --> 00:04:28.240]  「神愛世人,甚至將他的獨生子賜給他們」
[00:04:28.240 --> 00:04:33.000]  「叫一切相信他,不致滅亡,凡德永生」
[00:04:33.000 --> 00:04:33.840]  領姐妹你知不知道
[00:04:33.840 --> 00:04:36.760]  這就是「憐憫」
[00:04:36.760 --> 00:04:38.360]  神憐憫人
[00:04:38.360 --> 00:04:39.800]  神憐憫我們這些罪人
[00:04:39.800 --> 00:04:41.800]  其實如果說到罪人
[00:04:41.800 --> 00:04:42.400]  罪的功架
[00:04:42.400 --> 00:04:43.960]  剛才我問的是什麼?
[00:04:43.960 --> 00:04:44.720]  「死」
[00:04:44.720 --> 00:04:45.800]  所以
[00:04:45.800 --> 00:04:47.000]  如果說
[00:04:47.000 --> 00:04:50.280]  其實我們都是一群該死的人
[00:04:50.280 --> 00:04:52.280]  我們都該死
[00:04:52.280 --> 00:04:54.200]  但是今天我們沒有死
[00:04:54.200 --> 00:04:55.400]  是因為
[00:04:55.400 --> 00:04:56.080]  不是沒有死
[00:04:56.080 --> 00:04:57.840]  就是沒有被滅絕
[00:04:57.840 --> 00:05:00.600]  是因為上帝的憐憫
[00:05:00.600 --> 00:05:02.520]  因為人犯罪之後
[00:05:02.520 --> 00:05:04.280]  神沒有就這樣
[00:05:04.280 --> 00:05:05.840]  將人去毀滅
[00:05:05.840 --> 00:05:06.720]  而是
[00:05:06.720 --> 00:05:07.760]  反而
[00:05:07.760 --> 00:05:08.600]  憐憫
[00:05:08.600 --> 00:05:10.960]  就是不計較人的過犯
[00:05:10.960 --> 00:05:13.000]  還找一條出路給人
[00:05:13.000 --> 00:05:14.640]  讓人可以回到祂身邊
[00:05:14.640 --> 00:05:15.960]  這份禮物
[00:05:15.960 --> 00:05:17.520]  就是主耶穌基督
[00:05:17.520 --> 00:05:18.880]  是祂自己
[00:05:18.880 --> 00:05:20.240]  讀生子
[00:05:20.240 --> 00:05:20.800]  基本上
[00:05:20.800 --> 00:05:22.200]  耶穌也是祂三位一體
[00:05:22.200 --> 00:05:23.200]  第二個偉格
[00:05:23.200 --> 00:05:24.360]  祂自己就將起
[00:05:24.360 --> 00:05:27.440]  來試過被人抵銷人的罪
[00:05:27.440 --> 00:05:28.040]  你想想
[00:05:28.040 --> 00:05:30.440]  我們配不配得了?
[00:05:30.440 --> 00:05:31.440]  配不配得了?
[00:05:31.440 --> 00:05:32.840]  真的不配得了
[00:05:32.840 --> 00:05:33.560]  而是神
[00:05:33.560 --> 00:05:35.520]  祂自願這樣去做
[00:05:35.520 --> 00:05:36.400]  將這份
[00:05:36.400 --> 00:05:38.080]  超過我們應得的
[00:05:38.080 --> 00:05:38.720]  禮物
[00:05:38.720 --> 00:05:40.160]  送給我們
[00:05:40.160 --> 00:05:44.280]  這就是那份憐憫
[00:05:44.280 --> 00:05:45.120]  所以
[00:05:45.120 --> 00:05:45.640]  丁姐妹
[00:05:45.640 --> 00:05:48.360]  我們正在預備迎接聖誕節
[00:05:48.360 --> 00:05:49.760]  我們很開心
[00:05:49.760 --> 00:05:54.360]  我們多謝主耶穌為我們降生
[00:05:54.360 --> 00:05:57.520]  但我們更加要帶著感恩的心
[00:05:57.520 --> 00:06:00.480]  多謝神憐憫人
[00:06:00.480 --> 00:06:02.640]  憐憫我們這班罪人
[00:06:02.640 --> 00:06:04.920]  就是因為祂這份憐憫的愛
[00:06:04.920 --> 00:06:06.320]  以致我們今天
[00:06:06.320 --> 00:06:09.600]  能夠得著這份禮物
[00:06:09.600 --> 00:06:13.240]  所以神希望我們能夠
[00:06:13.240 --> 00:06:14.800]  這份我們感受到
[00:06:14.800 --> 00:06:15.480]  我們得著
[00:06:15.480 --> 00:06:16.520]  今天我們經歷
[00:06:16.520 --> 00:06:18.320]  這份被赦免
[00:06:18.320 --> 00:06:20.120]  被原諒
[00:06:20.120 --> 00:06:21.360]  這份憐憫
[00:06:21.360 --> 00:06:22.400]  我們要體會到
[00:06:22.400 --> 00:06:25.400]  以致我們可以將這份憐憫
[00:06:25.400 --> 00:06:26.960]  繼續延續下去
[00:06:26.960 --> 00:06:31.200]  來對人同樣地憐憫
[00:06:31.200 --> 00:06:32.160]  其實
[00:06:32.160 --> 00:06:33.400]  在聖經裡
[00:06:33.400 --> 00:06:36.560]  耶穌用比喻來說得很清楚
[00:06:36.560 --> 00:06:37.600]  神的心語
[00:06:37.600 --> 00:06:39.040]  記不記得大家聽過
[00:06:39.040 --> 00:06:41.040]  馬太福音十八章裡
[00:06:41.040 --> 00:06:45.040]  一個欠主人債捕人的故事
[00:06:45.040 --> 00:06:46.880]  一個不饒恕人的捕人
[00:06:46.880 --> 00:06:48.080]  他形容他為
