
[00:00:00.000 --> 00:00:06.000]  在二十七年前,有一個嬰兒女,呱呱墮地
[00:00:06.000 --> 00:00:09.000]  但可惜天意弄人
[00:00:09.000 --> 00:00:12.000]  這個嬰兒女一出生,就因為眼癌
[00:00:12.000 --> 00:00:16.000]  她患了眼癌,需要切除雙眼
[00:00:16.000 --> 00:00:20.000]  做手術時,她只有三個月大
[00:00:20.000 --> 00:00:23.000]  五歲時,她問她爸爸
[00:00:23.000 --> 00:00:27.000]  「爸爸,我看不見,是否代表我很沒用?」
[00:00:27.000 --> 00:00:33.000]  她爸爸說「只要你努力,你都可以貢獻社會」
[00:00:33.000 --> 00:00:37.000]  弟兄姊妹,如果你是女嬰
[00:00:37.000 --> 00:00:41.000]  你會如何看待自己,或如何面對你的人生呢?
[00:00:41.000 --> 00:00:46.000]  這個嬰兒女,她沒有因此而自卑
[00:00:46.000 --> 00:00:50.000]  身體的缺陷沒有吞噬她的鬥志
[00:00:50.000 --> 00:00:53.000]  她自小已經很喜歡音樂
[00:00:53.000 --> 00:00:56.000]  並憑著天賜給她的音樂才華
[00:00:56.000 --> 00:01:01.000]  加上後天的努力,她先後考到聲樂
[00:01:01.000 --> 00:01:04.000]  然後拿到鋼琴的演奏級
[00:01:04.000 --> 00:01:07.000]  成為一個專業的表演者
[00:01:07.000 --> 00:01:11.000]  之後她更加考上香港中文大學的音樂系
[00:01:11.000 --> 00:01:16.000]  成為中大第一個音樂系的視障畢業生
[00:01:16.000 --> 00:01:19.000]  可能大家都知道她是誰
[00:01:19.000 --> 00:01:24.000]  她就是香港著名的視障女高音,蕭凱欣
[00:01:24.000 --> 00:01:27.000]  這個生命鬥士蕭凱欣
[00:01:27.000 --> 00:01:33.000]  她在2012年跟隨奧比斯去到孟加拉做義工
[00:01:33.000 --> 00:01:38.000]  去到那裏的時候,她就去問當地的醫生
[00:01:38.000 --> 00:01:43.000]  「為何這裏有那麼多白內障的人呢?」
[00:01:43.000 --> 00:01:48.000]  後來她從那裏的人反應給她聽
[00:01:48.000 --> 00:01:51.000]  「原來那裏因為當地比較落後」
[00:01:51.000 --> 00:01:56.000]  「那裏的診所、醫院離他們的村很遠」
[00:01:56.000 --> 00:01:58.000]  「村民生活很貧困」
[00:01:58.000 --> 00:02:01.000]  「他們寧願用一天的時間去工作」
[00:02:01.000 --> 00:02:02.000]  「賺多一天的錢」
[00:02:02.000 --> 00:02:06.000]  「都比花一天的時間去看醫生好」
[00:02:06.000 --> 00:02:10.000]  「其次就是因為他們的教育程度相對地低」
[00:02:10.000 --> 00:02:13.000]  「他們很多時候覺得患了眼疾」
[00:02:13.000 --> 00:02:15.000]  「是上天給他們的懲罰」
[00:02:15.000 --> 00:02:17.000]  「所以是不能醫治的」
[00:02:17.000 --> 00:02:20.000]  「所以他們就不再去醫治」
[00:02:20.000 --> 00:02:24.000]  在今天,21世紀的今天這個時代
[00:02:24.000 --> 00:02:29.000]  尚且會有人這樣去看患病是上天的懲罰
[00:02:29.000 --> 00:02:31.000]  更何況二千多年前
[00:02:31.000 --> 00:02:34.000]  當時的人都有類似這樣的看法
[00:02:34.000 --> 00:02:37.000]  正正就是我們剛才讀過的經文裏面
[00:02:37.000 --> 00:02:39.000]  都有人這樣看的
[00:02:39.000 --> 00:02:42.000]  經文裏面說
[00:02:42.000 --> 00:02:45.000]  當耶穌和祂的門徒經過一個地方的時候
[00:02:45.000 --> 00:02:50.000]  他的門徒見到一個天生盲眼的人
[00:02:50.000 --> 00:02:54.000]  可能他們一直都聽到很多人說
[00:02:54.000 --> 00:02:57.000]  門徒就忍不住去問耶穌
[00:02:57.000 --> 00:03:01.000]  「老師老師,這個人生下來就盲眼了」
[00:03:01.000 --> 00:03:04.000]  「到底是不是他犯了罪呢?」
[00:03:04.000 --> 00:03:07.000]  「還是他的父母犯了罪呢?」
[00:03:07.000 --> 00:03:11.000]  他們這樣問是因為當時的猶太人
[00:03:11.000 --> 00:03:13.000]  他們有一種觀念
[00:03:13.000 --> 00:03:20.000]  就是說苦難往往是人犯罪帶來的報應
[00:03:20.000 --> 00:03:24.000]  門徒就覺得這個人一出生就眼盲了
[00:03:24.000 --> 00:03:27.000]  肯定是他的父母作孽
[00:03:27.000 --> 00:03:28.000]  作孽得太深
[00:03:28.000 --> 00:03:31.000]  所以為他帶來這個報應
[00:03:31.000 --> 00:03:35.000]  但耶穌的回應就很特別
[00:03:35.000 --> 00:03:37.000]  祂說不是這個人犯了罪
[00:03:37.000 --> 00:03:40.000]  也不是他的父母犯了罪
[00:03:40.000 --> 00:03:45.000]  而是要在他的身上彰顯上帝的作為
[00:03:45.000 --> 00:03:46.000]  耶穌這樣說的時候
[00:03:46.000 --> 00:03:50.000]  當然不是說他和他的父母都不是罪人
[00:03:50.000 --> 00:03:53.000]  只不過說他這樣天生盲眼
[00:03:53.000 --> 00:03:56.000]  不是因為犯罪帶來的結果
[00:03:56.000 --> 00:04:00.000]  因為如果你說因為他是罪人所以就眼盲
[00:04:00.000 --> 00:04:03.000]  其實我們每個人都應該一生下來就眼盲
[00:04:03.000 --> 00:04:06.000]  因為聖經說我們每個人都犯了罪
[00:04:06.000 --> 00:04:08.000]  世人都犯了罪
[00:04:08.000 --> 00:04:13.000]  耶穌否定了這個人是因為他的父母犯罪
[00:04:13.000 --> 00:04:15.000]  所以他一出生就眼盲了
[00:04:15.000 --> 00:04:21.000]  接下來耶穌就給了一個很令人意想不到的回應
[00:04:21.000 --> 00:04:26.000]  祂說是要在這個人身上顯出神的作為
[00:04:26.000 --> 00:04:29.000]  為什麼耶穌這樣說呢?
[00:04:29.000 --> 00:04:32.000]  在我們接下去解釋之前
[00:04:32.000 --> 00:04:34.000]  我們就要先看一看
[00:04:34.000 --> 00:04:37.000]  當時約翰寫這本福音書的時候
[00:04:37.000 --> 00:04:41.000]  那時候的時代背景和寫作動機
[00:04:41.000 --> 00:04:46.000]  約翰是大概一世紀後期的人
[00:04:46.000 --> 00:04:52.000]  當時教會除了外面面對羅馬政府的逼迫之外
[00:04:52.000 --> 00:04:55.000]  裡面其實他們面對著很多異端
[00:04:55.000 --> 00:04:57.000]  一些假教師
[00:04:57.000 --> 00:05:01.000]  異端很嚴厲地攻擊破壞教會
[00:05:01.000 --> 00:05:06.000]  特別令到有些人懷疑耶穌的神聖
[00:05:06.000 --> 00:05:09.000]  說耶穌不是神來的,是人來的
[00:05:09.000 --> 00:05:12.000]  我們從一些經文可以看到
[00:05:12.000 --> 00:05:17.000]  約翰在《約翰一書》和《約翰二書》都寫過一些經文
[00:05:17.000 --> 00:05:19.000]  在當中都可以看到
[00:05:19.000 --> 00:05:22.000]  當時約翰這樣寫
[00:05:22.000 --> 00:05:24.000]  現在是末世的時候了
[00:05:24.000 --> 00:05:26.000]  你們聽過敵基督的人要來
[00:05:26.000 --> 00:05:29.000]  現在已經有不少敵基督的人來到了
[00:05:29.000 --> 00:05:34.000]  還有這些人是否認耶穌是基督
[00:05:34.000 --> 00:05:39.000]  還有他們否認耶穌基督是成了肉身來的那位
[00:05:39.000 --> 00:05:42.000]  所以從這些經文可以看到
[00:05:42.000 --> 00:05:47.000]  當時的教會面對著很多挑戰和攻擊
[00:05:47.000 --> 00:05:49.000]  當時很混亂
[00:05:49.000 --> 00:05:52.000]  有些人說耶穌不過是一個人
[00:05:52.000 --> 00:05:53.000]  也不是神
[00:05:53.000 --> 00:05:57.000]  有些人說耶穌只是一個普通人
[00:05:57.000 --> 00:06:00.000]  只不過到祂洗禮的時候
[00:06:00.000 --> 00:06:04.000]  不是有聖靈降下來的嗎?
[00:06:04.000 --> 00:06:07.000]  聖靈在祂洗禮的時候才降下來
[00:06:07.000 --> 00:06:10.000]  祂那一刻才成為神的器皿
[00:06:10.000 --> 00:06:12.000]  被神用了
[00:06:12.000 --> 00:06:15.000]  有些人說耶穌不是神
[00:06:15.000 --> 00:06:19.000]  祂和你和我一樣都是被造的
[00:06:19.000 --> 00:06:22.000]  你信耶穌,祂也不能夠給你永生
[00:06:22.000 --> 00:06:24.000]  當時的人就這樣說
[00:06:24.000 --> 00:06:28.000]  所以當時教會各處的教會領袖
[00:06:28.000 --> 00:06:34.000]  監督的就紛紛要求約翰快點出來寫一本書
[00:06:34.000 --> 00:06:37.000]  以正視聽
[00:06:37.000 --> 00:06:41.000]  計算三本《馬太》《馬可》《路加》這三本福音書之後
[00:06:41.000 --> 00:06:48.000]  寫一本新的書來證明耶穌的神聖和祂的工作
[00:06:48.000 --> 00:06:54.000]  因為當時耶穌的門徒很多都離世的離世
[00:06:54.000 --> 00:06:56.000]  殉道的殉道
[00:06:56.000 --> 00:06:59.000]  剩下約翰這個使徒
[00:06:59.000 --> 00:07:02.000]  而約翰當時跟隨過耶穌
[00:07:02.000 --> 00:07:04.000]  他親眼見過耶穌
[00:07:04.000 --> 00:07:07.000]  也聽過耶穌說的真理
[00:07:07.000 --> 00:07:11.000]  所以約翰就受託要寫這本書
[00:07:11.000 --> 00:07:15.000]  來給受異端影響的教會
[00:07:15.000 --> 00:07:21.000]  為了兼顧當時的信徒對耶穌基督的信仰
[00:07:21.000 --> 00:07:27.000]  我們說回耶穌說祂要在生來盲眼的人身上
[00:07:27.000 --> 00:07:30.000]  去彰顯上帝的作為的時候
[00:07:30.000 --> 00:07:35.000]  其實就意味著祂馬上就要來透過神跡
[00:07:35.000 --> 00:07:38.000]  去醫治這個盲眼的人
[00:07:38.000 --> 00:07:43.000]  以顯示上帝的榮耀和祂的工作
[00:07:43.000 --> 00:07:48.000]  到底耶穌怎樣去彰顯神的作為呢?
[00:07:48.000 --> 00:07:51.000]  剛才那段經文告訴我們
[00:07:51.000 --> 00:07:54.000]  首先耶穌就用了一個很神跡的方法
[00:07:54.000 --> 00:07:57.000]  來醫治這個盲眼的人
[00:07:57.000 --> 00:08:01.000]  他醫治他肉眼的盲目
[00:08:01.000 --> 00:08:05.000]  如果一個人一出生就有那種病
[00:08:05.000 --> 00:08:08.000]  相對來說那個病應該很難處理
[00:08:08.000 --> 00:08:10.000]  我們有醫生在
[00:08:10.000 --> 00:08:13.000]  如果天生就有那個病
[00:08:13.000 --> 00:08:17.000]  可能這個病比較難處理、難醫治
[00:08:17.000 --> 00:08:21.000]  他得到醫治的機會可能也很渺茫
[00:08:21.000 --> 00:08:23.000]  我相信這個盲眼的人
[00:08:23.000 --> 00:08:25.000]  可能他從來沒有想過
[00:08:25.000 --> 00:08:28.000]  他有一天可以重見光明
[00:08:28.000 --> 00:08:33.000]  但現在耶穌主動來到這個盲眼的人的面前
[00:08:33.000 --> 00:08:36.000]  他就用口水和一些泥
[00:08:36.000 --> 00:08:38.000]  混合了一些泥
