
[00:00:00.000 --> 00:00:02.140]  今日的講題就是
[00:00:02.140 --> 00:00:08.520]  柳暗花明又一村
[00:00:08.520 --> 00:00:13.380]  山叢水幅而無路
[00:00:13.380 --> 00:00:15.620]  柳暗花明又一村
[00:00:15.620 --> 00:00:18.680]  是南宋詩人陸游
[00:00:18.680 --> 00:00:22.020]  在《游山西村》裏所寫的一句名句
[00:00:22.020 --> 00:00:25.840]  全首的七賢律師總共有八句
[00:00:25.840 --> 00:00:28.160]  但當然最熟悉的
[00:00:28.160 --> 00:00:30.000]  就是剛才我講的那兩句
[00:00:30.000 --> 00:00:31.560]  或者我們今天的講題
[00:00:31.560 --> 00:00:32.380]  這一句
[00:00:32.380 --> 00:00:34.500]  柳暗花明又一村
[00:00:34.500 --> 00:00:37.240]  故事有一個典故
[00:00:37.240 --> 00:00:38.160]  典故是這樣的
[00:00:38.160 --> 00:00:43.360]  話說當時有一天陸游去遠行了
[00:00:43.360 --> 00:00:44.820]  他一路走一路走
[00:00:44.820 --> 00:00:47.680]  經歷過了一個山又一個山
[00:00:47.680 --> 00:00:50.040]  很多溪水都流過了
[00:00:50.040 --> 00:00:52.320]  走了一個多時辰
[00:00:52.320 --> 00:00:55.320]  大概今天講了兩三個小時
[00:00:55.320 --> 00:00:57.080]  人就越來越少了
[00:00:57.080 --> 00:00:59.520]  他走到一個斜坡上面再看
[00:00:59.520 --> 00:01:00.480]  嘩
[00:01:00.480 --> 00:01:03.360]  周圍還是山山水水的東西
[00:01:03.360 --> 00:01:05.400]  好像沒有路可走了
[00:01:05.400 --> 00:01:07.000]  但是
[00:01:07.000 --> 00:01:10.040]  陸游當時走山走到興起
[00:01:10.040 --> 00:01:11.400]  就在想
[00:01:11.400 --> 00:01:13.840]  沒有理由就這樣回頭的
[00:01:13.840 --> 00:01:14.560]  好了
[00:01:14.560 --> 00:01:17.160]  繼續沿著前面的山坡走
[00:01:17.160 --> 00:01:20.760]  誰知道那個時候他多走了幾十步
[00:01:20.760 --> 00:01:22.440]  突然間
[00:01:22.440 --> 00:01:23.480]  屈到一個彎
[00:01:23.480 --> 00:01:24.400]  就看到前面
[00:01:24.400 --> 00:01:27.240]  武縣的山谷裏面有一個小村莊
[00:01:27.240 --> 00:01:30.000]  紅花綠柳
[00:01:30.000 --> 00:01:33.400]  好像傳說中的桃花源一樣
[00:01:33.400 --> 00:01:39.280]  頂展我們今天的情況
[00:01:39.280 --> 00:01:42.400]  或者像上一句會多一點
[00:01:42.400 --> 00:01:45.960]  山叢水幅而無路
[00:01:45.960 --> 00:01:48.680]  面對疫情已經有一段時間
[00:01:48.680 --> 00:01:50.240]  而且暫時看
[00:01:50.240 --> 00:01:53.240]  好像還沒有見到一個可見的將來
[00:01:53.240 --> 00:01:54.200]  會停止
[00:01:54.400 --> 00:01:55.400]  怎麼辦呢
[00:01:55.400 --> 00:01:57.320]  教會的實體崇拜已經暫停了
[00:01:57.320 --> 00:01:59.880]  小組也暫停了一段時間
[00:01:59.880 --> 00:02:01.600]  只可以像我們現在這樣
[00:02:01.600 --> 00:02:03.880]  網上的崇拜聚會
[00:02:03.880 --> 00:02:05.160]  很不習慣
[00:02:05.160 --> 00:02:06.360]  但是沒有辦法
[00:02:06.360 --> 00:02:08.440]  生活上有很多的不方便
[00:02:08.440 --> 00:02:09.240]  而且
[00:02:09.240 --> 00:02:10.680]  連心情
[00:02:10.680 --> 00:02:12.760]  都會好像越來越沉重
[00:02:12.760 --> 00:02:14.040]  越來越低落
[00:02:14.040 --> 00:02:15.640]  不過
[00:02:15.640 --> 00:02:17.480]  我們和陸游有不同的
[00:02:17.480 --> 00:02:19.480]  就是因為我們有耶穌在我們中間
[00:02:19.480 --> 00:02:23.280]  當我們面對問題的時候
[00:02:23.280 --> 00:02:25.000]  我們有恩典
[00:02:25.000 --> 00:02:27.800]  不知道怎樣選擇呢
[00:02:27.800 --> 00:02:29.800]  我們有神可以去倚靠
[00:02:29.800 --> 00:02:31.640]  可以去求問
[00:02:31.640 --> 00:02:33.440]  可以去仰望
[00:02:33.440 --> 00:02:37.400]  今天很想和大家透過詩篇127篇
[00:02:37.400 --> 00:02:38.680]  去分享
[00:02:38.680 --> 00:02:40.320]  究竟在困難中
[00:02:40.320 --> 00:02:41.920]  我們怎樣去經歷
[00:02:41.920 --> 00:02:45.520]  神所給我們的柳暗花明
[00:02:45.520 --> 00:02:46.520]  又一村呢
[00:02:46.520 --> 00:02:48.560]  耶穌我們讚美祢
[00:02:48.560 --> 00:02:49.840]  我們多謝祢
[00:02:49.840 --> 00:02:52.560]  因為今天祢已經給了這個自由給我們
[00:02:53.320 --> 00:02:55.960]  祢不僅給了我們這個自由
[00:02:55.960 --> 00:02:57.960]  和罪惡脫離
[00:02:57.960 --> 00:03:01.440]  不再給罪惡的權勢去捆綁
[00:03:01.440 --> 00:03:03.080]  祢更加給了我們的自由
[00:03:03.080 --> 00:03:04.880]  活出祢所給我們的真理
[00:03:04.880 --> 00:03:07.600]  罪惡呼求的就是聖靈
[00:03:07.600 --> 00:03:08.360]  這一刻
[00:03:08.360 --> 00:03:10.880]  祢進到每一個弟兄姐妹的心裡面
[00:03:10.880 --> 00:03:13.440]  因為祢已經在每一個弟兄姐妹的心裡面
[00:03:13.440 --> 00:03:15.200]  祢的愛去充滿我們
[00:03:15.200 --> 00:03:16.600]  祢的恩典去充滿我們
[00:03:16.600 --> 00:03:18.240]  祢的平安去充滿我們
[00:03:18.240 --> 00:03:19.680]  無論我們今天的環境是怎樣
[00:03:19.680 --> 00:03:20.800]  無論我們的光景
[00:03:20.800 --> 00:03:22.800]  我們現在面對著什麼問題
[00:03:22.800 --> 00:03:23.840]  什麼困難
[00:03:23.840 --> 00:03:24.880]  但是主
[00:03:24.880 --> 00:03:27.800]  我求的是祢自己親自去充滿我們
[00:03:27.800 --> 00:03:29.280]  讓我們經歷的
[00:03:29.280 --> 00:03:32.680]  是這個世界給不了我們的平安
[00:03:32.680 --> 00:03:35.920]  讓我們所感受到的
[00:03:35.920 --> 00:03:37.440]  是因為祢的同在
[00:03:37.440 --> 00:03:39.600]  所帶給我們
[00:03:39.600 --> 00:03:41.200]  這一份平靜
[00:03:41.200 --> 00:03:42.440]  安穩
[00:03:42.440 --> 00:03:44.800]  和這份極大的慈愛
[00:03:44.800 --> 00:03:46.560]  主我們多謝祢
[00:03:46.560 --> 00:03:47.920]  讚美祢
[00:03:47.920 --> 00:03:49.640]  仰望祢的恩典
[00:03:49.640 --> 00:03:52.080]  求祢繼續帶領我們以下的時間
[00:03:52.080 --> 00:03:53.160]  多謝耶穌
[00:03:53.160 --> 00:03:54.720]  祈禱奉耶穌的名
[00:03:54.720 --> 00:03:56.200]  Amen
[00:03:56.200 --> 00:03:58.560]  謝謝勁霸隊
[00:03:58.560 --> 00:04:00.040]  好
[00:04:00.040 --> 00:04:01.160]  剛才也說過了
[00:04:01.160 --> 00:04:05.520]  今天分享的經文就是詩篇一百二十七篇
[00:04:05.520 --> 00:04:08.920]  在整本聖經有一百五十首的詩篇
[00:04:08.920 --> 00:04:11.480]  其中十五首
[00:04:11.480 --> 00:04:14.240]  我們稱之為
[00:04:14.240 --> 00:04:17.800]  上行之詩
[00:04:18.880 --> 00:04:22.920]  我看看是不是按得到
[00:04:22.920 --> 00:04:24.200]  可以了
[00:04:24.200 --> 00:04:26.600]  其中十五首我們稱之為上行之詩
[00:04:26.600 --> 00:04:28.960]  是一百二十首到一百三十四首
[00:04:28.960 --> 00:04:31.120]  一百二十七篇就在中間
[00:04:31.120 --> 00:04:34.360]  傳統上認為上行之詩
[00:04:34.360 --> 00:04:36.520]  是有不同的處境底下
[00:04:36.520 --> 00:04:40.200]  舊約的以色列人去讀這些詩篇的
[00:04:40.200 --> 00:04:42.200]  其中有兩個我覺得很有意思
[00:04:42.200 --> 00:04:43.000]  想跟大家分享
[00:04:43.000 --> 00:04:44.040]  第一個就是
[00:04:44.040 --> 00:04:47.560]  以色列人在一年裡面有三個大的節期
[00:04:47.560 --> 00:04:49.320]  如月節、修葛節
[00:04:49.320 --> 00:04:50.680]  就是後來的五旬節
[00:04:50.680 --> 00:04:51.840]  以及駐彭節
[00:04:51.840 --> 00:04:54.200]  在這三個大的節期裡面
[00:04:54.200 --> 00:04:56.920]  以色列人要到耶路撒冷去朝聖
[00:04:56.920 --> 00:04:58.960]  但是因為地勢的緣故
[00:04:58.960 --> 00:05:00.840]  他們要向上行
[00:05:00.840 --> 00:05:02.440]  去到聖殿裡面
[00:05:02.440 --> 00:05:05.160]  所以一邊向上走
[00:05:05.160 --> 00:05:06.400]  一邊唱這首詩歌
[00:05:06.400 --> 00:05:08.400]  第二個就是
[00:05:08.400 --> 00:05:11.520]  以色列人在秘魯的地方
[00:05:11.520 --> 00:05:12.600]  巴比倫
[00:05:12.600 --> 00:05:16.160]  回歸自己家鄉的時候
[00:05:17.160 --> 00:05:19.120]  在回歸的路程裡面
[00:05:19.120 --> 00:05:20.720]  一邊唱這首詩歌
[00:05:20.720 --> 00:05:21.560]  因為
[00:05:21.560 --> 00:05:22.960]  一百二十七篇
[00:05:22.960 --> 00:05:23.680]  之前那一篇
[00:05:23.680 --> 00:05:25.880]  一百二十六篇第一節第四節是這樣說的
[00:05:25.880 --> 00:05:29.600]  當耶和華將那些秘魯的帶回錫安的時候
[00:05:29.600 --> 00:05:31.200]  我們好像做夢的人
[00:05:31.200 --> 00:05:34.280]  耶和華求祢使我們秘魯的人歸回
[00:05:34.280 --> 00:05:37.320]  好像南地的河水伏流
[00:05:37.320 --> 00:05:41.080]  我認為這一點很有意思
[00:05:41.080 --> 00:05:42.280]  特別對我們今天來說
[00:05:42.280 --> 00:05:43.400]  你想想
[00:05:44.480 --> 00:05:47.920]  以色列人因為背叛神 離開神
[00:05:47.920 --> 00:05:50.280]  以致秘魯到巴比倫
[00:05:50.280 --> 00:05:52.960]  國破家亡
[00:05:52.960 --> 00:05:56.240]  本來我應該是很絕望的
[00:05:56.240 --> 00:05:57.960]  但是七十年之後
[00:05:57.960 --> 00:05:59.600]  夢神的恩典
[00:05:59.600 --> 00:06:01.120]  拯救和帶領
[00:06:01.120 --> 00:06:04.120]  從巴比倫能夠回到猶大地
[00:06:04.120 --> 00:06:06.720]  而在回歸的路途上
[00:06:06.720 --> 00:06:09.800]  就是唱著這首詩歌
[00:06:09.800 --> 00:06:12.880]  唱的時候充滿著感恩
[00:06:13.320 --> 00:06:16.840]  同時也可以細想反思
[00:06:16.840 --> 00:06:19.120]  他們所經歷過的信仰
