
[00:00:00.000 --> 00:00:04.000]  星期日真的是一天很蒙福的日子
[00:00:04.000 --> 00:00:07.000]  因為神創造天地之後
[00:00:07.000 --> 00:00:10.000]  祂就定一天為聖日
[00:00:10.000 --> 00:00:12.000]  安息日
[00:00:12.000 --> 00:00:16.000]  就叫我們可以身心靈都得到休息
[00:00:16.000 --> 00:00:20.000]  現在來跟大家看一看這個題目
[00:00:20.000 --> 00:00:23.000]  仍然在詩篇裡面
[00:00:23.000 --> 00:00:25.000]  詩篇139篇
[00:00:25.000 --> 00:00:28.000]  全知存在的創造主
[00:00:28.000 --> 00:00:30.000]  如果有人問你
[00:00:30.000 --> 00:00:32.000]  我知道你信耶穌
[00:00:32.000 --> 00:00:35.000]  我知道你去教會
[00:00:35.000 --> 00:00:37.000]  你可不可以告訴我
[00:00:37.000 --> 00:00:40.000]  你所信的這位神
[00:00:40.000 --> 00:00:42.000]  是怎樣的一位神呢
[00:00:42.000 --> 00:00:45.000]  就是說他想你介紹給他知道
[00:00:45.000 --> 00:00:47.000]  你信的那個對象
[00:00:47.000 --> 00:00:50.000]  是一位怎樣的神呢
[00:00:50.000 --> 00:00:52.000]  你會怎樣告訴他
[00:00:52.000 --> 00:00:54.000]  神是怎樣的
[00:00:54.000 --> 00:00:56.000]  不知道嗎
[00:00:56.000 --> 00:00:58.000]  只是深信
[00:00:58.000 --> 00:01:00.000]  說不出來
[00:01:00.000 --> 00:01:01.000]  最多人回答就是
[00:01:01.000 --> 00:01:04.000]  我們這位神是甚麼
[00:01:04.000 --> 00:01:05.000]  是愛
[00:01:05.000 --> 00:01:07.000]  是很愛我的
[00:01:07.000 --> 00:01:09.000]  因為神愛世人
[00:01:09.000 --> 00:01:12.000]  甚至將他的獨生兒子賜給我們
[00:01:12.000 --> 00:01:13.000]  叫一切信他
[00:01:13.000 --> 00:01:14.000]  不致滅亡
[00:01:14.000 --> 00:01:15.000]  反得永生
[00:01:15.000 --> 00:01:16.000]  你可以隨時背了這節
[00:01:16.000 --> 00:01:19.000]  約翰分三章十六節
[00:01:19.000 --> 00:01:22.000]  是神很明顯是愛
[00:01:22.000 --> 00:01:24.000]  你又說
[00:01:24.000 --> 00:01:26.000]  我們的神很聖潔
[00:01:26.000 --> 00:01:27.000]  很公義
[00:01:27.000 --> 00:01:29.000]  他也是賜給我們平安
[00:01:29.000 --> 00:01:30.000]  喜樂
[00:01:30.000 --> 00:01:32.000]  盼望的
[00:01:32.000 --> 00:01:34.000]  我們很容易就會說到
[00:01:34.000 --> 00:01:36.000]  這些你所信的神
[00:01:36.000 --> 00:01:38.000]  和你的關係
[00:01:38.000 --> 00:01:40.000]  你最經歷到他的
[00:01:40.000 --> 00:01:43.000]  最感恩的
[00:01:43.000 --> 00:01:44.000]  但是今天跟大家
[00:01:44.000 --> 00:01:47.000]  從另一個角度看一看
[00:01:47.000 --> 00:01:49.000]  神不只是說
[00:01:49.000 --> 00:01:52.000]  一個很慈愛的爸爸
[00:01:52.000 --> 00:01:55.000]  一個很像聖誕老人那樣
[00:01:55.000 --> 00:01:57.000]  你有求必應
[00:01:57.000 --> 00:01:58.000]  我想要一輛車
[00:01:58.000 --> 00:01:59.000]  我想要甚麼
[00:01:59.000 --> 00:02:00.000]  十元錢
[00:02:00.000 --> 00:02:02.000]  我想要甚麼
[00:02:02.000 --> 00:02:03.000]  今天跟大家
[00:02:03.000 --> 00:02:05.000]  從另一個角度看一看
[00:02:05.000 --> 00:02:09.000]  我們這位神是怎樣的一位神
[00:02:09.000 --> 00:02:12.000]  跟大家先讀
[00:02:12.000 --> 00:02:14.000]  頭幾節聖經
[00:02:14.000 --> 00:02:15.000]  這個已經進入了
[00:02:15.000 --> 00:02:16.000]  我們第一段
[00:02:16.000 --> 00:02:18.000]  第一個重點
[00:02:18.000 --> 00:02:23.000]  上主全知道我的心思和言語
[00:02:23.000 --> 00:02:24.000]  這個就是說
[00:02:24.000 --> 00:02:28.000]  我們的神是一位全知的神
[00:02:28.000 --> 00:02:31.000]  沒有人會完全知道你
[00:02:31.000 --> 00:02:34.000]  甚至你和你結了婚的
[00:02:34.000 --> 00:02:36.000]  五十年的配偶
[00:02:36.000 --> 00:02:38.000]  他都不一定可以
[00:02:38.000 --> 00:02:40.000]  read到你的mind
[00:02:40.000 --> 00:02:41.000]  他很愛你
[00:02:41.000 --> 00:02:43.000]  很了解你的個性
[00:02:43.000 --> 00:02:45.000]  他知道怎樣去遷就你
[00:02:45.000 --> 00:02:48.000]  但是有時候你想的東西
[00:02:48.000 --> 00:02:50.000]  他不是100%知道的
[00:02:50.000 --> 00:02:52.000]  甚至有時候會誤解了
[00:02:52.000 --> 00:02:56.000]  會怪責了
[00:02:56.000 --> 00:02:58.000]  好像不明白那樣
[00:02:58.000 --> 00:03:00.000]  對子女一樣
[00:03:00.000 --> 00:03:01.000]  有些人說
[00:03:01.000 --> 00:03:03.000]  你在我的肚子裡出來
[00:03:03.000 --> 00:03:05.000]  你說你想甚麼我都知道
[00:03:05.000 --> 00:03:07.000]  是不是真的
[00:03:07.000 --> 00:03:09.000]  嬰兒的時候你就知道
[00:03:09.000 --> 00:03:11.000]  因為他哭了
[00:03:11.000 --> 00:03:12.000]  他就會
[00:03:12.000 --> 00:03:13.000]  你知道了
[00:03:13.000 --> 00:03:15.000]  要不就肚子餓
[00:03:15.000 --> 00:03:16.000]  要不就要換片
[00:03:16.000 --> 00:03:18.000]  要不就要抱
[00:03:18.000 --> 00:03:20.000]  小時候就知道
[00:03:20.000 --> 00:03:22.000]  但是進了學校
[00:03:22.000 --> 00:03:24.000]  不用去到高中
[00:03:24.000 --> 00:03:25.000]  進了pre-school
[00:03:25.000 --> 00:03:26.000]  你發覺
[00:03:26.000 --> 00:03:28.000]  他有些東西變了
[00:03:28.000 --> 00:03:31.000]  好像有些個人的意見
[00:03:31.000 --> 00:03:32.000]  以前你叫他坐就坐
[00:03:32.000 --> 00:03:33.000]  走就走
[00:03:33.000 --> 00:03:34.000]  現在不行了
[00:03:34.000 --> 00:03:35.000]  他問你why
[00:03:35.000 --> 00:03:37.000]  為甚麼可以這樣做
[00:03:37.000 --> 00:03:40.000]  有時候和你剛剛相反
[00:03:40.000 --> 00:03:42.000]  所以就算做父母
[00:03:42.000 --> 00:03:44.000]  都不可以完全說
[00:03:44.000 --> 00:03:45.000]  我明白我的子女
[00:03:45.000 --> 00:03:46.000]  我知道了
[00:03:46.000 --> 00:03:48.000]  他們還沒說我就知道了
[00:03:48.000 --> 00:03:50.000]  他們還沒行動
[00:03:50.000 --> 00:03:52.000]  我就知道他們想怎樣了
[00:03:52.000 --> 00:03:55.000]  有些某個年齡你可以知道
[00:03:55.000 --> 00:03:57.000]  但是到了他成長的時候
[00:03:57.000 --> 00:03:58.000]  你發覺
[00:03:58.000 --> 00:04:00.000]  你都摸不到他的心
[00:04:00.000 --> 00:04:02.000]  都不知道他在想甚麼
[00:04:02.000 --> 00:04:03.000]  是不是
[00:04:03.000 --> 00:04:04.000]  但是
[00:04:04.000 --> 00:04:05.000]  只有一位
[00:04:05.000 --> 00:04:07.000]  全知的神
[00:04:07.000 --> 00:04:08.000]  他可以知道
[00:04:08.000 --> 00:04:09.000]  就是我們的心思
[00:04:09.000 --> 00:04:11.000]  和我們的言語
[00:04:11.000 --> 00:04:12.000]  甚至我們裡面
[00:04:12.000 --> 00:04:15.000]  都不知道為甚麼自己有這個動機
[00:04:15.000 --> 00:04:16.000]  他可以告訴你
[00:04:16.000 --> 00:04:19.000]  你有個這麼私人的動機
[00:04:19.000 --> 00:04:25.000]  這麼隱藏了的一個私意
[00:04:25.000 --> 00:04:27.000]  他會告訴你
[00:04:27.000 --> 00:04:28.000]  一起來讀一下好嗎
[00:04:28.000 --> 00:04:31.000]  我用了現代中文譯本
[00:04:31.000 --> 00:04:33.000]  有些不同的
[00:04:33.000 --> 00:04:34.000]  和我們和合本
[00:04:34.000 --> 00:04:36.000]  你可以依然打開你的和合本
[00:04:36.000 --> 00:04:37.000]  一直讀這裡
[00:04:37.000 --> 00:04:38.000]  你看看有甚麼不同
[00:04:38.000 --> 00:04:40.000]  先讀一二三
[00:04:40.000 --> 00:04:42.000]  這三節好嗎
[00:04:42.000 --> 00:04:43.000]  請
[00:04:43.000 --> 00:04:44.000]  上主啊
[00:04:44.000 --> 00:04:46.000]  你洞察我
[00:04:46.000 --> 00:04:48.000]  你認識我
[00:04:48.000 --> 00:04:50.000]  我的一舉一動
[00:04:50.000 --> 00:04:52.000]  你都知道
[00:04:52.000 --> 00:04:54.000]  從遙遠地方
[00:04:54.000 --> 00:04:57.000]  你也曉得我的心思
[00:04:57.000 --> 00:05:00.000]  我工作或休息
[00:05:00.000 --> 00:05:02.000]  你都看見
[00:05:02.000 --> 00:05:06.000]  你知道我的所作所為
[00:05:06.000 --> 00:05:07.000]  哇
[00:05:07.000 --> 00:05:08.000]  真的很害怕
[00:05:08.000 --> 00:05:09.000]  是不是
[00:05:09.000 --> 00:05:11.000]  你知道我的所作所為
[00:05:11.000 --> 00:05:12.000]  有時人
[00:05:12.000 --> 00:05:15.000]  你暗中去計劃一些東西
[00:05:15.000 --> 00:05:16.000]  害人也好
[00:05:16.000 --> 00:05:18.000]  益人也好
[00:05:18.000 --> 00:05:20.000]  神知道了
[00:05:20.000 --> 00:05:22.000]  你還沒做他已經知道了
[00:05:22.000 --> 00:05:24.000]  那這裡看看
[00:05:24.000 --> 00:05:25.000]  洞察
[00:05:25.000 --> 00:05:26.000]  或者是認識
[00:05:26.000 --> 00:05:28.000]  和合本或監察
[00:05:28.000 --> 00:05:31.000]  都是有一種探索
[00:05:31.000 --> 00:05:33.000]  徹底去探討
[00:05:33.000 --> 00:05:35.000]  的一個意思
[00:05:35.000 --> 00:05:37.000]  就要從經驗裡面
[00:05:37.000 --> 00:05:38.000]  去領會
[00:05:38.000 --> 00:05:40.000]  到你去洞察之後
[00:05:40.000 --> 00:05:42.000]  你就會認識這件事
[00:05:42.000 --> 00:05:44.000]  那就是從你的經驗裡面
[00:05:44.000 --> 00:05:46.000]  可以領悟到
[00:05:46.000 --> 00:05:47.000]  認識這個字
[00:05:47.000 --> 00:05:48.000]  洞察認識
[00:05:48.000 --> 00:05:49.000]  認識這個字
[00:05:49.000 --> 00:05:50.000]  在這一段
[00:05:50.000 --> 00:05:52.000]  這一篇詩篇裡面
[00:05:52.000 --> 00:05:54.000]  出現了六次
[00:05:54.000 --> 00:05:55.000]  如果你提到認識
[00:05:55.000 --> 00:05:56.000]  我就一想起
[00:05:56.000 --> 00:05:57.000]  哎呀
[00:05:57.000 --> 00:05:59.000]  耶穌基督說我是好牧人
[00:05:59.000 --> 00:06:01.000]  我認識我的羊群
[00:06:01.000 --> 00:06:02.000]  是不是
[00:06:02.000 --> 00:06:04.000]  我又對他們說
[00:06:04.000 --> 00:06:05.000]  就是發聲
[00:06:05.000 --> 00:06:07.000]  他們會懂得聽我的聲音
[00:06:07.000 --> 00:06:09.000]  我聽他們的
[00:06:09.000 --> 00:06:10.000]  聽他們的聲音
[00:06:10.000 --> 00:06:12.000]  每個羊叫都不同的
[00:06:12.000 --> 00:06:13.000]  你想想
[00:06:13.000 --> 00:06:14.000]  如果你有三個
[00:06:14.000 --> 00:06:16.000]  四個子女
[00:06:16.000 --> 00:06:18.000]  他們每個的聲音都不同
[00:06:18.000 --> 00:06:19.000]  有時候你會分得出的
[00:06:19.000 --> 00:06:20.000]  做父母可以分得出的
[00:06:20.000 --> 00:06:21.000]  在電話裡
[00:06:21.000 --> 00:06:22.000]  這個是老二
[00:06:22.000 --> 00:06:24.000]  這個是老四
[00:06:24.000 --> 00:06:25.000]  這樣說
[00:06:25.000 --> 00:06:28.000]  你很認識他
[00:06:28.000 --> 00:06:31.000]  我們的神就是這麼
[00:06:31.000 --> 00:06:33.000]  洞察我們
[00:06:33.000 --> 00:06:36.000]  這麼有心機去探索我們
[00:06:36.000 --> 00:06:39.000]  所以他才知道我們的動機是怎樣
[00:06:39.000 --> 00:06:41.000]  我們隱藏了的一些
[00:06:41.000 --> 00:06:44.000]  私心私意是怎樣
[00:06:44.000 --> 00:06:45.000]  我一舉一動
[00:06:45.000 --> 00:06:47.000]  你都知道
[00:06:47.000 --> 00:06:48.000]  和合本說
[00:06:48.000 --> 00:06:50.000]  我們坐下來
[00:06:50.000 --> 00:06:52.000]  我們起來
