
[00:00:00.000 --> 00:00:01.180]  早晨早晨
[00:00:01.180 --> 00:00:03.180]  應該是午安午安
[00:00:03.180 --> 00:00:07.180]  很開心再一次和大家一齊的來去敬拜上帝
[00:00:07.180 --> 00:00:10.180]  去思考神的說話
[00:00:10.180 --> 00:00:12.180]  有一個這樣的印象
[00:00:12.180 --> 00:00:16.180]  令到我是不是很
[00:00:16.180 --> 00:00:18.180]  不是很舒服的就是
[00:00:18.180 --> 00:00:21.180]  很多時候我見到那些舊朋友呢
[00:00:21.180 --> 00:00:23.180]  是沒有什麼改變的
[00:00:23.180 --> 00:00:26.180]  我以前在「窩福服侍」的時候
[00:00:26.180 --> 00:00:28.180]  是79年
[00:00:28.180 --> 00:00:32.180]  一直到94年
[00:00:32.180 --> 00:00:34.180]  我開始在「窩福服侍」
[00:00:34.180 --> 00:00:37.180]  由94年一直到2016年
[00:00:37.180 --> 00:00:41.180]  我時不時都有一個這樣的經歷
[00:00:41.180 --> 00:00:44.180]  就是以前認識的弟兄姊妹
[00:00:44.180 --> 00:00:46.180]  是沒有什麼改變的
[00:00:46.180 --> 00:00:48.180]  不是身材沒有改變
[00:00:48.180 --> 00:00:50.180]  不是年紀沒有改變
[00:00:50.180 --> 00:00:52.180]  因為年紀一定會改變的
[00:00:52.180 --> 00:00:54.180]  而是人沒有改變
[00:00:54.180 --> 00:00:57.180]  他的胸襟沒有改變
[00:00:57.180 --> 00:00:59.180]  小氣的
[00:00:59.180 --> 00:01:01.180]  他的脾氣沒有改變
[00:01:01.180 --> 00:01:03.180]  爆的就爆
[00:01:03.180 --> 00:01:07.180]  他的價值觀念沒有改變
[00:01:07.180 --> 00:01:09.180]  他的人沒有改變
[00:01:09.180 --> 00:01:13.180]  我相信耶穌那麼久都沒有改變的
[00:01:13.180 --> 00:01:15.180]  似乎
[00:01:15.180 --> 00:01:17.180]  這些弟兄姊妹
[00:01:17.180 --> 00:01:20.180]  不覺得他的沒有改變是一個什麼問題
[00:01:20.180 --> 00:01:22.180]  他覺得這個是正常的
[00:01:22.180 --> 00:01:25.180]  這個是令到我更加的不開心
[00:01:25.180 --> 00:01:27.180]  就是
[00:01:27.180 --> 00:01:30.180]  人當然會改變的
[00:01:30.180 --> 00:01:32.180]  耶穌在他的生命裡面
[00:01:32.180 --> 00:01:34.180]  當然會越來越多位
[00:01:34.180 --> 00:01:37.180]  原來生命會越來越甜
[00:01:37.180 --> 00:01:41.180]  他的生命的充實
[00:01:41.180 --> 00:01:43.180]  會讓其他的人
[00:01:43.180 --> 00:01:45.180]  感覺到他的充實
[00:01:45.180 --> 00:01:47.180]  而陪著他的時候是開心的
[00:01:47.180 --> 00:01:50.180]  但是為什麼沒有呢?
[00:01:50.180 --> 00:01:54.180]  當我們周圍的人都沒有什麼改變的時候
[00:01:54.180 --> 00:01:57.180]  有沒有變成正常?
[00:01:57.180 --> 00:02:00.180]  或者是新的正常?
[00:02:00.180 --> 00:02:04.180]  這個後COVID新常態
[00:02:04.180 --> 00:02:09.180]  其實是很慘的
[00:02:09.180 --> 00:02:11.180]  有時候有人咳嗽
[00:02:11.180 --> 00:02:14.180]  有時候有人腦霧
[00:02:14.180 --> 00:02:16.180]  其實是不好的
[00:02:16.180 --> 00:02:19.180]  但是當大家接納了這個常態
[00:02:19.180 --> 00:02:21.180]  我們就不會
[00:02:21.180 --> 00:02:25.180]  不會理會他,不會做什麼來改善他
[00:02:25.180 --> 00:02:27.180]  如果人的生命是這樣的話
[00:02:27.180 --> 00:02:31.180]  其實是很慘的
[00:02:31.180 --> 00:02:33.180]  我們自己討厭自己
[00:02:33.180 --> 00:02:35.180]  別人又討厭我們
[00:02:35.180 --> 00:02:37.180]  上帝就對我們失望
[00:02:37.180 --> 00:02:39.180]  那又怎樣呢?
[00:02:39.180 --> 00:02:43.180]  尤大叔的存在就是
[00:02:43.180 --> 00:02:49.180]  為了避免我們進入這些不死不活
[00:02:49.180 --> 00:02:51.180]  其實又好像信耶穌
[00:02:51.180 --> 00:02:55.180]  又不像信耶穌的那種狀態
[00:02:55.180 --> 00:02:58.180]  第一封信一開始他就說
[00:02:58.180 --> 00:03:02.180]  親愛的,我曾經迫切地想寫信給你們
[00:03:02.180 --> 00:03:04.180]  論到我們共享的救恩
[00:03:04.180 --> 00:03:07.180]  現在我更加覺得必須寫信勸勉你們
[00:03:07.180 --> 00:03:09.180]  要竭力的維護從前
[00:03:09.180 --> 00:03:13.180]  一次就全交給了聖徒的信
[00:03:13.180 --> 00:03:15.180]  因為有人已經混進你們中間
[00:03:15.180 --> 00:03:17.180]  他們是早被判定受刑的
