
[00:00:00.000 --> 00:00:03.840]  今天會和大家去看「撈銀交稅」
[00:00:03.840 --> 00:00:08.580]  所以你會看到這個圖
[00:00:08.580 --> 00:00:14.160]  香港的弟兄姊妹一定會有熟悉的感覺
[00:00:14.160 --> 00:00:17.260]  但又不是很喜歡看到的 為什麼呢?
[00:00:17.260 --> 00:00:19.840]  我們收到綠色的大信封就知道
[00:00:19.840 --> 00:00:23.580]  是要填報稅表 是要交稅
[00:00:23.580 --> 00:00:29.480]  我們今天差不多來到登山變象的最後一次了
[00:00:29.480 --> 00:00:34.240]  我們看到耶穌基督登山變象
[00:00:34.240 --> 00:00:37.800]  就是讓門徒看到祂的真相
[00:00:37.800 --> 00:00:41.680]  就是說祂很快就要面對十字架的苦楚
[00:00:41.680 --> 00:00:44.880]  要受死 但是這個只是暫時
[00:00:44.880 --> 00:00:48.260]  祂真正的榮耀的本相就在登山變象那裡
[00:00:48.260 --> 00:00:52.540]  給你看到 但是記不記得我們講過上山
[00:00:52.540 --> 00:00:55.120]  他們說在這裡真好
[00:00:55.120 --> 00:00:59.360]  有時候我們有些地方我們覺得留在這裡就很好了
[00:00:59.360 --> 00:01:03.000]  但始終要回到自己熟悉的地方
[00:01:03.000 --> 00:01:06.880]  他們上山就要下山 要面對群眾
[00:01:06.880 --> 00:01:09.560]  上次我們看到當他們一下山的時候
[00:01:09.560 --> 00:01:13.440]  門徒就已經面對挑戰了 為什麼呢?
[00:01:13.440 --> 00:01:16.080]  他們不能夠趕鬼
[00:01:16.080 --> 00:01:19.740]  就被人質疑 你都沒有能力的
[00:01:19.740 --> 00:01:22.700]  你跟隨那個是不是真的行的?
[00:01:22.700 --> 00:01:25.260]  因為他們的信心少
[00:01:25.260 --> 00:01:29.520]  上次我們說的心弱力微 信心微弱
[00:01:29.520 --> 00:01:32.700]  你的力量自然就會減少
[00:01:32.700 --> 00:01:35.560]  最重要就是要好好的依靠神
[00:01:35.560 --> 00:01:39.160]  親近祂 靠著祂給我們有力量 然後去戰勝
[00:01:39.160 --> 00:01:43.860]  好了 挑戰完門徒 現在就去挑戰耶穌了
[00:01:43.860 --> 00:01:48.220]  就是有些人特意來挑戰耶穌的身份和地位
[00:01:48.220 --> 00:01:51.940]  就是問耶穌應不應該勒釘誰
[00:01:51.940 --> 00:01:54.760]  在這件事上給我們有什麼教導呢?
[00:01:54.760 --> 00:01:56.780]  我們先看這段經文
[00:01:56.780 --> 00:01:59.960]  《馬太福音》第十七章二十四到二十七節
[00:01:59.960 --> 00:02:01.960]  我們先從二方堂讀出來
[00:02:01.960 --> 00:02:06.880]  「到了加伯隆 有收釘誰的人來見彼得說
[00:02:06.880 --> 00:02:09.280]  你們的先生不勒釘誰麼?
[00:02:09.280 --> 00:02:11.980]  彼得說 勒 他進了屋子
[00:02:11.980 --> 00:02:13.540]  耶穌先向他說:
[00:02:13.540 --> 00:02:15.720]  「西門 你的意思如何?
[00:02:15.720 --> 00:02:19.300]  世上的君王向誰徵收官稅、釘誰?
[00:02:19.300 --> 00:02:23.000]  是向自己的兒子呢?是向外人嗎?」
[00:02:23.000 --> 00:02:25.000]  彼得說:「是向外人」
[00:02:25.000 --> 00:02:29.020]  耶穌說:「既然如此 兒子就可以免稅了
[00:02:29.020 --> 00:02:30.800]  但恐怕觸犯他們
[00:02:30.800 --> 00:02:33.260]  你且往海邊去釣魚
[00:02:33.260 --> 00:02:35.700]  把先釣上來的魚拿起來
[00:02:35.700 --> 00:02:38.160]  開了他的口 必得一塊錢
[00:02:38.160 --> 00:02:41.760]  可以拿去給他們作你外的稅銀」
[00:02:41.760 --> 00:02:43.960]  很簡單 只有四節經文
[00:02:43.960 --> 00:02:46.360]  那些人來問彼得
[00:02:46.360 --> 00:02:48.360]  「你的夫子勒不勒釘誰?」
[00:02:48.360 --> 00:02:51.580]  彼得說 「勒」 很快的
[00:02:51.580 --> 00:02:54.020]  然後去問耶穌 耶穌就問他
[00:02:54.020 --> 00:02:57.900]  究竟皇室成員是否需要納稅呢?
[00:02:57.900 --> 00:02:59.420]  應該不用納的
[00:02:59.420 --> 00:03:01.320]  但是耶穌說:「好吧
[00:03:01.320 --> 00:03:03.580]  免得他們有問題的時候
[00:03:03.580 --> 00:03:05.280]  你去外面釣一條魚
[00:03:05.280 --> 00:03:07.900]  然後在魚口裡挖一塊錢出來
[00:03:07.900 --> 00:03:09.180]  就可以交稅了」
[00:03:09.180 --> 00:03:10.560]  很短的經文
[00:03:10.560 --> 00:03:13.380]  但裏面有很豐富的屬靈的教導
[00:03:13.380 --> 00:03:16.700]  這段經文在《馬太福音》裏面
[00:03:16.700 --> 00:03:19.620]  記載了三個很獨特的神蹟
[00:03:19.620 --> 00:03:22.200]  你記得《四福音書》裏面
[00:03:22.200 --> 00:03:24.740]  只有一個神蹟是《四卷福音書》都記載的
[00:03:24.740 --> 00:03:27.940]  就是五餅二魚給幾千人吃飽
[00:03:27.940 --> 00:03:31.020]  但是《馬太福音》記載了三個獨特的神蹟
[00:03:31.020 --> 00:03:32.820]  這是其中的一個
[00:03:32.820 --> 00:03:35.420]  我們要先了解一下背景
[00:03:35.420 --> 00:03:38.400]  我們這段經文很容易
[00:03:38.400 --> 00:03:42.820]  將另一段經文混淆了
[00:03:42.820 --> 00:03:45.420]  甚至很多人就拿著這段經文來講
[00:03:45.420 --> 00:03:48.000]  就是我們要去信服掌權者
[00:03:48.000 --> 00:03:50.920]  因為該殺的物就歸給該殺
[00:03:50.920 --> 00:03:52.840]  神的物就歸給神
[00:03:52.840 --> 00:03:54.260]  所以要怎樣呢?
[00:03:54.260 --> 00:03:57.160]  就是要政教分離
[00:03:57.160 --> 00:04:01.380]  教會、基督徒千萬不要講政治
[00:04:01.380 --> 00:04:03.640]  就拿這一段來帶進去講
[00:04:03.640 --> 00:04:05.300]  我們看一看這段經文
[00:04:05.300 --> 00:04:06.860]  其實兩者是有分別的
[00:04:06.860 --> 00:04:09.820]  《馬太福音》22章15到22節
[00:04:09.820 --> 00:04:12.240]  當時法利塞人出去商議
[00:04:12.240 --> 00:04:15.100]  怎樣就著耶穌的話陷害他
[00:04:15.100 --> 00:04:19.900]  就打發他們的門徒和希律黨的人去見耶穌說
[00:04:19.900 --> 00:04:22.520]  「夫子,我們知道你是誠實人
[00:04:22.520 --> 00:04:25.180]  並且誠誠實實傳神的道
[00:04:25.180 --> 00:04:27.420]  什麼人你都不順情面
[00:04:27.420 --> 00:04:29.640]  因為你不看人的外貌
[00:04:29.640 --> 00:04:32.380]  請告訴我們你的意見如何
[00:04:32.380 --> 00:04:35.520]  納粹給該殺可以不可以」
[00:04:35.520 --> 00:04:39.900]  耶穌看出他們的惡意就說
[00:04:39.900 --> 00:04:41.440]  「假冒為善的人啊
[00:04:41.440 --> 00:04:42.940]  為什麼試探我
[00:04:42.940 --> 00:04:45.560]  拿一個上水的錢給我看
[00:04:45.560 --> 00:04:48.060]  他們就拿一個銀錢來給他
[00:04:48.060 --> 00:04:51.100]  耶穌說:這匠和這豪是誰的
[00:04:51.100 --> 00:04:53.160]  他們說:是該殺的
[00:04:53.160 --> 00:04:56.600]  耶穌說:這讓該殺的物當歸該殺
[00:04:56.600 --> 00:04:58.500]  神的物當歸給神
[00:04:58.500 --> 00:05:00.360]  他們聽見就稀奇
[00:05:00.360 --> 00:05:02.040]  離開他走了」
[00:05:02.040 --> 00:05:04.300]  這裏是很清楚講到
[00:05:04.300 --> 00:05:06.660]  是有兩班人就是法利塞人
[00:05:06.660 --> 00:05:08.580]  和希律黨的人
[00:05:08.580 --> 00:05:11.580]  聯手去對付耶穌
[00:05:11.580 --> 00:05:13.700]  希律黨的人是甚麼呢?
[00:05:13.700 --> 00:05:15.260]  都是猶太人
[00:05:15.260 --> 00:05:18.400]  不過他們是親當時的羅馬政府
[00:05:18.400 --> 00:05:19.760]  即是建制派
[00:05:19.760 --> 00:05:25.460]  其實和法利塞人原本是兩者互相之間
[00:05:25.460 --> 00:05:27.300]  是敵對對方的
[00:05:27.300 --> 00:05:29.960]  法利塞人有很強的民族主義
