
[00:00:00.000 --> 00:00:04.680]  我今天跟大家看幾個聖經裡的屬靈方程式
[00:00:04.680 --> 00:00:05.480]  第一
[00:00:05.480 --> 00:00:06.480]  就是
[00:00:06.480 --> 00:00:08.080]  一減一
[00:00:08.080 --> 00:00:09.960]  理論上是零
[00:00:09.960 --> 00:00:13.240]  但是原來一減一是無限大
[00:00:13.240 --> 00:00:15.040]  是無法計算的
[00:00:15.040 --> 00:00:18.480]  我們來看一個事蹟
[00:00:18.480 --> 00:00:21.800]  被稱為信心之父的阿伯拉罕
[00:00:21.800 --> 00:00:24.280]  他晚年得子
[00:00:24.280 --> 00:00:27.680]  一百歲的時候才得自己的兒子爾撒
[00:00:27.680 --> 00:00:30.960]  當他有了兒子的時候會很開心
[00:00:30.960 --> 00:00:33.240]  就和這個兒子相處
[00:00:33.240 --> 00:00:35.800]  但是好像神出爾反爾
[00:00:35.800 --> 00:00:37.600]  神竟然是做什麼呢?
[00:00:37.600 --> 00:00:40.720]  就是叫阿伯拉罕將他的兒子爾撒獻上
[00:00:40.720 --> 00:00:42.800]  用梵祭的方式獻上
[00:00:42.800 --> 00:00:43.960]  什麼叫梵祭?
[00:00:43.960 --> 00:00:46.920]  就是將那天的濟生彌達去殺了
[00:00:46.920 --> 00:00:48.240]  然後焚燒
[00:00:48.240 --> 00:00:50.400]  就是叫阿伯拉罕殺了自己的兒子
[00:00:50.400 --> 00:00:52.200]  焚燒獻祭給神
[00:00:52.200 --> 00:00:54.000]  沒可能的事
[00:00:54.000 --> 00:00:55.920]  為什麼神會這麼做呢?
[00:00:55.920 --> 00:00:57.920]  如果我們看回聖經的時候
[00:00:57.920 --> 00:01:00.920]  你留意到當原來阿伯拉罕未有兒子的時候
[00:01:00.920 --> 00:01:02.640]  跟神的關係非常好
[00:01:02.640 --> 00:01:05.000]  經常都會來祝壇獻祭
[00:01:05.000 --> 00:01:06.200]  但是你有沒有留意到
[00:01:06.200 --> 00:01:08.200]  當他有了孩子之後
[00:01:08.200 --> 00:01:12.320]  就沒有再記載到阿伯拉罕和神有任何的交往
[00:01:12.320 --> 00:01:14.280]  怎樣來祝壇獻祭
[00:01:14.280 --> 00:01:17.440]  兒子是神給阿伯拉罕的禮物
[00:01:17.440 --> 00:01:20.800]  但是往往這份禮物就成為他們之間的男左
[00:01:20.800 --> 00:01:21.600]  正如我說
[00:01:21.600 --> 00:01:23.080]  可能你的小朋友讀書讀得好
[00:01:23.080 --> 00:01:26.120]  你就買個智能電話給他
[00:01:26.120 --> 00:01:27.680]  或者買個遊戲機給他
[00:01:27.680 --> 00:01:29.480]  但是他就經常想著玩這些遊戲
[00:01:29.480 --> 00:01:31.000]  就影響了你跟他的關係
[00:01:31.000 --> 00:01:32.600]  所以神要測試他
[00:01:32.600 --> 00:01:36.200]  就要他把自己的兒子帶去獻祭
[00:01:36.200 --> 00:01:38.080]  在穆會的過程當中
[00:01:38.080 --> 00:01:41.280]  我都看到有很多這樣的現象
[00:01:41.280 --> 00:01:44.560]  在最近這八九年裡面
[00:01:44.560 --> 00:01:47.920]  我看到多了很多不同的蓉
[00:01:47.920 --> 00:01:50.800]  可能我們吃有蓮蓉包
[00:01:50.800 --> 00:01:53.160]  有奶黃包
[00:01:53.160 --> 00:01:56.880]  但現在多了一種是麻蓉和椰蓉
[00:01:56.880 --> 00:01:59.160]  大家知道甚麼是麻蓉和椰蓉嗎
[00:01:59.160 --> 00:02:02.080]  阿爺要來幫忙看孫子
[00:02:02.080 --> 00:02:05.120]  所以阿爺看著孫子的就叫椰蓉
[00:02:05.120 --> 00:02:09.160]  如果阿嫲看著孫子的就叫麻蓉
[00:02:09.160 --> 00:02:12.680]  我發覺現在我們教會多了很多椰蓉麻蓉
[00:02:12.680 --> 00:02:14.280]  很簡單舉個例
[00:02:14.280 --> 00:02:19.520]  我上一次跟長者去開洗禮班
[00:02:19.520 --> 00:02:21.520]  即是那些雞精班一堂過
[00:02:21.520 --> 00:02:23.000]  有很多長者跟我說
[00:02:23.000 --> 00:02:25.040]  我好像不太熟悉你們
[00:02:25.040 --> 00:02:29.440]  你們有沒有我們的冠冕團契
[00:02:29.440 --> 00:02:31.520]  十個裡面有八個都說我們沒有
[00:02:31.520 --> 00:02:33.200]  因為要看孫子
[00:02:33.200 --> 00:02:35.040]  我現在看到有些曾經侍奉的人
[00:02:35.040 --> 00:02:37.640]  就是推著孫子上學
[00:02:37.640 --> 00:02:39.400]  或者去公園
[00:02:39.400 --> 00:02:40.680]  就沒有那麼多時間
[00:02:40.680 --> 00:02:43.120]  所以現在多了一些椰蓉和麻蓉
[00:02:43.120 --> 00:02:44.680]  還有一些外蓉
[00:02:44.680 --> 00:02:47.640]  外蓉不是指那些菲蓉和印蓉
[00:02:47.640 --> 00:02:52.040]  是外公和外婆帶去看孫子
[00:02:52.040 --> 00:02:54.120]  輪到來的那些就叫外蓉
[00:02:54.120 --> 00:02:56.440]  這些全部都是菲蓉
[00:02:56.440 --> 00:02:58.640]  即是不是傭人的傭人
[00:02:58.640 --> 00:03:00.920]  即是沒有錢拿還要貼錢的那些
[00:03:00.920 --> 00:03:04.000]  現在我們多了很多椰蓉麻蓉和外蓉
[00:03:04.000 --> 00:03:06.600]  他們正在影響他們跟神的關係
[00:03:06.600 --> 00:03:08.440]  也影響到他們的侍奉
[00:03:08.440 --> 00:03:11.200]  伯拉罕就將他自己的精神
[00:03:11.200 --> 00:03:14.840]  集中在這些孩子的身上
[00:03:14.840 --> 00:03:17.160]  所以神要測試他
[00:03:17.160 --> 00:03:21.200]  但是按理伯拉罕可以大條道理
[00:03:21.200 --> 00:03:24.280]  跟神來抗衡
[00:03:24.280 --> 00:03:27.360]  這個兒子是你送給我的
[00:03:27.360 --> 00:03:28.840]  你來給我的時候
[00:03:28.840 --> 00:03:30.560]  你現在要我殺他的時候
[00:03:30.560 --> 00:03:31.960]  你不是出爾反爾
[00:03:31.960 --> 00:03:35.960]  還有這是違背你自己的屬性
[00:03:35.960 --> 00:03:39.080]  你自己是熱愛生命
[00:03:39.080 --> 00:03:42.560]  你怎麼可能叫我將我的兒子殺了
[00:03:42.560 --> 00:03:44.320]  然後來焚燒
[00:03:44.320 --> 00:03:46.240]  這和你的本性相違背
[00:03:46.240 --> 00:03:48.560]  是絕對的不應該
[00:03:48.560 --> 00:03:50.960]  第三個最重要的抗辯理由是什麼
[00:03:50.960 --> 00:03:52.560]  我兒子長大了
[00:03:52.560 --> 00:03:54.320]  他有他自己的權利
[00:03:54.320 --> 00:03:56.200]  我不可以這樣對待他
[00:03:56.200 --> 00:03:58.160]  很多時候我們看一些圖畫書
[00:03:58.160 --> 00:04:01.000]  以為伯拉罕以殺是小孩子
[00:04:01.000 --> 00:04:02.240]  不是的
[00:04:02.240 --> 00:04:04.600]  以殺已經是一個少年人
[00:04:04.600 --> 00:04:06.080]  我們讀一段聖經
[00:04:06.080 --> 00:04:08.520]  《創世紀》第22章第6節
[00:04:08.520 --> 00:04:10.160]  我們一起來讀出
[00:04:10.160 --> 00:04:15.640]  伯拉罕把凡濟的柴放在他兒子以殺身上
[00:04:15.640 --> 00:04:18.320]  自己手裡拿著火如刀
[00:04:18.320 --> 00:04:20.280]  於是二人同行
[00:04:20.280 --> 00:04:24.440]  伯拉罕帶著自己的兒子以殺
[00:04:24.440 --> 00:04:27.280]  以殺是可以背著柴枝
[00:04:27.280 --> 00:04:30.560]  和伯拉罕走在山上
[00:04:30.560 --> 00:04:34.840]  就是說這個孩子絕對不是一個嬰兒
[00:04:34.840 --> 00:04:36.840]  應該是一個少年人
[00:04:36.840 --> 00:04:39.880]  你要將自己已經跟他相處了
[00:04:39.880 --> 00:04:43.000]  至少十幾年的兒子殺上
[00:04:43.000 --> 00:04:45.440]  絕對不會好受
[00:04:45.440 --> 00:04:47.240]  我剛剛看新聞
[00:04:47.240 --> 00:04:49.480]  有一個五歲的孩子
[00:04:49.480 --> 00:04:52.560]  來大學醫療失誤而死
[00:04:52.560 --> 00:04:54.680]  我自己也很深感受
[00:04:54.680 --> 00:04:59.960]  那個媽媽面對著已經相處了五年的小孩子
[00:04:59.960 --> 00:05:03.000]  看著他來大學套血而死的時候
[00:05:03.000 --> 00:05:06.560]  那種心境是絕對不容易的
[00:05:06.560 --> 00:05:08.200]  你想想伯拉罕
[00:05:08.200 --> 00:05:10.760]  他自己的孩子已經跟他相處了這麼多年
[00:05:10.760 --> 00:05:13.840]  要將這個孩子獻上是絕不容易
[00:05:13.840 --> 00:05:17.920]  但是伯拉罕竟然用信心的來大學擺上
[00:05:17.920 --> 00:05:21.960]  而他這個信心是超越了當世代
[00:05:21.960 --> 00:05:27.080]  因為希伯來書在神的啟迪作者寫下
[00:05:27.080 --> 00:05:30.840]  他在解釋伯拉罕的信心是基於什麼呢?
[00:05:30.840 --> 00:05:34.960]  我們一起來大學看希伯來書第十一章的第十九節
[00:05:34.960 --> 00:05:36.200]  我們一起來讀出
[00:05:36.200 --> 00:05:40.560]  他以為神還能叫人從死裡復活
[00:05:40.560 --> 00:05:44.880]  他也彷彿從死中得回他的兒子來
[00:06:10.560 --> 00:06:13.600]  未曾有過復活這件事
[00:06:13.600 --> 00:06:17.320]  所以他這個信心是一個超越的信心
[00:06:17.320 --> 00:06:19.320]  怎麼可能會是這樣呢?
[00:06:19.320 --> 00:06:24.360]  其實伯拉罕他這份信心是基於對神的應許
[00:06:24.360 --> 00:06:26.360]  知道神一定會有成就
[00:06:26.360 --> 00:06:30.800]  我們一起來大學讀希伯來書第十一章的第十七節
[00:06:30.800 --> 00:06:32.800]  第十七節我們一起來讀出
[00:06:32.800 --> 00:06:36.880]  伯拉罕因著信被試驗的時候
[00:06:36.880 --> 00:06:38.880]  就把耳塞獻上
[00:06:38.880 --> 00:06:42.440]  「這便是那官子領受選舉的
[00:06:42.440 --> 00:06:45.640]  將自己獨生的兒子獻上」
[00:06:45.640 --> 00:06:50.680]  他的信心就是知道神的應許一定會實現
[00:06:50.680 --> 00:06:52.960]  這是非常寶貴的
[00:06:52.960 --> 00:06:58.600]  所以求神幫助我們懂得如何面對這件事
[00:06:58.600 --> 00:07:04.480]  當伯拉罕真的要將自己的孩子獻上的時候
[00:07:04.480 --> 00:07:08.160]  在第二十二章的第三節裡很清楚地說
[00:07:08.160 --> 00:07:10.960]  他發現了有一隻羊
[00:07:10.960 --> 00:07:13.920]  尼達去在樹叢中被勒住
[00:07:13.920 --> 00:07:15.640]  神就說其實你不需要
[00:07:15.640 --> 00:07:18.000]  我已經為你預備了一隻羊
[00:07:18.000 --> 00:07:21.680]  尼達去取代了你的兒子
[00:07:21.680 --> 00:07:24.400]  我知道你的信心和愛心
[00:07:24.400 --> 00:07:26.400]  我會尼達去接納你
[00:07:26.400 --> 00:07:30.320]  當尼達去見到伯拉罕的時候很感恩
[00:07:30.320 --> 00:07:31.520]  大家都很熟悉
[00:07:31.520 --> 00:07:32.960]  他稱那地方為甚麼?
[00:07:32.960 --> 00:07:34.960]  耶和華、以納
[00:07:34.960 --> 00:07:37.440]  就是神必定會預備
[00:07:37.440 --> 00:07:41.360]  但你有沒有留意到當他一稱那地方為耶和華、以納的時候
[00:07:41.360 --> 00:07:44.240]  神再一次重申他的宣告
[00:07:44.240 --> 00:07:47.840]  我們一起來讀《創世紀》二十二章十六到第十八節
[00:07:47.840 --> 00:07:49.040]  我們一起來讀出
[00:08:07.440 --> 00:08:12.880]  「天上的星,海裡的沙,你子孫必得著受敵的承援
[00:08:12.880 --> 00:08:17.120]  並且地上萬國都必因你的後裔得福
[00:08:17.120 --> 00:08:20.080]  因為你聽了我的話。」
[00:08:20.080 --> 00:08:24.240]  神說你將獨一的兒子獻上
[00:08:24.240 --> 00:08:26.000]  一減一是應該零
[00:08:26.000 --> 00:08:26.880]  但現在不是
[00:08:26.880 --> 00:08:28.160]  因為你的信心
[00:08:28.160 --> 00:08:31.520]  你的子孫會多到好像天上的星、海邊的沙
[00:08:31.520 --> 00:08:32.640]  數不到過來
[00:08:32.640 --> 00:08:36.240]  更加重要的是萬國會因你的子孫得福
[00:08:36.240 --> 00:08:37.920]  是甚麼意思?
[00:08:37.920 --> 00:08:41.760]  耶穌基督是阿伯拉罕的後裔
[00:08:41.760 --> 00:08:44.480]  萬國會因為阿伯拉罕的子孫
[00:08:44.480 --> 00:08:46.800]  就是耶穌基督你有得著這個福氣
[00:08:46.800 --> 00:08:50.240]  所以今天我們有沒有用信心的理解去擺上
[00:08:50.240 --> 00:08:54.000]  原本一減一是零
[00:08:54.000 --> 00:08:58.240]  但原來當阿伯拉罕願意將自己的兒子獻上的時候
[00:08:58.240 --> 00:09:01.040]  他不單可以保留自己的兒子
[00:09:01.040 --> 00:09:04.560]  他的子孫是無限大
[00:09:04.560 --> 00:09:06.000]  是無限多
[00:09:06.000 --> 00:09:08.000]  這就是信心的經歷
[00:09:08.000 --> 00:09:12.880]  第二個類似的方程式是甚麼呢?
[00:09:12.880 --> 00:09:16.400]  大家知道一減十分之一即是零點一
[00:09:16.400 --> 00:09:19.520]  答案應該是零點九
