
[00:00:00.000 --> 00:00:02.000]  我們一起祈禱好嗎?
[00:00:02.000 --> 00:00:07.000]  天父,我們戰驚恐懼去到你的說話面前
[00:00:07.000 --> 00:00:10.000]  因為你的說話告訴我們你是誰
[00:00:10.000 --> 00:00:14.000]  求你幫助我們,開我們的心,開我們的眼
[00:00:14.000 --> 00:00:17.000]  預備我們去聆聽你的說話
[00:00:17.000 --> 00:00:19.000]  得到安慰,得到智慧
[00:00:19.000 --> 00:00:22.000]  我們仰望你,祈禱奉耶穌的名咁
[00:00:22.000 --> 00:00:23.000]  阿們
[00:00:23.000 --> 00:00:26.000]  好,大興姐妹平安
[00:00:26.000 --> 00:00:29.000]  再一次歡迎大家回到周六晚崇
[00:00:30.000 --> 00:00:34.000]  想起一些出名的故事或者動畫
[00:00:34.000 --> 00:00:36.000]  大家通常都會記得主角的名字
[00:00:36.000 --> 00:00:39.000]  那我就預備了一些動畫
[00:00:39.000 --> 00:00:43.000]  就看你記不記得主角叫什麼名字,好嗎?
[00:00:43.000 --> 00:00:45.000]  麻煩去powerpoint
[00:00:45.000 --> 00:00:49.000]  我還沒按你,好明顯是你幫我按的
[00:00:49.000 --> 00:00:52.000]  我試一下行不行?我自己按
[00:00:57.000 --> 00:01:00.000]  好,大家手安無措
[00:01:00.000 --> 00:01:03.000]  有些人說叮噹的
[00:01:03.000 --> 00:01:05.000]  那就叮噹吧
[00:01:05.000 --> 00:01:08.000]  好,叮噹
[00:01:08.000 --> 00:01:11.000]  請問記不記得主角們的名稱
[00:01:11.000 --> 00:01:13.000]  即是那個由下角的
[00:01:13.000 --> 00:01:18.000]  是,大紅了
[00:01:18.000 --> 00:01:22.000]  你看叮噹就只有一個名字
[00:01:22.000 --> 00:01:26.000]  叮噹裡面那個叫什麼名字,各位女孩子
[00:01:26.000 --> 00:01:28.000]  靜...
[00:01:28.000 --> 00:01:33.000]  靜怡,還有呢?
[00:01:33.000 --> 00:01:35.000]  還有呢?還有兩個人的
[00:01:35.000 --> 00:01:37.000]  很大隻的那個
[00:01:37.000 --> 00:01:43.000]  紀安,還有他的好朋友
[00:01:43.000 --> 00:01:45.000]  什麼?
[00:01:45.000 --> 00:01:49.000]  阿福
[00:01:49.000 --> 00:01:51.000]  好,等等,以示公平
[00:01:51.000 --> 00:01:53.000]  還有人叫他做哆啦A夢的
[00:01:53.000 --> 00:01:57.000]  叫他做哆啦A夢的人,我想都是我們在座當中
[00:01:57.000 --> 00:02:01.000]  比較年輕的弟兄姊妹,是嗎?
[00:02:01.000 --> 00:02:04.000]  請問你那些主角叫什麼名字?
[00:02:04.000 --> 00:02:07.000]  小虎,是
[00:02:07.000 --> 00:02:10.000]  不是小虎,是伴虎
[00:02:10.000 --> 00:02:12.000]  還有呢?女孩子
[00:02:12.000 --> 00:02:14.000]  靜香
[00:02:14.000 --> 00:02:16.000]  男主角呢?
[00:02:16.000 --> 00:02:18.000]  是,OK,非常好
[00:02:18.000 --> 00:02:20.000]  好
[00:02:21.000 --> 00:02:23.000]  隱形不應該這麼久
[00:02:23.000 --> 00:02:25.000]  好,下一個
[00:02:25.000 --> 00:02:27.000]  我按,我按,我按
[00:02:27.000 --> 00:02:29.000]  好,這套叫什麼名字?
[00:02:29.000 --> 00:02:31.000]  龍貓,好
[00:02:31.000 --> 00:02:35.000]  主角,那兩個女孩子叫什麼名字?
[00:02:35.000 --> 00:02:39.000]  有名字,當然有名字
[00:02:39.000 --> 00:02:41.000]  有,好
[00:02:41.000 --> 00:02:43.000]  叫什麼名字?
[00:02:43.000 --> 00:02:45.000]  卡麗人和司機在聊天,叫什麼名字?
[00:02:45.000 --> 00:02:47.000]  忘記了
[00:02:47.000 --> 00:02:49.000]  沒看過龍貓
[00:02:51.000 --> 00:02:53.000]  今晚回去看
[00:02:53.000 --> 00:02:55.000]  叫什麼名字?
[00:02:55.000 --> 00:02:57.000]  那兩個
[00:02:57.000 --> 00:02:59.000]  刺子和草子
[00:02:59.000 --> 00:03:01.000]  好,特別加分題
[00:03:01.000 --> 00:03:03.000]  他姓什麼?
[00:03:03.000 --> 00:03:07.000]  是,對,大卷
[00:03:07.000 --> 00:03:09.000]  對,大卷
[00:03:09.000 --> 00:03:11.000]  他爸爸叫大卷先生
[00:03:11.000 --> 00:03:13.000]  好,最後一條了
[00:03:13.000 --> 00:03:17.000]  就你幫我按,我不按了
[00:03:17.000 --> 00:03:19.000]  好,謝謝
[00:03:19.000 --> 00:03:21.000]  好,千與千尋
[00:03:21.000 --> 00:03:23.000]  千與千尋的主角叫什麼名字?
[00:03:23.000 --> 00:03:25.000]  千尋
[00:03:25.000 --> 00:03:27.000]  千尋,OK,但是
[00:03:27.000 --> 00:03:29.000]  但是,先聽我說
[00:03:29.000 --> 00:03:31.000]  還有一個和他聊天的
[00:03:31.000 --> 00:03:33.000]  最優秀
[00:03:33.000 --> 00:03:35.000]  白龍,OK
[00:03:35.000 --> 00:03:37.000]  是,還有兩個
[00:03:37.000 --> 00:03:39.000]  是裡面
[00:03:39.000 --> 00:03:41.000]  大配角來的,是老人家來的
[00:03:41.000 --> 00:03:43.000]  叫什麼名字?
[00:03:43.000 --> 00:03:47.000]  湯婆婆和
[00:03:49.000 --> 00:03:51.000]  不是
[00:03:51.000 --> 00:03:53.000]  湯婆婆和錢婆婆
[00:03:53.000 --> 00:03:55.000]  好
[00:03:55.000 --> 00:03:57.000]  謝謝大家
[00:03:57.000 --> 00:03:59.000]  我是不是用新的
[00:03:59.000 --> 00:04:01.000]  好,謝謝你
[00:04:01.000 --> 00:04:09.000]  好
[00:04:09.000 --> 00:04:11.000]  好,千與千尋
[00:04:11.000 --> 00:04:13.000]  有人問我
[00:04:13.000 --> 00:04:15.000]  千與千尋的主角叫什麼名字?
[00:04:15.000 --> 00:04:17.000]  吃飯的時候
[00:04:17.000 --> 00:04:19.000]  叫千尋,行不行?
[00:04:19.000 --> 00:04:21.000]  好
[00:04:21.000 --> 00:04:23.000]  好,想起《槍械及記》
[00:04:23.000 --> 00:04:25.000]  我們說他也會想起摩西這個
[00:04:25.000 --> 00:04:27.000]  其中一個主角,這個傳奇人物
[00:04:27.000 --> 00:04:29.000]  摩西的確是一個傳奇人物
[00:04:29.000 --> 00:04:31.000]  為什麼呢?因為他死的時候
[00:04:31.000 --> 00:04:33.000]  你知不知道是誰安葬他的?
[00:04:33.000 --> 00:04:35.000]  是耶和華
[00:04:35.000 --> 00:04:37.000]  親手安葬他的
[00:04:37.000 --> 00:04:39.000]  《生命記》34章6節
[00:04:39.000 --> 00:04:41.000]  那麼,他死了之後,終其一生
[00:04:41.000 --> 00:04:43.000]  聖經的評價是什麼呢?
[00:04:43.000 --> 00:04:45.000]  就是以色列當中
[00:04:45.000 --> 00:04:47.000]  再沒有興起一個先知
[00:04:47.000 --> 00:04:49.000]  就是摩西
[00:04:49.000 --> 00:04:51.000]  他是和耶和華面對面
[00:04:51.000 --> 00:04:53.000]  意思就是說
[00:04:53.000 --> 00:04:55.000]  在摩西以後,沒有了
[00:04:55.000 --> 00:04:57.000]  再沒有一個這樣的先知
[00:04:57.000 --> 00:04:59.000]  上兩個星期
[00:04:59.000 --> 00:05:01.000]  Pastor Sandy和南傳道
[00:05:01.000 --> 00:05:03.000]  說了摩西的出生
[00:05:03.000 --> 00:05:05.000]  今天正式說這個傳奇人物
[00:05:05.000 --> 00:05:07.000]  被上主呼召的故事
[00:05:07.000 --> 00:05:09.000]  摩西被呼召的故事
[00:05:09.000 --> 00:05:11.000]  是從漢建
[00:05:11.000 --> 00:05:13.000]  開始的
[00:05:13.000 --> 00:05:15.000]  這個故事是從摩西
[00:05:15.000 --> 00:05:17.000]  看到,看見一些事情
[00:05:17.000 --> 00:05:19.000]  開始的,看見什麼呢?
[00:05:19.000 --> 00:05:21.000]  看見一棵荊棘
