
[00:00:00.000 --> 00:00:01.660]  這個故事很簡單
[00:00:01.660 --> 00:00:06.380]  就是以色列人與敵人亞馬利人爭戰
[00:00:06.380 --> 00:00:07.880]  這段經文
[00:00:07.880 --> 00:00:11.640]  剛才說了8月11日讀經計劃讀
[00:00:11.640 --> 00:00:16.360]  我除了跟讀經計劃讀經
[00:00:16.360 --> 00:00:19.460]  有時候在很多手機的Apps上
[00:00:19.460 --> 00:00:21.460]  也有一些靈修文章
[00:00:21.460 --> 00:00:23.120]  那些我不是每天看的
[00:00:23.120 --> 00:00:24.480]  久不久又會看看
[00:00:24.480 --> 00:00:27.680]  碰巧8月16日第二天星期六
[00:00:27.680 --> 00:00:30.680]  我又看了靈修加油站
[00:00:30.680 --> 00:00:34.380]  就是生命福音事公協會的靈修加油站
[00:00:34.380 --> 00:00:37.540]  每天都有一篇短文章
[00:00:37.540 --> 00:00:41.600]  有一些經文來講解一些真理
[00:00:41.600 --> 00:00:45.160]  8月12日那天的靈修文章
[00:00:45.160 --> 00:00:46.160]  你猜說什麼呢?
[00:00:46.160 --> 00:00:50.320]  你猜說什麼內容呢?
[00:00:50.320 --> 00:00:51.520]  猜到了是不是?
[00:00:51.520 --> 00:00:56.820]  就是說亞馬利人與以色列人的爭戰
[00:00:57.100 --> 00:00:59.360]  又是講同一段經文和同一個故事
[00:00:59.360 --> 00:01:04.000]  那就事後找找看而已
[00:01:04.000 --> 00:01:06.240]  但是8月13日
[00:01:06.240 --> 00:01:09.300]  就是在星期日
[00:01:09.300 --> 00:01:11.740]  那個主日學課程是我負責的
[00:01:11.740 --> 00:01:14.100]  小朋友有一本書
[00:01:14.100 --> 00:01:16.380]  然後一路排列下去
[00:01:16.380 --> 00:01:17.840]  就要講一些聖經故事
[00:01:17.840 --> 00:01:21.240]  8月13日要講的聖經故事是什麼故事呢?
[00:01:21.240 --> 00:01:23.840]  猜到了吧?
[00:01:23.840 --> 00:01:25.640]  又是亞馬利人
[00:01:26.120 --> 00:01:30.280]  連續三天都是亞馬利人爭戰的故事
[00:01:30.280 --> 00:01:33.420]  這個故事很有意思的
[00:01:33.420 --> 00:01:35.820]  我們也在計劃講道
[00:01:35.820 --> 00:01:38.980]  不如就講亞馬利人爭戰的故事
[00:01:38.980 --> 00:01:41.120]  大家讀完之後
[00:01:41.120 --> 00:01:43.060]  有些熟悉聖經的
[00:01:43.060 --> 00:01:43.920]  讀了幾次的
[00:01:43.920 --> 00:01:45.580]  好像不多陌生
[00:01:45.580 --> 00:01:47.480]  聽過了
[00:01:47.480 --> 00:01:48.820]  亞馬利人爭戰
[00:01:48.820 --> 00:01:49.780]  魔獸舉手
[00:01:49.780 --> 00:01:51.920]  他們得勝
[00:01:51.920 --> 00:01:53.120]  垂下了手
[00:01:53.120 --> 00:01:58.360]  他們就開始被人攻回頭
[00:01:58.360 --> 00:01:59.640]  會敗陣
[00:01:59.640 --> 00:02:02.480]  這個魔獸舉手有什麼意思呢?
[00:02:02.480 --> 00:02:06.680]  這段好像沒有什麼特別解釋
[00:02:06.680 --> 00:02:08.040]  但是如果你看聖經
[00:02:08.040 --> 00:02:09.500]  一路聖經裡面
[00:02:09.500 --> 00:02:11.120]  講說舉手
[00:02:11.120 --> 00:02:13.360]  也是有一個意思的
[00:02:13.360 --> 00:02:16.140]  就是跟神有溝通
[00:02:16.140 --> 00:02:17.500]  跟神說話
[00:02:17.500 --> 00:02:18.320]  祈禱
[00:02:18.320 --> 00:02:20.220]  慰要得神的力量
[00:02:20.220 --> 00:02:22.200]  就是心向著神
[00:02:22.200 --> 00:02:23.540]  這就是舉手
[00:02:23.540 --> 00:02:25.620]  所以在聖經裡面
[00:02:25.620 --> 00:02:26.540]  提到舉手
[00:02:26.540 --> 00:02:28.080]  你回去有些應用程式才是最好的
[00:02:28.080 --> 00:02:29.280]  你找舉手
[00:02:29.280 --> 00:02:30.960]  就有幾十段經文
[00:02:30.960 --> 00:02:31.760]  列出來
[00:02:31.760 --> 00:02:32.600]  你就去看
[00:02:32.600 --> 00:02:34.720]  提到舉手的有什麼經文呢?
[00:02:34.720 --> 00:02:38.720]  在詩篇、耳塞書、耶利米書、列王記
[00:02:38.720 --> 00:02:40.740]  歷代志、以斯拉那些
[00:02:40.740 --> 00:02:42.740]  全部的故事記載
[00:02:42.740 --> 00:02:45.660]  舉手就是他們跟神
[00:02:45.660 --> 00:02:47.240]  要尋求神
[00:02:47.240 --> 00:02:48.200]  要祈禱
[00:02:48.200 --> 00:02:49.660]  要得神的幫助
[00:02:49.660 --> 00:02:50.940]  是這樣的
[00:02:50.940 --> 00:02:52.560]  所以摩西舉手
[00:02:52.560 --> 00:02:56.000]  也是在故事一路發展
[00:02:56.000 --> 00:02:58.860]  很形象化地讓我們看到
[00:02:58.860 --> 00:02:59.760]  就是說
[00:02:59.760 --> 00:03:03.760]  他要尋求神的力量
[00:03:03.760 --> 00:03:05.100]  來幫助他
[00:03:05.100 --> 00:03:07.060]  在這個事件上
[00:03:07.060 --> 00:03:09.500]  來戰勝亞馬利人
[00:03:09.500 --> 00:03:10.480]  那麼
[00:03:10.480 --> 00:03:11.940]  有趣的就是
[00:03:11.940 --> 00:03:14.820]  摩西那時候年紀很大
[00:03:14.820 --> 00:03:16.800]  幸好他的肩膀沒事可以舉得動
[00:03:16.800 --> 00:03:19.380]  如果他像伊凡那樣
[00:03:19.380 --> 00:03:21.040]  剛剛好舉不動
[00:03:21.040 --> 00:03:22.240]  舉得動
[00:03:22.240 --> 00:03:24.040]  但是他一直都累了
[00:03:24.040 --> 00:03:25.200]  打仗啊
[00:03:25.200 --> 00:03:26.340]  不是打一場球賽
[00:03:26.340 --> 00:03:27.740]  打一場球賽也過了一小時而已
[00:03:27.740 --> 00:03:28.740]  打仗啊
[00:03:28.740 --> 00:03:30.580]  那麼舉得那麼累了
[00:03:30.580 --> 00:03:31.500]  那怎麼辦呢?
[00:03:31.500 --> 00:03:33.420]  一垂下手
[00:03:33.420 --> 00:03:35.140]  又被人攻回頭了
[00:03:35.140 --> 00:03:36.640]  要舉
[00:03:36.640 --> 00:03:40.240]  幸好旁邊有亞倫、胡爾
[00:03:40.240 --> 00:03:41.740]  搬個石頭給他坐下來
[00:03:41.740 --> 00:03:43.040]  坐下來不要那麼累
[00:03:43.040 --> 00:03:43.980]  他舉高手
[00:03:43.980 --> 00:03:45.440]  他們兩個在旁邊撐著他
[00:03:45.440 --> 00:03:48.480]  他就不用用自己的力量來舉高手
[00:03:48.480 --> 00:03:51.600]  有旁邊的人幫助他的手穩住
[00:03:51.600 --> 00:03:53.300]  在一個舉起的狀態
[00:03:53.300 --> 00:03:55.140]  那麼以色列人就一直得勝
[00:03:55.140 --> 00:03:58.040]  那麼這個故事其實我覺得最重要的
[00:03:58.040 --> 00:03:59.540]  就是讓我們知道
[00:03:59.540 --> 00:04:04.740]  原來一直要去尋求神的幫助
[00:04:04.740 --> 00:04:06.700]  從神那裡得力量
[00:04:06.700 --> 00:04:11.000]  我們才可以在一些世上的事情
[00:04:11.000 --> 00:04:12.340]  我們能夠得勝
[00:04:12.340 --> 00:04:15.500]  這個原則才是最重要的
[00:04:15.500 --> 00:04:17.040]  因為我們今天不打仗了
[00:04:17.040 --> 00:04:18.040]  是不是?
[00:04:18.040 --> 00:04:19.480]  但是不是真的不打仗呢?
[00:04:19.480 --> 00:04:21.700]  就像剛才David所說的
[00:04:21.700 --> 00:04:23.040]  每天都在打仗
[00:04:23.040 --> 00:04:24.940]  在你的生活裡面
[00:04:24.940 --> 00:04:26.240]  在你的職場裡面
[00:04:26.240 --> 00:04:29.780]  或者甚至乎人與人之間的關係上
[00:04:29.780 --> 00:04:32.240]  其實很多時候你都感覺到要打仗
[00:04:32.240 --> 00:04:35.080]  你要得到神的幫助
