
[00:00:00.000 --> 00:00:02.000]  各位大英姐妹,你好!
[00:00:02.000 --> 00:00:09.000]  今天我們要分享一段聖經是在《馬太福音》十四章十三至二十一節
[00:00:09.000 --> 00:00:12.000]  一般我們都說這是一個神蹟故事
[00:00:12.000 --> 00:00:15.000]  是一個五餅二魚的神蹟故事
[00:00:15.000 --> 00:00:20.000]  你可能很多時候都會看過、聽過這個故事
[00:00:20.000 --> 00:00:22.000]  一個很熟悉的故事
[00:00:22.000 --> 00:00:26.000]  我們都理解、明白裡面的一些內容
[00:00:26.000 --> 00:00:30.000]  不過不知道大家有沒有留意到這個故事的開始
[00:00:30.000 --> 00:00:33.000]  氣氛其實是一片愁雲慘霧
[00:00:33.000 --> 00:00:35.000]  其實不是一個很開心的開始
[00:00:35.000 --> 00:00:38.000]  在十四章十三至一開始的時候
[00:00:38.000 --> 00:00:43.000]  告訴我們耶穌聽到了一個消息
[00:00:43.000 --> 00:00:46.000]  這個消息令他們很難過
[00:00:46.000 --> 00:00:51.000]  耶穌和一群門徒其實在一個很艱難的時間
[00:00:51.000 --> 00:00:53.000]  不過在這個艱難的時間
[00:00:53.000 --> 00:00:56.000]  發生了另一個神蹟故事
[00:00:56.000 --> 00:00:59.000]  十四章十三至的開始
[00:00:59.000 --> 00:01:02.000]  耶穌聽到了就從那裡上船
[00:01:02.000 --> 00:01:05.000]  私下退到荒野的地方去
[00:01:05.000 --> 00:01:08.000]  耶穌聽到一個難過的消息
[00:01:08.000 --> 00:01:13.000]  就是在加利利地區管治的希律安提柏王
[00:01:13.000 --> 00:01:16.000]  他殺了施浸約翰
[00:01:16.000 --> 00:01:21.000]  施浸約翰原本是傳道人
[00:01:21.000 --> 00:01:25.000]  因為他曾經責備過這位安提柏
[00:01:25.000 --> 00:01:27.000]  責備他一件事情就是
[00:01:27.000 --> 00:01:31.000]  因為安提柏搶了他兄弟的妻子
[00:01:31.000 --> 00:01:35.000]  所以施浸約翰被關在監獄裡
[00:01:35.000 --> 00:01:38.000]  但是在監禁的期間
[00:01:38.000 --> 00:01:43.000]  他很不幸被這個王用刀砍了頭下來
[00:01:43.000 --> 00:01:45.000]  一個很令人傷感的消息
[00:01:45.000 --> 00:01:48.000]  一個令人很難過的消息
[00:01:48.000 --> 00:01:51.000]  所以耶穌和他的門徒聽到這個消息之後
[00:01:51.000 --> 00:01:54.000]  就退到荒野的地方
[00:01:54.000 --> 00:01:58.000]  我們都會問為什麼他要退到荒野呢?
[00:01:58.000 --> 00:02:00.000]  可能有兩個原因
[00:02:00.000 --> 00:02:02.000]  第一個原因是
[00:02:02.000 --> 00:02:07.000]  耶穌聽到希律這樣對待施浸約翰的時候
[00:02:07.000 --> 00:02:09.000]  可能他也會預計到
[00:02:09.000 --> 00:02:13.000]  他接下來的侍奉難度會越來越大
[00:02:13.000 --> 00:02:17.000]  政治上的壓迫會越來越嚴峻
[00:02:17.000 --> 00:02:19.000]  這位希律安提柏
[00:02:19.000 --> 00:02:22.000]  開始留意到耶穌的行動
[00:02:22.000 --> 00:02:24.000]  對耶穌有所顧忌
[00:02:24.000 --> 00:02:27.000]  在十四章的一至二節裡提到
[00:02:27.000 --> 00:02:30.000]  安提柏如何去看待耶穌
[00:02:30.000 --> 00:02:34.000]  「那時希律昏風惶聽見耶穌的鳴聲
[00:02:34.000 --> 00:02:35.000]  就對神伯說
[00:02:35.000 --> 00:02:38.000]  『這時施浸的約翰從死人中復活
[00:02:38.000 --> 00:02:42.000]  因此才有這些異能在他裡面運行』」
[00:02:42.000 --> 00:02:44.000]  這位希律安提柏以為
[00:02:44.000 --> 00:02:47.000]  耶穌就是復活的約翰
[00:02:47.000 --> 00:02:52.000]  耶穌也知道這個管治者並不友善
[00:02:52.000 --> 00:02:54.000]  在《路克福音》有另一處記載
[00:02:54.000 --> 00:02:57.000]  「就在那時,有幾個法利塞人對耶穌說
[00:02:57.000 --> 00:03:02.000]  『離開這裡到別處去吧,因為希律想要殺你』」
[00:03:02.000 --> 00:03:05.000]  我們知道這位希律其實不是善男信女
[00:03:05.000 --> 00:03:07.000]  他在政治上有很大的權力
[00:03:07.000 --> 00:03:11.000]  他甚至會希望去殺了耶穌
[00:03:11.000 --> 00:03:14.000]  所以耶穌知道他有危難
[00:03:14.000 --> 00:03:17.000]  他的侍奉受到攔阻
[00:03:17.000 --> 00:03:21.000]  事實上,耶穌的服侍常常招攬很多人
[00:03:21.000 --> 00:03:24.000]  常常都會吸引很多大批的群眾來到當中
[00:03:24.000 --> 00:03:25.000]  試想像一下
[00:03:25.000 --> 00:03:29.000]  這對當權者來說是一個很大的威脅
[00:03:29.000 --> 00:03:31.000]  他不知道那群群眾聚集
[00:03:31.000 --> 00:03:36.000]  會不會最終變成一些政治上的帶來不安
[00:03:36.000 --> 00:03:39.000]  很多當權者都會感到恐懼
[00:03:39.000 --> 00:03:41.000]  《約翰福音》特別提到
[00:03:41.000 --> 00:03:44.000]  當耶穌施行了伍秉儀的神蹟以後
[00:03:44.000 --> 00:03:47.000]  其實群眾要擁護這位耶穌作王
[00:03:47.000 --> 00:03:49.000]  不過耶穌就避開了
[00:03:49.000 --> 00:03:51.000]  耶穌不是害怕政權
[00:03:51.000 --> 00:03:54.000]  耶穌很清楚知道祂來到的目的
[00:03:54.000 --> 00:03:57.000]  不是去爭奪這些政治上的權力
[00:03:57.000 --> 00:04:00.000]  而是祂要去拯救世人
[00:04:00.000 --> 00:04:01.000]  這是第一個原因
[00:04:01.000 --> 00:04:02.000]  第二個原因
[00:04:02.000 --> 00:04:05.000]  我們估計耶穌和祂的門徒
[00:04:05.000 --> 00:04:09.000]  在這個艱難的時間都需要一些安靜的空間
[00:04:09.000 --> 00:04:10.000]  去和神親近
[00:04:10.000 --> 00:04:12.000]  去向神禱告
[00:04:12.000 --> 00:04:14.000]  在我們這段經文裡面
[00:04:14.000 --> 00:04:15.000]  剛才提到
[00:04:15.000 --> 00:04:17.000]  耶穌希望獨自的退去
[00:04:17.000 --> 00:04:20.000]  不過我們知道事情的結局就是
[00:04:20.000 --> 00:04:22.000]  因為有大批人的來到
[00:04:22.000 --> 00:04:24.000]  所以祂沒有做到這件事
[00:04:24.000 --> 00:04:26.000]  不過完結了伍秉儀的故事以後
[00:04:26.000 --> 00:04:29.000]  我們看到經文也有特別的提到
[00:04:29.000 --> 00:04:31.000]  說疏散了眾人以後
[00:04:31.000 --> 00:04:33.000]  祂獨自上山去禱告
[00:04:33.000 --> 00:04:35.000]  讓只有祂一人在那裡
[00:04:35.000 --> 00:04:38.000]  因為特別都強調耶穌很需要獨處
[00:04:38.000 --> 00:04:40.000]  需要一些空間
[00:04:40.000 --> 00:04:42.000]  我們相信在一個這麼艱難的時間
[00:04:42.000 --> 00:04:45.000]  耶穌和門徒的侍奉受到攔阻的時候
[00:04:45.000 --> 00:04:49.000]  他們都需要很多安靜的空間
[00:04:49.000 --> 00:04:50.000]  在艱難的時候
[00:04:50.000 --> 00:04:52.000]  我們特別容易感到乏力
[00:04:52.000 --> 00:04:53.000]  昔日的門徒
[00:04:53.000 --> 00:04:56.000]  他們聽到施贈約翰被害的消息
[00:04:56.000 --> 00:04:59.000]  心裡面可能有很多的憤怒
[00:04:59.000 --> 00:05:01.000]  很多的悲傷
[00:05:01.000 --> 00:05:04.000]  侍奉又受到一定的攔阻和威脅的時候
[00:05:04.000 --> 00:05:07.000]  很可能門徒都會感到很乏力
[00:05:07.000 --> 00:05:10.000]  感到很沮喪
[00:05:10.000 --> 00:05:14.000]  在《馬太方案》敘述底下的伍秉儀的故事
[00:05:14.000 --> 00:05:16.000]  可能和其他方案書敘述的伍秉儀的故事
[00:05:16.000 --> 00:05:18.000]  有少許的不同
[00:05:18.000 --> 00:05:21.000]  在《馬太方案》的敘述裡面
[00:05:21.000 --> 00:05:26.000]  耶穌和門徒是面對一個很艱難的時候
[00:05:26.000 --> 00:05:28.000]  不過很奇妙的是
[00:05:28.000 --> 00:05:30.000]  當他們面對一個這麼艱難的時間
[00:05:30.000 --> 00:05:33.000]  他們卻看得到
[00:05:33.000 --> 00:05:38.000]  耶穌也施行了一個很偉大的神蹟
[00:05:38.000 --> 00:05:39.000]  可以這麼說
[00:05:39.000 --> 00:05:44.000]  這個神蹟是最大的一個場面
[00:05:44.000 --> 00:05:48.000]  其他的神蹟可能是依次某一個人
[00:05:48.000 --> 00:05:50.000]  依次兩個人
[00:05:50.000 --> 00:05:53.000]  但這次是一次過有幾千人
