
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹,平安救藥仍然說話
[00:00:07.000 --> 00:00:09.000]  耶和華有很多個名字
[00:00:09.000 --> 00:00:13.000]  其中一個名字就是耶和華拉法
[00:00:13.000 --> 00:00:15.000]  那到底拉法是什麼意思呢?
[00:00:15.000 --> 00:00:19.000]  就是耶和華是醫治你的神
[00:00:19.000 --> 00:00:22.000]  我認識一位弟兄,他已經八十多歲
[00:00:22.000 --> 00:00:24.000]  他的名字叫做David
[00:00:24.000 --> 00:00:28.000]  當我和師母一起去醫院探望他的時候
[00:00:28.000 --> 00:00:31.000]  醫生已經說他打的那些藥
[00:00:31.000 --> 00:00:33.000]  已經用到最重的藥
[00:00:33.000 --> 00:00:36.000]  如果他還沒有自己康復
[00:00:36.000 --> 00:00:39.000]  他可能的情況只會越來越壞
[00:00:39.000 --> 00:00:43.000]  已經叫他的太太有心理準備
[00:00:43.000 --> 00:00:46.000]  那位太太很溫柔,很好的
[00:00:46.000 --> 00:00:49.000]  一直陪著他的丈夫
[00:00:49.000 --> 00:00:51.000]  她已經跟我說,劉牧師
[00:00:51.000 --> 00:00:53.000]  如果將來David有什麼事
[00:00:53.000 --> 00:00:56.000]  你可不可以幫他主持安息禮拜
[00:00:56.000 --> 00:00:58.000]  我也有自己的心理準備
[00:00:58.000 --> 00:01:02.000]  可能這位弟兄他的時間不會很長
[00:01:02.000 --> 00:01:05.000]  但是奇蹟就出現了
[00:01:05.000 --> 00:01:07.000]  當我和師母大家很狠切
[00:01:07.000 --> 00:01:09.000]  同心為他祈禱
[00:01:09.000 --> 00:01:12.000]  他太太也很狠切為這位David祈禱
[00:01:12.000 --> 00:01:15.000]  神蹟就出現了
[00:01:15.000 --> 00:01:17.000]  過了兩個禮拜之後
[00:01:17.000 --> 00:01:20.000]  醫生竟然說試試不用藥
[00:01:20.000 --> 00:01:23.000]  就停了他所有的藥
[00:01:23.000 --> 00:01:28.000]  竟然他身體裡的那種機能
[00:01:28.000 --> 00:01:32.000]  一直恢復,而且越來越好
[00:01:32.000 --> 00:01:34.000]  結果他甚至出院
[00:01:34.000 --> 00:01:39.000]  去了一個安老療養所住
[00:01:39.000 --> 00:01:41.000]  後來當我和師母去探望他
[00:01:41.000 --> 00:01:45.000]  看到他整個人好像一個新人一樣
[00:01:45.000 --> 00:01:47.000]  精神煥發
[00:01:47.000 --> 00:01:51.000]  他還走出去大廳坐
[00:01:51.000 --> 00:01:54.000]  看電視和別人聊天
[00:01:54.000 --> 00:01:56.000]  他平時說話也很大聲
[00:01:56.000 --> 00:01:58.000]  那時候更加大聲
[00:01:58.000 --> 00:02:02.000]  我和師母心裡充滿了感恩
[00:02:02.000 --> 00:02:07.000]  一個曾經是接近死亡邊緣的
[00:02:07.000 --> 00:02:11.000]  神竟然將他救拔出來
[00:02:11.000 --> 00:02:16.000]  他可以說完全重生了一樣
[00:02:16.000 --> 00:02:20.000]  為什麼聖經裡會說耶和華的名字
[00:02:20.000 --> 00:02:23.000]  是拉法是伊戰呢
[00:02:23.000 --> 00:02:25.000]  當他們出埃及的時候
[00:02:25.000 --> 00:02:27.000]  去到一個地方
[00:02:27.000 --> 00:02:29.000]  那個地方叫做瑪拉
[00:02:29.000 --> 00:02:33.000]  竟然發覺那裡的水是苦的
[00:02:33.000 --> 00:02:36.000]  苦的水就是說沒辦法喝
[00:02:36.000 --> 00:02:40.000]  全部以色列人就很慘
[00:02:40.000 --> 00:02:41.000]  大家都知道
[00:02:41.000 --> 00:02:43.000]  在他們抗疫流流的時候
[00:02:43.000 --> 00:02:46.000]  水源是很重要的
[00:02:46.000 --> 00:02:48.000]  結果神就吩咐摩西
[00:02:48.000 --> 00:02:50.000]  那裡有一棵樹
[00:02:50.000 --> 00:02:51.000]  你斬了一棵樹
[00:02:51.000 --> 00:02:53.000]  扔在水裡
[00:02:53.000 --> 00:02:57.000]  結果水就變甜了
[00:02:57.000 --> 00:03:01.000]  在出埃及的第15章
[00:03:01.000 --> 00:03:04.000]  第25到27節
[00:03:04.000 --> 00:03:06.000]  就有這樣記載
[00:03:06.000 --> 00:03:10.000]  他說你若留意聽耶和華
[00:03:10.000 --> 00:03:12.000]  你的神的話
[00:03:12.000 --> 00:03:17.000]  又行我眼中看為正的事
[00:03:17.000 --> 00:03:22.000]  我就會留心聽我的誡命
[00:03:22.000 --> 00:03:25.000]  守我一切的律例
[00:03:25.000 --> 00:03:31.000]  我就不將降雨埃及人的災禍
[00:03:31.000 --> 00:03:34.000]  加在你們的身上
[00:03:34.000 --> 00:03:40.000]  因為我耶和華是依治你的
[00:03:40.000 --> 00:03:42.000]  耶和華拉法這個名字
[00:03:42.000 --> 00:03:44.000]  就在這裡出現了
[00:03:44.000 --> 00:03:47.000]  結果他們到了以臨
[00:03:47.000 --> 00:03:50.000]  在那裡有12個水泉
[00:03:50.000 --> 00:03:53.000]  又有70個鐘船
[00:03:53.000 --> 00:03:59.000]  他們就在那裡的水邊安逸
[00:03:59.000 --> 00:04:02.000]  神多麽奇妙
[00:04:02.000 --> 00:04:06.000]  瑪拉的水苦不能喝
[00:04:06.000 --> 00:04:08.000]  神就帶他們
[00:04:08.000 --> 00:04:10.000]  神說如果你們聽我誡命
[00:04:10.000 --> 00:04:12.000]  守我律例
[00:04:12.000 --> 00:04:14.000]  遵行我的典章的話
[00:04:14.000 --> 00:04:18.000]  我就不將降給埃及人的疾病
[00:04:18.000 --> 00:04:20.000]  淋在你們身上
[00:04:20.000 --> 00:04:23.000]  因為我耶和華是依治的神
[00:04:23.000 --> 00:04:28.000]  繼續帶他們去到一個有金林
[00:04:28.000 --> 00:04:31.000]  有水泉的地方
[00:04:31.000 --> 00:04:36.000]  那裡有12股水泉
[00:04:36.000 --> 00:04:38.000]  所以叫做以臨
[00:04:38.000 --> 00:04:42.000]  所以有很多基督教的教會
[00:04:42.000 --> 00:04:44.000]  機構 書房
[00:04:44.000 --> 00:04:45.000]  叫做以臨
[00:04:45.000 --> 00:04:50.000]  因為那裡是一個充滿恩典的地方
[00:04:50.000 --> 00:04:52.000]  那裡有水泉
[00:04:52.000 --> 00:04:55.000]  那裡有70個鐘船
[00:04:55.000 --> 00:04:58.000]  以色列人就可以在那裡紮營
[00:04:58.000 --> 00:05:01.000]  在那裡可以過他們的生命
[00:05:01.000 --> 00:05:03.000]  各位親愛的弟兄姊妹
[00:05:03.000 --> 00:05:05.000]  在我們的人生當中
[00:05:05.000 --> 00:05:07.000]  難免會有疾病
[00:05:07.000 --> 00:05:10.000]  不只是我們身體有疾病
[00:05:10.000 --> 00:05:12.000]  我們心靈更多疾病
[00:05:12.000 --> 00:05:14.000]  師母經常跟我說
[00:05:14.000 --> 00:05:16.000]  我們講到要多點
[00:05:16.000 --> 00:05:19.000]  觸碰到人的心靈才行
[00:05:19.000 --> 00:05:23.000]  有些人會跟家人的關係惡劣
[00:05:23.000 --> 00:05:27.000]  有些人跟公司裡面的同事關係惡劣
[00:05:27.000 --> 00:05:30.000]  有些人經常記得過去
[00:05:30.000 --> 00:05:34.000]  別人加給他的一些創傷
[00:05:34.000 --> 00:05:35.000]  一些傷害
[00:05:35.000 --> 00:05:38.000]  那些關係已經破損了
[00:05:38.000 --> 00:05:40.000]  怎麼辦呢
[00:05:40.000 --> 00:05:42.000]  我們需要修補
[00:05:42.000 --> 00:05:44.000]  我們需要被包裹
[00:05:44.000 --> 00:05:45.000]  被醫治
[00:05:45.000 --> 00:05:49.000]  也有些人婚姻失敗
[00:05:49.000 --> 00:05:51.000]  也有些人失戀
[00:05:51.000 --> 00:05:54.000]  也有些人被沮喪
[00:05:54.000 --> 00:05:57.000]  被憂鬱症壓制著
[00:05:57.000 --> 00:06:00.000]  沒辦法站起來
[00:06:00.000 --> 00:06:01.000]  但是各位
[00:06:01.000 --> 00:06:03.000]  我想講一個好消息給你聽
[00:06:03.000 --> 00:06:07.000]  我們的神在那位醫治
[00:06:07.000 --> 00:06:09.000]  包裹釋放我們
[00:06:09.000 --> 00:06:12.000]  叫我們從一個困境裡面
[00:06:12.000 --> 00:06:14.000]  將我們救拔出來
[00:06:14.000 --> 00:06:17.000]  他set我們free
[00:06:17.000 --> 00:06:19.000]  叫我們可以得著拯救
[00:06:19.000 --> 00:06:22.000]  所以神在那位這麼奇妙
[00:06:22.000 --> 00:06:24.000]  改變那個環境
[00:06:24.000 --> 00:06:26.000]  改變的狀況
[00:06:26.000 --> 00:06:29.000]  帶給我們有新希望
[00:06:29.000 --> 00:06:32.000]  帶給我們前面有光明的路
[00:06:32.000 --> 00:06:34.000]  有時候我們的人生
[00:06:34.000 --> 00:06:36.000]  好像落到一個
[00:06:36.000 --> 00:06:38.000]  很黑暗的環境裡面
[00:06:38.000 --> 00:06:40.000]  走來走去
[00:06:40.000 --> 00:06:42.000]  好像都是骨頭路
[00:06:42.000 --> 00:06:43.000]  為什麼沒有出路
[00:06:43.000 --> 00:06:44.000]  各位
[00:06:44.000 --> 00:06:45.000]  沒錯
[00:06:45.000 --> 00:06:46.000]  有時候我們好像看到
[00:06:46.000 --> 00:06:49.000]  天上充滿烏雲
[00:06:49.000 --> 00:06:50.000]  但你要記得
[00:06:50.000 --> 00:06:51.000]  烏雲的背後
[00:06:51.000 --> 00:06:55.000]  其實是仍然有陽光
[00:06:55.000 --> 00:06:56.000]  在紐西蘭有一個
[00:06:56.000 --> 00:06:57.000]  很特別的地方
[00:06:57.000 --> 00:06:59.000]  很多時候會下大雨
[00:06:59.000 --> 00:07:01.000]  突然間很大雨
[00:07:01.000 --> 00:07:03.000]  但下完雨之後
[00:07:03.000 --> 00:07:06.000]  就開始天亮了
[00:07:06.000 --> 00:07:07.000]  起那個的時候
[00:07:07.000 --> 00:07:09.000]  最常出現的
[00:07:09.000 --> 00:07:10.000]  就是彩虹
[00:07:10.000 --> 00:07:13.000]  每次我們開車在路上
[00:07:13.000 --> 00:07:15.000]  如果看到彩虹的時候
[00:07:15.000 --> 00:07:17.000]  舒姆就很興奮
[00:07:17.000 --> 00:07:20.000]  彩虹代表神的信實
[00:07:20.000 --> 00:07:21.000]  神的應許
[00:07:21.000 --> 00:07:22.000]  因為神應許
[00:07:22.000 --> 00:07:24.000]  他不再降洪水
[00:07:24.000 --> 00:07:25.000]  來這個大地
[00:07:25.000 --> 00:07:28.000]  所以彩虹代表神的信實
[00:07:28.000 --> 00:07:30.000]  神對人那份的應許
[00:07:30.000 --> 00:07:31.000]  所以很多時候
[00:07:31.000 --> 00:07:33.000]  我們停了車
[00:07:33.000 --> 00:07:35.000]  我就拿相機出來拍照
[00:07:35.000 --> 00:07:39.000]  因為彩虹是神的應許
[00:07:39.000 --> 00:07:41.000]  代表神對世人
[00:07:41.000 --> 00:07:44.000]  那個永恆不改變的愛
[00:07:44.000 --> 00:07:45.000]  各位
[00:07:45.000 --> 00:07:47.000]  原來我們的神
[00:07:47.000 --> 00:07:49.000]  在各位能夠施醫治
[00:07:49.000 --> 00:07:51.000]  幫助你和我
