
[00:00:00.000 --> 00:00:05.000]  讓我們聆聽上帝話語之先,一起同心祈禱
[00:00:05.000 --> 00:00:17.000]  上主願你來開啟我們的心,開啟我們的耳
[00:00:17.000 --> 00:00:22.000]  讓你的話語進入在我們裡面,並且實踐在世界
[00:00:22.000 --> 00:00:26.000]  祈禱奉耶穌基督名求,阿們
[00:00:28.000 --> 00:00:34.000]  根據教會節期,其實明天仍然是復活節期的第五主日
[00:00:34.000 --> 00:00:43.000]  所以在這段時間復活的時候,我仍然很想和大家分享復活一些的經過
[00:00:43.000 --> 00:00:49.000]  剛剛經過復活節,不知道大家有沒有一些感覺和體會
[00:00:49.000 --> 00:00:54.000]  如果你參與過一些復活節聚會的時候
[00:00:56.000 --> 00:01:00.000]  剛才林牧師在開始之前問我,今天經文很長
[00:01:00.000 --> 00:01:08.000]  我嘗試把它斬少一點,不過我發覺如果斬少了一點
[00:01:08.000 --> 00:01:11.000]  我沒辦法將整個訊息說出來
[00:01:11.000 --> 00:01:15.000]  因為如果你剛才一邊聽林牧師一邊讀的時候
[00:01:15.000 --> 00:01:20.000]  你會發現整個的經文,我把它濃縮成
[00:01:20.000 --> 00:01:25.000]  耶穌被捕、受審、被釘、收屍和復活
[00:01:25.000 --> 00:01:29.000]  整個由被捕的過程到復活的展現
[00:01:29.000 --> 00:01:35.000]  好像你看電影的預告片一樣,將最精彩的全部放出來
[00:01:35.000 --> 00:01:41.000]  所以當我一直在預備的時候,我發覺我沒辦法抽起哪一處不跟大家說
[00:01:41.000 --> 00:01:48.000]  一開始,如果大家有印象,最經典的就是兩個門徒走出來
[00:01:48.000 --> 00:01:52.000]  一個是尤大,怎樣出場?親吻耶穌
[00:01:53.000 --> 00:01:56.000]  親吻耶穌不是真的親吻祂,大家要知道
[00:01:56.000 --> 00:02:01.000]  是暗號來的,這個是你們要捉的人
[00:02:01.000 --> 00:02:05.000]  大家不要這麼傻,不要以為他真的親吻耶穌
[00:02:05.000 --> 00:02:08.000]  是告訴兵兵聽,這個就是你們要捉的那個
[00:02:08.000 --> 00:02:14.000]  第二個出場的,就是拿把刀砍人家耳朵的門徒
[00:02:14.000 --> 00:02:18.000]  《路加福音》完全沒有記載過這個人是誰
[00:02:19.000 --> 00:02:27.000]  如果你看其他福音書就有講,彼得,拿把刀砍起來
[00:02:27.000 --> 00:02:32.000]  如果日後有機會在小組查經,不妨再查這一段
[00:02:32.000 --> 00:02:38.000]  因為耶穌當他砍完之後,耶穌說算了,讓他吧
[00:02:38.000 --> 00:02:45.000]  意思就是,耶穌似乎知道他動手了
[00:02:46.000 --> 00:02:49.000]  日後你回去慢慢再查的時候
[00:02:49.000 --> 00:02:52.000]  再細心一點看看耶穌究竟是什麼反應
[00:02:52.000 --> 00:02:58.000]  這兩個門徒一開始的時候就在講耶穌怎樣被捕捉
[00:02:58.000 --> 00:03:01.000]  耶穌就講了一句這樣的說話
[00:03:01.000 --> 00:03:07.000]  我平日在聖殿一路講經的時候,你們不捉我
[00:03:07.000 --> 00:03:12.000]  今天你們要帶著刀和棒來捉我
[00:03:13.000 --> 00:03:16.000]  你當我是強盜嗎
[00:03:16.000 --> 00:03:21.000]  耶穌說你們很多機會捉我的,為什麼平日不捉
[00:03:21.000 --> 00:03:28.000]  為什麼在這個時候,在晚上的時候,你們來捉我
[00:03:28.000 --> 00:03:35.000]  和合本譯為強盜,另一些譯本譯為土匪
[00:03:35.000 --> 00:03:39.000]  甚至現代中文譯本譯為暴徒
[00:03:40.000 --> 00:03:43.000]  耶穌說你們當我是暴徒嗎
[00:03:43.000 --> 00:03:46.000]  為什麼要這樣來捉我
[00:03:46.000 --> 00:03:50.000]  如果我們說強盜,說賊,說土匪
[00:03:50.000 --> 00:03:55.000]  大概就是取別人別人的好處,而來滿足自己的慾望
[00:03:55.000 --> 00:04:00.000]  但是耶穌整個傳道的生下的旅程,有沒有這樣做
[00:04:00.000 --> 00:04:06.000]  有沒有勉強搶別人的東西,而逼別人就範
[00:04:07.000 --> 00:04:10.000]  似乎完全沒有這些跡象
[00:04:10.000 --> 00:04:15.000]  耶穌有沒有這樣去勉強一些人呢
[00:04:15.000 --> 00:04:20.000]  我想耶穌這樣去說的時候
[00:04:20.000 --> 00:04:26.000]  其實是在表達當他要宣揚一個公義,一個愛的角度的時候
[00:04:26.000 --> 00:04:33.000]  對一個同樣有很大權力的政權,完全是覺得不中聽和不中容
[00:04:34.000 --> 00:04:38.000]  以致當耶穌,一個這麼溫柔的人能夠來到
[00:04:38.000 --> 00:04:43.000]  甚至在聖殿天天在說的時候,他們都不願意下手
[00:04:43.000 --> 00:04:49.000]  耶穌可能就是一個很溫柔的象徵
[00:04:49.000 --> 00:04:53.000]  但是仍然是被人捕捉的那一位
[00:04:53.000 --> 00:05:02.000]  我想這些片段,我們經常都有很多片段浮現在我們腦海
[00:05:03.000 --> 00:05:07.000]  無論是近日的事,或者很多記者朋友
[00:05:07.000 --> 00:05:13.000]  好像很容易,其實只是表達他們要表達的
[00:05:13.000 --> 00:05:18.000]  卻是受到很強烈的捕捉
[00:05:18.000 --> 00:05:25.000]  我看完聖經的時候,我腦海出現了一個畫面
[00:05:25.000 --> 00:05:30.000]  就彷彿好像有幾個大隻佬要捉住兔子一樣
[00:05:31.000 --> 00:05:36.000]  毫無還擊之力,但是帶著刀和棒
[00:05:36.000 --> 00:05:40.000]  所以耶穌在二十二章五十三節說了一句這樣的說話
[00:05:40.000 --> 00:05:45.000]  他說:「現在是還行的時刻,黑暗掌權了」
[00:05:45.000 --> 00:05:52.000]  說他,這就是他們認為耶穌要用這麼重的武力,要制伏的一個人
[00:05:52.000 --> 00:05:57.000]  而事實上,他們當時,耶穌是有三個罪狀的
[00:05:58.000 --> 00:06:02.000]  我們看回二十三章,他們指出耶穌有三種罪
[00:06:02.000 --> 00:06:07.000]  第一,就是煽動或者煽惑,或者誘惑那些國民
[00:06:07.000 --> 00:06:09.000]  很嚴重,是不是?
[00:06:09.000 --> 00:06:13.000]  第二,就是反對人納粹給海撒
[00:06:13.000 --> 00:06:17.000]  在二十三章二節,五節和十四節
[00:06:17.000 --> 00:06:20.000]  二十三章開頭的時候就有說
[00:06:20.000 --> 00:06:24.000]  第三,就是說耶穌自稱猶太人的王
[00:06:25.000 --> 00:06:28.000]  首先說一下反對納粹給海撒
[00:06:28.000 --> 00:06:30.000]  大家應該很熟悉這段經文
[00:06:30.000 --> 00:06:33.000]  耶穌怎麼會反對人納粹給海撒呢?
[00:06:33.000 --> 00:06:38.000]  反過來,有一次門徒就問這個錢幣究竟給誰
[00:06:38.000 --> 00:06:40.000]  大家應該很熟悉,是不是?
[00:06:40.000 --> 00:06:43.000]  耶穌就說海撒歸海撒嘛
[00:06:43.000 --> 00:06:48.000]  所以這一點的指控,對耶穌正正其實是有一點無涅的
[00:06:48.000 --> 00:06:52.000]  明明耶穌根本就沒有這樣,他們就這樣說
[00:06:53.000 --> 00:06:57.000]  猶太人的王,或者今天我們經常看到基督是主
[00:06:57.000 --> 00:07:05.000]  其實意味著一個超越當地政權更加之上下
[00:07:05.000 --> 00:07:09.000]  就是說當人在表達這種宣示的時候
[00:07:09.000 --> 00:07:14.000]  其實是逐漸對當下的政權一種很強烈的挑戰
[00:07:14.000 --> 00:07:17.000]  因為他們已經有主了,是不是?
[00:07:17.000 --> 00:07:20.000]  他們當地已經有官了
[00:07:21.000 --> 00:07:24.000]  或者說耶穌是主,或者基督是主,或者猶太人的王
[00:07:24.000 --> 00:07:26.000]  不就是以下犯上嗎?
[00:07:26.000 --> 00:07:32.000]  這種對信仰的宣示,其實不是那麼容易說得出
[00:07:32.000 --> 00:07:34.000]  今天你跟我可能很容易
[00:07:34.000 --> 00:07:39.000]  但是當時是在說給猶太當地的人聽
[00:07:39.000 --> 00:07:42.000]  我們是有一個猶太的王
[00:07:42.000 --> 00:07:48.000]  我在神學院工作的時候,接觸到不同的同學
[00:07:49.000 --> 00:07:52.000]  其中有一個同學是在溫州讀書的
[00:07:52.000 --> 00:07:57.000]  大家應該很深印象這個地方幾年前怎麼拆十字架,是不是?
[00:07:57.000 --> 00:08:01.000]  那些你可以說是報道,是有不同的理解
[00:08:01.000 --> 00:08:05.000]  但是當一個在溫州的同學分享給我聽
[00:08:05.000 --> 00:08:09.000]  那種對拆十字架,他們當地那種的言論
[00:08:09.000 --> 00:08:13.000]  彷彿我們沒有辦法,很難理解
[00:08:13.000 --> 00:08:18.000]  日後究竟我們再高舉基督,高舉耶穌的時候
[00:08:19.000 --> 00:08:20.000]  會發生什麼樣的處境
[00:08:20.000 --> 00:08:30.000]  事實上,《路加福音》二十三章五節
[00:08:30.000 --> 00:08:36.000]  在現代中文譯本裡面
[00:08:36.000 --> 00:08:40.000]  它有幾個字,和修版是沒有譯到的
[00:08:40.000 --> 00:08:48.000]  它說是「藉著傳教,在猶太傳地煽動民眾」
[00:08:49.000 --> 00:08:54.000]  就是說其實捉它那幫人,或者聖經記載路加這個群體
[00:08:54.000 --> 00:08:57.000]  是在說他們藉著傳教
[00:08:57.000 --> 00:09:00.000]  就是覺得他們不是傳教
[00:09:00.000 --> 00:09:03.000]  是藉著這件事來煽動群眾
[00:09:03.000 --> 00:09:05.000]  什麼是煽動?
[00:09:05.000 --> 00:09:09.000]  就是讓他們聚集,有一個共同的意圖,共同的信念
[00:09:09.000 --> 00:09:13.000]  覺得他們在破壞當下猶太人,或者羅馬人
[00:09:13.000 --> 00:09:16.000]  在管控那個地方的制度
[00:09:17.000 --> 00:09:19.000]  耶穌正在犯一個很嚴重的罪
[00:09:19.000 --> 00:09:24.000]  事實上,在中國開埠初年
[00:09:24.000 --> 00:09:29.000]  中國人不明白基督教是一個什麼樣的宗教
[00:09:29.000 --> 00:09:31.000]  他們都很疑惑
[00:09:31.000 --> 00:09:35.000]  因為通常崇拜的時候是關上門的
[00:09:35.000 --> 00:09:39.000]  而很多男男女女,老老少少都在那裡
[00:09:39.000 --> 00:09:44.000]  進去那裡一個小時之後,很開心的出來
[00:09:45.000 --> 00:09:47.000]  對他們來說,究竟發生什麼事
[00:09:47.000 --> 00:09:50.000]  什麼人都可以進去,但是這麼開心
[00:09:50.000 --> 00:09:52.000]  他們很不明白
[00:09:52.000 --> 00:09:55.000]  剛才我提到耶穌說
[00:09:55.000 --> 00:09:58.000]  他們其中一個罪狀就是猶太人的王
[00:09:58.000 --> 00:10:01.000]  而事實上,如果你看其他福音書有提到
[00:10:01.000 --> 00:10:04.000]  其實猶太人的王,我們今天新教
[00:10:04.000 --> 00:10:07.000]  是沒有那個牌的,十字架上面
[00:10:07.000 --> 00:10:11.000]  如果你是天主教會,你看到那個牌上面就是耶穌的罪狀
[00:10:11.000 --> 00:10:14.000]  而當時他們要用的是三種語言
[00:10:15.000 --> 00:10:16.000]  寫在那個牌上面
[00:10:16.000 --> 00:10:19.000]  就是希伯來文、希臘文和拉丁文
[00:10:19.000 --> 00:10:23.000]  代表著不同的族群和不同的階層
[00:10:23.000 --> 00:10:26.000]  我想大家今天很容易理解,為什麼要這樣做
[00:10:26.000 --> 00:10:29.000]  就是你去搭地、趕鐵
[00:10:29.000 --> 00:10:32.000]  都會有三種語言的,無論如何
[00:10:32.000 --> 00:10:34.000]  其實就是要所有人都明白
[00:10:34.000 --> 00:10:37.000]  和耶穌犯了個什麼彌天大罪
[00:10:37.000 --> 00:10:42.000]  最終,耶穌是被釘在十字架
[00:10:43.000 --> 00:10:46.000]  但諷刺的是,當耶穌成為了
[00:10:46.000 --> 00:10:49.000]  他們要釘死那個人的時候
[00:10:49.000 --> 00:10:52.000]  另外兩個官員就出場了
[00:10:52.000 --> 00:10:56.000]  一個就是希律,一個就是比拉多
[00:10:56.000 --> 00:10:58.000]  如果你留心看看經文
[00:10:58.000 --> 00:11:02.000]  其實他說他們兩個本身是世仇來的
[00:11:02.000 --> 00:11:04.000]  為什麼?
[00:11:04.000 --> 00:11:06.000]  現代中文翻譯得更有趣
[00:11:06.000 --> 00:11:09.000]  他說他們兩個本身是冤家來的
