
[00:00:00.000 --> 00:00:05.000]  今天我們講到的題目是背起十家,跟從基督
[00:00:05.000 --> 00:00:10.000]  如果問大家什麼意思,背起十家是什麼意思呢?
[00:00:10.000 --> 00:00:20.000]  上個星期特朗普先生宣誓成為美國第47任總統
[00:00:20.000 --> 00:00:27.000]  不知道大家有沒有留意當他在就職禮上說了這句話
[00:00:27.000 --> 00:00:30.000]  "I was saved by God to rescue America"
[00:00:30.000 --> 00:00:35.000]  我被神所拯救,去挽救美國這個國家
[00:00:35.000 --> 00:00:41.000]  他是否真的被神所拯救,我相信只有神才知道
[00:00:41.000 --> 00:00:46.000]  不過按我的觀察,我覺得他是一個很典型的生意人
[00:00:46.000 --> 00:00:50.000]  商業家,商業家怎樣說?你投資,你給錢給我的公司
[00:00:50.000 --> 00:00:55.000]  你信任我,幫我賺錢的時候,我也會給你生意做
[00:00:55.000 --> 00:01:02.000]  我也會給你很好的回報,這就是生意上的公平交易
[00:01:02.000 --> 00:01:08.000]  所以很多曾經在他競選運動的過程當中
[00:01:08.000 --> 00:01:15.000]  幫過特朗普先生的人,無論他這一班人是否合適
[00:01:15.000 --> 00:01:20.000]  或者他的才幹如何,很多曾經幫過特朗普的人
[00:01:20.000 --> 00:01:24.000]  在他上任之後都拿回一官半職
[00:01:24.000 --> 00:01:27.000]  最典型的例子是誰?
[00:01:27.000 --> 00:01:31.000]  我們最典型的例子就是世上的首富馬斯克
[00:01:31.000 --> 00:01:38.000]  他當特朗普拿到總統職位之後
[00:01:38.000 --> 00:01:43.000]  特朗普這個總統就開設了一個新的部門給馬斯克
[00:01:43.000 --> 00:01:45.000]  或者我們說TikTok
[00:01:45.000 --> 00:01:50.000]  在他競選的過程當中,特朗普先生就說
[00:01:50.000 --> 00:01:54.000]  這個TikTok幫他拿到不少年輕人的票
[00:01:54.000 --> 00:02:02.000]  所以他上任之後,也是暫緩了他被禁止的命令
[00:02:02.000 --> 00:02:08.000]  不過我想大家知道,每一個回報其實都有一個代價要付
[00:02:08.000 --> 00:02:13.000]  如果TikTok想繼續在美國做生意的時候
[00:02:13.000 --> 00:02:19.000]  特朗普說你給50%,賣50%的股份給美國公司
[00:02:19.000 --> 00:02:24.000]  事情如何發展,世事如棋
[00:02:24.000 --> 00:02:28.000]  我們只能說,獄之後事如何,就要繼續觀察留意了
[00:02:28.000 --> 00:02:30.000]  不過我想大家留意一件事
[00:02:30.000 --> 00:02:32.000]  在蜀領的世界裡面,我們要明白一件事就是
[00:02:32.000 --> 00:02:36.000]  代價與回報都是一個現實,是事實
[00:02:36.000 --> 00:02:43.000]  我們都知道,神對愛他的人,服侍他的人
[00:02:43.000 --> 00:02:45.000]  神會獎賞我們,是不是?
[00:02:45.000 --> 00:02:50.000]  神不只說過,在地上我們會有百倍的回報
[00:02:50.000 --> 00:02:55.000]  將來在天上,神也會為我們預備各類型的獎賞
[00:02:55.000 --> 00:03:00.000]  我們都很開心的,聽到這些神為我們預備的獎賞的時候
[00:03:00.000 --> 00:03:02.000]  不過我們不能忽略一件事就是
[00:03:02.000 --> 00:03:08.000]  神也同一個時間告訴我們,有苦難,有代價
[00:03:08.000 --> 00:03:12.000]  當我們為了跟隨耶穌基督的時候,我們是需要付上代價的
[00:03:12.000 --> 00:03:17.000]  無論這個代價如何,我們不是很喜歡聽到這些題目
[00:03:17.000 --> 00:03:21.000]  不過在聖經裡面,這是一個很重要的教導
[00:03:21.000 --> 00:03:25.000]  我們是需要跟隨基督這條十價路的時候
[00:03:25.000 --> 00:03:28.000]  是需要付上代價的
[00:03:28.000 --> 00:03:34.000]  我們今天通過這段經文,一同去看看這個付代價的真理
[00:03:34.000 --> 00:03:41.000]  在耶穌基督問祂的門徒要背十字架之前
[00:03:41.000 --> 00:03:44.000]  如果大家看之前那幾節的經文
[00:03:44.000 --> 00:03:51.000]  主耶穌是將祂的彌賽亞身份,祂救世主的身份公開顯露出來的
[00:03:51.000 --> 00:03:54.000]  我們看看之前那幾節說了些什麼
[00:03:54.000 --> 00:03:59.000]  那些人,耶穌就跟祂的門徒說
[00:03:59.000 --> 00:04:02.000]  我需要上到耶路撒眼
[00:04:02.000 --> 00:04:08.000]  去到耶路撒眼的時候,我會受到長老祭司長民事很多的苦難
[00:04:08.000 --> 00:04:11.000]  最後會被殺
[00:04:11.000 --> 00:04:14.000]  彼得聽到這些說話之後
[00:04:14.000 --> 00:04:18.000]  馬上跟主耶穌說,主啊,萬不可如此
[00:04:18.000 --> 00:04:23.000]  這件事情絕對不能發生在祢身上,祢不可以死的
[00:04:23.000 --> 00:04:28.000]  耶穌跟著跟彼得說,撒旦,推我後面去
[00:04:28.000 --> 00:04:31.000]  祢是伴我腳的
[00:04:31.000 --> 00:04:37.000]  耶穌這句話可以說是很嚴厲
[00:04:37.000 --> 00:04:42.000]  有時候我們都會不明白為什麼別人明明彼得對祢這麼好,這麼關心祢
[00:04:42.000 --> 00:04:47.000]  為什麼祢好像這個反應這麼不近人情,這麼不留情面
[00:04:47.000 --> 00:04:52.000]  很明顯,彼得也是為耶穌基督好
[00:04:52.000 --> 00:05:00.000]  為什麼耶穌的反應這麼嚴厲,這麼密,這麼不懂做
[00:05:00.000 --> 00:05:03.000]  耶穌有祂的原因
[00:05:03.000 --> 00:05:06.000]  耶穌的原因是記載在第23節
[00:05:06.000 --> 00:05:14.000]  耶穌說,因為彼得不體貼神的意思,只體貼人的意思
[00:05:14.000 --> 00:05:20.000]  一句很簡單的說話,但是當中又包含了兩個很重要的真理我們需要知道
[00:05:20.000 --> 00:05:25.000]  第一,我們要明白,神的意思和人的意思是不同的
[00:05:25.000 --> 00:05:29.000]  甚至很多時候是相當的不同
[00:05:29.000 --> 00:05:33.000]  雖然有時候我們信了耶穌之後,有聖靈住在我們的生命裡面
[00:05:33.000 --> 00:05:40.000]  但是不代表我們所做,我們所思想,我們所言,我們所行都是合乎神的意思
[00:05:40.000 --> 00:05:42.000]  第二,很重要我們需要知道
[00:05:42.000 --> 00:05:47.000]  雖然彼得很明顯很愛耶穌基督,很關心祂
[00:05:47.000 --> 00:05:53.000]  跟隨了之後,也都承認了耶穌尼賽亞的身份
[00:05:53.000 --> 00:06:05.000]  不過他的反應仍然告訴我們,他仍然所思想的,所說的,所做的都是按照他人的意思
[00:06:05.000 --> 00:06:09.000]  很明顯,本能上,一個基督徒
[00:06:09.000 --> 00:06:12.000]  雖然我們把我們的主權交給了耶穌基督
[00:06:12.000 --> 00:06:16.000]  很多時候在本能地,我們所做的,我們所想的
[00:06:16.000 --> 00:06:21.000]  都是按照人的方式,而不是按照神的方式
[00:06:21.000 --> 00:06:28.000]  主耶穌責備彼得之後,主耶穌在第二十四節跟著這樣說
[00:06:28.000 --> 00:06:35.000]  若有人要跟從我,就當社己,背起他的十字架,來跟從我
[00:06:35.000 --> 00:06:42.000]  這一節,簡單的一節的經文,裡面有四種的意思
[00:06:42.000 --> 00:06:45.000]  告訴我們,什麼叫做跟隨耶穌基督
[00:06:45.000 --> 00:06:49.000]  有四個特質,讓我們一一看一看
[00:06:49.000 --> 00:06:53.000]  第一個特質,我用四個D來形容
[00:06:53.000 --> 00:06:59.000]  第一個D是desire,若有人要跟從我
[00:06:59.000 --> 00:07:07.000]  不是每一個人跟隨耶穌基督的,都是有心去跟隨耶穌基督
[00:07:07.000 --> 00:07:10.000]  很多今天的基督徒滿足於,我已經成為基督徒了
[00:07:10.000 --> 00:07:17.000]  我拿到上天堂的入場券,以後可以安心地生活
[00:07:17.000 --> 00:07:20.000]  將來我離開世界,我就可以上天堂了
[00:07:20.000 --> 00:07:24.000]  很多人就覺得,在這個信仰就停在那裡
[00:07:24.000 --> 00:07:29.000]  無論我們作為牧者,作為教會的長執
[00:07:29.000 --> 00:07:34.000]  當我們鼓勵這些信徒,我們要再盡心進入我們的信仰的深處
[00:07:34.000 --> 00:07:43.000]  但這些人呢,很多時候都無論在心態,或者在行動上面
[00:07:43.000 --> 00:07:46.000]  都不打算再盡心
[00:07:46.000 --> 00:07:48.000]  沒錯,很多基督徒仍然是回教會的
[00:07:48.000 --> 00:07:54.000]  不過縱然他有能力去再盡心,是侍奉神
[00:07:54.000 --> 00:07:59.000]  但他們卻是滿足於旁觀者的身份
[00:07:59.000 --> 00:08:04.000]  很多時候回到教會,教會可以提供什麼侍奉
[00:08:04.000 --> 00:08:07.000]  來滿足我回教會的需要
[00:08:07.000 --> 00:08:11.000]  教會有沒有這樣,有沒有那樣,來滿足我的需要
[00:08:11.000 --> 00:08:20.000]  很多時候就是停留於旁觀者的位置
[00:08:20.000 --> 00:08:23.000]  希望大家不是在那個類別
[00:08:23.000 --> 00:08:27.000]  當人活在世上的時候
[00:08:27.000 --> 00:08:33.000]  總是會看到某種,總是會受到某一種的慾望
[00:08:33.000 --> 00:08:38.000]  或者對人生的追求,來推動我的人生
[00:08:38.000 --> 00:08:43.000]  對很多人來說,那樣的東西可能是名譽、財富、安全感、情慾
[00:08:43.000 --> 00:08:53.000]  而這些情慾,這些慾望,會按著我們人生的階段來改變
[00:08:53.000 --> 00:08:57.000]  不過有人也可以說,牧師不是,我做人很簡單
[00:08:57.000 --> 00:09:00.000]  我無慾無求,總之就是無驚無險
[00:09:00.000 --> 00:09:03.000]  又到五點,我屬於那一類而已
[00:09:03.000 --> 00:09:06.000]  不過大家不知道
[00:09:06.000 --> 00:09:09.000]  無論你如何的無慾無求
[00:09:09.000 --> 00:09:13.000]  沒有太大的期望
[00:09:13.000 --> 00:09:18.000]  其實也是一種的追求
[00:09:18.000 --> 00:09:20.000]  追求什麼?追求穩定
[00:09:20.000 --> 00:09:23.000]  追求不想有任何的改變
[00:09:23.000 --> 00:09:26.000]  這種都是一種人生態度
[00:09:26.000 --> 00:09:28.000]  心理學家就告訴我們
[00:09:28.000 --> 00:09:33.000]  人類是最主要被兩樣東西所驅使的
[00:09:33.000 --> 00:09:38.000]  大家知道是什麼嗎?需要和恐懼
[00:09:38.000 --> 00:09:43.000]  而我們對人生很多時候的慾望與追求
[00:09:43.000 --> 00:09:48.000]  都是有意識地或者沒有意識地的生命取向
[00:09:48.000 --> 00:09:51.000]  為的是什麼?為的是滿足我們的需要
[00:09:51.000 --> 00:09:54.000]  或者逃避我們對人生的恐懼
[00:09:54.000 --> 00:09:57.000]  不過更加重要的,對基督徒來說
[00:09:57.000 --> 00:10:00.000]  我們對人生的追求是應該
[00:10:00.000 --> 00:10:03.000]  這段經文告訴我們追求耶穌基督
[00:10:03.000 --> 00:10:06.000]  而追求耶穌基督
[00:10:06.000 --> 00:10:08.000]  第一樣我們需要知道的
[00:10:08.000 --> 00:10:13.000]  就是我們需要改變我們人生的渴求
