
[00:00:00.000 --> 00:00:03.000]  帝兄姊妹平安,我們一起祈禱吧
[00:00:03.000 --> 00:00:09.000]  親愛的聖靈,求你臨在,幫助我們認識你的真道
[00:00:09.000 --> 00:00:16.000]  由願你高滿我口,使我所想的所說的都成為你的真道
[00:00:16.000 --> 00:00:19.000]  幫助帝兄姊妹更加認識明白你
[00:00:19.000 --> 00:00:23.000]  我們這樣禱告,交託是奉主的聖名節祈求
[00:00:28.000 --> 00:00:31.000]  今日的經課,如果大家細心去看的話
[00:00:31.000 --> 00:00:36.000]  除了希伯來書,這一段時間都一直讀開之外
[00:00:36.000 --> 00:00:41.000]  不知道你會不會看到當中一個主題呢
[00:00:41.000 --> 00:00:47.000]  舊約經課的選讀是《路德記》
[00:00:47.000 --> 00:00:52.000]  《路德記》裡面的《南俄米》和《路德》的說話
[00:00:52.000 --> 00:00:56.000]  還有《路德》和《南俄米》的結局
[00:00:57.000 --> 00:01:00.000]  大家知不知道《路德》和《南俄米》其實是什麼身份呢
[00:01:00.000 --> 00:01:03.000]  他們是兩個的寡婦
[00:01:03.000 --> 00:01:08.000]  詩篇其中有一句寫道
[00:01:08.000 --> 00:01:16.000]  《耶和華保護寄居的,扶持孤兒和寡婦, 卻使惡人的道路彎曲》
[00:01:16.000 --> 00:01:23.000]  詩篇這句說話,道出一貫上主怎樣顧念社會上的寡婦
[00:01:23.000 --> 00:01:26.000]  或者無依靠的人
[00:01:27.000 --> 00:01:29.000]  寄居的孤兒和寡婦
[00:01:29.000 --> 00:01:32.000]  舊約經課更加明顯
[00:01:32.000 --> 00:01:40.000]  耶穌坐在聖殿銀庫的前面
[00:01:40.000 --> 00:01:43.000]  應該是奉獻箱前面
[00:01:43.000 --> 00:01:51.000]  耶穌看見寡婦將兩個小錢投入銀箱
[00:01:52.000 --> 00:01:58.000]  呼喚其門徒留意寡婦所奉獻的兩個小錢
[00:01:58.000 --> 00:02:03.000]  她所奉獻的比眾人所投的更多
[00:02:03.000 --> 00:02:08.000]  我想大家心水清的都應該看到
[00:02:08.000 --> 00:02:13.000]  這三段經文都是與寡婦有關
[00:02:13.000 --> 00:02:18.000]  如果今天是寡婦主日,應該不為過
[00:02:19.000 --> 00:02:24.000]  今天我想講的不是寡婦的信仰
[00:02:24.000 --> 00:02:29.000]  而是寡婦和信仰
[00:02:29.000 --> 00:02:32.000]  大家分不分得出分別?
[00:02:32.000 --> 00:02:36.000]  我不是想大家留意寡婦的信仰
[00:02:36.000 --> 00:02:41.000]  所以我不會講南奥米或者路德怎樣在無依無靠之下
[00:02:41.000 --> 00:02:46.000]  仍然努力掙扎,最後怎樣得到上主的祝福
[00:02:47.000 --> 00:02:53.000]  當中的曲折今天就不講了
[00:02:53.000 --> 00:02:55.000]  希望有機會再講
[00:02:55.000 --> 00:03:00.000]  我不是想討論到經課裡的寡婦
[00:03:00.000 --> 00:03:04.000]  怎樣透過自己將生活所有的奉獻給上主
[00:03:04.000 --> 00:03:08.000]  就成為我們信仰學校的榜樣
[00:03:08.000 --> 00:03:12.000]  我所講的題目不是寡婦的信仰
[00:03:12.000 --> 00:03:15.000]  而是寡婦和信仰
[00:03:16.000 --> 00:03:17.000]  大家記住這一點
[00:03:17.000 --> 00:03:20.000]  我希望大家反思一下
[00:03:20.000 --> 00:03:26.000]  就是因為社會當中,教會裡有住一群寡婦
[00:03:26.000 --> 00:03:29.000]  有住一群無依無靠的人
[00:03:29.000 --> 00:03:34.000]  怎樣去影響或者幫助我們思考我們的信仰
[00:03:34.000 --> 00:03:39.000]  寡婦,我想大家都會了解
[00:03:39.000 --> 00:03:43.000]  是丈夫去世了,剩下她一個人
[00:03:44.000 --> 00:03:49.000]  但帶著一些兒女,一些婦女
[00:03:49.000 --> 00:03:55.000]  在這裡我想也提一下大家最近的新聞
[00:03:55.000 --> 00:03:57.000]  有很多工業意外
[00:03:57.000 --> 00:04:01.000]  所以其實大家都為了一些
[00:04:01.000 --> 00:04:06.000]  失去了丈夫,失去了他們經濟支柱的家庭去禱告
[00:04:06.000 --> 00:04:09.000]  其實大家可以向這個工業
[00:04:10.000 --> 00:04:14.000]  我不太記得它的名字,就是傷亡權益會那裡
[00:04:14.000 --> 00:04:17.000]  去奉獻金錢
[00:04:17.000 --> 00:04:20.000]  大家可以考慮一下
[00:04:20.000 --> 00:04:26.000]  在舊約裡,特別是在《新命記》的律法裡
[00:04:26.000 --> 00:04:33.000]  多數把孤兒寡婦和寄居者劃為同一類人
[00:04:33.000 --> 00:04:37.000]  《新命記》十章第十七、第十八節
[00:04:38.000 --> 00:04:42.000]  因為耶和華說你們的神是萬神之神,萬王之王
[00:04:42.000 --> 00:04:45.000]  是偉大、強有力、可畏的神
[00:04:45.000 --> 00:04:49.000]  不看人的情面,也不受賄賂
[00:04:49.000 --> 00:04:52.000]  他為孤兒寡婦伸冤
[00:04:52.000 --> 00:04:57.000]  愛護寄居的,賜給他依食
[00:04:57.000 --> 00:05:01.000]  孤兒寡婦和寄居的
[00:05:01.000 --> 00:05:05.000]  《新命記》二十四章十七至二十一節這樣說
[00:05:06.000 --> 00:05:13.000]  不可對寄居的和孤兒屈枉正直
[00:05:13.000 --> 00:05:17.000]  也不可以拿寡婦的衣服作抵押
[00:05:17.000 --> 00:05:21.000]  要記得你曾在埃及作過奴僕
[00:05:21.000 --> 00:05:25.000]  耶和華,你們的神在那裡救贖了你
[00:05:25.000 --> 00:05:28.000]  所以我吩咐你遵行這事
[00:05:28.000 --> 00:05:34.000]  你在田間收割莊稼,若忘了一捆在田間就不要再回去了
[00:05:35.000 --> 00:05:37.000]  要留給寄居的孤兒和寡婦
[00:05:37.000 --> 00:05:41.000]  好樣的,你的神在你手裡所做的一切似呼吸力
[00:05:41.000 --> 00:05:45.000]  你打了橄欖樹之上剩下的不可再打
[00:05:45.000 --> 00:05:48.000]  要留給寄居的孤兒和寡婦
[00:05:48.000 --> 00:05:52.000]  你摘葡萄園的葡萄丟落的不可拾取
[00:05:52.000 --> 00:05:55.000]  要留給寄居的孤兒和寡婦
[00:05:55.000 --> 00:05:58.000]  你要記得你曾在埃及地也作過奴僕
[00:05:58.000 --> 00:06:01.000]  所以我吩咐你遵行這事
[00:06:02.000 --> 00:06:08.000]  寄居的孤兒和寡婦是被劃為一類人在生命記裡
[00:06:08.000 --> 00:06:11.000]  在生命記裡有另一群人叫窮人
[00:06:11.000 --> 00:06:16.000]  窮到一個地步是要賣身作奴隸
[00:06:16.000 --> 00:06:18.000]  我們那些叫債奴
[00:06:18.000 --> 00:06:26.000]  所以寄居的孤兒和寡婦和窮人是有分別的
[00:06:27.000 --> 00:06:33.000]  如果你看看另一處寄居的孤兒和寡婦
[00:06:33.000 --> 00:06:36.000]  是和利未人放在一起
[00:06:36.000 --> 00:06:38.000]  是同一類看的
[00:06:38.000 --> 00:06:41.000]  生命記二十六章十二到十三節是這樣說的
[00:06:41.000 --> 00:06:44.000]  每逢第三年就是捐十分之一的那一年
[00:06:44.000 --> 00:06:48.000]  你要從你一切土產中取十分之一
[00:06:48.000 --> 00:06:53.000]  分給利未人寄居的孤兒和寡婦
[00:06:54.000 --> 00:06:57.000]  讓他們在城鎮裡可以吃得飽足
[00:06:57.000 --> 00:06:59.000]  你又要在耶和華你神面前說
[00:06:59.000 --> 00:07:03.000]  我已將聖物從加裡拿出來
[00:07:03.000 --> 00:07:07.000]  給了利未人寄居的孤兒和寡婦
[00:07:07.000 --> 00:07:09.000]  自遵照你的吩咐
[00:07:09.000 --> 00:07:11.000]  我的一切命令
[00:07:11.000 --> 00:07:14.000]  你的命令我沒有違背也沒有忘記
[00:07:14.000 --> 00:07:18.000]  寄居的孤兒和寡婦
[00:07:18.000 --> 00:07:22.000]  為什麼會和利未人相提並論呢
[00:07:24.000 --> 00:07:28.000]  我想生命記裡面
[00:07:28.000 --> 00:07:33.000]  他們說利未人是沒有自己的產業的
[00:07:33.000 --> 00:07:37.000]  耶和華是你們的產業
[00:07:37.000 --> 00:07:39.000]  和利未人說的
[00:07:39.000 --> 00:07:41.000]  那時候我實習的時候
[00:07:41.000 --> 00:07:45.000]  我那個實習的同伴就經常說
[00:07:45.000 --> 00:07:47.000]  我們沒有產業的
[00:07:47.000 --> 00:07:50.000]  因為耶和華是我的產業嘛
[00:07:51.000 --> 00:07:54.000]  你想想牧師退休
[00:07:54.000 --> 00:07:56.000]  一直奉獻給教會
[00:07:56.000 --> 00:07:59.000]  我很欣賞中華基督教會
[00:07:59.000 --> 00:08:02.000]  有為退休牧師預備他們的居所
[00:08:02.000 --> 00:08:04.000]  他們沒有產業的
[00:08:04.000 --> 00:08:09.000]  他們可以說如果聖殿
[00:08:09.000 --> 00:08:12.000]  或者社會不去照顧他們
[00:08:12.000 --> 00:08:14.000]  他們是無依無靠的
[00:08:14.000 --> 00:08:17.000]  所以其實利未人
[00:08:17.000 --> 00:08:20.000]  孤兒寡婦和寄居的
[00:08:21.000 --> 00:08:23.000]  都是在以色列裡面沒有祖地
