
[00:00:00.000 --> 00:00:02.200]  各位弟子妹 早安
[00:00:02.200 --> 00:00:08.160]  我們首先做一次低頭祈禱
[00:00:08.160 --> 00:00:10.280]  真心感謝祢
[00:00:10.280 --> 00:00:12.000]  因為是祢的恩典
[00:00:12.000 --> 00:00:15.680]  我們能夠在不同的地方
[00:00:15.680 --> 00:00:18.800]  都可以一起敬拜祢
[00:00:18.800 --> 00:00:21.080]  祈求祢幫助我們
[00:00:21.080 --> 00:00:23.400]  對祢有更深的信任
[00:00:23.400 --> 00:00:27.000]  以致我們能夠敞開我們自己
[00:00:27.000 --> 00:00:29.200]  讓上主祢向我們顯明
[00:00:29.200 --> 00:00:32.320]  祢要向我們顯明的事情
[00:00:32.320 --> 00:00:34.160]  使我們有悟性
[00:00:34.160 --> 00:00:37.440]  能夠明白祢話語中的奧秘
[00:00:37.440 --> 00:00:40.760]  讓祢的話語成為我們生命的力量
[00:00:40.760 --> 00:00:42.000]  滋潤我們
[00:00:42.000 --> 00:00:44.320]  更加讓我們能夠體會
[00:00:44.320 --> 00:00:47.240]  雖然經文好像很嚴厲
[00:00:47.240 --> 00:00:50.360]  但卻是祢對我們心心的愛
[00:00:50.360 --> 00:00:52.640]  我們同心交投獻上禱告
[00:00:52.640 --> 00:00:54.720]  奉主耶穌基督的名求
[00:00:54.720 --> 00:00:58.560]  阿們
[00:00:58.560 --> 00:01:02.840]  今天和大家分享《羅馬書》
[00:01:02.840 --> 00:01:06.560]  坦白說 我是很害怕讀《羅馬書》
[00:01:06.560 --> 00:01:09.160]  因為《羅馬書》比較深
[00:01:09.160 --> 00:01:13.040]  而且是一個比較系統的神學
[00:01:13.040 --> 00:01:18.560]  但《羅馬書》裡面的內容很豐富
[00:01:18.560 --> 00:01:20.640]  保羅寫《羅馬書》的時候
[00:01:20.640 --> 00:01:25.440]  他正正在哥倫多
[00:01:25.440 --> 00:01:30.200]  寫信給羅馬這個地方的教會
[00:01:30.200 --> 00:01:31.840]  一群信徒群體
[00:01:31.840 --> 00:01:35.280]  這些信徒其實不認識保羅
[00:01:35.280 --> 00:01:37.800]  所以在第一章開頭的時候
[00:01:37.800 --> 00:01:40.960]  保羅作自我的介紹
[00:01:40.960 --> 00:01:42.720]  保羅告訴這些信徒
[00:01:42.720 --> 00:01:44.200]  他有一個計劃
[00:01:44.200 --> 00:01:47.920]  他希望能夠有機會來到羅馬這個地方
[00:01:47.920 --> 00:01:51.240]  來和頂尖一齊做一些福音的工作
[00:01:51.240 --> 00:01:54.640]  然後在羅馬信徒的幫助下
[00:01:54.640 --> 00:01:56.600]  他可以繼續向西
[00:01:56.600 --> 00:01:58.760]  來到西班牙這個地方
[00:01:58.760 --> 00:02:02.360]  做傳福音的工作
[00:02:02.360 --> 00:02:05.480]  在聖經裡面或其他文獻中告訴我們
[00:02:05.480 --> 00:02:08.040]  沒有任何記錄顯示
[00:02:08.040 --> 00:02:12.520]  曾經有信徒到羅馬傳道
[00:02:12.520 --> 00:02:17.760]  羅馬這個地方的信徒群體是如何建立起來的呢?
[00:02:17.760 --> 00:02:20.640]  他們是如何知道福音
[00:02:20.640 --> 00:02:22.840]  來相信呢?
[00:02:22.840 --> 00:02:26.200]  有學者估計
[00:02:26.200 --> 00:02:28.520]  當五旬節
[00:02:28.520 --> 00:02:32.480]  聖靈降臨在眾位使徒身上的時候
[00:02:32.480 --> 00:02:34.680]  有來到耶路撒冷
[00:02:34.680 --> 00:02:36.920]  來到朝聖的當中
[00:02:36.920 --> 00:02:40.200]  是有羅馬的猶太人
[00:02:40.200 --> 00:02:43.720]  他們有可能聽到彼得的講道
[00:02:43.720 --> 00:02:49.040]  也是接受洗禮的三千名信徒裡面的其中一個部分
[00:02:49.040 --> 00:02:50.680]  當節期完了
[00:02:50.680 --> 00:02:53.600]  他們回到他們原居地的時候
[00:02:53.600 --> 00:02:57.480]  同樣將這個信仰帶回到羅馬
[00:02:57.480 --> 00:03:00.720]  在當中建立起這個群體
[00:03:00.720 --> 00:03:02.880]  當保羅寫這封信的時候
[00:03:02.880 --> 00:03:05.680]  其實當時羅馬已經建立起一個
[00:03:05.680 --> 00:03:08.680]  被認為興旺的信仰群體
[00:03:08.680 --> 00:03:09.920]  但我們都知道
[00:03:09.920 --> 00:03:12.400]  在當時的年代
[00:03:12.400 --> 00:03:14.560]  不像我們每個人
[00:03:14.560 --> 00:03:16.720]  有一本聖經
[00:03:16.720 --> 00:03:19.400]  因為當時的四福音未寫成
[00:03:19.400 --> 00:03:22.200]  而保羅的書信也未曾集合
[00:03:22.200 --> 00:03:26.560]  只不過保羅個別將他對信仰的理解
[00:03:26.560 --> 00:03:29.680]  給各地不同的教會
[00:03:29.680 --> 00:03:32.640]  充其量各個地方的教會或信仰群體
[00:03:32.640 --> 00:03:37.120]  都只是一本由希伯來文所寫成的舊聖經
[00:03:37.120 --> 00:03:39.880]  他們怎樣去認識這個信仰呢?
[00:03:39.880 --> 00:03:42.160]  他們怎樣繼續傳揚這個信仰呢?
[00:03:42.160 --> 00:03:44.560]  其實都是用口述相傳
[00:03:44.560 --> 00:03:46.880]  即是我知多少 我告訴你
[00:03:46.880 --> 00:03:49.120]  然後你再告訴別人
[00:03:49.120 --> 00:03:51.080]  所以大家很能夠明白到
[00:03:51.080 --> 00:03:54.280]  當中會有機會有很多的偏差
[00:03:54.280 --> 00:03:56.440]  而其中一個很重要的偏差
[00:03:56.440 --> 00:03:58.520]  我們從小行傳
[00:03:58.520 --> 00:04:01.880]  或者是保羅的書信裏面都看得到
[00:04:01.880 --> 00:04:05.240]  因為初期信耶穌的人都是猶太人
[00:04:05.240 --> 00:04:06.600]  所以他們有一個傾向
[00:04:06.600 --> 00:04:08.240]  就是將信仰的內容
[00:04:08.240 --> 00:04:11.880]  納入在猶太的信仰當中
[00:04:11.880 --> 00:04:13.040]  換句話說
[00:04:13.040 --> 00:04:15.440]  他們仍然繼續去持守
[00:04:15.440 --> 00:04:18.040]  猶太 特別是摩西的律法
[00:04:18.040 --> 00:04:22.800]  只不過當中加入了耶穌的福音
[00:04:22.800 --> 00:04:24.560]  所以他們在初期教會
[00:04:24.560 --> 00:04:28.640]  其中一個很大的爭論的地方就是
[00:04:28.640 --> 00:04:30.040]  信了耶穌
[00:04:30.040 --> 00:04:31.600]  無論他是猶太人
[00:04:31.600 --> 00:04:33.440]  又或者是外邦人
[00:04:33.440 --> 00:04:37.960]  他都需要來持守摩西的律法
[00:04:37.960 --> 00:04:42.480]  於是保羅將他對信仰
[00:04:42.480 --> 00:04:46.080]  一個很深的認識和了解
[00:04:46.080 --> 00:04:50.320]  透過這份書信來達到羅馬這個地方
[00:04:50.320 --> 00:04:52.280]  希望當中的弟兄姊妹
[00:04:52.280 --> 00:04:55.320]  都能夠明白信仰的真確
[00:04:55.320 --> 00:04:58.440]  和正確的看法是怎樣
[00:04:58.440 --> 00:05:00.400]  可能大家都聽過
[00:05:00.400 --> 00:05:03.080]  「條條大路通羅馬」
[00:05:03.080 --> 00:05:06.600]  因為羅馬是當時羅馬帝國的首都
[00:05:06.600 --> 00:05:09.360]  很多人聚集在羅馬
[00:05:09.360 --> 00:05:11.280]  也都分散在不同的地方
[00:05:11.280 --> 00:05:13.600]  所以如果在羅馬當地的信徒
[00:05:13.600 --> 00:05:16.600]  能夠對信仰有一個正確的了解
[00:05:16.600 --> 00:05:19.760]  對當時歐洲不同的地方的信徒
[00:05:19.760 --> 00:05:21.920]  有一個很大的影響
[00:05:21.920 --> 00:05:24.040]  所以保羅 很多學者都認為
[00:05:24.040 --> 00:05:26.600]  保羅用盡他的心血
[00:05:26.600 --> 00:05:28.840]  來寫成這個羅馬書
[00:05:28.840 --> 00:05:30.760]  希望羅馬當地的信徒
[00:05:30.760 --> 00:05:36.600]  能夠對信仰有一個更深和正確的理解
[00:05:36.600 --> 00:05:42.440]  今天和大家分享的經文是一章十八至三十二節
[00:05:42.440 --> 00:05:44.280]  保羅告訴我們
[00:05:44.280 --> 00:05:48.160]  我們眾人都圈在罪的權勢底下
[00:05:48.160 --> 00:05:51.880]  而罪的核心就是驕傲
[00:05:51.880 --> 00:05:53.600]  甚麼是驕傲呢?
[00:05:53.600 --> 00:05:56.960]  就是轉向自己
[00:05:56.960 --> 00:05:59.120]  自卑為上帝
[00:05:59.120 --> 00:06:02.280]  甚至想替代上帝
[00:06:02.280 --> 00:06:04.640]  所以人裡面的性情
[00:06:04.640 --> 00:06:07.840]  因為被罪圈在他的權勢底下
[00:06:07.840 --> 00:06:10.320]  我們裡面都有一個不信服
[00:06:10.320 --> 00:06:13.920]  不信從上帝的本性
[00:06:13.920 --> 00:06:17.600]  而我們在靈魂的眼睛被罪所蒙蔽底下
[00:06:17.600 --> 00:06:20.320]  當在現實生活的壓迫之下
[00:06:20.320 --> 00:06:25.160]  很多人都情願去選擇虛荒而拒絕真理
[00:06:25.160 --> 00:06:26.720]  聖經告訴我們
[00:06:26.720 --> 00:06:28.640]  上帝是看不見的
[00:06:28.640 --> 00:06:30.360]  或者可能大家都有人問你
[00:06:30.360 --> 00:06:32.280]  你拿個上帝來給我看
[00:06:32.280 --> 00:06:34.960]  我們很難怎樣去拿個上帝給他看
[00:06:34.960 --> 00:06:36.080]  但聖經告訴我們
[00:06:36.080 --> 00:06:37.920]  雖然現在上帝看不到
[00:06:37.920 --> 00:06:43.120]  但他的永恆和神聖是明明可以知道的
[00:06:43.120 --> 00:06:45.920]  只要我們有機會慢下來
[00:06:45.920 --> 00:06:47.680]  去觀寒
[00:06:47.680 --> 00:06:50.560]  去細察我們身處的環境
[00:06:50.560 --> 00:06:53.080]  我們所住的這個地方
[00:06:53.080 --> 00:06:53.960]  地球
[00:06:53.960 --> 00:06:55.760]  甚至是我們的宇宙
[00:06:55.760 --> 00:06:57.560]  我們發現
[00:06:57.560 --> 00:07:00.760]  其實是很浩瀚
[00:07:00.760 --> 00:07:04.480]  甚至我們驚嘆著宇宙的宏偉
[00:07:04.480 --> 00:07:06.840]  他當中的井然有罪
