
[00:00:00.000 --> 00:00:01.600]  今天和大家分享的題目是
[00:00:01.600 --> 00:00:06.160]  「教會持守合一,抗衡撕裂文化」
[00:00:06.160 --> 00:00:10.080]  我想和大家分享一個家庭故事開始
[00:00:10.080 --> 00:00:12.560]  就在上個星期日晚發生的
[00:00:12.560 --> 00:00:15.920]  不知道大家是否記得上個星期日發生過什麼事在香港
[00:00:15.920 --> 00:00:17.440]  有一家三口
[00:00:17.440 --> 00:00:20.320]  爹地媽咪和一個十八歲的兒子
[00:00:20.320 --> 00:00:21.840]  他們平時都很忙的
[00:00:21.840 --> 00:00:23.920]  很少機會一家人能夠吃飯
[00:00:23.920 --> 00:00:27.200]  那一晚他們就專登抽好時間
[00:00:27.200 --> 00:00:29.440]  去酒樓想著吃一頓飯
[00:00:29.440 --> 00:00:31.280]  看到家庭都很忙
[00:00:31.280 --> 00:00:33.600]  希望趁著快將復活節假期
[00:00:33.600 --> 00:00:35.520]  都能夠相約一起去旅行
[00:00:35.520 --> 00:00:36.960]  就想著那一晚吃飯
[00:00:36.960 --> 00:00:38.080]  就談談去哪裏
[00:00:38.080 --> 00:00:39.360]  怎樣去出發
[00:00:39.360 --> 00:00:40.960]  在酒樓發覺當中
[00:00:40.960 --> 00:00:45.120]  電視正在轉播新界東北補選的情況
[00:00:45.120 --> 00:00:46.480]  很自然
[00:00:46.480 --> 00:00:49.360]  三個人都在分享自己支持誰
[00:00:49.360 --> 00:00:50.320]  投票誰
[00:00:50.320 --> 00:00:51.680]  支持什麼派
[00:00:51.680 --> 00:00:55.520]  爸爸就支持民建聯的
[00:00:55.520 --> 00:00:57.680]  今天不說名字了
[00:00:57.680 --> 00:01:00.400]  母親是支持公民黨的
[00:01:00.400 --> 00:01:01.600]  楊XX
[00:01:01.600 --> 00:01:02.480]  都當選了
[00:01:02.480 --> 00:01:05.040]  十八歲的剛剛可以投票的兒子
[00:01:05.040 --> 00:01:06.000]  投誰呢?
[00:01:06.000 --> 00:01:06.880]  大家都猜到了
[00:01:06.880 --> 00:01:08.480]  就是投姓梁的那位
[00:01:08.480 --> 00:01:11.920]  那一家人在支持自己的候選人
[00:01:11.920 --> 00:01:13.760]  就在批評對方的候選人
[00:01:13.760 --> 00:01:17.760]  搞到一家人幾乎翻臉
[00:01:17.760 --> 00:01:19.840]  在別人的酒樓不方便翻臉
[00:01:19.840 --> 00:01:22.560]  終於發覺不忠而散
[00:01:22.560 --> 00:01:25.920]  更加無法討論他們本來想去復活節假期的旅行
[00:01:25.920 --> 00:01:26.880]  無疾而終
[00:01:26.880 --> 00:01:29.440]  以上故事純屬虛構
[00:01:29.440 --> 00:01:30.960]  但如有雷同
[00:01:30.960 --> 00:01:33.040]  就不足為奇
[00:01:33.040 --> 00:01:34.800]  撕裂
[00:01:34.800 --> 00:01:36.800]  再不像偶然發生
[00:01:36.800 --> 00:01:38.720]  已經成為了香港的常態
[00:01:38.720 --> 00:01:40.240]  更加成為了習慣
[00:01:40.240 --> 00:01:43.200]  更加可能成為了今天香港的文化
[00:01:43.200 --> 00:01:46.080]  今天你很難說我是中立的
[00:01:46.080 --> 00:01:47.360]  我是沒有立場的
[00:01:47.360 --> 00:01:50.400]  你稍微有些言語上的錯失
[00:01:50.400 --> 00:01:52.480]  你就可能被人歸邊了
[00:01:52.480 --> 00:01:54.720]  就好像年初一的事件
[00:01:54.720 --> 00:01:55.760]  旺角事件
[00:01:55.760 --> 00:01:57.360]  如果你說暴亂的話
[00:01:57.360 --> 00:01:59.120]  可能你就會被人說你是藍營
[00:01:59.120 --> 00:02:00.240]  你是親建制
[00:02:00.240 --> 00:02:01.200]  你是保皇黨
[00:02:01.200 --> 00:02:03.280]  如果你說不贊成警察開槍
