
[00:00:00.000 --> 00:00:07.080]  讓我們聽到這些先同心禱告
[00:00:07.080 --> 00:00:11.180]  菩薩求祢讓我們有一個聆聽主導的心
[00:00:11.180 --> 00:00:14.300]  和敏銳的思想
[00:00:14.300 --> 00:00:18.640]  到時我們都能夠將祢的導融會貫通
[00:00:18.640 --> 00:00:21.340]  求聖靈與我們同在
[00:00:21.340 --> 00:00:26.240]  求恩主給我們現在有一個聰明的臉
[00:00:26.240 --> 00:00:29.840]  能夠使我們能夠明白主理的道
[00:00:29.840 --> 00:00:32.420]  也讓我們有一個謙卑的心
[00:00:32.420 --> 00:00:34.660]  來到孤單靈授
[00:00:34.660 --> 00:00:38.660]  同時能夠把你的說話
[00:00:38.660 --> 00:00:43.280]  成為我們生命的每一個時刻的表現
[00:00:43.280 --> 00:00:46.500]  我們大家供主耶穌的靈授
[00:00:46.500 --> 00:00:48.500]  阿們
[00:00:48.500 --> 00:00:53.780]  不知道小朋友或者我們讀書的時候
[00:00:53.780 --> 00:00:56.980]  年輕的時候有沒有被人笑過
[00:00:56.980 --> 00:01:00.340]  我不知道現在的小朋友或者我們自己年輕的時候讀書的時候
[00:01:00.340 --> 00:01:02.740]  有沒有被別人嘲笑過
[00:01:02.740 --> 00:01:07.220]  我在加拿大很多時候
[00:01:07.220 --> 00:01:09.140]  很多機會聽見很多年輕人說
[00:01:09.140 --> 00:01:12.260]  哎呀 我被人取笑
[00:01:12.260 --> 00:01:14.340]  我在加拿大聽到很多年輕人說
[00:01:14.340 --> 00:01:16.740]  哎呀 我被別人取笑
[00:01:16.740 --> 00:01:19.300]  甚至被同學欺負
[00:01:19.300 --> 00:01:22.500]  甚至被別人欺負我
[00:01:22.500 --> 00:01:24.580]  於是就造成怎樣呢
[00:01:24.580 --> 00:01:25.980]  造成什麼樣呢
[00:01:25.980 --> 00:01:28.740]  當別人欺負我的時候
[00:01:28.740 --> 00:01:30.300]  當別人欺負我的時候
[00:01:30.300 --> 00:01:32.140]  我們就不知道怎樣回應
[00:01:32.140 --> 00:01:33.380]  我們不知道怎樣去回應
[00:01:33.380 --> 00:01:34.780]  唯有低下頭
[00:01:34.780 --> 00:01:36.180]  唯有低下頭
[00:01:36.180 --> 00:01:37.540]  不好意思的樣子
[00:01:37.540 --> 00:01:38.380]  不好意思的樣子
[00:01:38.380 --> 00:01:40.620]  扭扭捏捏的眼睛
[00:01:40.620 --> 00:01:41.900]  不要看他
[00:01:41.900 --> 00:01:44.260]  就是採用一些逃避的方法
[00:01:44.260 --> 00:01:45.820]  很鬼祟的樣子
[00:01:45.820 --> 00:01:47.740]  自己找個地方躲起來
[00:01:47.740 --> 00:01:51.020]  找一個安靜的地方自己躲起來
[00:01:51.020 --> 00:01:55.780]  希望這樣就有辦法去逃避別人的取笑
[00:01:55.780 --> 00:01:59.300]  好像這樣就可以逃避別人的取笑
[00:01:59.300 --> 00:02:01.300]  是不是這樣就能夠成功呢
[00:02:01.300 --> 00:02:02.900]  這樣是不是可以成功呢
[00:02:02.900 --> 00:02:05.980]  我們卻是在很多的數字
[00:02:05.980 --> 00:02:08.900]  就是統計的數字裡面發現
[00:02:08.900 --> 00:02:10.460]  統計發現
[00:02:10.460 --> 00:02:11.860]  這種的情況
[00:02:11.860 --> 00:02:12.860]  這種情況
[00:02:12.860 --> 00:02:14.420]  叫欺凌的情況
[00:02:14.420 --> 00:02:16.220]  這是欺凌的情況
[00:02:16.220 --> 00:02:18.420]  如果人是不斷畏縮的話
[00:02:18.420 --> 00:02:20.100]  如果人不但畏縮的話
[00:02:20.100 --> 00:02:25.220]  不但不能夠阻止那些去欺負人的人
[00:02:25.220 --> 00:02:27.780]  不但不可以阻止欺負人的人
[00:02:27.780 --> 00:02:30.780]  而且更縱容了他們更加的放肆
[00:02:30.780 --> 00:02:32.780]  而且縱容他們更加放肆
[00:02:32.780 --> 00:02:34.220]  而被欺凌的人呢
[00:02:34.220 --> 00:02:35.340]  而被欺凌的人呢
[00:02:35.340 --> 00:02:37.900]  就會更加的害怕更加怕事
[00:02:37.900 --> 00:02:39.500]  就更加害怕
[00:02:39.500 --> 00:02:40.420]  於是乎呢
[00:02:40.420 --> 00:02:41.340]  於是
[00:02:41.340 --> 00:02:42.540]  就會更加無力
[00:02:42.540 --> 00:02:44.860]  然後更被變成為受害者
[00:02:44.860 --> 00:02:45.780]  就更加無力
[00:02:45.780 --> 00:02:48.260]  然後更容易成為受害者
[00:02:48.260 --> 00:02:49.300]  講個故事給大家聽
[00:02:49.300 --> 00:02:51.020]  剛剛上個禮拜日
[00:02:51.020 --> 00:02:52.340]  講一個故事給大家聽
[00:02:52.340 --> 00:02:53.180]  上個禮拜天
[00:02:53.180 --> 00:02:57.100]  完了主義崇拜之後
[00:02:57.100 --> 00:02:58.980]  我女兒聊天
[00:02:58.980 --> 00:03:02.500]  就發覺她說電話一直都有手提電話
[00:03:02.500 --> 00:03:04.380]  就跟我女兒就傾談說
[00:03:04.380 --> 00:03:06.100]  她的手機電話
[00:03:06.100 --> 00:03:08.700]  由第一天到上個禮拜日
[00:03:08.700 --> 00:03:11.380]  一按下去就有個印是走了出來的
[00:03:11.380 --> 00:03:12.380]  就說
[00:03:12.380 --> 00:03:13.260]  就說這個是
[00:03:13.260 --> 00:03:14.820]  如果從第一天開始
[00:03:14.820 --> 00:03:17.020]  手一放下
[00:03:17.020 --> 00:03:18.460]  這電話都有個印
[00:03:18.460 --> 00:03:20.980]  我反正看到她是有保養
[00:03:20.980 --> 00:03:22.780]  我記得她反正有保養
[00:03:22.780 --> 00:03:24.780]  於是乎就拿回去零售商那裡
[00:03:24.780 --> 00:03:26.180]  我就拿到零售商那
[00:03:26.180 --> 00:03:26.740]  零售商說
[00:03:26.740 --> 00:03:27.140]  是啊
[00:03:27.140 --> 00:03:28.540]  這個是次貨
[00:03:28.540 --> 00:03:30.420]  他說這是一個次品
[00:03:30.420 --> 00:03:33.380]  我們可以送回去原廠修理
[00:03:33.380 --> 00:03:35.540]  我們可以送到原廠去修理
[00:03:35.540 --> 00:03:37.380]  不過我們沒有個電話借給你
[00:03:37.380 --> 00:03:38.820]  不過我們沒有個電話可以借給你
[00:03:38.820 --> 00:03:40.380]  拿回去總代理
[00:03:40.380 --> 00:03:41.540]  你去找總代理
[00:03:41.540 --> 00:03:43.060]  我們就向著總代理
[00:03:43.060 --> 00:03:44.180]  那我們就去找總代理
[00:03:44.180 --> 00:03:44.780]  總代理都說
[00:03:44.780 --> 00:03:45.100]  是啊
[00:03:45.100 --> 00:03:46.060]  這個是次貨了
[00:03:46.060 --> 00:03:47.260]  總代理說這也是次貨
[00:03:47.260 --> 00:03:49.980]  不過你有沒有儲存好你的資料
[00:03:49.980 --> 00:03:51.780]  你有沒有儲存好的資料
[00:03:51.780 --> 00:03:52.380]  我就說
[00:03:52.380 --> 00:03:52.780]  沒有
[00:03:52.780 --> 00:03:54.780]  等我儲存完再拿給你
[00:03:54.780 --> 00:03:57.980]  但是等我先儲存完再拿給你
[00:03:57.980 --> 00:04:00.100]  然後我儲存好資料回家
[00:04:00.100 --> 00:04:02.820]  我把資料在家裡存好之後
[00:04:02.820 --> 00:04:04.180]  就送回總代理那裡
[00:04:04.180 --> 00:04:05.500]  就送到總代理那裡
[00:04:05.500 --> 00:04:06.460]  就在這個時候
[00:04:06.460 --> 00:04:07.300]  就在這個時候
[00:04:07.300 --> 00:04:09.620]  總代理的其中一個職員
[00:04:09.620 --> 00:04:11.380]  總代理的其中一個職員
[00:04:11.380 --> 00:04:12.300]  他就說我了
[00:04:12.300 --> 00:04:12.940]  他就說
[00:04:12.940 --> 00:04:14.220]  我要收你錢
[00:04:14.220 --> 00:04:15.220]  他說我要收你錢
[00:04:15.220 --> 00:04:16.340]  我說為什麼要收我錢
[00:04:16.340 --> 00:04:17.980]  他說你為什麼要收我錢
[00:04:17.980 --> 00:04:19.700]  因為你弄濕了電話
[00:04:19.700 --> 00:04:21.300]  進了水才會這樣
[00:04:21.300 --> 00:04:24.740]  就是說你這個電話是你自己弄壞了
[00:04:24.740 --> 00:04:26.620]  就是說你進了水才這樣
[00:04:26.620 --> 00:04:28.020]  我沒有進過水
[00:04:28.020 --> 00:04:29.740]  電話從第一天就這樣了
[00:04:29.740 --> 00:04:31.380]  所以這個電話才進了水
[00:04:31.380 --> 00:04:33.220]  是的
[00:04:33.220 --> 00:04:34.780]  那一定是進了水
[00:04:34.780 --> 00:04:36.500]  然後我要收你錢不止
[00:04:36.500 --> 00:04:37.740]  我不管要收你錢
[00:04:37.740 --> 00:04:40.420]  我要你簽類似背過書的東西
[00:04:40.420 --> 00:04:42.820]  那是要你簽一個背過書
[00:04:42.820 --> 00:04:44.100]  上面寫明
[00:04:44.100 --> 00:04:44.900]  上面寫明
[00:04:44.900 --> 00:04:46.380]  我檢查過你的電話
[00:04:46.380 --> 00:04:47.300]  我檢查過你的電話
[00:04:47.300 --> 00:04:48.340]  進了水
[00:04:48.340 --> 00:04:48.900]  進了水
[00:04:48.900 --> 00:04:50.380]  所以是壞的
[00:04:50.380 --> 00:04:51.020]  所以是壞的
[00:04:51.020 --> 00:04:51.860]  我說我要收你錢
[00:04:51.860 --> 00:04:53.140]  我要收你錢
[00:04:53.140 --> 00:04:56.260]  我說沒可能我也不會簽
[00:04:56.260 --> 00:04:57.820]  我說這絕無可能
[00:04:57.820 --> 00:04:59.020]  但我也不會簽
[00:04:59.020 --> 00:05:01.060]  那個人說你不簽我不跟你簽
[00:05:01.060 --> 00:05:03.620]  他說你不簽我就不會跟你修理
[00:05:03.620 --> 00:05:05.260]  在很僵的情況之下
[00:05:05.260 --> 00:05:07.140]  在這很僵局的情況之下
[00:05:07.140 --> 00:05:08.780]  我不跟他吵架
[00:05:08.780 --> 00:05:11.420]  我不跟他吵架
[00:05:11.420 --> 00:05:12.820]  我叫你的經理出來
[00:05:12.820 --> 00:05:14.020]  叫你經理出來
[00:05:14.020 --> 00:05:14.900]  叫你經理出來
[00:05:14.900 --> 00:05:15.620]  他經理出來
[00:05:15.620 --> 00:05:16.300]  一看
[00:05:16.300 --> 00:05:16.940]  你看
[00:05:16.940 --> 00:05:18.220]  他不是進水的
[00:05:18.220 --> 00:05:18.860]  他這不是進水的
[00:05:18.860 --> 00:05:19.820]  是次貨來的
[00:05:19.820 --> 00:05:20.820]  這是個次貨
[00:05:20.820 --> 00:05:22.060]  原來有一部手提電話
[00:05:22.060 --> 00:05:23.420]  進過水有個標誌的
[00:05:23.420 --> 00:05:24.380]  你知不知道
[00:05:24.380 --> 00:05:25.900]  像你知不知道
[00:05:25.900 --> 00:05:27.140]  手機如果進了水
[00:05:27.140 --> 00:05:28.100]  它有個標誌
[00:05:28.100 --> 00:05:29.140]  新的手提電話
[00:05:29.140 --> 00:05:30.180]  當你進過水
[00:05:30.180 --> 00:05:31.820]  打開機背
[00:05:31.820 --> 00:05:34.140]  有一粒顏色
[00:05:34.140 --> 00:05:34.900]  如果進過水
[00:05:34.900 --> 00:05:35.940]  它會變成顏色
[00:05:35.940 --> 00:05:36.980]  它裡面有個說
[00:05:36.980 --> 00:05:38.020]  你一打開
[00:05:38.020 --> 00:05:38.620]  如果進了水
[00:05:38.620 --> 00:05:40.580]  它會有顏色出現
[00:05:40.580 --> 00:05:42.780]  它有個標誌
[00:05:42.780 --> 00:05:46.220]  接著那個經理說
[00:05:46.220 --> 00:05:47.660]  我給你改過章
[00:05:47.660 --> 00:05:49.180]  你先簽
[00:05:49.180 --> 00:05:51.220]  我給你改過章你再簽
[00:05:51.220 --> 00:05:52.180]  我跟他簽
[00:05:52.180 --> 00:05:53.180]  我跟他簽
[00:05:53.180 --> 00:05:54.060]  簽完之後
[00:05:54.060 --> 00:05:54.900]  簽完之後
[00:05:54.900 --> 00:05:56.420]  他的同事很不服氣
[00:05:56.420 --> 00:05:57.820]  他的同事很不服氣
[00:05:57.820 --> 00:05:58.580]  我不負責任
[00:05:58.580 --> 00:05:59.500]  整好的
[00:05:59.500 --> 00:06:00.660]  我不負責任
[00:06:00.660 --> 00:06:01.180]  修好
[00:06:01.180 --> 00:06:03.780]  你不撩起我的火
[00:06:03.780 --> 00:06:04.700]  有事好
[00:06:04.700 --> 00:06:07.220]  他不說還可以
[00:06:07.220 --> 00:06:07.700]  他一說
[00:06:07.700 --> 00:06:09.500]  有事我都回來了
[00:06:09.500 --> 00:06:10.300]  我說你
[00:06:10.300 --> 00:06:10.940]  你如果是這樣
[00:06:10.940 --> 00:06:12.140]  你有什麼服務
[00:06:12.140 --> 00:06:13.060]  如果你這樣
[00:06:13.060 --> 00:06:13.820]  你這服務
[00:06:13.820 --> 00:06:15.380]  你這是什麼服務
[00:06:15.380 --> 00:06:16.420]  他不敢再出聲
[00:06:16.420 --> 00:06:17.380]  他不敢再出聲
[00:06:17.380 --> 00:06:17.980]  等一下
[00:06:17.980 --> 00:06:20.060]  我現在要說這個例子給大家聽
[00:06:20.060 --> 00:06:22.180]  為什麼我講這個例子給大家聽
[00:06:22.180 --> 00:06:22.940]  很多時候
[00:06:22.940 --> 00:06:24.260]  在這個世界上面
[00:06:24.260 --> 00:06:25.500]  在這個世
[00:06:25.500 --> 00:06:27.100]  很多時候在這個世界上面
[00:06:27.100 --> 00:06:29.700]  一些人拿著有少許的權力
[00:06:29.700 --> 00:06:31.860]  有人手上有一點點權力
[00:06:31.860 --> 00:06:35.140]  就會去進行任何的威嚇和欺負
[00:06:35.140 --> 00:06:39.060]  就會進行溫和的欺負和威脅
[00:06:39.060 --> 00:06:40.700]  他以為他是電信商
[00:06:40.700 --> 00:06:42.180]  他以為他是電信商
[00:06:42.180 --> 00:06:43.700]  是一個小小的職員
[00:06:43.700 --> 00:06:44.860]  是一個小小職員
[00:06:44.860 --> 00:06:46.020]  我去收你錢
[00:06:46.020 --> 00:06:46.980]  我要收你錢
[00:06:46.980 --> 00:06:50.540]  最喜歡就是這樣威嚇我們這些客戶
[00:06:50.540 --> 00:06:53.100]  最喜歡就是威脅我們這些客戶
[00:06:53.100 --> 00:06:54.260]  很多人
[00:06:54.260 --> 00:06:54.780]  很多人
[00:06:54.780 --> 00:06:56.060]  就會不同的額度
[00:06:56.060 --> 00:06:57.460]  就不同的價值
[00:06:57.460 --> 00:06:58.740]  35塊就給你了
[00:06:58.740 --> 00:07:00.380]  35塊就給不上了
