
[00:00:00.000 --> 00:00:03.460]  各位弟兄姊妹、各位朋友,平安!
[00:00:03.460 --> 00:00:07.760]  感謝主讓我們今天晚上可以一起聚集
[00:00:07.760 --> 00:00:16.260]  當我被邀請負責福音信息的時候
[00:00:16.260 --> 00:00:21.140]  我想有什麼題目可以令到大家都得益呢?
[00:00:21.140 --> 00:00:23.340]  我就找了一個很簡單
[00:00:23.340 --> 00:00:26.100]  大家都不知道聽了之後會不會明白的
[00:00:26.100 --> 00:00:28.500]  耶穌就是救主
[00:00:28.500 --> 00:00:31.240]  很多人一看到這個題目就會問
[00:00:31.240 --> 00:00:34.660]  救誰?
[00:00:34.660 --> 00:00:37.460]  我告訴你,是救我
[00:00:37.460 --> 00:00:40.060]  會不會救你呢?
[00:00:40.060 --> 00:00:42.260]  各位朋友
[00:00:42.260 --> 00:00:45.700]  我們看一次聖經好不好?
[00:00:45.700 --> 00:00:48.160]  除耶穌以外
[00:00:48.160 --> 00:00:50.560]  是不是字小了一點?
[00:00:50.560 --> 00:00:55.560]  看到嗎?一起讀一二三
[00:00:55.560 --> 00:00:57.660]  因為在天下人間
[00:00:57.660 --> 00:01:02.360]  沒有次下別的名可以靠著得救
[00:01:02.360 --> 00:01:05.160]  除他這個太子耶穌
[00:01:05.160 --> 00:01:09.760]  除耶穌以外沒有別的名可以叫你得救
[00:01:09.760 --> 00:01:11.860]  那你要我怎麼救呢?
[00:01:11.860 --> 00:01:14.460]  問題在這裡
[00:01:14.460 --> 00:01:17.060]  如果你
[00:01:17.060 --> 00:01:19.460]  不要說你是說我
[00:01:19.460 --> 00:01:26.060]  很不幸地在狂風暴雨中間掉下海
[00:01:26.060 --> 00:01:27.660]  我雖然懂得游泳
[00:01:27.660 --> 00:01:29.660]  游來游去都會冒汽的
[00:01:29.660 --> 00:01:32.060]  那我需要什麼呢?
[00:01:32.060 --> 00:01:36.160]  需要水泡,需要人救我
[00:01:36.160 --> 00:01:39.960]  那個海風大風大浪
[00:01:39.960 --> 00:01:42.260]  我在其中
[00:01:42.260 --> 00:01:45.260]  是不到我作主
[00:01:45.260 --> 00:01:46.960]  是他作主
[00:01:46.960 --> 00:01:49.260]  那個困境的局面
[00:01:49.260 --> 00:01:51.760]  令到我在那個情況下
[00:01:51.760 --> 00:01:54.360]  身不由己都不知道怎麼辦
[00:01:54.360 --> 00:01:58.560]  我需要人救我
[00:01:58.560 --> 00:02:01.760]  這個世界
[00:02:01.760 --> 00:02:04.060]  今天你所見到的新聞
[00:02:04.060 --> 00:02:05.660]  所聽到的事
[00:02:05.660 --> 00:02:09.360]  你覺得需不需要人救他?
[00:02:09.360 --> 00:02:11.060]  關我什麼事?
[00:02:11.060 --> 00:02:14.560]  我們現在都是安定繁榮
[00:02:14.560 --> 00:02:16.860]  在這個社會裡面
[00:02:16.860 --> 00:02:18.860]  你覺得有沒有一些暗湧
[00:02:18.860 --> 00:02:21.760]  令到你可以提心吊膽?
[00:02:21.760 --> 00:02:24.360]  又或者你在職場上
[00:02:24.360 --> 00:02:25.560]  你覺得
[00:02:25.560 --> 00:02:28.260]  不是說一句生意難做
[00:02:28.260 --> 00:02:31.460]  環境日子不好過
[00:02:31.460 --> 00:02:33.460]  你會不會覺得有很多事情
[00:02:33.460 --> 00:02:35.560]  是正在發生的?
[00:02:35.560 --> 00:02:38.060]  當你覺得發生的時候
[00:02:38.060 --> 00:02:40.660]  你有沒有能力
[00:02:40.660 --> 00:02:42.360]  或者說我打
[00:02:42.360 --> 00:02:45.160]  過去我都心驚八字的
[00:02:45.160 --> 00:02:47.260]  一直做到現在
[00:02:47.260 --> 00:02:50.360]  明天會怎樣你不知道
[00:02:50.360 --> 00:02:51.760]  再講細一點範圍
[00:02:51.760 --> 00:02:54.460]  就算家裡
[00:02:54.460 --> 00:02:57.060]  算是溫暖
[00:02:57.060 --> 00:03:00.760]  算是甜蜜的家庭
[00:03:00.760 --> 00:03:02.960]  有沒有暗湧?
[00:03:02.960 --> 00:03:05.460]  有沒有可能有些事情發生
[00:03:05.460 --> 00:03:07.460]  你是不知道的
[00:03:07.460 --> 00:03:08.660]  一發生了你都害怕
[00:03:08.660 --> 00:03:13.260]  束手無策的
[00:03:13.260 --> 00:03:14.360]  我們中間不知道有多少人
[00:03:14.360 --> 00:03:17.660]  在西灣河過來
[00:03:17.660 --> 00:03:21.360]  那你們為什麼會笑?
[00:03:21.360 --> 00:03:22.960]  我不是去提心吊膽
[00:03:22.960 --> 00:03:25.260]  你想不到的
[00:03:25.260 --> 00:03:27.960]  是不是?
[00:03:27.960 --> 00:03:30.260]  很多事情發生你想不到的
[00:03:30.260 --> 00:03:31.860]  最想不到的一件事
[00:03:31.860 --> 00:03:36.460]  是你身體的健康
[00:03:36.460 --> 00:03:39.260]  最近我接二連三收到很多這樣的消息
[00:03:39.260 --> 00:03:40.860]  因為我
[00:03:40.860 --> 00:03:42.660]  第一很多是我以前的
[00:03:42.660 --> 00:03:44.760]  有些是我以前的學生、同學
[00:03:44.760 --> 00:03:49.160]  有些是我的舊同事
[00:03:49.160 --> 00:03:51.360]  有些是教會裡面的人士
[00:03:51.360 --> 00:03:52.160]  當我聽到之後
[00:03:52.160 --> 00:03:54.060]  我還要問一個問題
[00:03:54.060 --> 00:03:56.960]  真的我不知道明天會發生什麼事
[00:03:56.960 --> 00:03:58.560]  有沒有想過?
[00:03:58.560 --> 00:03:59.360]  你不要想就想
[00:03:59.360 --> 00:04:02.260]  你根本睡不著覺的
[00:04:02.260 --> 00:04:04.860]  所以各位朋友
[00:04:04.860 --> 00:04:06.960]  各位弟兄姊妹
[00:04:06.960 --> 00:04:09.260]  什麼人需要拯救?
[00:04:09.260 --> 00:04:11.660]  在困境中間的人
[00:04:11.660 --> 00:04:13.660]  或者說你在生活中間
[00:04:13.660 --> 00:04:16.860]  不覺得有安寧的人
[00:04:16.860 --> 00:04:19.360]  我們應該過一個很豐盛的生活
[00:04:19.360 --> 00:04:23.960]  不是天天可以任你吃
[00:04:23.960 --> 00:04:26.160]  任你玩的那種生活
[00:04:26.160 --> 00:04:30.560]  起碼都安詳的、康樂的
[00:04:30.560 --> 00:04:33.760]  甚至乎令你心安的環境
[00:04:33.760 --> 00:04:35.860]  但不知道為什麼
[00:04:35.860 --> 00:04:37.660]  這麼多的
[00:04:37.660 --> 00:04:41.360]  我們不想看到的事情會發生
[00:04:41.360 --> 00:04:42.660]  暴力就有了
[00:04:42.660 --> 00:04:44.760]  剛才穆斯基也有提到
[00:04:44.760 --> 00:04:46.360]  這個世界上
[00:04:46.360 --> 00:04:49.860]  很多不法的事情增加
[00:04:49.860 --> 00:04:54.760]  使人的愛心漸漸冷淡
[00:04:54.760 --> 00:04:56.560]  這個環境下面
[00:04:56.560 --> 00:04:59.560]  你怎麼辦?
[00:04:59.560 --> 00:05:01.860]  當你看到這個世界
[00:05:01.860 --> 00:05:03.860]  好像越來越文明
[00:05:03.860 --> 00:05:05.860]  好像越來越發達
[00:05:05.860 --> 00:05:08.060]  好像越來越方便
[00:05:08.060 --> 00:05:08.860]  但另一方面
[00:05:08.860 --> 00:05:12.260]  人的人心是越來越不安
[00:05:12.260 --> 00:05:14.260]  所以環境上面的東西
[00:05:14.260 --> 00:05:16.760]  你或者可以走來走去
[00:05:16.760 --> 00:05:18.360]  但心境這個東西
[00:05:18.360 --> 00:05:20.160]  你走不掉的
[00:05:20.160 --> 00:05:23.360]  你不安就不安了
[00:05:23.360 --> 00:05:24.460]  這個心境不安
[00:05:24.460 --> 00:05:27.460]  不單單只是你精神上的問題
[00:05:27.460 --> 00:05:31.760]  包括影響到你身體的問題
[00:05:31.760 --> 00:05:35.260]  健康的問題
[00:05:35.260 --> 00:05:39.360]  其實在二千多年前
[00:05:39.360 --> 00:05:42.360]  耶穌基督曾經說過一句話
[00:05:42.360 --> 00:05:45.360]  約翰福音十六章三十三節
[00:05:45.360 --> 00:05:47.060]  我們一起看看好不好?
[00:05:47.060 --> 00:05:48.360]  一二三
[00:05:48.360 --> 00:05:51.160]  我對你們說了這些事
[00:05:51.160 --> 00:05:54.460]  是要使你們在我裡面有平安
[00:05:54.460 --> 00:05:57.860]  在世上你們有苦難
[00:05:57.860 --> 00:06:00.760]  但你們要服
[00:06:00.760 --> 00:06:03.460]  我已經勝過世界
[00:06:03.460 --> 00:06:04.760]  二千多年前
[00:06:04.760 --> 00:06:10.660]  耶穌說在世上你們有苦難
[00:06:10.660 --> 00:06:12.660]  祂不是就坐
[00:06:12.660 --> 00:06:15.860]  祂是預警
[00:06:15.860 --> 00:06:17.860]  各位朋友
[00:06:17.860 --> 00:06:20.460]  包括弟兄姊妹在內
[00:06:20.460 --> 00:06:22.460]  你每天的生活裡面
[00:06:22.460 --> 00:06:24.460]  如果沒有盼望
[00:06:24.460 --> 00:06:27.060]  沒有肯定的信心
