
[00:00:00.000 --> 00:00:07.540]  檸檬茶在香港一般簡稱為檸茶
[00:00:07.540 --> 00:00:12.380]  香港茶餐廳和快餐店常見的飲品
[00:00:12.380 --> 00:00:16.400]  也是普羅大眾最常見的
[00:00:16.400 --> 00:00:19.860]  他最喜歡喝的飲品之一
[00:00:19.860 --> 00:00:23.400]  它分為熱飲和冷飲
[00:00:23.400 --> 00:00:26.560]  一般稱為熱檸茶 冷檸茶
[00:00:26.560 --> 00:00:28.460]  現在即使在中國很多地方
[00:00:28.460 --> 00:00:33.900]  你這樣叫 侍應都明白你叫什麼
[00:00:33.900 --> 00:00:37.200]  我從小到大 即使是冬天
[00:00:37.200 --> 00:00:41.640]  我都是最喜歡喝檸檬茶
[00:00:41.640 --> 00:00:44.000]  可惜的是在溫哥華
[00:00:44.000 --> 00:00:49.100]  不是時時都能喝到漂亮的檸檬茶
[00:00:49.100 --> 00:00:51.000]  我記得很清楚
[00:00:51.000 --> 00:00:54.200]  有一年在BC內陸Kilona短線
[00:00:54.200 --> 00:00:56.660]  逐家逐戶去拍門
[00:00:56.660 --> 00:00:59.100]  剛剛碰到熱浪 heat wave
[00:00:59.100 --> 00:01:02.540]  日間的氣溫超過攝氏40度
[00:01:02.540 --> 00:01:05.900]  我無論是開車或者是走路
[00:01:05.900 --> 00:01:09.940]  有一些好像沙漠之中的海市蜃樓一樣
[00:01:09.940 --> 00:01:16.540]  時時喝上一杯冷檸茶是止汗
[00:01:16.540 --> 00:01:19.700]  弟兄姊妹 各位朋友
[00:01:19.700 --> 00:01:25.000]  你有什麼是很渴想的?
[00:01:25.000 --> 00:01:30.400]  港式魚蛋粉加上一杯冷檸茶
[00:01:30.400 --> 00:01:33.300]  完美的配搭
[00:01:33.300 --> 00:01:35.400]  可惜現在在什麼地方
[00:01:35.400 --> 00:01:38.400]  甚至在香港都再找不到
[00:01:38.400 --> 00:01:41.000]  我小時候在大排檔吃到的
[00:01:41.000 --> 00:01:46.100]  魚蛋粉的那種滋味 渴想
[00:01:46.100 --> 00:01:48.300]  我們搭長途飛機
[00:01:48.300 --> 00:01:50.540]  飛回香港又或者回香港
[00:01:50.540 --> 00:01:55.460]  十幾個小時的旅程只會令人一開始
[00:01:55.460 --> 00:01:58.460]  就渴想去到目的地
[00:01:58.460 --> 00:02:02.460]  又或者回到家的那份感覺
[00:02:02.460 --> 00:02:05.100]  渴想
[00:02:05.100 --> 00:02:11.600]  渴想的意思是不是就是這樣?
[00:02:11.600 --> 00:02:14.600]  希臘哲學認為人生的意義
[00:02:14.600 --> 00:02:18.100]  是由於人生的意義
[00:02:18.100 --> 00:02:20.900]  希臘哲學認為人生的意義
[00:02:20.900 --> 00:02:26.500]  是在於尋找得到幸福
[00:02:26.500 --> 00:02:29.500]  但是幸福是什麼呢?
[00:02:29.500 --> 00:02:32.500]  答案莫衝一時
[00:02:32.500 --> 00:02:35.000]  小朋友最大的幸福
[00:02:35.000 --> 00:02:37.500]  可能是有一部遊戲機
[00:02:37.500 --> 00:02:41.300]  窮人的幸福是一碗熱飯
[00:02:41.300 --> 00:02:45.500]  女孩子最大的幸福是被人愛
[00:02:45.500 --> 00:02:48.600]  最大的幸福是被人崇拜
[00:02:48.600 --> 00:02:51.700]  上人最大的幸福是賺到錢
[00:02:51.700 --> 00:02:53.700]  雖然幸福各異
[00:02:53.700 --> 00:02:57.100]  但是幸福大概就是
[00:02:57.100 --> 00:03:01.900]  你渴想的東西得到了
[00:03:01.900 --> 00:03:03.800]  但是問題往往是
[00:03:03.800 --> 00:03:05.900]  你可能根本就不知道
[00:03:05.900 --> 00:03:09.300]  你自己在渴想什麼
[00:03:09.300 --> 00:03:12.900]  你渴想的到底是什麼
[00:03:12.900 --> 00:03:14.600]  人的問題就在於
[00:03:14.600 --> 00:03:17.300]  人不知道自己要什麼
[00:03:17.300 --> 00:03:19.700]  但是只知道自己不要什麼
[00:03:19.700 --> 00:03:21.900]  不喜歡什麼
[00:03:21.900 --> 00:03:24.000]  選擇男女朋友如是
[00:03:24.000 --> 00:03:26.500]  吃飯如是
[00:03:26.500 --> 00:03:28.000]  去A餐廳嗎?
[00:03:28.000 --> 00:03:29.400]  不好
[00:03:29.400 --> 00:03:30.700]  B餐廳呢?
[00:03:30.700 --> 00:03:31.700]  不好
[00:03:31.700 --> 00:03:32.700]  那去哪裡?
[00:03:32.700 --> 00:03:35.200]  不知道
[00:03:35.200 --> 00:03:38.400]  心理學和哲學都在探討
[00:03:38.400 --> 00:03:44.700]  Need 需要和Want 想要的問題
[00:03:44.700 --> 00:03:48.500]  其實想要不等於需要
[00:03:48.500 --> 00:03:50.900]  想要的給了你
[00:03:50.900 --> 00:03:52.900]  你就滿足嗎?
[00:03:52.900 --> 00:03:54.700]  又不見得
[00:03:54.700 --> 00:03:57.400]  那你到底要什麼呢?
[00:03:57.400 --> 00:04:00.300]  作家王爾德(Oscar Wilde)
[00:04:00.300 --> 00:04:01.800]  他說過
[00:04:01.800 --> 00:04:04.500]  人生有兩大悲劇
[00:04:04.500 --> 00:04:08.700]  一是你想要的東西得不到
[00:04:08.700 --> 00:04:13.900]  二是你想要的東西得到了
[00:04:13.900 --> 00:04:17.300]  There are only two tragedies in life
[00:04:17.300 --> 00:04:20.100]  One is not getting what one wants
[00:04:20.100 --> 00:04:23.100]  and the other is getting it
[00:04:23.100 --> 00:04:24.900]  人在追求理想
[00:04:24.900 --> 00:04:26.600]  苦苦追求
[00:04:26.600 --> 00:04:28.500]  到最後理想實現了
[00:04:28.500 --> 00:04:30.900]  那又怎樣呢?
[00:04:30.900 --> 00:04:35.100]  照樣的還是不滿足
[00:04:35.100 --> 00:04:36.600]  凍檸茶
[00:04:36.600 --> 00:04:38.100]  港式魚蛋粉
[00:04:38.100 --> 00:04:41.500]  或者你剛才想過的那份清單
[00:04:41.500 --> 00:04:46.000]  都是Want
[00:04:46.000 --> 00:04:48.300]  詩篇二十三篇一節
[00:04:48.300 --> 00:04:52.700]  「夜禍話事我的目者 我必不自缺乏」
[00:04:52.700 --> 00:04:55.300]  只有在神裡面
[00:04:55.300 --> 00:05:01.100]  我們什麼的需要、need都不缺
[00:05:01.100 --> 00:05:06.500]  所以奧古斯丁在神面前禱告說
[00:05:06.500 --> 00:05:10.300]  「神啊 我的心得不到安息
[00:05:10.300 --> 00:05:14.000]  直到安息於你
[00:05:14.000 --> 00:05:19.300]  Thou hast made us for thyself, O Lord
[00:05:19.300 --> 00:05:26.300]  and our heart is restless unless it finds rest in thee」
[00:05:26.300 --> 00:05:28.300]  今天的經文
[00:05:28.300 --> 00:05:30.800]  詩篇六十三篇一節
[00:05:30.800 --> 00:05:33.100]  「神啊 你是我的神
[00:05:33.100 --> 00:05:35.800]  我要徹徹地尋求你
[00:05:35.800 --> 00:05:38.400]  在乾旱疲乏無水之地
[00:05:38.400 --> 00:05:43.900]  我渴想你 我的心切慕你」
[00:05:43.900 --> 00:05:49.400]  我們怎樣渴想 怎樣切慕
[00:05:49.400 --> 00:05:52.600]  NIV聖經說
[00:05:52.600 --> 00:05:56.100]  「My soul thirsts for you
[00:05:56.100 --> 00:06:00.400]  My body longs for you」
[00:06:00.400 --> 00:06:02.300]  thirsts for
[00:06:02.300 --> 00:06:04.900]  longs for
[00:06:04.900 --> 00:06:09.400]  渴想 切慕
[00:06:09.400 --> 00:06:10.600]  Donald Whitley
[00:06:10.600 --> 00:06:14.400]  是美國美南浸信會神學院的教授
[00:06:14.400 --> 00:06:16.100]  在過去十年
[00:06:16.100 --> 00:06:18.400]  他特別鑽研個人的
[00:06:18.400 --> 00:06:22.300]  以及群體的靈命塑造
[00:06:22.300 --> 00:06:25.100]  在他寫的那本書
[00:06:25.100 --> 00:06:29.900]  《診斷靈命狀況的十個問題》裡面
[00:06:29.900 --> 00:06:32.400]  在詩篇六十三篇這幾節經文
[00:06:32.400 --> 00:06:36.900]  有很深入、很到位的看法
[00:06:36.900 --> 00:06:39.900]  什麼是thirsts for
[00:06:39.900 --> 00:06:43.200]  什麼是longs for
[00:06:43.200 --> 00:06:47.700]  渴想 切慕
[00:06:47.700 --> 00:06:50.300]  他說 每個人的靈魂
[00:06:50.300 --> 00:06:54.100]  在某種意義上面都有一種渴慕
[00:06:54.100 --> 00:06:58.700]  儘管人不是每時每刻都感覺到這一點
[00:06:58.700 --> 00:07:00.300]  神造我們
[00:07:00.300 --> 00:07:04.400]  不是讓我們滿足於自身的光景
[00:07:04.400 --> 00:07:07.600]  不管在哪方面以及什麼程度
[00:07:07.600 --> 00:07:10.400]  每個人都想擁有
[00:07:10.400 --> 00:07:14.600]  比他現在所擁有的更多
[00:07:14.600 --> 00:07:17.200]  每個人都想擁有
[00:07:17.200 --> 00:07:21.000]  比他現在所擁有的更多
[00:07:21.000 --> 00:07:23.900]  人與人之間的差異
[00:07:23.900 --> 00:07:29.900]  就在他們靈魂所渴慕的不同
[00:07:29.900 --> 00:07:31.600]  因此他分析說
[00:07:31.600 --> 00:07:35.500]  有三種的屬靈的渴慕
[00:07:35.500 --> 00:07:40.600]  讓我們今天就做一個屬靈的診斷
[00:07:40.600 --> 00:07:47.300]  看看你屬於哪一種的渴慕
[00:07:47.300 --> 00:07:54.900]  第一 空虛靈魂的渴慕 empty soul
[00:07:54.900 --> 00:07:57.700]  所有的人屬血氣的
[00:07:57.700 --> 00:08:00.700]  就是未曾歸入基督名下的人
[00:08:00.700 --> 00:08:03.800]  都有一個空虛的靈魂
[00:08:03.800 --> 00:08:05.700]  大家請留意
[00:08:05.700 --> 00:08:08.700]  我不是問你是否基督徒
[00:08:08.700 --> 00:08:11.200]  因為很多受洗的基督徒
[00:08:11.200 --> 00:08:14.300]  還不知道自己是否得救
[00:08:14.300 --> 00:08:16.100]  也沒有認罪悔改
[00:08:16.100 --> 00:08:18.600]  生命並沒有任何改變
[00:08:18.600 --> 00:08:21.200]  與未信的沒有分別
[00:08:21.200 --> 00:08:23.900]  這些人因為沒有神
[00:08:23.900 --> 00:08:25.700]  他們不斷追求
[00:08:25.700 --> 00:08:29.300]  那些可以填滿空虛心靈的東西
[00:08:29.300 --> 00:08:33.000]  他們瘋狂爭奪的
