
[00:00:00.000 --> 00:00:03.780]  但是今天我們會繼續講下去 就是和諧之家
[00:00:03.780 --> 00:00:08.840]  剛才我們應該有一首歌 只要踏進這個「家」的時候
[00:00:08.840 --> 00:00:12.480]  你就會感到很開心 很溫馨
[00:00:12.480 --> 00:00:17.440]  但是中國人對「家」的觀念 有時候往往是重視物質
[00:00:17.440 --> 00:00:20.360]  多於重視感情
[00:00:20.360 --> 00:00:21.980]  所以中文「家」是什麼呢?
[00:00:21.980 --> 00:00:24.840]  就是一間屋 下面有一隻豬 是不是?
[00:00:24.840 --> 00:00:29.120]  但是英文 Family 我就很喜歡這個字
[00:00:29.120 --> 00:00:33.460]  F-A-M-I-L-Y 但是加起來是什麼呢?
[00:00:33.460 --> 00:00:37.800]  就是 Father and Mother, I love you
[00:00:37.800 --> 00:00:39.480]  Daddy, Mommy, I love you
[00:00:39.480 --> 00:00:42.280]  你留意到這句話 Father and Mother, I love you
[00:00:42.280 --> 00:00:44.720]  每一個字 頭的字都沒有抽出來
[00:00:44.720 --> 00:00:47.000]  加起來就是 Family 這個字
[00:00:47.000 --> 00:00:50.760]  「家」對一個人的成長是很大影響的
[00:00:50.760 --> 00:00:54.620]  你想一開始接觸的是什麼呢?
[00:00:54.620 --> 00:00:58.040]  就是你的父母 或者爺爺 奶奶 公公 婆婆
[00:00:58.040 --> 00:01:02.000]  一個溫馨的「家」 小朋友的成長都會非常的好
[00:01:02.000 --> 00:01:05.440]  但是如果家庭裡面大家不和的時候
[00:01:05.440 --> 00:01:08.040]  這個可以說是人間地獄
[00:01:08.040 --> 00:01:11.840]  所以聖經是很注重「家」
[00:01:11.840 --> 00:01:16.320]  特別是夫婦之間的關係更加重要
[00:01:16.320 --> 00:01:21.240]  在十誡裡面 很長的一條誡命就是當上安息日
[00:01:21.240 --> 00:01:25.120]  安息日除了敬拜神 就是要有家人可以共聚天倫
[00:01:25.120 --> 00:01:27.040]  因為什麼都不可以做
[00:01:27.040 --> 00:01:31.200]  而在夫婦的關係上面 要孝敬父母
[00:01:31.200 --> 00:01:35.200]  也要不可姦淫 要對你的配偶尊重
[00:01:35.200 --> 00:01:38.320]  比德那個年代社會裡面有很多問題
[00:01:38.320 --> 00:01:41.440]  不少的奴隸被剝削
[00:01:41.440 --> 00:01:46.880]  但也有很多的婦女受到不公平的對待和剝削
[00:01:46.880 --> 00:01:51.120]  在猶太人所自己訂立的那些經典
[00:01:51.120 --> 00:01:53.520]  做女性是完全沒有社會地位的
[00:01:53.520 --> 00:01:55.360]  在家庭裡面都沒有地位的
[00:01:55.360 --> 00:01:58.960]  丈夫可以隨時帶她和她離婚
[00:01:58.960 --> 00:02:01.760]  只要太太說話大聲一點 鄰居都聽得到
[00:02:01.760 --> 00:02:05.760]  或者她出門前的丈夫都可以用這個藉口
[00:02:05.760 --> 00:02:08.480]  帶她和太太離婚
[00:02:08.480 --> 00:02:11.040]  比德同樣教導這些人
[00:02:11.040 --> 00:02:13.840]  怎樣去面對這些困境
[00:02:13.840 --> 00:02:16.160]  特別是做妻子的
[00:02:16.160 --> 00:02:21.680]  在教會裡面 這些人可以找回自己的尊嚴
[00:02:21.680 --> 00:02:26.160]  自信 在教會裡面可以和其他人平起平坐
[00:02:26.160 --> 00:02:32.480]  所以當時基督教的信仰是顛倒了當時的社會制度
[00:02:32.480 --> 00:02:34.320]  因為當時 記不記得
[00:02:34.320 --> 00:02:37.680]  主人和奴隸是敬畏分明的
[00:02:37.680 --> 00:02:40.080]  有一個不能越過的雄溝
[00:02:40.080 --> 00:02:42.160]  但是原來當他信了主的時候
[00:02:42.160 --> 00:02:43.600]  原來在主裡面
[00:02:43.600 --> 00:02:46.320]  無論你是主人或者奴隸都好
[00:02:46.320 --> 00:02:50.640]  都是主裡面的弟兄或者弟兄姊妹
[00:02:50.640 --> 00:02:52.480]  家庭也是
[00:02:52.480 --> 00:02:54.880]  這樣女性沒有地位
[00:02:54.880 --> 00:02:57.520]  但是你不要忘記在初期教會
[00:02:57.520 --> 00:02:59.360]  差不多是女性做主導的
[00:02:59.360 --> 00:03:04.160]  就是馬可的媽媽開放在家裡
[00:03:04.160 --> 00:03:06.880]  被人帶去聚會
[00:03:06.880 --> 00:03:10.960]  所以當他們分到自己家裡的時候
[00:03:10.960 --> 00:03:13.920]  工作場所 但是怎樣自處呢?
[00:03:13.920 --> 00:03:16.160]  在教會裡面是可以有平等
[00:03:16.160 --> 00:03:17.280]  但是回到原來不是
[00:03:17.280 --> 00:03:19.680]  是不是繼續逆來順受呢?
[00:03:19.680 --> 00:03:22.240]  或者接受這個不公平的對待呢?
[00:03:22.240 --> 00:03:26.720]  或者去起革命去抗議呢?
[00:03:26.720 --> 00:03:29.200]  建立另一個更加公義的社會呢?
[00:03:29.200 --> 00:03:33.040]  當然這兩種方法都是可行的
[00:03:33.040 --> 00:03:37.360]  但是另外還有第三個方法是什麼呢?
[00:03:37.360 --> 00:03:40.720]  就是用愛去感化逼迫他的人
[00:03:40.720 --> 00:03:43.280]  所以這段經文裡面 我們會看
[00:03:43.280 --> 00:03:47.680]  彼得就會講到做妻子和丈夫的責任
[00:03:47.680 --> 00:03:50.000]  我們先看彼得前書第三章
[00:03:50.000 --> 00:03:51.920]  第一到第六節
[00:03:51.920 --> 00:03:58.400]  你留意到做妻子那些經文是很多的
[00:03:58.400 --> 00:04:00.480]  做丈夫的只有一次
[00:04:00.480 --> 00:04:01.760]  那就很不公平了
[00:04:01.760 --> 00:04:03.680]  待會我們再探討
[00:04:03.680 --> 00:04:05.360]  第三章第一到第六節
[00:04:05.360 --> 00:04:08.160]  你沒做妻子的要信服自己的丈夫
[00:04:08.160 --> 00:04:11.520]  這樣若有不信從道理的丈夫
[00:04:11.520 --> 00:04:13.520]  他們雖然不聽道
[00:04:13.520 --> 00:04:16.960]  也可因妻子的品行被感化過來
[00:04:16.960 --> 00:04:22.080]  正是因看見你們有貞潔的品行和敬畏的心
[00:04:22.080 --> 00:04:24.560]  你們不要以外面的邊頭髮
[00:04:24.560 --> 00:04:28.480]  戴金色穿美衣為裝飾
[00:04:28.480 --> 00:04:31.680]  只要以裡面穿著長久溫柔
[00:04:31.680 --> 00:04:33.600]  安靜的心為裝飾
[00:04:33.600 --> 00:04:36.480]  這在神面前是極寶貴的
[00:04:36.480 --> 00:04:41.200]  因為古時仰賴神的聖潔婦人
[00:04:41.200 --> 00:04:43.280]  正是以此為裝飾
[00:04:43.280 --> 00:04:44.800]  信服自己的丈夫
[00:04:44.800 --> 00:04:46.640]  就如撒拉廷從亞伯拉罕
[00:04:46.640 --> 00:04:47.920]  稱他為主
[00:04:47.920 --> 00:04:49.280]  你們若行善
[00:04:49.280 --> 00:04:51.120]  不因恐嚇而害怕
[00:04:51.120 --> 00:04:54.320]  便是撒拉的女兒了
[00:04:54.320 --> 00:04:58.160]  做妻子的有什麼責任呢
[00:04:58.160 --> 00:05:03.280]  很多姊妹可能今天不是很服我所說的
[00:05:03.280 --> 00:05:05.200]  一開始他就會說到
[00:05:05.200 --> 00:05:06.640]  妻子的責任是什麼呢
[00:05:06.640 --> 00:05:07.680]  按錯了
[00:05:07.680 --> 00:05:11.600]  就是要信服
[00:05:11.600 --> 00:05:13.920]  第三章第一節
[00:05:13.920 --> 00:05:16.800]  你們作妻子的要信從自己的丈夫
[00:05:16.800 --> 00:05:19.920]  這樣若有不信從道理的丈夫
[00:05:19.920 --> 00:05:22.160]  他們雖然不聽道
[00:05:22.160 --> 00:05:26.480]  也因以妻子的品行被感化過來
[00:05:26.480 --> 00:05:27.920]  很真
[00:05:27.920 --> 00:05:30.640]  人是喜歡駕馭別人
[00:05:30.640 --> 00:05:36.320]  而不喜歡被人控制、管制、駕馭他
[00:05:36.320 --> 00:05:39.520]  夫婦之間要講信服絕對不容易
[00:05:39.520 --> 00:05:41.760]  特別在現在這個世代
[00:05:41.760 --> 00:05:43.760]  現在的世代和以前的世代不同
[00:05:43.760 --> 00:05:46.000]  現在是女權高漲
[00:05:46.000 --> 00:05:51.440]  很多女性是強很多
[00:05:51.440 --> 00:05:54.320]  我們男性以我自己為例
[00:05:54.320 --> 00:05:55.760]  外面風光
[00:05:55.760 --> 00:05:57.840]  內裡滄桑
[00:05:57.840 --> 00:06:03.200]  而很多在香港來英國的家庭
[00:06:03.200 --> 00:06:05.760]  都產生了一些變化
[00:06:05.760 --> 00:06:07.760]  有我所認識的
[00:06:07.760 --> 00:06:09.760]  有些做丈夫的
[00:06:09.760 --> 00:06:13.920]  現在取代了妻子的身份
[00:06:13.920 --> 00:06:17.440]  在家裡煮飯、打理家務
[00:06:17.440 --> 00:06:19.440]  接送小孩上學放學
[00:06:19.440 --> 00:06:22.080]  甚至送妻子上班
[00:06:22.080 --> 00:06:24.560]  但是因為妻子找到工作
[00:06:24.560 --> 00:06:28.960]  妻子就出去賺錢維持這個家
[00:06:28.960 --> 00:06:32.560]  令男性似乎失去他的自尊不止
[00:06:32.560 --> 00:06:38.320]  而他的地位也因此而降低了
[00:06:38.320 --> 00:06:41.760]  所以今天如果要要求
[00:06:41.760 --> 00:06:44.720]  做妻子的信服自己的丈夫
[00:06:44.720 --> 00:06:46.640]  就真的很難了
[00:06:46.640 --> 00:06:49.200]  但是我們不要忘記這個信服
[00:06:49.200 --> 00:06:52.720]  是在夫婦的關係上
[00:06:52.720 --> 00:06:54.960]  角色上
[00:06:54.960 --> 00:06:57.520]  而不是社會地位上
[00:06:57.520 --> 00:06:58.800]  《聖經》指出
[00:06:58.800 --> 00:07:02.160]  神是先做男後做女
[00:07:02.160 --> 00:07:05.840]  所以男是比女先的
[00:07:05.840 --> 00:07:08.400]  就好像你先生兒子
[00:07:08.400 --> 00:07:10.960]  再過一兩年再生一個女兒
[00:07:10.960 --> 00:07:13.280]  那個就成為大哥哥
[00:07:13.280 --> 00:07:15.440]  那個就是做妹妹
[00:07:15.440 --> 00:07:18.400]  做妹妹不是騙人的妹
[00:07:18.400 --> 00:07:19.920]  是做妹妹的意思
[00:07:19.920 --> 00:07:21.840]  《聖經》指出
[00:07:21.840 --> 00:07:23.360]  先男後女
[00:07:23.360 --> 00:07:28.000]  但不是指在尊嚴或價值上有分彼此
[00:07:28.000 --> 00:07:30.000]  信服是什麼意思
[00:07:30.000 --> 00:07:33.760]  信服就是指接受丈夫的領導
[00:07:33.760 --> 00:07:35.280]  做丈夫的
[00:07:35.280 --> 00:07:36.800]  同樣你要留意
[00:07:36.800 --> 00:07:39.120]  你是要領導家庭
[00:07:39.120 --> 00:07:42.320]  肩負全家庭裡面的責任
[00:07:42.320 --> 00:07:44.480]  《聖經》所指的領導
[00:07:44.480 --> 00:07:46.320]  並不是粗聲粗氣
[00:07:46.320 --> 00:07:47.840]  你去做事 你去做事
[00:07:47.840 --> 00:07:48.880]  不去就打你
[00:07:48.880 --> 00:07:50.480]  不是這些
[00:07:50.480 --> 00:07:52.240]  而是怎樣呢
[00:07:52.240 --> 00:07:56.000]  原來《聖經》裡面很清楚地教導我們
[00:07:56.000 --> 00:07:58.000]  你做領導是什麼
[00:07:58.000 --> 00:07:59.840]  就是做僕人
[00:07:59.840 --> 00:08:02.160]  要去服侍的
[00:08:02.160 --> 00:08:04.720]  所以耶穌基督說你要做
[00:08:04.720 --> 00:08:08.960]  領導的就是去服侍人
[00:08:08.960 --> 00:08:12.640]  就好像耶穌為門徒洗腳一樣
[00:08:12.640 --> 00:08:15.200]  耶穌已經做了一個榜樣
[00:08:15.200 --> 00:08:18.560]  所以做妻子信服丈夫的領導權
[00:08:18.560 --> 00:08:21.120]  是去支持和鼓勵他
[00:08:21.120 --> 00:08:22.960]  男性
[00:08:22.960 --> 00:08:26.480]  我可以代表很多男性的說話
[00:08:26.480 --> 00:08:31.600]  是需要妻子的欣賞和接納
[00:08:31.600 --> 00:08:34.800]  做妻子有沒有多點讚賞你的丈夫呢
[00:08:34.800 --> 00:08:37.680]  有沒有其他可以多點的
[00:08:37.680 --> 00:08:39.600]  日頭以欣賞的眼光
[00:08:39.600 --> 00:08:41.200]  將來踩他呢
[00:08:41.200 --> 00:08:42.880]  妻子信服
[00:08:42.880 --> 00:08:48.240]  就是肯定了丈夫在家庭裡面的地位
[00:08:48.240 --> 00:08:50.960]  令到丈夫感到很安慰
[00:08:50.960 --> 00:08:52.400]  很快樂的
[00:08:52.400 --> 00:08:53.600]  當然
[00:08:53.600 --> 00:08:56.400]  信服並不是盲目的
[00:08:56.400 --> 00:08:59.360]  你是在真理之中信服
[00:08:59.360 --> 00:09:02.560]  如果那個做丈夫的
[00:09:02.560 --> 00:09:04.320]  可以要求妻子做一些事情
[00:09:04.320 --> 00:09:06.480]  但是違背了真理
[00:09:06.480 --> 00:09:08.640]  違背了道德的時候
[00:09:08.640 --> 00:09:11.680]  那就不需要去理會他了
[00:09:11.680 --> 00:09:13.680]  譬如當極端一點
[00:09:13.680 --> 00:09:16.080]  那個丈夫賭錢或者巨債
[00:09:16.080 --> 00:09:17.840]  叫妻子出去外面
[00:09:17.840 --> 00:09:20.000]  出賣自己的身體來賺取金錢
[00:09:20.000 --> 00:09:22.400]  在新聞裡面真的有這樣的個案
[00:09:22.400 --> 00:09:24.320]  不過就是逼自己的女兒
[00:09:24.320 --> 00:09:27.280]  這個時候你就絕對不需要信服
[00:09:27.280 --> 00:09:29.280]  同樣在政治上面
[00:09:29.280 --> 00:09:32.720]  有一個叫做 loyal disobedience
[00:09:32.720 --> 00:09:37.200]  就是為了大眾的利益而不去信服
[00:09:37.200 --> 00:09:40.160]  就是違法達意這句話
[00:09:40.160 --> 00:09:45.280]  曾經在我們的思維當中都出現過
[00:09:45.280 --> 00:09:50.240]  說這個 loyal disobedience
[00:09:50.240 --> 00:09:53.680]  同樣可以應用在夫婦之間的關係上面
[00:09:53.680 --> 00:09:55.840]  譬如很簡單舉個例子
[00:09:55.840 --> 00:10:00.000]  有些做妻子後來離婚改嫁
[00:10:00.000 --> 00:10:03.120]  誰知道那個丈夫
[00:10:03.120 --> 00:10:06.800]  竟然對自己前夫所生的女兒
[00:10:06.800 --> 00:10:08.160]  都是自己的女兒
[00:10:08.160 --> 00:10:10.640]  有那種不規矩的行為
[00:10:10.640 --> 00:10:13.680]  但是做妻子竟然沒有去指責
[00:10:13.680 --> 00:10:15.280]  維護自己的女兒
[00:10:15.280 --> 00:10:18.400]  還為虎作倀去幫自己的丈夫
[00:10:18.400 --> 00:10:20.160]  因為怕失去了這個丈夫
[00:10:20.160 --> 00:10:21.760]  這些是怎樣的?
[00:10:21.760 --> 00:10:23.440]  絕對不是信服
[00:10:23.440 --> 00:10:25.440]  這些都是要負上刑責的
[00:10:25.440 --> 00:10:31.840]  當然信服並不是單單消極的言聽計從
[00:10:31.840 --> 00:10:34.720]  你叫我做就做
[00:10:34.720 --> 00:10:36.240]  是很苦極的
[00:10:36.240 --> 00:10:38.160]  是積極的參與
[00:10:38.160 --> 00:10:40.160]  是貢獻自己所長
[00:10:40.160 --> 00:10:43.040]  每一個成員
[00:10:43.040 --> 00:10:46.640]  做丈夫、做妻子都盡力的
[00:10:46.640 --> 00:10:48.640]  其他人去做得好、配合
[00:10:48.640 --> 00:10:52.720]  是令到這個家得到和諧
[00:10:52.720 --> 00:10:58.480]  所以信服是本於不驕、不傲
[00:10:58.480 --> 00:11:00.720]  是出於愛
[00:11:00.720 --> 00:11:02.480]  第二方面
[00:11:02.480 --> 00:11:04.000]  不單信服
[00:11:04.000 --> 00:11:06.480]  這個要怎樣呢?
[00:11:06.480 --> 00:11:09.040]  就是要有善行
[00:11:09.040 --> 00:11:13.200]  我再看第三章的第一節到第二節
[00:11:13.200 --> 00:11:15.680]  特別留意藍色的字
[00:11:15.680 --> 00:11:18.800]  它說你們作妻子的要信服自己的丈夫
[00:11:18.800 --> 00:11:21.360]  這樣若有不信從道理的丈夫
[00:11:21.360 --> 00:11:23.040]  他們雖然不聽從
[00:11:23.040 --> 00:11:26.480]  也可以因妻子的品行被感化過來
[00:11:26.480 --> 00:11:34.240]  正是因看見你們有貞潔的品行和敬畏的心
[00:11:34.240 --> 00:11:37.360]  如果妻子信得住
[00:11:37.360 --> 00:11:39.760]  但丈夫未信的話
[00:11:39.760 --> 00:11:43.120]  聖經一貫的教訓包括了保羅是怎樣呢?
[00:11:43.120 --> 00:11:44.400]  你不可以因為信仰
[00:11:44.400 --> 00:11:45.840]  我老公不信
[00:11:45.840 --> 00:11:49.520]  我就跟這個丈夫離異
[00:11:49.520 --> 00:11:53.520]  特別大家回頭看哥林多前書第七章
[00:11:53.520 --> 00:11:55.680]  第十三到第十六節
[00:11:55.680 --> 00:11:58.000]  林前七章十三到第十六節
[00:11:58.000 --> 00:12:00.720]  特別有講這方面的道理
[00:12:00.720 --> 00:12:04.000]  我們絕對不能夠因為宗教的理由
[00:12:04.000 --> 00:12:06.960]  主動分開
[00:12:06.960 --> 00:12:10.480]  彼得教導我們一個很簡單的道理
[00:12:10.480 --> 00:12:12.160]  做妻子的
[00:12:12.160 --> 00:12:14.880]  要做一個言內助
[00:12:14.880 --> 00:12:17.040]  無聲的見證
[00:12:17.040 --> 00:12:23.440]  來令到丈夫體會到你生命的改變
[00:12:23.440 --> 00:12:26.000]  我們更加要有好的表現
[00:12:26.000 --> 00:12:28.320]  用優美的生活
[00:12:28.320 --> 00:12:29.840]  無聲的見證
[00:12:29.840 --> 00:12:35.200]  來粉碎未信丈夫對信仰上的那種偏見
[00:12:35.200 --> 00:12:38.800]  敵視和阻礙
[00:12:38.800 --> 00:12:46.480]  好了,藉此贏得做丈夫對我們所信的認同
[00:12:46.480 --> 00:12:51.360]  我們就要用見證代替了爭辯
[00:12:51.360 --> 00:12:56.160]  用品行來代替了勸告
[00:12:56.160 --> 00:12:58.960]  但是很現實
[00:12:58.960 --> 00:13:02.400]  以愛行動去感動一個人
[00:13:02.400 --> 00:13:04.880]  是否真的有效呢?
[00:13:04.880 --> 00:13:09.120]  坦白說,不是時常有效的
[00:13:09.120 --> 00:13:12.560]  或者不是即時有效的
[00:13:12.560 --> 00:13:14.800]  所以初期教會
[00:13:14.800 --> 00:13:20.560]  都會收容那些被趕出來的婦女
[00:13:20.560 --> 00:13:24.160]  如果遇到自己的丈夫是一個
[00:13:24.160 --> 00:13:27.040]  冥頑不靈、鐵石心腸
[00:13:27.040 --> 00:13:30.560]  甚至是光璧自用的丈夫
[00:13:30.560 --> 00:13:34.640]  或者甚至是一個月份的丈夫
