
[00:00:00.000 --> 00:00:05.680]  今天我們的講題是「看透人心的耶穌」
[00:00:05.680 --> 00:00:07.680]  「看透人心的耶穌」
[00:00:07.680 --> 00:00:09.520]  當然看透人心的耶穌
[00:00:09.520 --> 00:00:12.320]  我們看到上帝的工作非常奇妙
[00:00:12.320 --> 00:00:15.440]  而同時我們知道神都給我們有特定的力量
[00:00:15.440 --> 00:00:19.520]  我們都有些能力可以看透一些東西
[00:00:19.520 --> 00:00:22.640]  我知道有一個人看透車
[00:00:22.640 --> 00:00:25.680]  駕車的車 車身的人
[00:00:25.680 --> 00:00:26.560]  很厲害的
[00:00:26.560 --> 00:00:29.920]  因為幾十年前當車不是出了很多
[00:00:29.920 --> 00:00:32.000]  很多時候有些車壞了
[00:00:32.000 --> 00:00:38.400]  很多工程師都搞不定
[00:00:38.400 --> 00:00:41.040]  但是這個人一上車一聽
[00:00:41.040 --> 00:00:42.320]  他就說
[00:00:42.320 --> 00:00:44.640]  或者他的親人女朋友都說
[00:00:44.640 --> 00:00:45.520]  他一上車一聽
[00:00:45.520 --> 00:00:48.560]  他就聽到究竟是引擎有問題
[00:00:48.560 --> 00:00:49.520]  如果他不知道
[00:00:49.520 --> 00:00:52.000]  一上車就聽到究竟是波箱有問題
[00:00:52.000 --> 00:00:55.360]  還是說是不夠引擎油等等
[00:00:55.360 --> 00:00:57.360]  這個人其實我也認識的
[00:00:57.360 --> 00:01:00.400]  聽說是我爺爺
[00:01:00.400 --> 00:01:02.320]  幾十年前很喜歡玩車的
[00:01:02.320 --> 00:01:04.960]  說的是五六十年代
[00:01:04.960 --> 00:01:06.320]  爸爸媽媽在加拿大聽那麼多
[00:01:06.320 --> 00:01:07.280]  應該是
[00:01:07.280 --> 00:01:09.840]  他提醒我真的很厲害
[00:01:09.840 --> 00:01:12.240]  如果當時認識他
[00:01:12.240 --> 00:01:14.000]  可以看看他多厲害
[00:01:14.000 --> 00:01:18.240]  我們又知道有一個人看透人的身體
[00:01:18.240 --> 00:01:20.000]  人身的醫生
[00:01:20.000 --> 00:01:23.120]  我有個朋友剛剛分享十幾二十年前
[00:01:23.120 --> 00:01:24.320]  有個腫瘤
[00:01:24.320 --> 00:01:26.000]  找到一個醫生都搞不定
[00:01:26.000 --> 00:01:27.040]  也不懂得看
[00:01:27.040 --> 00:01:29.280]  但是有人介紹他
[00:01:29.280 --> 00:01:31.200]  這個醫生一看
[00:01:31.200 --> 00:01:32.480]  報告馬上知道
[00:01:32.480 --> 00:01:36.240]  並且針對可以用到一個治療
[00:01:36.240 --> 00:01:38.880]  慢慢慢慢他就痊癒了
[00:01:38.880 --> 00:01:43.040]  我認識有些人真的看透人心
[00:01:43.040 --> 00:01:45.120]  因為有時我見到有些頂姐妹
[00:01:45.120 --> 00:01:46.160]  或者有些朋友
[00:01:46.160 --> 00:01:48.640]  他很激動很沮喪
[00:01:48.640 --> 00:01:50.080]  很憤怒很大聲
[00:01:50.080 --> 00:01:51.200]  個個都怕他
[00:01:51.200 --> 00:01:52.400]  見到他嘩他來了
[00:01:52.400 --> 00:01:54.320]  要麼不出聲要麼走了
[00:01:54.320 --> 00:01:55.120]  不過很奇妙
[00:01:55.120 --> 00:01:58.000]  有一次這個看透人心的人
[00:01:58.000 --> 00:02:01.120]  和這個那麼多情緒波動的人
[00:02:01.120 --> 00:02:02.240]  一聊天
[00:02:02.240 --> 00:02:03.440]  他和她說了幾句
[00:02:03.440 --> 00:02:04.800]  她就安靜了
[00:02:04.800 --> 00:02:08.480]  他說我知道你很努力
[00:02:08.480 --> 00:02:11.440]  你現在都可以學習放手比實
[00:02:11.440 --> 00:02:13.440]  這個人突然間就安靜了
[00:02:13.440 --> 00:02:17.600]  流著淚知道好像被人觸動人心
[00:02:17.600 --> 00:02:19.920]  當然我們今天回到源頭
[00:02:19.920 --> 00:02:23.440]  就是看透人心的耶穌
[00:02:23.440 --> 00:02:24.400]  行不行
[00:02:24.400 --> 00:02:26.080]  我們知道聖經裡面都見到
[00:02:26.080 --> 00:02:30.400]  很多很多耶穌在聖經裡面
[00:02:30.400 --> 00:02:34.480]  告訴我們究竟他多麼明白我們的心
[00:02:34.480 --> 00:02:36.240]  例如在井旁的婦人
[00:02:36.240 --> 00:02:40.560]  一見到有五個先生
[00:02:40.560 --> 00:02:41.600]  這個不是你先生
[00:02:41.600 --> 00:02:43.600]  他很想跟他們知道
[00:02:43.600 --> 00:02:44.880]  你的需要你的困難
[00:02:44.880 --> 00:02:45.360]  我明白
[00:02:45.360 --> 00:02:49.280]  甚至西門彼得三字不認主之後
[00:02:49.280 --> 00:02:51.600]  耶穌都看透了他的需要
[00:02:51.600 --> 00:02:54.560]  問他你愛我比這些更深
[00:02:54.560 --> 00:02:58.000]  今天我們看一看路加封第五章
[00:02:58.000 --> 00:03:02.080]  我將三件事件拼在一起看
[00:03:02.080 --> 00:03:03.840]  用一個新的角度
[00:03:03.840 --> 00:03:06.000]  這三個事件你一定聽過
[00:03:06.000 --> 00:03:06.800]  你可能都熟悉
[00:03:06.800 --> 00:03:08.080]  不過用新的角度
[00:03:08.080 --> 00:03:11.840]  用耶穌看透人心的角度來看一看
[00:03:11.840 --> 00:03:14.720]  究竟我們究竟可以有什麼學習
[00:03:14.720 --> 00:03:16.400]  第一個我們看一看
[00:03:16.400 --> 00:03:17.600]  是關於誰呢
[00:03:17.600 --> 00:03:20.960]  關於西門彼得
[00:03:20.960 --> 00:03:21.760]  就是他了
[00:03:21.760 --> 00:03:23.280]  我們看一看究竟發生什麼事
[00:03:23.280 --> 00:03:25.920]  我們講解在中間繼續學習
[00:03:25.920 --> 00:03:28.240]  我們先讀第五章一到三節
[00:03:28.240 --> 00:03:28.800]  一起讀
[00:03:28.800 --> 00:03:29.680]  一二三
[00:03:29.680 --> 00:03:32.800]  耶穌站在格里薩勒湖邊
[00:03:32.800 --> 00:03:34.720]  眾人之西山下
[00:03:34.720 --> 00:03:36.560]  以聖聖道
[00:03:36.560 --> 00:03:39.760]  也有兩隻小蛙在湖邊
[00:03:39.760 --> 00:03:40.880]  下雨的日日
[00:03:40.880 --> 00:03:43.680]  他們離開船駛往去了
[00:03:43.680 --> 00:03:45.840]  有一隻船是西門彼
[00:03:45.840 --> 00:03:47.680]  耶穌就上去
[00:03:47.680 --> 00:03:50.000]  請祂把船撐開
[00:03:50.000 --> 00:03:51.440]  撐離離岸
[00:03:51.440 --> 00:03:52.640]  奏作下
[00:03:52.640 --> 00:03:54.960]  從船上靠近眾人
[00:03:54.960 --> 00:03:55.760]  這個背景
[00:03:55.760 --> 00:03:57.120]  耶穌去加利利湖
[00:03:57.120 --> 00:03:58.880]  即是格里薩勒湖
[00:03:58.880 --> 00:04:00.640]  即是一個很出名的湖
[00:04:00.640 --> 00:04:03.040]  我去那裡都去了三次
[00:04:03.040 --> 00:04:05.840]  也知道那裡有雨足
[00:04:05.840 --> 00:04:06.800]  當時很擠擁
[00:04:06.800 --> 00:04:08.000]  耶穌去那裡很擠擁
[00:04:08.000 --> 00:04:09.200]  人們很想聽到
[00:04:09.200 --> 00:04:11.280]  接著太多人擁著
[00:04:11.280 --> 00:04:13.600]  所以他就選了兩隻船
[00:04:13.600 --> 00:04:14.320]  很多船
[00:04:14.320 --> 00:04:15.440]  漁夫的船
[00:04:15.440 --> 00:04:16.880]  就上去那裡廣東
[00:04:16.880 --> 00:04:17.680]  西門
[00:04:17.680 --> 00:04:19.280]  他選了西門的船
[00:04:19.280 --> 00:04:20.160]  稍後有原因
[00:04:20.160 --> 00:04:20.720]  西門
[00:04:20.720 --> 00:04:21.280]  第一
[00:04:21.280 --> 00:04:24.160]  他第一次接觸耶穌是什麼呢
[00:04:24.160 --> 00:04:25.600]  近距離接觸耶穌
[00:04:25.600 --> 00:04:26.960]  近距離接觸耶穌是第一次
[00:04:26.960 --> 00:04:29.520]  相信就是第四章尾
[00:04:29.520 --> 00:04:32.800]  當西門外母病重發熱
[00:04:32.800 --> 00:04:34.000]  即是Fever
[00:04:34.000 --> 00:04:34.720]  發燒
[00:04:34.720 --> 00:04:35.840]  耶穌近距離
[00:04:35.840 --> 00:04:36.880]  醫好了
[00:04:36.880 --> 00:04:38.320]  這個耶穌可以
[00:04:38.320 --> 00:04:39.280]  原來
[00:04:39.280 --> 00:04:41.680]  是可以醫好身體的病
[00:04:41.680 --> 00:04:42.560]  接著
[00:04:42.560 --> 00:04:43.680]  耶穌講到
[00:04:43.680 --> 00:04:45.520]  我很相信他見到耶穌
[00:04:45.520 --> 00:04:48.400]  講到的權柄相當驚訝
[00:04:48.400 --> 00:04:50.080]  講到他是打魚
[00:04:50.080 --> 00:04:50.560]  行不行
[00:04:50.560 --> 00:04:52.080]  打魚是怎樣呢
[00:04:52.080 --> 00:04:53.600]  如果大家知道打魚
[00:04:53.600 --> 00:04:55.120]  其實是晚上打魚
[00:04:55.120 --> 00:04:55.600]  行不行
[00:04:55.600 --> 00:04:56.160]  為什麼
[00:04:56.160 --> 00:04:56.560]  第一
[00:04:56.560 --> 00:04:57.440]  沒那麼熱
[00:04:57.440 --> 00:04:58.080]  第二
[00:04:58.080 --> 00:04:59.920]  魚晚上是活躍一點
[00:04:59.920 --> 00:05:01.120]  因為沒有光
[00:05:01.120 --> 00:05:02.400]  又沒那麼吵
[00:05:02.400 --> 00:05:02.880]  第三
[00:05:02.880 --> 00:05:03.680]  如果打完魚
[00:05:03.680 --> 00:05:05.840]  第二天早上就可以
[00:05:05.840 --> 00:05:08.560]  去到市場去擺賣
[00:05:08.560 --> 00:05:09.200]  很新鮮
[00:05:09.200 --> 00:05:09.840]  行不行
[00:05:09.840 --> 00:05:12.320]  大概還有類似這些的原因
[00:05:12.320 --> 00:05:14.640]  有些魚晚上又活躍一點等等
[00:05:14.640 --> 00:05:15.120]  好了
[00:05:15.120 --> 00:05:16.560]  打完魚
[00:05:16.560 --> 00:05:18.080]  一早想著休息一下
[00:05:18.080 --> 00:05:19.920]  誰知道被耶穌捉住了
[00:05:19.920 --> 00:05:21.040]  我要上你的船
[00:05:21.040 --> 00:05:21.680]  行不行
[00:05:21.680 --> 00:05:22.720]  相當疲乏的
[00:05:22.720 --> 00:05:23.360]  這個背景
[00:05:23.360 --> 00:05:23.840]  好了
[00:05:23.840 --> 00:05:24.880]  我們先看下去
[00:05:24.880 --> 00:05:25.520]  第四
[00:05:25.520 --> 00:05:25.920]  第五
[00:05:25.920 --> 00:05:26.240]  第六
[00:05:26.240 --> 00:05:27.040]  第七節一起讀
[00:05:27.040 --> 00:05:27.840]  一二三
[00:05:27.840 --> 00:05:28.640]  講完曉
[00:05:28.640 --> 00:05:30.080]  對西門說
[00:05:30.080 --> 00:05:32.720]  把船開到水深之處
[00:05:32.720 --> 00:05:34.320]  打網打魚
[00:05:34.320 --> 00:05:35.120]  西門說
[00:05:35.120 --> 00:05:36.000]  夫子
[00:05:36.000 --> 00:05:37.760]  我不是正義的奴隸
[00:05:37.760 --> 00:05:39.840]  並沒有人打著神火
[00:05:39.840 --> 00:05:41.520]  但依重祢的話
[00:05:41.520 --> 00:05:42.960]  我就貪汗
[00:05:42.960 --> 00:05:44.000]  貪汗貪汗
[00:05:44.000 --> 00:05:44.560]  貪汗貪汗
[00:05:44.560 --> 00:05:46.640]  就算是魚也會下雨
[00:05:46.640 --> 00:05:48.640]  無以借力開
[00:05:48.640 --> 00:05:52.480]  便要呼喊船上的同伴來幫助
[00:05:52.480 --> 00:05:53.520]  貪汗貪汗
[00:05:53.520 --> 00:05:54.160]  貪汗貪汗
[00:05:54.160 --> 00:05:54.640]  貪汗貪汗
[00:05:54.640 --> 00:05:55.120]  貪汗貪汗
[00:05:55.120 --> 00:05:55.600]  貪汗貪汗
[00:05:55.600 --> 00:05:56.160]  貪汗貪汗
[00:05:56.160 --> 00:05:56.640]  貪汗貪汗
[00:05:56.640 --> 00:05:57.200]  貪汗貪汗
[00:05:57.200 --> 00:05:57.680]  貪汗貪汗
[00:05:57.680 --> 00:05:58.160]  貪汗貪汗
[00:05:58.160 --> 00:05:58.720]  貪汗貪汗
[00:05:58.720 --> 00:06:00.000]  很有趣
[00:06:00.000 --> 00:06:01.840]  耶穌說完了
[00:06:01.840 --> 00:06:04.320]  但是他沒有忘記
[00:06:04.320 --> 00:06:06.880]  給的其實有需要的
[00:06:06.880 --> 00:06:08.480]  他打不到魚
[00:06:08.480 --> 00:06:10.000]  當日
[00:06:10.000 --> 00:06:11.840]  你上班逐日清
[00:06:11.840 --> 00:06:13.200]  賣到魚也好
[00:06:13.200 --> 00:06:14.080]  做到事也好
[00:06:14.080 --> 00:06:15.600]  你那天賣到東西
[00:06:15.600 --> 00:06:16.480]  分給同事
[00:06:16.480 --> 00:06:18.800]  你那天就要開飯扣錢了
[00:06:18.800 --> 00:06:20.800]  沒有就沒有了
[00:06:20.800 --> 00:06:21.600]  但這個很有趣
[00:06:21.600 --> 00:06:23.120]  這個場合就是
[00:06:23.120 --> 00:06:24.240]  耶穌說完
[00:06:24.240 --> 00:06:26.640]  但是突然間記得
[00:06:26.640 --> 00:06:28.560]  給的需要
[00:06:28.560 --> 00:06:34.560]  耶穌看透失落者的疲憊
[00:06:34.560 --> 00:06:35.680]  有時我們知道
[00:06:35.680 --> 00:06:37.040]  我們人生可能都
[00:06:37.040 --> 00:06:38.480]  累到某一刻
[00:06:38.480 --> 00:06:42.320]  都不想再說的
[00:06:42.320 --> 00:06:43.680]  都很普通而已
[00:06:43.680 --> 00:06:47.040]  如夫打不到魚有什麼好說的
[00:06:47.040 --> 00:06:47.920]  又或者這麼說
[00:06:47.920 --> 00:06:49.680]  有時我們人生中
[00:06:49.680 --> 00:06:50.880]  我們在小組
[00:06:50.880 --> 00:06:52.320]  在家庭群組
[00:06:52.320 --> 00:06:54.160]  我們都知道他們很愛我們
[00:06:54.160 --> 00:06:55.120]  有什麼需要擺
[00:06:55.120 --> 00:06:56.800]  哎呀 我的工作有困難
[00:06:56.800 --> 00:06:59.280]  哎呀 我家庭有些事
[00:06:59.280 --> 00:06:59.840]  一擺上去
[00:06:59.840 --> 00:07:00.800]  為何弟兄姊妹會很積極
[00:07:00.800 --> 00:07:02.000]  會答 哇 怎麼樣
[00:07:02.000 --> 00:07:03.040]  求你幫助 行行行
[00:07:03.040 --> 00:07:04.560]  我們為你祈禱
[00:07:04.560 --> 00:07:06.160]  但你有時知道
[00:07:06.160 --> 00:07:08.640]  說完沒什麼改變
[00:07:08.640 --> 00:07:10.080]  再說
[00:07:10.080 --> 00:07:12.000]  又不想再說
[00:07:12.000 --> 00:07:14.320]  弟兄姊妹都是祈禱手
[00:07:14.320 --> 00:07:15.680]  那他還可以做什麼呢
[00:07:15.680 --> 00:07:17.360]  你知道他做不到事
[00:07:17.360 --> 00:07:18.560]  但你又不想再說
[00:07:18.560 --> 00:07:20.320]  你都是上班
[00:07:20.320 --> 00:07:22.960]  都是子女讀書
[00:07:22.960 --> 00:07:26.320]  但的確對你又很重要
[00:07:26.320 --> 00:07:28.000]  給的
[00:07:28.000 --> 00:07:29.440]  捉不到魚
[00:07:29.440 --> 00:07:31.120]  一個專業如夫有什麼特別
[00:07:31.120 --> 00:07:32.880]  不過我想說
[00:07:32.880 --> 00:07:34.240]  耶穌
[00:07:34.240 --> 00:07:36.640]  記得
[00:07:36.640 --> 00:07:38.400]  當耶穌說
[00:07:38.400 --> 00:07:39.440]  不如這樣吧
[00:07:39.440 --> 00:07:40.480]  講完道了
[00:07:40.480 --> 00:07:42.560]  我本來可以下船的
[00:07:42.560 --> 00:07:43.360]  他說不要
[00:07:43.360 --> 00:07:45.440]  你去到水深之處
[00:07:45.440 --> 00:07:46.960]  下網打魚
[00:07:46.960 --> 00:07:50.400]  其實挺溫暖的
[00:07:50.400 --> 00:07:52.720]  耶穌是在做天國的事
[00:07:52.720 --> 00:07:56.000]  都記得我們地上的需要
[00:07:56.000 --> 00:07:57.920]  不過講完之後都挺有趣
[00:07:57.920 --> 00:07:59.760]  西門的反應就是
[00:07:59.760 --> 00:08:00.880]  夫子
[00:08:00.880 --> 00:08:02.880]  當然是老師
[00:08:02.880 --> 00:08:04.880]  你懂什麼
[00:08:04.880 --> 00:08:06.400]  你明白嗎
[00:08:06.400 --> 00:08:08.320]  我整晚打魚
[00:08:08.320 --> 00:08:09.840]  什麼都沒有
[00:08:09.840 --> 00:08:12.480]  耶穌做什麼
[00:08:12.480 --> 00:08:14.080]  木匠
[00:08:14.080 --> 00:08:16.080]  如果你今天投資
[00:08:16.080 --> 00:08:18.080]  真的賺不到錢
[00:08:18.080 --> 00:08:20.720]  你有沒有找過木匠幫你
[00:08:20.720 --> 00:08:22.240]  我們說專業的
[00:08:22.240 --> 00:08:23.600]  你裝修就找個木匠
[00:08:23.600 --> 00:08:25.040]  對不對
[00:08:25.040 --> 00:08:26.800]  專業的
[00:08:26.800 --> 00:08:28.720]  所以給的回應
[00:08:28.720 --> 00:08:32.320]  其實都是有一點點
[00:08:32.320 --> 00:08:34.160]  將來上天加見到我問
[00:08:34.160 --> 00:08:36.720]  其實你是不是串著耶穌的
[00:08:36.720 --> 00:08:38.000]  很明顯吧
[00:08:38.000 --> 00:08:40.400]  我整晚打魚都沒有
[00:08:40.400 --> 00:08:41.440]  好啦
[00:08:41.440 --> 00:08:43.280]  你講到這樣
[00:08:43.280 --> 00:08:46.000]  你雖然可以依我外貌
[00:08:46.000 --> 00:08:47.520]  你講話都挺有道理
[00:08:47.520 --> 00:08:48.320]  捉魚你都可以
[00:08:48.320 --> 00:08:49.840]  大概是這樣
[00:08:49.840 --> 00:08:52.960]  這幾句是我加的
[00:08:52.960 --> 00:08:55.040]  我估計是這樣想的
[00:08:55.040 --> 00:08:56.000]  好啦
[00:08:56.000 --> 00:08:57.280]  我什麼都沒有打
[00:08:57.280 --> 00:08:58.080]  好啦
[00:08:58.080 --> 00:08:59.040]  你這樣說
[00:08:59.040 --> 00:09:00.640]  我就下網
[00:09:00.640 --> 00:09:02.080]  這個語氣是真的
[00:09:02.080 --> 00:09:02.720]  OK吧
[00:09:02.720 --> 00:09:04.400]  好啦
[00:09:04.400 --> 00:09:06.160]  誰知一下網
[00:09:06.160 --> 00:09:07.360]  很奇怪
[00:09:07.360 --> 00:09:09.200]  就圈了很多魚
[00:09:09.200 --> 00:09:10.640]  甚至連開就找朋友來
[00:09:10.640 --> 00:09:13.120]  這個這麼特別的體驗
[00:09:13.120 --> 00:09:15.520]  在我們日常生活的體驗
[00:09:15.520 --> 00:09:16.880]  我們都要謹記
[00:09:16.880 --> 00:09:18.560]  我們日常生活的工作家庭
[00:09:18.560 --> 00:09:21.280]  突然間有些事發生不發生
[00:09:21.280 --> 00:09:23.520]  應該捉到魚就捉不到
[00:09:23.520 --> 00:09:25.440]  在日間應該捉不到魚就捉到
[00:09:25.440 --> 00:09:26.560]  你就要留心
[00:09:26.560 --> 00:09:28.160]  有這些記號
[00:09:28.160 --> 00:09:31.120]  接著彼得一見到他的反應
[00:09:31.120 --> 00:09:33.520]  就我今天很想講的
[00:09:33.520 --> 00:09:35.520]  第八節
[00:09:35.520 --> 00:09:36.960]  我們一起先讀第八節
[00:09:36.960 --> 00:09:38.160]  一二三
