
[00:00:00.000 --> 00:00:05.180]  今天是聖誕節 我很喜歡聖誕歌
[00:00:05.180 --> 00:00:08.680]  我喜歡聖誕歌的原因 我發現
[00:00:08.680 --> 00:00:13.340]  是因為我喜歡耶穌基督降生這件事
[00:00:13.340 --> 00:00:18.640]  馬槽、聖嬰、有天使報佳音
[00:00:18.640 --> 00:00:22.720]  牧人來到馬槽那裡 有三博士
[00:00:22.720 --> 00:00:24.800]  令我很興奮
[00:00:24.800 --> 00:00:32.360]  但我留意到 現在坊間的裝飾沒有了耶穌降生
[00:00:32.360 --> 00:00:38.000]  譬如 我最近拍這張照片
[00:00:38.000 --> 00:00:42.600]  在我公司附近 我辦公室附近的商場
[00:00:42.600 --> 00:00:47.800]  我留意到 每一層樓梯都是禮物
[00:00:47.800 --> 00:00:51.600]  商場老闆想進去就買禮物
[00:00:51.600 --> 00:00:54.920]  你看不到耶穌基督降生
[00:00:54.920 --> 00:00:58.080]  我以前也拍過一些照片
[00:00:58.080 --> 00:01:03.720]  就是 母牛羊 但有這隻獅子
[00:01:03.720 --> 00:01:07.560]  身光頸靚 霸佔了很多禮物
[00:01:07.560 --> 00:01:11.560]  有白色大寶座 但不是上帝坐在那裡
[00:01:11.560 --> 00:01:16.120]  是商場的顧客 坐在那裡拍照
[00:01:16.120 --> 00:01:21.360]  看來大部分的人都不清楚聖誕的意義
[00:01:21.360 --> 00:01:25.160]  所以今天我要跟大家講聖誕節的故事
[00:01:25.160 --> 00:01:29.360]  但這個故事跟其他的聖誕故事有點不同
[00:01:29.360 --> 00:01:34.880]  講聖誕故事當然我們要有正確的資料
[00:01:34.880 --> 00:01:40.360]  那些資料是從聖經那裡拿回來才是正確的
[00:01:40.360 --> 00:01:42.360]  特別是福音書
[00:01:42.360 --> 00:01:49.840]  福音書普遍來說有兩種演繹
[00:01:49.840 --> 00:01:53.160]  如果你看《馬太福音》《路加福音》
[00:01:53.160 --> 00:01:57.600]  你會看到很傳統的耶穌基督降生
[00:01:57.600 --> 00:02:00.840]  《馬太》《路加福音》都講到
[00:02:00.840 --> 00:02:03.600]  同精女懷孕 瑪利亞
[00:02:03.600 --> 00:02:07.560]  然後約瑟同她在馬槽那裡
[00:02:07.560 --> 00:02:09.560]  耶穌基督降生
[00:02:09.560 --> 00:02:14.240]  天使向牧羊人報告好消息
[00:02:14.240 --> 00:02:16.720]  有幾位博士從東方來
[00:02:16.720 --> 00:02:21.800]  這是一個演繹的方式
[00:02:21.800 --> 00:02:27.600]  很多名畫 油畫
[00:02:27.600 --> 00:02:32.840]  都是用這個方式來描寫耶穌基督的降生
[00:02:32.840 --> 00:02:35.840]  譬如這幅是其中一幅
[00:02:35.840 --> 00:02:37.840]  有人統計
[00:02:37.840 --> 00:02:47.840]  世界上有起碼500幅著名的油畫都是這樣描寫耶穌基督的降生
[00:02:47.840 --> 00:02:51.520]  除了《馬太福音》和《路加福音》的版本之外
[00:02:51.520 --> 00:02:55.520]  另一個聖經的版本
[00:02:55.520 --> 00:02:59.040]  講耶穌基督降生就是《約翰福音》
[00:02:59.040 --> 00:03:04.640]  剛才韋航和我們一起讀《約翰福音》一章1到18節
[00:03:04.640 --> 00:03:06.640]  就是這個版本
[00:03:06.640 --> 00:03:15.120]  那你猜世界上有多少幅名畫是用《約翰福音》這個版本來描寫耶穌基督的降生呢?
[00:03:15.120 --> 00:03:17.120]  沒有 一幅都沒有
[00:03:17.120 --> 00:03:19.120]  所以如果你的畫家
[00:03:19.120 --> 00:03:25.520]  我提議你考慮畫一幅耶穌基督降生《約翰》版
[00:03:25.520 --> 00:03:28.720]  那可能是一名驚人
[00:03:28.720 --> 00:03:37.040]  今天我要跟大家講這個聖誕故事就是耶穌基督降生的《約翰》版
[00:03:37.040 --> 00:03:41.600]  很多解經家認為《約翰福音》第一章
[00:03:41.600 --> 00:03:43.600]  剛才我們所讀的
[00:03:43.600 --> 00:03:49.680]  是人類宗教思想發展上一個最偉大的突破
[00:03:49.680 --> 00:03:57.200]  《約翰福音》第一章是人類宗教思想發展上最偉大的突破
[00:03:57.200 --> 00:04:00.000]  如果你看一節到第十八節
[00:04:00.000 --> 00:04:04.560]  就可以出席一個豪華的聖誕自助餐
[00:04:04.560 --> 00:04:06.560]  各式其式的食物
[00:04:06.560 --> 00:04:09.840]  朱古力 龍蝦 任你選
[00:04:09.840 --> 00:04:11.840]  你只能夠
[00:04:11.840 --> 00:04:14.640]  看到這麼多食物淋漓滿目
[00:04:14.640 --> 00:04:17.120]  只能夠每樣的一點點
[00:04:17.120 --> 00:04:18.400]  你已經飽了
[00:04:18.400 --> 00:04:22.000]  這段聖經其實都是這麼精彩
[00:04:22.000 --> 00:04:26.080]  一會兒你聽完我講到之後可能就不用吃東西了
[00:04:26.080 --> 00:04:28.080]  因為你已經飽了
[00:04:28.080 --> 00:04:34.080]  我們試試嘗試一起去欣賞這一段的經文
[00:04:34.080 --> 00:04:38.080]  它怎樣講到耶穌基督的降生
[00:04:38.080 --> 00:04:40.080]  我們開始看
[00:04:40.080 --> 00:04:42.080]  《約翰福音》第一章第一節
[00:04:42.080 --> 00:04:44.080]  「太初有道」
[00:04:44.080 --> 00:04:50.080]  英文就是 In the beginning watch the world
[00:04:50.080 --> 00:04:54.080]  大家留意「太初」是 In the beginning
[00:04:54.080 --> 00:04:56.080]  《約翰福音》第一章第一句
[00:04:56.080 --> 00:04:58.080]  《創世紀》又是這樣講
[00:04:58.080 --> 00:05:00.080]  In the beginning
[00:05:00.080 --> 00:05:04.080]  怎樣 上帝創造天地
[00:05:04.080 --> 00:05:08.080]  所以「太初」就是指上帝創造天地的時候
[00:05:08.080 --> 00:05:10.080]  In the beginning
[00:05:10.080 --> 00:05:14.080]  我們人類 我們所知道的宇宙的開始
[00:05:14.080 --> 00:05:16.080]  In the beginning
[00:05:16.080 --> 00:05:20.080]  其實 beginning 以前都有事情在發生
[00:05:20.080 --> 00:05:22.080]  上帝已經在
[00:05:22.080 --> 00:05:28.080]  英文第一節就很奇妙了
[00:05:28.080 --> 00:05:30.080]  中文就是太初有道
[00:05:30.080 --> 00:05:34.080]  英文 In the beginning watch the world
[00:05:34.080 --> 00:05:36.080]  watch 這個字是蓋式
[00:05:36.080 --> 00:05:40.080]  不過也是一個 continuous 連續式
[00:05:40.080 --> 00:05:42.080]  換句話說
[00:05:42.080 --> 00:05:45.080]  在天地被創造的時候
[00:05:45.080 --> 00:05:47.080]  這個道已經存在
[00:05:47.080 --> 00:05:51.080]  創世之前這個道已經存在
[00:05:51.080 --> 00:05:54.080]  In the beginning watch the world
[00:05:54.080 --> 00:05:57.080]  就是那個 word 是在 beginning 之前已經存在
[00:05:57.080 --> 00:05:59.080]  因為它蓋式
[00:05:59.080 --> 00:06:02.080]  而且這個 watch 是一個連續式
[00:06:02.080 --> 00:06:07.080]  就是過去一直到現在到將來都繼續存在
[00:06:07.080 --> 00:06:12.080]  這個 word 的原文
[00:06:12.080 --> 00:06:15.080]  希伯林文就是 Mem'ra
[00:06:15.080 --> 00:06:17.080]  就是神的話
[00:06:17.080 --> 00:06:19.080]  猶太人看神的話
[00:06:19.080 --> 00:06:23.080]  這個 word 字是神聖的稱號
[00:06:23.080 --> 00:06:26.080]  你有沒有留意過 w 英文翻譯為大草
[00:06:26.080 --> 00:06:28.080]  這個字是神自己
[00:06:28.080 --> 00:06:30.080]  神的話就是神
[00:06:30.080 --> 00:06:32.080]  這個其實就是神自己
[00:06:32.080 --> 00:06:34.080]  代表神自己
[00:06:34.080 --> 00:06:36.080]  所以在短短的這一節裡面
[00:06:36.080 --> 00:06:39.080]  就包含了三個內涵
[00:06:39.080 --> 00:06:40.080]  第一
[00:06:40.080 --> 00:06:42.080]  一個 word
[00:06:42.080 --> 00:06:45.080]  一個道與神同在
[00:06:45.080 --> 00:06:47.080]  這個道從太初就有
[00:06:47.080 --> 00:06:49.080]  而且它與神同在
[00:06:49.080 --> 00:06:52.080]  還有它就是神
[00:06:52.080 --> 00:06:56.080]  原文的翻譯就是神在它
[00:06:56.080 --> 00:07:00.080]  所以如果我們重新再看一遍
[00:07:00.080 --> 00:07:04.080]  將這個道變成耶穌基督
[00:07:04.080 --> 00:07:06.080]  就會看到這樣
[00:07:06.080 --> 00:07:08.080]  太初有耶穌基督
[00:07:08.080 --> 00:07:10.080]  耶穌基督與神同在
[00:07:10.080 --> 00:07:13.080]  神就是耶穌基督
[00:07:13.080 --> 00:07:17.080]  你說是不是一個很豐富的現象
[00:07:17.080 --> 00:07:20.080]  第一節
[00:07:20.080 --> 00:07:22.080]  中文四個字
[00:07:22.080 --> 00:07:24.080]  英文六個字
[00:07:24.080 --> 00:07:26.080]  就已經講到這個道
[00:07:26.080 --> 00:07:29.080]  這個道其實是耶穌基督的稱號之一
[00:07:29.080 --> 00:07:32.080]  原來太初
[00:07:32.080 --> 00:07:34.080]  宇宙開始之前
[00:07:34.080 --> 00:07:36.080]  祂已經在這裡
